,CTBI US Equity
2020-09-08,47.7391
2020-09-09,46.9289
2020-09-10,45.9913
2020-09-11,45.3662
2020-09-12,45.3662
2020-09-13,45.3662
2020-09-14,45.4794
2020-09-15,44.1279
2020-09-16,45.1066
2020-09-17,44.6601
2020-09-18,43.464
2020-09-19,43.464
2020-09-20,43.464
2020-09-21,41.1067
2020-09-22,40.4941
2020-09-23,39.7034
2020-09-24,40.364
2020-09-25,40.483
2020-09-26,40.483
2020-09-27,40.483
2020-09-28,43.4416
2020-09-29,43.4122
2020-09-30,41.2757
2020-10-01,40.9377
2020-10-02,44.9046
2020-10-03,44.9046
2020-10-04,44.9046
2020-10-05,48.7452
2020-10-06,49.1122
2020-10-07,51.3087
2020-10-08,52.573
2020-10-09,51.7734
2020-10-10,51.7734
2020-10-11,51.7734
2020-10-12,53.614
2020-10-13,51.3757
2020-10-14,49.0901
2020-10-15,51.2679
2020-10-16,50.5007
2020-10-17,50.5007
2020-10-18,50.5007
2020-10-19,49.4035
2020-10-20,50.8432
2020-10-21,52.9373
2020-10-22,56.7493
2020-10-23,55.7786
2020-10-24,55.7786
2020-10-25,55.7786
2020-10-26,54.6328
2020-10-27,51.1353
2020-10-28,50.1993
2020-10-29,51.312
2020-10-30,52.6564
2020-10-31,52.6564
2020-11-01,52.6564
2020-11-02,53.7322
2020-11-03,55.8945
2020-11-04,48.1736
2020-11-05,50.844
2020-11-06,47.7198
2020-11-07,47.7198
2020-11-08,47.7198
2020-11-09,56.5037
2020-11-10,59.2647
2020-11-11,56.1815
2020-11-12,53.9959
2020-11-13,56.2945
2020-11-14,56.2945
2020-11-15,56.2945
2020-11-16,58.6194
2020-11-17,58.1839
2020-11-18,56.35
2020-11-19,56.1212
2020-11-20,55.1941
2020-11-21,55.1941
2020-11-22,55.1941
2020-11-23,55.7611
2020-11-24,59.0381
2020-11-25,57.205
2020-11-26,57.205
2020-11-27,55.0769
2020-11-28,55.0769
2020-11-29,55.0769
2020-11-30,53.0596
2020-12-01,54.5507
2020-12-02,55.5987
2020-12-03,55.2884
2020-12-04,56.9058
2020-12-05,56.9058
2020-12-06,56.9058
2020-12-07,56.6341
2020-12-08,57.0373
2020-12-09,59.5748
2020-12-10,59.9302
2020-12-11,60.2116
2020-12-12,60.2116
2020-12-13,60.2116
2020-12-14,59.7884
2020-12-15,61.0067
2020-12-16,61.0067
2020-12-17,60.9045
2020-12-18,59.4963
2020-12-19,59.4963
2020-12-20,59.4963
2020-12-21,55.9084
2020-12-22,55.6559
2020-12-23,58.4695
2020-12-24,58.6799
2020-12-25,58.6799
2020-12-26,58.6799
2020-12-27,58.6799
2020-12-28,59.8718
2020-12-29,56.8452
2020-12-30,57.1652
2020-12-31,57.7879
2021-01-01,57.7879
2021-01-02,57.7879
2021-01-03,57.7879
2021-01-04,56.4965
2021-01-05,57.7558
2021-01-06,63.1986
2021-01-07,63.2795
2021-01-08,61.8725
2021-01-09,61.8725
2021-01-10,61.8725
2021-01-11,61.2387
2021-01-12,62.4972
2021-01-13,59.118
2021-01-14,59.7904
2021-01-15,60.118
2021-01-16,60.118
2021-01-17,60.118
2021-01-18,60.118
2021-01-19,61.0329
2021-01-20,58.1661
2021-01-21,58.4155
2021-01-22,59.9474
2021-01-23,59.9474
2021-01-24,59.9474
2021-01-25,59.5085
2021-01-26,57.5119
2021-01-27,51.7042
2021-01-28,51.5228
2021-01-29,50.3055
2021-01-30,50.3055
2021-01-31,50.3055
2021-02-01,51.6354
2021-02-02,54.1461
2021-02-03,53.6925
2021-02-04,57.4338
2021-02-05,57.6829
2021-02-06,57.6829
2021-02-07,57.6829
2021-02-08,59.9151
2021-02-09,60.616
2021-02-10,58.9112
2021-02-11,56.9772
2021-02-12,56.1263
2021-02-13,56.1263
2021-02-14,56.1263
2021-02-15,56.1263
2021-02-16,55.4749
2021-02-17,55.6431
2021-02-18,53.9906
2021-02-19,56.4662
2021-02-20,56.4662
2021-02-21,56.4662
2021-02-22,58.0756
2021-02-23,59.3454
2021-02-24,60.9916
2021-02-25,61.7918
2021-02-26,59.4961
2021-02-27,59.4961
2021-02-28,59.4961
2021-03-01,62.1395
2021-03-02,61.006
2021-03-03,63.3354
2021-03-04,63.4695
2021-03-05,66.6458
2021-03-06,66.6458
2021-03-07,66.6458
2021-03-08,70.1329
2021-03-09,67.7768
2021-03-10,69.933
2021-03-11,69.965
2021-03-12,71.0801
2021-03-13,71.0801
2021-03-14,71.0801
2021-03-15,67.252
2021-03-16,64.8323
2021-03-17,63.766
2021-03-18,63.2798
2021-03-19,65.0894
2021-03-20,65.0894
2021-03-21,65.0894
2021-03-22,59.5761
2021-03-23,56.1858
2021-03-24,56.071
2021-03-25,58.0232
2021-03-26,60.2453
2021-03-27,60.2453
2021-03-28,60.2453
2021-03-29,58.248
2021-03-30,58.9416
2021-03-31,56.9831
2021-04-01,58.5586
2021-04-02,58.5586
2021-04-03,58.5586
2021-04-04,58.5586
2021-04-05,58.7939
2021-04-06,57.8063
2021-04-07,56.6075
2021-04-08,56.892
2021-04-09,57.3978
2021-04-10,57.3978
2021-04-11,57.3978
2021-04-12,58.5011
2021-04-13,57.4965
2021-04-14,57.7964
2021-04-15,58.5527
2021-04-16,58.883
2021-04-17,58.883
2021-04-18,58.883
2021-04-19,58.6969
2021-04-20,54.2614
2021-04-21,56.8773
2021-04-22,56.8426
2021-04-23,58.34
2021-04-24,58.34
2021-04-25,58.34
2021-04-26,57.0117
2021-04-27,56.5438
2021-04-28,55.3508
2021-04-29,55.3142
2021-04-30,55.201
2021-05-01,55.201
2021-05-02,55.201
2021-05-03,57.3103
2021-05-04,57.1909
2021-05-05,56.9863
2021-05-06,57.614
2021-05-07,57.614
2021-05-08,57.614
2021-05-09,57.614
2021-05-10,54.3865
2021-05-11,52.5435
2021-05-12,49.1711
2021-05-13,53.7439
2021-05-14,54.688
2021-05-15,54.688
2021-05-16,54.688
2021-05-17,55.3169
2021-05-18,54.8444
2021-05-19,53.659
2021-05-20,53.8653
2021-05-21,55.1394
2021-05-22,55.1394
2021-05-23,55.1394
2021-05-24,53.1293
2021-05-25,47.3367
2021-05-26,48.5056
2021-05-27,50.9348
2021-05-28,51.4158
2021-05-29,51.4158
2021-05-30,51.4158
2021-05-31,51.4158
2021-06-01,52.8836
2021-06-02,51.4623
2021-06-03,52.0239
2021-06-04,51.4086
2021-06-05,51.4086
2021-06-06,51.4086
2021-06-07,51.9233
2021-06-08,51.7612
2021-06-09,49.7917
2021-06-10,47.3571
2021-06-11,47.523
2021-06-12,47.523
2021-06-13,47.523
2021-06-14,45.5561
2021-06-15,46.9408
2021-06-16,47.5446
2021-06-17,42.7947
2021-06-18,38.4046
2021-06-19,38.4046
2021-06-20,38.4046
2021-06-21,43.1561
2021-06-22,42.1614
2021-06-23,41.3779
2021-06-24,43.4709
2021-06-25,42.3577
2021-06-26,42.3577
2021-06-27,42.3577
2021-06-28,42.2368
2021-06-29,41.2914
2021-06-30,41.4227
2021-07-01,43.6804
2021-07-02,42.0056
2021-07-03,42.0056
2021-07-04,42.0056
2021-07-05,42.0056
2021-07-06,39.6182
2021-07-07,40.1527
2021-07-08,38.3109
2021-07-09,43.11
2021-07-10,43.11
2021-07-11,43.11
2021-07-12,43.3136
2021-07-13,42.5262
2021-07-14,43.2098
2021-07-15,46.0711
2021-07-16,43.5698
2021-07-17,43.5698
2021-07-18,43.5698
2021-07-19,40.2392
2021-07-20,41.7607
2021-07-21,43.373
2021-07-22,41.1068
2021-07-23,42.3214
2021-07-24,42.3214
2021-07-25,42.3214
2021-07-26,44.9447
2021-07-27,44.7249
2021-07-28,45.5515
2021-07-29,43.8399
2021-07-30,44.6917
2021-07-31,44.6917
2021-08-01,44.6917
2021-08-02,43.3318
2021-08-03,44.6995
2021-08-04,43.8047
2021-08-05,44.7372
2021-08-06,48.5136
2021-08-07,48.5136
2021-08-08,48.5136
2021-08-09,47.5481
2021-08-10,49.4743
2021-08-11,51.5011
2021-08-12,52.8528
2021-08-13,53.5922
2021-08-14,53.5922
2021-08-15,53.5922
2021-08-16,52.0247
2021-08-17,50.6876
2021-08-18,50.3725
2021-08-19,48.7651
2021-08-20,51.4615
2021-08-21,51.4615
2021-08-22,51.4615
2021-08-23,51.6902
2021-08-24,51.9634
2021-08-25,53.7416
2021-08-26,51.2663
2021-08-27,55.1362
2021-08-28,55.1362
2021-08-29,55.1362
2021-08-30,51.6603
2021-08-31,51.8793
2021-09-01,51.6373
2021-09-02,51.2255
2021-09-03,50.2307
2021-09-04,50.2307
2021-09-05,50.2307
2021-09-06,50.2307
2021-09-07,48.5641
2021-09-08,46.9905
2021-09-09,47.3435
2021-09-10,46.1126
2021-09-11,46.1126
2021-09-12,46.1126
2021-09-13,47.8763
2021-09-14,44.7382
2021-09-15,46.0639
2021-09-16,45.9852
2021-09-17,44.264
2021-09-18,44.264
2021-09-19,44.264
2021-09-20,43.2366
2021-09-21,43.7369
2021-09-22,43.9923
2021-09-23,49.1056
2021-09-24,51.5842
2021-09-25,51.5842
2021-09-26,51.5842
2021-09-27,56.867
2021-09-28,55.8389
2021-09-29,58.6625
2021-09-30,55.6395
2021-10-01,58.1609
2021-10-02,58.1609
2021-10-03,58.1609
2021-10-04,58.7823
2021-10-05,58.3341
2021-10-06,57.2062
2021-10-07,59.1664
2021-10-08,59.988
2021-10-09,59.988
2021-10-10,59.988
2021-10-11,57.5022
2021-10-12,57.3202
2021-10-13,55.857
2021-10-14,56.9581
2021-10-15,56.302
2021-10-16,56.302
2021-10-17,56.302
2021-10-18,57.0693
2021-10-19,56.6771
2021-10-20,59.0431
2021-10-21,59.0787
2021-10-22,57.8827
2021-10-23,57.8827
2021-10-24,57.8827
2021-10-25,60.1333
2021-10-26,59.3919
2021-10-27,53.1464
2021-10-28,56.1075
2021-10-29,57.0551
2021-10-30,57.0551
2021-10-31,57.0551
2021-11-01,60.6367
2021-11-02,56.6802
2021-11-03,60.7036
2021-11-04,58.5774
2021-11-05,61.6305
2021-11-06,61.6305
2021-11-07,61.6305
2021-11-08,60.8435
2021-11-09,59.6817
2021-11-10,60.076
2021-11-11,60.3625
2021-11-12,58.1192
2021-11-13,58.1192
2021-11-14,58.1192
2021-11-15,56.735
2021-11-16,57.2773
2021-11-17,55.3768
2021-11-18,55.948
2021-11-19,54.6704
2021-11-20,54.6704
2021-11-21,54.6704
2021-11-22,55.92
2021-11-23,54.8341
2021-11-24,54.4838
2021-11-25,54.4838
2021-11-26,46.7266
2021-11-27,46.7266
2021-11-28,46.7266
2021-11-29,45.5907
2021-11-30,45.4563
2021-12-01,46.3163
2021-12-02,50.0414
2021-12-03,47.688
2021-12-04,47.688
2021-12-05,47.688
2021-12-06,51.4128
2021-12-07,50.2039
2021-12-08,50.0606
2021-12-09,49.3324
2021-12-10,50.3046
2021-12-11,50.3046
2021-12-12,50.3046
2021-12-13,51.2717
2021-12-14,50.6775
2021-12-15,50.6775
2021-12-16,52.9342
2021-12-17,48.574
2021-12-18,48.574
2021-12-19,48.574
2021-12-20,46.589
2021-12-21,50.2236
2021-12-22,50.9505
2021-12-23,51.7881
2021-12-24,51.7881
2021-12-25,51.7881
2021-12-26,51.7881
2021-12-27,53.0853
2021-12-28,52.759
2021-12-29,53.4254
2021-12-30,51.7067
2021-12-31,52.892
2022-01-01,52.892
2022-01-02,52.892
2022-01-03,55.6868
2022-01-04,56.5186
2022-01-05,56.7635
2022-01-06,59.8074
2022-01-07,59.9037
2022-01-08,59.9037
2022-01-09,59.9037
2022-01-10,58.2674
2022-01-11,56.6204
2022-01-12,57.4383
2022-01-13,59.3677
2022-01-14,60.1028
2022-01-15,60.1028
2022-01-16,60.1028
2022-01-17,60.1028
2022-01-18,59.3954
2022-01-19,55.487
2022-01-20,51.747
2022-01-21,51.0434
2022-01-22,51.0434
2022-01-23,51.0434
2022-01-24,55.5986
2022-01-25,56.5431
2022-01-26,53.0806
2022-01-27,51.6228
2022-01-28,51.5832
2022-01-29,51.5832
2022-01-30,51.5832
2022-01-31,51.2173
2022-02-01,50.6801
2022-02-02,48.7673
2022-02-03,49.3147
2022-02-04,49.1059
2022-02-05,49.1059
2022-02-06,49.1059
2022-02-07,49.46
2022-02-08,52.8535
2022-02-09,48.748
2022-02-10,48.1891
2022-02-11,49.2215
2022-02-12,49.2215
2022-02-13,49.2215
2022-02-14,47.6262
2022-02-15,49.4514
2022-02-16,49.8389
2022-02-17,47.3759
2022-02-18,48.5789
2022-02-19,48.5789
2022-02-20,48.5789
2022-02-21,48.5789
2022-02-22,46.7368
2022-02-23,44.5615
2022-02-24,41.5265
2022-02-25,45.8365
2022-02-26,45.8365
2022-02-27,45.8365
2022-02-28,44.7697
2022-03-01,42.0688
2022-03-02,47.4029
2022-03-03,49.1539
2022-03-04,46.561
2022-03-05,46.561
2022-03-06,46.561
2022-03-07,44.7303
2022-03-08,44.2254
2022-03-09,45.5759
2022-03-10,44.9141
2022-03-11,45.7695
2022-03-12,45.7695
2022-03-13,45.7695
2022-03-14,47.276
2022-03-15,45.2718
2022-03-16,48.7053
2022-03-17,47.674
2022-03-18,45.7391
2022-03-19,45.7391
2022-03-20,45.7391
2022-03-21,47.548
2022-03-22,49.4797
2022-03-23,45.4715
2022-03-24,46.3853
2022-03-25,49.1407
2022-03-26,49.1407
2022-03-27,49.1407
2022-03-28,47.7528
2022-03-29,49.8608
2022-03-30,45.3094
2022-03-31,45.7781
2022-04-01,46.0358
2022-04-02,46.0358
2022-04-03,46.0358
2022-04-04,45.6511
2022-04-05,45.0027
2022-04-06,43.6558
2022-04-07,42.3145
2022-04-08,41.1584
2022-04-09,41.1584
2022-04-10,41.1584
2022-04-11,40.8244
2022-04-12,41.5383
2022-04-13,43.4354
2022-04-14,42.6365
2022-04-15,42.6365
2022-04-16,42.6365
2022-04-17,42.6365
2022-04-18,43.5318
2022-04-19,47.3567
2022-04-20,51.2297
2022-04-21,51.555
2022-04-22,47.6799
2022-04-23,47.6799
2022-04-24,47.6799
2022-04-25,48.7329
2022-04-26,46.6184
2022-04-27,44.996
2022-04-28,46.7563
2022-04-29,43.762
2022-04-30,43.762
2022-05-01,43.762
2022-05-02,44.9771
2022-05-03,44.9447
2022-05-04,48.1521
2022-05-05,47.1256
2022-05-06,45.8121
2022-05-07,45.8121
2022-05-08,45.8121
2022-05-09,49.1926
2022-05-10,47.2284
2022-05-11,47.7494
2022-05-12,48.0902
2022-05-13,46.2191
2022-05-14,46.2191
2022-05-15,46.2191
2022-05-16,46.0133
2022-05-17,48.466
2022-05-18,47.2832
2022-05-19,45.374
2022-05-20,47.2953
2022-05-21,47.2953
2022-05-22,47.2953
2022-05-23,50.8009
2022-05-24,51.3352
2022-05-25,50.9915
2022-05-26,51.6978
2022-05-27,52.953
2022-05-28,52.953
2022-05-29,52.953
2022-05-30,52.953
2022-05-31,53.3221
2022-06-01,52.6808
2022-06-02,52.0761
2022-06-03,49.7551
2022-06-04,49.7551
2022-06-05,49.7551
2022-06-06,51.8152
2022-06-07,51.5153
2022-06-08,50.3945
2022-06-09,47.2456
2022-06-10,45.8223
2022-06-11,45.8223
2022-06-12,45.8223
2022-06-13,45.4016
2022-06-14,45.0091
2022-06-15,46.6318
2022-06-16,44.6668
2022-06-17,44.765
2022-06-18,44.765
2022-06-19,44.765
2022-06-20,44.765
2022-06-21,49.7927
2022-06-22,50.6454
2022-06-23,47.0111
2022-06-24,49.6043
2022-06-25,49.6043
2022-06-26,49.6043
2022-06-27,49.978
2022-06-28,50.0631
2022-06-29,49.8001
2022-06-30,49.1766
2022-07-01,53.6765
2022-07-02,53.6765
2022-07-03,53.6765
2022-07-04,53.6765
2022-07-05,52.5758
2022-07-06,51.7975
2022-07-07,50.4788
2022-07-08,50.9245
2022-07-09,50.9245
2022-07-10,50.9245
2022-07-11,50.7355
2022-07-12,50.9707
2022-07-13,48.7091
2022-07-14,46.8778
2022-07-15,51.4562
2022-07-16,51.4562
2022-07-17,51.4562
2022-07-18,50.8025
2022-07-19,54.0385
2022-07-20,54.2874
2022-07-21,53.1463
2022-07-22,53.8445
2022-07-23,53.8445
2022-07-24,53.8445
2022-07-25,54.8024
2022-07-26,56.8651
2022-07-27,60.2012
2022-07-28,58.3239
2022-07-29,60.1599
2022-07-30,60.1599
2022-07-31,60.1599
2022-08-01,62.4851
2022-08-02,57.6718
2022-08-03,58.6875
2022-08-04,56.7447
2022-08-05,56.7447
2022-08-06,56.7447
2022-08-07,56.7447
2022-08-08,57.5345
2022-08-09,58.3218
2022-08-10,59.2521
2022-08-11,60.9127
2022-08-12,62.3283
2022-08-13,62.3283
2022-08-14,62.3283
2022-08-15,63.3661
2022-08-16,64.508
2022-08-17,64.96
2022-08-18,62.3774
2022-08-19,60.5659
2022-08-20,60.5659
2022-08-21,60.5659
2022-08-22,57.4382
2022-08-23,56.2974
2022-08-24,54.1239
2022-08-25,55.4481
2022-08-26,52.7882
2022-08-27,52.7882
2022-08-28,52.7882
2022-08-29,50.2924
2022-08-30,50.2015
2022-08-31,48.9204
2022-09-01,50.0506
2022-09-02,47.9471
2022-09-03,47.9471
2022-09-04,47.9471
2022-09-05,47.9471
2022-09-06,46.2425
2022-09-07,48.8014
2022-09-08,48.9909
2022-09-09,51.587
2022-09-10,51.587
2022-09-11,51.587
2022-09-12,51.9035
2022-09-13,47.9215
2022-09-14,49.2468
2022-09-15,49.6727
2022-09-16,50.3432
2022-09-17,50.3432
2022-09-18,50.3432
2022-09-19,54.4672
2022-09-20,54.3656
2022-09-21,51.6277
2022-09-22,49.0711
2022-09-23,47.522
2022-09-24,47.522
2022-09-25,47.522
2022-09-26,47.2574
2022-09-27,45.0107
2022-09-28,47.3033
2022-09-29,45.9673
2022-09-30,43.8196
2022-10-01,43.8196
2022-10-02,43.8196
2022-10-03,47.7983
2022-10-04,51.8823
2022-10-05,49.9668
2022-10-06,48.8068
2022-10-07,47.188
2022-10-08,47.188
2022-10-09,47.188
2022-10-10,47.8147
2022-10-11,48.4922
2022-10-12,48.0192
2022-10-13,55.7332
2022-10-14,53.6107
2022-10-15,53.6107
2022-10-16,53.6107
2022-10-17,56.7734
2022-10-18,55.4833
2022-10-19,54.4592
2022-10-20,56.6985
2022-10-21,61.1113
2022-10-22,61.1113
2022-10-23,61.1113
2022-10-24,62.8919
2022-10-25,63.5202
2022-10-26,63.5202
2022-10-27,64.2226
2022-10-28,67.1191
2022-10-29,67.1191
2022-10-30,67.1191
2022-10-31,65.8248
2022-11-01,65.1509
2022-11-02,61.5646
2022-11-03,59.9249
2022-11-04,62.9335
2022-11-05,62.9335
2022-11-06,62.9335
2022-11-07,61.7025
2022-11-08,61.2159
2022-11-09,59.4521
2022-11-10,62.1853
2022-11-11,57.6667
2022-11-12,57.6667
2022-11-13,57.6667
2022-11-14,57.4291
2022-11-15,59.002
2022-11-16,58.0568
2022-11-17,58.8281
2022-11-18,58.8582
2022-11-19,58.8582
2022-11-20,58.8582
2022-11-21,59.8896
2022-11-22,60.522
2022-11-23,60.2413
2022-11-24,60.2413
2022-11-25,62.0036
2022-11-26,62.0036
2022-11-27,62.0036
2022-11-28,58.3587
2022-11-29,57.8246
2022-11-30,61.023
2022-12-01,61.1403
2022-12-02,60.9033
2022-12-03,60.9033
2022-12-04,60.9033
2022-12-05,58.6465
2022-12-06,57.7245
2022-12-07,55.2533
2022-12-08,53.4458
2022-12-09,54.616
2022-12-10,54.616
2022-12-11,54.616
2022-12-12,56.7257
2022-12-13,56.635
2022-12-14,54.2766
2022-12-15,50.9426
2022-12-16,48.5973
2022-12-17,48.5973
2022-12-18,48.5973
2022-12-19,49.9867
2022-12-20,48.8548
2022-12-21,51.7764
2022-12-22,51.9279
2022-12-23,52.0448
2022-12-24,52.0448
2022-12-25,52.0448
2022-12-26,52.0448
2022-12-27,52.0849
2022-12-28,50.382
2022-12-29,52.7583
2022-12-30,52.9592
2022-12-31,52.9592
2023-01-01,52.9592
2023-01-02,52.9592
2023-01-03,55.0551
2023-01-04,56.3459
2023-01-05,52.069
2023-01-06,56.0017
2023-01-07,56.0017
2023-01-08,56.0017
2023-01-09,52.778
2023-01-10,53.7789
2023-01-11,53.4441
2023-01-12,54.6844
2023-01-13,55.6901
2023-01-14,55.6901
2023-01-15,55.6901
2023-01-16,55.6901
2023-01-17,52.9547
2023-01-18,41.1416
2023-01-19,37.944
2023-01-20,39.6969
2023-01-21,39.6969
2023-01-22,39.6969
2023-01-23,39.6722
2023-01-24,41.0366
2023-01-25,39.6702
2023-01-26,39.9045
2023-01-27,39.7183
2023-01-28,39.7183
2023-01-29,39.7183
2023-01-30,39.6091
2023-01-31,44.9007
2023-02-01,45.3411
2023-02-02,48.7323
2023-02-03,50.5188
2023-02-04,50.5188
2023-02-05,50.5188
2023-02-06,48.982
2023-02-07,50.0521
2023-02-08,47.6914
2023-02-09,46.6316
2023-02-10,46.7397
2023-02-11,46.7397
2023-02-12,46.7397
2023-02-13,47.4729
2023-02-14,46.2221
2023-02-15,47.2067
2023-02-16,46.4621
2023-02-17,49.2831
2023-02-18,49.2831
2023-02-19,49.2831
2023-02-20,49.2831
2023-02-21,47.555
2023-02-22,46.3119
2023-02-23,46.9325
2023-02-24,46.3779
2023-02-25,46.3779
2023-02-26,46.3779
2023-02-27,45.5087
2023-02-28,44.6432
2023-03-01,44.2255
2023-03-02,43.4545
2023-03-03,44.8118
2023-03-04,44.8118
2023-03-05,44.8118
2023-03-06,43.8677
2023-03-07,43.2872
2023-03-08,42.1687
2023-03-09,36.9723
2023-03-10,37.3642
2023-03-11,37.3642
2023-03-12,37.3642
2023-03-13,35.2126
2023-03-14,35.0182
2023-03-15,34.346
2023-03-16,40.9863
2023-03-17,38.2497
2023-03-18,38.2497
2023-03-19,38.2497
2023-03-20,36.933
2023-03-21,41.5309
2023-03-22,37.6956
