,PNW US Equity
2023-03-21,54.1826
2023-03-22,50.4548
2023-03-23,48.382
2023-03-24,53.3684
2023-03-25,53.3684
2023-03-26,53.3684
2023-03-27,53.4579
2023-03-28,53.9
2023-03-29,55.2349
2023-03-30,56.1893
2023-03-31,56.4146
2023-04-01,56.4146
2023-04-02,56.4146
2023-04-03,54.9149
2023-04-04,55.2505
2023-04-05,58.237
2023-04-06,57.5443
2023-04-07,57.5443
2023-04-08,57.5443
2023-04-09,57.5443
2023-04-10,57.7431
2023-04-11,56.9578
2023-04-12,56.4853
2023-04-13,56.1785
2023-04-14,53.5767
2023-04-15,53.5767
2023-04-16,53.5767
2023-04-17,55.0538
2023-04-18,54.4066
2023-04-19,56.1317
2023-04-20,56.5351
2023-04-21,57.2077
2023-04-22,57.2077
2023-04-23,57.2077
2023-04-24,57.7944
2023-04-25,57.8306
2023-04-26,53.2203
2023-04-27,54.4532
2023-04-28,53.7472
2023-04-29,53.7472
2023-04-30,53.7472
2023-05-01,54.6643
2023-05-02,53.5189
2023-05-03,53.4706
2023-05-04,56.0743
2023-05-05,56.9187
2023-05-06,56.9187
2023-05-07,56.9187
2023-05-08,56.1398
2023-05-09,56.2018
2023-05-10,57.8654
2023-05-11,57.586
2023-05-12,58.109
2023-05-13,58.109
2023-05-14,58.109
2023-05-15,56.2159
2023-05-16,52.1667
2023-05-17,51.8869
2023-05-18,51.0881
2023-05-19,49.3391
2023-05-20,49.3391
2023-05-21,49.3391
2023-05-22,49.7773
2023-05-23,49.6727
2023-05-24,48.4357
2023-05-25,46.4254
2023-05-26,47.5932
2023-05-27,47.5932
2023-05-28,47.5932
2023-05-29,47.5932
2023-05-30,47.101
2023-05-31,49.0241
2023-06-01,45.9063
2023-06-02,49.4518
2023-06-03,49.4518
2023-06-04,49.4518
2023-06-05,50.4926
2023-06-06,54.5359
2023-06-07,56.8706
2023-06-08,58.3791
2023-06-09,57.1331
2023-06-10,57.1331
2023-06-11,57.1331
2023-06-12,57.7061
2023-06-13,58.6382
2023-06-14,59.7234
2023-06-15,62.7018
2023-06-16,61.7752
2023-06-17,61.7752
2023-06-18,61.7752
2023-06-19,61.7752
2023-06-20,59.8832
2023-06-21,60.8632
2023-06-22,59.4827
2023-06-23,54.2238
2023-06-24,54.2238
2023-06-25,54.2238
2023-06-26,56.6536
2023-06-27,56.7578
2023-06-28,52.9174
2023-06-29,53.3424
2023-06-30,54.9584
2023-07-01,54.9584
2023-07-02,54.9584
2023-07-03,55.569
2023-07-04,55.569
2023-07-05,57.5668
2023-07-06,55.8264
2023-07-07,55.4685
2023-07-08,55.4685
2023-07-09,55.4685
2023-07-10,53.9811
2023-07-11,55.7758
2023-07-12,58.2692
2023-07-13,58.0089
2023-07-14,57.8604
2023-07-15,57.8604
2023-07-16,57.8604
2023-07-17,55.5928
2023-07-18,55.8485
2023-07-19,55.4879
2023-07-20,60.1065
2023-07-21,61.9146
2023-07-22,61.9146
2023-07-23,61.9146
2023-07-24,61.6319
2023-07-25,61.3422
2023-07-26,59.7285
2023-07-27,57.5062
2023-07-28,56.798
2023-07-29,56.798
2023-07-30,56.798
2023-07-31,56.4347
2023-08-01,54.7345
2023-08-02,55.4796
2023-08-03,46.5422
2023-08-04,44.8948
2023-08-05,44.8948
2023-08-06,44.8948
2023-08-07,40.8256
2023-08-08,42.0997
2023-08-09,44.4662
2023-08-10,42.7018
2023-08-11,43.5106
2023-08-12,43.5106
2023-08-13,43.5106
2023-08-14,43.405
2023-08-15,41.9305
2023-08-16,43.7655
2023-08-17,43.8503
2023-08-18,46.4114
2023-08-19,46.4114
2023-08-20,46.4114
2023-08-21,45.0931
2023-08-22,47.836
2023-08-23,48.3592
2023-08-24,48.0848
2023-08-25,49.0901
2023-08-26,49.0901
2023-08-27,49.0901
2023-08-28,48.2028
2023-08-29,48.0706
2023-08-30,46.184
2023-08-31,44.2383
2023-09-01,41.2425
2023-09-02,41.2425
2023-09-03,41.2425
2023-09-04,41.2425
2023-09-05,37.4303
2023-09-06,41.4583
2023-09-07,42.9665
2023-09-08,44.7127
2023-09-09,44.7127
2023-09-10,44.7127
2023-09-11,44.4926
2023-09-12,44.4021
2023-09-13,47.0213
2023-09-14,50.3183
2023-09-15,50.1166
2023-09-16,50.1166
2023-09-17,50.1166
2023-09-18,51.3027
2023-09-19,50.8767
2023-09-20,52.3353
2023-09-21,49.4065
2023-09-22,47.9186
2023-09-23,47.9186
2023-09-24,47.9186
2023-09-25,46.9274
2023-09-26,41.2555
2023-09-27,39.9344
2023-09-28,38.6356
2023-09-29,39.2576
2023-09-30,39.2576
2023-10-01,39.2576
2023-10-02,35.0412
2023-10-03,36.7897
2023-10-04,36.5691
2023-10-05,37.7572
2023-10-06,38.4135
2023-10-07,38.4135
2023-10-08,38.4135
2023-10-09,40.4223
2023-10-10,43.5855
2023-10-11,46.8655
2023-10-12,45.4868
2023-10-13,47.7001
2023-10-14,47.7001
2023-10-15,47.7001
2023-10-16,49.6943
2023-10-17,48.8908
2023-10-18,47.8391
2023-10-19,46.8864
2023-10-20,44.5484
2023-10-21,44.5484
2023-10-22,44.5484
2023-10-23,42.1891
2023-10-24,45.4848
2023-10-25,45.535
2023-10-26,47.3405
2023-10-27,44.5403
2023-10-28,44.5403
2023-10-29,44.5403
2023-10-30,45.9923
2023-10-31,47.7457
2023-11-01,50.9693
2023-11-02,50.0502
2023-11-03,47.293
2023-11-04,47.293
2023-11-05,47.293
2023-11-06,45.0737
2023-11-07,43.8324
2023-11-08,41.4697
2023-11-09,41.6505
2023-11-10,40.6124
2023-11-11,40.6124
2023-11-12,40.6124
2023-11-13,37.9563
2023-11-14,46.2778
2023-11-15,46.1857
2023-11-16,46.23
2023-11-17,45.4184
2023-11-18,45.4184
2023-11-19,45.4184
2023-11-20,44.9326
2023-11-21,45.1269
2023-11-22,49.3975
2023-11-23,49.3975
2023-11-24,48.5731
2023-11-25,48.5731
2023-11-26,48.5731
2023-11-27,49.6649
2023-11-28,50.9617
2023-11-29,50.4377
2023-11-30,52.27
2023-12-01,52.5759
2023-12-02,52.5759
2023-12-03,52.5759
2023-12-04,52.5983
2023-12-05,51.912
2023-12-06,55.0368
2023-12-07,54.6142
2023-12-08,52.6537
2023-12-09,52.6537
2023-12-10,52.6537
2023-12-11,53.4602
2023-12-12,49.8229
2023-12-13,56.0893
2023-12-14,50.6779
2023-12-15,48.6978
2023-12-16,48.6978
2023-12-17,48.6978
2023-12-18,46.4957
2023-12-19,46.7534
2023-12-20,43.2518
2023-12-21,43.4316
2023-12-22,44.1637
2023-12-23,44.1637
2023-12-24,44.1637
2023-12-25,44.1637
2023-12-26,44.6729
2023-12-27,43.6436
2023-12-28,46.0742
2023-12-29,46.0742
2023-12-30,46.0742
2023-12-31,46.0742
2024-01-01,46.0742
2024-01-02,49.165
2024-01-03,50.8867
2024-01-04,51.5158
2024-01-05,51.5372
2024-01-06,51.5372
2024-01-07,51.5372
2024-01-08,51.8888
2024-01-09,50.5145
2024-01-10,49.6237
2024-01-11,44.3061
2024-01-12,44.8441
2024-01-13,44.8441
2024-01-14,44.8441
2024-01-15,44.8441
2024-01-16,42.1807
2024-01-17,42.2317
2024-01-18,41.1233
2024-01-19,42.0303
2024-01-20,42.0303
2024-01-21,42.0303
2024-01-22,41.582
2024-01-23,42.2196
2024-01-24,39.4504
2024-01-25,44.1905
2024-01-26,47.4701
2024-01-27,47.4701
2024-01-28,47.4701
2024-01-29,45.2572
2024-01-30,45.6351
2024-01-31,44.352
2024-02-01,47.2978
2024-02-02,44.4668
2024-02-03,44.4668
2024-02-04,44.4668
2024-02-05,42.8168
2024-02-06,43.475
2024-02-07,41.9219
2024-02-08,40.4107
2024-02-09,41.9638
2024-02-10,41.9638
2024-02-11,41.9638
2024-02-12,44.6315
2024-02-13,42.9094
2024-02-14,42.3218
2024-02-15,44.8837
2024-02-16,44.9319
2024-02-17,44.9319
2024-02-18,44.9319
2024-02-19,44.9319
2024-02-20,47.7221
2024-02-21,50.0941
2024-02-22,50.1815
2024-02-23,50.8275
2024-02-24,50.8275
2024-02-25,50.8275
2024-02-26,48.0914
2024-02-27,47.5319
2024-02-28,43.3025
2024-02-29,46.6318
2024-03-01,46.0837
2024-03-02,46.0837
2024-03-03,46.0837
2024-03-04,47.9813
2024-03-05,47.406
2024-03-06,49.9555
2024-03-07,53.2385
2024-03-08,53.88
2024-03-09,53.88
2024-03-10,53.88
2024-03-11,55.0402
2024-03-12,51.6993
2024-03-13,53.0063
2024-03-14,51.5629
2024-03-15,51.9118
2024-03-16,51.9118
2024-03-17,51.9118
2024-03-18,54.124
2024-03-19,54.9427
2024-03-20,55.4905
2024-03-21,55.6895
2024-03-22,55.9544
2024-03-23,55.9544
2024-03-24,55.9544
2024-03-25,54.8584
2024-03-26,53.3151
2024-03-27,57.5186
2024-03-28,58.8344
2024-03-29,58.8344
2024-03-30,58.8344
2024-03-31,58.8344
2024-04-01,57.0584
2024-04-02,57.0323
2024-04-03,54.5459
2024-04-04,54.3926
2024-04-05,53.7158
2024-04-06,53.7158
2024-04-07,53.7158
2024-04-08,56.555
