,BKI US Equity
2020-06-29,50.672
2020-06-30,51.5965
2020-07-01,51.9073
2020-07-02,51.1201
2020-07-03,51.1201
2020-07-04,51.1201
2020-07-05,51.1201
2020-07-06,51.7582
2020-07-07,48.2007
2020-07-08,49.7957
2020-07-09,50.7811
2020-07-10,49.3981
2020-07-11,49.3981
2020-07-12,49.3981
2020-07-13,46.4229
2020-07-14,48.2756
2020-07-15,48.2466
2020-07-16,49.0541
2020-07-17,50.2661
2020-07-18,50.2661
2020-07-19,50.2661
2020-07-20,51.5513
2020-07-21,51.4353
2020-07-22,52.7547
2020-07-23,52.2824
2020-07-24,52.7844
2020-07-25,52.7844
2020-07-26,52.7844
2020-07-27,54.9211
2020-07-28,54.0403
2020-07-29,54.3785
2020-07-30,55.1587
2020-07-31,55.4542
2020-08-01,55.4542
2020-08-02,55.4542
2020-08-03,56.8118
2020-08-04,57.8212
2020-08-05,56.7539
2020-08-06,56.163
2020-08-07,57.8932
2020-08-08,57.8932
2020-08-09,57.8932
2020-08-10,61.5926
2020-08-11,61.1353
2020-08-12,62.5173
2020-08-13,61.2499
2020-08-14,60.9187
2020-08-15,60.9187
2020-08-16,60.9187
2020-08-17,62.3044
2020-08-18,63.1277
2020-08-19,63.0768
2020-08-20,63.4728
2020-08-21,63.0423
2020-08-22,63.0423
2020-08-23,63.0423
2020-08-24,64.325
2020-08-25,65.386
2020-08-26,66.1884
2020-08-27,67.2501
2020-08-28,68.3895
2020-08-29,68.3895
2020-08-30,68.3895
2020-08-31,67.7274
2020-09-01,69.6349
2020-09-02,69.6617
2020-09-03,59.3828
2020-09-04,59.0253
2020-09-05,59.0253
2020-09-06,59.0253
2020-09-07,59.0253
2020-09-08,54.4994
2020-09-09,58.8858
2020-09-10,57.8984
2020-09-11,58.4003
2020-09-12,58.4003
2020-09-13,58.4003
2020-09-14,60.6022
2020-09-15,63.3816
2020-09-16,64.2005
2020-09-17,62.9749
2020-09-18,62.3477
2020-09-19,62.3477
2020-09-20,62.3477
2020-09-21,60.4111
2020-09-22,62.5051
2020-09-23,58.6992
2020-09-24,58.4439
2020-09-25,60.629
2020-09-26,60.629
2020-09-27,60.629
2020-09-28,60.8306
2020-09-29,62.4771
2020-09-30,62.6033
2020-10-01,64.9597
2020-10-02,62.2767
2020-10-03,62.2767
2020-10-04,62.2767
2020-10-05,63.6671
2020-10-06,64.1449
2020-10-07,65.3116
2020-10-08,63.957
2020-10-09,65.4528
2020-10-10,65.4528
2020-10-11,65.4528
2020-10-12,67.0668
2020-10-13,67.3966
2020-10-14,69.1149
2020-10-15,70.7117
2020-10-16,71.0217
2020-10-17,71.0217
2020-10-18,71.0217
2020-10-19,70.305
2020-10-20,69.1816
2020-10-21,69.0187
2020-10-22,65.9387
2020-10-23,65.8594
2020-10-24,65.8594
2020-10-25,65.8594
2020-10-26,58.6146
2020-10-27,57.9289
2020-10-28,53.578
2020-10-29,52.4994
2020-10-30,53.4857
2020-10-31,53.4857
2020-11-01,53.4857
2020-11-02,55.1874
2020-11-03,59.0822
2020-11-04,64.3027
2020-11-05,62.4111
2020-11-06,62.0861
2020-11-07,62.0861
2020-11-08,62.0861
2020-11-09,49.4086
2020-11-10,55.4261
2020-11-11,57.7733
2020-11-12,57.025
2020-11-13,58.3006
2020-11-14,58.3006
2020-11-15,58.3006
2020-11-16,58.8231
2020-11-17,58.4745
2020-11-18,57.3282
2020-11-19,57.0813
2020-11-20,55.4145
2020-11-21,55.4145
2020-11-22,55.4145
2020-11-23,52.857
2020-11-24,52.883
2020-11-25,52.8377
2020-11-26,52.8377
2020-11-27,52.0245
2020-11-28,52.0245
2020-11-29,52.0245
2020-11-30,53.5456
2020-12-01,53.5134
2020-12-02,50.1732
2020-12-03,49.9922
2020-12-04,49.2568
2020-12-05,49.2568
2020-12-06,49.2568
2020-12-07,48.0831
2020-12-08,48.0998
2020-12-09,47.0256
2020-12-10,46.5116
2020-12-11,47.8515
2020-12-12,47.8515
2020-12-13,47.8515
2020-12-14,48.0311
2020-12-15,49.313
2020-12-16,51.5921
2020-12-17,52.4697
2020-12-18,53.0454
2020-12-19,53.0454
2020-12-20,53.0454
2020-12-21,51.823
2020-12-22,49.2544
2020-12-23,47.8183
2020-12-24,47.8375
2020-12-25,47.8375
2020-12-26,47.8375
2020-12-27,47.8375
2020-12-28,48.4066
2020-12-29,47.3201
2020-12-30,48.5156
2020-12-31,48.7196
2021-01-01,48.7196
2021-01-02,48.7196
2021-01-03,48.7196
2021-01-04,48.7196
2021-01-05,47.6881
2021-01-06,47.1615
2021-01-07,47.2542
2021-01-08,47.9625
2021-01-09,47.9625
2021-01-10,47.9625
2021-01-11,45.3779
2021-01-12,43.0557
2021-01-13,41.0297
2021-01-14,41.7703
2021-01-15,41.9004
2021-01-16,41.9004
2021-01-17,41.9004
2021-01-18,41.9004
2021-01-19,44.615
2021-01-20,41.9738
2021-01-21,41.2597
2021-01-22,38.2879
2021-01-23,38.2879
2021-01-24,38.2879
2021-01-25,37.0519
2021-01-26,35.7496
2021-01-27,34.9627
2021-01-28,38.8207
2021-01-29,39.0286
2021-01-30,39.0286
2021-01-31,39.0286
2021-02-01,44.2462
2021-02-02,49.6833
2021-02-03,50.3575
2021-02-04,48.6989
2021-02-05,48.4876
2021-02-06,48.4876
2021-02-07,48.4876
2021-02-08,50.371
2021-02-09,49.0543
2021-02-10,50.6124
2021-02-11,50.8949
2021-02-12,51.7513
2021-02-13,51.7513
2021-02-14,51.7513
2021-02-15,51.7513
2021-02-16,42.1982
2021-02-17,39.5606
2021-02-18,45.2378
2021-02-19,43.0943
2021-02-20,43.0943
2021-02-21,43.0943
2021-02-22,38.7091
2021-02-23,37.5757
2021-02-24,39.6239
2021-02-25,38.8238
2021-02-26,37.678
2021-02-27,37.678
2021-02-28,37.678
2021-03-01,39.2517
2021-03-02,37.469
2021-03-03,35.8086
2021-03-04,33.3389
2021-03-05,34.676
2021-03-06,34.676
2021-03-07,34.676
2021-03-08,35.3468
2021-03-09,39.2204
2021-03-10,40.6224
2021-03-11,43.3755
2021-03-12,42.8459
2021-03-13,42.8459
2021-03-14,42.8459
2021-03-15,43.7092
2021-03-16,44.171
2021-03-17,41.8929
2021-03-18,38.6508
2021-03-19,38.5713
2021-03-20,38.5713
2021-03-21,38.5713
2021-03-22,40.9229
2021-03-23,41.2426
2021-03-24,39.4511
2021-03-25,40.549
2021-03-26,41.8933
2021-03-27,41.8933
2021-03-28,41.8933
2021-03-29,40.8097
2021-03-30,39.3555
2021-03-31,41.4936
2021-04-01,42.7997
2021-04-02,42.7997
2021-04-03,42.7997
2021-04-04,42.7997
2021-04-05,42.6902
2021-04-06,42.6478
2021-04-07,42.2146
2021-04-08,43.5975
2021-04-09,43.4132
2021-04-10,43.4132
2021-04-11,43.4132
2021-04-12,42.4543
2021-04-13,42.5179
2021-04-14,41.2151
2021-04-15,42.1649
2021-04-16,42.1485
2021-04-17,42.1485
2021-04-18,42.1485
2021-04-19,40.8832
2021-04-20,43.219
2021-04-21,41.9907
2021-04-22,43.4261
2021-04-23,43.0067
2021-04-24,43.0067
2021-04-25,43.0067
2021-04-26,42.3717
2021-04-27,41.2516
2021-04-28,41.0063
2021-04-29,41.8495
2021-04-30,40.8251
2021-05-01,40.8251
2021-05-02,40.8251
2021-05-03,43.0401
2021-05-04,42.7705
2021-05-05,39.397
2021-05-06,46.0797
2021-05-07,48.2841
2021-05-08,48.2841
2021-05-09,48.2841
2021-05-10,48.0326
2021-05-11,45.6665
2021-05-12,45.224
2021-05-13,43.8327
2021-05-14,43.2531
2021-05-15,43.2531
2021-05-16,43.2531
2021-05-17,41.5823
2021-05-18,42.3905
2021-05-19,40.9004
2021-05-20,44.0491
2021-05-21,45.4595
2021-05-22,45.4595
2021-05-23,45.4595
2021-05-24,46.0591
2021-05-25,45.6993
2021-05-26,43.83
2021-05-27,47.8271
2021-05-28,47.0816
2021-05-29,47.0816
2021-05-30,47.0816
2021-05-31,47.0816
2021-06-01,43.0648
2021-06-02,44.0795
2021-06-03,47.2826
2021-06-04,47.4972
2021-06-05,47.4972
2021-06-06,47.4972
2021-06-07,45.8748
2021-06-08,45.5681
2021-06-09,47.8667
2021-06-10,50.6162
2021-06-11,50.1114
2021-06-12,50.1114
2021-06-13,50.1114
2021-06-14,49.7692
2021-06-15,49.6377
2021-06-16,50.16
2021-06-17,49.9967
2021-06-18,50.1406
2021-06-19,50.1406
2021-06-20,50.1406
2021-06-21,52.9422
2021-06-22,55.0955
2021-06-23,55.4153
2021-06-24,56.2954
2021-06-25,58.7601
2021-06-26,58.7601
2021-06-27,58.7601
2021-06-28,56.481
2021-06-29,57.9054
2021-06-30,57.4607
2021-07-01,59.0469
2021-07-02,60.1313
2021-07-03,60.1313
2021-07-04,60.1313
2021-07-05,60.1313
2021-07-06,63.0396
2021-07-07,64.4326
2021-07-08,58.2308
2021-07-09,60.7927
2021-07-10,60.7927
2021-07-11,60.7927
2021-07-12,59.1088
2021-07-13,55.9509
2021-07-14,54.7636
2021-07-15,55.0922
2021-07-16,55.9872
2021-07-17,55.9872
2021-07-18,55.9872
2021-07-19,54.3786
2021-07-20,56.4758
2021-07-21,56.0523
2021-07-22,55.7977
2021-07-23,57.3219
2021-07-24,57.3219
2021-07-25,57.3219
2021-07-26,58.1469
2021-07-27,59.775
2021-07-28,59.2977
2021-07-29,61.1476
2021-07-30,62.4622
2021-07-31,62.4622
2021-08-01,62.4622
2021-08-02,61.9277
2021-08-03,61.2351
2021-08-04,61.8492
2021-08-05,56.6022
2021-08-06,50.5485
2021-08-07,50.5485
2021-08-08,50.5485
2021-08-09,48.9691
2021-08-10,46.2102
2021-08-11,49.1094
2021-08-12,47.4409
2021-08-13,47.5084
2021-08-14,47.5084
2021-08-15,47.5084
2021-08-16,46.6207
2021-08-17,46.1436
2021-08-18,44.584
2021-08-19,43.9172
2021-08-20,46.1392
2021-08-21,46.1392
2021-08-22,46.1392
2021-08-23,48.3754
2021-08-24,46.7977
2021-08-25,47.0668
2021-08-26,44.0104
2021-08-27,45.1461
2021-08-28,45.1461
2021-08-29,45.1461
2021-08-30,43.7388
2021-08-31,46.3228
2021-09-01,47.4855
2021-09-02,47.6078
2021-09-03,46.9072
2021-09-04,46.9072
2021-09-05,46.9072
2021-09-06,46.9072
2021-09-07,44.7114
2021-09-08,48.1041
2021-09-09,45.9025
2021-09-10,43.8469
2021-09-11,43.8469
2021-09-12,43.8469
2021-09-13,45.3264
2021-09-14,43.7109
2021-09-15,44.8546
2021-09-16,43.5132
2021-09-17,40.4246
2021-09-18,40.4246
2021-09-19,40.4246
2021-09-20,39.7618
2021-09-21,38.0525
2021-09-22,37.9835
2021-09-23,38.1574
2021-09-24,37.7018
2021-09-25,37.7018
2021-09-26,37.7018
2021-09-27,36.669
2021-09-28,34.283
2021-09-29,41.6104
2021-09-30,43.5561
2021-10-01,43.8538
2021-10-02,43.8538
2021-10-03,43.8538
2021-10-04,41.8734
2021-10-05,41.4636
2021-10-06,40.5676
2021-10-07,44.2543
2021-10-08,42.7475
2021-10-09,42.7475
2021-10-10,42.7475
2021-10-11,40.5849
2021-10-12,39.3798
2021-10-13,40.6481
2021-10-14,44.9428
2021-10-15,44.4048
2021-10-16,44.4048
2021-10-17,44.4048
2021-10-18,46.3504
2021-10-19,46.3504
2021-10-20,44.3647
2021-10-21,47.8326
2021-10-22,49.6652
2021-10-23,49.6652
2021-10-24,49.6652
2021-10-25,49.5567
2021-10-26,49.3782
2021-10-27,45.3437
2021-10-28,44.9656
2021-10-29,43.2382
2021-10-30,43.2382
2021-10-31,43.2382
2021-11-01,45.2174
2021-11-02,43.2666
2021-11-03,41.1543
2021-11-04,44.2629
2021-11-05,44.8796
2021-11-06,44.8796
2021-11-07,44.8796
2021-11-08,54.0608
2021-11-09,58.4452
2021-11-10,60.5204
2021-11-11,58.4594
2021-11-12,58.1552
2021-11-13,58.1552
2021-11-14,58.1552
2021-11-15,56.0236
2021-11-16,54.0142
2021-11-17,51.2357
2021-11-18,47.2188
2021-11-19,51.7446
2021-11-20,51.7446
2021-11-21,51.7446
2021-11-22,49.8409
2021-11-23,49.191
2021-11-24,49.0179
2021-11-25,49.0179
2021-11-26,47.4319
2021-11-27,47.4319
2021-11-28,47.4319
2021-11-29,49.4424
2021-11-30,46.8622
2021-12-01,47.8732
2021-12-02,51.2478
2021-12-03,50.3528
2021-12-04,50.3528
2021-12-05,50.3528
2021-12-06,52.4395
2021-12-07,53.0401
2021-12-08,53.5407
2021-12-09,50.139
2021-12-10,50.2518
2021-12-11,50.2518
2021-12-12,50.2518
2021-12-13,55.193
2021-12-14,54.2638
2021-12-15,58.135
2021-12-16,60.2564
2021-12-17,61.9484
2021-12-18,61.9484
2021-12-19,61.9484
2021-12-20,60.9879
2021-12-21,60.3426
2021-12-22,60.7955
2021-12-23,59.8465
2021-12-24,59.8465
2021-12-25,59.8465
2021-12-26,59.8465
2021-12-27,60.2866
2021-12-28,61.6651
2021-12-29,60.1664
2021-12-30,60.9818
2021-12-31,60.7406
2022-01-01,60.7406
2022-01-02,60.7406
2022-01-03,58.0113
2022-01-04,57.6617
2022-01-05,54.6341
2022-01-06,54.1197
2022-01-07,53.5423
2022-01-08,53.5423
2022-01-09,53.5423
2022-01-10,53.2578
2022-01-11,54.1975
2022-01-12,54.0971
2022-01-13,48.0204
2022-01-14,45.7643
2022-01-15,45.7643
2022-01-16,45.7643
2022-01-17,45.7643
2022-01-18,45.4018
2022-01-19,44.3587
2022-01-20,43.528
2022-01-21,43.4011
2022-01-22,43.4011
2022-01-23,43.4011
2022-01-24,45.0985
2022-01-25,39.9851
2022-01-26,41.0087
2022-01-27,39.3828
2022-01-28,44.4997
2022-01-29,44.4997
2022-01-30,44.4997
2022-01-31,47.7932
2022-02-01,47.1985
2022-02-02,46.0731
2022-02-03,43.8514
2022-02-04,44.4349
2022-02-05,44.4349
2022-02-06,44.4349
2022-02-07,43.5712
2022-02-08,39.7385
2022-02-09,43.9889
2022-02-10,41.1994
2022-02-11,38.4146
2022-02-12,38.4146
2022-02-13,38.4146
2022-02-14,37.2626
2022-02-15,35.1337
2022-02-16,32.3861
2022-02-17,30.2413
2022-02-18,28.7794
2022-02-19,28.7794
2022-02-20,28.7794
2022-02-21,28.7794
2022-02-22,27.6383
2022-02-23,26.8648
2022-02-24,30.8674
2022-02-25,32.6721
2022-02-26,32.6721
2022-02-27,32.6721
2022-02-28,32.4591
2022-03-01,34.9236
2022-03-02,37.6943
2022-03-03,38.6061
2022-03-04,39.8157
2022-03-05,39.8157
2022-03-06,39.8157
2022-03-07,37.5495
2022-03-08,36.5582
2022-03-09,38.1351
2022-03-10,36.9805
2022-03-11,36.4244
2022-03-12,36.4244
2022-03-13,36.4244
2022-03-14,37.2324
2022-03-15,36.7393
2022-03-16,41.1339
2022-03-17,41.0015
2022-03-18,43.2688
2022-03-19,43.2688
2022-03-20,43.2688
2022-03-21,42.843
2022-03-22,44.2308
2022-03-23,42.1265
2022-03-24,41.245
2022-03-25,42.0538
2022-03-26,42.0538
2022-03-27,42.0538
2022-03-28,40.7167
2022-03-29,43.0856
2022-03-30,41.7461
2022-03-31,41.4102
2022-04-01,41.1532
2022-04-02,41.1532
2022-04-03,41.1532
2022-04-04,43.7166
2022-04-05,53.55
2022-04-06,54.5705
2022-04-07,55.7946
2022-04-08,55.5318
2022-04-09,55.5318
2022-04-10,55.5318
2022-04-11,54.1822
2022-04-12,52.9805
2022-04-13,54.2083
2022-04-14,54.7999
2022-04-15,54.7999
2022-04-16,54.7999
2022-04-17,54.7999
2022-04-18,52.9479
2022-04-19,55.0069
2022-04-20,56.2015
2022-04-21,53.476
2022-04-22,51.3576
2022-04-23,51.3576
2022-04-24,51.3576
2022-04-25,53.5198
2022-04-26,50.376
2022-04-27,49.7528
2022-04-28,51.7498
2022-04-29,51.1412
2022-04-30,51.1412
2022-05-01,51.1412
2022-05-02,48.5119
2022-05-03,48.25
2022-05-04,58.8351
2022-05-05,57.475
2022-05-06,56.2986
2022-05-07,56.2986
2022-05-08,56.2986
2022-05-09,55.2203
2022-05-10,54.5176
2022-05-11,54.253
2022-05-12,54.3333
2022-05-13,54.2349
2022-05-14,54.2349
2022-05-15,54.2349
2022-05-16,54.9225
2022-05-17,57.2318
2022-05-18,55.3217
2022-05-19,56.7232
2022-05-20,56.8966
2022-05-21,56.8966
2022-05-22,56.8966
2022-05-23,55.5909
2022-05-24,53.8464
2022-05-25,52.9572
2022-05-26,52.1553
2022-05-27,51.9593
2022-05-28,51.9593
2022-05-29,51.9593
2022-05-30,51.9593
2022-05-31,50.7901
2022-06-01,50.1833
2022-06-02,52.164
2022-06-03,53.1842
2022-06-04,53.1842
2022-06-05,53.1842
2022-06-06,52.3385
2022-06-07,52.7125
2022-06-08,49.9704
2022-06-09,49.4196
2022-06-10,48.2563
2022-06-11,48.2563
2022-06-12,48.2563
2022-06-13,45.0815
2022-06-14,45.1687
2022-06-15,45.384
2022-06-16,43.2191
2022-06-17,46.146
2022-06-18,46.146
2022-06-19,46.146
2022-06-20,46.146
2022-06-21,43.5797
2022-06-22,45.6135
2022-06-23,47.7772
2022-06-24,49.1457
2022-06-25,49.1457
2022-06-26,49.1457
2022-06-27,50.3491
2022-06-28,48.8236
2022-06-29,47.9863
2022-06-30,47.8762
2022-07-01,49.2361
2022-07-02,49.2361
2022-07-03,49.2361
2022-07-04,49.2361
2022-07-05,47.5154
2022-07-06,48.7733
2022-07-07,48.723
2022-07-08,47.6712
2022-07-09,47.6712
2022-07-10,47.6712
2022-07-11,46.2874
2022-07-12,44.2541
2022-07-13,44.0178
2022-07-14,43.0975
2022-07-15,43.6022
2022-07-16,43.6022
2022-07-17,43.6022
2022-07-18,43.3536
2022-07-19,44.9976
2022-07-20,48.7058
2022-07-21,49.9457
2022-07-22,48.7089
2022-07-23,48.7089
2022-07-24,48.7089
2022-07-25,48.4644
2022-07-26,46.9634
2022-07-27,48.1877
2022-07-28,49.9695
2022-07-29,50.191
2022-07-30,50.191
2022-07-31,50.191
2022-08-01,47.8216
2022-08-02,46.4861
2022-08-03,47.3124
2022-08-04,50.496
2022-08-05,48.1549
2022-08-06,48.1549
2022-08-07,48.1549
2022-08-08,48.363
2022-08-09,47.7483
2022-08-10,51.3009
2022-08-11,50.9674
2022-08-12,53.4705
2022-08-13,53.4705
2022-08-14,53.4705
2022-08-15,54.5395
2022-08-16,54.5168
2022-08-17,55.5892
2022-08-18,55.7626
2022-08-19,53.1619
2022-08-20,53.1619
2022-08-21,53.1619
2022-08-22,52.3053
2022-08-23,52.3268
2022-08-24,52.8973
2022-08-25,54.0567
2022-08-26,52.8879
2022-08-27,52.8879
2022-08-28,52.8879
2022-08-29,51.0989
2022-08-30,51.0741
2022-08-31,50.2161
2022-09-01,52.9799
2022-09-02,50.5803
2022-09-03,50.5803
2022-09-04,50.5803
2022-09-05,50.5803
2022-09-06,48.271
2022-09-07,49.7393
2022-09-08,49.7639
2022-09-09,53.8292
2022-09-10,53.8292
2022-09-11,53.8292
2022-09-12,55.3543
2022-09-13,54.6962
2022-09-14,54.918
2022-09-15,52.986
2022-09-16,52.2206
2022-09-17,52.2206
2022-09-18,52.2206
2022-09-19,51.6089
2022-09-20,52.2628
2022-09-21,50.8946
2022-09-22,51.3687
2022-09-23,49.2376
2022-09-24,49.2376
2022-09-25,49.2376
2022-09-26,47.4115
2022-09-27,47.3337
2022-09-28,49.1472
2022-09-29,47.8749
2022-09-30,45.4904
2022-10-01,45.4904
2022-10-02,45.4904
2022-10-03,47.405
2022-10-04,50.8915
2022-10-05,49.4497
2022-10-06,49.9656
2022-10-07,49.2
2022-10-08,49.2
2022-10-09,49.2
2022-10-10,46.2174
2022-10-11,41.9693
2022-10-12,40.9741
2022-10-13,40.0542
2022-10-14,39.0043
2022-10-15,39.0043
2022-10-16,39.0043
2022-10-17,37.6627
2022-10-18,38.6082
2022-10-19,37.4728
2022-10-20,35.5602
2022-10-21,37.4937
2022-10-22,37.4937
2022-10-23,37.4937
2022-10-24,43.0414
2022-10-25,48.1666
2022-10-26,47.0494
2022-10-27,42.4091
2022-10-28,40.5927
2022-10-29,40.5927
2022-10-30,40.5927
2022-10-31,41.1145
2022-11-01,42.7531
2022-11-02,42.118
2022-11-03,34.9965
2022-11-04,33.2023
2022-11-05,33.2023
2022-11-06,33.2023
2022-11-07,33.3594
2022-11-08,35.956
2022-11-09,35.927
2022-11-10,42.2544
2022-11-11,42.0259
2022-11-12,42.0259
2022-11-13,42.0259
2022-11-14,43.1171
2022-11-15,44.4687
2022-11-16,44.4323
2022-11-17,44.6899
2022-11-18,47.1113
2022-11-19,47.1113
2022-11-20,47.1113
2022-11-21,47.7869
2022-11-22,52.0143
2022-11-23,53.7386
2022-11-24,53.7386
2022-11-25,50.9711
2022-11-26,50.9711
2022-11-27,50.9711
2022-11-28,47.9637
2022-11-29,47.1919
2022-11-30,49.7233
2022-12-01,49.6438
2022-12-02,48.5215
2022-12-03,48.5215
2022-12-04,48.5215
2022-12-05,45.8052
2022-12-06,44.5692
2022-12-07,44.1882
2022-12-08,46.8299
2022-12-09,46.1218
2022-12-10,46.1218
2022-12-11,46.1218
2022-12-12,46.5735
2022-12-13,48.4513
2022-12-14,47.6065
2022-12-15,45.8903
2022-12-16,43.8877
2022-12-17,43.8877
2022-12-18,43.8877
2022-12-19,43.2679
2022-12-20,43.2679
2022-12-21,46.2232
2022-12-22,44.7171
2022-12-23,46.1687
2022-12-24,46.1687
2022-12-25,46.1687
2022-12-26,46.1687
2022-12-27,46.5318
2022-12-28,47.6519
2022-12-29,50.2978
2022-12-30,51.7708
2022-12-31,51.7708
2023-01-01,51.7708
2023-01-02,51.7708
2023-01-03,52.3244
2023-01-04,51.9053
2023-01-05,51.9989
2023-01-06,51.6092
2023-01-07,51.6092
2023-01-08,51.6092
2023-01-09,50.1075
2023-01-10,52.0486
2023-01-11,52.2948
2023-01-12,50.8895
2023-01-13,47.1116
2023-01-14,47.1116
2023-01-15,47.1116
2023-01-16,47.1116
2023-01-17,46.7526
2023-01-18,43.6765
2023-01-19,43.1721
2023-01-20,49.3069
2023-01-21,49.3069
2023-01-22,49.3069
2023-01-23,51.8457
2023-01-24,49.116
2023-01-25,49.0933
2023-01-26,49.9767
2023-01-27,49.9767
2023-01-28,49.9767
2023-01-29,49.9767
2023-01-30,49.4309
2023-01-31,49.2287
2023-02-01,50.6643
2023-02-02,51.8424
2023-02-03,50.4868
2023-02-04,50.4868
2023-02-05,50.4868
2023-02-06,48.5685
2023-02-07,48.844
2023-02-08,49.9801
2023-02-09,52.9341
2023-02-10,58.839
2023-02-11,58.839
2023-02-12,58.839
2023-02-13,57.0103
2023-02-14,55.9585
2023-02-15,57.1424
2023-02-16,57.8247
2023-02-17,56.2892
2023-02-18,56.2892
2023-02-19,56.2892
2023-02-20,56.2892
2023-02-21,55.5691
2023-02-22,55.9654
2023-02-23,54.372
2023-02-24,53.6694
2023-02-25,53.6694
2023-02-26,53.6694
2023-02-27,47.7401
2023-02-28,44.8659
2023-03-01,42.2751
2023-03-02,41.0393
2023-03-03,44.0156
2023-03-04,44.0156
2023-03-05,44.0156
2023-03-06,43.2083
2023-03-07,48.7892
2023-03-08,49.5222
2023-03-09,46.1282
2023-03-10,40.8462
2023-03-11,40.8462
2023-03-12,40.8462
2023-03-13,39.5381
2023-03-14,40.6785
2023-03-15,39.7704
2023-03-16,39.8714
2023-03-17,39.1749
