,WBS US Equity
2023-03-21,40.5831
2023-03-22,37.3983
2023-03-23,35.9639
2023-03-24,37.6824
2023-03-25,37.6824
2023-03-26,37.6824
2023-03-27,38.1902
2023-03-28,38.8303
2023-03-29,39.6917
2023-03-30,38.8199
2023-03-31,39.5805
2023-04-01,39.5805
2023-04-02,39.5805
2023-04-03,38.5643
2023-04-04,37.3594
2023-04-05,36.5487
2023-04-06,37.0734
2023-04-07,37.0734
2023-04-08,37.0734
2023-04-09,37.0734
2023-04-10,37.5256
2023-04-11,37.7779
2023-04-12,37.2207
2023-04-13,39.8665
2023-04-14,38.4994
2023-04-15,38.4994
2023-04-16,38.4994
2023-04-17,41.984
2023-04-18,40.7818
2023-04-19,43.875
2023-04-20,42.3172
2023-04-21,42.4336
2023-04-22,42.4336
2023-04-23,42.4336
2023-04-24,41.6086
2023-04-25,38.8785
2023-04-26,40.2042
2023-04-27,40.5735
2023-04-28,41.3026
2023-04-29,41.3026
2023-04-30,41.3026
2023-05-01,40.6539
2023-05-02,37.3699
2023-05-03,36.4111
2023-05-04,34.5873
2023-05-05,39.0914
2023-05-06,39.0914
2023-05-07,39.0914
2023-05-08,38.0712
2023-05-09,38.4289
2023-05-10,37.4932
2023-05-11,37.6039
2023-05-12,37.4667
2023-05-13,37.4667
2023-05-14,37.4667
2023-05-15,39.2779
2023-05-16,39.9385
2023-05-17,46.1834
2023-05-18,45.7391
2023-05-19,45.0419
2023-05-20,45.0419
2023-05-21,45.0419
2023-05-22,47.8979
2023-05-23,46.9472
2023-05-24,45.6518
2023-05-25,46.3171
2023-05-26,47.2683
2023-05-27,47.2683
2023-05-28,47.2683
2023-05-29,47.2683
2023-05-30,46.6318
2023-05-31,44.8642
2023-06-01,46.5166
2023-06-02,50.7092
2023-06-03,50.7092
2023-06-04,50.7092
2023-06-05,49.0009
2023-06-06,52.3914
2023-06-07,54.4891
2023-06-08,53.0311
2023-06-09,50.8458
2023-06-10,50.8458
2023-06-11,50.8458
2023-06-12,50.8091
2023-06-13,53.3524
2023-06-14,50.8737
2023-06-15,51.7627
2023-06-16,50.6655
2023-06-17,50.6655
2023-06-18,50.6655
2023-06-19,50.6655
2023-06-20,49.7229
2023-06-21,49.4988
2023-06-22,47.8082
2023-06-23,46.4906
2023-06-24,46.4906
2023-06-25,46.4906
2023-06-26,46.8229
2023-06-27,49.0919
2023-06-28,48.399
2023-06-29,49.6248
2023-06-30,49.082
2023-07-01,49.082
2023-07-02,49.082
2023-07-03,50.2496
2023-07-04,50.2496
2023-07-05,49.5155
2023-07-06,48.9658
2023-07-07,51.4533
2023-07-08,51.4533
2023-07-09,51.4533
2023-07-10,52.5667
2023-07-11,53.5063
2023-07-12,55.2986
2023-07-13,57.1043
2023-07-14,55.3513
2023-07-15,55.3513
2023-07-16,55.3513
2023-07-17,56.1063
2023-07-18,59.301
2023-07-19,61.2991
2023-07-20,63.2437
2023-07-21,61.5544
2023-07-22,61.5544
2023-07-23,61.5544
2023-07-24,63.7547
2023-07-25,62.3544
2023-07-26,64.203
2023-07-27,62.3778
2023-07-28,63.8542
2023-07-29,63.8542
2023-07-30,63.8542
2023-07-31,63.7765
2023-08-01,61.1137
2023-08-02,60.5551
2023-08-03,61.0903
2023-08-04,61.0903
2023-08-05,61.0903
2023-08-06,61.0903
2023-08-07,61.7669
2023-08-08,60.5931
2023-08-09,57.7547
2023-08-10,58.5016
2023-08-11,57.9849
2023-08-12,57.9849
2023-08-13,57.9849
2023-08-14,55.3499
2023-08-15,52.1317
2023-08-16,50.7922
2023-08-17,49.4098
2023-08-18,49.9035
2023-08-19,49.9035
2023-08-20,49.9035
2023-08-21,50.2859
2023-08-22,48.3072
2023-08-23,50.1175
2023-08-24,49.3921
2023-08-25,49.3428
2023-08-26,49.3428
2023-08-27,49.3428
2023-08-28,51.0838
2023-08-29,52.2644
2023-08-30,51.3562
2023-08-31,51.2748
2023-09-01,54.1541
2023-09-02,54.1541
2023-09-03,54.1541
2023-09-04,54.1541
2023-09-05,52.2918
2023-09-06,49.0614
2023-09-07,47.3767
2023-09-08,48.8001
2023-09-09,48.8001
2023-09-10,48.8001
2023-09-11,49.2993
2023-09-12,51.2902
2023-09-13,50.0492
2023-09-14,49.9428
2023-09-15,49.106
2023-09-16,49.106
2023-09-17,49.106
2023-09-18,47.1042
2023-09-19,46.1315
2023-09-20,46.3727
2023-09-21,45.2208
2023-09-22,45.4438
2023-09-23,45.4438
2023-09-24,45.4438
2023-09-25,46.2523
2023-09-26,44.6109
2023-09-27,42.4055
2023-09-28,44.4122
2023-09-29,46.6554
2023-09-30,46.6554
2023-10-01,46.6554
2023-10-02,44.455
2023-10-03,41.732
2023-10-04,42.1612
2023-10-05,44.9984
2023-10-06,45.6875
2023-10-07,45.6875
2023-10-08,45.6875
2023-10-09,44.9722
2023-10-10,47.2807
2023-10-11,47.0847
2023-10-12,45.7129
2023-10-13,43.3403
2023-10-14,43.3403
2023-10-15,43.3403
2023-10-16,46.9863
2023-10-17,49.8834
2023-10-18,46.1418
2023-10-19,48.4246
2023-10-20,43.8226
2023-10-21,43.8226
2023-10-22,43.8226
2023-10-23,42.9946
2023-10-24,41.5211
2023-10-25,41.1825
2023-10-26,44.4343
2023-10-27,41.7254
2023-10-28,41.7254
2023-10-29,41.7254
2023-10-30,43.915
2023-10-31,44.9573
2023-11-01,44.9119
2023-11-02,50.3434
2023-11-03,54.1397
2023-11-04,54.1397
2023-11-05,54.1397
2023-11-06,52.9921
2023-11-07,51.4234
2023-11-08,50.5288
2023-11-09,47.8081
2023-11-10,49.468
2023-11-11,49.468
2023-11-12,49.468
2023-11-13,50.7365
2023-11-14,56.6194
2023-11-15,56.4216
2023-11-16,56.3199
2023-11-17,57.4895
2023-11-18,57.4895
2023-11-19,57.4895
2023-11-20,58.5406
2023-11-21,57.4254
2023-11-22,56.8786
2023-11-23,56.8786
2023-11-24,56.8998
2023-11-25,56.8998
2023-11-26,56.8998
2023-11-27,57.1616
2023-11-28,57.2288
2023-11-29,59.9776
2023-11-30,60.6167
2023-12-01,64.3239
2023-12-02,64.3239
2023-12-03,64.3239
2023-12-04,65.4956
2023-12-05,63.0389
2023-12-06,63.0389
2023-12-07,63.5824
2023-12-08,65.2416
2023-12-09,65.2416
2023-12-10,65.2416
2023-12-11,65.4563
2023-12-12,64.2587
2023-12-13,68.485
2023-12-14,72.5709
2023-12-15,66.3802
2023-12-16,66.3802
2023-12-17,66.3802
2023-12-18,64.854
2023-12-19,65.7982
2023-12-20,63.517
2023-12-21,64.2197
2023-12-22,63.8876
2023-12-23,63.8876
2023-12-24,63.8876
2023-12-25,63.8876
2023-12-26,65.2807
2023-12-27,64.5933
2023-12-28,65.0062
2023-12-29,62.6234
2023-12-30,62.6234
2023-12-31,62.6234
2024-01-01,62.6234
2024-01-02,63.4846
2024-01-03,59.3776
2024-01-04,60.17
2024-01-05,62.3298
2024-01-06,62.3298
2024-01-07,62.3298
2024-01-08,62.079
2024-01-09,60.5942
2024-01-10,60.8137
2024-01-11,58.6722
2024-01-12,57.3795
2024-01-13,57.3795
2024-01-14,57.3795
2024-01-15,57.3795
2024-01-16,56.6109
2024-01-17,54.7676
2024-01-18,55.4734
2024-01-19,58.0347
2024-01-20,58.0347
2024-01-21,58.0347
2024-01-22,59.6614
2024-01-23,56.4065
2024-01-24,59.2337
2024-01-25,59.309
2024-01-26,58.6367
2024-01-27,58.6367
2024-01-28,58.6367
2024-01-29,61.1964
2024-01-30,60.65
2024-01-31,53.1781
2024-02-01,48.2618
2024-02-02,50.0352
2024-02-03,50.0352
2024-02-04,50.0352
2024-02-05,48.8931
2024-02-06,47.0671
2024-02-07,45.7044
2024-02-08,46.091
2024-02-09,48.6284
2024-02-10,48.6284
2024-02-11,48.6284
2024-02-12,50.2024
2024-02-13,47.3241
2024-02-14,49.3955
2024-02-15,51.6052
2024-02-16,49.8448
2024-02-17,49.8448
2024-02-18,49.8448
2024-02-19,49.8448
2024-02-20,49.7021
2024-02-21,49.5762
2024-02-22,49.4897
2024-02-23,49.6939
2024-02-24,49.6939
2024-02-25,49.6939
2024-02-26,48.5435
2024-02-27,51.0708
2024-02-28,49.427
2024-02-29,50.7259
2024-03-01,49.8431
2024-03-02,49.8431
2024-03-03,49.8431
2024-03-04,49.7018
2024-03-05,54.0373
2024-03-06,53.6162
2024-03-07,53.2626
2024-03-08,52.9273
2024-03-09,52.9273
2024-03-10,52.9273
2024-03-11,53.2086
2024-03-12,52.6123
2024-03-13,53.9234
2024-03-14,51.1319
2024-03-15,50.9465
2024-03-16,50.9465
2024-03-17,50.9465
2024-03-18,50.729
2024-03-19,51.6367
2024-03-20,55.2024
2024-03-21,57.8511
2024-03-22,54.1167
2024-03-23,54.1167
2024-03-24,54.1167
2024-03-25,55.1158
2024-03-26,53.8477
2024-03-27,56.6934
2024-03-28,56.5798
2024-03-29,56.5798
2024-03-30,56.5798
2024-03-31,56.5798
2024-04-01,53.1875
2024-04-02,50.4648
2024-04-03,50.5382
2024-04-04,49.3277
2024-04-05,49.2515
2024-04-06,49.2515
2024-04-07,49.2515
2024-04-08,51.3275
