,GATX US Equity
2023-03-18,42.3563
2023-03-19,42.3563
2023-03-20,46.4179
2023-03-21,48.0378
2023-03-22,46.6018
2023-03-23,45.4993
2023-03-24,47.4115
2023-03-25,47.4115
2023-03-26,47.4115
2023-03-27,48.7818
2023-03-28,49.6667
2023-03-29,50.3762
2023-03-30,51.7255
2023-03-31,53.5107
2023-04-01,53.5107
2023-04-02,53.5107
2023-04-03,53.4326
2023-04-04,52.1335
2023-04-05,51.0315
2023-04-06,51.3569
2023-04-07,51.3569
2023-04-08,51.3569
2023-04-09,51.3569
2023-04-10,54.3271
2023-04-11,54.091
2023-04-12,55.7075
2023-04-13,56.2046
2023-04-14,55.9178
2023-04-15,55.9178
2023-04-16,55.9178
2023-04-17,56.806
2023-04-18,56.393
2023-04-19,55.7161
2023-04-20,55.5518
2023-04-21,56.0212
2023-04-22,56.0212
2023-04-23,56.0212
2023-04-24,56.3752
2023-04-25,61.0085
2023-04-26,55.1014
2023-04-27,56.8333
2023-04-28,56.0771
2023-04-29,56.0771
2023-04-30,56.0771
2023-05-01,55.0412
2023-05-02,51.9308
2023-05-03,51.9164
2023-05-04,51.8567
2023-05-05,55.6922
2023-05-06,55.6922
2023-05-07,55.6922
2023-05-08,54.1285
2023-05-09,52.776
2023-05-10,51.9552
2023-05-11,52.1651
2023-05-12,51.3149
2023-05-13,51.3149
2023-05-14,51.3149
2023-05-15,51.7585
2023-05-16,53.2426
2023-05-17,54.5877
2023-05-18,54.8876
2023-05-19,54.8341
2023-05-20,54.8341
2023-05-21,54.8341
2023-05-22,56.2321
2023-05-23,56.9146
2023-05-24,53.9868
2023-05-25,60.6414
2023-05-26,62.6981
2023-05-27,62.6981
2023-05-28,62.6981
2023-05-29,62.6981
2023-05-30,64.845
2023-05-31,59.0422
2023-06-01,60.9093
2023-06-02,64.0258
2023-06-03,64.0258
2023-06-04,64.0258
2023-06-05,59.662
2023-06-06,62.3615
2023-06-07,64.5652
2023-06-08,63.7492
2023-06-09,62.2666
2023-06-10,62.2666
2023-06-11,62.2666
2023-06-12,61.5264
2023-06-13,63.1608
2023-06-14,62.516
2023-06-15,64.2962
2023-06-16,60.6833
2023-06-17,60.6833
2023-06-18,60.6833
2023-06-19,60.6833
2023-06-20,60.412
2023-06-21,60.2947
2023-06-22,59.9632
2023-06-23,56.7506
2023-06-24,56.7506
2023-06-25,56.7506
2023-06-26,57.5668
2023-06-27,58.8663
2023-06-28,58.9826
2023-06-29,62.4634
2023-06-30,63.2311
2023-07-01,63.2311
2023-07-02,63.2311
2023-07-03,64.3753
2023-07-04,64.3753
2023-07-05,61.6806
2023-07-06,58.5662
2023-07-07,59.4339
2023-07-08,59.4339
2023-07-09,59.4339
2023-07-10,60.0875
2023-07-11,59.7962
2023-07-12,61.6198
2023-07-13,62.2108
2023-07-14,61.8006
2023-07-15,61.8006
2023-07-16,61.8006
2023-07-17,61.8422
2023-07-18,63.5386
2023-07-19,61.3168
2023-07-20,63.0149
2023-07-21,62.4477
2023-07-22,62.4477
2023-07-23,62.4477
2023-07-24,63.8059
2023-07-25,58.5365
2023-07-26,55.4709
2023-07-27,56.0801
2023-07-28,52.1528
2023-07-29,52.1528
2023-07-30,52.1528
2023-07-31,52.4217
2023-08-01,50.2823
2023-08-02,49.8509
2023-08-03,47.6714
2023-08-04,46.7632
2023-08-05,46.7632
2023-08-06,46.7632
2023-08-07,50.5792
2023-08-08,50.3572
2023-08-09,49.6675
2023-08-10,48.4917
2023-08-11,49.8577
2023-08-12,49.8577
2023-08-13,49.8577
2023-08-14,49.5692
2023-08-15,48.3833
2023-08-16,46.7421
2023-08-17,44.9329
2023-08-18,45.4787
2023-08-19,45.4787
2023-08-20,45.4787
2023-08-21,44.6417
2023-08-22,43.4399
2023-08-23,46.4847
2023-08-24,44.8291
2023-08-25,44.6594
2023-08-26,44.6594
2023-08-27,44.6594
2023-08-28,45.3835
2023-08-29,45.106
2023-08-30,43.7766
2023-08-31,43.7766
2023-09-01,46.4675
2023-09-02,46.4675
2023-09-03,46.4675
2023-09-04,46.4675
2023-09-05,39.7306
2023-09-06,39.7651
2023-09-07,37.786
2023-09-08,37.6545
2023-09-09,37.6545
2023-09-10,37.6545
2023-09-11,39.2574
2023-09-12,41.6895
2023-09-13,40.3571
2023-09-14,43.5132
2023-09-15,41.6639
2023-09-16,41.6639
2023-09-17,41.6639
2023-09-18,41.4815
2023-09-19,39.9383
2023-09-20,39.4285
2023-09-21,37.4833
2023-09-22,36.664
2023-09-23,36.664
2023-09-24,36.664
2023-09-25,37.7856
2023-09-26,35.9547
2023-09-27,36.8236
2023-09-28,40.4283
2023-09-29,38.3956
2023-09-30,38.3956
2023-10-01,38.3956
2023-10-02,37.1196
2023-10-03,35.6592
2023-10-04,34.7406
2023-10-05,36.024
2023-10-06,36.9997
2023-10-07,36.9997
2023-10-08,36.9997
2023-10-09,40.006
2023-10-10,42.9939
2023-10-11,45.2252
2023-10-12,42.6596
2023-10-13,41.4201
2023-10-14,41.4201
2023-10-15,41.4201
2023-10-16,43.577
2023-10-17,44.7812
2023-10-18,41.1474
2023-10-19,39.2895
2023-10-20,40.4741
2023-10-21,40.4741
2023-10-22,40.4741
2023-10-23,39.5754
2023-10-24,37.2019
2023-10-25,35.9719
2023-10-26,38.1718
2023-10-27,36.5119
2023-10-28,36.5119
2023-10-29,36.5119
2023-10-30,38.5881
2023-10-31,41.2488
2023-11-01,44.6135
2023-11-02,47.568
2023-11-03,47.649
2023-11-04,47.649
2023-11-05,47.649
2023-11-06,46.4128
2023-11-07,44.8598
2023-11-08,44.3716
2023-11-09,44.4935
2023-11-10,46.1124
2023-11-11,46.1124
2023-11-12,46.1124
2023-11-13,45.5165
2023-11-14,50.8712
2023-11-15,51.1888
2023-11-16,49.3993
2023-11-17,51.0208
2023-11-18,51.0208
2023-11-19,51.0208
2023-11-20,51.5471
2023-11-21,48.3107
2023-11-22,48.9318
2023-11-23,48.9318
2023-11-24,50.6331
2023-11-25,50.6331
2023-11-26,50.6331
2023-11-27,47.7467
2023-11-28,46.3544
2023-11-29,47.4167
2023-11-30,48.7261
2023-12-01,51.9625
2023-12-02,51.9625
2023-12-03,51.9625
2023-12-04,54.4139
2023-12-05,51.593
2023-12-06,51.1472
2023-12-07,53.0672
2023-12-08,53.8622
2023-12-09,53.8622
2023-12-10,53.8622
2023-12-11,54.8754
2023-12-12,55.0869
2023-12-13,57.3844
2023-12-14,61.83
2023-12-15,58.6646
2023-12-16,58.6646
2023-12-17,58.6646
2023-12-18,58.2769
2023-12-19,59.5737
2023-12-20,57.4831
2023-12-21,59.1281
2023-12-22,60.2916
2023-12-23,60.2916
2023-12-24,60.2916
2023-12-25,60.2916
2023-12-26,61.3682
2023-12-27,61.7528
2023-12-28,61.4199
2023-12-29,60.1124
2023-12-30,60.1124
2023-12-31,60.1124
2024-01-01,60.1124
2024-01-02,60.3809
2024-01-03,56.4967
2024-01-04,56.7879
2024-01-05,56.937
2024-01-06,56.937
2024-01-07,56.937
2024-01-08,59.3663
2024-01-09,55.8477
2024-01-10,55.4093
2024-01-11,53.9542
2024-01-12,53.8284
2024-01-13,53.8284
2024-01-14,53.8284
2024-01-15,53.8284
2024-01-16,54.8892
2024-01-17,52.582
2024-01-18,53.2316
2024-01-19,53.9831
2024-01-20,53.9831
2024-01-21,53.9831
2024-01-22,55.799
2024-01-23,63.7143
2024-01-24,62.8494
2024-01-25,64.1468
2024-01-26,64.3582
2024-01-27,64.3582
2024-01-28,64.3582
2024-01-29,65.4037
2024-01-30,64.4527
2024-01-31,57.024
2024-02-01,57.6077
2024-02-02,55.8317
2024-02-03,55.8317
2024-02-04,55.8317
2024-02-05,57.1857
2024-02-06,58.842
2024-02-07,58.4701
2024-02-08,59.8906
2024-02-09,61.5042
2024-02-10,61.5042
2024-02-11,61.5042
2024-02-12,63.6459
2024-02-13,57.2659
2024-02-14,57.5889
2024-02-15,61.3791
2024-02-16,57.6266
2024-02-17,57.6266
2024-02-18,57.6266
2024-02-19,57.6266
2024-02-20,56.0356
2024-02-21,57.837
2024-02-22,57.1004
2024-02-23,56.9797
2024-02-24,56.9797
2024-02-25,56.9797
2024-02-26,55.1579
2024-02-27,54.7055
2024-02-28,54.964
2024-02-29,57.4128
2024-03-01,58.3068
2024-03-02,58.3068
2024-03-03,58.3068
2024-03-04,58.8326
2024-03-05,60.1631
2024-03-06,61.5395
2024-03-07,63.2187
2024-03-08,63.3794
2024-03-09,63.3794
2024-03-10,63.3794
2024-03-11,63.0109
2024-03-12,61.9606
2024-03-13,62.7784
2024-03-14,60.3
2024-03-15,60.4659
2024-03-16,60.4659
2024-03-17,60.4659
2024-03-18,57.9286
2024-03-19,58.0961
2024-03-20,59.5253
2024-03-21,58.6629
2024-03-22,55.9302
2024-03-23,55.9302
2024-03-24,55.9302
2024-03-25,57.525
2024-03-26,58.7648
2024-03-27,61.6591
2024-03-28,61.768
2024-03-29,61.768
2024-03-30,61.768
2024-03-31,61.768
2024-04-01,57.4168
2024-04-02,56.0088
2024-04-03,58.4037
2024-04-04,57.0984
2024-04-05,58.1141
2024-04-06,58.1141
2024-04-07,58.1141
2024-04-08,58.5392
