,NMIH US Equity
2023-03-21,47.4585
2023-03-22,45.0846
2023-03-23,44.3201
2023-03-24,47.3806
2023-03-25,47.3806
2023-03-26,47.3806
2023-03-27,47.617
2023-03-28,48.2423
2023-03-29,48.487
2023-03-30,48.487
2023-03-31,50.7305
2023-04-01,50.7305
2023-04-02,50.7305
2023-04-03,50.6798
2023-04-04,47.9041
2023-04-05,47.2351
2023-04-06,48.9729
2023-04-07,48.9729
2023-04-08,48.9729
2023-04-09,48.9729
2023-04-10,48.9224
2023-04-11,52.8
2023-04-12,54.5164
2023-04-13,54.8378
2023-04-14,55.8972
2023-04-15,55.8972
2023-04-16,55.8972
2023-04-17,54.7421
2023-04-18,54.106
2023-04-19,54.2061
2023-04-20,53.4226
2023-04-21,53.3612
2023-04-22,53.3612
2023-04-23,53.3612
2023-04-24,52.183
2023-04-25,50.308
2023-04-26,49.7709
2023-04-27,52.6198
2023-04-28,55.5474
2023-04-29,55.5474
2023-04-30,55.5474
2023-05-01,54.7834
2023-05-02,51.3152
2023-05-03,53.3519
2023-05-04,53.1099
2023-05-05,56.1925
2023-05-06,56.1925
2023-05-07,56.1925
2023-05-08,57.772
2023-05-09,57.1263
2023-05-10,56.538
2023-05-11,57.2963
2023-05-12,56.0157
2023-05-13,56.0157
2023-05-14,56.0157
2023-05-15,57.0097
2023-05-16,57.3247
2023-05-17,61.331
2023-05-18,64.7539
2023-05-19,61.1355
2023-05-20,61.1355
2023-05-21,61.1355
2023-05-22,60.6723
2023-05-23,60.2674
2023-05-24,57.8064
2023-05-25,57.6091
2023-05-26,60.7506
2023-05-27,60.7506
2023-05-28,60.7506
2023-05-29,60.7506
2023-05-30,62.1995
2023-05-31,59.2069
2023-06-01,59.829
2023-06-02,63.1885
2023-06-03,63.1885
2023-06-04,63.1885
2023-06-05,58.56
2023-06-06,62.0924
2023-06-07,63.1632
2023-06-08,61.603
2023-06-09,61.4822
2023-06-10,61.4822
2023-06-11,61.4822
2023-06-12,60.0205
2023-06-13,58.2883
2023-06-14,56.0939
2023-06-15,56.2732
2023-06-16,55.8018
2023-06-17,55.8018
2023-06-18,55.8018
2023-06-19,55.8018
2023-06-20,54.9683
2023-06-21,55.1662
2023-06-22,52.6523
2023-06-23,52.8639
2023-06-24,52.8639
2023-06-25,52.8639
2023-06-26,52.4396
2023-06-27,54.7988
2023-06-28,55.4226
2023-06-29,57.4478
2023-06-30,57.7949
2023-07-01,57.7949
2023-07-02,57.7949
2023-07-03,59.597
2023-07-04,59.597
2023-07-05,56.0505
2023-07-06,52.8002
2023-07-07,54.3002
2023-07-08,54.3002
2023-07-09,54.3002
2023-07-10,55.5107
2023-07-11,55.713
2023-07-12,58.5858
2023-07-13,58.9129
2023-07-14,58.9608
2023-07-15,58.9608
2023-07-16,58.9608
2023-07-17,61.4266
2023-07-18,60.6443
2023-07-19,61.2933
2023-07-20,62.4377
2023-07-21,61.0193
2023-07-22,61.0193
2023-07-23,61.0193
2023-07-24,62.3241
2023-07-25,62.6016
2023-07-26,62.443
2023-07-27,61.5557
2023-07-28,59.4123
2023-07-29,59.4123
2023-07-30,59.4123
2023-07-31,57.7181
2023-08-01,59.1425
2023-08-02,65.6754
2023-08-03,68.6348
2023-08-04,70.3025
2023-08-05,70.3025
2023-08-06,70.3025
2023-08-07,69.1833
2023-08-08,68.4319
2023-08-09,68.8863
2023-08-10,65.2961
2023-08-11,66.0213
2023-08-12,66.0213
2023-08-13,66.0213
2023-08-14,67.6411
2023-08-15,64.6001
2023-08-16,60.5127
2023-08-17,57.8438
2023-08-18,58.1986
2023-08-19,58.1986
2023-08-20,58.1986
2023-08-21,56.4178
2023-08-22,55.5687
2023-08-23,56.1538
2023-08-24,56.4013
2023-08-25,57.4934
2023-08-26,57.4934
2023-08-27,57.4934
2023-08-28,58.2797
2023-08-29,58.1406
2023-08-30,57.6426
2023-08-31,58.8409
2023-09-01,60.5478
2023-09-02,60.5478
2023-09-03,60.5478
2023-09-04,60.5478
2023-09-05,54.6831
2023-09-06,56.4294
2023-09-07,56.5821
2023-09-08,56.3777
2023-09-09,56.3777
2023-09-10,56.3777
2023-09-11,54.8073
2023-09-12,57.3709
2023-09-13,53.7563
2023-09-14,53.5027
2023-09-15,53.3075
2023-09-16,53.3075
2023-09-17,53.3075
2023-09-18,55.5438
2023-09-19,54.8643
2023-09-20,53.9762
2023-09-21,53.8375
2023-09-22,54.3831
2023-09-23,54.3831
2023-09-24,54.3831
2023-09-25,54.9342
2023-09-26,50.9051
2023-09-27,50.0392
2023-09-28,51.163
2023-09-29,46.1705
2023-09-30,46.1705
2023-10-01,46.1705
2023-10-02,42.7813
2023-10-03,41.2163
2023-10-04,44.6614
2023-10-05,48.6308
2023-10-06,45.6109
2023-10-07,45.6109
2023-10-08,45.6109
2023-10-09,46.3829
2023-10-10,47.9697
2023-10-11,49.6813
2023-10-12,48.099
2023-10-13,46.3101
2023-10-14,46.3101
2023-10-15,46.3101
2023-10-16,51.4721
2023-10-17,52.9168
2023-10-18,51.9242
2023-10-19,48.4753
2023-10-20,46.6305
2023-10-21,46.6305
2023-10-22,46.6305
2023-10-23,46.0579
2023-10-24,47.0115
2023-10-25,47.9081
2023-10-26,48.1915
2023-10-27,46.6682
2023-10-28,46.6682
2023-10-29,46.6682
2023-10-30,47.3802
2023-10-31,49.9163
2023-11-01,51.0262
2023-11-02,53.2245
2023-11-03,58.7388
2023-11-04,58.7388
2023-11-05,58.7388
2023-11-06,57.2593
2023-11-07,53.6789
2023-11-08,52.9299
2023-11-09,52.0182
2023-11-10,53.9953
2023-11-11,53.9953
2023-11-12,53.9953
2023-11-13,53.9953
2023-11-14,56.6965
2023-11-15,55.0253
2023-11-16,49.1358
2023-11-17,50.105
2023-11-18,50.105
2023-11-19,50.105
2023-11-20,50.3983
2023-11-21,47.9673
2023-11-22,48.7851
2023-11-23,48.7851
2023-11-24,49.3513
2023-11-25,49.3513
2023-11-26,49.3513
2023-11-27,48.1011
2023-11-28,47.7508
2023-11-29,47.863
2023-11-30,49.3816
2023-12-01,50.215
2023-12-02,50.215
2023-12-03,50.215
2023-12-04,50.774
2023-12-05,48.1989
2023-12-06,48.8407
2023-12-07,50.0627
2023-12-08,52.785
2023-12-09,52.785
2023-12-10,52.785
2023-12-11,53.4281
2023-12-12,53.303
2023-12-13,57.8034
2023-12-14,59.6765
2023-12-15,55.1661
2023-12-16,55.1661
2023-12-17,55.1661
2023-12-18,54.6395
2023-12-19,58.0464
2023-12-20,57.8641
2023-12-21,60.5549
2023-12-22,60.365
2023-12-23,60.365
2023-12-24,60.365
2023-12-25,60.365
2023-12-26,60.9144
2023-12-27,60.9575
2023-12-28,59.7987
2023-12-29,57.9875
2023-12-30,57.9875
2023-12-31,57.9875
2024-01-01,57.9875
2024-01-02,57.8533
2024-01-03,56.1062
2024-01-04,57.4854
2024-01-05,56.399
2024-01-06,56.399
2024-01-07,56.399
2024-01-08,57.9903
2024-01-09,53.4948
2024-01-10,53.5488
2024-01-11,54.1545
2024-01-12,55.9373
2024-01-13,55.9373
2024-01-14,55.9373
2024-01-15,55.9373
2024-01-16,54.2829
2024-01-17,53.5619
2024-01-18,55.7719
2024-01-19,58.044
2024-01-20,58.044
2024-01-21,58.044
2024-01-22,59.4165
2024-01-23,57.6739
2024-01-24,60.9443
2024-01-25,63.123
2024-01-26,63.8591
2024-01-27,63.8591
2024-01-28,63.8591
2024-01-29,65.8567
2024-01-30,66.8959
2024-01-31,64.4325
2024-02-01,64.145
2024-02-02,59.9915
2024-02-03,59.9915
2024-02-04,59.9915
2024-02-05,55.5281
2024-02-06,55.7174
2024-02-07,52.2105
2024-02-08,51.8782
2024-02-09,53.2129
2024-02-10,53.2129
2024-02-11,53.2129
2024-02-12,54.3711
2024-02-13,50.7019
2024-02-14,53.3095
2024-02-15,50.5943
2024-02-16,47.0462
2024-02-17,47.0462
2024-02-18,47.0462
2024-02-19,47.0462
2024-02-20,46.5375
2024-02-21,49.1736
2024-02-22,47.834
2024-02-23,49.8528
2024-02-24,49.8528
2024-02-25,49.8528
2024-02-26,48.4938
2024-02-27,50.102
2024-02-28,53.3508
2024-02-29,52.2292
2024-03-01,52.0747
2024-03-02,52.0747
2024-03-03,52.0747
2024-03-04,49.5006
2024-03-05,49.7525
2024-03-06,49.2946
2024-03-07,48.2733
2024-03-08,48.1186
2024-03-09,48.1186
2024-03-10,48.1186
2024-03-11,53.7415
2024-03-12,52.4583
2024-03-13,52.2432
2024-03-14,51.2115
2024-03-15,51.7818
2024-03-16,51.7818
2024-03-17,51.7818
2024-03-18,49.1864
2024-03-19,52.1823
2024-03-20,56.2746
2024-03-21,57.5827
2024-03-22,54.8974
2024-03-23,54.8974
2024-03-24,54.8974
2024-03-25,56.3998
2024-03-26,56.7827
2024-03-27,60.1982
2024-03-28,61.0597
2024-03-29,61.0597
2024-03-30,61.0597
2024-03-31,61.0597
2024-04-01,57.7432
2024-04-02,56.77
2024-04-03,57.9115
2024-04-04,52.3917
2024-04-05,53.4956
2024-04-06,53.4956
2024-04-07,53.4956
2024-04-08,54.1304
