,BRKL US Equity
2021-07-12,42.493
2021-07-13,40.348
2021-07-14,40.0574
2021-07-15,40.6761
2021-07-16,38.6707
2021-07-17,38.6707
2021-07-18,38.6707
2021-07-19,37.0585
2021-07-20,38.6105
2021-07-21,40.3121
2021-07-22,38.2896
2021-07-23,39.0131
2021-07-24,39.0131
2021-07-25,39.0131
2021-07-26,39.9239
2021-07-27,40.2011
2021-07-28,41.7756
2021-07-29,45.2826
2021-07-30,45.9561
2021-07-31,45.9561
2021-08-01,45.9561
2021-08-02,46.7193
2021-08-03,48.3947
2021-08-04,48.0819
2021-08-05,49.0193
2021-08-06,51.8019
2021-08-07,51.8019
2021-08-08,51.8019
2021-08-09,50.7072
2021-08-10,51.2807
2021-08-11,53.5185
2021-08-12,52.5301
2021-08-13,50.7667
2021-08-14,50.7667
2021-08-15,50.7667
2021-08-16,50.5037
2021-08-17,49.0147
2021-08-18,47.4815
2021-08-19,47.4815
2021-08-20,49.3649
2021-08-21,49.3649
2021-08-22,49.3649
2021-08-23,49.5521
2021-08-24,48.6225
2021-08-25,49.2138
2021-08-26,47.7912
2021-08-27,51.5575
2021-08-28,51.5575
2021-08-29,51.5575
2021-08-30,50.119
2021-08-31,52.1449
2021-09-01,50.9766
2021-09-02,50.9766
2021-09-03,51.1717
2021-09-04,51.1717
2021-09-05,51.1717
2021-09-06,51.1717
2021-09-07,50.9619
2021-09-08,48.1052
2021-09-09,47.4178
2021-09-10,45.5886
2021-09-11,45.5886
2021-09-12,45.5886
2021-09-13,48.3031
2021-09-14,45.6636
2021-09-15,46.9489
2021-09-16,46.2882
2021-09-17,51.53
2021-09-18,51.53
2021-09-19,51.53
2021-09-20,45.2102
2021-09-21,44.5818
2021-09-22,46.5976
2021-09-23,50.002
2021-09-24,51.2706
2021-09-25,51.2706
2021-09-26,51.2706
2021-09-27,56.109
2021-09-28,54.7695
2021-09-29,56.1414
2021-09-30,54.3464
2021-10-01,55.4515
2021-10-02,55.4515
2021-10-03,55.4515
2021-10-04,54.4516
2021-10-05,54.9104
2021-10-06,55.6043
2021-10-07,57.9122
2021-10-08,57.3156
2021-10-09,57.3156
2021-10-10,57.3156
2021-10-11,56.3154
2021-10-12,56.1128
2021-10-13,54.3922
2021-10-14,55.2276
2021-10-15,54.6068
2021-10-16,54.6068
2021-10-17,54.6068
2021-10-18,54.5011
2021-10-19,54.5011
2021-10-20,57.493
2021-10-21,57.3782
2021-10-22,59.4711
2021-10-23,59.4711
2021-10-24,59.4711
2021-10-25,60.4358
2021-10-26,58.8656
2021-10-27,55.5357
2021-10-28,58.7024
2021-10-29,58.1388
2021-10-30,58.1388
2021-10-31,58.1388
2021-11-01,61.6435
2021-11-02,59.5145
2021-11-03,61.88
2021-11-04,58.8612
2021-11-05,61.4332
2021-11-06,61.4332
2021-11-07,61.4332
2021-11-08,61.5675
2021-11-09,61.2365
2021-11-10,62.2588
2021-11-11,62.3297
2021-11-12,59.8865
2021-11-13,59.8865
2021-11-14,59.8865
2021-11-15,58.9755
2021-11-16,60.075
2021-11-17,58.6805
2021-11-18,58.5633
2021-11-19,57.4943
2021-11-20,57.4943
2021-11-21,57.4943
2021-11-22,59.2882
2021-11-23,60.6779
2021-11-24,58.1416
2021-11-25,58.1416
2021-11-26,51.1857
2021-11-27,51.1857
2021-11-28,51.1857
2021-11-29,48.5457
2021-11-30,46.9896
2021-12-01,46.8171
2021-12-02,50.4839
2021-12-03,48.1083
2021-12-04,48.1083
2021-12-05,48.1083
2021-12-06,50.771
2021-12-07,49.7154
2021-12-08,49.5378
2021-12-09,47.9435
2021-12-10,48.2307
2021-12-11,48.2307
2021-12-12,48.2307
2021-12-13,46.1243
2021-12-14,46.726
2021-12-15,44.2546
2021-12-16,49.409
2021-12-17,50.3759
2021-12-18,50.3759
2021-12-19,50.3759
2021-12-20,46.5289
2021-12-21,49.4789
2021-12-22,51.5136
2021-12-23,51.8347
2021-12-24,51.8347
2021-12-25,51.8347
2021-12-26,51.8347
2021-12-27,53.7362
2021-12-28,54.5103
2021-12-29,54.7453
2021-12-30,54.6479
2021-12-31,54.0514
2022-01-01,54.0514
2022-01-02,54.0514
2022-01-03,56.7384
2022-01-04,58.4887
2022-01-05,58.3824
2022-01-06,61.9566
2022-01-07,63.5126
2022-01-08,63.5126
2022-01-09,63.5126
2022-01-10,62.0896
2022-01-11,61.869
2022-01-12,60.7525
2022-01-13,62.3683
2022-01-14,63.6473
2022-01-15,63.6473
2022-01-16,63.6473
2022-01-17,63.6473
2022-01-18,61.7062
2022-01-19,56.7555
2022-01-20,53.3631
2022-01-21,53.1804
2022-01-22,53.1804
2022-01-23,53.1804
2022-01-24,55.6911
2022-01-25,56.4461
2022-01-26,53.7009
2022-01-27,54.9514
2022-01-28,56.1758
2022-01-29,56.1758
2022-01-30,56.1758
2022-01-31,56.3293
2022-02-01,56.126
2022-02-02,55.5041
2022-02-03,56.5012
2022-02-04,57.4868
2022-02-05,57.4868
2022-02-06,57.4868
2022-02-07,57.7344
2022-02-08,60.1367
2022-02-09,56.3797
2022-02-10,56.0043
2022-02-11,56.1768
2022-02-12,56.1768
2022-02-13,56.1768
2022-02-14,55.5016
2022-02-15,58.5906
2022-02-16,59.0804
2022-02-17,55.9973
2022-02-18,57.2786
2022-02-19,57.2786
2022-02-20,57.2786
2022-02-21,57.2786
2022-02-22,56.4846
2022-02-23,53.8376
2022-02-24,50.4733
2022-02-25,53.3948
2022-02-26,53.3948
2022-02-27,53.3948
2022-02-28,54.3523
2022-03-01,48.1225
2022-03-02,52.4943
2022-03-03,53.4311
2022-03-04,51.8446
2022-03-05,51.8446
2022-03-06,51.8446
2022-03-07,48.844
2022-03-08,47.5009
2022-03-09,48.3649
2022-03-10,48.0378
2022-03-11,48.1285
2022-03-12,48.1285
2022-03-13,48.1285
2022-03-14,47.0243
2022-03-15,47.5983
2022-03-16,51.242
2022-03-17,48.3715
2022-03-18,45.5706
2022-03-19,45.5706
2022-03-20,45.5706
2022-03-21,47.5456
2022-03-22,48.5119
2022-03-23,44.1517
2022-03-24,44.8711
2022-03-25,47.4949
2022-03-26,47.4949
2022-03-27,47.4949
2022-03-28,45.9855
2022-03-29,48.7647
2022-03-30,46.2295
2022-03-31,44.6066
2022-04-01,45.3827
2022-04-02,45.3827
2022-04-03,45.3827
2022-04-04,44.7343
2022-04-05,42.3028
2022-04-06,41.2427
2022-04-07,40.8456
2022-04-08,39.3435
2022-04-09,39.3435
2022-04-10,39.3435
2022-04-11,38.7664
2022-04-12,38.4423
2022-04-13,40.5005
2022-04-14,38.4397
2022-04-15,38.4397
2022-04-16,38.4397
2022-04-17,38.4397
2022-04-18,38.3745
2022-04-19,42.2245
2022-04-20,41.9392
2022-04-21,40.7985
2022-04-22,39.5466
2022-04-23,39.5466
2022-04-24,39.5466
2022-04-25,39.8648
2022-04-26,38.2676
2022-04-27,37.6569
2022-04-28,39.3264
2022-04-29,38.1977
2022-04-30,38.1977
2022-05-01,38.1977
2022-05-02,39.2129
2022-05-03,40.2286
2022-05-04,44.1942
2022-05-05,41.2841
2022-05-06,41.2841
2022-05-07,41.2841
2022-05-08,41.2841
2022-05-09,40.8298
2022-05-10,39.7
2022-05-11,39.6244
2022-05-12,40.5696
2022-05-13,40.8093
2022-05-14,40.8093
2022-05-15,40.8093
2022-05-16,40.7244
2022-05-17,45.5334
2022-05-18,44.7097
2022-05-19,42.2499
2022-05-20,45.7769
2022-05-21,45.7769
2022-05-22,45.7769
2022-05-23,48.1321
2022-05-24,41.556
2022-05-25,41.3396
2022-05-26,42.6777
2022-05-27,45.4503
2022-05-28,45.4503
2022-05-29,45.4503
2022-05-30,45.4503
2022-05-31,42.7031
2022-06-01,43.9683
2022-06-02,44.8406
2022-06-03,43.8979
2022-06-04,43.8979
2022-06-05,43.8979
2022-06-06,43.8979
2022-06-07,43.4097
2022-06-08,41.2726
2022-06-09,38.7853
2022-06-10,37.3471
2022-06-11,37.3471
2022-06-12,37.3471
2022-06-13,36.0945
2022-06-14,37.7983
2022-06-15,39.3594
2022-06-16,36.8962
2022-06-17,37.1224
2022-06-18,37.1224
2022-06-19,37.1224
2022-06-20,37.1224
2022-06-21,39.5861
2022-06-22,40.7862
2022-06-23,38.9663
2022-06-24,39.9639
2022-06-25,39.9639
2022-06-26,39.9639
2022-06-27,41.2876
2022-06-28,40.7455
2022-06-29,40.1227
2022-06-30,40.3584
2022-07-01,42.6929
2022-07-02,42.6929
2022-07-03,42.6929
2022-07-04,42.6929
2022-07-05,43.0388
2022-07-06,41.9048
2022-07-07,41.1287
2022-07-08,41.1287
2022-07-09,41.1287
2022-07-10,41.1287
2022-07-11,40.0697
2022-07-12,40.2025
2022-07-13,39.2142
2022-07-14,36.7505
2022-07-15,41.7144
2022-07-16,41.7144
2022-07-17,41.7144
2022-07-18,41.6255
2022-07-19,45.4737
2022-07-20,46.4998
2022-07-21,47.0723
2022-07-22,46.8648
2022-07-23,46.8648
2022-07-24,46.8648
2022-07-25,48.5084
2022-07-26,48.3978
2022-07-27,50.4998
2022-07-28,53.3398
2022-07-29,49.2892
2022-07-30,49.2892
2022-07-31,49.2892
2022-08-01,51.0
2022-08-02,48.9705
2022-08-03,49.9465
2022-08-04,47.6422
2022-08-05,47.9807
2022-08-06,47.9807
2022-08-07,47.9807
2022-08-08,48.6675
2022-08-09,48.9001
2022-08-10,49.8407
2022-08-11,51.5855
2022-08-12,54.2213
2022-08-13,54.2213
2022-08-14,54.2213
2022-08-15,54.7523
2022-08-16,55.9158
2022-08-17,54.4669
2022-08-18,53.9411
2022-08-19,52.8848
2022-08-20,52.8848
2022-08-21,52.8848
2022-08-22,49.5005
2022-08-23,46.9671
2022-08-24,44.002
2022-08-25,45.2784
2022-08-26,42.8534
2022-08-27,42.8534
2022-08-28,42.8534
2022-08-29,39.1481
2022-08-30,38.4765
2022-08-31,36.9993
2022-09-01,38.0921
2022-09-02,39.0491
2022-09-03,39.0491
2022-09-04,39.0491
2022-09-05,39.0491
2022-09-06,38.3482
2022-09-07,37.9083
2022-09-08,38.923
2022-09-09,41.7372
2022-09-10,41.7372
2022-09-11,41.7372
2022-09-12,42.9606
2022-09-13,39.6142
2022-09-14,38.8977
2022-09-15,40.294
2022-09-16,43.4997
2022-09-17,43.4997
2022-09-18,43.4997
2022-09-19,45.0264
2022-09-20,44.9217
2022-09-21,44.0741
2022-09-22,43.648
2022-09-23,42.8974
2022-09-24,42.8974
2022-09-25,42.8974
2022-09-26,40.7239
2022-09-27,38.6956
2022-09-28,37.4996
2022-09-29,35.9098
2022-09-30,33.4637
2022-10-01,33.4637
2022-10-02,33.4637
2022-10-03,36.1627
2022-10-04,42.1017
2022-10-05,42.6039
2022-10-06,41.2171
2022-10-07,38.6978
2022-10-08,38.6978
2022-10-09,38.6978
2022-10-10,39.8776
2022-10-11,42.4249
2022-10-12,42.0106
2022-10-13,48.4352
2022-10-14,48.2359
2022-10-15,48.2359
2022-10-16,48.2359
2022-10-17,50.6507
2022-10-18,51.163
2022-10-19,49.3606
2022-10-20,45.7331
2022-10-21,47.8751
2022-10-22,47.8751
2022-10-23,47.8751
2022-10-24,49.2228
2022-10-25,51.1331
2022-10-26,49.1208
2022-10-27,52.049
2022-10-28,57.453
2022-10-29,57.453
2022-10-30,57.453
2022-10-31,58.2142
2022-11-01,56.7439
2022-11-02,54.7022
2022-11-03,50.2163
2022-11-04,53.9594
2022-11-05,53.9594
2022-11-06,53.9594
2022-11-07,54.4979
2022-11-08,53.663
2022-11-09,54.1927
2022-11-10,58.359
2022-11-11,57.6684
2022-11-12,57.6684
2022-11-13,57.6684
2022-11-14,58.0354
2022-11-15,57.9315
2022-11-16,56.1633
2022-11-17,57.119
2022-11-18,59.9071
2022-11-19,59.9071
2022-11-20,59.9071
2022-11-21,60.2682
2022-11-22,60.8519
2022-11-23,59.2755
2022-11-24,59.2755
2022-11-25,60.9212
2022-11-26,60.9212
2022-11-27,60.9212
2022-11-28,58.3702
2022-11-29,57.6107
2022-11-30,58.9526
2022-12-01,56.4515
2022-12-02,56.344
2022-12-03,56.344
2022-12-04,56.344
2022-12-05,52.0379
2022-12-06,52.6617
2022-12-07,51.5714
2022-12-08,51.5714
2022-12-09,53.0834
2022-12-10,53.0834
2022-12-11,53.0834
2022-12-12,55.423
2022-12-13,55.6867
2022-12-14,52.6773
2022-12-15,49.1448
2022-12-16,48.1247
2022-12-17,48.1247
2022-12-18,48.1247
2022-12-19,51.1746
2022-12-20,52.2634
2022-12-21,54.7016
2022-12-22,53.0013
2022-12-23,54.298
2022-12-24,54.298
2022-12-25,54.298
2022-12-26,54.298
2022-12-27,53.7863
2022-12-28,53.0621
2022-12-29,53.6158
2022-12-30,56.1996
2022-12-31,56.1996
2023-01-01,56.1996
2023-01-02,56.1996
2023-01-03,48.079
2023-01-04,51.0083
2023-01-05,50.063
2023-01-06,53.4691
2023-01-07,53.4691
2023-01-08,53.4691
2023-01-09,52.4124
2023-01-10,52.7345
2023-01-11,52.9814
2023-01-12,52.4149
2023-01-13,52.3185
2023-01-14,52.3185
2023-01-15,52.3185
2023-01-16,52.3185
2023-01-17,51.2455
2023-01-18,48.1789
2023-01-19,47.9093
2023-01-20,48.2091
2023-01-21,48.2091
2023-01-22,48.2091
2023-01-23,50.6107
2023-01-24,49.8783
2023-01-25,48.6166
2023-01-26,42.1663
2023-01-27,44.8552
2023-01-28,44.8552
2023-01-29,44.8552
2023-01-30,41.7329
2023-01-31,46.8372
2023-02-01,48.5845
2023-02-02,52.292
2023-02-03,52.8779
2023-02-04,52.8779
2023-02-05,52.8779
2023-02-06,51.7279
2023-02-07,51.3976
2023-02-08,50.9765
2023-02-09,50.4156
2023-02-10,50.6748
2023-02-11,50.6748
2023-02-12,50.6748
2023-02-13,51.1153
2023-02-14,49.9163
2023-02-15,50.7437
2023-02-16,49.8911
2023-02-17,50.7004
2023-02-18,50.7004
2023-02-19,50.7004
2023-02-20,50.7004
2023-02-21,48.3708
2023-02-22,47.3601
2023-02-23,48.8673
2023-02-24,47.3706
2023-02-25,47.3706
2023-02-26,47.3706
2023-02-27,46.723
2023-02-28,46.1633
2023-03-01,44.8662
2023-03-02,43.3366
2023-03-03,44.9359
2023-03-04,44.9359
2023-03-05,44.9359
2023-03-06,40.5393
2023-03-07,38.9474
2023-03-08,40.2194
2023-03-09,35.8
2023-03-10,34.3141
2023-03-11,34.3141
2023-03-12,34.3141
2023-03-13,30.495
2023-03-14,34.3805
2023-03-15,34.4857
2023-03-16,37.4932
2023-03-17,34.19
2023-03-18,34.19
