,COLB US Equity
2020-06-16,53.8666
2020-06-17,52.1398
2020-06-18,53.0259
2020-06-19,51.9507
2020-06-20,51.9507
2020-06-21,51.9507
2020-06-22,52.1305
2020-06-23,51.6143
2020-06-24,49.3007
2020-06-25,51.3653
2020-06-26,49.4427
2020-06-27,49.4427
2020-06-28,49.4427
2020-06-29,51.5381
2020-06-30,52.5181
2020-07-01,49.9043
2020-07-02,49.984
2020-07-03,49.984
2020-07-04,49.984
2020-07-05,49.984
2020-07-06,50.6342
2020-07-07,49.4862
2020-07-08,49.2186
2020-07-09,48.1576
2020-07-10,50.2531
2020-07-11,50.2531
2020-07-12,50.2531
2020-07-13,51.7287
2020-07-14,51.3124
2020-07-15,53.6046
2020-07-16,53.7613
2020-07-17,53.0587
2020-07-18,53.0587
2020-07-19,53.0587
2020-07-20,52.3315
2020-07-21,55.9286
2020-07-22,54.8432
2020-07-23,56.493
2020-07-24,54.6699
2020-07-25,54.6699
2020-07-26,54.6699
2020-07-27,52.34
2020-07-28,51.9204
2020-07-29,53.3963
2020-07-30,52.699
2020-07-31,52.4762
2020-08-01,52.4762
2020-08-02,52.4762
2020-08-03,52.5893
2020-08-04,52.4697
2020-08-05,54.0324
2020-08-06,52.8344
2020-08-07,55.2549
2020-08-08,55.2549
2020-08-09,55.2549
2020-08-10,56.6719
2020-08-11,56.8554
2020-08-12,56.3859
2020-08-13,54.381
2020-08-14,54.9369
2020-08-15,54.9369
2020-08-16,54.9369
2020-08-17,54.5493
2020-08-18,51.678
2020-08-19,51.5116
2020-08-20,49.3962
2020-08-21,48.98
2020-08-22,48.98
2020-08-23,48.98
2020-08-24,52.1756
2020-08-25,52.198
2020-08-26,50.0594
2020-08-27,50.1314
2020-08-28,49.6865
2020-08-29,49.6865
2020-08-30,49.6865
2020-08-31,49.0114
2020-09-01,48.1837
2020-09-02,47.3564
2020-09-03,47.9725
2020-09-04,49.0931
2020-09-05,49.0931
2020-09-06,49.0931
2020-09-07,49.0931
2020-09-08,45.4243
2020-09-09,44.176
2020-09-10,43.6377
2020-09-11,43.3054
2020-09-12,43.3054
2020-09-13,43.3054
2020-09-14,44.1693
2020-09-15,44.4083
2020-09-16,44.993
2020-09-17,43.4691
2020-09-18,43.5714
2020-09-19,43.5714
2020-09-20,43.5714
2020-09-21,39.9346
2020-09-22,39.0343
2020-09-23,37.8132
2020-09-24,37.6777
2020-09-25,37.8313
2020-09-26,37.8313
2020-09-27,37.8313
2020-09-28,40.3777
2020-09-29,39.9733
2020-09-30,40.9297
2020-10-01,41.8499
2020-10-02,44.3175
2020-10-03,44.3175
2020-10-04,44.3175
2020-10-05,46.4543
2020-10-06,47.0499
2020-10-07,48.8502
2020-10-08,50.3611
2020-10-09,49.0293
2020-10-10,49.0293
2020-10-11,49.0293
2020-10-12,50.7146
2020-10-13,47.4371
2020-10-14,46.94
2020-10-15,49.3427
2020-10-16,49.6794
2020-10-17,49.6794
2020-10-18,49.6794
2020-10-19,48.5444
2020-10-20,50.0378
2020-10-21,50.2463
2020-10-22,54.2904
2020-10-23,55.9757
2020-10-24,55.9757
2020-10-25,55.9757
2020-10-26,54.061
2020-10-27,50.4879
2020-10-28,47.8754
2020-10-29,53.1616
2020-10-30,55.5341
2020-10-31,55.5341
2020-11-01,55.5341
2020-11-02,58.7181
2020-11-03,60.8226
2020-11-04,53.8037
2020-11-05,53.7763
2020-11-06,52.0538
2020-11-07,52.0538
2020-11-08,52.0538
2020-11-09,63.3338
2020-11-10,65.5562
2020-11-11,61.3112
2020-11-12,59.6493
2020-11-13,60.7347
2020-11-14,60.7347
2020-11-15,60.7347
2020-11-16,63.94
2020-11-17,64.1717
2020-11-18,61.1133
2020-11-19,59.9359
2020-11-20,59.402
2020-11-21,59.402
2020-11-22,59.402
2020-11-23,59.2003
2020-11-24,62.1911
2020-11-25,60.0739
2020-11-26,60.0739
2020-11-27,58.3649
2020-11-28,58.3649
2020-11-29,58.3649
2020-11-30,54.1045
2020-12-01,56.161
2020-12-02,56.9399
2020-12-03,57.7647
2020-12-04,59.161
2020-12-05,59.161
2020-12-06,59.161
2020-12-07,59.4604
2020-12-08,58.8149
2020-12-09,57.9977
2020-12-10,57.6614
2020-12-11,56.3811
2020-12-12,56.3811
2020-12-13,56.3811
2020-12-14,56.0894
2020-12-15,57.6387
2020-12-16,57.7328
2020-12-17,57.7063
2020-12-18,57.7665
2020-12-19,57.7665
2020-12-20,57.7665
2020-12-21,56.8733
2020-12-22,54.8977
2020-12-23,57.6259
2020-12-24,57.7897
2020-12-25,57.7897
2020-12-26,57.7897
2020-12-27,57.7897
2020-12-28,58.9391
2020-12-29,56.6317
2020-12-30,58.2595
2020-12-31,59.5873
2021-01-01,59.5873
2021-01-02,59.5873
2021-01-03,59.5873
2021-01-04,57.467
2021-01-05,59.6546
2021-01-06,65.4552
2021-01-07,66.1432
2021-01-08,65.8258
2021-01-09,65.8258
2021-01-10,65.8258
2021-01-11,67.1455
2021-01-12,68.5162
2021-01-13,66.9377
2021-01-14,68.5095
2021-01-15,66.7066
2021-01-16,66.7066
2021-01-17,66.7066
2021-01-18,66.7066
2021-01-19,66.8692
2021-01-20,66.3813
2021-01-21,64.1712
2021-01-22,65.6306
2021-01-23,65.6306
2021-01-24,65.6306
2021-01-25,65.2943
2021-01-26,64.181
2021-01-27,60.7292
2021-01-28,61.5047
2021-01-29,55.3895
2021-01-30,55.3895
2021-01-31,55.3895
2021-02-01,57.69
2021-02-02,58.8071
2021-02-03,57.6456
2021-02-04,60.1939
2021-02-05,60.6628
2021-02-06,60.6628
2021-02-07,60.6628
2021-02-08,63.1412
2021-02-09,63.2221
2021-02-10,62.5119
2021-02-11,62.6854
2021-02-12,63.4207
2021-02-13,63.4207
2021-02-14,63.4207
2021-02-15,63.4207
2021-02-16,64.1857
2021-02-17,64.3085
2021-02-18,63.5356
2021-02-19,65.4337
2021-02-20,65.4337
2021-02-21,65.4337
2021-02-22,67.8963
2021-02-23,68.7949
2021-02-24,71.1063
2021-02-25,64.7729
2021-02-26,60.0387
2021-02-27,60.0387
2021-02-28,60.0387
2021-03-01,61.4628
2021-03-02,60.6913
2021-03-03,61.991
2021-03-04,61.8304
2021-03-05,64.5247
2021-03-06,64.5247
2021-03-07,64.5247
2021-03-08,67.0049
2021-03-09,62.0789
2021-03-10,64.4714
2021-03-11,65.2191
2021-03-12,66.6082
2021-03-13,66.6082
2021-03-14,66.6082
2021-03-15,62.3245
2021-03-16,61.4517
2021-03-17,60.9867
2021-03-18,60.6072
2021-03-19,59.6236
2021-03-20,59.6236
2021-03-21,59.6236
2021-03-22,55.3616
2021-03-23,53.0856
2021-03-24,50.806
2021-03-25,51.5546
2021-03-26,53.9296
2021-03-27,53.9296
2021-03-28,53.9296
2021-03-29,50.4711
2021-03-30,51.7197
2021-03-31,49.9453
2021-04-01,50.0772
2021-04-02,50.0772
2021-04-03,50.0772
2021-04-04,50.0772
2021-04-05,50.6349
2021-04-06,50.6546
2021-04-07,49.5919
2021-04-08,50.8634
2021-04-09,52.3279
2021-04-10,52.3279
2021-04-11,52.3279
2021-04-12,52.7074
2021-04-13,50.5807
2021-04-14,51.6624
2021-04-15,50.9743
2021-04-16,51.2344
2021-04-17,51.2344
2021-04-18,51.2344
2021-04-19,50.3819
2021-04-20,46.4491
2021-04-21,49.2417
2021-04-22,49.0496
2021-04-23,51.9572
2021-04-24,51.9572
2021-04-25,51.9572
2021-04-26,50.6288
2021-04-27,50.2963
2021-04-28,51.5688
2021-04-29,51.2877
2021-04-30,50.5047
2021-05-01,50.5047
2021-05-02,50.5047
2021-05-03,51.3431
2021-05-04,51.9048
2021-05-05,51.3174
2021-05-06,53.0616
2021-05-07,52.1872
2021-05-08,52.1872
2021-05-09,52.1872
2021-05-10,50.4667
2021-05-11,48.8164
2021-05-12,45.3254
2021-05-13,50.2494
2021-05-14,52.0324
2021-05-15,52.0324
2021-05-16,52.0324
2021-05-17,51.2863
2021-05-18,48.5671
2021-05-19,49.5602
2021-05-20,50.4556
2021-05-21,50.9533
2021-05-22,50.9533
2021-05-23,50.9533
2021-05-24,49.318
2021-05-25,45.9482
2021-05-26,47.3562
2021-05-27,49.4248
2021-05-28,50.3041
2021-05-29,50.3041
2021-05-30,50.3041
2021-05-31,50.3041
2021-06-01,50.9715
2021-06-02,49.2843
2021-06-03,49.6591
2021-06-04,49.9143
2021-06-05,49.9143
2021-06-06,49.9143
2021-06-07,50.3052
2021-06-08,50.0895
2021-06-09,47.483
2021-06-10,44.9647
2021-06-11,45.7734
2021-06-12,45.7734
2021-06-13,45.7734
2021-06-14,44.5166
2021-06-15,46.2773
2021-06-16,48.2044
2021-06-17,43.397
2021-06-18,40.247
2021-06-19,40.247
2021-06-20,40.247
2021-06-21,44.6463
2021-06-22,43.7669
2021-06-23,42.9129
2021-06-24,42.343
2021-06-25,44.045
2021-06-26,44.045
2021-06-27,44.045
2021-06-28,41.7618
2021-06-29,41.3029
2021-06-30,42.0477
2021-07-01,41.7526
2021-07-02,39.871
2021-07-03,39.871
2021-07-04,39.871
2021-07-05,39.871
2021-07-06,37.7441
2021-07-07,36.183
2021-07-08,34.8313
2021-07-09,38.7747
2021-07-10,38.7747
2021-07-11,38.7747
2021-07-12,38.9804
2021-07-13,37.1543
2021-07-14,36.6697
2021-07-15,38.2738
2021-07-16,37.0238
2021-07-17,37.0238
2021-07-18,37.0238
2021-07-19,35.1452
2021-07-20,37.6166
2021-07-21,39.0286
2021-07-22,36.9834
2021-07-23,39.0952
2021-07-24,39.0952
2021-07-25,39.0952
2021-07-26,40.0322
2021-07-27,39.5406
2021-07-28,40.2091
2021-07-29,40.1256
2021-07-30,40.6038
2021-07-31,40.6038
2021-08-01,40.6038
2021-08-02,40.9291
2021-08-03,42.3342
2021-08-04,41.0652
2021-08-05,43.28
2021-08-06,46.5785
2021-08-07,46.5785
2021-08-08,46.5785
2021-08-09,45.8631
2021-08-10,48.9293
2021-08-11,49.6319
2021-08-12,48.8532
2021-08-13,49.0304
2021-08-14,49.0304
2021-08-15,49.0304
2021-08-16,49.6622
2021-08-17,47.571
2021-08-18,45.9315
2021-08-19,45.1404
2021-08-20,47.4024
2021-08-21,47.4024
2021-08-22,47.4024
2021-08-23,47.973
2021-08-24,47.5579
2021-08-25,46.6043
2021-08-26,45.2833
2021-08-27,49.0048
2021-08-28,49.0048
2021-08-29,49.0048
2021-08-30,46.6878
2021-08-31,47.4683
2021-09-01,46.702
2021-09-02,46.0221
2021-09-03,45.1935
2021-09-04,45.1935
2021-09-05,45.1935
2021-09-06,45.1935
2021-09-07,43.8517
2021-09-08,42.7667
2021-09-09,43.0353
2021-09-10,39.8307
2021-09-11,39.8307
2021-09-12,39.8307
2021-09-13,41.7268
2021-09-14,39.0265
2021-09-15,40.0681
2021-09-16,39.6529
2021-09-17,43.2288
2021-09-18,43.2288
2021-09-19,43.2288
2021-09-20,40.8827
2021-09-21,42.4254
2021-09-22,44.3913
2021-09-23,49.8069
2021-09-24,53.0451
2021-09-25,53.0451
2021-09-26,53.0451
2021-09-27,56.1735
2021-09-28,55.9228
2021-09-29,56.9416
2021-09-30,54.8619
2021-10-01,57.1295
2021-10-02,57.1295
2021-10-03,57.1295
2021-10-04,57.3245
2021-10-05,57.5492
2021-10-06,57.5144
2021-10-07,60.7555
2021-10-08,60.7192
2021-10-09,60.7192
2021-10-10,60.7192
2021-10-11,57.8582
2021-10-12,43.0749
2021-10-13,44.9994
2021-10-14,44.7036
2021-10-15,46.0658
2021-10-16,46.0658
2021-10-17,46.0658
2021-10-18,46.6927
2021-10-19,46.7194
2021-10-20,47.9333
2021-10-21,46.8296
2021-10-22,47.851
2021-10-23,47.851
2021-10-24,47.851
2021-10-25,47.6973
2021-10-26,46.4121
2021-10-27,44.1012
2021-10-28,44.7371
2021-10-29,44.7371
2021-10-30,44.7371
2021-10-31,44.7371
2021-11-01,47.3615
2021-11-02,46.4072
2021-11-03,51.1584
2021-11-04,49.2754
2021-11-05,51.7178
2021-11-06,51.7178
2021-11-07,51.7178
2021-11-08,51.4149
2021-11-09,50.9102
2021-11-10,51.3765
2021-11-11,50.8183
2021-11-12,50.1362
2021-11-13,50.1362
2021-11-14,50.1362
2021-11-15,50.1663
2021-11-16,49.1538
2021-11-17,47.2122
2021-11-18,45.5789
2021-11-19,44.4079
2021-11-20,44.4079
2021-11-21,44.4079
2021-11-22,44.2121
2021-11-23,45.9726
2021-11-24,45.7041
2021-11-25,45.7041
2021-11-26,41.046
2021-11-27,41.046
2021-11-28,41.046
2021-11-29,42.1645
2021-11-30,41.7941
2021-12-01,40.2523
2021-12-02,43.5046
2021-12-03,41.8624
2021-12-04,41.8624
2021-12-05,41.8624
2021-12-06,46.1053
2021-12-07,45.0975
2021-12-08,45.4641
2021-12-09,44.5137
2021-12-10,44.8295
2021-12-11,44.8295
2021-12-12,44.8295
2021-12-13,43.4095
2021-12-14,44.2858
2021-12-15,44.1092
2021-12-16,43.1884
2021-12-17,39.4509
2021-12-18,39.4509
2021-12-19,39.4509
2021-12-20,38.4141
2021-12-21,42.0636
2021-12-22,42.9109
2021-12-23,43.9433
2021-12-24,43.9433
2021-12-25,43.9433
2021-12-26,43.9433
2021-12-27,45.5442
2021-12-28,45.9795
2021-12-29,45.5713
2021-12-30,46.2548
2021-12-31,45.4995
2022-01-01,45.4995
2022-01-02,45.4995
2022-01-03,48.128
2022-01-04,49.4083
2022-01-05,49.2287
2022-01-06,55.3109
2022-01-07,56.8758
2022-01-08,56.8758
2022-01-09,56.8758
2022-01-10,58.7101
2022-01-11,58.7938
2022-01-12,59.4457
2022-01-13,58.9009
2022-01-14,59.2575
2022-01-15,59.2575
2022-01-16,59.2575
2022-01-17,59.2575
2022-01-18,56.4698
2022-01-19,51.8794
2022-01-20,51.1977
2022-01-21,51.6474
2022-01-22,51.6474
2022-01-23,51.6474
2022-01-24,53.1254
2022-01-25,55.1378
2022-01-26,53.5018
2022-01-27,49.1551
2022-01-28,49.4709
2022-01-29,49.4709
2022-01-30,49.4709
2022-01-31,50.3223
2022-02-01,51.5642
2022-02-02,50.7025
2022-02-03,50.1
2022-02-04,53.1927
2022-02-05,53.1927
2022-02-06,53.1927
2022-02-07,53.4702
2022-02-08,55.8079
2022-02-09,54.6552
2022-02-10,54.8276
2022-02-11,55.18
2022-02-12,55.18
2022-02-13,55.18
2022-02-14,54.0885
2022-02-15,57.7857
2022-02-16,58.9987
2022-02-17,54.0905
2022-02-18,55.1876
2022-02-19,55.1876
2022-02-20,55.1876
2022-02-21,55.1876
2022-02-22,55.3215
2022-02-23,52.5985
2022-02-24,49.513
2022-02-25,56.3598
2022-02-26,56.3598
2022-02-27,56.3598
2022-02-28,55.1196
2022-03-01,47.8756
2022-03-02,53.121
2022-03-03,52.129
2022-03-04,48.3134
2022-03-05,48.3134
2022-03-06,48.3134
2022-03-07,44.7992
2022-03-08,47.0938
2022-03-09,48.9453
2022-03-10,48.8948
2022-03-11,50.7125
2022-03-12,50.7125
2022-03-13,50.7125
2022-03-14,47.8063
2022-03-15,47.9417
2022-03-16,49.5915
2022-03-17,48.4459
2022-03-18,47.14
2022-03-19,47.14
2022-03-20,47.14
2022-03-21,46.8328
2022-03-22,48.8172
2022-03-23,44.7596
2022-03-24,46.0482
2022-03-25,48.3738
2022-03-26,48.3738
2022-03-27,48.3738
2022-03-28,46.8806
2022-03-29,49.2571
2022-03-30,46.1276
2022-03-31,44.3428
2022-04-01,41.8813
2022-04-02,41.8813
2022-04-03,41.8813
2022-04-04,42.0248
2022-04-05,41.1216
2022-04-06,40.6382
2022-04-07,39.6121
2022-04-08,40.1545
2022-04-09,40.1545
2022-04-10,40.1545
2022-04-11,40.1872
2022-04-12,39.3642
2022-04-13,41.5398
2022-04-14,40.8631
2022-04-15,40.8631
2022-04-16,40.8631
2022-04-17,40.8631
2022-04-18,40.9318
2022-04-19,44.6538
2022-04-20,44.5242
2022-04-21,44.921
2022-04-22,44.8657
2022-04-23,44.8657
2022-04-24,44.8657
2022-04-25,44.2456
2022-04-26,41.0692
2022-04-27,40.3887
2022-04-28,39.7825
2022-04-29,36.5437
2022-04-30,36.5437
2022-05-01,36.5437
2022-05-02,39.9055
2022-05-03,42.8611
2022-05-04,45.6894
2022-05-05,44.0808
2022-05-06,41.8907
2022-05-07,41.8907
2022-05-08,41.8907
2022-05-09,41.7942
2022-05-10,41.1081
2022-05-11,39.5722
2022-05-12,41.3434
2022-05-13,41.4145
2022-05-14,41.4145
2022-05-15,41.4145
2022-05-16,40.5506
2022-05-17,44.4631
2022-05-18,43.8446
2022-05-19,42.0049
2022-05-20,43.6812
2022-05-21,43.6812
2022-05-22,43.6812
2022-05-23,45.1504
2022-05-24,43.2763
2022-05-25,44.8215
2022-05-26,46.4968
2022-05-27,49.2994
2022-05-28,49.2994
2022-05-29,49.2994
2022-05-30,49.2994
2022-05-31,48.6996
2022-06-01,47.7973
2022-06-02,50.2753
2022-06-03,49.1914
2022-06-04,49.1914
2022-06-05,49.1914
2022-06-06,50.8815
2022-06-07,52.2508
2022-06-08,49.2523
2022-06-09,45.6573
2022-06-10,43.8948
2022-06-11,43.8948
2022-06-12,43.8948
2022-06-13,42.6493
2022-06-14,44.3819
2022-06-15,44.3819
2022-06-16,41.4926
2022-06-17,42.5971
2022-06-18,42.5971
2022-06-19,42.5971
2022-06-20,42.5971
2022-06-21,44.0982
2022-06-22,44.8108
2022-06-23,43.0276
2022-06-24,48.1384
2022-06-25,48.1384
2022-06-26,48.1384
2022-06-27,46.7118
2022-06-28,47.1171
2022-06-29,47.1171
2022-06-30,46.6787
2022-07-01,50.4025
2022-07-02,50.4025
2022-07-03,50.4025
2022-07-04,50.4025
2022-07-05,48.544
2022-07-06,48.7961
2022-07-07,49.5627
2022-07-08,49.5952
2022-07-09,49.5952
2022-07-10,49.5952
2022-07-11,48.3375
2022-07-12,48.7853
2022-07-13,46.2641
2022-07-14,46.1703
2022-07-15,48.8166
2022-07-16,48.8166
2022-07-17,48.8166
2022-07-18,48.1547
2022-07-19,51.805
2022-07-20,52.5726
2022-07-21,51.2702
2022-07-22,49.1919
2022-07-23,49.1919
2022-07-24,49.1919
2022-07-25,48.8894
2022-07-26,48.683
2022-07-27,51.3064
2022-07-28,51.1967
2022-07-29,52.1844
2022-07-30,52.1844
2022-07-31,52.1844
2022-08-01,52.6447
2022-08-02,50.7217
2022-08-03,52.1963
2022-08-04,50.7052
2022-08-05,52.9727
2022-08-06,52.9727
2022-08-07,52.9727
2022-08-08,53.8581
2022-08-09,54.6356
2022-08-10,56.0291
2022-08-11,58.125
2022-08-12,59.6412
2022-08-13,59.6412
2022-08-14,59.6412
2022-08-15,60.1389
2022-08-16,61.5787
2022-08-17,60.051
2022-08-18,59.4785
2022-08-19,58.3752
2022-08-20,58.3752
2022-08-21,58.3752
2022-08-22,54.1719
2022-08-23,53.1502
2022-08-24,53.6401
2022-08-25,55.5276
2022-08-26,52.7815
2022-08-27,52.7815
2022-08-28,52.7815
2022-08-29,49.2239
2022-08-30,50.4658
2022-08-31,48.8812
2022-09-01,48.8039
2022-09-02,46.8121
2022-09-03,46.8121
2022-09-04,46.8121
2022-09-05,46.8121
2022-09-06,44.3629
2022-09-07,46.3692
2022-09-08,50.7116
2022-09-09,52.5382
2022-09-10,52.5382
2022-09-11,52.5382
2022-09-12,52.3023
2022-09-13,48.4052
2022-09-14,48.6715
2022-09-15,52.1055
2022-09-16,49.8308
2022-09-17,49.8308
2022-09-18,49.8308
2022-09-19,51.7632
2022-09-20,52.0412
2022-09-21,52.2192
2022-09-22,49.5191
2022-09-23,48.389
2022-09-24,48.389
2022-09-25,48.389
2022-09-26,47.7346
2022-09-27,46.5057
2022-09-28,46.8802
2022-09-29,45.5249
2022-09-30,45.2324
2022-10-01,45.2324
2022-10-02,45.2324
2022-10-03,47.1214
2022-10-04,51.801
2022-10-05,51.2001
2022-10-06,50.513
2022-10-07,46.4544
2022-10-08,46.4544
2022-10-09,46.4544
2022-10-10,47.0711
2022-10-11,48.5823
2022-10-12,47.2252
2022-10-13,51.5429
2022-10-14,50.4549
2022-10-15,50.4549
2022-10-16,50.4549
2022-10-17,53.2958
2022-10-18,53.5079
2022-10-19,50.5396
2022-10-20,52.1505
2022-10-21,55.0424
2022-10-22,55.0424
2022-10-23,55.0424
2022-10-24,54.8384
2022-10-25,55.9204
2022-10-26,57.9713
2022-10-27,58.9743
2022-10-28,62.3973
2022-10-29,62.3973
2022-10-30,62.3973
2022-10-31,61.9892
2022-11-01,62.9366
2022-11-02,59.9802
2022-11-03,60.6856
2022-11-04,62.6439
2022-11-05,62.6439
2022-11-06,62.6439
2022-11-07,61.6766
2022-11-08,61.7058
2022-11-09,60.4696
2022-11-10,64.7914
2022-11-11,63.4859
2022-11-12,63.4859
2022-11-13,63.4859
2022-11-14,61.3839
2022-11-15,60.8403
2022-11-16,58.0484
2022-11-17,57.2716
2022-11-18,58.6394
2022-11-19,58.6394
2022-11-20,58.6394
2022-11-21,58.5042
2022-11-22,58.5701
2022-11-23,57.8107
2022-11-24,57.8107
2022-11-25,58.6087
2022-11-26,58.6087
2022-11-27,58.6087
2022-11-28,55.6722
2022-11-29,56.0032
2022-11-30,58.1582
2022-12-01,56.6745
2022-12-02,57.3284
2022-12-03,57.3284
2022-12-04,57.3284
2022-12-05,48.0369
2022-12-06,46.9773
2022-12-07,46.5875
2022-12-08,45.6961
2022-12-09,44.8788
2022-12-10,44.8788
2022-12-11,44.8788
2022-12-12,45.7945
2022-12-13,43.9943
2022-12-14,42.4744
2022-12-15,41.7287
2022-12-16,40.5894
2022-12-17,40.5894
2022-12-18,40.5894
2022-12-19,42.0809
2022-12-20,44.8089
2022-12-21,46.8287
2022-12-22,43.006
2022-12-23,42.0525
2022-12-24,42.0525
2022-12-25,42.0525
2022-12-26,42.0525
2022-12-27,41.9199
2022-12-28,42.8521
2022-12-29,44.5999
2022-12-30,44.9664
2022-12-31,44.9664
2023-01-01,44.9664
2023-01-02,44.9664
2023-01-03,41.8512
2023-01-04,41.3067
2023-01-05,39.6397
2023-01-06,43.9457
2023-01-07,43.9457
2023-01-08,43.9457
2023-01-09,43.4922
2023-01-10,43.1379
2023-01-11,42.7417
2023-01-12,44.3285
2023-01-13,43.0567
2023-01-14,43.0567
2023-01-15,43.0567
2023-01-16,43.0567
2023-01-17,42.5369
2023-01-18,39.8694
2023-01-19,37.6546
2023-01-20,42.0158
2023-01-21,42.0158
2023-01-22,42.0158
2023-01-23,42.6223
2023-01-24,45.9088
2023-01-25,48.3809
2023-01-26,47.5428
2023-01-27,48.916
2023-01-28,48.916
2023-01-29,48.916
2023-01-30,48.4784
2023-01-31,52.3658
2023-02-01,56.2068
2023-02-02,58.9111
2023-02-03,59.034
2023-02-04,59.034
2023-02-05,59.034
2023-02-06,60.0833
2023-02-07,59.0253
2023-02-08,56.5614
2023-02-09,55.3447
2023-02-10,55.2569
2023-02-11,55.2569
2023-02-12,55.2569
2023-02-13,55.6572
2023-02-14,54.4655
2023-02-15,55.7473
2023-02-16,52.8075
2023-02-17,53.5482
2023-02-18,53.5482
2023-02-19,53.5482
2023-02-20,53.5482
2023-02-21,50.0414
2023-02-22,48.7918
2023-02-23,49.0043
2023-02-24,48.7531
2023-02-25,48.7531
2023-02-26,48.7531
2023-02-27,47.4534
2023-02-28,45.7834
2023-03-01,46.8222
2023-03-02,43.3827
2023-03-03,42.0395
2023-03-04,42.0395
2023-03-05,42.0395
2023-03-06,39.8654
2023-03-07,37.3591
2023-03-08,37.7689
2023-03-09,30.8304
2023-03-10,29.203
2023-03-11,29.203
2023-03-12,29.203
2023-03-13,23.615
2023-03-14,27.801
2023-03-15,27.3161
2023-03-16,30.2396
2023-03-17,29.86
2023-03-18,29.86
