,M US Equity
2021-05-06,54.2924
2021-05-07,55.4446
2021-05-08,55.4446
2021-05-09,55.4446
2021-05-10,54.9127
2021-05-11,53.6834
2021-05-12,50.3413
2021-05-13,48.4195
2021-05-14,55.7407
2021-05-15,55.7407
2021-05-16,55.7407
2021-05-17,58.6914
2021-05-18,58.4302
2021-05-19,57.2628
2021-05-20,54.605
2021-05-21,55.0485
2021-05-22,55.0485
2021-05-23,55.0485
2021-05-24,53.9935
2021-05-25,54.1502
2021-05-26,55.6203
2021-05-27,56.9569
2021-05-28,54.6728
2021-05-29,54.6728
2021-05-30,54.6728
2021-05-31,54.6728
2021-06-01,55.3633
2021-06-02,56.667
2021-06-03,54.3224
2021-06-04,52.8887
2021-06-05,52.8887
2021-06-06,52.8887
2021-06-07,55.1446
2021-06-08,55.2712
2021-06-09,58.0862
2021-06-10,55.4568
2021-06-11,57.0479
2021-06-12,57.0479
2021-06-13,57.0479
2021-06-14,54.502
2021-06-15,53.2185
2021-06-16,53.8608
2021-06-17,51.9783
2021-06-18,50.5101
2021-06-19,50.5101
2021-06-20,50.5101
2021-06-21,52.0811
2021-06-22,53.6366
2021-06-23,54.0633
2021-06-24,56.2118
2021-06-25,56.7429
2021-06-26,56.7429
2021-06-27,56.7429
2021-06-28,55.2347
2021-06-29,53.5628
2021-06-30,54.0086
2021-07-01,53.4776
2021-07-02,52.6131
2021-07-03,52.6131
2021-07-04,52.6131
2021-07-05,52.6131
2021-07-06,51.147
2021-07-07,47.041
2021-07-08,48.2244
2021-07-09,52.6067
2021-07-10,52.6067
2021-07-11,52.6067
2021-07-12,54.0484
2021-07-13,51.957
2021-07-14,50.1327
2021-07-15,48.4095
2021-07-16,46.3253
2021-07-17,46.3253
2021-07-18,46.3253
2021-07-19,43.7186
2021-07-20,46.531
2021-07-21,49.059
2021-07-22,47.0763
2021-07-23,46.1428
2021-07-24,46.1428
2021-07-25,46.1428
2021-07-26,48.9029
2021-07-27,47.5934
2021-07-28,46.617
2021-07-29,46.3001
2021-07-30,47.6622
2021-07-31,47.6622
2021-08-01,47.6622
2021-08-02,47.9574
2021-08-03,48.7427
2021-08-04,46.7949
2021-08-05,49.5507
2021-08-06,53.2411
2021-08-07,53.2411
2021-08-08,53.2411
2021-08-09,54.1327
2021-08-10,55.6934
2021-08-11,57.1125
2021-08-12,55.1304
2021-08-13,53.6941
2021-08-14,53.6941
2021-08-15,53.6941
2021-08-16,53.6561
2021-08-17,51.2512
2021-08-18,50.5192
2021-08-19,60.7767
2021-08-20,62.5465
2021-08-21,62.5465
2021-08-22,62.5465
2021-08-23,62.7471
2021-08-24,64.9078
2021-08-25,65.1379
2021-08-26,61.1769
2021-08-27,62.1961
2021-08-28,62.1961
2021-08-29,62.1961
2021-08-30,60.2684
2021-08-31,60.0143
2021-09-01,60.3846
2021-09-02,60.6609
2021-09-03,57.1724
2021-09-04,57.1724
2021-09-05,57.1724
2021-09-06,57.1724
2021-09-07,57.7401
2021-09-08,55.2162
2021-09-09,56.3717
2021-09-10,52.9261
2021-09-11,52.9261
2021-09-12,52.9261
2021-09-13,54.2285
2021-09-14,54.1591
2021-09-15,55.3125
2021-09-16,57.6043
2021-09-17,56.8963
2021-09-18,56.8963
2021-09-19,56.8963
2021-09-20,55.5577
2021-09-21,55.6477
2021-09-22,58.6222
2021-09-23,60.0745
2021-09-24,61.4483
2021-09-25,61.4483
2021-09-26,61.4483
2021-09-27,62.9894
2021-09-28,64.8419
2021-09-29,63.145
2021-09-30,55.4552
2021-10-01,56.2169
2021-10-02,56.2169
2021-10-03,56.2169
2021-10-04,56.2169
2021-10-05,54.1991
2021-10-06,54.9365
2021-10-07,54.8311
2021-10-08,55.5369
2021-10-09,55.5369
2021-10-10,55.5369
2021-10-11,53.5184
2021-10-12,55.2317
2021-10-13,54.1096
2021-10-14,56.0179
2021-10-15,58.6055
2021-10-16,58.6055
2021-10-17,58.6055
2021-10-18,67.5469
2021-10-19,61.8662
2021-10-20,61.3418
2021-10-21,61.0897
2021-10-22,61.7403
2021-10-23,61.7403
2021-10-24,61.7403
2021-10-25,62.2303
2021-10-26,60.4289
2021-10-27,58.1089
2021-10-28,59.7091
2021-10-29,60.1033
2021-10-30,60.1033
2021-10-31,60.1033
2021-11-01,64.0451
2021-11-02,64.4366
2021-11-03,67.7724
2021-11-04,68.0615
2021-11-05,69.0196
2021-11-06,69.0196
2021-11-07,69.0196
2021-11-08,68.5938
2021-11-09,66.4388
2021-11-10,63.7552
2021-11-11,65.6966
2021-11-12,64.2655
2021-11-13,64.2655
2021-11-14,64.2655
2021-11-15,65.3372
2021-11-16,67.4591
2021-11-17,62.8082
2021-11-18,71.8498
2021-11-19,65.1732
2021-11-20,65.1732
2021-11-21,65.1732
2021-11-22,63.0319
2021-11-23,62.7145
2021-11-24,59.4196
2021-11-25,59.4196
2021-11-26,56.0272
2021-11-27,56.0272
2021-11-28,56.0272
2021-11-29,54.6088
2021-11-30,52.2651
2021-12-01,49.9244
2021-12-02,50.822
2021-12-03,49.2417
2021-12-04,49.2417
2021-12-05,49.2417
2021-12-06,49.8334
2021-12-07,51.0846
2021-12-08,50.1783
2021-12-09,49.1475
2021-12-10,49.0545
2021-12-11,49.0545
2021-12-12,49.0545
2021-12-13,45.8562
2021-12-14,47.806
2021-12-15,46.4465
2021-12-16,45.1694
2021-12-17,45.7532
2021-12-18,45.7532
2021-12-19,45.7532
2021-12-20,44.0548
2021-12-21,46.707
2021-12-22,46.7686
2021-12-23,47.336
2021-12-24,47.336
2021-12-25,47.336
2021-12-26,47.336
2021-12-27,48.7385
2021-12-28,49.2395
2021-12-29,51.153
2021-12-30,50.8545
2021-12-31,49.4471
2022-01-01,49.4471
2022-01-02,49.4471
2022-01-03,51.9483
2022-01-04,53.3607
2022-01-05,49.8389
2022-01-06,50.4539
2022-01-07,49.6561
2022-01-08,49.6561
2022-01-09,49.6561
2022-01-10,48.003
2022-01-11,50.4964
2022-01-12,50.262
2022-01-13,50.7351
2022-01-14,49.0034
2022-01-15,49.0034
2022-01-16,49.0034
2022-01-17,49.0034
2022-01-18,47.2505
2022-01-19,47.3679
2022-01-20,44.4241
2022-01-21,42.7263
2022-01-22,42.7263
2022-01-23,42.7263
2022-01-24,51.6048
2022-01-25,51.1677
2022-01-26,49.5113
2022-01-27,48.8491
2022-01-28,48.3962
2022-01-29,48.3962
2022-01-30,48.3962
2022-01-31,48.7383
2022-02-01,50.0233
2022-02-02,48.1303
2022-02-03,47.679
2022-02-04,48.2945
2022-02-05,48.2945
2022-02-06,48.2945
2022-02-07,48.8478
2022-02-08,50.5802
2022-02-09,52.253
2022-02-10,51.0534
2022-02-11,48.5011
2022-02-12,48.5011
2022-02-13,48.5011
2022-02-14,46.4191
2022-02-15,48.6304
2022-02-16,50.1537
2022-02-17,48.176
2022-02-18,49.3121
2022-02-19,49.3121
2022-02-20,49.3121
2022-02-21,49.3121
2022-02-22,46.6063
2022-02-23,44.1029
2022-02-24,48.5888
2022-02-25,51.0359
2022-02-26,51.0359
2022-02-27,51.0359
2022-02-28,50.1382
2022-03-01,47.4126
2022-03-02,50.7221
2022-03-03,50.4058
2022-03-04,48.0242
2022-03-05,48.0242
2022-03-06,48.0242
2022-03-07,42.3377
2022-03-08,45.7581
2022-03-09,47.6058
2022-03-10,48.6907
2022-03-11,46.8187
2022-03-12,46.8187
2022-03-13,46.8187
2022-03-14,47.397
2022-03-15,49.3783
2022-03-16,52.7025
2022-03-17,53.6167
2022-03-18,54.0921
2022-03-19,54.0921
2022-03-20,54.0921
2022-03-21,52.4432
2022-03-22,52.6516
2022-03-23,50.4235
2022-03-24,51.5475
2022-03-25,51.2374
2022-03-26,51.2374
2022-03-27,51.2374
2022-03-28,50.0498
2022-03-29,51.9752
2022-03-30,49.9634
2022-03-31,47.7187
2022-04-01,47.4997
2022-04-02,47.4997
2022-04-03,47.4997
2022-04-04,48.1762
2022-04-05,48.4261
2022-04-06,46.9427
2022-04-07,45.4824
2022-04-08,46.7509
2022-04-09,46.7509
2022-04-10,46.7509
2022-04-11,48.3644
2022-04-12,48.9483
2022-04-13,51.2303
2022-04-14,51.1865
2022-04-15,51.1865
2022-04-16,51.1865
2022-04-17,51.1865
2022-04-18,50.8489
2022-04-19,53.312
2022-04-20,52.4448
2022-04-21,50.8716
2022-04-22,47.6327
2022-04-23,47.6327
2022-04-24,47.6327
2022-04-25,49.2914
2022-04-26,47.8507
2022-04-27,48.5823
2022-04-28,50.9833
2022-04-29,47.6579
2022-04-30,47.6579
2022-05-01,47.6579
2022-05-02,49.132
2022-05-03,47.9437
2022-05-04,50.3207
2022-05-05,47.1725
2022-05-06,45.8245
2022-05-07,45.8245
2022-05-08,45.8245
2022-05-09,44.4358
2022-05-10,44.2484
2022-05-11,40.7127
2022-05-12,42.8721
2022-05-13,43.6882
2022-05-14,43.6882
2022-05-15,43.6882
2022-05-16,42.5562
2022-05-17,43.4701
2022-05-18,39.5788
2022-05-19,40.3814
2022-05-20,38.4596
2022-05-21,38.4596
2022-05-22,38.4596
2022-05-23,38.9853
2022-05-24,37.7772
2022-05-25,41.7111
2022-05-26,49.3867
2022-05-27,50.3349
2022-05-28,50.3349
2022-05-29,50.3349
2022-05-30,50.3349
2022-05-31,50.7207
2022-06-01,50.1072
2022-06-02,51.0263
2022-06-03,51.0458
2022-06-04,51.0458
2022-06-05,51.0458
2022-06-06,51.7588
2022-06-07,52.3175
2022-06-08,51.8296
2022-06-09,51.2008
2022-06-10,49.1733
2022-06-11,49.1733
2022-06-12,49.1733
2022-06-13,45.487
2022-06-14,47.1599
2022-06-15,47.4315
2022-06-16,43.3768
2022-06-17,43.5188
2022-06-18,43.5188
2022-06-19,43.5188
2022-06-20,43.5188
2022-06-21,43.665
2022-06-22,42.9181
2022-06-23,42.022
2022-06-24,46.6554
2022-06-25,46.6554
2022-06-26,46.6554
2022-06-27,45.1543
2022-06-28,43.5889
2022-06-29,42.5651
2022-06-30,41.6272
2022-07-01,40.986
2022-07-02,40.986
2022-07-03,40.986
2022-07-04,40.986
2022-07-05,43.1347
2022-07-06,40.8368
2022-07-07,41.8194
2022-07-08,41.7816
2022-07-09,41.7816
2022-07-10,41.7816
2022-07-11,40.1854
2022-07-12,39.8703
2022-07-13,39.6432
2022-07-14,38.6566
2022-07-15,39.7015
2022-07-16,39.7015
2022-07-17,39.7015
2022-07-18,42.0362
2022-07-19,44.1341
2022-07-20,45.2278
2022-07-21,45.4762
2022-07-22,44.6383
2022-07-23,44.6383
2022-07-24,44.6383
2022-07-25,44.1938
2022-07-26,41.2628
2022-07-27,43.2253
2022-07-28,43.2253
2022-07-29,43.8338
2022-07-30,43.8338
2022-07-31,43.8338
2022-08-01,44.3888
2022-08-02,42.8791
2022-08-03,45.684
2022-08-04,44.5646
2022-08-05,45.0904
2022-08-06,45.0904
2022-08-07,45.0904
2022-08-08,47.9163
2022-08-09,44.7482
2022-08-10,46.982
2022-08-11,50.3022
2022-08-12,51.4029
2022-08-13,51.4029
2022-08-14,51.4029
2022-08-15,51.4029
2022-08-16,54.2995
2022-08-17,52.3894
2022-08-18,52.0828
2022-08-19,49.5727
2022-08-20,49.5727
2022-08-21,49.5727
2022-08-22,47.5375
2022-08-23,49.4402
2022-08-24,47.5052
2022-08-25,48.8937
2022-08-26,47.4181
2022-08-27,47.4181
2022-08-28,47.4181
2022-08-29,46.3698
2022-08-30,45.747
2022-08-31,44.5343
2022-09-01,43.8956
2022-09-02,44.0233
2022-09-03,44.0233
2022-09-04,44.0233
2022-09-05,44.0233
2022-09-06,43.3342
2022-09-07,45.1119
2022-09-08,45.796
2022-09-09,47.8145
2022-09-10,47.8145
2022-09-11,47.8145
2022-09-12,48.2574
2022-09-13,44.8273
2022-09-14,43.782
2022-09-15,44.0571
2022-09-16,44.2335
2022-09-17,44.2335
2022-09-18,44.2335
2022-09-19,45.1988
2022-09-20,43.9455
2022-09-21,43.6543
2022-09-22,41.7647
2022-09-23,41.5673
2022-09-24,41.5673
2022-09-25,41.5673
2022-09-26,40.1373
2022-09-27,42.5813
2022-09-28,45.2716
2022-09-29,43.2351
2022-09-30,42.745
2022-10-01,42.745
2022-10-02,42.745
2022-10-03,44.357
2022-10-04,48.6647
2022-10-05,49.4345
2022-10-06,49.4345
2022-10-07,49.126
2022-10-08,49.126
2022-10-09,49.126
2022-10-10,48.1927
2022-10-11,49.5514
2022-10-12,49.8456
2022-10-13,51.2427
2022-10-14,49.2268
2022-10-15,49.2268
2022-10-16,49.2268
2022-10-17,52.0458
2022-10-18,54.492
2022-10-19,53.6771
2022-10-20,52.9747
2022-10-21,55.8937
2022-10-22,55.8937
2022-10-23,55.8937
2022-10-24,57.2657
2022-10-25,59.262
2022-10-26,59.9268
2022-10-27,60.3055
2022-10-28,60.5429
2022-10-29,60.5429
2022-10-30,60.5429
2022-10-31,59.8029
2022-11-01,59.6145
2022-11-02,54.1433
2022-11-03,54.7667
2022-11-04,54.0905
2022-11-05,54.0905
2022-11-06,54.0905
2022-11-07,54.0474
2022-11-08,54.5721
2022-11-09,50.4433
2022-11-10,55.5054
2022-11-11,58.1701
2022-11-12,58.1701
2022-11-13,58.1701
2022-11-14,56.1642
2022-11-15,58.9158
2022-11-16,52.5047
2022-11-17,60.1752
2022-11-18,58.717
2022-11-19,58.717
2022-11-20,58.717
2022-11-21,59.749
2022-11-22,61.791
2022-11-23,61.1355
2022-11-24,61.1355
2022-11-25,61.645
2022-11-26,61.645
2022-11-27,61.645
2022-11-28,59.8453
2022-11-29,60.6607
2022-11-30,60.6843
2022-12-01,59.5028
2022-12-02,60.2041
2022-12-03,60.2041
2022-12-04,60.2041
2022-12-05,57.3774
2022-12-06,56.8041
2022-12-07,57.9716
2022-12-08,58.0262
2022-12-09,54.6832
2022-12-10,54.6832
2022-12-11,54.6832
2022-12-12,54.8311
2022-12-13,52.5936
2022-12-14,53.9232
2022-12-15,51.2782
2022-12-16,49.3031
2022-12-17,49.3031
2022-12-18,49.3031
2022-12-19,48.4031
2022-12-20,48.5419
2022-12-21,49.4563
2022-12-22,48.0961
2022-12-23,49.1096
2022-12-24,49.1096
2022-12-25,49.1096
2022-12-26,49.1096
2022-12-27,49.4742
2022-12-28,48.2235
2022-12-29,49.7625
2022-12-30,50.4682
2022-12-31,50.4682
2023-01-01,50.4682
2023-01-02,50.4682
2023-01-03,48.5376
2023-01-04,52.9425
2023-01-05,53.6104
2023-01-06,55.4736
2023-01-07,55.4736
2023-01-08,55.4736
2023-01-09,49.3572
2023-01-10,50.7773
2023-01-11,54.9138
2023-01-12,56.3913
2023-01-13,57.1046
2023-01-14,57.1046
2023-01-15,57.1046
2023-01-16,57.1046
2023-01-17,56.6987
2023-01-18,57.2135
2023-01-19,56.0642
2023-01-20,55.9867
2023-01-21,55.9867
2023-01-22,55.9867
2023-01-23,57.9141
2023-01-24,56.828
2023-01-25,57.5898
2023-01-26,57.8667
2023-01-27,56.2213
2023-01-28,56.2213
2023-01-29,56.2213
2023-01-30,56.9997
2023-01-31,57.9975
2023-02-01,59.2595
2023-02-02,60.4279
2023-02-03,60.5818
2023-02-04,60.5818
2023-02-05,60.5818
2023-02-06,58.9687
2023-02-07,58.3542
2023-02-08,50.5921
2023-02-09,50.5545
2023-02-10,50.4381
2023-02-11,50.4381
2023-02-12,50.4381
2023-02-13,51.4401
2023-02-14,51.7505
2023-02-15,53.0697
2023-02-16,50.9912
2023-02-17,50.907
2023-02-18,50.907
2023-02-19,50.907
2023-02-20,50.907
2023-02-21,45.2981
2023-02-22,45.3839
2023-02-23,45.0184
2023-02-24,44.3897
2023-02-25,44.3897
2023-02-26,44.3897
2023-02-27,43.7943
2023-02-28,44.0369
2023-03-01,43.9192
2023-03-02,53.6226
2023-03-03,53.454
2023-03-04,53.454
2023-03-05,53.454
2023-03-06,49.4715
2023-03-07,47.4403
2023-03-08,47.149
2023-03-09,45.1075
2023-03-10,42.19
2023-03-11,42.19
2023-03-12,42.19
2023-03-13,39.3757
2023-03-14,40.4146
2023-03-15,40.7714
2023-03-16,41.4067
2023-03-17,41.2107
2023-03-18,41.2107
2023-03-19,41.2107
