,CSGS US Equity
2021-05-15,48.5599
2021-05-16,48.5599
2021-05-17,45.9853
2021-05-18,44.8697
2021-05-19,45.3138
2021-05-20,45.5201
2021-05-21,44.9239
2021-05-22,44.9239
2021-05-23,44.9239
2021-05-24,46.0841
2021-05-25,44.3999
2021-05-26,44.7554
2021-05-27,44.9375
2021-05-28,43.3129
2021-05-29,43.3129
2021-05-30,43.3129
2021-05-31,43.3129
2021-06-01,42.166
2021-06-02,41.2479
2021-06-03,40.4421
2021-06-04,40.6507
2021-06-05,40.6507
2021-06-06,40.6507
2021-06-07,38.8559
2021-06-08,40.6111
2021-06-09,42.9718
2021-06-10,46.7779
2021-06-11,52.2857
2021-06-12,52.2857
2021-06-13,52.2857
2021-06-14,51.7442
2021-06-15,52.021
2021-06-16,53.2107
2021-06-17,55.9952
2021-06-18,51.6549
2021-06-19,51.6549
2021-06-20,51.6549
2021-06-21,54.542
2021-06-22,54.9939
2021-06-23,53.1038
2021-06-24,53.9765
2021-06-25,57.583
2021-06-26,57.583
2021-06-27,57.583
2021-06-28,56.2494
2021-06-29,58.0021
2021-06-30,56.996
2021-07-01,56.2934
2021-07-02,55.28
2021-07-03,55.28
2021-07-04,55.28
2021-07-05,55.28
2021-07-06,54.3125
2021-07-07,52.6235
2021-07-08,50.6595
2021-07-09,52.0385
2021-07-10,52.0385
2021-07-11,52.0385
2021-07-12,51.8671
2021-07-13,51.6034
2021-07-14,51.6034
2021-07-15,50.8199
2021-07-16,52.4879
2021-07-17,52.4879
2021-07-18,52.4879
2021-07-19,49.2588
2021-07-20,51.0151
2021-07-21,51.7068
2021-07-22,47.1052
2021-07-23,49.0346
2021-07-24,49.0346
2021-07-25,49.0346
2021-07-26,49.5538
2021-07-27,48.1172
2021-07-28,48.4807
2021-07-29,49.9765
2021-07-30,48.9955
2021-07-31,48.9955
2021-08-01,48.9955
2021-08-02,46.5873
2021-08-03,47.1155
2021-08-04,45.2634
2021-08-05,51.9668
2021-08-06,52.287
2021-08-07,52.287
2021-08-08,52.287
2021-08-09,50.713
2021-08-10,52.2816
2021-08-11,53.4117
2021-08-12,54.1341
2021-08-13,57.5396
2021-08-14,57.5396
2021-08-15,57.5396
2021-08-16,57.1494
2021-08-17,56.702
2021-08-18,53.1613
2021-08-19,53.2837
2021-08-20,56.6782
2021-08-21,56.6782
2021-08-22,56.6782
2021-08-23,57.0493
2021-08-24,55.9584
2021-08-25,55.5092
2021-08-26,54.6023
2021-08-27,59.405
2021-08-28,59.405
2021-08-29,59.405
2021-08-30,59.4402
2021-08-31,58.9113
2021-09-01,60.6845
2021-09-02,61.1447
2021-09-03,58.8955
2021-09-04,58.8955
2021-09-05,58.8955
2021-09-06,58.8955
2021-09-07,58.7864
2021-09-08,58.2837
2021-09-09,54.1828
2021-09-10,52.4476
2021-09-11,52.4476
2021-09-12,52.4476
2021-09-13,53.4608
2021-09-14,53.1027
2021-09-15,58.3769
2021-09-16,55.4536
2021-09-17,55.533
2021-09-18,55.533
2021-09-19,55.533
2021-09-20,50.5024
2021-09-21,48.6046
2021-09-22,51.3769
2021-09-23,53.3111
2021-09-24,55.5864
2021-09-25,55.5864
2021-09-26,55.5864
2021-09-27,56.9387
2021-09-28,54.9791
2021-09-29,56.4224
2021-09-30,55.5021
2021-10-01,59.0279
2021-10-02,59.0279
2021-10-03,59.0279
2021-10-04,60.3965
2021-10-05,61.8967
2021-10-06,61.3083
2021-10-07,64.293
2021-10-08,64.3209
2021-10-09,64.3209
2021-10-10,64.3209
2021-10-11,60.8749
2021-10-12,59.2334
2021-10-13,58.3041
2021-10-14,58.8055
2021-10-15,59.6424
2021-10-16,59.6424
2021-10-17,59.6424
2021-10-18,57.3756
2021-10-19,57.5177
2021-10-20,58.8659
2021-10-21,59.8374
2021-10-22,60.4924
2021-10-23,60.4924
2021-10-24,60.4924
2021-10-25,61.0117
2021-10-26,58.1143
2021-10-27,53.9685
2021-10-28,57.7732
2021-10-29,56.1278
2021-10-30,56.1278
2021-10-31,56.1278
2021-11-01,59.508
2021-11-02,57.8358
2021-11-03,59.7943
2021-11-04,65.0725
2021-11-05,67.8285
2021-11-06,67.8285
2021-11-07,67.8285
2021-11-08,66.3749
2021-11-09,65.6254
2021-11-10,63.7847
2021-11-11,62.4473
2021-11-12,59.6508
2021-11-13,59.6508
2021-11-14,59.6508
2021-11-15,56.6728
2021-11-16,59.1438
2021-11-17,59.2787
2021-11-18,57.5099
2021-11-19,57.9712
2021-11-20,57.9712
2021-11-21,57.9712
2021-11-22,59.8858
2021-11-23,59.3104
2021-11-24,57.5135
2021-11-25,57.5135
2021-11-26,54.2667
2021-11-27,54.2667
2021-11-28,54.2667
2021-11-29,55.7138
2021-11-30,57.1753
2021-12-01,58.1092
2021-12-02,60.5671
2021-12-03,59.2992
2021-12-04,59.2992
2021-12-05,59.2992
2021-12-06,61.5299
2021-12-07,62.3528
2021-12-08,63.292
2021-12-09,63.6721
2021-12-10,64.7544
2021-12-11,64.7544
2021-12-12,64.7544
2021-12-13,67.6312
2021-12-14,67.8065
2021-12-15,69.934
2021-12-16,63.9994
2021-12-17,59.3238
2021-12-18,59.3238
2021-12-19,59.3238
2021-12-20,62.2251
2021-12-21,63.6209
2021-12-22,65.0593
2021-12-23,65.1814
2021-12-24,65.1814
2021-12-25,65.1814
2021-12-26,65.1814
2021-12-27,65.4519
2021-12-28,64.9699
2021-12-29,65.1908
2021-12-30,64.0209
2021-12-31,63.8094
2022-01-01,63.8094
2022-01-02,63.8094
2022-01-03,66.8672
2022-01-04,65.1792
2022-01-05,63.0391
2022-01-06,64.7872
2022-01-07,62.5717
2022-01-08,62.5717
2022-01-09,62.5717
2022-01-10,62.7871
2022-01-11,60.6991
2022-01-12,59.3637
2022-01-13,60.1113
2022-01-14,59.107
2022-01-15,59.107
2022-01-16,59.107
2022-01-17,59.107
2022-01-18,55.7898
2022-01-19,54.4302
2022-01-20,53.5186
2022-01-21,53.9968
2022-01-22,53.9968
2022-01-23,53.9968
2022-01-24,56.1736
2022-01-25,52.4337
2022-01-26,51.7006
2022-01-27,52.292
2022-01-28,55.9215
2022-01-29,55.9215
2022-01-30,55.9215
2022-01-31,55.0331
2022-02-01,55.2171
2022-02-02,59.5028
2022-02-03,55.5095
2022-02-04,55.735
2022-02-05,55.735
2022-02-06,55.735
2022-02-07,56.5888
2022-02-08,63.3422
2022-02-09,62.0445
2022-02-10,61.6453
2022-02-11,63.5005
2022-02-12,63.5005
2022-02-13,63.5005
2022-02-14,61.3798
2022-02-15,58.9905
2022-02-16,60.9779
2022-02-17,58.1314
2022-02-18,55.9754
2022-02-19,55.9754
2022-02-20,55.9754
2022-02-21,55.9754
2022-02-22,57.7884
2022-02-23,55.9761
2022-02-24,58.2569
2022-02-25,61.7582
2022-02-26,61.7582
2022-02-27,61.7582
2022-02-28,61.9394
2022-03-01,58.77
2022-03-02,62.2609
2022-03-03,62.4321
2022-03-04,66.0117
2022-03-05,66.0117
2022-03-06,66.0117
2022-03-07,66.6464
2022-03-08,64.0449
2022-03-09,64.1156
2022-03-10,65.9834
2022-03-11,61.2501
2022-03-12,61.2501
2022-03-13,61.2501
2022-03-14,59.7623
2022-03-15,58.0238
2022-03-16,61.1187
2022-03-17,61.7
2022-03-18,59.8488
2022-03-19,59.8488
2022-03-20,59.8488
2022-03-21,59.2265
2022-03-22,58.5963
2022-03-23,57.8439
2022-03-24,54.0856
2022-03-25,55.3221
2022-03-26,55.3221
2022-03-27,55.3221
2022-03-28,56.1296
2022-03-29,59.9913
2022-03-30,58.3771
2022-03-31,57.6849
2022-04-01,60.2585
2022-04-02,60.2585
2022-04-03,60.2585
2022-04-04,61.002
2022-04-05,57.7601
2022-04-06,56.9504
2022-04-07,56.9504
2022-04-08,56.2195
2022-04-09,56.2195
2022-04-10,56.2195
2022-04-11,54.6564
2022-04-12,56.2734
2022-04-13,57.6407
2022-04-14,57.7275
2022-04-15,57.7275
2022-04-16,57.7275
2022-04-17,57.7275
2022-04-18,56.6171
2022-04-19,58.4922
2022-04-20,59.5473
2022-04-21,57.2729
2022-04-22,54.7304
2022-04-23,54.7304
2022-04-24,54.7304
2022-04-25,54.9917
2022-04-26,49.412
2022-04-27,49.0162
2022-04-28,51.9288
2022-04-29,48.6829
2022-04-30,48.6829
2022-05-01,48.6829
2022-05-02,47.338
2022-05-03,47.4157
2022-05-04,49.8898
2022-05-05,44.2895
2022-05-06,40.8451
2022-05-07,40.8451
2022-05-08,40.8451
2022-05-09,42.6601
2022-05-10,41.7401
2022-05-11,40.3885
2022-05-12,43.0588
2022-05-13,43.8029
2022-05-14,43.8029
2022-05-15,43.8029
2022-05-16,43.7635
2022-05-17,45.7347
2022-05-18,43.28
2022-05-19,43.3574
2022-05-20,44.9868
2022-05-21,44.9868
2022-05-22,44.9868
2022-05-23,47.1104
2022-05-24,48.7244
2022-05-25,48.7244
2022-05-26,50.556
2022-05-27,52.0933
2022-05-28,52.0933
2022-05-29,52.0933
2022-05-30,52.0933
2022-05-31,53.6518
2022-06-01,51.1805
2022-06-02,53.5716
2022-06-03,53.4451
2022-06-04,53.4451
2022-06-05,53.4451
2022-06-06,48.4922
2022-06-07,50.3374
2022-06-08,46.3701
2022-06-09,45.8504
2022-06-10,43.7994
2022-06-11,43.7994
2022-06-12,43.7994
2022-06-13,41.7567
2022-06-14,41.8577
2022-06-15,43.052
2022-06-16,40.325
2022-06-17,41.819
2022-06-18,41.819
2022-06-19,41.819
2022-06-20,41.819
2022-06-21,44.0669
2022-06-22,44.7539
2022-06-23,45.3736
2022-06-24,51.7555
2022-06-25,51.7555
2022-06-26,51.7555
2022-06-27,53.069
2022-06-28,49.2834
2022-06-29,49.9604
2022-06-30,50.4168
2022-07-01,51.2737
2022-07-02,51.2737
2022-07-03,51.2737
2022-07-04,51.2737
2022-07-05,51.2514
2022-07-06,51.6222
2022-07-07,51.2898
2022-07-08,51.6121
2022-07-09,51.6121
2022-07-10,51.6121
2022-07-11,51.1371
2022-07-12,48.2137
2022-07-13,48.8882
2022-07-14,50.2535
2022-07-15,52.9932
2022-07-16,52.9932
2022-07-17,52.9932
2022-07-18,51.1833
2022-07-19,55.044
2022-07-20,55.4191
2022-07-21,57.7877
2022-07-22,58.5663
2022-07-23,58.5663
2022-07-24,58.5663
2022-07-25,57.3088
2022-07-26,58.2758
2022-07-27,61.3688
2022-07-28,61.6022
2022-07-29,61.1611
2022-07-30,61.1611
2022-07-31,61.1611
2022-08-01,61.6347
2022-08-02,59.9998
2022-08-03,61.506
2022-08-04,41.386
2022-08-05,39.8562
2022-08-06,39.8562
2022-08-07,39.8562
2022-08-08,42.4215
2022-08-09,43.1913
2022-08-10,43.2516
2022-08-11,43.644
2022-08-12,44.8076
2022-08-13,44.8076
2022-08-14,44.8076
2022-08-15,45.7998
2022-08-16,45.1698
2022-08-17,45.5785
2022-08-18,47.7827
2022-08-19,49.3539
2022-08-20,49.3539
2022-08-21,49.3539
2022-08-22,47.5657
2022-08-23,45.267
2022-08-24,44.6121
2022-08-25,46.8688
2022-08-26,44.9386
2022-08-27,44.9386
2022-08-28,44.9386
2022-08-29,46.0765
2022-08-30,46.5081
2022-08-31,46.7505
2022-09-01,46.1796
2022-09-02,44.8891
2022-09-03,44.8891
2022-09-04,44.8891
2022-09-05,44.8891
2022-09-06,43.6651
2022-09-07,42.89
2022-09-08,42.6988
2022-09-09,44.7625
2022-09-10,44.7625
2022-09-11,44.7625
2022-09-12,46.5332
2022-09-13,43.1543
2022-09-14,42.795
2022-09-15,41.3177
2022-09-16,42.1078
2022-09-17,42.1078
2022-09-18,42.1078
2022-09-19,42.0687
2022-09-20,40.4949
2022-09-21,41.9645
2022-09-22,40.8231
2022-09-23,40.7046
2022-09-24,40.7046
2022-09-25,40.7046
2022-09-26,38.2904
2022-09-27,39.9
2022-09-28,42.8443
2022-09-29,42.5364
2022-09-30,40.5082
2022-10-01,40.5082
2022-10-02,40.5082
2022-10-03,44.1878
2022-10-04,47.4505
2022-10-05,48.6823
2022-10-06,48.3665
2022-10-07,47.1683
2022-10-08,47.1683
2022-10-09,47.1683
2022-10-10,49.3716
2022-10-11,49.9949
2022-10-12,49.3424
2022-10-13,53.4615
2022-10-14,52.2935
2022-10-15,52.2935
2022-10-16,52.2935
2022-10-17,55.7414
2022-10-18,56.8952
2022-10-19,55.326
2022-10-20,55.6166
2022-10-21,58.8234
2022-10-22,58.8234
2022-10-23,58.8234
2022-10-24,59.2929
2022-10-25,62.6905
2022-10-26,61.5343
2022-10-27,62.6211
2022-10-28,65.2844
2022-10-29,65.2844
2022-10-30,65.2844
2022-10-31,64.3248
2022-11-01,60.6881
2022-11-02,55.0424
2022-11-03,49.1276
2022-11-04,48.9979
2022-11-05,48.9979
2022-11-06,48.9979
2022-11-07,50.765
2022-11-08,48.99
2022-11-09,46.9801
2022-11-10,51.6784
2022-11-11,52.0621
2022-11-12,52.0621
2022-11-13,52.0621
2022-11-14,53.2489
2022-11-15,52.8903
2022-11-16,53.3775
2022-11-17,52.0173
2022-11-18,51.5437
2022-11-19,51.5437
2022-11-20,51.5437
2022-11-21,51.3336
2022-11-22,55.363
2022-11-23,54.9015
2022-11-24,54.9015
2022-11-25,54.3437
2022-11-26,54.3437
2022-11-27,54.3437
2022-11-28,53.913
2022-11-29,53.0658
2022-11-30,55.6754
2022-12-01,55.8459
2022-12-02,54.8274
2022-12-03,54.8274
2022-12-04,54.8274
2022-12-05,48.7599
2022-12-06,46.8618
2022-12-07,46.0482
2022-12-08,46.6499
2022-12-09,44.5922
2022-12-10,44.5922
2022-12-11,44.5922
2022-12-12,48.4069
2022-12-13,47.823
2022-12-14,45.7671
2022-12-15,44.6856
2022-12-16,43.2751
2022-12-17,43.2751
2022-12-18,43.2751
2022-12-19,44.2781
2022-12-20,43.8491
2022-12-21,45.6034
2022-12-22,45.2477
2022-12-23,47.1433
2022-12-24,47.1433
2022-12-25,47.1433
2022-12-26,47.1433
2022-12-27,48.3232
2022-12-28,45.9711
2022-12-29,48.2759
2022-12-30,48.2759
2022-12-31,48.2759
2023-01-01,48.2759
2023-01-02,48.2759
2023-01-03,50.6634
2023-01-04,51.8985
2023-01-05,51.4543
2023-01-06,52.4514
2023-01-07,52.4514
2023-01-08,52.4514
2023-01-09,48.8531
2023-01-10,47.6606
2023-01-11,48.7201
2023-01-12,50.4939
2023-01-13,50.9272
2023-01-14,50.9272
2023-01-15,50.9272
2023-01-16,50.9272
2023-01-17,50.6377
2023-01-18,50.2681
2023-01-19,47.5626
2023-01-20,49.9073
2023-01-21,49.9073
2023-01-22,49.9073
2023-01-23,51.0047
2023-01-24,50.5564
2023-01-25,52.058
2023-01-26,53.4497
2023-01-27,51.3836
2023-01-28,51.3836
2023-01-29,51.3836
2023-01-30,50.3888
2023-01-31,53.7605
2023-02-01,56.4959
2023-02-02,58.4577
2023-02-03,57.6888
2023-02-04,57.6888
2023-02-05,57.6888
2023-02-06,55.5041
2023-02-07,56.2448
2023-02-08,54.632
2023-02-09,53.8335
2023-02-10,54.7458
2023-02-11,54.7458
2023-02-12,54.7458
2023-02-13,55.4739
2023-02-14,52.2403
2023-02-15,52.3851
2023-02-16,52.5092
2023-02-17,54.0455
2023-02-18,54.0455
2023-02-19,54.0455
2023-02-20,54.0455
2023-02-21,51.9428
2023-02-22,49.2721
2023-02-23,46.5278
2023-02-24,44.9329
2023-02-25,44.9329
2023-02-26,44.9329
2023-02-27,44.6119
2023-02-28,43.1761
2023-03-01,46.0013
2023-03-02,45.5985
2023-03-03,45.8294
2023-03-04,45.8294
2023-03-05,45.8294
2023-03-06,42.9316
2023-03-07,41.7116
2023-03-08,43.3762
2023-03-09,38.2048
2023-03-10,36.5587
2023-03-11,36.5587
2023-03-12,36.5587
2023-03-13,33.0519
2023-03-14,33.8314
2023-03-15,33.6289
2023-03-16,38.3264
2023-03-17,38.2384
2023-03-18,38.2384
