,EVR US Equity
2020-05-13,43.9903
2020-05-14,44.3306
2020-05-15,45.44
2020-05-16,45.44
2020-05-17,45.44
2020-05-18,49.7094
2020-05-19,47.5105
2020-05-20,48.7863
2020-05-21,48.4751
2020-05-22,48.8222
2020-05-23,48.8222
2020-05-24,48.8222
2020-05-25,48.8222
2020-05-26,51.9788
2020-05-27,55.1137
2020-05-28,52.8495
2020-05-29,51.1906
2020-05-30,51.1906
2020-05-31,51.1906
2020-06-01,51.8485
2020-06-02,53.6287
2020-06-03,56.5963
2020-06-04,57.6468
2020-06-05,58.6742
2020-06-06,58.6742
2020-06-07,58.6742
2020-06-08,60.5959
2020-06-09,58.2441
2020-06-10,55.5206
2020-06-11,50.0731
2020-06-12,51.9632
2020-06-13,51.9632
2020-06-14,51.9632
2020-06-15,53.0074
2020-06-16,54.3514
2020-06-17,52.8229
2020-06-18,52.1664
2020-06-19,51.0664
2020-06-20,51.0664
2020-06-21,51.0664
2020-06-22,50.9115
2020-06-23,51.5869
2020-06-24,50.3506
2020-06-25,51.7715
2020-06-26,49.0698
2020-06-27,49.0698
2020-06-28,49.0698
2020-06-29,50.5915
2020-06-30,51.9569
2020-07-01,49.4561
2020-07-02,50.5012
2020-07-03,50.5012
2020-07-04,50.5012
2020-07-05,50.5012
2020-07-06,51.5547
2020-07-07,48.9236
2020-07-08,49.9955
2020-07-09,47.4096
2020-07-10,48.885
2020-07-11,48.885
2020-07-12,48.885
2020-07-13,48.8941
2020-07-14,49.0154
2020-07-15,51.8274
2020-07-16,51.5324
2020-07-17,50.5248
2020-07-18,50.5248
2020-07-19,50.5248
2020-07-20,50.5248
2020-07-21,52.5393
2020-07-22,50.2251
2020-07-23,50.7834
2020-07-24,49.7679
2020-07-25,49.7679
2020-07-26,49.7679
2020-07-27,49.7781
2020-07-28,48.3581
2020-07-29,49.4868
2020-07-30,48.3121
2020-07-31,48.5338
2020-08-01,48.5338
2020-08-02,48.5338
2020-08-03,50.8355
2020-08-04,50.943
2020-08-05,53.6496
2020-08-06,53.9349
2020-08-07,55.5426
2020-08-08,55.5426
2020-08-09,55.5426
2020-08-10,56.1892
2020-08-11,58.257
2020-08-12,58.5032
2020-08-13,56.3099
2020-08-14,57.1705
2020-08-15,57.1705
2020-08-16,57.1705
2020-08-17,55.424
2020-08-18,55.4875
2020-08-19,55.7049
2020-08-20,54.4126
2020-08-21,53.9033
2020-08-22,53.9033
2020-08-23,53.9033
2020-08-24,56.2392
2020-08-25,56.2103
2020-08-26,55.7658
2020-08-27,55.3697
2020-08-28,55.3697
2020-08-29,55.3697
2020-08-30,55.3697
2020-08-31,54.0578
2020-09-01,55.3243
2020-09-02,56.4625
2020-09-03,55.0126
2020-09-04,55.3362
2020-09-05,55.3362
2020-09-06,55.3362
2020-09-07,55.3362
2020-09-08,51.7879
2020-09-09,52.5148
2020-09-10,51.9744
2020-09-11,53.0907
2020-09-12,53.0907
2020-09-13,53.0907
2020-09-14,56.7824
2020-09-15,58.6167
2020-09-16,58.1305
2020-09-17,57.5835
2020-09-18,58.8373
2020-09-19,58.8373
2020-09-20,58.8373
2020-09-21,55.5289
2020-09-22,54.787
2020-09-23,51.3663
2020-09-24,51.1947
2020-09-25,50.1241
2020-09-26,50.1241
2020-09-27,50.1241
2020-09-28,53.6486
2020-09-29,53.6628
2020-09-30,56.3549
2020-10-01,57.2638
2020-10-02,60.7669
2020-10-03,60.7669
2020-10-04,60.7669
2020-10-05,62.352
2020-10-06,61.8966
2020-10-07,61.9081
2020-10-08,64.1915
2020-10-09,65.8523
2020-10-10,65.8523
2020-10-11,65.8523
2020-10-12,67.5457
2020-10-13,67.9986
2020-10-14,68.3507
2020-10-15,69.9415
2020-10-16,70.1849
2020-10-17,70.1849
2020-10-18,70.1849
2020-10-19,68.7142
2020-10-20,68.724
2020-10-21,72.8212
2020-10-22,73.3581
2020-10-23,74.1987
2020-10-24,74.1987
2020-10-25,74.1987
2020-10-26,70.3773
2020-10-27,69.7075
2020-10-28,62.6605
2020-10-29,64.2188
2020-10-30,63.7629
2020-10-31,63.7629
2020-11-01,63.7629
2020-11-02,64.2177
2020-11-03,64.3822
2020-11-04,66.4552
2020-11-05,67.7437
2020-11-06,64.3879
2020-11-07,64.3879
2020-11-08,64.3879
2020-11-09,68.8888
2020-11-10,69.1415
2020-11-11,66.4044
2020-11-12,64.4869
2020-11-13,66.4724
2020-11-14,66.4724
2020-11-15,66.4724
2020-11-16,68.0349
2020-11-17,68.1555
2020-11-18,67.2286
2020-11-19,67.3844
2020-11-20,67.0546
2020-11-21,67.0546
2020-11-22,67.0546
2020-11-23,69.5871
2020-11-24,71.2332
2020-11-25,70.5241
2020-11-26,70.5241
2020-11-27,70.125
2020-11-28,70.125
2020-11-29,70.125
2020-11-30,67.7273
2020-12-01,69.4865
2020-12-02,69.4865
2020-12-03,71.1837
2020-12-04,70.9104
2020-12-05,70.9104
2020-12-06,70.9104
2020-12-07,71.0582
2020-12-08,72.5567
2020-12-09,73.4906
2020-12-10,74.7275
2020-12-11,75.4953
2020-12-12,75.4953
2020-12-13,75.4953
2020-12-14,76.255
2020-12-15,76.5413
2020-12-16,78.2158
2020-12-17,79.0898
2020-12-18,79.8159
2020-12-19,79.8159
2020-12-20,79.8159
2020-12-21,79.9433
2020-12-22,79.5142
2020-12-23,80.7517
2020-12-24,80.8388
2020-12-25,80.8388
2020-12-26,80.8388
2020-12-27,80.8388
2020-12-28,81.4414
2020-12-29,78.6521
2020-12-30,77.0945
2020-12-31,77.0259
2021-01-01,77.0259
2021-01-02,77.0259
2021-01-03,77.0259
2021-01-04,73.507
2021-01-05,74.4289
2021-01-06,78.9078
2021-01-07,80.2867
2021-01-08,74.5906
2021-01-09,74.5906
2021-01-10,74.5906
2021-01-11,74.73
2021-01-12,76.4176
2021-01-13,73.2923
2021-01-14,73.794
2021-01-15,74.2147
2021-01-16,74.2147
2021-01-17,74.2147
2021-01-18,74.2147
2021-01-19,75.2425
2021-01-20,71.8444
2021-01-21,66.0088
2021-01-22,65.6054
2021-01-23,65.6054
2021-01-24,65.6054
2021-01-25,63.2794
2021-01-26,58.1699
2021-01-27,54.9242
2021-01-28,59.3281
2021-01-29,56.5124
2021-01-30,56.5124
2021-01-31,56.5124
2021-02-01,59.5104
2021-02-02,60.799
2021-02-03,64.0075
2021-02-04,59.9819
2021-02-05,59.2778
2021-02-06,59.2778
2021-02-07,59.2778
2021-02-08,61.0092
2021-02-09,60.188
2021-02-10,60.4848
2021-02-11,61.9245
2021-02-12,60.2194
2021-02-13,60.2194
2021-02-14,60.2194
2021-02-15,60.2194
2021-02-16,62.6369
2021-02-17,60.4114
2021-02-18,58.2286
2021-02-19,59.5345
2021-02-20,59.5345
2021-02-21,59.5345
2021-02-22,59.6598
2021-02-23,61.5922
2021-02-24,63.4767
2021-02-25,59.1568
2021-02-26,59.2936
2021-02-27,59.2936
2021-02-28,59.2936
2021-03-01,62.7887
2021-03-02,61.85
2021-03-03,63.0324
2021-03-04,57.6589
2021-03-05,59.379
2021-03-06,59.379
2021-03-07,59.379
2021-03-08,63.5953
2021-03-09,64.7051
2021-03-10,66.1127
2021-03-11,66.339
2021-03-12,69.0328
2021-03-13,69.0328
2021-03-14,69.0328
2021-03-15,69.7426
2021-03-16,67.9867
2021-03-17,68.3435
2021-03-18,65.4474
2021-03-19,64.2572
2021-03-20,64.2572
2021-03-21,64.2572
2021-03-22,60.5191
2021-03-23,56.1852
2021-03-24,55.421
2021-03-25,56.4318
2021-03-26,56.746
2021-03-27,56.746
2021-03-28,56.746
2021-03-29,54.8698
2021-03-30,57.5245
2021-03-31,57.7929
2021-04-01,60.3067
2021-04-02,60.3067
2021-04-03,60.3067
2021-04-04,60.3067
2021-04-05,61.3596
2021-04-06,61.1638
2021-04-07,60.7911
2021-04-08,58.9336
2021-04-09,55.8553
2021-04-10,55.8553
2021-04-11,55.8553
2021-04-12,57.9408
2021-04-13,55.7069
2021-04-14,57.9786
2021-04-15,56.7211
2021-04-16,58.6472
2021-04-17,58.6472
2021-04-18,58.6472
2021-04-19,59.8866
2021-04-20,56.7343
2021-04-21,57.8069
2021-04-22,58.3255
2021-04-23,60.3949
2021-04-24,60.3949
2021-04-25,60.3949
2021-04-26,59.2391
2021-04-27,60.2714
2021-04-28,59.4646
2021-04-29,60.3173
2021-04-30,58.1791
2021-05-01,58.1791
2021-05-02,58.1791
2021-05-03,58.4464
2021-05-04,58.6855
2021-05-05,60.0903
2021-05-06,60.803
2021-05-07,62.4558
2021-05-08,62.4558
2021-05-09,62.4558
2021-05-10,59.6107
2021-05-11,55.3304
2021-05-12,53.0751
2021-05-13,57.4695
2021-05-14,60.2469
2021-05-15,60.2469
2021-05-16,60.2469
2021-05-17,59.5775
2021-05-18,57.7334
2021-05-19,57.9599
2021-05-20,58.6537
2021-05-21,59.9279
2021-05-22,59.9279
2021-05-23,59.9279
2021-05-24,60.6691
2021-05-25,56.895
2021-05-26,57.9996
2021-05-27,59.114
2021-05-28,57.1836
2021-05-29,57.1836
2021-05-30,57.1836
2021-05-31,57.1836
2021-06-01,58.3921
2021-06-02,54.283
2021-06-03,53.5233
2021-06-04,52.9056
2021-06-05,52.9056
2021-06-06,52.9056
2021-06-07,53.4099
2021-06-08,53.3317
2021-06-09,51.942
2021-06-10,52.3539
2021-06-11,53.3358
2021-06-12,53.3358
2021-06-13,53.3358
2021-06-14,48.6164
2021-06-15,49.6781
2021-06-16,48.5186
2021-06-17,43.4966
2021-06-18,42.498
2021-06-19,42.498
2021-06-20,42.498
2021-06-21,45.097
2021-06-22,45.1316
2021-06-23,45.7933
2021-06-24,48.5084
2021-06-25,50.8695
2021-06-26,50.8695
2021-06-27,50.8695
2021-06-28,48.2758
2021-06-29,50.6893
2021-06-30,52.9739
2021-07-01,53.8766
2021-07-02,54.9818
2021-07-03,54.9818
2021-07-04,54.9818
2021-07-05,54.9818
2021-07-06,53.2743
2021-07-07,52.3303
2021-07-08,48.2706
2021-07-09,48.1966
2021-07-10,48.1966
2021-07-11,48.1966
2021-07-12,49.5947
2021-07-13,51.5131
2021-07-14,46.897
2021-07-15,46.7851
2021-07-16,44.44
2021-07-17,44.44
2021-07-18,44.44
2021-07-19,41.8092
2021-07-20,45.9117
2021-07-21,48.2469
2021-07-22,49.0695
2021-07-23,49.4382
2021-07-24,49.4382
2021-07-25,49.4382
2021-07-26,49.4236
2021-07-27,48.1015
2021-07-28,46.9599
2021-07-29,48.5797
2021-07-30,47.2551
2021-07-31,47.2551
2021-08-01,47.2551
2021-08-02,46.3452
2021-08-03,44.7327
2021-08-04,45.2769
2021-08-05,47.631
2021-08-06,47.8148
2021-08-07,47.8148
2021-08-08,47.8148
2021-08-09,48.7866
2021-08-10,49.6221
2021-08-11,51.972
2021-08-12,52.8129
2021-08-13,52.2239
2021-08-14,52.2239
2021-08-15,52.2239
2021-08-16,51.6819
2021-08-17,49.0654
2021-08-18,48.6549
2021-08-19,45.9384
2021-08-20,48.4787
2021-08-21,48.4787
2021-08-22,48.4787
2021-08-23,50.9076
2021-08-24,51.4395
2021-08-25,52.8993
2021-08-26,51.2787
2021-08-27,54.3198
2021-08-28,54.3198
2021-08-29,54.3198
2021-08-30,55.3923
2021-08-31,54.0148
2021-09-01,54.3979
2021-09-02,53.9235
2021-09-03,52.8246
2021-09-04,52.8246
2021-09-05,52.8246
2021-09-06,52.8246
2021-09-07,52.0956
2021-09-08,52.1503
2021-09-09,52.6531
2021-09-10,53.2182
2021-09-11,53.2182
2021-09-12,53.2182
2021-09-13,53.5907
2021-09-14,52.5367
2021-09-15,54.0521
2021-09-16,53.3202
2021-09-17,52.0222
2021-09-18,52.0222
2021-09-19,52.0222
2021-09-20,47.7696
2021-09-21,46.246
2021-09-22,48.2891
2021-09-23,51.1496
2021-09-24,51.5064
2021-09-25,51.5064
2021-09-26,51.5064
2021-09-27,53.9699
2021-09-28,51.0653
2021-09-29,50.0952
2021-09-30,47.4253
2021-10-01,51.6961
2021-10-02,51.6961
2021-10-03,51.6961
2021-10-04,53.4608
2021-10-05,55.8903
2021-10-06,55.5284
2021-10-07,57.1284
2021-10-08,58.6591
2021-10-09,58.6591
2021-10-10,58.6591
2021-10-11,58.6479
2021-10-12,59.6491
2021-10-13,59.9042
2021-10-14,62.2056
2021-10-15,64.6101
2021-10-16,64.6101
2021-10-17,64.6101
2021-10-18,65.8429
2021-10-19,67.3709
2021-10-20,69.8988
2021-10-21,68.334
2021-10-22,66.0987
2021-10-23,66.0987
2021-10-24,66.0987
2021-10-25,67.2782
2021-10-26,66.0293
2021-10-27,55.1333
2021-10-28,56.5401
2021-10-29,56.0158
2021-10-30,56.0158
2021-10-31,56.0158
2021-11-01,57.8359
2021-11-02,55.8571
2021-11-03,57.2646
2021-11-04,54.4074
2021-11-05,54.5175
2021-11-06,54.5175
2021-11-07,54.5175
2021-11-08,54.7435
2021-11-09,54.5286
2021-11-10,53.9664
2021-11-11,56.8156
2021-11-12,57.764
2021-11-13,57.764
2021-11-14,57.764
2021-11-15,57.4175
2021-11-16,56.0568
2021-11-17,54.7648
2021-11-18,53.7436
2021-11-19,51.9459
2021-11-20,51.9459
2021-11-21,51.9459
2021-11-22,51.469
2021-11-23,51.944
2021-11-24,51.3602
2021-11-25,51.3602
2021-11-26,46.3319
2021-11-27,46.3319
2021-11-28,46.3319
2021-11-29,48.1482
2021-11-30,42.8851
2021-12-01,40.5734
2021-12-02,44.1209
2021-12-03,40.7351
2021-12-04,40.7351
2021-12-05,40.7351
2021-12-06,41.8475
2021-12-07,44.7529
2021-12-08,43.4001
2021-12-09,42.914
2021-12-10,43.2658
2021-12-11,43.2658
2021-12-12,43.2658
2021-12-13,40.8402
2021-12-14,44.8349
2021-12-15,45.0174
2021-12-16,44.4596
2021-12-17,42.4727
2021-12-18,42.4727
2021-12-19,42.4727
2021-12-20,39.3101
2021-12-21,42.7293
2021-12-22,43.7244
2021-12-23,45.2811
2021-12-24,45.2811
2021-12-25,45.2811
2021-12-26,45.2811
2021-12-27,47.1347
2021-12-28,47.0903
2021-12-29,46.2343
2021-12-30,45.8486
2021-12-31,45.5557
2022-01-01,45.5557
2022-01-02,45.5557
2022-01-03,46.6779
2022-01-04,49.0311
2022-01-05,45.051
2022-01-06,47.4698
2022-01-07,47.1992
2022-01-08,47.1992
2022-01-09,47.1992
2022-01-10,46.7502
2022-01-11,49.5709
2022-01-12,49.3041
2022-01-13,47.3908
2022-01-14,44.4381
2022-01-15,44.4381
2022-01-16,44.4381
2022-01-17,44.4381
2022-01-18,39.4578
2022-01-19,37.6247
2022-01-20,37.0666
2022-01-21,35.3987
2022-01-22,35.3987
2022-01-23,35.3987
2022-01-24,37.0471
2022-01-25,35.9969
2022-01-26,35.5392
2022-01-27,34.8273
2022-01-28,38.3903
2022-01-29,38.3903
2022-01-30,38.3903
2022-01-31,42.8773
2022-02-01,44.3857
2022-02-02,43.9852
2022-02-03,45.8064
2022-02-04,46.8167
2022-02-05,46.8167
2022-02-06,46.8167
2022-02-07,47.026
2022-02-08,45.6938
2022-02-09,50.3887
2022-02-10,45.9909
2022-02-11,43.3321
2022-02-12,43.3321
2022-02-13,43.3321
2022-02-14,43.3643
2022-02-15,46.2675
2022-02-16,46.2341
2022-02-17,44.1313
2022-02-18,42.3032
2022-02-19,42.3032
2022-02-20,42.3032
2022-02-21,42.3032
2022-02-22,41.401
2022-02-23,44.2176
2022-02-24,45.5743
2022-02-25,48.6949
2022-02-26,48.6949
2022-02-27,48.6949
2022-02-28,48.1117
2022-03-01,46.1119
2022-03-02,46.402
2022-03-03,45.7344
2022-03-04,42.6399
2022-03-05,42.6399
2022-03-06,42.6399
2022-03-07,37.9406
2022-03-08,36.8416
2022-03-09,40.9463
2022-03-10,39.9162
2022-03-11,39.5781
2022-03-12,39.5781
2022-03-13,39.5781
2022-03-14,39.7678
2022-03-15,41.0494
2022-03-16,44.6566
2022-03-17,44.3855
2022-03-18,45.2913
2022-03-19,45.2913
2022-03-20,45.2913
2022-03-21,44.0376
2022-03-22,45.5104
2022-03-23,43.7155
2022-03-24,44.4226
2022-03-25,43.2469
2022-03-26,43.2469
2022-03-27,43.2469
2022-03-28,43.8383
2022-03-29,47.2806
2022-03-30,44.3617
2022-03-31,42.4574
2022-04-01,42.8516
2022-04-02,42.8516
2022-04-03,42.8516
2022-04-04,43.1287
2022-04-05,41.678
2022-04-06,39.1442
2022-04-07,39.0232
2022-04-08,41.1209
2022-04-09,41.1209
2022-04-10,41.1209
2022-04-11,41.1745
2022-04-12,40.0416
2022-04-13,41.313
2022-04-14,40.5215
2022-04-15,40.5215
2022-04-16,40.5215
2022-04-17,40.5215
2022-04-18,41.4349
2022-04-19,47.1542
2022-04-20,47.7913
2022-04-21,45.6784
2022-04-22,42.9057
2022-04-23,42.9057
2022-04-24,42.9057
2022-04-25,45.58
2022-04-26,43.4425
2022-04-27,42.8548
2022-04-28,46.3959
2022-04-29,43.239
2022-04-30,43.239
2022-05-01,43.239
2022-05-02,46.5781
2022-05-03,47.2791
2022-05-04,49.2942
2022-05-05,47.3368
2022-05-06,47.0311
2022-05-07,47.0311
2022-05-08,47.0311
2022-05-09,45.8514
2022-05-10,45.8317
2022-05-11,44.5761
2022-05-12,44.3973
2022-05-13,46.7775
2022-05-14,46.7775
2022-05-15,46.7775
2022-05-16,47.0434
2022-05-17,50.465
2022-05-18,47.909
2022-05-19,47.499
2022-05-20,47.1106
2022-05-21,47.1106
2022-05-22,47.1106
2022-05-23,47.5786
2022-05-24,45.7562
2022-05-25,47.4359
2022-05-26,49.7915
2022-05-27,52.2993
2022-05-28,52.2993
2022-05-29,52.2993
2022-05-30,52.2993
2022-05-31,51.5408
2022-06-01,48.7693
2022-06-02,51.2162
2022-06-03,48.5626
2022-06-04,48.5626
2022-06-05,48.5626
2022-06-06,50.1215
2022-06-07,50.9169
2022-06-08,48.1902
2022-06-09,45.9234
2022-06-10,41.4235
2022-06-11,41.4235
2022-06-12,41.4235
2022-06-13,38.8452
2022-06-14,38.793
2022-06-15,40.3373
2022-06-16,38.8018
2022-06-17,39.243
2022-06-18,39.243
2022-06-19,39.243
2022-06-20,39.243
2022-06-21,40.3298
2022-06-22,39.6254
2022-06-23,39.4909
2022-06-24,43.2025
2022-06-25,43.2025
2022-06-26,43.2025
2022-06-27,42.4473
2022-06-28,42.4473
2022-06-29,41.5027
2022-06-30,40.4131
2022-07-01,40.8826
2022-07-02,40.8826
2022-07-03,40.8826
2022-07-04,40.8826
2022-07-05,41.2751
2022-07-06,39.9954
2022-07-07,40.9474
2022-07-08,39.7052
2022-07-09,39.7052
2022-07-10,39.7052
2022-07-11,38.2112
2022-07-12,38.5261
2022-07-13,37.5367
2022-07-14,35.9453
2022-07-15,39.7803
2022-07-16,39.7803
2022-07-17,39.7803
2022-07-18,39.699
2022-07-19,43.8252
2022-07-20,45.9095
2022-07-21,45.894
2022-07-22,46.2418
2022-07-23,46.2418
2022-07-24,46.2418
2022-07-25,45.9117
2022-07-26,44.7149
2022-07-27,46.6401
2022-07-28,48.9168
2022-07-29,50.2168
2022-07-30,50.2168
2022-07-31,50.2168
2022-08-01,49.3207
2022-08-02,48.1949
2022-08-03,50.4771
2022-08-04,50.9939
2022-08-05,51.2476
2022-08-06,51.2476
2022-08-07,51.2476
2022-08-08,51.5647
2022-08-09,49.3317
2022-08-10,52.3599
2022-08-11,53.9594
2022-08-12,54.8193
2022-08-13,54.8193
2022-08-14,54.8193
2022-08-15,54.6886
2022-08-16,55.0307
2022-08-17,54.0496
2022-08-18,54.6525
2022-08-19,50.9077
2022-08-20,50.9077
2022-08-21,50.9077
2022-08-22,47.5475
2022-08-23,47.9927
2022-08-24,47.9727
2022-08-25,50.1546
2022-08-26,46.4269
2022-08-27,46.4269
2022-08-28,46.4269
2022-08-29,45.2121
2022-08-30,43.9938
2022-08-31,44.0524
2022-09-01,44.7819
2022-09-02,43.8036
2022-09-03,43.8036
2022-09-04,43.8036
2022-09-05,43.8036
2022-09-06,45.0696
2022-09-07,46.5805
2022-09-08,47.7695
2022-09-09,50.2439
2022-09-10,50.2439
2022-09-11,50.2439
2022-09-12,50.4351
2022-09-13,44.6697
2022-09-14,43.1268
2022-09-15,43.8595
2022-09-16,41.4847
2022-09-17,41.4847
2022-09-18,41.4847
2022-09-19,43.6414
2022-09-20,41.6964
2022-09-21,40.9126
2022-09-22,39.3243
2022-09-23,35.6779
2022-09-24,35.6779
2022-09-25,35.6779
2022-09-26,34.844
2022-09-27,34.6972
2022-09-28,37.4868
2022-09-29,36.2355
2022-09-30,38.1426
2022-10-01,38.1426
2022-10-02,38.1426
2022-10-03,41.1411
2022-10-04,48.0403
2022-10-05,47.0887
2022-10-06,46.9386
2022-10-07,43.7812
2022-10-08,43.7812
2022-10-09,43.7812
2022-10-10,44.1469
2022-10-11,44.1215
2022-10-12,45.3277
2022-10-13,49.5312
2022-10-14,47.8578
2022-10-15,47.8578
2022-10-16,47.8578
2022-10-17,48.994
2022-10-18,49.9853
2022-10-19,48.6897
2022-10-20,48.6221
2022-10-21,52.9474
2022-10-22,52.9474
2022-10-23,52.9474
2022-10-24,53.8006
2022-10-25,52.81
2022-10-26,56.6196
2022-10-27,57.7004
2022-10-28,60.16
2022-10-29,60.16
2022-10-30,60.16
2022-10-31,60.8208
2022-11-01,62.8062
2022-11-02,62.2006
2022-11-03,57.594
2022-11-04,59.3992
2022-11-05,59.3992
2022-11-06,59.3992
2022-11-07,60.2456
2022-11-08,59.6519
2022-11-09,55.2886
2022-11-10,61.7371
2022-11-11,64.5546
2022-11-12,64.5546
2022-11-13,64.5546
2022-11-14,63.4343
2022-11-15,64.0737
2022-11-16,62.6521
2022-11-17,61.1696
2022-11-18,60.0501
2022-11-19,60.0501
2022-11-20,60.0501
2022-11-21,59.1637
2022-11-22,59.5976
2022-11-23,60.7245
2022-11-24,60.7245
2022-11-25,61.1566
2022-11-26,61.1566
2022-11-27,61.1566
2022-11-28,59.0562
2022-11-29,59.8339
2022-11-30,61.5861
2022-12-01,61.5861
2022-12-02,61.7975
2022-12-03,61.7975
2022-12-04,61.7975
2022-12-05,58.0612
2022-12-06,53.6194
2022-12-07,54.4622
2022-12-08,54.802
2022-12-09,53.4367
2022-12-10,53.4367
2022-12-11,53.4367
2022-12-12,54.5573
2022-12-13,55.9108
2022-12-14,54.9203
2022-12-15,51.8048
2022-12-16,52.5909
2022-12-17,52.5909
2022-12-18,52.5909
2022-12-19,51.6412
2022-12-20,52.9019
2022-12-21,55.5821
2022-12-22,52.3609
2022-12-23,53.9248
2022-12-24,53.9248
2022-12-25,53.9248
2022-12-26,53.9248
2022-12-27,54.3795
2022-12-28,53.2027
2022-12-29,54.7105
2022-12-30,53.1033
2022-12-31,53.1033
2023-01-01,53.1033
2023-01-02,53.1033
2023-01-03,55.6133
2023-01-04,57.4175
2023-01-05,58.5938
2023-01-06,61.8896
2023-01-07,61.8896
2023-01-08,61.8896
2023-01-09,62.8602
2023-01-10,64.9117
2023-01-11,65.71
2023-01-12,66.7476
2023-01-13,65.0715
2023-01-14,65.0715
2023-01-15,65.0715
2023-01-16,65.0715
2023-01-17,64.7213
2023-01-18,61.7637
2023-01-19,60.9595
2023-01-20,62.2791
2023-01-21,62.2791
2023-01-22,62.2791
2023-01-23,63.0055
2023-01-24,61.9016
2023-01-25,62.3086
2023-01-26,63.6361
2023-01-27,63.8142
2023-01-28,63.8142
2023-01-29,63.8142
2023-01-30,62.8459
2023-01-31,64.884
2023-02-01,66.2277
2023-02-02,66.8341
2023-02-03,67.8448
2023-02-04,67.8448
2023-02-05,67.8448
2023-02-06,67.4581
2023-02-07,66.2994
2023-02-08,64.2898
2023-02-09,61.8204
2023-02-10,62.5877
2023-02-11,62.5877
2023-02-12,62.5877
2023-02-13,66.0171
2023-02-14,66.528
2023-02-15,63.0629
2023-02-16,59.483
2023-02-17,59.6272
2023-02-18,59.6272
2023-02-19,59.6272
2023-02-20,59.6272
2023-02-21,54.7048
2023-02-22,54.4511
2023-02-23,55.6458
2023-02-24,55.4661
2023-02-25,55.4661
2023-02-26,55.4661
2023-02-27,58.2878
2023-02-28,59.4206
2023-03-01,59.3361
2023-03-02,59.4044
2023-03-03,60.4104
2023-03-04,60.4104
2023-03-05,60.4104
2023-03-06,57.6925
2023-03-07,55.5288
2023-03-08,56.2733
2023-03-09,51.8093
2023-03-10,45.4923
2023-03-11,45.4923
2023-03-12,45.4923
2023-03-13,40.8859
2023-03-14,45.4903
2023-03-15,43.3605
2023-03-16,45.8743
2023-03-17,42.82
2023-03-18,42.82
