,RMBS US Equity
2021-02-22,63.9568
2021-02-23,62.6825
2021-02-24,65.0066
2021-02-25,59.0388
2021-02-26,58.9772
2021-02-27,58.9772
2021-02-28,58.9772
2021-03-01,61.4314
2021-03-02,56.457
2021-03-03,57.2248
2021-03-04,49.3697
2021-03-05,50.7072
2021-03-06,50.7072
2021-03-07,50.7072
2021-03-08,47.424
2021-03-09,50.5612
2021-03-10,50.4315
2021-03-11,53.0481
2021-03-12,51.4861
2021-03-13,51.4861
2021-03-14,51.4861
2021-03-15,53.0392
2021-03-16,53.8832
2021-03-17,55.2692
2021-03-18,53.6488
2021-03-19,52.3871
2021-03-20,52.3871
2021-03-21,52.3871
2021-03-22,53.5588
2021-03-23,49.4039
2021-03-24,48.171
2021-03-25,47.3424
2021-03-26,49.7136
2021-03-27,49.7136
2021-03-28,49.7136
2021-03-29,47.9032
2021-03-30,48.1304
2021-03-31,49.2747
2021-04-01,53.0468
2021-04-02,53.0468
2021-04-03,53.0468
2021-04-04,53.0468
2021-04-05,53.8933
2021-04-06,53.325
2021-04-07,52.655
2021-04-08,53.4332
2021-04-09,52.5886
2021-04-10,52.5886
2021-04-11,52.5886
2021-04-12,52.9057
2021-04-13,52.9754
2021-04-14,53.708
2021-04-15,55.6448
2021-04-16,52.6601
2021-04-17,52.6601
2021-04-18,52.6601
2021-04-19,50.3246
2021-04-20,47.6625
2021-04-21,49.2013
2021-04-22,48.1617
2021-04-23,49.4916
2021-04-24,49.4916
2021-04-25,49.4916
2021-04-26,51.4603
2021-04-27,50.5543
2021-04-28,48.9209
2021-04-29,47.5717
2021-04-30,45.8885
2021-05-01,45.8885
2021-05-02,45.8885
2021-05-03,44.9292
2021-05-04,47.0031
2021-05-05,46.2913
2021-05-06,46.3473
2021-05-07,48.3004
2021-05-08,48.3004
2021-05-09,48.3004
2021-05-10,44.9399
2021-05-11,45.3642
2021-05-12,42.1805
2021-05-13,43.1685
2021-05-14,45.8163
2021-05-15,45.8163
2021-05-16,45.8163
2021-05-17,45.9825
2021-05-18,44.6142
2021-05-19,46.5434
2021-05-20,48.3499
2021-05-21,48.1459
2021-05-22,48.1459
2021-05-23,48.1459
2021-05-24,48.9262
2021-05-25,48.071
2021-05-26,49.2188
2021-05-27,51.333
2021-05-28,51.1013
2021-05-29,51.1013
2021-05-30,51.1013
2021-05-31,51.1013
2021-06-01,51.7212
2021-06-02,50.6938
2021-06-03,49.1491
2021-06-04,51.219
2021-06-05,51.219
2021-06-06,51.219
2021-06-07,50.7308
2021-06-08,50.9123
2021-06-09,50.0225
2021-06-10,51.1579
2021-06-11,53.1166
2021-06-12,53.1166
2021-06-13,53.1166
2021-06-14,54.0693
2021-06-15,55.3026
2021-06-16,63.3894
2021-06-17,64.6187
2021-06-18,64.6978
2021-06-19,64.6978
2021-06-20,64.6978
2021-06-21,65.8815
2021-06-22,66.2715
2021-06-23,67.8311
2021-06-24,69.9028
2021-06-25,65.3292
2021-06-26,65.3292
2021-06-27,65.3292
2021-06-28,66.7102
2021-06-29,68.1272
2021-06-30,67.1891
2021-07-01,64.9818
2021-07-02,65.3615
2021-07-03,65.3615
2021-07-04,65.3615
2021-07-05,65.3615
2021-07-06,65.1423
2021-07-07,62.4691
2021-07-08,60.3235
2021-07-09,62.3516
2021-07-10,62.3516
2021-07-11,62.3516
2021-07-12,63.8171
2021-07-13,60.373
2021-07-14,59.5902
2021-07-15,58.9315
2021-07-16,56.9769
2021-07-17,56.9769
2021-07-18,56.9769
2021-07-19,56.4603
2021-07-20,57.5551
2021-07-21,59.1025
2021-07-22,58.414
2021-07-23,59.2006
2021-07-24,59.2006
2021-07-25,59.2006
2021-07-26,59.4978
2021-07-27,57.1991
2021-07-28,59.1384
2021-07-29,60.5497
2021-07-30,61.2186
2021-07-31,61.2186
2021-08-01,61.2186
2021-08-02,60.1633
2021-08-03,64.5439
2021-08-04,66.5449
2021-08-05,66.5832
2021-08-06,65.8048
2021-08-07,65.8048
2021-08-08,65.8048
2021-08-09,63.8737
2021-08-10,61.9917
2021-08-11,61.841
2021-08-12,58.9485
2021-08-13,59.2518
2021-08-14,59.2518
2021-08-15,59.2518
2021-08-16,58.2135
2021-08-17,56.1769
2021-08-18,53.5468
2021-08-19,54.3039
2021-08-20,55.4029
2021-08-21,55.4029
2021-08-22,55.4029
2021-08-23,56.6517
2021-08-24,56.9352
2021-08-25,54.9284
2021-08-26,54.7067
2021-08-27,59.5474
2021-08-28,59.5474
2021-08-29,59.5474
2021-08-30,60.7582
2021-08-31,54.7539
2021-09-01,56.3802
2021-09-02,57.8953
2021-09-03,57.9457
2021-09-04,57.9457
2021-09-05,57.9457
2021-09-06,57.9457
2021-09-07,56.4099
2021-09-08,53.4774
2021-09-09,52.641
2021-09-10,52.4452
2021-09-11,52.4452
2021-09-12,52.4452
2021-09-13,53.1068
2021-09-14,52.6931
2021-09-15,52.4817
2021-09-16,52.0495
2021-09-17,50.6824
2021-09-18,50.6824
2021-09-19,50.6824
2021-09-20,49.2046
2021-09-21,46.7217
2021-09-22,48.9542
2021-09-23,48.1463
2021-09-24,48.2935
2021-09-25,48.2935
2021-09-26,48.2935
2021-09-27,48.5952
2021-09-28,45.4404
2021-09-29,43.5946
2021-09-30,43.0334
2021-10-01,44.1085
2021-10-02,44.1085
2021-10-03,44.1085
2021-10-04,42.9475
2021-10-05,42.6892
2021-10-06,43.2191
2021-10-07,47.3332
2021-10-08,44.7978
2021-10-09,44.7978
2021-10-10,44.7978
2021-10-11,43.6218
2021-10-12,42.4686
2021-10-13,41.646
2021-10-14,46.053
2021-10-15,45.187
2021-10-16,45.187
2021-10-17,45.187
2021-10-18,46.2329
2021-10-19,46.0232
2021-10-20,46.6076
2021-10-21,49.1306
2021-10-22,49.686
2021-10-23,49.686
2021-10-24,49.686
2021-10-25,53.442
2021-10-26,50.8502
2021-10-27,50.9248
2021-10-28,52.9917
2021-10-29,53.4265
2021-10-30,53.4265
2021-10-31,53.4265
2021-11-01,55.0052
2021-11-02,59.8667
2021-11-03,57.337
2021-11-04,57.5842
2021-11-05,57.6477
2021-11-06,57.6477
2021-11-07,57.6477
2021-11-08,57.5586
2021-11-09,57.7612
2021-11-10,57.7612
2021-11-11,59.3532
2021-11-12,56.8476
2021-11-13,56.8476
2021-11-14,56.8476
2021-11-15,57.9769
2021-11-16,59.4189
2021-11-17,66.8219
2021-11-18,71.7836
2021-11-19,72.8754
2021-11-20,72.8754
2021-11-21,72.8754
2021-11-22,69.7353
2021-11-23,69.9953
2021-11-24,71.3418
2021-11-25,71.3418
2021-11-26,65.6575
2021-11-27,65.6575
2021-11-28,65.6575
2021-11-29,68.8569
2021-11-30,64.6546
2021-12-01,65.9161
2021-12-02,66.4623
2021-12-03,64.4672
2021-12-04,64.4672
2021-12-05,64.4672
2021-12-06,63.4815
2021-12-07,69.278
2021-12-08,71.07
2021-12-09,68.9565
2021-12-10,68.365
2021-12-11,68.365
2021-12-12,68.365
2021-12-13,63.6575
2021-12-14,63.8975
2021-12-15,65.6413
2021-12-16,58.9056
2021-12-17,58.4882
2021-12-18,58.4882
2021-12-19,58.4882
2021-12-20,57.7997
2021-12-21,61.4471
2021-12-22,63.967
2021-12-23,63.2096
2021-12-24,63.2096
2021-12-25,63.2096
2021-12-26,63.2096
2021-12-27,65.3899
2021-12-28,63.0803
2021-12-29,63.7276
2021-12-30,61.4458
2021-12-31,62.6054
2022-01-01,62.6054
2022-01-02,62.6054
2022-01-03,62.2289
2022-01-04,60.4037
2022-01-05,55.1386
2022-01-06,55.9552
2022-01-07,53.2653
2022-01-08,53.2653
2022-01-09,53.2653
2022-01-10,52.6003
2022-01-11,53.7939
2022-01-12,55.1567
2022-01-13,54.3046
2022-01-14,54.7067
2022-01-15,54.7067
2022-01-16,54.7067
2022-01-17,54.7067
2022-01-18,48.1335
2022-01-19,45.999
2022-01-20,42.9387
2022-01-21,41.5262
2022-01-22,41.5262
2022-01-23,41.5262
2022-01-24,42.9264
2022-01-25,41.025
2022-01-26,41.9423
2022-01-27,39.4955
2022-01-28,41.2454
2022-01-29,41.2454
2022-01-30,41.2454
2022-01-31,45.9676
2022-02-01,47.1937
2022-02-02,47.8649
2022-02-03,45.5402
2022-02-04,44.7231
2022-02-05,44.7231
2022-02-06,44.7231
2022-02-07,46.0988
2022-02-08,50.6776
2022-02-09,53.3964
2022-02-10,53.0137
2022-02-11,50.6482
2022-02-12,50.6482
2022-02-13,50.6482
2022-02-14,50.2798
2022-02-15,53.8561
2022-02-16,56.1676
2022-02-17,53.2924
2022-02-18,51.2567
2022-02-19,51.2567
2022-02-20,51.2567
2022-02-21,51.2567
2022-02-22,49.706
2022-02-23,48.4919
2022-02-24,51.3274
2022-02-25,52.7537
2022-02-26,52.7537
2022-02-27,52.7537
2022-02-28,52.0367
2022-03-01,50.8918
2022-03-02,55.136
2022-03-03,57.4798
2022-03-04,54.8068
2022-03-05,54.8068
2022-03-06,54.8068
2022-03-07,51.7774
2022-03-08,53.7744
2022-03-09,56.1765
2022-03-10,54.6239
2022-03-11,52.8184
2022-03-12,52.8184
2022-03-13,52.8184
2022-03-14,47.1075
2022-03-15,52.7696
2022-03-16,55.46
2022-03-17,56.8431
2022-03-18,60.1469
2022-03-19,60.1469
2022-03-20,60.1469
2022-03-21,60.0875
2022-03-22,60.4516
2022-03-23,59.7622
2022-03-24,62.3088
2022-03-25,61.9227
2022-03-26,61.9227
2022-03-27,61.9227
2022-03-28,63.1243
2022-03-29,64.4192
2022-03-30,60.2361
2022-03-31,58.9864
2022-04-01,57.5995
2022-04-02,57.5995
2022-04-03,57.5995
2022-04-04,56.5822
2022-04-05,49.9523
2022-04-06,47.3058
2022-04-07,46.589
2022-04-08,44.601
2022-04-09,44.601
2022-04-10,44.601
2022-04-11,43.1161
2022-04-12,42.7634
2022-04-13,45.0341
2022-04-14,44.3542
2022-04-15,44.3542
2022-04-16,44.3542
2022-04-17,44.3542
2022-04-18,45.2642
2022-04-19,46.5252
2022-04-20,46.453
2022-04-21,45.078
2022-04-22,43.4669
2022-04-23,43.4669
2022-04-24,43.4669
2022-04-25,44.5368
2022-04-26,42.8138
2022-04-27,41.7745
2022-04-28,44.9594
2022-04-29,43.3399
2022-04-30,43.3399
2022-05-01,43.3399
2022-05-02,45.0937
2022-05-03,47.1796
2022-05-04,48.8108
2022-05-05,46.3902
2022-05-06,46.1726
2022-05-07,46.1726
2022-05-08,46.1726
2022-05-09,42.8685
2022-05-10,43.6273
2022-05-11,41.5419
2022-05-12,41.7541
2022-05-13,43.8333
2022-05-14,43.8333
2022-05-15,43.8333
2022-05-16,44.1917
2022-05-17,46.5443
2022-05-18,43.553
2022-05-19,44.9756
2022-05-20,44.8801
2022-05-21,44.8801
2022-05-22,44.8801
2022-05-23,44.6593
2022-05-24,42.5884
2022-05-25,43.2531
2022-05-26,45.6997
2022-05-27,47.4789
2022-05-28,47.4789
2022-05-29,47.4789
2022-05-30,47.4789
2022-05-31,47.2653
2022-06-01,47.8117
2022-06-02,49.2916
2022-06-03,48.1389
2022-06-04,48.1389
2022-06-05,48.1389
2022-06-06,48.4196
2022-06-07,48.0014
2022-06-08,46.3738
2022-06-09,44.6371
2022-06-10,43.9395
2022-06-11,43.9395
2022-06-12,43.9395
2022-06-13,39.3124
2022-06-14,39.2889
2022-06-15,41.0402
2022-06-16,36.8892
2022-06-17,37.5034
2022-06-18,37.5034
2022-06-19,37.5034
2022-06-20,37.5034
2022-06-21,39.8542
2022-06-22,39.321
2022-06-23,38.5326
2022-06-24,41.1531
2022-06-25,41.1531
2022-06-26,41.1531
2022-06-27,42.0976
2022-06-28,41.2107
2022-06-29,41.0573
2022-06-30,40.7694
2022-07-01,38.4858
2022-07-02,38.4858
2022-07-03,38.4858
2022-07-04,38.4858
2022-07-05,40.0678
2022-07-06,39.7071
2022-07-07,42.0583
2022-07-08,41.9197
2022-07-09,41.9197
2022-07-10,41.9197
2022-07-11,41.1343
2022-07-12,41.0208
2022-07-13,41.9738
2022-07-14,42.5169
2022-07-15,44.9758
2022-07-16,44.9758
2022-07-17,44.9758
2022-07-18,44.7776
2022-07-19,48.7485
2022-07-20,51.3727
2022-07-21,53.6614
2022-07-22,51.2735
2022-07-23,51.2735
2022-07-24,51.2735
2022-07-25,51.2021
2022-07-26,51.0917
2022-07-27,53.6757
2022-07-28,55.5232
2022-07-29,56.2204
2022-07-30,56.2204
2022-07-31,56.2204
2022-08-01,56.1376
2022-08-02,59.1541
2022-08-03,60.0621
2022-08-04,61.573
2022-08-05,60.7211
2022-08-06,60.7211
2022-08-07,60.7211
2022-08-08,59.1179
2022-08-09,55.0266
2022-08-10,56.6114
2022-08-11,57.2657
2022-08-12,61.0028
2022-08-13,61.0028
2022-08-14,61.0028
2022-08-15,61.9891
2022-08-16,62.0428
2022-08-17,60.8864
2022-08-18,63.5364
2022-08-19,60.1386
2022-08-20,60.1386
2022-08-21,60.1386
2022-08-22,58.1042
2022-08-23,58.8813
2022-08-24,59.429
2022-08-25,61.0398
2022-08-26,53.1506
2022-08-27,53.1506
2022-08-28,53.1506
2022-08-29,51.5447
2022-08-30,51.1451
2022-08-31,51.3402
2022-09-01,47.3611
2022-09-02,47.7389
2022-09-03,47.7389
2022-09-04,47.7389
2022-09-05,47.7389
2022-09-06,47.4507
2022-09-07,47.7769
2022-09-08,49.1907
2022-09-09,50.8497
2022-09-10,50.8497
2022-09-11,50.8497
2022-09-12,53.2037
2022-09-13,48.5006
2022-09-14,50.0671
2022-09-15,49.373
2022-09-16,49.9202
2022-09-17,49.9202
2022-09-18,49.9202
2022-09-19,50.814
2022-09-20,50.8489
2022-09-21,50.1858
2022-09-22,48.5837
2022-09-23,47.4789
2022-09-24,47.4789
2022-09-25,47.4789
2022-09-26,48.3413
2022-09-27,50.5919
2022-09-28,52.4096
2022-09-29,51.7401
2022-09-30,50.3697
2022-10-01,50.3697
2022-10-02,50.3697
2022-10-03,54.7289
2022-10-04,57.1953
2022-10-05,58.6302
2022-10-06,59.3929
2022-10-07,56.0618
2022-10-08,56.0618
2022-10-09,56.0618
2022-10-10,52.9159
2022-10-11,52.6214
2022-10-12,50.8648
2022-10-13,52.9629
2022-10-14,50.3104
2022-10-15,50.3104
2022-10-16,50.3104
2022-10-17,52.3136
2022-10-18,54.2533
2022-10-19,54.7218
2022-10-20,55.6919
2022-10-21,58.5655
2022-10-22,58.5655
2022-10-23,58.5655
2022-10-24,59.7893
2022-10-25,60.6098
2022-10-26,59.8517
2022-10-27,61.0555
2022-10-28,62.5676
2022-10-29,62.5676
2022-10-30,62.5676
2022-10-31,62.887
2022-11-01,68.9797
2022-11-02,70.0834
2022-11-03,71.1454
2022-11-04,73.3399
2022-11-05,73.3399
2022-11-06,73.3399
2022-11-07,75.2566
2022-11-08,74.0518
2022-11-09,73.1006
2022-11-10,75.1979
2022-11-11,75.2264
2022-11-12,75.2264
2022-11-13,75.2264
2022-11-14,75.4746
2022-11-15,76.5743
2022-11-16,72.0598
2022-11-17,71.6815
2022-11-18,72.2016
2022-11-19,72.2016
2022-11-20,72.2016
2022-11-21,69.5177
2022-11-22,70.0119
2022-11-23,70.9153
2022-11-24,70.9153
2022-11-25,68.9806
2022-11-26,68.9806
2022-11-27,68.9806
2022-11-28,66.8427
2022-11-29,67.5366
2022-11-30,69.9299
2022-12-01,70.5058
2022-12-02,69.0523
2022-12-03,69.0523
2022-12-04,69.0523
2022-12-05,67.0341
2022-12-06,64.2033
2022-12-07,64.3146
2022-12-08,65.7264
2022-12-09,63.8087
2022-12-10,63.8087
2022-12-11,63.8087
2022-12-12,65.173
2022-12-13,65.6777
2022-12-14,64.5832
2022-12-15,61.758
2022-12-16,61.1961
2022-12-17,61.1961
2022-12-18,61.1961
2022-12-19,57.8145
2022-12-20,58.3616
2022-12-21,59.7653
2022-12-22,56.9032
2022-12-23,55.9424
2022-12-24,55.9424
2022-12-25,55.9424
2022-12-26,55.9424
2022-12-27,55.9049
2022-12-28,53.5614
2022-12-29,56.0711
2022-12-30,54.7437
2022-12-31,54.7437
2023-01-01,54.7437
2023-01-02,54.7437
2023-01-03,51.9181
2023-01-04,54.3263
2023-01-05,53.5536
2023-01-06,56.9778
2023-01-07,56.9778
2023-01-08,56.9778
2023-01-09,58.8502
2023-01-10,60.1148
2023-01-11,60.3167
2023-01-12,62.6854
2023-01-13,63.3388
2023-01-14,63.3388
2023-01-15,63.3388
2023-01-16,63.3388
2023-01-17,63.5745
2023-01-18,68.4976
2023-01-19,65.053
2023-01-20,67.2183
2023-01-21,67.2183
2023-01-22,67.2183
2023-01-23,68.6922
2023-01-24,68.5386
2023-01-25,69.1629
2023-01-26,69.253
2023-01-27,65.602
2023-01-28,65.602
2023-01-29,65.602
2023-01-30,61.6203
2023-01-31,59.1664
2023-02-01,65.0462
2023-02-02,66.6191
2023-02-03,64.3017
2023-02-04,64.3017
2023-02-05,64.3017
2023-02-06,62.734
2023-02-07,60.8018
2023-02-08,63.0798
2023-02-09,66.5571
2023-02-10,64.9964
2023-02-11,64.9964
2023-02-12,64.9964
2023-02-13,65.32
2023-02-14,65.3365
2023-02-15,65.422
2023-02-16,63.6681
2023-02-17,61.1252
2023-02-18,61.1252
2023-02-19,61.1252
2023-02-20,61.1252
2023-02-21,58.1305
2023-02-22,57.7825
2023-02-23,58.9888
2023-02-24,59.01
2023-02-25,59.01
2023-02-26,59.01
2023-02-27,59.765
2023-02-28,60.2413
2023-03-01,61.936
2023-03-02,60.1458
2023-03-03,60.5823
2023-03-04,60.5823
2023-03-05,60.5823
2023-03-06,60.6492
2023-03-07,55.5766
2023-03-08,56.7286
2023-03-09,54.0406
2023-03-10,50.0442
2023-03-11,50.0442
2023-03-12,50.0442
2023-03-13,49.8862
2023-03-14,54.4466
2023-03-15,51.7462
2023-03-16,57.7779
2023-03-17,55.6984
