,UVE US Equity
2023-03-19,64.3314
2023-03-20,66.1748
2023-03-21,67.1073
2023-03-22,65.2465
2023-03-23,64.3499
2023-03-24,63.1356
2023-03-25,63.1356
2023-03-26,63.1356
2023-03-27,64.4917
2023-03-28,64.671
2023-03-29,64.9456
2023-03-30,61.6935
2023-03-31,61.4776
2023-04-01,61.4776
2023-04-02,61.4776
2023-04-03,62.1962
2023-04-04,61.7423
2023-04-05,60.2084
2023-04-06,57.5778
2023-04-07,57.5778
2023-04-08,57.5778
2023-04-09,57.5778
2023-04-10,60.0246
2023-04-11,60.5675
2023-04-12,60.9334
2023-04-13,60.7004
2023-04-14,59.3499
2023-04-15,59.3499
2023-04-16,59.3499
2023-04-17,60.6112
2023-04-18,63.4352
2023-04-19,62.4132
2023-04-20,63.4871
2023-04-21,64.6705
2023-04-22,64.6705
2023-04-23,64.6705
2023-04-24,62.0985
2023-04-25,59.2543
2023-04-26,57.5839
2023-04-27,58.3133
2023-04-28,43.8413
2023-04-29,43.8413
2023-04-30,43.8413
2023-05-01,50.667
2023-05-02,47.1128
2023-05-03,46.9236
2023-05-04,45.4144
2023-05-05,45.3516
2023-05-06,45.3516
2023-05-07,45.3516
2023-05-08,46.3881
2023-05-09,45.7563
2023-05-10,47.1285
2023-05-11,46.8455
2023-05-12,46.129
2023-05-13,46.129
2023-05-14,46.129
2023-05-15,45.8029
2023-05-16,46.6696
2023-05-17,47.4091
2023-05-18,47.0518
2023-05-19,47.011
2023-05-20,47.011
2023-05-21,47.011
2023-05-22,45.5035
2023-05-23,45.1393
2023-05-24,44.6057
2023-05-25,43.8226
2023-05-26,44.249
2023-05-27,44.249
2023-05-28,44.249
2023-05-29,44.249
2023-05-30,41.5573
2023-05-31,41.3994
2023-06-01,43.7219
2023-06-02,47.4655
2023-06-03,47.4655
2023-06-04,47.4655
2023-06-05,46.4583
2023-06-06,49.4041
2023-06-07,51.6593
2023-06-08,50.9545
2023-06-09,49.3298
2023-06-10,49.3298
2023-06-11,49.3298
2023-06-12,50.1288
2023-06-13,52.8864
2023-06-14,52.738
2023-06-15,51.5902
2023-06-16,52.2447
2023-06-17,52.2447
2023-06-18,52.2447
2023-06-19,52.2447
2023-06-20,51.7279
2023-06-21,50.7415
2023-06-22,49.9633
2023-06-23,47.4062
2023-06-24,47.4062
2023-06-25,47.4062
2023-06-26,46.4893
2023-06-27,46.0528
2023-06-28,45.5125
2023-06-29,47.032
2023-06-30,46.8759
2023-07-01,46.8759
2023-07-02,46.8759
2023-07-03,48.4677
2023-07-04,48.4677
2023-07-05,44.6254
2023-07-06,42.5326
2023-07-07,42.0341
2023-07-08,42.0341
2023-07-09,42.0341
2023-07-10,43.7695
2023-07-11,45.9228
2023-07-12,47.1442
2023-07-13,48.1254
2023-07-14,46.8551
2023-07-15,46.8551
2023-07-16,46.8551
2023-07-17,48.5526
2023-07-18,49.3035
2023-07-19,47.8583
2023-07-20,50.4034
2023-07-21,49.3833
2023-07-22,49.3833
2023-07-23,49.3833
2023-07-24,50.2513
2023-07-25,49.9559
2023-07-26,50.6166
2023-07-27,52.5602
2023-07-28,46.0292
2023-07-29,46.0292
2023-07-30,46.0292
2023-07-31,49.155
2023-08-01,48.2097
2023-08-02,46.1686
2023-08-03,46.1175
2023-08-04,43.908
2023-08-05,43.908
2023-08-06,43.908
2023-08-07,45.4443
2023-08-08,44.9855
2023-08-09,44.0149
2023-08-10,42.0395
2023-08-11,43.6739
2023-08-12,43.6739
2023-08-13,43.6739
2023-08-14,43.1702
2023-08-15,43.1702
2023-08-16,42.4369
2023-08-17,41.2965
2023-08-18,41.0372
2023-08-19,41.0372
2023-08-20,41.0372
2023-08-21,40.0489
2023-08-22,39.6846
2023-08-23,40.8767
2023-08-24,39.3739
2023-08-25,37.2969
2023-08-26,37.2969
2023-08-27,37.2969
2023-08-28,34.4114
2023-08-29,38.6219
2023-08-30,41.0157
2023-08-31,38.9671
2023-09-01,39.4762
2023-09-02,39.4762
2023-09-03,39.4762
2023-09-04,39.4762
2023-09-05,37.7989
2023-09-06,36.2923
2023-09-07,36.7525
2023-09-08,39.1037
2023-09-09,39.1037
2023-09-10,39.1037
2023-09-11,40.7215
2023-09-12,41.525
2023-09-13,44.0226
2023-09-14,45.1987
2023-09-15,43.5828
2023-09-16,43.5828
2023-09-17,43.5828
2023-09-18,44.986
2023-09-19,45.7536
2023-09-20,43.6897
2023-09-21,45.1819
2023-09-22,47.0483
2023-09-23,47.0483
2023-09-24,47.0483
2023-09-25,47.998
2023-09-26,49.1437
2023-09-27,49.7501
2023-09-28,49.4789
2023-09-29,51.3316
2023-09-30,51.3316
2023-10-01,51.3316
2023-10-02,48.7949
2023-10-03,49.2854
2023-10-04,49.0769
2023-10-05,47.6187
2023-10-06,48.2249
2023-10-07,48.2249
2023-10-08,48.2249
2023-10-09,48.4564
2023-10-10,47.7208
2023-10-11,50.7378
2023-10-12,51.1861
2023-10-13,49.4781
2023-10-14,49.4781
2023-10-15,49.4781
2023-10-16,50.7154
2023-10-17,53.443
2023-10-18,50.5489
2023-10-19,49.795
2023-10-20,48.8899
2023-10-21,48.8899
2023-10-22,48.8899
2023-10-23,50.7424
2023-10-24,52.2349
2023-10-25,52.972
2023-10-26,55.1211
2023-10-27,51.8527
2023-10-28,51.8527
2023-10-29,51.8527
2023-10-30,59.6494
2023-10-31,61.1971
2023-11-01,63.7389
2023-11-02,62.4611
2023-11-03,63.036
2023-11-04,63.036
2023-11-05,63.036
2023-11-06,60.4807
2023-11-07,62.9109
2023-11-08,64.4488
2023-11-09,60.196
2023-11-10,61.1433
2023-11-11,61.1433
2023-11-12,61.1433
2023-11-13,58.9657
2023-11-14,59.9974
2023-11-15,59.9232
2023-11-16,61.6411
2023-11-17,61.7864
2023-11-18,61.7864
2023-11-19,61.7864
2023-11-20,62.0342
2023-11-21,60.8902
2023-11-22,61.0495
2023-11-23,61.0495
2023-11-24,62.5733
2023-11-25,62.5733
2023-11-26,62.5733
2023-11-27,65.1054
2023-11-28,59.9419
2023-11-29,60.2477
2023-11-30,61.2672
2023-12-01,60.2286
2023-12-02,60.2286
2023-12-03,60.2286
2023-12-04,60.6006
2023-12-05,59.5307
2023-12-06,57.746
2023-12-07,59.7116
2023-12-08,59.3754
2023-12-09,59.3754
2023-12-10,59.3754
2023-12-11,57.7772
2023-12-12,56.7787
2023-12-13,58.8625
2023-12-14,55.8321
2023-12-15,53.8928
2023-12-16,53.8928
2023-12-17,53.8928
2023-12-18,54.9293
2023-12-19,55.6386
2023-12-20,56.7272
2023-12-21,58.043
2023-12-22,56.0288
2023-12-23,56.0288
2023-12-24,56.0288
2023-12-25,56.0288
2023-12-26,53.3933
2023-12-27,54.0037
2023-12-28,52.8891
2023-12-29,52.7282
2023-12-30,52.7282
2023-12-31,52.7282
2024-01-01,52.7282
2024-01-02,54.5168
2024-01-03,55.9647
2024-01-04,56.3072
2024-01-05,57.2027
2024-01-06,57.2027
2024-01-07,57.2027
2024-01-08,58.0242
2024-01-09,54.9335
2024-01-10,54.8447
2024-01-11,55.4413
2024-01-12,55.5931
2024-01-13,55.5931
2024-01-14,55.5931
2024-01-15,55.5931
2024-01-16,53.3381
2024-01-17,55.5898
2024-01-18,55.7422
2024-01-19,55.1549
2024-01-20,55.1549
2024-01-21,55.1549
2024-01-22,57.6911
2024-01-23,57.9149
2024-01-24,56.0736
2024-01-25,58.5001
2024-01-26,57.1728
2024-01-27,57.1728
2024-01-28,57.1728
2024-01-29,57.7826
2024-01-30,55.6317
2024-01-31,54.4339
2024-02-01,55.4267
2024-02-02,53.3234
2024-02-03,53.3234
2024-02-04,53.3234
2024-02-05,51.2171
2024-02-06,50.0096
2024-02-07,47.9409
2024-02-08,48.4208
2024-02-09,50.3157
2024-02-10,50.3157
2024-02-11,50.3157
2024-02-12,55.2479
2024-02-13,52.5496
2024-02-14,54.981
2024-02-15,59.17
2024-02-16,58.4203
2024-02-17,58.4203
2024-02-18,58.4203
2024-02-19,58.4203
2024-02-20,59.0245
2024-02-21,57.8646
2024-02-22,57.2823
2024-02-23,74.4155
2024-02-24,74.4155
2024-02-25,74.4155
2024-02-26,69.0011
2024-02-27,69.4733
2024-02-28,67.765
2024-02-29,67.1953
2024-03-01,66.1878
2024-03-02,66.1878
2024-03-03,66.1878
2024-03-04,63.3793
2024-03-05,61.6211
2024-03-06,62.531
2024-03-07,62.573
2024-03-08,65.7547
2024-03-09,65.7547
2024-03-10,65.7547
2024-03-11,61.3068
2024-03-12,65.9939
2024-03-13,61.6553
2024-03-14,59.0162
2024-03-15,59.649
2024-03-16,59.649
2024-03-17,59.649
2024-03-18,58.2801
2024-03-19,58.8275
2024-03-20,58.6002
2024-03-21,58.1356
2024-03-22,58.6025
2024-03-23,58.6025
2024-03-24,58.6025
2024-03-25,57.8142
2024-03-26,58.1279
2024-03-27,59.4645
2024-03-28,60.9268
2024-03-29,60.9268
2024-03-30,60.9268
2024-03-31,60.9268
2024-04-01,58.1809
2024-04-02,57.3722
2024-04-03,56.7445
2024-04-04,54.4049
2024-04-05,54.6593
2024-04-06,54.6593
2024-04-07,54.6593
2024-04-08,54.0972
