,BJRI US Equity
2021-01-30,61.8973
2021-01-31,61.8973
2021-02-01,61.5466
2021-02-02,60.9789
2021-02-03,63.0796
2021-02-04,67.3188
2021-02-05,67.8082
2021-02-06,67.8082
2021-02-07,67.8082
2021-02-08,68.2691
2021-02-09,69.8092
2021-02-10,70.4599
2021-02-11,66.6157
2021-02-12,66.7967
2021-02-13,66.7967
2021-02-14,66.7967
2021-02-15,66.7967
2021-02-16,60.6712
2021-02-17,61.0096
2021-02-18,63.6019
2021-02-19,62.9066
2021-02-20,62.9066
2021-02-21,62.9066
2021-02-22,63.7605
2021-02-23,64.0345
2021-02-24,66.0174
2021-02-25,65.9964
2021-02-26,66.4714
2021-02-27,66.4714
2021-02-28,66.4714
2021-03-01,69.242
2021-03-02,69.2812
2021-03-03,69.9739
2021-03-04,63.5568
2021-03-05,64.7167
2021-03-06,64.7167
2021-03-07,64.7167
2021-03-08,67.7043
2021-03-09,63.429
2021-03-10,65.0002
2021-03-11,64.0513
2021-03-12,66.8172
2021-03-13,66.8172
2021-03-14,66.8172
2021-03-15,67.2172
2021-03-16,67.4662
2021-03-17,63.1309
2021-03-18,61.6718
2021-03-19,62.8764
2021-03-20,62.8764
2021-03-21,62.8764
2021-03-22,58.864
2021-03-23,53.7291
2021-03-24,53.4503
2021-03-25,58.317
2021-03-26,59.6513
2021-03-27,59.6513
2021-03-28,59.6513
2021-03-29,56.1823
2021-03-30,59.3112
2021-03-31,56.1079
2021-04-01,57.5034
2021-04-02,57.5034
2021-04-03,57.5034
2021-04-04,57.5034
2021-04-05,56.1316
2021-04-06,58.0011
2021-04-07,57.7505
2021-04-08,57.6826
2021-04-09,56.9762
2021-04-10,56.9762
2021-04-11,56.9762
2021-04-12,56.8491
2021-04-13,55.0563
2021-04-14,56.2914
2021-04-15,55.5166
2021-04-16,55.3124
2021-04-17,55.3124
2021-04-18,55.3124
2021-04-19,57.2969
2021-04-20,54.2784
2021-04-21,55.3022
2021-04-22,56.7084
2021-04-23,51.9673
2021-04-24,51.9673
2021-04-25,51.9673
2021-04-26,50.0802
2021-04-27,50.2308
2021-04-28,53.5971
2021-04-29,57.4201
2021-04-30,56.0718
2021-05-01,56.0718
2021-05-02,56.0718
2021-05-03,55.9642
2021-05-04,56.0188
2021-05-05,54.837
2021-05-06,54.5959
2021-05-07,53.7757
2021-05-08,53.7757
2021-05-09,53.7757
2021-05-10,50.4859
2021-05-11,49.0949
2021-05-12,44.93
2021-05-13,46.8598
2021-05-14,48.2663
2021-05-15,48.2663
2021-05-16,48.2663
2021-05-17,50.8577
2021-05-18,49.7061
2021-05-19,48.5086
2021-05-20,48.2144
2021-05-21,46.6412
2021-05-22,46.6412
2021-05-23,46.6412
2021-05-24,48.9648
2021-05-25,47.1579
2021-05-26,49.1136
2021-05-27,49.6569
2021-05-28,49.0251
2021-05-29,49.0251
2021-05-30,49.0251
2021-05-31,49.0251
2021-06-01,47.7179
2021-06-02,46.9185
2021-06-03,43.6077
2021-06-04,44.6902
2021-06-05,44.6902
2021-06-06,44.6902
2021-06-07,45.4947
2021-06-08,50.6761
2021-06-09,48.7174
2021-06-10,45.5069
2021-06-11,45.6273
2021-06-12,45.6273
2021-06-13,45.6273
2021-06-14,44.7855
2021-06-15,44.1029
2021-06-16,43.6328
2021-06-17,42.0169
2021-06-18,40.3833
2021-06-19,40.3833
2021-06-20,40.3833
2021-06-21,42.5118
2021-06-22,42.9965
2021-06-23,42.7171
2021-06-24,45.7705
2021-06-25,43.6166
2021-06-26,43.6166
2021-06-27,43.6166
2021-06-28,43.4053
2021-06-29,42.9391
2021-06-30,44.4737
2021-07-01,44.2326
2021-07-02,43.0388
2021-07-03,43.0388
2021-07-04,43.0388
2021-07-05,43.0388
2021-07-06,42.5584
2021-07-07,41.7217
2021-07-08,40.2818
2021-07-09,44.4532
2021-07-10,44.4532
2021-07-11,44.4532
2021-07-12,45.4071
2021-07-13,43.8364
2021-07-14,42.3465
2021-07-15,39.878
2021-07-16,38.2649
2021-07-17,38.2649
2021-07-18,38.2649
2021-07-19,36.203
2021-07-20,38.9631
2021-07-21,42.7653
2021-07-22,42.2234
2021-07-23,42.0008
2021-07-24,42.0008
2021-07-25,42.0008
2021-07-26,44.0714
2021-07-27,43.8829
2021-07-28,40.0451
2021-07-29,39.9894
2021-07-30,38.2619
2021-07-31,38.2619
2021-08-01,38.2619
2021-08-02,39.2646
2021-08-03,36.6924
2021-08-04,37.5666
2021-08-05,37.279
2021-08-06,37.8622
2021-08-07,37.8622
2021-08-08,37.8622
2021-08-09,35.9701
2021-08-10,38.8771
2021-08-11,41.1599
2021-08-12,41.3304
2021-08-13,41.0719
2021-08-14,41.0719
2021-08-15,41.0719
2021-08-16,40.3388
2021-08-17,38.2782
2021-08-18,39.2304
2021-08-19,38.0516
2021-08-20,39.122
2021-08-21,39.122
2021-08-22,39.122
2021-08-23,40.8954
2021-08-24,44.0182
2021-08-25,45.6237
2021-08-26,46.7334
2021-08-27,49.6331
2021-08-28,49.6331
2021-08-29,49.6331
2021-08-30,47.0567
2021-08-31,47.5237
2021-09-01,47.5237
2021-09-02,45.8378
2021-09-03,43.2531
2021-09-04,43.2531
2021-09-05,43.2531
2021-09-06,43.2531
2021-09-07,43.8406
2021-09-08,42.4358
2021-09-09,42.7151
2021-09-10,41.5069
2021-09-11,41.5069
2021-09-12,41.5069
2021-09-13,42.2834
2021-09-14,40.4637
2021-09-15,41.9627
2021-09-16,44.6921
2021-09-17,46.3418
2021-09-18,46.3418
2021-09-19,46.3418
2021-09-20,44.9251
2021-09-21,44.0269
2021-09-22,45.838
2021-09-23,49.1872
2021-09-24,54.189
2021-09-25,54.189
2021-09-26,54.189
2021-09-27,54.2033
2021-09-28,52.1806
2021-09-29,50.8554
2021-09-30,48.6013
2021-10-01,52.7524
2021-10-02,52.7524
2021-10-03,52.7524
2021-10-04,51.6654
2021-10-05,50.1622
2021-10-06,48.9916
2021-10-07,48.1316
2021-10-08,45.7414
2021-10-09,45.7414
2021-10-10,45.7414
2021-10-11,43.416
2021-10-12,43.7619
2021-10-13,42.7613
2021-10-14,44.1362
2021-10-15,42.8905
2021-10-16,42.8905
2021-10-17,42.8905
2021-10-18,43.2769
2021-10-19,43.2481
2021-10-20,40.0592
2021-10-21,39.7572
2021-10-22,41.3673
2021-10-23,41.3673
2021-10-24,41.3673
2021-10-25,40.2143
2021-10-26,38.6233
2021-10-27,37.9885
2021-10-28,37.6617
2021-10-29,38.0147
2021-10-30,38.0147
2021-10-31,38.0147
2021-11-01,40.3301
2021-11-02,38.6668
2021-11-03,41.5414
2021-11-04,41.4086
2021-11-05,47.281
2021-11-06,47.281
2021-11-07,47.281
2021-11-08,45.297
2021-11-09,46.53
2021-11-10,45.8075
2021-11-11,44.5927
2021-11-12,43.5662
2021-11-13,43.5662
2021-11-14,43.5662
2021-11-15,43.3504
2021-11-16,42.9887
2021-11-17,43.2443
2021-11-18,41.5114
2021-11-19,39.6689
2021-11-20,39.6689
2021-11-21,39.6689
2021-11-22,41.8107
2021-11-23,42.8493
2021-11-24,42.4089
2021-11-25,42.4089
2021-11-26,39.4997
2021-11-27,39.4997
2021-11-28,39.4997
2021-11-29,37.9308
2021-11-30,36.8069
2021-12-01,36.1637
2021-12-02,44.248
2021-12-03,43.1679
2021-12-04,43.1679
2021-12-05,43.1679
2021-12-06,47.4951
2021-12-07,47.3681
2021-12-08,51.1206
2021-12-09,49.9101
2021-12-10,48.6531
2021-12-11,48.6531
2021-12-12,48.6531
2021-12-13,48.245
2021-12-14,49.5069
2021-12-15,47.3346
2021-12-16,44.1525
2021-12-17,47.6036
2021-12-18,47.6036
2021-12-19,47.6036
2021-12-20,46.5907
2021-12-21,50.3279
2021-12-22,50.1535
2021-12-23,50.3799
2021-12-24,50.3799
2021-12-25,50.3799
2021-12-26,50.3799
2021-12-27,50.2618
2021-12-28,49.6429
2021-12-29,48.5435
2021-12-30,49.0722
2021-12-31,47.6744
2022-01-01,47.6744
2022-01-02,47.6744
2022-01-03,48.5648
2022-01-04,50.4218
2022-01-05,49.1551
2022-01-06,47.8222
2022-01-07,46.3975
2022-01-08,46.3975
2022-01-09,46.3975
2022-01-10,46.9625
2022-01-11,45.4407
2022-01-12,43.2491
2022-01-13,45.7676
2022-01-14,44.354
2022-01-15,44.354
2022-01-16,44.354
2022-01-17,44.354
2022-01-18,41.5414
2022-01-19,42.3906
2022-01-20,40.4166
2022-01-21,39.9137
2022-01-22,39.9137
2022-01-23,39.9137
2022-01-24,43.5067
2022-01-25,44.8272
2022-01-26,43.142
2022-01-27,40.9145
2022-01-28,43.7358
2022-01-29,43.7358
2022-01-30,43.7358
2022-01-31,43.1946
2022-02-01,45.9613
2022-02-02,44.8476
2022-02-03,44.476
2022-02-04,44.0167
2022-02-05,44.0167
2022-02-06,44.0167
2022-02-07,45.6145
2022-02-08,47.6615
2022-02-09,48.584
2022-02-10,50.4301
2022-02-11,51.8279
2022-02-12,51.8279
2022-02-13,51.8279
2022-02-14,52.0888
2022-02-15,53.485
2022-02-16,52.1436
2022-02-17,48.6161
2022-02-18,51.2827
2022-02-19,51.2827
2022-02-20,51.2827
2022-02-21,51.2827
2022-02-22,46.5683
2022-02-23,44.5158
2022-02-24,46.6628
2022-02-25,48.1862
2022-02-26,48.1862
2022-02-27,48.1862
2022-02-28,48.0323
2022-03-01,44.2029
2022-03-02,45.9226
2022-03-03,43.7607
2022-03-04,42.413
2022-03-05,42.413
2022-03-06,42.413
2022-03-07,38.1699
2022-03-08,40.1198
2022-03-09,41.4992
2022-03-10,41.6705
2022-03-11,41.3365
2022-03-12,41.3365
2022-03-13,41.3365
2022-03-14,40.8984
2022-03-15,42.1265
2022-03-16,43.9925
2022-03-17,43.0053
2022-03-18,44.3772
2022-03-19,44.3772
2022-03-20,44.3772
2022-03-21,42.7794
2022-03-22,43.5422
2022-03-23,42.1746
2022-03-24,43.1512
2022-03-25,41.771
2022-03-26,41.771
2022-03-27,41.771
2022-03-28,43.1547
2022-03-29,46.271
2022-03-30,44.9377
2022-03-31,46.8238
2022-04-01,45.8219
2022-04-02,45.8219
2022-04-03,45.8219
2022-04-04,46.2323
2022-04-05,45.4138
2022-04-06,41.9407
2022-04-07,41.4831
2022-04-08,40.4597
2022-04-09,40.4597
2022-04-10,40.4597
2022-04-11,44.0413
2022-04-12,46.1782
2022-04-13,48.1478
2022-04-14,47.1483
2022-04-15,47.1483
2022-04-16,47.1483
2022-04-17,47.1483
2022-04-18,49.2315
2022-04-19,51.0413
2022-04-20,50.848
2022-04-21,50.4134
2022-04-22,50.1916
2022-04-23,50.1916
2022-04-24,50.1916
2022-04-25,52.8087
2022-04-26,49.0114
2022-04-27,48.8403
2022-04-28,49.0244
2022-04-29,47.4535
2022-04-30,47.4535
2022-05-01,47.4535
2022-05-02,50.2567
2022-05-03,47.3913
2022-05-04,46.5438
2022-05-05,45.5186
2022-05-06,46.154
2022-05-07,46.154
2022-05-08,46.154
2022-05-09,42.4458
2022-05-10,45.3444
2022-05-11,41.8614
2022-05-12,44.1429
2022-05-13,45.2541
2022-05-14,45.2541
2022-05-15,45.2541
2022-05-16,42.7129
2022-05-17,44.8099
2022-05-18,42.964
2022-05-19,42.6559
2022-05-20,41.1156
2022-05-21,41.1156
2022-05-22,41.1156
2022-05-23,41.8893
2022-05-24,40.3358
2022-05-25,43.7425
2022-05-26,47.8555
2022-05-27,49.1086
2022-05-28,49.1086
2022-05-29,49.1086
2022-05-30,49.1086
2022-05-31,48.6422
2022-06-01,48.3256
2022-06-02,50.1167
2022-06-03,48.8932
2022-06-04,48.8932
2022-06-05,48.8932
2022-06-06,48.8748
2022-06-07,48.685
2022-06-08,49.2758
2022-06-09,47.7082
2022-06-10,45.805
2022-06-11,45.805
2022-06-12,45.805
2022-06-13,43.0603
2022-06-14,42.3204
2022-06-15,44.3223
2022-06-16,41.8729
2022-06-17,43.8648
2022-06-18,43.8648
2022-06-19,43.8648
2022-06-20,43.8648
2022-06-21,42.347
2022-06-22,42.6403
2022-06-23,45.1284
2022-06-24,48.2392
2022-06-25,48.2392
2022-06-26,48.2392
2022-06-27,47.2056
2022-06-28,45.3221
2022-06-29,43.6905
2022-06-30,42.5398
2022-07-01,43.4552
2022-07-02,43.4552
2022-07-03,43.4552
2022-07-04,43.4552
2022-07-05,45.11
2022-07-06,43.343
2022-07-07,43.7268
2022-07-08,41.797
2022-07-09,41.797
2022-07-10,41.797
2022-07-11,41.0112
2022-07-12,42.113
2022-07-13,42.1373
2022-07-14,42.7343
2022-07-15,44.4869
2022-07-16,44.4869
2022-07-17,44.4869
2022-07-18,45.0263
2022-07-19,47.4279
2022-07-20,48.6577
2022-07-21,47.8709
2022-07-22,47.1479
2022-07-23,47.1479
2022-07-24,47.1479
2022-07-25,45.9937
2022-07-26,43.4408
2022-07-27,46.8406
2022-07-28,49.3467
2022-07-29,49.0832
2022-07-30,49.0832
2022-07-31,49.0832
2022-08-01,48.1304
2022-08-02,48.4912
2022-08-03,50.0024
2022-08-04,49.0803
2022-08-05,48.3006
2022-08-06,48.3006
2022-08-07,48.3006
2022-08-08,52.9833
2022-08-09,50.7256
2022-08-10,53.3655
2022-08-11,53.8892
2022-08-12,55.9562
2022-08-13,55.9562
2022-08-14,55.9562
2022-08-15,57.3846
2022-08-16,59.0591
2022-08-17,58.6573
2022-08-18,58.3833
2022-08-19,54.8579
2022-08-20,54.8579
2022-08-21,54.8579
2022-08-22,53.1601
2022-08-23,53.9408
2022-08-24,55.579
2022-08-25,56.0411
2022-08-26,52.2816
2022-08-27,52.2816
2022-08-28,52.2816
2022-08-29,52.0849
2022-08-30,50.5598
2022-08-31,50.3385
2022-09-01,51.9348
2022-09-02,51.1361
2022-09-03,51.1361
2022-09-04,51.1361
2022-09-05,51.1361
2022-09-06,49.3629
2022-09-07,52.8203
2022-09-08,53.7568
2022-09-09,54.9086
2022-09-10,54.9086
2022-09-11,54.9086
2022-09-12,56.47
2022-09-13,53.5776
2022-09-14,55.4738
2022-09-15,56.8313
2022-09-16,57.0219
2022-09-17,57.0219
2022-09-18,57.0219
2022-09-19,56.1106
2022-09-20,51.3852
2022-09-21,52.0192
2022-09-22,48.1903
2022-09-23,45.9879
2022-09-24,45.9879
2022-09-25,45.9879
2022-09-26,45.7715
2022-09-27,45.5278
2022-09-28,47.3474
2022-09-29,46.2812
2022-09-30,46.141
2022-10-01,46.141
2022-10-02,46.141
2022-10-03,45.0354
2022-10-04,51.2792
2022-10-05,52.7196
2022-10-06,51.8141
2022-10-07,49.54
2022-10-08,49.54
2022-10-09,49.54
2022-10-10,47.8127
2022-10-11,50.3075
2022-10-12,52.8862
2022-10-13,53.151
2022-10-14,51.7472
2022-10-15,51.7472
2022-10-16,51.7472
2022-10-17,54.0773
2022-10-18,55.1964
2022-10-19,54.7979
2022-10-20,53.029
2022-10-21,55.7214
2022-10-22,55.7214
2022-10-23,55.7214
2022-10-24,56.4204
2022-10-25,56.635
2022-10-26,55.7266
2022-10-27,59.9055
2022-10-28,64.045
2022-10-29,64.045
2022-10-30,64.045
2022-10-31,64.4614
2022-11-01,59.8298
2022-11-02,58.7894
2022-11-03,58.9739
2022-11-04,59.6835
2022-11-05,59.6835
2022-11-06,59.6835
2022-11-07,58.0437
2022-11-08,58.9384
2022-11-09,54.3509
2022-11-10,60.037
2022-11-11,58.3213
2022-11-12,58.3213
2022-11-13,58.3213
2022-11-14,58.5971
2022-11-15,58.8612
2022-11-16,59.85
2022-11-17,60.0981
2022-11-18,58.6
2022-11-19,58.6
2022-11-20,58.6
2022-11-21,56.897
2022-11-22,58.3793
2022-11-23,57.294
2022-11-24,57.294
2022-11-25,57.5924
2022-11-26,57.5924
2022-11-27,57.5924
2022-11-28,55.8173
2022-11-29,54.9414
2022-11-30,57.0741
2022-12-01,57.75
2022-12-02,55.6355
2022-12-03,55.6355
2022-12-04,55.6355
2022-12-05,52.0508
2022-12-06,50.7697
2022-12-07,48.9134
2022-12-08,51.6233
2022-12-09,50.7896
2022-12-10,50.7896
2022-12-11,50.7896
2022-12-12,50.2617
2022-12-13,49.9687
2022-12-14,50.5895
2022-12-15,49.9737
2022-12-16,47.1765
2022-12-17,47.1765
2022-12-18,47.1765
2022-12-19,44.5943
2022-12-20,45.3879
2022-12-21,45.2261
2022-12-22,45.4273
2022-12-23,46.3305
2022-12-24,46.3305
2022-12-25,46.3305
2022-12-26,46.3305
2022-12-27,44.8445
2022-12-28,43.0816
2022-12-29,44.3059
2022-12-30,43.2709
2022-12-31,43.2709
2023-01-01,43.2709
2023-01-02,43.2709
2023-01-03,44.7308
2023-01-04,47.7216
2023-01-05,46.3099
2023-01-06,48.1282
2023-01-07,48.1282
2023-01-08,48.1282
2023-01-09,51.3224
2023-01-10,55.1034
2023-01-11,54.9337
2023-01-12,54.9576
2023-01-13,56.6481
2023-01-14,56.6481
2023-01-15,56.6481
2023-01-16,56.6481
2023-01-17,57.2558
2023-01-18,56.0981
2023-01-19,54.4064
2023-01-20,57.9594
2023-01-21,57.9594
2023-01-22,57.9594
2023-01-23,58.0048
2023-01-24,53.2148
2023-01-25,54.821
2023-01-26,55.5513
2023-01-27,54.493
2023-01-28,54.493
2023-01-29,54.493
2023-01-30,53.9321
2023-01-31,55.334
2023-02-01,54.5974
2023-02-02,58.9332
2023-02-03,57.7549
2023-02-04,57.7549
2023-02-05,57.7549
2023-02-06,59.5177
2023-02-07,60.7257
2023-02-08,59.8825
2023-02-09,57.7144
2023-02-10,55.4542
2023-02-11,55.4542
2023-02-12,55.4542
2023-02-13,54.324
2023-02-14,57.1529
2023-02-15,58.4069
2023-02-16,59.9862
2023-02-17,57.1568
2023-02-18,57.1568
2023-02-19,57.1568
2023-02-20,57.1568
2023-02-21,58.627
2023-02-22,61.6165
2023-02-23,59.4111
2023-02-24,55.315
2023-02-25,55.315
2023-02-26,55.315
2023-02-27,53.2846
2023-02-28,51.2152
2023-03-01,51.6598
2023-03-02,53.1251
2023-03-03,51.8099
2023-03-04,51.8099
2023-03-05,51.8099
2023-03-06,51.2184
2023-03-07,50.2128
2023-03-08,49.3644
2023-03-09,46.4838
2023-03-10,44.8189
2023-03-11,44.8189
2023-03-12,44.8189
2023-03-13,42.9194
2023-03-14,43.524
2023-03-15,45.3215
2023-03-16,47.6471
2023-03-17,45.798
2023-03-18,45.798
2023-03-19,45.798
2023-03-20,45.8258
2023-03-21,45.8015
