,CXT US Equity
2020-11-28,66.2602
2020-11-29,66.2602
2020-11-30,63.9105
2020-12-01,64.6083
2020-12-02,64.6976
2020-12-03,65.2066
2020-12-04,67.565
2020-12-05,67.565
2020-12-06,67.565
2020-12-07,66.2547
2020-12-08,66.6113
2020-12-09,67.5797
2020-12-10,68.9759
2020-12-11,68.9841
2020-12-12,68.9841
2020-12-13,68.9841
2020-12-14,67.7577
2020-12-15,70.13
2020-12-16,68.5375
2020-12-17,68.482
2020-12-18,68.2724
2020-12-19,68.2724
2020-12-20,68.2724
2020-12-21,65.6279
2020-12-22,65.3473
2020-12-23,66.048
2020-12-24,66.4491
2020-12-25,66.4491
2020-12-26,66.4491
2020-12-27,66.4491
2020-12-28,65.8257
2020-12-29,63.596
2020-12-30,64.9872
2020-12-31,65.9723
2021-01-01,65.9723
2021-01-02,65.9723
2021-01-03,65.9723
2021-01-04,62.9953
2021-01-05,65.6993
2021-01-06,69.9095
2021-01-07,69.055
2021-01-08,65.6787
2021-01-09,65.6787
2021-01-10,65.6787
2021-01-11,65.7898
2021-01-12,66.2973
2021-01-13,64.3583
2021-01-14,65.6713
2021-01-15,63.3299
2021-01-16,63.3299
2021-01-17,63.3299
2021-01-18,63.3299
2021-01-19,64.3809
2021-01-20,64.8914
2021-01-21,62.9516
2021-01-22,61.9398
2021-01-23,61.9398
2021-01-24,61.9398
2021-01-25,58.3531
2021-01-26,56.2846
2021-01-27,53.8585
2021-01-28,54.3672
2021-01-29,53.6301
2021-01-30,53.6301
2021-01-31,53.6301
2021-02-01,57.2998
2021-02-02,59.3234
2021-02-03,59.0422
2021-02-04,60.3682
2021-02-05,60.8094
2021-02-06,60.8094
2021-02-07,60.8094
2021-02-08,62.4932
2021-02-09,60.7869
2021-02-10,61.1866
2021-02-11,61.8644
2021-02-12,62.0272
2021-02-13,62.0272
2021-02-14,62.0272
2021-02-15,62.0272
2021-02-16,62.5003
2021-02-17,61.9613
2021-02-18,60.0176
2021-02-19,62.7784
2021-02-20,62.7784
2021-02-21,62.7784
2021-02-22,63.9622
2021-02-23,64.0998
2021-02-24,66.0339
2021-02-25,62.7047
2021-02-26,59.5423
2021-02-27,59.5423
2021-02-28,59.5423
2021-03-01,62.6787
2021-03-02,63.8846
2021-03-03,65.0729
2021-03-04,61.3024
2021-03-05,64.1791
2021-03-06,64.1791
2021-03-07,64.1791
2021-03-08,65.2819
2021-03-09,63.0791
2021-03-10,64.7712
2021-03-11,65.4006
2021-03-12,66.9994
2021-03-13,66.9994
2021-03-14,66.9994
2021-03-15,68.3631
2021-03-16,64.4761
2021-03-17,65.8106
2021-03-18,65.8833
2021-03-19,64.8498
2021-03-20,64.8498
2021-03-21,64.8498
2021-03-22,62.7091
2021-03-23,57.8814
2021-03-24,59.1054
2021-03-25,61.3956
2021-03-26,63.3461
2021-03-27,63.3461
2021-03-28,63.3461
2021-03-29,60.6597
2021-03-30,61.8752
2021-03-31,60.9249
2021-04-01,62.0229
2021-04-02,62.0229
2021-04-03,62.0229
2021-04-04,62.0229
2021-04-05,61.3005
2021-04-06,61.2513
2021-04-07,59.6661
2021-04-08,59.9675
2021-04-09,61.5211
2021-04-10,61.5211
2021-04-11,61.5211
2021-04-12,61.554
2021-04-13,59.8285
2021-04-14,60.1469
2021-04-15,59.856
2021-04-16,59.8937
2021-04-17,59.8937
2021-04-18,59.8937
2021-04-19,58.0008
2021-04-20,56.4122
2021-04-21,59.1776
2021-04-22,57.9166
2021-04-23,59.6812
2021-04-24,59.6812
2021-04-25,59.6812
2021-04-26,59.7067
2021-04-27,59.5314
2021-04-28,61.0566
2021-04-29,59.2639
2021-04-30,56.4809
2021-05-01,56.4809
2021-05-02,56.4809
2021-05-03,57.4437
2021-05-04,61.0611
2021-05-05,59.6361
2021-05-06,61.997
2021-05-07,62.6066
2021-05-08,62.6066
2021-05-09,62.6066
2021-05-10,61.4112
2021-05-11,57.6408
2021-05-12,52.7937
2021-05-13,56.0659
2021-05-14,58.8844
2021-05-15,58.8844
2021-05-16,58.8844
2021-05-17,57.0622
2021-05-18,54.0814
2021-05-19,51.6296
2021-05-20,51.7207
2021-05-21,52.4746
2021-05-22,52.4746
2021-05-23,52.4746
2021-05-24,54.8665
2021-05-25,53.4093
2021-05-26,54.4563
2021-05-27,55.6314
2021-05-28,54.0341
2021-05-29,54.0341
2021-05-30,54.0341
2021-05-31,54.0341
2021-06-01,54.2452
2021-06-02,53.0018
2021-06-03,51.3674
2021-06-04,51.8169
2021-06-05,51.8169
2021-06-06,51.8169
2021-06-07,49.9973
2021-06-08,50.5604
2021-06-09,47.1874
2021-06-10,47.9158
2021-06-11,48.8206
2021-06-12,48.8206
2021-06-13,48.8206
2021-06-14,46.9553
2021-06-15,48.6468
2021-06-16,46.9363
2021-06-17,41.5894
2021-06-18,41.482
2021-06-19,41.482
2021-06-20,41.482
2021-06-21,47.409
2021-06-22,46.3233
2021-06-23,45.5365
2021-06-24,48.1101
2021-06-25,50.2235
2021-06-26,50.2235
2021-06-27,50.2235
2021-06-28,48.8689
2021-06-29,47.8803
2021-06-30,50.6836
2021-07-01,51.4497
2021-07-02,52.2837
2021-07-03,52.2837
2021-07-04,52.2837
2021-07-05,52.2837
2021-07-06,52.2837
2021-07-07,53.9627
2021-07-08,50.3563
2021-07-09,53.4546
2021-07-10,53.4546
2021-07-11,53.4546
2021-07-12,52.6809
2021-07-13,51.0652
2021-07-14,51.286
2021-07-15,48.5256
2021-07-16,47.4286
2021-07-17,47.4286
2021-07-18,47.4286
2021-07-19,43.1777
2021-07-20,48.8894
2021-07-21,50.7341
2021-07-22,48.9914
2021-07-23,50.3794
2021-07-24,50.3794
2021-07-25,50.3794
2021-07-26,49.6864
2021-07-27,54.0932
2021-07-28,52.8666
2021-07-29,54.5175
2021-07-30,55.8453
2021-07-31,55.8453
2021-08-01,55.8453
2021-08-02,54.7741
2021-08-03,56.6156
2021-08-04,54.9449
2021-08-05,56.3855
2021-08-06,56.8932
2021-08-07,56.8932
2021-08-08,56.8932
2021-08-09,54.5186
2021-08-10,57.5584
2021-08-11,60.637
2021-08-12,61.6122
2021-08-13,58.7273
2021-08-14,58.7273
2021-08-15,58.7273
2021-08-16,59.1479
2021-08-17,56.0841
2021-08-18,52.6909
2021-08-19,51.6642
2021-08-20,53.8457
2021-08-21,53.8457
2021-08-22,53.8457
2021-08-23,54.2851
2021-08-24,55.5059
2021-08-25,56.8409
2021-08-26,56.8715
2021-08-27,59.1809
2021-08-28,59.1809
2021-08-29,59.1809
2021-08-30,58.1587
2021-08-31,56.8777
2021-09-01,54.0913
2021-09-02,53.1842
2021-09-03,51.0098
2021-09-04,51.0098
2021-09-05,51.0098
2021-09-06,51.0098
2021-09-07,48.4259
2021-09-08,48.9681
2021-09-09,47.7524
2021-09-10,47.0253
2021-09-11,47.0253
2021-09-12,47.0253
2021-09-13,49.0571
2021-09-14,48.3967
2021-09-15,48.8844
2021-09-16,47.4182
2021-09-17,44.7035
2021-09-18,44.7035
2021-09-19,44.7035
2021-09-20,43.2277
2021-09-21,41.748
2021-09-22,43.7402
2021-09-23,45.9457
2021-09-24,47.338
2021-09-25,47.338
2021-09-26,47.338
2021-09-27,48.8208
2021-09-28,49.4128
2021-09-29,51.166
2021-09-30,49.5476
2021-10-01,52.4566
2021-10-02,52.4566
2021-10-03,52.4566
2021-10-04,51.1824
2021-10-05,51.613
2021-10-06,49.6667
2021-10-07,51.8043
2021-10-08,50.6122
2021-10-09,50.6122
2021-10-10,50.6122
2021-10-11,46.0318
2021-10-12,45.6869
2021-10-13,44.1138
2021-10-14,47.7168
2021-10-15,47.8601
2021-10-16,47.8601
2021-10-17,47.8601
2021-10-18,48.8616
2021-10-19,47.1481
2021-10-20,48.9212
2021-10-21,50.0932
2021-10-22,49.4798
2021-10-23,49.4798
2021-10-24,49.4798
2021-10-25,48.4101
2021-10-26,57.6603
2021-10-27,56.1646
2021-10-28,57.3198
2021-10-29,59.0244
2021-10-30,59.0244
2021-10-31,59.0244
2021-11-01,61.3944
2021-11-02,59.7628
2021-11-03,59.8273
2021-11-04,58.3096
2021-11-05,60.6738
2021-11-06,60.6738
2021-11-07,60.6738
2021-11-08,61.647
2021-11-09,62.0304
2021-11-10,60.1637
2021-11-11,60.2596
2021-11-12,60.5543
2021-11-13,60.5543
2021-11-14,60.5543
2021-11-15,61.5091
2021-11-16,60.2036
2021-11-17,57.0851
2021-11-18,57.6068
2021-11-19,55.2335
2021-11-20,55.2335
2021-11-21,55.2335
2021-11-22,56.8699
2021-11-23,57.0036
2021-11-24,56.3861
2021-11-25,56.3861
2021-11-26,49.8584
2021-11-27,49.8584
2021-11-28,49.8584
2021-11-29,50.0715
2021-11-30,46.1448
2021-12-01,43.9038
2021-12-02,49.3939
2021-12-03,48.4071
2021-12-04,48.4071
2021-12-05,48.4071
2021-12-06,51.7737
2021-12-07,52.6154
2021-12-08,53.7836
2021-12-09,53.6492
2021-12-10,54.2406
2021-12-11,54.2406
2021-12-12,54.2406
2021-12-13,50.1154
2021-12-14,49.4015
2021-12-15,50.3651
2021-12-16,48.3895
2021-12-17,45.7149
2021-12-18,45.7149
2021-12-19,45.7149
2021-12-20,44.3547
2021-12-21,48.5571
2021-12-22,48.4178
2021-12-23,50.2356
2021-12-24,50.2356
2021-12-25,50.2356
2021-12-26,50.2356
2021-12-27,52.7749
2021-12-28,53.3488
2021-12-29,52.6389
2021-12-30,51.3101
2021-12-31,52.2537
2022-01-01,52.2537
2022-01-02,52.2537
2022-01-03,52.9167
2022-01-04,55.8308
2022-01-05,54.7697
2022-01-06,55.0285
2022-01-07,55.4569
2022-01-08,55.4569
2022-01-09,55.4569
2022-01-10,52.1617
2022-01-11,53.1749
2022-01-12,54.279
2022-01-13,55.8661
2022-01-14,57.1571
2022-01-15,57.1571
2022-01-16,57.1571
2022-01-17,57.1571
2022-01-18,53.9594
2022-01-19,51.6933
2022-01-20,49.9853
2022-01-21,47.9934
2022-01-22,47.9934
2022-01-23,47.9934
2022-01-24,50.8762
2022-01-25,50.2452
2022-01-26,50.5445
2022-01-27,47.561
2022-01-28,48.4111
2022-01-29,48.4111
2022-01-30,48.4111
2022-01-31,52.639
2022-02-01,52.8708
2022-02-02,53.7735
2022-02-03,50.2918
2022-02-04,50.9306
2022-02-05,50.9306
2022-02-06,50.9306
2022-02-07,50.2864
2022-02-08,51.4841
2022-02-09,53.8752
2022-02-10,51.5865
2022-02-11,49.9963
2022-02-12,49.9963
2022-02-13,49.9963
2022-02-14,50.2627
2022-02-15,52.4881
2022-02-16,52.9077
2022-02-17,50.5718
2022-02-18,50.2064
2022-02-19,50.2064
2022-02-20,50.2064
2022-02-21,50.2064
2022-02-22,48.1823
2022-02-23,46.9919
2022-02-24,46.6308
2022-02-25,50.4931
2022-02-26,50.4931
2022-02-27,50.4931
2022-02-28,49.8814
2022-03-01,45.3033
2022-03-02,53.3686
2022-03-03,53.3225
2022-03-04,50.3924
2022-03-05,50.3924
2022-03-06,50.3924
2022-03-07,46.8389
2022-03-08,48.443
2022-03-09,51.8549
2022-03-10,50.9619
2022-03-11,51.4447
2022-03-12,51.4447
2022-03-13,51.4447
2022-03-14,52.4041
2022-03-15,52.4552
2022-03-16,55.5024
2022-03-17,56.7046
2022-03-18,58.164
2022-03-19,58.164
2022-03-20,58.164
2022-03-21,57.8259
2022-03-22,58.6638
2022-03-23,55.3392
2022-03-24,55.9508
2022-03-25,57.3325
2022-03-26,57.3325
2022-03-27,57.3325
2022-03-28,55.0977
2022-03-29,57.2888
2022-03-30,57.1879
2022-03-31,54.973
2022-04-01,55.3971
2022-04-02,55.3971
2022-04-03,55.3971
2022-04-04,54.7494
2022-04-05,50.8091
2022-04-06,48.5962
2022-04-07,47.9482
2022-04-08,47.984
2022-04-09,47.984
2022-04-10,47.984
2022-04-11,48.3645
2022-04-12,49.5588
2022-04-13,51.5545
2022-04-14,52.0015
2022-04-15,52.0015
2022-04-16,52.0015
2022-04-17,52.0015
2022-04-18,51.3692
2022-04-19,54.0692
2022-04-20,57.5309
2022-04-21,55.7002
2022-04-22,50.4404
2022-04-23,50.4404
2022-04-24,50.4404
2022-04-25,50.3497
2022-04-26,44.2326
2022-04-27,41.5059
2022-04-28,44.7248
2022-04-29,42.5986
2022-04-30,42.5986
2022-05-01,42.5986
2022-05-02,44.1431
2022-05-03,44.834
2022-05-04,47.5203
2022-05-05,44.7222
2022-05-06,43.3308
2022-05-07,43.3308
2022-05-08,43.3308
2022-05-09,41.743
2022-05-10,40.1658
2022-05-11,38.1786
2022-05-12,39.3442
2022-05-13,39.8668
2022-05-14,39.8668
2022-05-15,39.8668
2022-05-16,39.6625
2022-05-17,43.7126
2022-05-18,43.8231
2022-05-19,41.4492
2022-05-20,40.2185
2022-05-21,40.2185
2022-05-22,40.2185
2022-05-23,41.3417
2022-05-24,40.8455
2022-05-25,41.4633
2022-05-26,45.7071
2022-05-27,47.3733
2022-05-28,47.3733
2022-05-29,47.3733
2022-05-30,47.3733
2022-05-31,47.5987
2022-06-01,45.3684
2022-06-02,48.5575
2022-06-03,47.2925
2022-06-04,47.2925
2022-06-05,47.2925
2022-06-06,49.0907
2022-06-07,52.6905
2022-06-08,48.8845
2022-06-09,47.5423
2022-06-10,45.246
2022-06-11,45.246
2022-06-12,45.246
2022-06-13,42.0477
2022-06-14,41.8676
2022-06-15,43.0555
2022-06-16,39.781
2022-06-17,39.4495
2022-06-18,39.4495
2022-06-19,39.4495
2022-06-20,39.4495
2022-06-21,40.0216
2022-06-22,41.0302
2022-06-23,40.397
2022-06-24,44.453
2022-06-25,44.453
2022-06-26,44.453
2022-06-27,43.8602
2022-06-28,43.835
2022-06-29,42.5946
2022-06-30,43.9125
2022-07-01,44.6588
2022-07-02,44.6588
2022-07-03,44.6588
2022-07-04,44.6588
2022-07-05,45.0763
2022-07-06,45.5472
2022-07-07,47.4018
2022-07-08,46.7849
2022-07-09,46.7849
2022-07-10,46.7849
2022-07-11,46.754
2022-07-12,46.6051
2022-07-13,44.7722
2022-07-14,44.5223
2022-07-15,46.8001
2022-07-16,46.8001
2022-07-17,46.8001
2022-07-18,46.0745
2022-07-19,50.6223
2022-07-20,51.7334
2022-07-21,53.6329
2022-07-22,52.6585
2022-07-23,52.6585
2022-07-24,52.6585
2022-07-25,52.6337
2022-07-26,50.1252
2022-07-27,51.3592
2022-07-28,54.2948
2022-07-29,56.8664
2022-07-30,56.8664
2022-07-31,56.8664
2022-08-01,56.2222
2022-08-02,55.9208
2022-08-03,56.7346
2022-08-04,58.3657
2022-08-05,57.2904
2022-08-06,57.2904
2022-08-07,57.2904
2022-08-08,57.4379
2022-08-09,56.5718
2022-08-10,58.657
2022-08-11,60.2252
2022-08-12,62.7411
2022-08-13,62.7411
2022-08-14,62.7411
2022-08-15,63.0604
2022-08-16,64.6452
2022-08-17,60.7173
2022-08-18,61.6333
2022-08-19,58.5217
2022-08-20,58.5217
2022-08-21,58.5217
2022-08-22,55.6555
2022-08-23,55.9697
2022-08-24,56.0127
2022-08-25,56.8088
2022-08-26,50.7553
2022-08-27,50.7553
2022-08-28,50.7553
2022-08-29,49.58
2022-08-30,48.0083
2022-08-31,46.9443
2022-09-01,45.7938
2022-09-02,45.5583
2022-09-03,45.5583
2022-09-04,45.5583
2022-09-05,45.5583
2022-09-06,45.283
2022-09-07,48.0437
2022-09-08,48.6611
2022-09-09,49.4803
2022-09-10,49.4803
2022-09-11,49.4803
2022-09-12,53.2284
2022-09-13,47.2738
2022-09-14,46.6077
2022-09-15,45.8841
2022-09-16,43.7852
2022-09-17,43.7852
2022-09-18,43.7852
2022-09-19,44.8191
2022-09-20,43.4724
2022-09-21,42.4846
2022-09-22,40.8764
2022-09-23,39.5046
2022-09-24,39.5046
2022-09-25,39.5046
2022-09-26,39.1193
2022-09-27,39.2419
2022-09-28,42.02
2022-09-29,41.4867
2022-09-30,41.6705
2022-10-01,41.6705
2022-10-02,41.6705
2022-10-03,45.7809
2022-10-04,51.5573
2022-10-05,51.5077
2022-10-06,52.9584
2022-10-07,49.7313
2022-10-08,49.7313
2022-10-09,49.7313
2022-10-10,50.582
2022-10-11,50.655
2022-10-12,50.1821
2022-10-13,52.8292
2022-10-14,51.0414
2022-10-15,51.0414
2022-10-16,51.0414
2022-10-17,52.7906
2022-10-18,56.4843
2022-10-19,55.5261
2022-10-20,52.3556
2022-10-21,55.6987
2022-10-22,55.6987
2022-10-23,55.6987
2022-10-24,55.9032
2022-10-25,53.7223
2022-10-26,52.5253
2022-10-27,53.288
2022-10-28,56.1796
2022-10-29,56.1796
2022-10-30,56.1796
2022-10-31,56.1396
2022-11-01,58.749
2022-11-02,53.7721
2022-11-03,55.5588
2022-11-04,58.1354
2022-11-05,58.1354
2022-11-06,58.1354
2022-11-07,59.041
2022-11-08,57.2771
2022-11-09,54.664
2022-11-10,57.4651
2022-11-11,57.6456
2022-11-12,57.6456
2022-11-13,57.6456
2022-11-14,58.6794
2022-11-15,58.9431
2022-11-16,57.6567
2022-11-17,55.2877
2022-11-18,57.2139
2022-11-19,57.2139
2022-11-20,57.2139
2022-11-21,56.2719
2022-11-22,56.6312
2022-11-23,58.1531
2022-11-24,58.1531
2022-11-25,59.5822
2022-11-26,59.5822
2022-11-27,59.5822
2022-11-28,56.7105
2022-11-29,56.1092
2022-11-30,57.6928
2022-12-01,60.1021
2022-12-02,56.4862
2022-12-03,56.4862
2022-12-04,56.4862
2022-12-05,52.3981
2022-12-06,51.1799
2022-12-07,50.9681
2022-12-08,51.3081
2022-12-09,49.3442
2022-12-10,49.3442
2022-12-11,49.3442
2022-12-12,53.0515
2022-12-13,53.6146
2022-12-14,53.0047
2022-12-15,47.8591
2022-12-16,45.7775
2022-12-17,45.7775
2022-12-18,45.7775
2022-12-19,46.7205
2022-12-20,47.1557
2022-12-21,50.0339
2022-12-22,49.0626
2022-12-23,49.442
2022-12-24,49.442
2022-12-25,49.442
2022-12-26,49.442
2022-12-27,50.5731
2022-12-28,47.9472
2022-12-29,50.6637
2022-12-30,50.5412
2022-12-31,50.5412
2023-01-01,50.5412
2023-01-02,50.5412
2023-01-03,51.5224
2023-01-04,52.4004
2023-01-05,52.8313
2023-01-06,54.7228
2023-01-07,54.7228
2023-01-08,54.7228
2023-01-09,55.4974
2023-01-10,56.2816
2023-01-11,56.2816
2023-01-12,58.6526
2023-01-13,58.2459
2023-01-14,58.2459
2023-01-15,58.2459
2023-01-16,58.2459
2023-01-17,58.9711
2023-01-18,57.46
2023-01-19,55.0057
2023-01-20,57.7819
2023-01-21,57.7819
2023-01-22,57.7819
2023-01-23,59.7518
2023-01-24,64.4721
2023-01-25,64.6967
2023-01-26,65.6279
2023-01-27,60.5568
2023-01-28,60.5568
2023-01-29,60.5568
2023-01-30,61.012
2023-01-31,62.7319
2023-02-01,63.6802
2023-02-02,64.7297
2023-02-03,65.4837
2023-02-04,65.4837
2023-02-05,65.4837
2023-02-06,65.8021
2023-02-07,66.1734
2023-02-08,65.2024
2023-02-09,63.1439
2023-02-10,63.7849
2023-02-11,63.7849
2023-02-12,63.7849
2023-02-13,65.2554
2023-02-14,65.2728
2023-02-15,65.3089
2023-02-16,64.1199
2023-02-17,64.4978
2023-02-18,64.4978
2023-02-19,64.4978
2023-02-20,64.4978
2023-02-21,58.9026
2023-02-22,59.5328
2023-02-23,60.2068
2023-02-24,59.9772
2023-02-25,59.9772
2023-02-26,59.9772
2023-02-27,61.4078
2023-02-28,62.3329
2023-03-01,63.5383
2023-03-02,64.9872
2023-03-03,65.9243
2023-03-04,65.9243
2023-03-05,65.9243
2023-03-06,62.9077
2023-03-07,58.6908
2023-03-08,59.0582
2023-03-09,55.998
2023-03-10,47.1518
2023-03-11,47.1518
2023-03-12,47.1518
2023-03-13,48.0551
2023-03-14,54.357
2023-03-15,47.8558
2023-03-16,48.8708
2023-03-17,47.0892
