,BALY US Equity
2020-06-28,52.5356
2020-06-29,54.6261
2020-06-30,55.7681
2020-07-01,55.4849
2020-07-02,55.3685
2020-07-03,55.3685
2020-07-04,55.3685
2020-07-05,55.3685
2020-07-06,55.0104
2020-07-07,51.0805
2020-07-08,50.8898
2020-07-09,49.3113
2020-07-10,49.5901
2020-07-11,49.5901
2020-07-12,49.5901
2020-07-13,49.1149
2020-07-14,49.4392
2020-07-15,55.4715
2020-07-16,54.141
2020-07-17,52.2677
2020-07-18,52.2677
2020-07-19,52.2677
2020-07-20,50.3277
2020-07-21,52.6149
2020-07-22,52.8192
2020-07-23,51.3032
2020-07-24,51.6015
2020-07-25,51.6015
2020-07-26,51.6015
2020-07-27,50.2132
2020-07-28,50.6141
2020-07-29,56.942
2020-07-30,56.9114
2020-07-31,52.2711
2020-08-01,52.2711
2020-08-02,52.2711
2020-08-03,53.329
2020-08-04,54.7994
2020-08-05,55.722
2020-08-06,56.7979
2020-08-07,57.6541
2020-08-08,57.6541
2020-08-09,57.6541
2020-08-10,58.662
2020-08-11,60.9354
2020-08-12,59.9838
2020-08-13,61.7319
2020-08-14,60.8929
2020-08-15,60.8929
2020-08-16,60.8929
2020-08-17,61.1551
2020-08-18,61.5769
2020-08-19,63.7624
2020-08-20,59.3461
2020-08-21,56.8514
2020-08-22,56.8514
2020-08-23,56.8514
2020-08-24,56.4784
2020-08-25,56.6745
2020-08-26,56.8254
2020-08-27,57.9368
2020-08-28,59.3158
2020-08-29,59.3158
2020-08-30,59.3158
2020-08-31,53.1372
2020-09-01,54.3416
2020-09-02,54.9783
2020-09-03,49.163
2020-09-04,48.439
2020-09-05,48.439
2020-09-06,48.439
2020-09-07,48.439
2020-09-08,48.3864
2020-09-09,50.4746
2020-09-10,51.4499
2020-09-11,50.1169
2020-09-12,50.1169
2020-09-13,50.1169
2020-09-14,52.9097
2020-09-15,53.9107
2020-09-16,52.5189
2020-09-17,51.5522
2020-09-18,48.9267
2020-09-19,48.9267
2020-09-20,48.9267
2020-09-21,49.2144
2020-09-22,52.4301
2020-09-23,50.8787
2020-09-24,52.1798
2020-09-25,55.9517
2020-09-26,55.9517
2020-09-27,55.9517
2020-09-28,56.9127
2020-09-29,56.4774
2020-09-30,58.0423
2020-10-01,59.3703
2020-10-02,60.851
2020-10-03,60.851
2020-10-04,60.851
2020-10-05,58.2611
2020-10-06,54.4665
2020-10-07,55.5915
2020-10-08,53.9486
2020-10-09,52.1272
2020-10-10,52.1272
2020-10-11,52.1272
2020-10-12,48.5259
2020-10-13,50.6275
2020-10-14,50.2346
2020-10-15,51.2522
2020-10-16,50.3242
2020-10-17,50.3242
2020-10-18,50.3242
2020-10-19,48.3529
2020-10-20,49.1603
2020-10-21,45.9809
2020-10-22,49.7243
2020-10-23,51.7302
2020-10-24,51.7302
2020-10-25,51.7302
2020-10-26,51.8544
2020-10-27,50.0172
2020-10-28,49.4914
2020-10-29,51.0614
2020-10-30,50.8673
2020-10-31,50.8673
2020-11-01,50.8673
2020-11-02,52.4949
2020-11-03,54.7085
2020-11-04,56.5155
2020-11-05,59.9331
2020-11-06,57.2026
2020-11-07,57.2026
2020-11-08,57.2026
2020-11-09,58.8234
2020-11-10,58.887
2020-11-11,56.1087
2020-11-12,58.8715
2020-11-13,60.1094
2020-11-14,60.1094
2020-11-15,60.1094
2020-11-16,62.2483
2020-11-17,63.0062
2020-11-18,63.3773
2020-11-19,72.5059
2020-11-20,81.1542
2020-11-21,81.1542
2020-11-22,81.1542
2020-11-23,75.0242
2020-11-24,75.3342
2020-11-25,76.3318
2020-11-26,76.3318
2020-11-27,74.4545
2020-11-28,74.4545
2020-11-29,74.4545
2020-11-30,70.1958
2020-12-01,69.8909
2020-12-02,69.5782
2020-12-03,70.2241
2020-12-04,70.9473
2020-12-05,70.9473
2020-12-06,70.9473
2020-12-07,73.1608
2020-12-08,73.1195
2020-12-09,73.3376
2020-12-10,64.8279
2020-12-11,64.4921
2020-12-12,64.4921
2020-12-13,64.4921
2020-12-14,64.1843
2020-12-15,66.5449
2020-12-16,66.8703
2020-12-17,67.7509
2020-12-18,63.5911
2020-12-19,63.5911
2020-12-20,63.5911
2020-12-21,61.8697
2020-12-22,64.8339
2020-12-23,66.3418
2020-12-24,65.7793
2020-12-25,65.7793
2020-12-26,65.7793
2020-12-27,65.7793
2020-12-28,62.4909
2020-12-29,60.4554
2020-12-30,62.9615
2020-12-31,64.8613
2021-01-01,64.8613
2021-01-02,64.8613
2021-01-03,64.8613
2021-01-04,59.2009
2021-01-05,61.5112
2021-01-06,62.0932
2021-01-07,59.9995
2021-01-08,58.8389
2021-01-09,58.8389
2021-01-10,58.8389
2021-01-11,60.8999
2021-01-12,62.6809
2021-01-13,62.5624
2021-01-14,62.7355
2021-01-15,63.4621
2021-01-16,63.4621
2021-01-17,63.4621
2021-01-18,63.4621
2021-01-19,57.9839
2021-01-20,57.7887
2021-01-21,59.8754
2021-01-22,62.2753
2021-01-23,62.2753
2021-01-24,62.2753
2021-01-25,64.1846
2021-01-26,60.4676
2021-01-27,58.3413
2021-01-28,60.5393
2021-01-29,58.9119
2021-01-30,58.9119
2021-01-31,58.9119
2021-02-01,58.7538
2021-02-02,60.6129
2021-02-03,61.5961
2021-02-04,60.8109
2021-02-05,60.7394
2021-02-06,60.7394
2021-02-07,60.7394
2021-02-08,62.2547
2021-02-09,64.9987
2021-02-10,65.4637
2021-02-11,61.4456
2021-02-12,63.1334
2021-02-13,63.1334
2021-02-14,63.1334
2021-02-15,63.1334
2021-02-16,64.3189
2021-02-17,62.8161
2021-02-18,61.0864
2021-02-19,62.2152
2021-02-20,62.2152
2021-02-21,62.2152
2021-02-22,62.5722
2021-02-23,64.6453
2021-02-24,66.8751
2021-02-25,63.4787
2021-02-26,58.3677
2021-02-27,58.3677
2021-02-28,58.3677
2021-03-01,62.2664
2021-03-02,60.2763
2021-03-03,57.8262
2021-03-04,49.7095
2021-03-05,55.3779
2021-03-06,55.3779
2021-03-07,55.3779
2021-03-08,58.7335
2021-03-09,57.8197
2021-03-10,61.1691
2021-03-11,63.128
2021-03-12,62.1111
2021-03-13,62.1111
2021-03-14,62.1111
2021-03-15,62.683
2021-03-16,59.7571
2021-03-17,61.3406
2021-03-18,57.2734
2021-03-19,58.0913
2021-03-20,58.0913
2021-03-21,58.0913
2021-03-22,58.2554
2021-03-23,56.0439
2021-03-24,57.1445
2021-03-25,60.4612
2021-03-26,57.3455
2021-03-27,57.3455
2021-03-28,57.3455
2021-03-29,52.7961
2021-03-30,54.2286
2021-03-31,53.4437
2021-04-01,53.6411
2021-04-02,53.6411
2021-04-03,53.6411
2021-04-04,53.6411
2021-04-05,54.705
2021-04-06,52.7656
2021-04-07,51.0394
2021-04-08,51.0321
2021-04-09,50.807
2021-04-10,50.807
2021-04-11,50.807
2021-04-12,50.1208
2021-04-13,45.527
2021-04-14,44.8467
2021-04-15,48.3478
2021-04-16,49.0521
2021-04-17,49.0521
2021-04-18,49.0521
2021-04-19,47.6925
2021-04-20,46.4165
2021-04-21,48.1972
2021-04-22,48.5266
2021-04-23,49.5756
2021-04-24,49.5756
2021-04-25,49.5756
2021-04-26,50.2162
2021-04-27,49.9709
2021-04-28,50.0929
2021-04-29,49.5018
2021-04-30,48.5993
2021-05-01,48.5993
2021-05-02,48.5993
2021-05-03,49.5508
2021-05-04,48.6451
2021-05-05,49.2212
2021-05-06,47.4555
2021-05-07,49.0195
2021-05-08,49.0195
2021-05-09,49.0195
2021-05-10,46.3691
2021-05-11,47.3383
2021-05-12,43.895
2021-05-13,45.1015
2021-05-14,45.4991
2021-05-15,45.4991
2021-05-16,45.4991
2021-05-17,45.3499
2021-05-18,45.0275
2021-05-19,45.1549
2021-05-20,45.622
2021-05-21,45.2971
2021-05-22,45.2971
2021-05-23,45.2971
2021-05-24,47.5172
2021-05-25,47.4478
2021-05-26,49.444
2021-05-27,50.8169
2021-05-28,50.5438
2021-05-29,50.5438
2021-05-30,50.5438
2021-05-31,50.5438
2021-06-01,51.1091
2021-06-02,52.281
2021-06-03,49.4753
2021-06-04,48.0498
2021-06-05,48.0498
2021-06-06,48.0498
2021-06-07,48.1668
2021-06-08,47.1557
2021-06-09,45.7308
2021-06-10,44.4468
2021-06-11,44.8016
2021-06-12,44.8016
2021-06-13,44.8016
2021-06-14,44.2173
2021-06-15,43.7472
2021-06-16,45.0128
2021-06-17,43.032
2021-06-18,43.8788
2021-06-19,43.8788
2021-06-20,43.8788
2021-06-21,45.5258
2021-06-22,46.8744
2021-06-23,48.7159
2021-06-24,48.4222
2021-06-25,46.9582
2021-06-26,46.9582
2021-06-27,46.9582
2021-06-28,46.553
2021-06-29,46.7313
2021-06-30,47.7972
2021-07-01,47.4239
2021-07-02,45.4908
2021-07-03,45.4908
2021-07-04,45.4908
2021-07-05,45.4908
2021-07-06,44.7206
2021-07-07,42.0776
2021-07-08,42.8503
2021-07-09,45.7784
2021-07-10,45.7784
2021-07-11,45.7784
2021-07-12,46.472
2021-07-13,44.8274
2021-07-14,42.615
2021-07-15,41.0056
2021-07-16,39.8013
2021-07-17,39.8013
2021-07-18,39.8013
2021-07-19,37.5528
2021-07-20,38.6652
2021-07-21,40.6613
2021-07-22,40.214
2021-07-23,40.0341
2021-07-24,40.0341
2021-07-25,40.0341
2021-07-26,44.3113
2021-07-27,45.443
2021-07-28,46.5821
2021-07-29,45.2336
2021-07-30,45.1784
2021-07-31,45.1784
2021-08-01,45.1784
2021-08-02,45.213
2021-08-03,43.2507
2021-08-04,43.397
2021-08-05,49.1734
2021-08-06,52.2899
2021-08-07,52.2899
2021-08-08,52.2899
2021-08-09,51.8844
2021-08-10,48.9253
2021-08-11,48.1856
2021-08-12,46.6684
2021-08-13,44.3776
2021-08-14,44.3776
2021-08-15,44.3776
2021-08-16,43.5225
2021-08-17,40.1489
2021-08-18,40.8756
2021-08-19,39.9789
2021-08-20,41.3455
2021-08-21,41.3455
2021-08-22,41.3455
2021-08-23,44.5993
2021-08-24,47.3231
2021-08-25,49.6473
2021-08-26,49.7787
2021-08-27,51.7749
2021-08-28,51.7749
2021-08-29,51.7749
2021-08-30,49.8871
2021-08-31,49.534
2021-09-01,47.3942
2021-09-02,47.5683
2021-09-03,46.3139
2021-09-04,46.3139
2021-09-05,46.3139
2021-09-06,46.3139
2021-09-07,49.5416
2021-09-08,46.0852
2021-09-09,47.1854
2021-09-10,45.7701
2021-09-11,45.7701
2021-09-12,45.7701
2021-09-13,43.8346
2021-09-14,42.9709
2021-09-15,42.626
2021-09-16,42.4302
2021-09-17,41.7687
2021-09-18,41.7687
2021-09-19,41.7687
2021-09-20,40.1375
2021-09-21,42.7444
2021-09-22,47.5987
2021-09-23,51.04
2021-09-24,52.926
2021-09-25,52.926
2021-09-26,52.926
2021-09-27,56.5054
2021-09-28,55.2102
2021-09-29,53.2063
2021-09-30,51.1028
2021-10-01,54.7769
2021-10-02,54.7769
2021-10-03,54.7769
2021-10-04,54.8724
2021-10-05,52.5078
2021-10-06,54.8034
2021-10-07,53.8439
2021-10-08,51.6517
2021-10-09,51.6517
2021-10-10,51.6517
2021-10-11,50.1189
2021-10-12,50.8599
2021-10-13,49.2384
2021-10-14,49.6261
2021-10-15,51.5534
2021-10-16,51.5534
2021-10-17,51.5534
2021-10-18,51.7026
2021-10-19,51.1546
2021-10-20,49.4406
2021-10-21,48.8616
2021-10-22,49.2764
2021-10-23,49.2764
2021-10-24,49.2764
2021-10-25,49.5274
2021-10-26,53.0565
2021-10-27,50.8647
2021-10-28,46.2482
2021-10-29,44.302
2021-10-30,44.302
2021-10-31,44.302
2021-11-01,46.6546
2021-11-02,44.2
2021-11-03,44.4455
2021-11-04,41.3729
2021-11-05,44.8344
2021-11-06,44.8344
2021-11-07,44.8344
2021-11-08,42.9994
2021-11-09,46.9969
2021-11-10,47.2787
2021-11-11,46.5112
2021-11-12,46.4988
2021-11-13,46.4988
2021-11-14,46.4988
2021-11-15,46.4732
2021-11-16,46.6101
2021-11-17,46.0816
2021-11-18,44.6967
2021-11-19,43.7332
2021-11-20,43.7332
2021-11-21,43.7332
2021-11-22,41.5499
2021-11-23,40.5634
2021-11-24,40.0893
2021-11-25,40.0893
2021-11-26,40.2005
2021-11-27,40.2005
2021-11-28,40.2005
2021-11-29,38.2534
2021-11-30,36.882
2021-12-01,33.9872
2021-12-02,37.4363
2021-12-03,37.2611
2021-12-04,37.2611
2021-12-05,37.2611
2021-12-06,39.2101
2021-12-07,40.7022
2021-12-08,40.9011
2021-12-09,40.3036
2021-12-10,38.5676
2021-12-11,38.5676
2021-12-12,38.5676
2021-12-13,37.0465
2021-12-14,36.0433
2021-12-15,34.9962
2021-12-16,34.0385
2021-12-17,36.6668
2021-12-18,36.6668
2021-12-19,36.6668
2021-12-20,36.0335
2021-12-21,41.9885
2021-12-22,41.8863
2021-12-23,42.3217
2021-12-24,42.3217
2021-12-25,42.3217
2021-12-26,42.3217
2021-12-27,42.4888
2021-12-28,41.1989
2021-12-29,42.9154
2021-12-30,43.3903
2021-12-31,43.8733
2022-01-01,43.8733
2022-01-02,43.8733
2022-01-03,43.459
2022-01-04,42.1329
2022-01-05,39.8348
2022-01-06,40.5938
2022-01-07,43.0305
2022-01-08,43.0305
2022-01-09,43.0305
2022-01-10,42.8303
2022-01-11,44.7729
2022-01-12,42.1967
2022-01-13,40.2094
2022-01-14,38.8153
2022-01-15,38.8153
2022-01-16,38.8153
2022-01-17,38.8153
2022-01-18,36.5442
2022-01-19,35.1813
2022-01-20,33.5297
2022-01-21,31.1496
2022-01-22,31.1496
2022-01-23,31.1496
2022-01-24,35.6052
2022-01-25,46.7392
2022-01-26,46.6133
2022-01-27,45.1654
2022-01-28,47.2297
2022-01-29,47.2297
2022-01-30,47.2297
2022-01-31,46.8905
2022-02-01,47.668
2022-02-02,47.3234
2022-02-03,46.7917
2022-02-04,47.9228
2022-02-05,47.9228
2022-02-06,47.9228
2022-02-07,47.5838
2022-02-08,48.1773
2022-02-09,48.3956
2022-02-10,48.1375
2022-02-11,47.677
2022-02-12,47.677
2022-02-13,47.677
2022-02-14,46.43
2022-02-15,48.3072
2022-02-16,48.3622
2022-02-17,47.8526
2022-02-18,45.9359
2022-02-19,45.9359
2022-02-20,45.9359
2022-02-21,45.9359
2022-02-22,46.3564
2022-02-23,46.6426
2022-02-24,48.4318
2022-02-25,48.3746
2022-02-26,48.3746
2022-02-27,48.3746
2022-02-28,47.9256
2022-03-01,46.452
2022-03-02,45.314
2022-03-03,45.4063
2022-03-04,44.4371
2022-03-05,44.4371
2022-03-06,44.4371
2022-03-07,38.6213
2022-03-08,38.0622
2022-03-09,41.0224
2022-03-10,40.4578
2022-03-11,38.9372
2022-03-12,38.9372
2022-03-13,38.9372
2022-03-14,35.8851
2022-03-15,38.7018
2022-03-16,42.1484
2022-03-17,42.4701
2022-03-18,42.9949
2022-03-19,42.9949
2022-03-20,42.9949
2022-03-21,42.2964
2022-03-22,42.7773
2022-03-23,41.6157
2022-03-24,42.1652
2022-03-25,41.5843
2022-03-26,41.5843
2022-03-27,41.5843
2022-03-28,40.7742
2022-03-29,43.1405
2022-03-30,41.5846
2022-03-31,43.3302
2022-04-01,42.3168
2022-04-02,42.3168
2022-04-03,42.3168
2022-04-04,46.2422
2022-04-05,43.7733
2022-04-06,41.1261
2022-04-07,39.3778
2022-04-08,38.8191
2022-04-09,38.8191
2022-04-10,38.8191
2022-04-11,38.273
2022-04-12,38.6809
2022-04-13,41.3381
2022-04-14,43.1415
2022-04-15,43.1415
2022-04-16,43.1415
2022-04-17,43.1415
2022-04-18,45.5431
2022-04-19,47.2281
2022-04-20,46.7945
2022-04-21,44.7284
2022-04-22,43.5028
2022-04-23,43.5028
2022-04-24,43.5028
2022-04-25,45.2659
2022-04-26,43.0956
2022-04-27,41.2926
2022-04-28,46.5278
2022-04-29,46.4909
2022-04-30,46.4909
2022-05-01,46.4909
2022-05-02,47.5849
2022-05-03,48.0375
2022-05-04,47.0568
2022-05-05,45.1312
2022-05-06,44.7865
2022-05-07,44.7865
2022-05-08,44.7865
2022-05-09,38.7924
2022-05-10,35.4846
2022-05-11,34.9641
2022-05-12,36.0557
2022-05-13,38.2249
2022-05-14,38.2249
2022-05-15,38.2249
2022-05-16,38.9315
2022-05-17,42.0401
2022-05-18,40.594
2022-05-19,41.5659
2022-05-20,41.3381
2022-05-21,41.3381
2022-05-22,41.3381
2022-05-23,41.1217
2022-05-24,39.5242
2022-05-25,42.6825
2022-05-26,45.3254
2022-05-27,45.8464
2022-05-28,45.8464
2022-05-29,45.8464
2022-05-30,45.8464
2022-05-31,44.8877
2022-06-01,46.5767
2022-06-02,48.4061
2022-06-03,48.0854
2022-06-04,48.0854
2022-06-05,48.0854
2022-06-06,48.1077
2022-06-07,47.6644
2022-06-08,47.578
2022-06-09,44.4723
2022-06-10,40.5907
2022-06-11,40.5907
2022-06-12,40.5907
2022-06-13,36.5128
2022-06-14,37.6304
2022-06-15,37.1345
2022-06-16,33.3585
2022-06-17,33.588
2022-06-18,33.588
2022-06-19,33.588
2022-06-20,33.588
2022-06-21,33.9539
2022-06-22,35.8096
2022-06-23,34.9651
2022-06-24,39.3302
2022-06-25,39.3302
2022-06-26,39.3302
2022-06-27,39.7629
2022-06-28,39.0271
2022-06-29,38.9946
2022-06-30,38.1254
2022-07-01,39.2876
2022-07-02,39.2876
2022-07-03,39.2876
2022-07-04,39.2876
2022-07-05,40.9056
2022-07-06,40.5808
2022-07-07,40.4516
2022-07-08,39.7593
2022-07-09,39.7593
2022-07-10,39.7593
2022-07-11,39.476
2022-07-12,41.1534
2022-07-13,42.3781
2022-07-14,42.3357
2022-07-15,43.419
2022-07-16,43.419
2022-07-17,43.419
2022-07-18,42.9007
2022-07-19,44.1891
2022-07-20,44.7885
2022-07-21,45.2448
2022-07-22,44.7601
2022-07-23,44.7601
2022-07-24,44.7601
2022-07-25,45.0486
2022-07-26,42.8129
2022-07-27,47.971
2022-07-28,47.314
2022-07-29,46.0866
2022-07-30,46.0866
2022-07-31,46.0866
2022-08-01,45.6435
2022-08-02,47.068
2022-08-03,48.5536
2022-08-04,44.8343
2022-08-05,49.3892
2022-08-06,49.3892
2022-08-07,49.3892
2022-08-08,51.8467
2022-08-09,50.9575
2022-08-10,55.0864
2022-08-11,55.8288
2022-08-12,56.2145
2022-08-13,56.2145
2022-08-14,56.2145
2022-08-15,56.1846
2022-08-16,57.1498
2022-08-17,54.8043
2022-08-18,54.4739
2022-08-19,53.3251
2022-08-20,53.3251
2022-08-21,53.3251
2022-08-22,51.4351
2022-08-23,55.4661
2022-08-24,54.9288
2022-08-25,55.5963
2022-08-26,52.2743
2022-08-27,52.2743
2022-08-28,52.2743
2022-08-29,50.2765
2022-08-30,49.5688
2022-08-31,49.1558
2022-09-01,47.8366
2022-09-02,49.2457
2022-09-03,49.2457
2022-09-04,49.2457
2022-09-05,49.2457
2022-09-06,47.7717
2022-09-07,49.7955
2022-09-08,50.796
2022-09-09,53.4553
2022-09-10,53.4553
2022-09-11,53.4553
2022-09-12,53.9857
2022-09-13,50.6703
2022-09-14,51.9625
2022-09-15,51.2242
2022-09-16,50.3945
2022-09-17,50.3945
2022-09-18,50.3945
2022-09-19,51.2406
2022-09-20,49.9341
2022-09-21,46.9939
2022-09-22,41.8459
2022-09-23,40.4657
2022-09-24,40.4657
2022-09-25,40.4657
2022-09-26,39.509
2022-09-27,39.3777
2022-09-28,42.539
2022-09-29,40.7747
2022-09-30,40.1263
2022-10-01,40.1263
2022-10-02,40.1263
2022-10-03,42.9422
2022-10-04,48.344
2022-10-05,48.2429
2022-10-06,45.7215
2022-10-07,44.7955
2022-10-08,44.7955
2022-10-09,44.7955
2022-10-10,43.5099
2022-10-11,45.7642
2022-10-12,44.7798
2022-10-13,45.3434
2022-10-14,42.1793
2022-10-15,42.1793
2022-10-16,42.1793
2022-10-17,43.3901
2022-10-18,44.4727
2022-10-19,42.0247
2022-10-20,43.8642
2022-10-21,45.3063
2022-10-22,45.3063
2022-10-23,45.3063
2022-10-24,45.572
2022-10-25,48.2861
2022-10-26,48.484
2022-10-27,47.8882
2022-10-28,51.1882
2022-10-29,51.1882
2022-10-30,51.1882
2022-10-31,51.1596
2022-11-01,52.8781
2022-11-02,46.7231
2022-11-03,44.6931
2022-11-04,47.0454
2022-11-05,47.0454
2022-11-06,47.0454
2022-11-07,50.2394
2022-11-08,49.6894
2022-11-09,47.6531
2022-11-10,52.3724
2022-11-11,52.8933
2022-11-12,52.8933
2022-11-13,52.8933
2022-11-14,56.3301
2022-11-15,56.5759
2022-11-16,55.2358
2022-11-17,55.6273
2022-11-18,55.8049
2022-11-19,55.8049
2022-11-20,55.8049
2022-11-21,54.1779
2022-11-22,54.951
2022-11-23,54.8929
2022-11-24,54.8929
2022-11-25,54.7731
2022-11-26,54.7731
2022-11-27,54.7731
2022-11-28,54.2832
2022-11-29,54.8833
2022-11-30,56.2274
2022-12-01,55.9621
2022-12-02,54.989
2022-12-03,54.989
2022-12-04,54.989
2022-12-05,53.886
2022-12-06,51.4284
2022-12-07,49.8802
2022-12-08,48.7863
2022-12-09,48.572
2022-12-10,48.572
2022-12-11,48.572
2022-12-12,49.1659
2022-12-13,48.0809
2022-12-14,46.2189
2022-12-15,45.5199
2022-12-16,45.3041
2022-12-17,45.3041
2022-12-18,45.3041
2022-12-19,41.8457
2022-12-20,41.3477
2022-12-21,39.9274
2022-12-22,38.0798
2022-12-23,39.8244
2022-12-24,39.8244
2022-12-25,39.8244
2022-12-26,39.8244
2022-12-27,38.7476
2022-12-28,36.7185
2022-12-29,39.1207
2022-12-30,41.5334
2022-12-31,41.5334
2023-01-01,41.5334
2023-01-02,41.5334
2023-01-03,39.1516
2023-01-04,44.518
2023-01-05,42.477
2023-01-06,43.528
2023-01-07,43.528
2023-01-08,43.528
2023-01-09,44.3424
2023-01-10,46.44
2023-01-11,48.755
2023-01-12,49.6796
2023-01-13,48.0358
2023-01-14,48.0358
2023-01-15,48.0358
2023-01-16,48.0358
2023-01-17,46.8122
2023-01-18,44.7621
2023-01-19,43.0778
2023-01-20,46.2337
2023-01-21,46.2337
2023-01-22,46.2337
2023-01-23,45.7914
2023-01-24,45.8249
2023-01-25,45.7956
2023-01-26,45.6748
2023-01-27,45.0904
2023-01-28,45.0904
2023-01-29,45.0904
2023-01-30,44.7166
2023-01-31,46.1783
2023-02-01,49.4527
2023-02-02,49.8733
2023-02-03,50.3012
2023-02-04,50.3012
2023-02-05,50.3012
2023-02-06,46.5665
2023-02-07,48.6298
2023-02-08,45.9566
2023-02-09,44.7607
2023-02-10,44.3019
2023-02-11,44.3019
2023-02-12,44.3019
2023-02-13,45.796
2023-02-14,47.2596
2023-02-15,50.1514
2023-02-16,49.4246
2023-02-17,50.9649
2023-02-18,50.9649
2023-02-19,50.9649
2023-02-20,50.9649
2023-02-21,47.3065
2023-02-22,47.5948
2023-02-23,46.0949
2023-02-24,42.3713
2023-02-25,42.3713
2023-02-26,42.3713
2023-02-27,46.7163
2023-02-28,47.7272
2023-03-01,49.7014
2023-03-02,48.8427
2023-03-03,50.5134
2023-03-04,50.5134
2023-03-05,50.5134
2023-03-06,47.2283
2023-03-07,47.2283
2023-03-08,46.9483
2023-03-09,46.3792
2023-03-10,44.728
2023-03-11,44.728
2023-03-12,44.728
2023-03-13,43.8145
2023-03-14,45.7993
2023-03-15,45.6389
2023-03-16,46.6439
2023-03-17,46.7614
2023-03-18,46.7614
2023-03-19,46.7614
