,PRA US Equity
2023-03-21,47.2604
2023-03-22,45.1567
2023-03-23,42.3504
2023-03-24,44.1753
2023-03-25,44.1753
2023-03-26,44.1753
2023-03-27,43.7455
2023-03-28,43.6477
2023-03-29,45.1089
2023-03-30,46.7847
2023-03-31,48.7624
2023-04-01,48.7624
2023-04-02,48.7624
2023-04-03,47.8154
2023-04-04,47.9997
2023-04-05,47.4792
2023-04-06,49.9737
2023-04-07,49.9737
2023-04-08,49.9737
2023-04-09,49.9737
2023-04-10,49.1882
2023-04-11,49.9395
2023-04-12,48.8803
2023-04-13,48.6918
2023-04-14,46.5851
2023-04-15,46.5851
2023-04-16,46.5851
2023-04-17,48.287
2023-04-18,48.5583
2023-04-19,50.1804
2023-04-20,49.7075
2023-04-21,49.1597
2023-04-22,49.1597
2023-04-23,49.1597
2023-04-24,47.6654
2023-04-25,46.3407
2023-04-26,43.2913
2023-04-27,45.8491
2023-04-28,46.2181
2023-04-29,46.2181
2023-04-30,46.2181
2023-05-01,48.0493
2023-05-02,47.6465
2023-05-03,47.7974
2023-05-04,46.8202
2023-05-05,49.7073
2023-05-06,49.7073
2023-05-07,49.7073
2023-05-08,51.4301
2023-05-09,52.8233
2023-05-10,32.5145
2023-05-11,32.3921
2023-05-12,32.9146
2023-05-13,32.9146
2023-05-14,32.9146
2023-05-15,32.8162
2023-05-16,31.7684
2023-05-17,28.0352
2023-05-18,27.3647
2023-05-19,27.2868
2023-05-20,27.2868
2023-05-21,27.2868
2023-05-22,26.9953
2023-05-23,27.7932
2023-05-24,27.7078
2023-05-25,26.5268
2023-05-26,26.0348
2023-05-27,26.0348
2023-05-28,26.0348
2023-05-29,26.0348
2023-05-30,27.4272
2023-05-31,26.9892
2023-06-01,27.9415
2023-06-02,31.7771
2023-06-03,31.7771
2023-06-04,31.7771
2023-06-05,31.3286
2023-06-06,33.8546
2023-06-07,39.785
2023-06-08,43.3103
2023-06-09,42.5674
2023-06-10,42.5674
2023-06-11,42.5674
2023-06-12,44.9792
2023-06-13,44.6101
2023-06-14,43.1893
2023-06-15,44.0808
2023-06-16,45.8392
2023-06-17,45.8392
2023-06-18,45.8392
2023-06-19,45.8392
2023-06-20,46.305
2023-06-21,46.305
2023-06-22,45.8827
2023-06-23,45.5071
2023-06-24,45.5071
2023-06-25,45.5071
2023-06-26,48.1423
2023-06-27,48.327
2023-06-28,47.453
2023-06-29,49.0419
2023-06-30,48.1384
2023-07-01,48.1384
2023-07-02,48.1384
2023-07-03,50.7061
2023-07-04,50.7061
2023-07-05,49.111
2023-07-06,49.6155
2023-07-07,51.3011
2023-07-08,51.3011
2023-07-09,51.3011
2023-07-10,50.5878
2023-07-11,49.6147
2023-07-12,51.605
2023-07-13,50.215
2023-07-14,50.2809
2023-07-15,50.2809
2023-07-16,50.2809
2023-07-17,51.0195
2023-07-18,52.7363
2023-07-19,54.2051
2023-07-20,55.9299
2023-07-21,54.5633
2023-07-22,54.5633
2023-07-23,54.5633
2023-07-24,56.0447
2023-07-25,57.0114
2023-07-26,59.0494
2023-07-27,59.8372
2023-07-28,59.9511
2023-07-29,59.9511
2023-07-30,59.9511
2023-07-31,57.8309
2023-08-01,56.9968
2023-08-02,57.1248
2023-08-03,57.2563
2023-08-04,56.7162
2023-08-05,56.7162
2023-08-06,56.7162
2023-08-07,58.1457
2023-08-08,58.1457
2023-08-09,66.034
2023-08-10,64.9331
2023-08-11,65.5763
2023-08-12,65.5763
2023-08-13,65.5763
2023-08-14,63.357
2023-08-15,62.9895
2023-08-16,63.0449
2023-08-17,60.3336
2023-08-18,60.8738
2023-08-19,60.8738
2023-08-20,60.8738
2023-08-21,56.129
2023-08-22,56.9013
2023-08-23,57.8605
2023-08-24,57.9894
2023-08-25,58.5148
2023-08-26,58.5148
2023-08-27,58.5148
2023-08-28,59.1099
2023-08-29,59.1099
2023-08-30,58.8089
2023-08-31,58.6032
2023-09-01,61.3975
2023-09-02,61.3975
2023-09-03,61.3975
2023-09-04,61.3975
2023-09-05,56.7419
2023-09-06,55.8104
2023-09-07,55.8104
2023-09-08,57.3103
2023-09-09,57.3103
2023-09-10,57.3103
2023-09-11,58.4057
2023-09-12,61.9722
2023-09-13,62.1622
2023-09-14,64.1976
2023-09-15,61.3031
2023-09-16,61.3031
2023-09-17,61.3031
2023-09-18,61.9372
2023-09-19,61.8324
2023-09-20,62.1635
2023-09-21,63.0911
2023-09-22,64.6901
2023-09-23,64.6901
2023-09-24,64.6901
2023-09-25,64.6901
2023-09-26,59.9124
2023-09-27,61.2215
2023-09-28,61.8323
2023-09-29,62.1067
2023-09-30,62.1067
2023-10-01,62.1067
2023-10-02,55.6871
2023-10-03,53.5625
2023-10-04,53.8003
2023-10-05,54.2047
2023-10-06,52.5857
2023-10-07,52.5857
2023-10-08,52.5857
2023-10-09,50.6524
2023-10-10,48.4584
2023-10-11,48.734
2023-10-12,48.9224
2023-10-13,52.0231
2023-10-14,52.0231
2023-10-15,52.0231
2023-10-16,56.0793
2023-10-17,58.4761
2023-10-18,56.7292
2023-10-19,53.4271
2023-10-20,51.4478
2023-10-21,51.4478
2023-10-22,51.4478
2023-10-23,49.869
2023-10-24,51.0148
2023-10-25,51.0974
2023-10-26,48.0785
2023-10-27,44.5256
2023-10-28,44.5256
2023-10-29,44.5256
2023-10-30,44.2378
2023-10-31,44.017
2023-11-01,46.5903
2023-11-02,49.5059
2023-11-03,51.6731
2023-11-04,51.6731
2023-11-05,51.6731
2023-11-06,52.1453
2023-11-07,51.2814
2023-11-08,49.7468
2023-11-09,30.2111
2023-11-10,27.5881
2023-11-11,27.5881
2023-11-12,27.5881
2023-11-13,27.2818
2023-11-14,32.7581
2023-11-15,31.6211
2023-11-16,30.9422
2023-11-17,31.7688
2023-11-18,31.7688
2023-11-19,31.7688
2023-11-20,30.2695
2023-11-21,30.3403
2023-11-22,30.4135
2023-11-23,30.4135
2023-11-24,31.1612
2023-11-25,31.1612
2023-11-26,31.1612
2023-11-27,30.8866
2023-11-28,30.8866
2023-11-29,30.2447
2023-11-30,29.3677
2023-12-01,32.9094
2023-12-02,32.9094
2023-12-03,32.9094
2023-12-04,35.4218
2023-12-05,34.2946
2023-12-06,33.3153
2023-12-07,33.1586
2023-12-08,35.8135
2023-12-09,35.8135
2023-12-10,35.8135
2023-12-11,36.9563
2023-12-12,39.3399
2023-12-13,41.3471
2023-12-14,42.4033
2023-12-15,42.0897
2023-12-16,42.0897
2023-12-17,42.0897
2023-12-18,42.237
2023-12-19,44.0054
2023-12-20,42.0627
2023-12-21,42.5128
2023-12-22,45.8489
2023-12-23,45.8489
2023-12-24,45.8489
2023-12-25,45.8489
2023-12-26,46.8206
2023-12-27,46.0873
2023-12-28,44.9346
2023-12-29,43.6276
2023-12-30,43.6276
2023-12-31,43.6276
2024-01-01,43.6276
2024-01-02,43.7046
2024-01-03,41.3667
2024-01-04,40.6912
2024-01-05,39.7401
2024-01-06,39.7401
2024-01-07,39.7401
2024-01-08,39.9961
2024-01-09,36.4696
2024-01-10,35.6325
2024-01-11,35.4345
2024-01-12,35.8035
2024-01-13,35.8035
2024-01-14,35.8035
2024-01-15,35.8035
2024-01-16,35.282
2024-01-17,36.7123
2024-01-18,36.6008
2024-01-19,43.4462
2024-01-20,43.4462
2024-01-21,43.4462
2024-01-22,48.9953
2024-01-23,48.5355
2024-01-24,49.1003
2024-01-25,49.53
2024-01-26,47.2599
2024-01-27,47.2599
2024-01-28,47.2599
2024-01-29,50.0583
2024-01-30,48.4227
2024-01-31,46.5226
2024-02-01,45.4413
2024-02-02,45.6718
2024-02-03,45.6718
2024-02-04,45.6718
2024-02-05,44.0667
2024-02-06,43.6855
2024-02-07,42.2368
2024-02-08,43.3355
2024-02-09,44.7571
2024-02-10,44.7571
2024-02-11,44.7571
2024-02-12,48.8923
2024-02-13,44.5329
2024-02-14,45.7284
2024-02-15,48.9307
2024-02-16,48.4704
2024-02-17,48.4704
2024-02-18,48.4704
2024-02-19,48.4704
2024-02-20,47.7405
2024-02-21,46.4254
2024-02-22,46.1624
2024-02-23,47.9917
2024-02-24,47.9917
2024-02-25,47.9917
2024-02-26,45.3358
2024-02-27,45.9546
2024-02-28,41.7388
2024-02-29,41.5673
2024-03-01,46.6337
2024-03-02,46.6337
2024-03-03,46.6337
2024-03-04,44.2072
2024-03-05,42.7481
2024-03-06,44.8485
2024-03-07,46.3237
2024-03-08,44.6188
2024-03-09,44.6188
2024-03-10,44.6188
2024-03-11,43.0913
2024-03-12,41.1482
2024-03-13,42.6348
2024-03-14,41.9767
2024-03-15,41.9209
2024-03-16,41.9209
2024-03-17,41.9209
2024-03-18,41.2405
2024-03-19,42.0513
2024-03-20,45.6945
2024-03-21,45.5056
2024-03-22,44.5529
2024-03-23,44.5529
2024-03-24,44.5529
2024-03-25,44.1071
2024-03-26,43.6552
2024-03-27,48.5616
2024-03-28,49.4293
2024-03-29,49.4293
2024-03-30,49.4293
2024-03-31,49.4293
2024-04-01,48.7208
2024-04-02,46.6458
2024-04-03,47.418
2024-04-04,45.7733
2024-04-05,46.4142
2024-04-06,46.4142
2024-04-07,46.4142
2024-04-08,50.8467
