,RDN US Equity
2020-10-11,59.8997
2020-10-12,62.633
2020-10-13,60.0908
2020-10-14,58.7746
2020-10-15,59.9835
2020-10-16,59.5881
2020-10-17,59.5881
2020-10-18,59.5881
2020-10-19,60.4738
2020-10-20,58.7368
2020-10-21,56.9323
2020-10-22,58.299
2020-10-23,61.7607
2020-10-24,61.7607
2020-10-25,61.7607
2020-10-26,59.7315
2020-10-27,57.6102
2020-10-28,53.3393
2020-10-29,54.8466
2020-10-30,57.0943
2020-10-31,57.0943
2020-11-01,57.0943
2020-11-02,58.135
2020-11-03,59.9305
2020-11-04,60.0015
2020-11-05,55.1038
2020-11-06,54.1609
2020-11-07,54.1609
2020-11-08,54.1609
2020-11-09,56.6909
2020-11-10,59.5597
2020-11-11,58.7739
2020-11-12,54.9752
2020-11-13,56.2043
2020-11-14,56.2043
2020-11-15,56.2043
2020-11-16,59.3134
2020-11-17,59.2661
2020-11-18,56.1613
2020-11-19,56.8935
2020-11-20,57.0181
2020-11-21,57.0181
2020-11-22,57.0181
2020-11-23,57.6335
2020-11-24,61.0284
2020-11-25,61.0607
2020-11-26,61.0607
2020-11-27,58.7937
2020-11-28,58.7937
2020-11-29,58.7937
2020-11-30,55.7486
2020-12-01,56.7622
2020-12-02,58.1092
2020-12-03,57.0448
2020-12-04,58.7502
2020-12-05,58.7502
2020-12-06,58.7502
2020-12-07,57.7132
2020-12-08,57.364
2020-12-09,59.1184
2020-12-10,60.3832
2020-12-11,57.8626
2020-12-12,57.8626
2020-12-13,57.8626
2020-12-14,56.9097
2020-12-15,59.4887
2020-12-16,59.839
2020-12-17,59.0469
2020-12-18,56.8665
2020-12-19,56.8665
2020-12-20,56.8665
2020-12-21,57.8254
2020-12-22,56.4746
2020-12-23,57.4243
2020-12-24,56.6255
2020-12-25,56.6255
2020-12-26,56.6255
2020-12-27,56.6255
2020-12-28,57.1192
2020-12-29,55.433
2020-12-30,55.7815
2020-12-31,57.3345
2021-01-01,57.3345
2021-01-02,57.3345
2021-01-03,57.3345
2021-01-04,53.1505
2021-01-05,55.313
2021-01-06,58.741
2021-01-07,61.2836
2021-01-08,59.3905
2021-01-09,59.3905
2021-01-10,59.3905
2021-01-11,59.9241
2021-01-12,60.6725
2021-01-13,59.8467
2021-01-14,61.8861
2021-01-15,60.2748
2021-01-16,60.2748
2021-01-17,60.2748
2021-01-18,60.2748
2021-01-19,59.6653
2021-01-20,61.0721
2021-01-21,58.6229
2021-01-22,54.2732
2021-01-23,54.2732
2021-01-24,54.2732
2021-01-25,55.0445
2021-01-26,52.4437
2021-01-27,49.1514
2021-01-28,51.2888
2021-01-29,47.6426
2021-01-30,47.6426
2021-01-31,47.6426
2021-02-01,49.4996
2021-02-02,49.9172
2021-02-03,48.9129
2021-02-04,51.4796
2021-02-05,51.7264
2021-02-06,51.7264
2021-02-07,51.7264
2021-02-08,53.5198
2021-02-09,53.9622
2021-02-10,54.3705
2021-02-11,53.3907
2021-02-12,52.6544
2021-02-13,52.6544
2021-02-14,52.6544
2021-02-15,52.6544
2021-02-16,54.5145
2021-02-17,53.7024
2021-02-18,51.951
2021-02-19,54.6971
2021-02-20,54.6971
2021-02-21,54.6971
2021-02-22,51.7131
2021-02-23,53.9701
2021-02-24,55.9398
2021-02-25,52.3901
2021-02-26,51.7111
2021-02-27,51.7111
2021-02-28,51.7111
2021-03-01,55.4167
2021-03-02,54.2589
2021-03-03,54.4557
2021-03-04,54.0228
2021-03-05,55.3292
2021-03-06,55.3292
2021-03-07,55.3292
2021-03-08,56.9123
2021-03-09,58.028
2021-03-10,60.197
2021-03-11,61.0787
2021-03-12,61.9505
2021-03-13,61.9505
2021-03-14,61.9505
2021-03-15,62.9466
2021-03-16,61.6231
2021-03-17,62.7503
2021-03-18,59.1024
2021-03-19,57.5063
2021-03-20,57.5063
2021-03-21,57.5063
2021-03-22,55.1933
2021-03-23,53.2248
2021-03-24,52.7865
2021-03-25,54.715
2021-03-26,57.433
2021-03-27,57.433
2021-03-28,57.433
2021-03-29,56.1512
2021-03-30,57.9007
2021-03-31,58.9915
2021-04-01,59.0294
2021-04-02,59.0294
2021-04-03,59.0294
2021-04-04,59.0294
2021-04-05,60.3182
2021-04-06,59.3525
2021-04-07,59.4709
2021-04-08,60.0728
2021-04-09,60.6371
2021-04-10,60.6371
2021-04-11,60.6371
2021-04-12,58.9142
2021-04-13,58.121
2021-04-14,59.2135
2021-04-15,60.0331
2021-04-16,60.2938
2021-04-17,60.2938
2021-04-18,60.2938
2021-04-19,61.3372
2021-04-20,58.9982
2021-04-21,60.8093
2021-04-22,60.9832
2021-04-23,63.1408
2021-04-24,63.1408
2021-04-25,63.1408
2021-04-26,63.2644
2021-04-27,64.1759
2021-04-28,64.0265
2021-04-29,64.6228
2021-04-30,61.4608
2021-05-01,61.4608
2021-05-02,61.4608
2021-05-03,61.8288
2021-05-04,61.6765
2021-05-05,53.6741
2021-05-06,51.0951
2021-05-07,53.7593
2021-05-08,53.7593
2021-05-09,53.7593
2021-05-10,50.3644
2021-05-11,48.8981
2021-05-12,44.1923
2021-05-13,48.7295
2021-05-14,50.4805
2021-05-15,50.4805
2021-05-16,50.4805
2021-05-17,50.5749
2021-05-18,49.7412
2021-05-19,49.0039
2021-05-20,49.1079
2021-05-21,51.4291
2021-05-22,51.4291
2021-05-23,51.4291
2021-05-24,50.4245
2021-05-25,48.615
2021-05-26,52.5878
2021-05-27,53.0159
2021-05-28,53.0646
2021-05-29,53.0646
2021-05-30,53.0646
2021-05-31,53.0646
2021-06-01,53.3647
2021-06-02,50.9495
2021-06-03,50.5641
2021-06-04,50.7293
2021-06-05,50.7293
2021-06-06,50.7293
2021-06-07,51.8937
2021-06-08,53.0949
2021-06-09,51.3465
2021-06-10,49.0422
2021-06-11,50.9767
2021-06-12,50.9767
2021-06-13,50.9767
2021-06-14,52.5656
2021-06-15,55.7384
2021-06-16,56.3234
2021-06-17,52.4957
2021-06-18,46.427
2021-06-19,46.427
2021-06-20,46.427
2021-06-21,49.6169
2021-06-22,49.2796
2021-06-23,49.834
2021-06-24,50.7452
2021-06-25,51.7032
2021-06-26,51.7032
2021-06-27,51.7032
2021-06-28,49.7031
2021-06-29,47.7423
2021-06-30,46.5726
2021-07-01,49.4549
2021-07-02,48.2093
2021-07-03,48.2093
2021-07-04,48.2093
2021-07-05,48.2093
2021-07-06,46.3728
2021-07-07,45.3384
2021-07-08,43.9106
2021-07-09,46.9227
2021-07-10,46.9227
2021-07-11,46.9227
2021-07-12,48.0974
2021-07-13,45.3595
2021-07-14,46.2866
2021-07-15,47.5325
2021-07-16,46.3714
2021-07-17,46.3714
2021-07-18,46.3714
2021-07-19,43.616
2021-07-20,46.5718
2021-07-21,48.0838
2021-07-22,46.9464
2021-07-23,48.2651
2021-07-24,48.2651
2021-07-25,48.2651
2021-07-26,48.3182
2021-07-27,48.012
2021-07-28,49.6087
2021-07-29,50.9521
2021-07-30,50.2864
2021-07-31,50.2864
2021-08-01,50.2864
2021-08-02,49.3417
2021-08-03,50.0835
2021-08-04,46.8617
2021-08-05,50.5434
2021-08-06,52.4042
2021-08-07,52.4042
2021-08-08,52.4042
2021-08-09,51.6778
2021-08-10,53.4244
2021-08-11,55.5275
2021-08-12,58.4605
2021-08-13,57.6139
2021-08-14,57.6139
2021-08-15,57.6139
2021-08-16,56.2299
2021-08-17,54.8665
2021-08-18,54.9157
2021-08-19,53.1198
2021-08-20,54.6629
2021-08-21,54.6629
2021-08-22,54.6629
2021-08-23,54.4774
2021-08-24,55.8214
2021-08-25,56.5363
2021-08-26,53.8944
2021-08-27,56.1683
2021-08-28,56.1683
2021-08-29,56.1683
2021-08-30,53.9176
2021-08-31,54.2338
2021-09-01,52.7973
2021-09-02,52.6092
2021-09-03,51.3481
2021-09-04,51.3481
2021-09-05,51.3481
2021-09-06,51.3481
2021-09-07,48.864
2021-09-08,48.1007
2021-09-09,48.6749
2021-09-10,45.4931
2021-09-11,45.4931
2021-09-12,45.4931
2021-09-13,47.9261
2021-09-14,44.8216
2021-09-15,45.5892
2021-09-16,44.8365
2021-09-17,44.7273
2021-09-18,44.7273
2021-09-19,44.7273
2021-09-20,45.2785
2021-09-21,44.4193
2021-09-22,46.787
2021-09-23,48.2623
2021-09-24,47.458
2021-09-25,47.458
2021-09-26,47.458
2021-09-27,50.7864
2021-09-28,49.8261
2021-09-29,52.1356
2021-09-30,50.1354
2021-10-01,53.6926
2021-10-02,53.6926
2021-10-03,53.6926
2021-10-04,52.9116
2021-10-05,51.9349
2021-10-06,52.2389
2021-10-07,53.8106
2021-10-08,53.5302
2021-10-09,53.5302
2021-10-10,53.5302
2021-10-11,53.4582
2021-10-12,54.4722
2021-10-13,57.1292
2021-10-14,59.2006
2021-10-15,59.1207
2021-10-16,59.1207
2021-10-17,59.1207
2021-10-18,57.3596
2021-10-19,57.4788
2021-10-20,59.2454
2021-10-21,59.7072
2021-10-22,58.6755
2021-10-23,58.6755
2021-10-24,58.6755
2021-10-25,58.9203
2021-10-26,57.5107
2021-10-27,54.3976
2021-10-28,54.672
2021-10-29,54.587
2021-10-30,54.587
2021-10-31,54.587
2021-11-01,58.3373
2021-11-02,57.8957
2021-11-03,45.1085
2021-11-04,42.5314
2021-11-05,46.9713
2021-11-06,46.9713
2021-11-07,46.9713
2021-11-08,47.7088
2021-11-09,44.4078
2021-11-10,45.292
2021-11-11,45.548
2021-11-12,43.7989
2021-11-13,43.7989
2021-11-14,43.7989
2021-11-15,45.0556
2021-11-16,44.4602
2021-11-17,41.4229
2021-11-18,40.9327
2021-11-19,41.5094
2021-11-20,41.5094
2021-11-21,41.5094
2021-11-22,43.299
2021-11-23,41.9706
2021-11-24,43.1965
2021-11-25,43.1965
2021-11-26,39.1226
2021-11-27,39.1226
2021-11-28,39.1226
2021-11-29,37.5835
2021-11-30,37.1389
2021-12-01,38.346
2021-12-02,41.8816
2021-12-03,40.747
2021-12-04,40.747
2021-12-05,40.747
2021-12-06,41.8105
2021-12-07,42.7321
2021-12-08,42.0433
2021-12-09,40.7876
2021-12-10,40.8637
2021-12-11,40.8637
2021-12-12,40.8637
2021-12-13,39.8049
2021-12-14,39.0718
2021-12-15,39.728
2021-12-16,40.0619
2021-12-17,38.9459
2021-12-18,38.9459
2021-12-19,38.9459
2021-12-20,34.9659
2021-12-21,39.3487
2021-12-22,41.3917
2021-12-23,42.8664
2021-12-24,42.8664
2021-12-25,42.8664
2021-12-26,42.8664
2021-12-27,44.5269
2021-12-28,44.0661
2021-12-29,44.9502
2021-12-30,47.6602
2021-12-31,47.4694
2022-01-01,47.4694
2022-01-02,47.4694
2022-01-03,48.0433
2022-01-04,49.6096
2022-01-05,49.6096
2022-01-06,53.4335
2022-01-07,56.8791
2022-01-08,56.8791
2022-01-09,56.8791
2022-01-10,62.2966
2022-01-11,61.109
2022-01-12,60.9587
2022-01-13,61.3032
2022-01-14,61.6533
2022-01-15,61.6533
2022-01-16,61.6533
2022-01-17,61.6533
2022-01-18,58.5979
2022-01-19,55.3253
2022-01-20,53.6714
2022-01-21,49.9993
2022-01-22,49.9993
2022-01-23,49.9993
2022-01-24,50.7334
2022-01-25,54.4251
2022-01-26,52.9501
2022-01-27,49.0072
2022-01-28,51.4441
2022-01-29,51.4441
2022-01-30,51.4441
2022-01-31,52.2673
2022-02-01,52.323
2022-02-02,52.0714
2022-02-03,51.1802
2022-02-04,52.1484
2022-02-05,52.1484
2022-02-06,52.1484
2022-02-07,57.0993
2022-02-08,60.9534
2022-02-09,56.9966
2022-02-10,57.8637
2022-02-11,58.8133
2022-02-12,58.8133
2022-02-13,58.8133
2022-02-14,56.4928
2022-02-15,58.0656
2022-02-16,58.4314
2022-02-17,54.9912
2022-02-18,55.7748
2022-02-19,55.7748
2022-02-20,55.7748
2022-02-21,55.7748
2022-02-22,54.3673
2022-02-23,57.859
2022-02-24,55.3388
2022-02-25,57.5693
2022-02-26,57.5693
2022-02-27,57.5693
2022-02-28,57.4482
2022-03-01,54.259
2022-03-02,59.5882
2022-03-03,58.1746
2022-03-04,55.5568
2022-03-05,55.5568
2022-03-06,55.5568
2022-03-07,51.6963
2022-03-08,51.4084
2022-03-09,52.4585
2022-03-10,53.0968
2022-03-11,52.9916
2022-03-12,52.9916
2022-03-13,52.9916
2022-03-14,52.9916
2022-03-15,53.5818
2022-03-16,52.5022
2022-03-17,49.3614
2022-03-18,48.5328
2022-03-19,48.5328
2022-03-20,48.5328
2022-03-21,48.7553
2022-03-22,50.0398
2022-03-23,47.8806
2022-03-24,49.7317
2022-03-25,50.5033
2022-03-26,50.5033
2022-03-27,50.5033
2022-03-28,49.881
2022-03-29,50.905
2022-03-30,48.7854
2022-03-31,46.563
2022-04-01,45.7738
2022-04-02,45.7738
2022-04-03,45.7738
2022-04-04,44.3733
2022-04-05,43.8084
2022-04-06,43.3928
2022-04-07,43.3397
2022-04-08,45.1473
2022-04-09,45.1473
2022-04-10,45.1473
2022-04-11,44.3037
2022-04-12,44.1899
2022-04-13,46.4675
2022-04-14,48.1106
2022-04-15,48.1106
2022-04-16,48.1106
2022-04-17,48.1106
2022-04-18,49.0541
2022-04-19,48.7919
2022-04-20,50.1698
2022-04-21,48.8111
2022-04-22,45.0851
2022-04-23,45.0851
2022-04-24,45.0851
2022-04-25,44.4896
2022-04-26,42.6818
2022-04-27,42.2805
2022-04-28,46.17
2022-04-29,43.8202
2022-04-30,43.8202
2022-05-01,43.8202
2022-05-02,45.471
2022-05-03,48.7239
2022-05-04,51.0523
2022-05-05,47.327
2022-05-06,46.2019
2022-05-07,46.2019
2022-05-08,46.2019
2022-05-09,43.8818
2022-05-10,44.7495
2022-05-11,43.8327
2022-05-12,42.0502
2022-05-13,44.4556
2022-05-14,44.4556
2022-05-15,44.4556
2022-05-16,45.1288
2022-05-17,51.0784
2022-05-18,45.1292
2022-05-19,45.0815
2022-05-20,43.638
2022-05-21,43.638
2022-05-22,43.638
2022-05-23,44.7363
2022-05-24,43.1419
2022-05-25,44.5059
2022-05-26,47.0733
2022-05-27,47.8282
2022-05-28,47.8282
2022-05-29,47.8282
2022-05-30,47.8282
2022-05-31,49.3794
2022-06-01,47.2789
2022-06-02,48.6125
2022-06-03,47.268
2022-06-04,47.268
2022-06-05,47.268
2022-06-06,49.1309
2022-06-07,51.2467
2022-06-08,48.4489
2022-06-09,47.0424
2022-06-10,42.9353
2022-06-11,42.9353
2022-06-12,42.9353
2022-06-13,39.8004
2022-06-14,41.2211
2022-06-15,39.8823
2022-06-16,35.3796
2022-06-17,37.3692
2022-06-18,37.3692
2022-06-19,37.3692
2022-06-20,37.3692
2022-06-21,37.2297
2022-06-22,37.5313
2022-06-23,40.0346
2022-06-24,44.2702
2022-06-25,44.2702
2022-06-26,44.2702
2022-06-27,45.4606
2022-06-28,44.9852
2022-06-29,44.7213
2022-06-30,44.631
2022-07-01,46.9572
2022-07-02,46.9572
2022-07-03,46.9572
2022-07-04,46.9572
2022-07-05,47.012
2022-07-06,47.7385
2022-07-07,47.5311
2022-07-08,49.2974
2022-07-09,49.2974
2022-07-10,49.2974
2022-07-11,49.4111
2022-07-12,49.3539
2022-07-13,49.6555
2022-07-14,48.9915
2022-07-15,51.8951
2022-07-16,51.8951
2022-07-17,51.8951
2022-07-18,49.2947
2022-07-19,52.7149
2022-07-20,53.4191
2022-07-21,53.8024
2022-07-22,54.4121
2022-07-23,54.4121
2022-07-24,54.4121
2022-07-25,56.4139
2022-07-26,55.0619
2022-07-27,56.9816
2022-07-28,58.2127
2022-07-29,59.2678
2022-07-30,59.2678
2022-07-31,59.2678
2022-08-01,59.1207
2022-08-02,60.0939
2022-08-03,58.6495
2022-08-04,58.3441
2022-08-05,58.7332
2022-08-06,58.7332
2022-08-07,58.7332
2022-08-08,58.7332
2022-08-09,57.5017
2022-08-10,60.4206
2022-08-11,61.7011
2022-08-12,63.4834
2022-08-13,63.4834
2022-08-14,63.4834
2022-08-15,63.5836
2022-08-16,63.7892
2022-08-17,63.144
2022-08-18,64.1096
2022-08-19,60.0086
2022-08-20,60.0086
2022-08-21,60.0086
2022-08-22,57.8807
2022-08-23,57.2091
2022-08-24,55.2208
2022-08-25,55.9467
2022-08-26,51.837
2022-08-27,51.837
2022-08-28,51.837
2022-08-29,50.2936
2022-08-30,48.6523
2022-08-31,46.4697
2022-09-01,42.9215
2022-09-02,42.8028
2022-09-03,42.8028
2022-09-04,42.8028
2022-09-05,42.8028
2022-09-06,40.9304
2022-09-07,42.9475
2022-09-08,44.6675
2022-09-09,48.2615
2022-09-10,48.2615
2022-09-11,48.2615
2022-09-12,50.2403
2022-09-13,46.9122
2022-09-14,45.2427
2022-09-15,46.4399
2022-09-16,46.4399
2022-09-17,46.4399
2022-09-18,46.4399
2022-09-19,47.8746
2022-09-20,46.6466
2022-09-21,45.3791
2022-09-22,41.1564
2022-09-23,39.7415
2022-09-24,39.7415
2022-09-25,39.7415
2022-09-26,37.2858
2022-09-27,37.049
2022-09-28,40.1927
2022-09-29,39.6297
2022-09-30,39.2164
2022-10-01,39.2164
2022-10-02,39.2164
2022-10-03,44.3223
2022-10-04,51.4021
2022-10-05,49.7934
2022-10-06,49.337
2022-10-07,44.8698
2022-10-08,44.8698
2022-10-09,44.8698
2022-10-10,41.2795
2022-10-11,42.2599
2022-10-12,40.8489
2022-10-13,43.8203
2022-10-14,40.9131
2022-10-15,40.9131
2022-10-16,40.9131
2022-10-17,43.6822
2022-10-18,44.9063
2022-10-19,43.7003
2022-10-20,42.1812
2022-10-21,44.0217
2022-10-22,44.0217
2022-10-23,44.0217
2022-10-24,46.865
2022-10-25,49.8545
2022-10-26,49.5126
2022-10-27,50.8573
2022-10-28,51.6954
2022-10-29,51.6954
2022-10-30,51.6954
2022-10-31,52.6775
2022-11-01,52.5118
2022-11-02,50.8038
2022-11-03,50.5842
2022-11-04,52.0321
2022-11-05,52.0321
2022-11-06,52.0321
2022-11-07,51.569
2022-11-08,50.9822
2022-11-09,46.4942
2022-11-10,52.4132
2022-11-11,49.149
2022-11-12,49.149
2022-11-13,49.149
2022-11-14,46.2603
2022-11-15,45.1279
2022-11-16,44.0972
2022-11-17,43.7954
2022-11-18,45.4136
2022-11-19,45.4136
2022-11-20,45.4136
2022-11-21,46.4584
2022-11-22,47.174
2022-11-23,47.3978
2022-11-24,47.3978
2022-11-25,46.5812
2022-11-26,46.5812
2022-11-27,46.5812
2022-11-28,46.1189
2022-11-29,46.4852
2022-11-30,48.1858
2022-12-01,46.1797
2022-12-02,45.1291
2022-12-03,45.1291
2022-12-04,45.1291
2022-12-05,42.3391
2022-12-06,41.2096
2022-12-07,41.8118
2022-12-08,42.9536
2022-12-09,42.3468
2022-12-10,42.3468
2022-12-11,42.3468
2022-12-12,44.3789
2022-12-13,43.9515
2022-12-14,43.0404
2022-12-15,45.6459
2022-12-16,45.3074
2022-12-17,45.3074
2022-12-18,45.3074
2022-12-19,44.3435
2022-12-20,44.4154
2022-12-21,48.4809
2022-12-22,46.6273
2022-12-23,48.0845
2022-12-24,48.0845
2022-12-25,48.0845
2022-12-26,48.0845
2022-12-27,48.3498
2022-12-28,46.7439
2022-12-29,49.3541
2022-12-30,48.4101
2022-12-31,48.4101
2023-01-01,48.4101
2023-01-02,48.4101
2023-01-03,50.2478
2023-01-04,50.573
2023-01-05,47.5503
2023-01-06,46.2128
2023-01-07,46.2128
2023-01-08,46.2128
2023-01-09,46.9841
2023-01-10,48.0353
2023-01-11,51.4851
2023-01-12,52.6117
2023-01-13,52.7378
2023-01-14,52.7378
2023-01-15,52.7378
2023-01-16,52.7378
2023-01-17,53.443
2023-01-18,58.2468
2023-01-19,59.8161
2023-01-20,60.7818
2023-01-21,60.7818
2023-01-22,60.7818
2023-01-23,60.833
2023-01-24,59.624
2023-01-25,62.2136
2023-01-26,64.4318
2023-01-27,62.8087
2023-01-28,62.8087
2023-01-29,62.8087
2023-01-30,61.2913
2023-01-31,63.9028
2023-02-01,65.269
2023-02-02,67.332
2023-02-03,66.3534
2023-02-04,66.3534
2023-02-05,66.3534
2023-02-06,62.1488
2023-02-07,62.7369
2023-02-08,59.7807
2023-02-09,59.8785
2023-02-10,59.6534
2023-02-11,59.6534
2023-02-12,59.6534
2023-02-13,60.4731
2023-02-14,60.4731
2023-02-15,61.2626
2023-02-16,61.3691
2023-02-17,62.4368
2023-02-18,62.4368
2023-02-19,62.4368
2023-02-20,62.4368
2023-02-21,55.8856
2023-02-22,56.7445
2023-02-23,56.9755
2023-02-24,57.0654
2023-02-25,57.0654
2023-02-26,57.0654
2023-02-27,56.2548
2023-02-28,54.5707
2023-03-01,54.4904
2023-03-02,55.7705
2023-03-03,58.203
2023-03-04,58.203
2023-03-05,58.203
2023-03-06,63.3596
2023-03-07,61.6846
2023-03-08,61.9964
2023-03-09,55.6696
2023-03-10,50.8938
2023-03-11,50.8938
2023-03-12,50.8938
2023-03-13,48.0509
2023-03-14,50.2088
2023-03-15,48.924
2023-03-16,51.2134
2023-03-17,46.4627
