,ECVT US Equity
2020-10-19,56.6827
2020-10-20,57.2491
2020-10-21,56.1105
2020-10-22,56.35
2020-10-23,56.6558
2020-10-24,56.6558
2020-10-25,56.6558
2020-10-26,55.6079
2020-10-27,53.6344
2020-10-28,49.9656
2020-10-29,52.7728
2020-10-30,48.9195
2020-10-31,48.9195
2020-11-01,48.9195
2020-11-02,49.9801
2020-11-03,52.9487
2020-11-04,48.5127
2020-11-05,52.073
2020-11-06,51.8875
2020-11-07,51.8875
2020-11-08,51.8875
2020-11-09,54.9336
2020-11-10,55.982
2020-11-11,56.2975
2020-11-12,52.9596
2020-11-13,54.7029
2020-11-14,54.7029
2020-11-15,54.7029
2020-11-16,56.6255
2020-11-17,57.2345
2020-11-18,56.0805
2020-11-19,52.9003
2020-11-20,51.5427
2020-11-21,51.5427
2020-11-22,51.5427
2020-11-23,55.0168
2020-11-24,57.6197
2020-11-25,56.8492
2020-11-26,56.8492
2020-11-27,56.2655
2020-11-28,56.2655
2020-11-29,56.2655
2020-11-30,53.368
2020-12-01,54.8326
2020-12-02,54.7057
2020-12-03,54.8139
2020-12-04,57.739
2020-12-05,57.739
2020-12-06,57.739
2020-12-07,57.89
2020-12-08,58.804
2020-12-09,59.1101
2020-12-10,59.2146
2020-12-11,58.2144
2020-12-12,58.2144
2020-12-13,58.2144
2020-12-14,58.7686
2020-12-15,59.3816
2020-12-16,59.9969
2020-12-17,62.7064
2020-12-18,64.22
2020-12-19,64.22
2020-12-20,64.22
2020-12-21,66.0668
2020-12-22,67.2654
2020-12-23,68.2327
2020-12-24,68.7109
2020-12-25,68.7109
2020-12-26,68.7109
2020-12-27,68.7109
2020-12-28,71.2619
2020-12-29,66.7205
2020-12-30,68.1798
2020-12-31,66.7603
2021-01-01,66.7603
2021-01-02,66.7603
2021-01-03,66.7603
2021-01-04,63.74
2021-01-05,65.8698
2021-01-06,69.68
2021-01-07,70.3939
2021-01-08,67.8707
2021-01-09,67.8707
2021-01-10,67.8707
2021-01-11,68.396
2021-01-12,70.578
2021-01-13,66.1828
2021-01-14,67.2958
2021-01-15,65.5424
2021-01-16,65.5424
2021-01-17,65.5424
2021-01-18,65.5424
2021-01-19,65.6266
2021-01-20,62.9982
2021-01-21,62.0631
2021-01-22,62.9172
2021-01-23,62.9172
2021-01-24,62.9172
2021-01-25,60.1914
2021-01-26,58.909
2021-01-27,54.7892
2021-01-28,56.1033
2021-01-29,52.6718
2021-01-30,52.6718
2021-01-31,52.6718
2021-02-01,55.0769
2021-02-02,57.077
2021-02-03,56.4108
2021-02-04,58.8925
2021-02-05,59.3237
2021-02-06,59.3237
2021-02-07,59.3237
2021-02-08,61.373
2021-02-09,62.7837
2021-02-10,61.5484
2021-02-11,61.9583
2021-02-12,62.4188
2021-02-13,62.4188
2021-02-14,62.4188
2021-02-15,62.4188
2021-02-16,62.1852
2021-02-17,62.3794
2021-02-18,59.3822
2021-02-19,60.9159
2021-02-20,60.9159
2021-02-21,60.9159
2021-02-22,62.8507
2021-02-23,60.526
2021-02-24,62.3507
2021-02-25,57.9057
2021-02-26,55.7489
2021-02-27,55.7489
2021-02-28,55.7489
2021-03-01,61.4573
2021-03-02,61.83
2021-03-03,62.3737
2021-03-04,58.902
2021-03-05,63.1094
2021-03-06,63.1094
2021-03-07,63.1094
2021-03-08,64.2845
2021-03-09,62.4204
2021-03-10,63.7334
2021-03-11,63.406
2021-03-12,63.5994
2021-03-13,63.5994
2021-03-14,63.5994
2021-03-15,63.6392
2021-03-16,62.2326
2021-03-17,62.5749
2021-03-18,58.6566
2021-03-19,58.8437
2021-03-20,58.8437
2021-03-21,58.8437
2021-03-22,56.2752
2021-03-23,51.3414
2021-03-24,51.2294
2021-03-25,55.4044
2021-03-26,57.186
2021-03-27,57.186
2021-03-28,57.186
2021-03-29,55.1409
2021-03-30,56.3407
2021-03-31,54.8807
2021-04-01,56.2869
2021-04-02,56.2869
2021-04-03,56.2869
2021-04-04,56.2869
2021-04-05,57.7403
2021-04-06,56.0534
2021-04-07,52.1679
2021-04-08,52.9502
2021-04-09,53.6849
2021-04-10,53.6849
2021-04-11,53.6849
2021-04-12,53.7347
2021-04-13,51.5546
2021-04-14,53.1584
2021-04-15,54.2205
2021-04-16,54.0996
2021-04-17,54.0996
2021-04-18,54.0996
2021-04-19,51.9438
2021-04-20,50.5545
2021-04-21,52.7342
2021-04-22,50.7107
2021-04-23,52.9518
2021-04-24,52.9518
2021-04-25,52.9518
2021-04-26,53.1616
2021-04-27,42.6773
2021-04-28,41.4853
2021-04-29,40.4718
2021-04-30,40.4325
2021-05-01,40.4325
2021-05-02,40.4325
2021-05-03,40.9662
2021-05-04,43.581
2021-05-05,43.8668
2021-05-06,43.9255
2021-05-07,45.5186
2021-05-08,45.5186
2021-05-09,45.5186
2021-05-10,48.0088
2021-05-11,48.2866
2021-05-12,47.1909
2021-05-13,48.6824
2021-05-14,48.9121
2021-05-15,48.9121
2021-05-16,48.9121
2021-05-17,52.2292
2021-05-18,52.0544
2021-05-19,51.3433
2021-05-20,50.0466
2021-05-21,51.092
2021-05-22,51.092
2021-05-23,51.092
2021-05-24,51.3844
2021-05-25,51.9196
2021-05-26,54.0144
2021-05-27,53.9469
2021-05-28,53.8772
2021-05-29,53.8772
2021-05-30,53.8772
2021-05-31,53.8772
2021-06-01,55.8254
2021-06-02,53.2181
2021-06-03,52.4645
2021-06-04,51.0372
2021-06-05,51.0372
2021-06-06,51.0372
2021-06-07,50.429
2021-06-08,50.8998
2021-06-09,50.6156
2021-06-10,48.9888
2021-06-11,50.4918
2021-06-12,50.4918
2021-06-13,50.4918
2021-06-14,48.7238
2021-06-15,50.0271
2021-06-16,49.6643
2021-06-17,46.9858
2021-06-18,46.239
2021-06-19,46.239
2021-06-20,46.239
2021-06-21,48.7662
2021-06-22,47.9883
2021-06-23,47.631
2021-06-24,48.8136
2021-06-25,46.8439
2021-06-26,46.8439
2021-06-27,46.8439
2021-06-28,45.9209
2021-06-29,46.0056
2021-06-30,47.2026
2021-07-01,47.8855
2021-07-02,46.4106
2021-07-03,46.4106
2021-07-04,46.4106
2021-07-05,46.4106
2021-07-06,43.0197
2021-07-07,43.3839
2021-07-08,42.1981
2021-07-09,45.7191
2021-07-10,45.7191
2021-07-11,45.7191
2021-07-12,48.2285
2021-07-13,47.5464
2021-07-14,46.2676
2021-07-15,45.2312
2021-07-16,43.365
2021-07-17,43.365
2021-07-18,43.365
2021-07-19,41.2006
2021-07-20,44.0015
2021-07-21,46.0594
2021-07-22,44.8516
2021-07-23,46.0567
2021-07-24,46.0567
2021-07-25,46.0567
2021-07-26,47.6622
2021-07-27,46.753
2021-07-28,47.101
2021-07-29,50.2142
2021-07-30,51.8003
2021-07-31,51.8003
2021-08-01,51.8003
2021-08-02,52.5048
2021-08-03,56.5218
2021-08-04,52.903
2021-08-05,53.3343
2021-08-06,53.8443
2021-08-07,53.8443
2021-08-08,53.8443
2021-08-09,56.5137
2021-08-10,60.2099
2021-08-11,55.9881
2021-08-12,53.7077
2021-08-13,52.6901
2021-08-14,52.6901
2021-08-15,52.6901
2021-08-16,51.1411
2021-08-17,49.8915
2021-08-18,49.1811
2021-08-19,47.0999
2021-08-20,46.59
2021-08-21,46.59
2021-08-22,46.59
2021-08-23,44.4336
2021-08-24,48.2459
2021-08-25,47.9904
2021-08-26,47.903
2021-08-27,52.8779
2021-08-28,52.8779
2021-08-29,52.8779
2021-08-30,55.5443
2021-08-31,53.6062
2021-09-01,54.0798
2021-09-02,56.3827
2021-09-03,55.6133
2021-09-04,55.6133
2021-09-05,55.6133
2021-09-06,55.6133
2021-09-07,51.5222
2021-09-08,50.7498
2021-09-09,49.8057
2021-09-10,47.8791
2021-09-11,47.8791
2021-09-12,47.8791
2021-09-13,46.98
2021-09-14,44.6163
2021-09-15,46.8302
2021-09-16,45.6503
2021-09-17,43.7499
2021-09-18,43.7499
2021-09-19,43.7499
2021-09-20,41.3292
2021-09-21,40.7124
2021-09-22,42.1997
2021-09-23,45.3216
2021-09-24,44.567
2021-09-25,44.567
2021-09-26,44.567
2021-09-27,47.3767
2021-09-28,46.1284
2021-09-29,47.2956
2021-09-30,44.1729
2021-10-01,46.8302
2021-10-02,46.8302
2021-10-03,46.8302
2021-10-04,45.2698
2021-10-05,45.1217
2021-10-06,43.716
2021-10-07,44.7469
2021-10-08,44.0638
2021-10-09,44.0638
2021-10-10,44.0638
2021-10-11,42.9338
2021-10-12,42.858
2021-10-13,44.0835
2021-10-14,47.299
2021-10-15,45.8125
2021-10-16,45.8125
2021-10-17,45.8125
2021-10-18,44.8406
2021-10-19,43.4885
2021-10-20,44.1039
2021-10-21,42.8958
2021-10-22,43.6411
2021-10-23,43.6411
2021-10-24,43.6411
2021-10-25,44.6026
2021-10-26,45.4584
2021-10-27,43.4617
2021-10-28,48.3586
2021-10-29,47.4725
2021-10-30,47.4725
2021-10-31,47.4725
2021-11-01,48.4497
2021-11-02,48.941
2021-11-03,49.734
2021-11-04,49.535
2021-11-05,52.7607
2021-11-06,52.7607
2021-11-07,52.7607
2021-11-08,53.7794
2021-11-09,60.6438
2021-11-10,56.4112
2021-11-11,56.2179
2021-11-12,57.7889
2021-11-13,57.7889
2021-11-14,57.7889
2021-11-15,56.6867
2021-11-16,55.395
2021-11-17,40.7068
2021-11-18,40.3729
2021-11-19,35.5468
2021-11-20,35.5468
2021-11-21,35.5468
2021-11-22,37.4014
2021-11-23,37.3531
2021-11-24,37.105
2021-11-25,37.105
2021-11-26,36.6518
2021-11-27,36.6518
2021-11-28,36.6518
2021-11-29,36.5491
2021-11-30,35.5202
2021-12-01,35.4686
2021-12-02,38.1658
2021-12-03,37.2223
2021-12-04,37.2223
2021-12-05,37.2223
2021-12-06,39.0559
2021-12-07,37.2013
2021-12-08,37.3877
2021-12-09,37.7699
2021-12-10,39.6744
2021-12-11,39.6744
2021-12-12,39.6744
2021-12-13,39.6117
2021-12-14,38.7253
2021-12-15,41.9868
2021-12-16,40.2903
2021-12-17,42.4194
2021-12-18,42.4194
2021-12-19,42.4194
2021-12-20,41.165
2021-12-21,43.3539
2021-12-22,43.535
2021-12-23,45.1671
2021-12-24,45.1671
2021-12-25,45.1671
2021-12-26,45.1671
2021-12-27,45.6188
2021-12-28,46.3503
2021-12-29,45.4026
2021-12-30,46.5335
2021-12-31,45.6371
2022-01-01,45.6371
2022-01-02,45.6371
2022-01-03,45.3088
2022-01-04,46.7937
2022-01-05,44.8617
2022-01-06,43.2551
2022-01-07,45.1843
2022-01-08,45.1843
2022-01-09,45.1843
2022-01-10,43.4936
2022-01-11,46.1724
2022-01-12,46.7527
2022-01-13,47.9144
2022-01-14,48.4957
2022-01-15,48.4957
2022-01-16,48.4957
2022-01-17,48.4957
2022-01-18,45.9328
2022-01-19,47.5159
2022-01-20,45.6991
2022-01-21,44.1202
2022-01-22,44.1202
2022-01-23,44.1202
2022-01-24,43.7907
2022-01-25,42.0058
2022-01-26,40.4551
2022-01-27,40.2247
2022-01-28,49.7075
2022-01-29,49.7075
2022-01-30,49.7075
2022-01-31,48.7083
2022-02-01,49.323
2022-02-02,49.2358
2022-02-03,44.9598
2022-02-04,44.3468
2022-02-05,44.3468
2022-02-06,44.3468
2022-02-07,43.9593
2022-02-08,45.3427
2022-02-09,44.3715
2022-02-10,43.8053
2022-02-11,45.4511
2022-02-12,45.4511
2022-02-13,45.4511
2022-02-14,47.6328
2022-02-15,51.5507
2022-02-16,53.2341
2022-02-17,51.8367
2022-02-18,51.0056
2022-02-19,51.0056
2022-02-20,51.0056
2022-02-21,51.0056
2022-02-22,48.5029
2022-02-23,49.1482
2022-02-24,47.7338
2022-02-25,51.4383
2022-02-26,51.4383
2022-02-27,51.4383
2022-02-28,55.6425
2022-03-01,53.3872
2022-03-02,55.9019
2022-03-03,53.6138
2022-03-04,52.8393
2022-03-05,52.8393
2022-03-06,52.8393
2022-03-07,49.3947
2022-03-08,50.0365
2022-03-09,53.3278
2022-03-10,53.7674
2022-03-11,53.4204
2022-03-12,53.4204
2022-03-13,53.4204
2022-03-14,53.3314
2022-03-15,53.9662
2022-03-16,56.2004
2022-03-17,60.3221
2022-03-18,54.1699
2022-03-19,54.1699
2022-03-20,54.1699
2022-03-21,57.0809
2022-03-22,58.4755
2022-03-23,58.7168
2022-03-24,59.9216
2022-03-25,59.982
2022-03-26,59.982
2022-03-27,59.982
2022-03-28,59.4261
2022-03-29,58.4914
2022-03-30,57.2797
2022-03-31,56.1687
2022-04-01,57.6556
2022-04-02,57.6556
2022-04-03,57.6556
2022-04-04,57.6556
2022-04-05,55.0845
2022-04-06,52.8279
2022-04-07,53.2244
2022-04-08,52.1365
2022-04-09,52.1365
2022-04-10,52.1365
2022-04-11,51.8624
2022-04-12,52.2949
2022-04-13,54.655
2022-04-14,53.9645
2022-04-15,53.9645
2022-04-16,53.9645
2022-04-17,53.9645
2022-04-18,53.0728
2022-04-19,53.0728
2022-04-20,55.0173
2022-04-21,52.4618
2022-04-22,50.3335
2022-04-23,50.3335
2022-04-24,50.3335
2022-04-25,50.8027
2022-04-26,51.746
2022-04-27,51.5415
2022-04-28,53.8072
2022-04-29,42.0989
2022-04-30,42.0989
2022-05-01,42.0989
2022-05-02,42.1932
2022-05-03,39.8439
2022-05-04,42.5841
2022-05-05,41.9032
2022-05-06,40.3675
2022-05-07,40.3675
2022-05-08,40.3675
2022-05-09,38.2849
2022-05-10,41.3217
2022-05-11,43.0431
2022-05-12,41.6462
2022-05-13,42.4739
2022-05-14,42.4739
2022-05-15,42.4739
2022-05-16,42.939
2022-05-17,43.5995
2022-05-18,44.734
2022-05-19,45.3968
2022-05-20,44.7622
2022-05-21,44.7622
2022-05-22,44.7622
2022-05-23,46.7825
2022-05-24,46.7825
2022-05-25,46.0952
2022-05-26,47.1986
2022-05-27,48.6805
2022-05-28,48.6805
2022-05-29,48.6805
2022-05-30,48.6805
2022-05-31,47.847
2022-06-01,47.1968
2022-06-02,49.9127
2022-06-03,48.5726
2022-06-04,48.5726
2022-06-05,48.5726
2022-06-06,51.279
2022-06-07,53.2775
2022-06-08,51.6825
2022-06-09,49.8492
2022-06-10,43.6897
2022-06-11,43.6897
2022-06-12,43.6897
2022-06-13,41.7174
2022-06-14,40.8691
2022-06-15,41.8877
2022-06-16,41.665
2022-06-17,42.921
2022-06-18,42.921
2022-06-19,42.921
2022-06-20,42.921
2022-06-21,43.2371
2022-06-22,48.003
2022-06-23,44.8387
2022-06-24,47.5879
2022-06-25,47.5879
2022-06-26,47.5879
2022-06-27,49.2453
2022-06-28,48.5762
2022-06-29,46.8478
2022-06-30,46.6842
2022-07-01,47.6304
2022-07-02,47.6304
2022-07-03,47.6304
2022-07-04,47.6304
2022-07-05,45.4603
2022-07-06,44.4137
2022-07-07,45.9004
2022-07-08,46.0993
2022-07-09,46.0993
2022-07-10,46.0993
2022-07-11,44.5739
2022-07-12,43.9059
2022-07-13,44.1225
2022-07-14,43.0899
2022-07-15,48.9591
2022-07-16,48.9591
2022-07-17,48.9591
2022-07-18,50.2625
2022-07-19,53.8338
2022-07-20,51.4121
2022-07-21,50.331
2022-07-22,50.24
2022-07-23,50.24
2022-07-24,50.24
2022-07-25,51.3331
2022-07-26,50.567
2022-07-27,51.0394
2022-07-28,51.6135
2022-07-29,51.4056
2022-07-30,51.4056
2022-07-31,51.4056
2022-08-01,56.4002
2022-08-02,54.1999
2022-08-03,55.3998
2022-08-04,40.6167
2022-08-05,41.3062
2022-08-06,41.3062
2022-08-07,41.3062
2022-08-08,41.4819
2022-08-09,43.6628
2022-08-10,45.3484
2022-08-11,46.0991
2022-08-12,49.1501
2022-08-13,49.1501
2022-08-14,49.1501
2022-08-15,50.2989
2022-08-16,51.0614
2022-08-17,50.9805
2022-08-18,51.4579
2022-08-19,49.3848
2022-08-20,49.3848
2022-08-21,49.3848
2022-08-22,46.8836
2022-08-23,46.6545
2022-08-24,46.6545
2022-08-25,49.222
2022-08-26,48.7201
2022-08-27,48.7201
2022-08-28,48.7201
2022-08-29,48.0444
2022-08-30,46.1412
2022-08-31,44.3248
2022-09-01,42.5904
2022-09-02,42.5155
2022-09-03,42.5155
2022-09-04,42.5155
2022-09-05,42.5155
2022-09-06,43.3394
2022-09-07,46.6048
2022-09-08,45.2161
2022-09-09,47.3176
2022-09-10,47.3176
2022-09-11,47.3176
2022-09-12,47.8817
2022-09-13,43.9843
2022-09-14,43.226
2022-09-15,41.4518
2022-09-16,39.4953
2022-09-17,39.4953
2022-09-18,39.4953
2022-09-19,44.6142
2022-09-20,43.0502
2022-09-21,42.9087
2022-09-22,42.1916
2022-09-23,44.0301
2022-09-24,44.0301
2022-09-25,44.0301
2022-09-26,42.6993
2022-09-27,42.6993
2022-09-28,43.1082
2022-09-29,41.5735
2022-09-30,41.421
2022-10-01,41.421
2022-10-02,41.421
2022-10-03,45.2647
2022-10-04,47.7566
2022-10-05,47.4985
2022-10-06,46.8868
2022-10-07,44.1161
2022-10-08,44.1161
2022-10-09,44.1161
2022-10-10,45.2321
2022-10-11,46.3406
2022-10-12,44.0754
2022-10-13,45.7025
2022-10-14,46.9011
2022-10-15,46.9011
2022-10-16,46.9011
2022-10-17,50.9175
2022-10-18,53.2971
2022-10-19,51.2765
2022-10-20,50.7338
2022-10-21,53.8496
2022-10-22,53.8496
2022-10-23,53.8496
2022-10-24,54.8085
2022-10-25,55.7594
2022-10-26,55.6585
2022-10-27,55.2445
2022-10-28,56.8224
2022-10-29,56.8224
2022-10-30,56.8224
2022-10-31,55.7522
2022-11-01,52.1932
2022-11-02,50.4788
2022-11-03,49.3607
2022-11-04,52.7024
2022-11-05,52.7024
2022-11-06,52.7024
2022-11-07,52.3163
2022-11-08,53.3764
2022-11-09,51.5011
2022-11-10,55.812
2022-11-11,54.7266
2022-11-12,54.7266
2022-11-13,54.7266
2022-11-14,53.1707
2022-11-15,44.0261
2022-11-16,44.979
2022-11-17,46.1852
2022-11-18,47.4619
2022-11-19,47.4619
2022-11-20,47.4619
2022-11-21,48.3076
2022-11-22,48.1472
2022-11-23,48.5009
2022-11-24,48.5009
2022-11-25,47.7429
2022-11-26,47.7429
2022-11-27,47.7429
2022-11-28,46.9005
2022-11-29,47.2854
2022-11-30,49.6454
2022-12-01,48.9204
2022-12-02,50.3275
2022-12-03,50.3275
2022-12-04,50.3275
2022-12-05,48.933
2022-12-06,48.5619
2022-12-07,46.7285
2022-12-08,45.9215
2022-12-09,45.4701
2022-12-10,45.4701
2022-12-11,45.4701
2022-12-12,48.0075
2022-12-13,46.9712
2022-12-14,48.1295
2022-12-15,46.4134
2022-12-16,48.0114
2022-12-17,48.0114
2022-12-18,48.0114
2022-12-19,48.853
2022-12-20,49.5916
2022-12-21,48.657
2022-12-22,45.503
2022-12-23,46.7309
2022-12-24,46.7309
2022-12-25,46.7309
2022-12-26,46.7309
2022-12-27,46.6321
2022-12-28,46.1276
2022-12-29,46.9587
2022-12-30,46.5343
2022-12-31,46.5343
2023-01-01,46.5343
2023-01-02,46.5343
2023-01-03,46.3178
2023-01-04,48.5466
2023-01-05,48.5466
2023-01-06,51.5371
2023-01-07,51.5371
2023-01-08,51.5371
2023-01-09,52.4519
2023-01-10,53.2508
2023-01-11,53.824
2023-01-12,57.4906
2023-01-13,58.8813
2023-01-14,58.8813
2023-01-15,58.8813
2023-01-16,58.8813
2023-01-17,58.4574
2023-01-18,59.167
2023-01-19,63.4156
2023-01-20,60.177
2023-01-21,60.177
2023-01-22,60.177
2023-01-23,62.6641
2023-01-24,62.3861
2023-01-25,62.1011
2023-01-26,62.9759
2023-01-27,62.9759
2023-01-28,62.9759
2023-01-29,62.9759
2023-01-30,60.8709
2023-01-31,61.4423
2023-02-01,62.7551
2023-02-02,65.3689
2023-02-03,65.9457
2023-02-04,65.9457
2023-02-05,65.9457
2023-02-06,64.5164
2023-02-07,66.3602
2023-02-08,64.3172
2023-02-09,62.4804
2023-02-10,62.0224
2023-02-11,62.0224
2023-02-12,62.0224
2023-02-13,60.3442
2023-02-14,60.3442
2023-02-15,60.5519
2023-02-16,56.2831
2023-02-17,57.6081
2023-02-18,57.6081
2023-02-19,57.6081
2023-02-20,57.6081
2023-02-21,53.4208
2023-02-22,53.2872
2023-02-23,53.013
2023-02-24,53.7516
2023-02-25,53.7516
2023-02-26,53.7516
2023-02-27,53.8766
2023-02-28,49.7069
2023-03-01,51.7665
2023-03-02,53.6089
2023-03-03,60.5686
2023-03-04,60.5686
2023-03-05,60.5686
2023-03-06,57.2532
2023-03-07,56.1094
2023-03-08,54.9732
2023-03-09,54.592
2023-03-10,53.442
2023-03-11,53.442
2023-03-12,53.442
2023-03-13,48.6157
2023-03-14,51.9035
2023-03-15,48.9853
2023-03-16,51.0924
2023-03-17,47.9189
2023-03-18,47.9189
2023-03-19,47.9189
2023-03-20,48.3471
2023-03-21,52.0203
