,HCC US Equity
2023-03-21,44.9675
2023-03-22,44.4902
2023-03-23,43.9011
2023-03-24,46.5206
2023-03-25,46.5206
2023-03-26,46.5206
2023-03-27,47.4246
2023-03-28,49.9064
2023-03-29,48.571
2023-03-30,48.9715
2023-03-31,51.127
2023-04-01,51.127
2023-04-02,51.127
2023-04-03,52.6585
2023-04-04,49.6485
2023-04-05,49.2641
2023-04-06,48.1677
2023-04-07,48.1677
2023-04-08,48.1677
2023-04-09,48.1677
2023-04-10,48.3439
2023-04-11,50.5397
2023-04-12,53.4767
2023-04-13,55.0017
2023-04-14,53.1542
2023-04-15,53.1542
2023-04-16,53.1542
2023-04-17,53.6647
2023-04-18,55.2744
2023-04-19,54.8705
2023-04-20,52.6242
2023-04-21,49.8116
2023-04-22,49.8116
2023-04-23,49.8116
2023-04-24,50.284
2023-04-25,46.2132
2023-04-26,46.3487
2023-04-27,45.1526
2023-04-28,46.0498
2023-04-29,46.0498
2023-04-30,46.0498
2023-05-01,43.8064
2023-05-02,44.076
2023-05-03,44.227
2023-05-04,49.3748
2023-05-05,55.3407
2023-05-06,55.3407
2023-05-07,55.3407
2023-05-08,54.6202
2023-05-09,56.3311
2023-05-10,56.0125
2023-05-11,52.2565
2023-05-12,51.5291
2023-05-13,51.5291
2023-05-14,51.5291
2023-05-15,51.4233
2023-05-16,48.5567
2023-05-17,49.1266
2023-05-18,47.7092
2023-05-19,47.0274
2023-05-20,47.0274
2023-05-21,47.0274
2023-05-22,48.4833
2023-05-23,47.163
2023-05-24,45.3658
2023-05-25,44.2986
2023-05-26,44.1034
2023-05-27,44.1034
2023-05-28,44.1034
2023-05-29,44.1034
2023-05-30,42.9487
2023-05-31,42.8504
2023-06-01,44.4813
2023-06-02,48.5027
2023-06-03,48.5027
2023-06-04,48.5027
2023-06-05,47.8901
2023-06-06,49.4013
2023-06-07,51.6237
2023-06-08,50.0459
2023-06-09,50.5062
2023-06-10,50.5062
2023-06-11,50.5062
2023-06-12,49.3767
2023-06-13,48.9052
2023-06-14,47.9115
2023-06-15,51.0935
2023-06-16,50.5772
2023-06-17,50.5772
2023-06-18,50.5772
2023-06-19,50.5772
2023-06-20,54.8067
2023-06-21,56.1489
2023-06-22,54.7262
2023-06-23,51.8358
2023-06-24,51.8358
2023-06-25,51.8358
2023-06-26,53.3182
2023-06-27,55.2459
2023-06-28,54.6371
2023-06-29,56.1977
2023-06-30,56.4868
2023-07-01,56.4868
2023-07-02,56.4868
2023-07-03,57.8237
2023-07-04,57.8237
2023-07-05,58.2119
2023-07-06,55.3281
2023-07-07,57.426
2023-07-08,57.426
2023-07-09,57.426
2023-07-10,58.5928
2023-07-11,58.8143
2023-07-12,56.5393
2023-07-13,55.0256
2023-07-14,52.3624
2023-07-15,52.3624
2023-07-16,52.3624
2023-07-17,53.7161
2023-07-18,55.168
2023-07-19,54.9485
2023-07-20,57.5473
2023-07-21,58.0729
2023-07-22,58.0729
2023-07-23,58.0729
2023-07-24,60.6343
2023-07-25,61.4965
2023-07-26,61.6317
2023-07-27,61.5998
2023-07-28,61.6409
2023-07-29,61.6409
2023-07-30,61.6409
2023-07-31,65.0696
2023-08-01,66.0452
2023-08-02,61.221
2023-08-03,48.7661
2023-08-04,51.8121
2023-08-05,51.8121
2023-08-06,51.8121
2023-08-07,54.0967
2023-08-08,52.2428
2023-08-09,52.9918
2023-08-10,53.3888
2023-08-11,52.9701
2023-08-12,52.9701
2023-08-13,52.9701
2023-08-14,53.6236
2023-08-15,50.0684
2023-08-16,51.1978
2023-08-17,51.26
2023-08-18,50.2442
2023-08-19,50.2442
2023-08-20,50.2442
2023-08-21,51.0299
2023-08-22,51.4921
2023-08-23,50.9942
2023-08-24,50.1579
2023-08-25,48.7863
2023-08-26,48.7863
2023-08-27,48.7863
2023-08-28,50.6864
2023-08-29,51.8787
2023-08-30,50.0619
2023-08-31,50.8084
2023-09-01,54.5706
2023-09-02,54.5706
2023-09-03,54.5706
2023-09-04,54.5706
2023-09-05,55.3369
2023-09-06,55.8293
2023-09-07,55.3898
2023-09-08,57.3646
2023-09-09,57.3646
2023-09-10,57.3646
2023-09-11,57.5993
2023-09-12,59.7458
2023-09-13,61.4134
2023-09-14,65.9158
2023-09-15,66.0254
2023-09-16,66.0254
2023-09-17,66.0254
2023-09-18,66.8444
2023-09-19,61.5053
2023-09-20,60.3212
2023-09-21,61.8071
2023-09-22,60.0889
2023-09-23,60.0889
2023-09-24,60.0889
2023-09-25,61.976
2023-09-26,62.3035
2023-09-27,68.08
2023-09-28,68.34
2023-09-29,68.3666
2023-09-30,68.3666
2023-10-01,68.3666
2023-10-02,65.0517
2023-10-03,64.1714
2023-10-04,63.3401
2023-10-05,63.9361
2023-10-06,64.7063
2023-10-07,64.7063
2023-10-08,64.7063
2023-10-09,66.9713
2023-10-10,66.5266
2023-10-11,63.7536
2023-10-12,59.4873
2023-10-13,57.6682
2023-10-14,57.6682
2023-10-15,57.6682
2023-10-16,56.6966
2023-10-17,59.7373
2023-10-18,57.9683
2023-10-19,55.4101
2023-10-20,52.9909
2023-10-21,52.9909
2023-10-22,52.9909
2023-10-23,53.6561
2023-10-24,54.1885
2023-10-25,54.3092
2023-10-26,54.1861
2023-10-27,55.9019
2023-10-28,55.9019
2023-10-29,55.9019
2023-10-30,54.8271
2023-10-31,56.9087
2023-11-01,58.759
2023-11-02,56.2566
2023-11-03,57.6369
2023-11-04,57.6369
2023-11-05,57.6369
2023-11-06,56.8527
2023-11-07,50.1684
2023-11-08,48.8504
2023-11-09,50.4327
2023-11-10,52.5465
2023-11-11,52.5465
2023-11-12,52.5465
2023-11-13,51.0594
2023-11-14,57.1315
2023-11-15,56.8432
2023-11-16,58.6846
2023-11-17,62.8771
2023-11-18,62.8771
2023-11-19,62.8771
2023-11-20,61.7585
2023-11-21,63.0625
2023-11-22,64.0606
2023-11-23,64.0606
2023-11-24,64.4898
2023-11-25,64.4898
2023-11-26,64.4898
2023-11-27,66.0496
2023-11-28,62.7889
2023-11-29,61.4505
2023-11-30,63.4118
2023-12-01,66.4087
2023-12-02,66.4087
2023-12-03,66.4087
2023-12-04,63.8072
2023-12-05,63.9723
2023-12-06,64.9763
2023-12-07,65.3431
2023-12-08,64.6667
2023-12-09,64.6667
2023-12-10,64.6667
2023-12-11,62.0789
2023-12-12,59.0299
2023-12-13,59.5736
2023-12-14,59.3698
2023-12-15,60.6087
2023-12-16,60.6087
2023-12-17,60.6087
2023-12-18,61.9877
2023-12-19,66.0382
2023-12-20,66.0505
2023-12-21,66.9095
2023-12-22,67.3919
2023-12-23,67.3919
2023-12-24,67.3919
2023-12-25,67.3919
2023-12-26,67.0033
2023-12-27,67.8098
2023-12-28,65.6236
2023-12-29,64.3818
2023-12-30,64.3818
2023-12-31,64.3818
2024-01-01,64.3818
2024-01-02,64.2247
2024-01-03,66.2555
2024-01-04,70.3791
2024-01-05,68.7887
2024-01-06,68.7887
2024-01-07,68.7887
2024-01-08,65.3631
2024-01-09,66.9669
2024-01-10,63.5951
2024-01-11,62.6278
2024-01-12,63.1403
2024-01-13,63.1403
2024-01-14,63.1403
2024-01-15,63.1403
2024-01-16,58.227
2024-01-17,60.953
2024-01-18,65.9185
2024-01-19,68.3862
2024-01-20,68.3862
2024-01-21,68.3862
2024-01-22,66.06
2024-01-23,63.8144
2024-01-24,61.2236
2024-01-25,57.5631
2024-01-26,58.4944
2024-01-27,58.4944
2024-01-28,58.4944
2024-01-29,58.913
2024-01-30,58.9863
2024-01-31,57.1227
2024-02-01,57.5546
2024-02-02,56.2404
2024-02-03,56.2404
2024-02-04,56.2404
2024-02-05,51.581
2024-02-06,49.5261
2024-02-07,49.9776
2024-02-08,50.782
2024-02-09,48.8057
2024-02-10,48.8057
2024-02-11,48.8057
2024-02-12,50.7131
2024-02-13,49.5127
2024-02-14,51.375
2024-02-15,48.3647
2024-02-16,46.9332
2024-02-17,46.9332
2024-02-18,46.9332
2024-02-19,46.9332
2024-02-20,44.1866
2024-02-21,45.9125
2024-02-22,47.2221
2024-02-23,47.6487
2024-02-24,47.6487
2024-02-25,47.6487
2024-02-26,49.2211
2024-02-27,50.3172
2024-02-28,46.663
2024-02-29,47.3046
2024-03-01,48.2227
2024-03-02,48.2227
2024-03-03,48.2227
2024-03-04,50.6865
2024-03-05,50.1243
2024-03-06,52.1232
2024-03-07,53.9592
2024-03-08,53.3213
2024-03-09,53.3213
2024-03-10,53.3213
2024-03-11,47.28
2024-03-12,44.4087
2024-03-13,43.2427
2024-03-14,42.2418
2024-03-15,43.4473
2024-03-16,43.4473
2024-03-17,43.4473
2024-03-18,43.8294
2024-03-19,46.6197
2024-03-20,46.4531
2024-03-21,47.8816
2024-03-22,47.9784
2024-03-23,47.9784
2024-03-24,47.9784
2024-03-25,50.2103
2024-03-26,52.5135
2024-03-27,56.0848
2024-03-28,53.8762
2024-03-29,53.8762
2024-03-30,53.8762
2024-03-31,53.8762
2024-04-01,53.6846
2024-04-02,50.351
2024-04-03,51.2499
2024-04-04,47.3983
2024-04-05,47.5952
2024-04-06,47.5952
2024-04-07,47.5952
2024-04-08,50.5693
