,ES US Equity
2021-04-03,54.8457
2021-04-04,54.8457
2021-04-05,56.7764
2021-04-06,56.9295
2021-04-07,56.7447
2021-04-08,55.8999
2021-04-09,53.4751
2021-04-10,53.4751
2021-04-11,53.4751
2021-04-12,53.9237
2021-04-13,55.8941
2021-04-14,57.217
2021-04-15,58.3479
2021-04-16,59.9138
2021-04-17,59.9138
2021-04-18,59.9138
2021-04-19,59.0212
2021-04-20,61.143
2021-04-21,58.4901
2021-04-22,55.3884
2021-04-23,55.2727
2021-04-24,55.2727
2021-04-25,55.2727
2021-04-26,54.3331
2021-04-27,52.5989
2021-04-28,49.1984
2021-04-29,48.4553
2021-04-30,50.8651
2021-05-01,50.8651
2021-05-02,50.8651
2021-05-03,51.2821
2021-05-04,50.6155
2021-05-05,45.4602
2021-05-06,47.0908
2021-05-07,46.5846
2021-05-08,46.5846
2021-05-09,46.5846
2021-05-10,49.5616
2021-05-11,46.7675
2021-05-12,44.3441
2021-05-13,48.5243
2021-05-14,49.3196
2021-05-15,49.3196
2021-05-16,49.3196
2021-05-17,47.3625
2021-05-18,47.7871
2021-05-19,47.0018
2021-05-20,48.0801
2021-05-21,48.7778
2021-05-22,48.7778
2021-05-23,48.7778
2021-05-24,47.2069
2021-05-25,45.3518
2021-05-26,43.8272
2021-05-27,43.1938
2021-05-28,43.2907
2021-05-29,43.2907
2021-05-30,43.2907
2021-05-31,43.2907
2021-06-01,40.9769
2021-06-02,43.0198
2021-06-03,46.396
2021-06-04,46.0864
2021-06-05,46.0864
2021-06-06,46.0864
2021-06-07,46.2487
2021-06-08,44.3542
2021-06-09,47.6147
2021-06-10,48.8461
2021-06-11,48.1973
2021-06-12,48.1973
2021-06-13,48.1973
2021-06-14,47.6482
2021-06-15,50.3918
2021-06-16,46.6595
2021-06-17,48.2457
2021-06-18,43.1402
2021-06-19,43.1402
2021-06-20,43.1402
2021-06-21,44.8194
2021-06-22,43.9989
2021-06-23,41.5228
2021-06-24,42.7391
2021-06-25,44.9544
2021-06-26,44.9544
2021-06-27,44.9544
2021-06-28,47.3933
2021-06-29,45.0463
2021-06-30,45.2781
2021-07-01,44.6056
2021-07-02,46.4254
2021-07-03,46.4254
2021-07-04,46.4254
2021-07-05,46.4254
2021-07-06,47.1523
2021-07-07,50.5419
2021-07-08,50.3607
2021-07-09,50.4016
2021-07-10,50.4016
2021-07-11,50.4016
2021-07-12,50.1241
2021-07-13,51.0463
2021-07-14,53.3498
2021-07-15,57.2321
2021-07-16,59.3456
2021-07-17,59.3456
2021-07-18,59.3456
2021-07-19,56.7241
2021-07-20,56.0666
2021-07-21,51.4697
2021-07-22,53.3562
2021-07-23,55.79
2021-07-24,55.79
2021-07-25,55.79
2021-07-26,54.9486
2021-07-27,57.8733
2021-07-28,55.3266
2021-07-29,55.3433
2021-07-30,55.0882
2021-07-31,55.0882
2021-08-01,55.0882
2021-08-02,56.8539
2021-08-03,57.6892
2021-08-04,58.3072
2021-08-05,59.7216
2021-08-06,59.5515
2021-08-07,59.5515
2021-08-08,59.5515
2021-08-09,59.5264
2021-08-10,59.4488
2021-08-11,61.1939
2021-08-12,60.3344
2021-08-13,61.7917
2021-08-14,61.7917
2021-08-15,61.7917
2021-08-16,62.4208
2021-08-17,62.4727
2021-08-18,60.6834
2021-08-19,62.408
2021-08-20,63.9909
2021-08-21,63.9909
2021-08-22,63.9909
2021-08-23,61.1551
2021-08-24,60.4829
2021-08-25,59.0014
2021-08-26,58.8326
2021-08-27,58.5152
2021-08-28,58.5152
2021-08-29,58.5152
2021-08-30,60.2692
2021-08-31,59.3149
2021-09-01,61.1636
2021-09-02,62.9608
2021-09-03,61.043
2021-09-04,61.043
2021-09-05,61.043
2021-09-06,61.043
2021-09-07,54.8439
2021-09-08,58.9642
2021-09-09,54.0512
2021-09-10,50.9277
2021-09-11,50.9277
2021-09-12,50.9277
2021-09-13,50.9673
2021-09-14,48.1908
2021-09-15,46.1825
2021-09-16,45.3505
2021-09-17,42.5984
2021-09-18,42.5984
2021-09-19,42.5984
2021-09-20,42.7597
2021-09-21,43.1608
2021-09-22,42.1015
2021-09-23,41.2843
2021-09-24,41.7421
2021-09-25,41.7421
2021-09-26,41.7421
2021-09-27,39.6629
2021-09-28,38.9258
2021-09-29,41.7143
2021-09-30,41.0261
2021-10-01,41.2372
2021-10-02,41.2372
2021-10-03,41.2372
2021-10-04,48.5703
2021-10-05,48.1065
2021-10-06,51.3843
2021-10-07,51.0233
2021-10-08,49.5819
2021-10-09,49.5819
2021-10-10,49.5819
2021-10-11,47.3826
2021-10-12,49.8946
2021-10-13,51.3801
2021-10-14,54.1719
2021-10-15,51.4729
2021-10-16,51.4729
2021-10-17,51.4729
2021-10-18,49.4804
2021-10-19,50.9534
2021-10-20,51.228
2021-10-21,50.7868
2021-10-22,51.6282
2021-10-23,51.6282
2021-10-24,51.6282
2021-10-25,50.5595
2021-10-26,50.6026
2021-10-27,49.5945
2021-10-28,49.7785
2021-10-29,48.0545
2021-10-30,48.0545
2021-10-31,48.0545
2021-11-01,47.7171
2021-11-02,47.2594
2021-11-03,47.1892
2021-11-04,45.5549
2021-11-05,47.1508
2021-11-06,47.1508
2021-11-07,47.1508
2021-11-08,43.1786
2021-11-09,45.0513
2021-11-10,46.1528
2021-11-11,43.5104
2021-11-12,42.3679
2021-11-13,42.3679
2021-11-14,42.3679
2021-11-15,46.3979
2021-11-16,46.1181
2021-11-17,47.1329
2021-11-18,45.8814
2021-11-19,47.5535
2021-11-20,47.5535
2021-11-21,47.5535
2021-11-22,49.5862
2021-11-23,50.8363
2021-11-24,50.1681
2021-11-25,50.1681
2021-11-26,49.6431
2021-11-27,49.6431
2021-11-28,49.6431
2021-11-29,51.0315
2021-11-30,44.1613
2021-12-01,44.4962
2021-12-02,46.2413
2021-12-03,51.4015
2021-12-04,51.4015
2021-12-05,51.4015
2021-12-06,53.1614
2021-12-07,55.4652
2021-12-08,55.5627
2021-12-09,55.9219
2021-12-10,56.6272
2021-12-11,56.6272
2021-12-12,56.6272
2021-12-13,59.2845
2021-12-14,59.2845
2021-12-15,62.1777
2021-12-16,63.2625
2021-12-17,59.1384
2021-12-18,59.1384
2021-12-19,59.1384
2021-12-20,59.6253
2021-12-21,57.7534
2021-12-22,58.4938
2021-12-23,58.6668
2021-12-24,58.6668
2021-12-25,58.6668
2021-12-26,58.6668
2021-12-27,58.0551
2021-12-28,59.7142
2021-12-29,60.7653
2021-12-30,61.76
2021-12-31,61.2748
2022-01-01,61.2748
2022-01-02,61.2748
2022-01-03,56.0123
2022-01-04,54.09
2022-01-05,55.8685
2022-01-06,55.0025
2022-01-07,56.605
2022-01-08,56.605
2022-01-09,56.605
2022-01-10,54.8244
2022-01-11,49.1867
2022-01-12,51.0829
2022-01-13,52.3242
2022-01-14,50.7397
2022-01-15,50.7397
2022-01-16,50.7397
2022-01-17,50.7397
2022-01-18,49.4378
2022-01-19,49.5993
2022-01-20,49.1355
2022-01-21,50.1953
2022-01-22,50.1953
2022-01-23,50.1953
2022-01-24,47.9408
2022-01-25,46.6318
2022-01-26,44.6321
2022-01-27,47.3969
2022-01-28,50.8228
2022-01-29,50.8228
2022-01-30,50.8228
2022-01-31,55.4756
2022-02-01,52.0775
2022-02-02,53.4552
2022-02-03,52.1234
2022-02-04,51.4067
2022-02-05,51.4067
2022-02-06,51.4067
2022-02-07,52.9285
2022-02-08,51.3105
2022-02-09,50.4365
2022-02-10,45.1288
2022-02-11,44.1038
2022-02-12,44.1038
2022-02-13,44.1038
2022-02-14,40.8848
2022-02-15,40.8203
2022-02-16,39.9716
2022-02-17,41.496
2022-02-18,42.7843
2022-02-19,42.7843
2022-02-20,42.7843
2022-02-21,42.7843
2022-02-22,42.0569
2022-02-23,37.6767
2022-02-24,37.7263
2022-02-25,42.6518
2022-02-26,42.6518
2022-02-27,42.6518
2022-02-28,42.6351
2022-03-01,40.4102
2022-03-02,42.5867
2022-03-03,48.205
2022-03-04,52.5655
2022-03-05,52.5655
2022-03-06,52.5655
2022-03-07,53.7398
2022-03-08,50.8973
2022-03-09,49.3494
2022-03-10,49.6486
2022-03-11,48.686
2022-03-12,48.686
2022-03-13,48.686
2022-03-14,47.6605
2022-03-15,49.4346
2022-03-16,49.1804
2022-03-17,49.6206
2022-03-18,48.0665
2022-03-19,48.0665
2022-03-20,48.0665
2022-03-21,50.186
2022-03-22,49.5716
2022-03-23,50.5118
2022-03-24,51.9408
2022-03-25,54.2317
2022-03-26,54.2317
2022-03-27,54.2317
2022-03-28,54.8953
2022-03-29,56.2263
2022-03-30,57.7068
2022-03-31,56.6693
2022-04-01,59.4355
2022-04-02,59.4355
2022-04-03,59.4355
2022-04-04,57.7707
2022-04-05,59.3573
2022-04-06,62.5946
2022-04-07,62.3331
2022-04-08,62.9016
2022-04-09,62.9016
2022-04-10,62.9016
2022-04-11,61.0678
2022-04-12,62.6595
2022-04-13,61.8452
2022-04-14,61.9845
2022-04-15,61.9845
2022-04-16,61.9845
2022-04-17,61.9845
2022-04-18,59.655
2022-04-19,61.0079
2022-04-20,62.2084
2022-04-21,61.7941
2022-04-22,58.9993
2022-04-23,58.9993
2022-04-24,58.9993
2022-04-25,55.8855
2022-04-26,53.714
2022-04-27,53.2506
2022-04-28,54.5824
2022-04-29,48.7521
2022-04-30,48.7521
2022-05-01,48.7521
2022-05-02,46.5127
2022-05-03,47.6145
2022-05-04,51.1788
2022-05-05,53.3952
2022-05-06,54.3891
2022-05-07,54.3891
2022-05-08,54.3891
2022-05-09,54.6307
2022-05-10,51.7734
2022-05-11,52.0677
2022-05-12,51.3185
2022-05-13,52.1274
2022-05-14,52.1274
2022-05-15,52.1274
2022-05-16,51.9785
2022-05-17,53.5282
2022-05-18,52.9815
2022-05-19,53.5083
2022-05-20,55.3589
2022-05-21,55.3589
2022-05-22,55.3589
2022-05-23,57.1062
2022-05-24,59.5119
2022-05-25,58.2845
2022-05-26,58.357
2022-05-27,60.3366
2022-05-28,60.3366
2022-05-29,60.3366
2022-05-30,60.3366
2022-05-31,57.826
2022-06-01,57.3224
2022-06-02,57.8914
2022-06-03,57.5738
2022-06-04,57.5738
2022-06-05,57.5738
2022-06-06,57.5194
2022-06-07,58.6513
2022-06-08,52.8736
2022-06-09,46.8517
2022-06-10,47.3173
2022-06-11,47.3173
2022-06-12,47.3173
2022-06-13,40.1606
2022-06-14,35.8668
2022-06-15,35.667
2022-06-16,33.5301
2022-06-17,32.5831
2022-06-18,32.5831
2022-06-19,32.5831
2022-06-20,32.5831
2022-06-21,36.1351
2022-06-22,38.3059
2022-06-23,41.3776
2022-06-24,43.7597
2022-06-25,43.7597
2022-06-26,43.7597
2022-06-27,45.1253
2022-06-28,44.1219
2022-06-29,44.2368
2022-06-30,46.1272
2022-07-01,50.7983
2022-07-02,50.7983
2022-07-03,50.7983
2022-07-04,50.7983
2022-07-05,45.0935
2022-07-06,46.3789
2022-07-07,45.5863
2022-07-08,45.201
2022-07-09,45.201
2022-07-10,45.201
2022-07-11,45.9017
2022-07-12,45.3913
2022-07-13,44.5178
2022-07-14,45.7832
2022-07-15,46.1198
2022-07-16,46.1198
2022-07-17,46.1198
2022-07-18,44.2114
2022-07-19,45.7468
2022-07-20,44.5267
2022-07-21,45.5797
2022-07-22,47.5629
2022-07-23,47.5629
2022-07-24,47.5629
2022-07-25,49.0766
2022-07-26,50.0229
2022-07-27,49.674
2022-07-28,54.8985
2022-07-29,54.8213
2022-07-30,54.8213
2022-07-31,54.8213
2022-08-01,56.3917
2022-08-02,57.9642
2022-08-03,58.8437
2022-08-04,59.0987
2022-08-05,57.7485
2022-08-06,57.7485
2022-08-07,57.7485
2022-08-08,58.6162
2022-08-09,59.7056
2022-08-10,59.737
2022-08-11,59.641
2022-08-12,62.0081
2022-08-13,62.0081
2022-08-14,62.0081
2022-08-15,62.313
2022-08-16,62.7307
2022-08-17,63.0911
2022-08-18,63.3304
2022-08-19,62.4096
2022-08-20,62.4096
2022-08-21,62.4096
2022-08-22,58.7415
2022-08-23,57.4663
2022-08-24,57.9759
2022-08-25,59.4825
2022-08-26,56.2868
2022-08-27,56.2868
2022-08-28,56.2868
2022-08-29,56.8477
2022-08-30,54.0756
2022-08-31,51.5672
2022-09-01,53.98
2022-09-02,51.0376
2022-09-03,51.0376
2022-09-04,51.0376
2022-09-05,51.0376
2022-09-06,50.1802
2022-09-07,55.3589
2022-09-08,54.4812
2022-09-09,54.8698
2022-09-10,54.8698
2022-09-11,54.8698
2022-09-12,56.5333
2022-09-13,50.408
2022-09-14,52.3421
2022-09-15,47.7549
2022-09-16,48.8856
2022-09-17,48.8856
2022-09-18,48.8856
2022-09-19,50.2194
2022-09-20,48.5671
2022-09-21,47.205
2022-09-22,47.5173
2022-09-23,46.6148
2022-09-24,46.6148
2022-09-25,46.6148
2022-09-26,42.8914
2022-09-27,39.7271
2022-09-28,41.1337
2022-09-29,36.434
2022-09-30,34.5842
2022-10-01,34.5842
2022-10-02,34.5842
2022-10-03,39.1969
2022-10-04,40.5316
2022-10-05,37.9914
2022-10-06,34.4035
2022-10-07,33.2233
2022-10-08,33.2233
2022-10-09,33.2233
2022-10-10,34.5715
2022-10-11,34.0383
2022-10-12,31.558
2022-10-13,35.2117
2022-10-14,34.0769
2022-10-15,34.0769
2022-10-16,34.0769
2022-10-17,36.3919
2022-10-18,39.7186
2022-10-19,38.3024
2022-10-20,35.581
2022-10-21,37.0735
2022-10-22,37.0735
2022-10-23,37.0735
2022-10-24,37.3704
2022-10-25,39.6296
2022-10-26,39.5014
2022-10-27,40.5621
2022-10-28,43.9006
2022-10-29,43.9006
2022-10-30,43.9006
2022-10-31,43.3133
2022-11-01,44.4122
2022-11-02,43.4903
2022-11-03,43.4398
2022-11-04,45.0545
2022-11-05,45.0545
2022-11-06,45.0545
2022-11-07,42.313
2022-11-08,43.8261
2022-11-09,42.5218
2022-11-10,48.8911
2022-11-11,47.5573
2022-11-12,47.5573
2022-11-13,47.5573
2022-11-14,47.0163
2022-11-15,48.4324
2022-11-16,49.6401
2022-11-17,47.7353
2022-11-18,49.9355
2022-11-19,49.9355
2022-11-20,49.9355
2022-11-21,50.9687
2022-11-22,51.8056
2022-11-23,53.3842
2022-11-24,53.3842
2022-11-25,53.7326
2022-11-26,53.7326
2022-11-27,53.7326
2022-11-28,52.6063
2022-11-29,50.964
2022-11-30,54.0304
2022-12-01,55.4011
2022-12-02,55.0775
2022-12-03,55.0775
2022-12-04,55.0775
2022-12-05,54.9778
2022-12-06,55.9535
2022-12-07,54.9132
2022-12-08,56.0817
2022-12-09,55.1202
2022-12-10,55.1202
2022-12-11,55.1202
2022-12-12,57.4273
2022-12-13,57.7676
2022-12-14,57.5772
2022-12-15,55.5126
2022-12-16,53.0581
2022-12-17,53.0581
2022-12-18,53.0581
2022-12-19,53.1375
2022-12-20,52.8233
2022-12-21,54.9625
2022-12-22,53.3694
2022-12-23,55.1157
2022-12-24,55.1157
2022-12-25,55.1157
2022-12-26,55.1157
2022-12-27,56.2661
2022-12-28,54.9087
2022-12-29,56.1767
2022-12-30,53.7529
2022-12-31,53.7529
2023-01-01,53.7529
2023-01-02,53.7529
2023-01-03,54.377
2023-01-04,56.1643
2023-01-05,53.101
2023-01-06,56.3001
2023-01-07,56.3001
2023-01-08,56.3001
2023-01-09,56.1262
2023-01-10,56.0864
2023-01-11,56.2789
2023-01-12,54.8688
2023-01-13,52.6414
2023-01-14,52.6414
2023-01-15,52.6414
2023-01-16,52.6414
2023-01-17,52.0701
2023-01-18,47.4419
2023-01-19,45.0892
2023-01-20,45.0246
2023-01-21,45.0246
2023-01-22,45.0246
2023-01-23,45.3285
2023-01-24,46.0687
2023-01-25,45.1208
2023-01-26,46.4094
2023-01-27,47.7005
2023-01-28,47.7005
2023-01-29,47.7005
2023-01-30,48.5892
2023-01-31,50.5307
2023-02-01,51.284
2023-02-02,52.6387
2023-02-03,46.7003
2023-02-04,46.7003
2023-02-05,46.7003
2023-02-06,48.5888
2023-02-07,47.4475
2023-02-08,44.7709
2023-02-09,43.2406
2023-02-10,46.9894
2023-02-11,46.9894
2023-02-12,46.9894
2023-02-13,47.4099
2023-02-14,45.0572
2023-02-15,46.9819
2023-02-16,45.0682
2023-02-17,47.9962
2023-02-18,47.9962
2023-02-19,47.9962
2023-02-20,47.9962
2023-02-21,44.9425
2023-02-22,45.075
2023-02-23,44.4584
2023-02-24,43.4186
2023-02-25,43.4186
2023-02-26,43.4186
2023-02-27,42.9618
2023-02-28,40.3429
2023-03-01,38.2136
2023-03-02,40.3214
2023-03-03,42.9707
2023-03-04,42.9707
2023-03-05,42.9707
2023-03-06,43.4738
2023-03-07,41.0324
2023-03-08,42.7861
2023-03-09,41.8138
2023-03-10,39.8124
2023-03-11,39.8124
2023-03-12,39.8124
2023-03-13,43.6654
2023-03-14,45.7787
2023-03-15,47.3868
2023-03-16,47.3541
2023-03-17,45.8984
2023-03-18,45.8984
