,ALSN US Equity
2022-09-24,38.1364
2022-09-25,38.1364
2022-09-26,36.2492
2022-09-27,39.9673
2022-09-28,43.9043
2022-09-29,42.5865
2022-09-30,41.4239
2022-10-01,41.4239
2022-10-02,41.4239
2022-10-03,44.0463
2022-10-04,48.5943
2022-10-05,47.9449
2022-10-06,46.9445
2022-10-07,46.2963
2022-10-08,46.2963
2022-10-09,46.2963
2022-10-10,46.7715
2022-10-11,48.1017
2022-10-12,48.1017
2022-10-13,51.4989
2022-10-14,49.0529
2022-10-15,49.0529
2022-10-16,49.0529
2022-10-17,50.348
2022-10-18,51.9352
2022-10-19,51.0905
2022-10-20,49.0427
2022-10-21,53.4766
2022-10-22,53.4766
2022-10-23,53.4766
2022-10-24,55.5549
2022-10-25,57.0916
2022-10-26,57.0587
2022-10-27,62.1595
2022-10-28,63.297
2022-10-29,63.297
2022-10-30,63.297
2022-10-31,64.0809
2022-11-01,64.8573
2022-11-02,61.2614
2022-11-03,61.5762
2022-11-04,63.7885
2022-11-05,63.7885
2022-11-06,63.7885
2022-11-07,64.4299
2022-11-08,62.1522
2022-11-09,61.303
2022-11-10,61.5206
2022-11-11,62.4594
2022-11-12,62.4594
2022-11-13,62.4594
2022-11-14,62.2402
2022-11-15,62.6246
2022-11-16,63.3957
2022-11-17,65.1459
2022-11-18,64.0711
2022-11-19,64.0711
2022-11-20,64.0711
2022-11-21,62.8398
2022-11-22,64.7607
2022-11-23,65.6258
2022-11-24,65.6258
2022-11-25,63.803
2022-11-26,63.803
2022-11-27,63.803
2022-11-28,64.8358
2022-11-29,65.1711
2022-11-30,65.4887
2022-12-01,65.5815
2022-12-02,65.4904
2022-12-03,65.4904
2022-12-04,65.4904
2022-12-05,61.7221
2022-12-06,60.7856
2022-12-07,60.8136
2022-12-08,57.8687
2022-12-09,55.6856
2022-12-10,55.6856
2022-12-11,55.6856
2022-12-12,56.1609
2022-12-13,56.4507
2022-12-14,57.2628
2022-12-15,54.528
2022-12-16,54.1575
2022-12-17,54.1575
2022-12-18,54.1575
2022-12-19,53.5305
2022-12-20,54.0805
2022-12-21,56.5625
2022-12-22,52.9662
2022-12-23,53.399
2022-12-24,53.399
2022-12-25,53.399
2022-12-26,53.399
2022-12-27,52.8955
2022-12-28,50.0868
2022-12-29,50.4418
2022-12-30,50.7239
2022-12-31,50.7239
2023-01-01,50.7239
2023-01-02,50.7239
2023-01-03,50.3428
2023-01-04,50.6835
2023-01-05,51.203
2023-01-06,53.4841
2023-01-07,53.4841
2023-01-08,53.4841
2023-01-09,53.4362
2023-01-10,55.4564
2023-01-11,57.2573
2023-01-12,57.2962
2023-01-13,57.8116
2023-01-14,57.8116
2023-01-15,57.8116
2023-01-16,57.8116
2023-01-17,56.1925
2023-01-18,54.3554
2023-01-19,48.9617
2023-01-20,49.372
2023-01-21,49.372
2023-01-22,49.372
2023-01-23,53.099
2023-01-24,57.5701
2023-01-25,57.9534
2023-01-26,60.8472
2023-01-27,59.7231
2023-01-28,59.7231
2023-01-29,59.7231
2023-01-30,58.843
2023-01-31,61.5461
2023-02-01,62.9123
2023-02-02,63.7125
2023-02-03,64.1569
2023-02-04,64.1569
2023-02-05,64.1569
2023-02-06,64.4273
2023-02-07,63.8185
2023-02-08,61.5751
2023-02-09,60.6604
2023-02-10,60.4963
2023-02-11,60.4963
2023-02-12,60.4963
2023-02-13,61.5016
2023-02-14,61.0995
2023-02-15,61.2865
2023-02-16,73.5304
2023-02-17,70.887
2023-02-18,70.887
2023-02-19,70.887
2023-02-20,70.887
2023-02-21,65.7647
2023-02-22,60.6961
2023-02-23,61.2443
2023-02-24,61.1241
2023-02-25,61.1241
2023-02-26,61.1241
2023-02-27,61.4892
2023-02-28,60.7306
2023-03-01,62.101
2023-03-02,63.9388
2023-03-03,64.3136
2023-03-04,64.3136
2023-03-05,64.3136
2023-03-06,63.7199
2023-03-07,62.1673
2023-03-08,61.892
2023-03-09,58.2036
2023-03-10,52.2293
2023-03-11,52.2293
2023-03-12,52.2293
2023-03-13,46.3773
2023-03-14,48.0553
2023-03-15,44.9992
2023-03-16,45.7661
2023-03-17,41.3099
2023-03-18,41.3099
2023-03-19,41.3099
