,SXT US Equity
2020-04-09,45.0566
2020-04-10,45.0566
2020-04-11,45.0566
2020-04-12,45.0566
2020-04-13,43.4421
2020-04-14,45.1734
2020-04-15,43.8942
2020-04-16,43.933
2020-04-17,44.3049
2020-04-18,44.3049
2020-04-19,44.3049
2020-04-20,42.1957
2020-04-21,41.0366
2020-04-22,42.6252
2020-04-23,45.3889
2020-04-24,46.2812
2020-04-25,46.2812
2020-04-26,46.2812
2020-04-27,48.9806
2020-04-28,48.7343
2020-04-29,51.5545
2020-04-30,49.9811
2020-05-01,49.2161
2020-05-02,49.2161
2020-05-03,49.2161
2020-05-04,48.4844
2020-05-05,48.1686
2020-05-06,46.952
2020-05-07,48.3142
2020-05-08,50.8473
2020-05-09,50.8473
2020-05-10,50.8473
2020-05-11,49.4013
2020-05-12,48.2481
2020-05-13,46.1889
2020-05-14,45.5426
2020-05-15,46.1203
2020-05-16,46.1203
2020-05-17,46.1203
2020-05-18,48.6291
2020-05-19,47.075
2020-05-20,48.5528
2020-05-21,49.3261
2020-05-22,49.4524
2020-05-23,49.4524
2020-05-24,49.4524
2020-05-25,49.4524
2020-05-26,51.9447
2020-05-27,54.3746
2020-05-28,53.9861
2020-05-29,54.5418
2020-05-30,54.5418
2020-05-31,54.5418
2020-06-01,54.7914
2020-06-02,56.2936
2020-06-03,58.4309
2020-06-04,58.3451
2020-06-05,60.6973
2020-06-06,60.6973
2020-06-07,60.6973
2020-06-08,60.4821
2020-06-09,59.5
2020-06-10,58.0024
2020-06-11,50.9956
2020-06-12,51.9417
2020-06-13,51.9417
2020-06-14,51.9417
2020-06-15,53.749
2020-06-16,53.6562
2020-06-17,53.3388
2020-06-18,53.3224
2020-06-19,52.345
2020-06-20,52.345
2020-06-21,52.345
2020-06-22,52.9648
2020-06-23,51.7422
2020-06-24,50.865
2020-06-25,52.5764
2020-06-26,50.814
2020-06-27,50.814
2020-06-28,50.814
2020-06-29,54.0619
2020-06-30,54.7101
2020-07-01,53.8526
2020-07-02,55.346
2020-07-03,55.346
2020-07-04,55.346
2020-07-05,55.346
2020-07-06,55.4063
2020-07-07,55.8993
2020-07-08,53.7663
2020-07-09,52.279
2020-07-10,55.5096
2020-07-11,55.5096
2020-07-12,55.5096
2020-07-13,55.8145
2020-07-14,58.1717
2020-07-15,60.1365
2020-07-16,59.6466
2020-07-17,60.2055
2020-07-18,60.2055
2020-07-19,60.2055
2020-07-20,55.4945
2020-07-21,55.5552
2020-07-22,54.935
2020-07-23,54.9152
2020-07-24,53.0155
2020-07-25,53.0155
2020-07-26,53.0155
2020-07-27,52.8383
2020-07-28,52.2161
2020-07-29,53.9006
2020-07-30,52.1027
2020-07-31,52.1971
2020-08-01,52.1971
2020-08-02,52.1971
2020-08-03,53.4501
2020-08-04,53.8483
2020-08-05,56.1226
2020-08-06,55.6612
2020-08-07,56.2197
2020-08-08,56.2197
2020-08-09,56.2197
2020-08-10,57.849
2020-08-11,57.849
2020-08-12,58.4808
2020-08-13,57.2793
2020-08-14,55.7593
2020-08-15,55.7593
2020-08-16,55.7593
2020-08-17,56.4483
2020-08-18,55.8397
2020-08-19,55.7047
2020-08-20,55.4273
2020-08-21,54.0629
2020-08-22,54.0629
2020-08-23,54.0629
2020-08-24,57.6098
2020-08-25,58.9143
2020-08-26,58.3915
2020-08-27,58.4551
2020-08-28,58.2097
2020-08-29,58.2097
2020-08-30,58.2097
2020-08-31,55.6142
2020-09-01,59.2028
2020-09-02,61.6845
2020-09-03,56.7885
2020-09-04,58.2275
2020-09-05,58.2275
2020-09-06,58.2275
2020-09-07,58.2275
2020-09-08,55.7291
2020-09-09,55.935
2020-09-10,55.9081
2020-09-11,57.3917
2020-09-12,57.3917
2020-09-13,57.3917
2020-09-14,59.5825
2020-09-15,60.5076
2020-09-16,60.7784
2020-09-17,62.1591
2020-09-18,60.596
2020-09-19,60.596
2020-09-20,60.596
2020-09-21,54.5825
2020-09-22,55.2838
2020-09-23,50.8075
2020-09-24,50.39
2020-09-25,51.3097
2020-09-26,51.3097
2020-09-27,51.3097
2020-09-28,55.821
2020-09-29,57.0014
2020-09-30,55.8624
2020-10-01,57.2944
2020-10-02,59.9116
2020-10-03,59.9116
2020-10-04,59.9116
2020-10-05,63.107
2020-10-06,60.2393
2020-10-07,61.609
2020-10-08,62.3353
2020-10-09,63.3034
2020-10-10,63.3034
2020-10-11,63.3034
2020-10-12,65.6321
2020-10-13,64.9841
2020-10-14,66.2342
2020-10-15,62.3437
2020-10-16,68.8788
2020-10-17,68.8788
2020-10-18,68.8788
2020-10-19,68.1086
2020-10-20,67.9122
2020-10-21,68.9541
2020-10-22,70.1463
2020-10-23,70.4208
2020-10-24,70.4208
2020-10-25,70.4208
2020-10-26,67.7896
2020-10-27,62.8809
2020-10-28,58.3606
2020-10-29,58.92
2020-10-30,59.4433
2020-10-31,59.4433
2020-11-01,59.4433
2020-11-02,62.0419
2020-11-03,63.5905
2020-11-04,60.8306
2020-11-05,63.2602
2020-11-06,63.5556
2020-11-07,63.5556
2020-11-08,63.5556
2020-11-09,65.8957
2020-11-10,68.0301
2020-11-11,65.6384
2020-11-12,62.5123
2020-11-13,64.4891
2020-11-14,64.4891
2020-11-15,64.4891
2020-11-16,65.6208
2020-11-17,63.6038
2020-11-18,59.7478
2020-11-19,59.2045
2020-11-20,59.9209
2020-11-21,59.9209
2020-11-22,59.9209
2020-11-23,61.539
2020-11-24,63.8924
2020-11-25,61.8217
2020-11-26,61.8217
2020-11-27,61.1633
2020-11-28,61.1633
2020-11-29,61.1633
2020-11-30,59.5147
2020-12-01,60.8183
2020-12-02,60.4539
2020-12-03,61.6183
2020-12-04,63.3814
2020-12-05,63.3814
2020-12-06,63.3814
2020-12-07,60.9956
2020-12-08,61.5646
2020-12-09,61.5772
2020-12-10,59.6742
2020-12-11,58.6567
2020-12-12,58.6567
2020-12-13,58.6567
2020-12-14,57.2896
2020-12-15,58.437
2020-12-16,57.5862
2020-12-17,58.1416
2020-12-18,59.1437
2020-12-19,59.1437
2020-12-20,59.1437
2020-12-21,58.2607
2020-12-22,58.865
2020-12-23,58.5726
2020-12-24,59.9653
2020-12-25,59.9653
2020-12-26,59.9653
2020-12-27,59.9653
2020-12-28,59.9653
2020-12-29,58.5764
2020-12-30,59.1834
2020-12-31,58.5668
2021-01-01,58.5668
2021-01-02,58.5668
2021-01-03,58.5668
2021-01-04,57.0662
2021-01-05,60.4199
2021-01-06,64.5745
2021-01-07,63.5024
2021-01-08,63.0838
2021-01-09,63.0838
2021-01-10,63.0838
2021-01-11,62.6316
2021-01-12,62.7849
2021-01-13,56.2866
2021-01-14,58.0058
2021-01-15,57.0243
2021-01-16,57.0243
2021-01-17,57.0243
2021-01-18,57.0243
2021-01-19,57.8131
2021-01-20,58.2349
2021-01-21,57.757
2021-01-22,58.7892
2021-01-23,58.7892
2021-01-24,58.7892
2021-01-25,60.1713
2021-01-26,59.6855
2021-01-27,49.83
2021-01-28,49.2504
2021-01-29,46.5068
2021-01-30,46.5068
2021-01-31,46.5068
2021-02-01,55.229
2021-02-02,54.993
2021-02-03,54.8252
2021-02-04,54.9201
2021-02-05,53.6955
2021-02-06,53.6955
2021-02-07,53.6955
2021-02-08,54.7233
2021-02-09,55.2863
2021-02-10,57.8235
2021-02-11,58.5729
2021-02-12,60.3005
2021-02-13,60.3005
2021-02-14,60.3005
2021-02-15,60.3005
2021-02-16,53.3733
2021-02-17,55.8821
2021-02-18,57.6059
2021-02-19,57.9956
2021-02-20,57.9956
2021-02-21,57.9956
2021-02-22,58.807
2021-02-23,57.6939
2021-02-24,58.6905
2021-02-25,56.9409
2021-02-26,56.2825
2021-02-27,56.2825
2021-02-28,56.2825
2021-03-01,56.8147
2021-03-02,53.5611
2021-03-03,50.1212
2021-03-04,49.0576
2021-03-05,54.052
2021-03-06,54.052
2021-03-07,54.052
2021-03-08,56.0138
2021-03-09,54.4636
2021-03-10,58.1287
2021-03-11,59.1267
2021-03-12,58.1344
2021-03-13,58.1344
2021-03-14,58.1344
2021-03-15,56.4114
2021-03-16,57.4013
2021-03-17,58.2726
2021-03-18,56.0845
2021-03-19,53.0956
2021-03-20,53.0956
2021-03-21,53.0956
2021-03-22,53.1259
2021-03-23,49.3586
2021-03-24,49.3586
2021-03-25,50.7618
2021-03-26,53.1658
2021-03-27,53.1658
2021-03-28,53.1658
2021-03-29,51.7239
2021-03-30,52.4614
2021-03-31,52.8577
2021-04-01,54.9107
2021-04-02,54.9107
2021-04-03,54.9107
2021-04-04,54.9107
2021-04-05,54.7239
2021-04-06,54.9143
2021-04-07,52.3706
2021-04-08,52.9926
2021-04-09,54.7599
2021-04-10,54.7599
2021-04-11,54.7599
2021-04-12,55.1673
2021-04-13,55.0852
2021-04-14,55.2574
2021-04-15,56.8987
2021-04-16,57.6684
2021-04-17,57.6684
2021-04-18,57.6684
2021-04-19,55.9822
2021-04-20,55.1591
2021-04-21,55.9735
2021-04-22,57.755
2021-04-23,63.0264
2021-04-24,63.0264
2021-04-25,63.0264
2021-04-26,59.4356
2021-04-27,58.9394
2021-04-28,57.9385
2021-04-29,58.9726
2021-04-30,57.4598
2021-05-01,57.4598
2021-05-02,57.4598
2021-05-03,58.7321
2021-05-04,59.1797
2021-05-05,59.7919
2021-05-06,60.9557
2021-05-07,61.617
2021-05-08,61.617
2021-05-09,61.617
2021-05-10,61.361
2021-05-11,62.9835
2021-05-12,56.0386
2021-05-13,59.3085
2021-05-14,60.437
2021-05-15,60.437
2021-05-16,60.437
2021-05-17,60.1419
2021-05-18,59.8396
2021-05-19,60.1108
2021-05-20,61.0239
2021-05-21,62.1406
2021-05-22,62.1406
2021-05-23,62.1406
2021-05-24,62.2823
2021-05-25,60.6387
2021-05-26,61.4244
2021-05-27,61.129
2021-05-28,61.2691
2021-05-29,61.2691
2021-05-30,61.2691
2021-05-31,61.2691
2021-06-01,63.191
2021-06-02,62.7596
2021-06-03,63.0208
2021-06-04,64.8082
2021-06-05,64.8082
2021-06-06,64.8082
2021-06-07,64.9418
2021-06-08,65.9283
2021-06-09,62.7693
2021-06-10,62.1352
2021-06-11,63.1796
2021-06-12,63.1796
2021-06-13,63.1796
2021-06-14,62.2756
2021-06-15,63.251
2021-06-16,61.9134
2021-06-17,59.5557
2021-06-18,56.5095
2021-06-19,56.5095
2021-06-20,56.5095
2021-06-21,59.324
2021-06-22,56.8609
2021-06-23,55.1124
2021-06-24,56.824
2021-06-25,55.7649
2021-06-26,55.7649
2021-06-27,55.7649
2021-06-28,54.1325
2021-06-29,53.4688
2021-06-30,54.0055
2021-07-01,56.1655
2021-07-02,55.9937
2021-07-03,55.9937
2021-07-04,55.9937
2021-07-05,55.9937
2021-07-06,52.2719
2021-07-07,53.8014
2021-07-08,51.5156
2021-07-09,51.7835
2021-07-10,51.7835
2021-07-11,51.7835
2021-07-12,53.0047
2021-07-13,47.2152
2021-07-14,48.3378
2021-07-15,46.3874
2021-07-16,43.259
2021-07-17,43.259
2021-07-18,43.259
2021-07-19,38.2766
2021-07-20,41.9114
2021-07-21,44.9438
2021-07-22,43.6232
2021-07-23,51.6646
2021-07-24,51.6646
2021-07-25,51.6646
2021-07-26,53.1496
2021-07-27,52.1401
2021-07-28,52.2992
2021-07-29,54.607
2021-07-30,55.0319
2021-07-31,55.0319
2021-08-01,55.0319
2021-08-02,54.1922
2021-08-03,54.7105
2021-08-04,50.6431
2021-08-05,52.6558
2021-08-06,54.303
2021-08-07,54.303
2021-08-08,54.303
2021-08-09,53.3631
2021-08-10,54.9077
2021-08-11,56.2863
2021-08-12,56.3715
2021-08-13,57.1828
2021-08-14,57.1828
2021-08-15,57.1828
2021-08-16,57.1127
2021-08-17,53.8345
2021-08-18,50.9758
2021-08-19,49.8089
2021-08-20,51.2808
2021-08-21,51.2808
2021-08-22,51.2808
2021-08-23,52.6777
2021-08-24,52.949
2021-08-25,51.9584
2021-08-26,49.3074
2021-08-27,53.9011
2021-08-28,53.9011
2021-08-29,53.9011
2021-08-30,52.3822
2021-08-31,52.091
2021-09-01,54.1984
2021-09-02,54.3652
2021-09-03,54.6123
2021-09-04,54.6123
2021-09-05,54.6123
2021-09-06,54.6123
2021-09-07,54.0995
2021-09-08,57.3043
2021-09-09,59.0444
2021-09-10,59.7403
2021-09-11,59.7403
2021-09-12,59.7403
2021-09-13,57.8792
2021-09-14,59.8626
2021-09-15,62.7354
2021-09-16,61.6075
2021-09-17,58.1243
2021-09-18,58.1243
2021-09-19,58.1243
2021-09-20,54.7041
2021-09-21,55.3356
2021-09-22,58.0891
2021-09-23,58.4766
2021-09-24,57.9225
2021-09-25,57.9225
2021-09-26,57.9225
2021-09-27,59.3181
2021-09-28,57.2148
2021-09-29,58.8742
2021-09-30,55.0795
2021-10-01,59.7521
2021-10-02,59.7521
2021-10-03,59.7521
2021-10-04,57.8795
2021-10-05,55.1856
2021-10-06,53.4383
2021-10-07,53.3615
2021-10-08,50.1891
2021-10-09,50.1891
2021-10-10,50.1891
2021-10-11,50.0624
2021-10-12,50.797
2021-10-13,49.406
2021-10-14,54.6802
2021-10-15,60.823
2021-10-16,60.823
2021-10-17,60.823
2021-10-18,60.8851
2021-10-19,60.2729
2021-10-20,60.0111
2021-10-21,60.982
2021-10-22,59.8545
2021-10-23,59.8545
2021-10-24,59.8545
2021-10-25,60.4705
2021-10-26,60.5843
2021-10-27,56.7411
2021-10-28,55.5592
2021-10-29,58.4548
2021-10-30,58.4548
2021-10-31,58.4548
2021-11-01,58.207
2021-11-02,60.3788
2021-11-03,59.2325
2021-11-04,59.4391
2021-11-05,61.5546
2021-11-06,61.5546
2021-11-07,61.5546
2021-11-08,63.267
2021-11-09,63.4921
2021-11-10,63.4212
2021-11-11,63.7979
2021-11-12,66.4216
2021-11-13,66.4216
2021-11-14,66.4216
2021-11-15,67.9622
2021-11-16,70.5589
2021-11-17,64.4038
2021-11-18,63.551
2021-11-19,63.9949
2021-11-20,63.9949
2021-11-21,63.9949
2021-11-22,64.5531
2021-11-23,64.0962
2021-11-24,63.2625
2021-11-25,63.2625
2021-11-26,57.6985
2021-11-27,57.6985
2021-11-28,57.6985
2021-11-29,56.6203
2021-11-30,52.6788
2021-12-01,51.1627
2021-12-02,53.0013
2021-12-03,49.8084
2021-12-04,49.8084
2021-12-05,49.8084
2021-12-06,55.3043
2021-12-07,53.5842
2021-12-08,54.8416
2021-12-09,54.3005
2021-12-10,54.6477
2021-12-11,54.6477
2021-12-12,54.6477
2021-12-13,52.6481
2021-12-14,52.1377
2021-12-15,52.2813
2021-12-16,52.048
2021-12-17,51.1937
2021-12-18,51.1937
2021-12-19,51.1937
2021-12-20,47.3925
2021-12-21,51.2078
2021-12-22,51.1908
2021-12-23,51.0856
2021-12-24,51.0856
2021-12-25,51.0856
2021-12-26,51.0856
2021-12-27,54.2778
2021-12-28,56.0405
2021-12-29,56.16
2021-12-30,54.6607
2021-12-31,55.4029
2022-01-01,55.4029
2022-01-02,55.4029
2022-01-03,54.1733
2022-01-04,54.0551
2022-01-05,50.1851
2022-01-06,49.6647
2022-01-07,47.1037
2022-01-08,47.1037
2022-01-09,47.1037
2022-01-10,45.9531
2022-01-11,47.304
2022-01-12,45.7656
2022-01-13,44.8211
2022-01-14,41.5671
2022-01-15,41.5671
2022-01-16,41.5671
2022-01-17,41.5671
2022-01-18,39.794
2022-01-19,39.7798
2022-01-20,38.9064
2022-01-21,37.3756
2022-01-22,37.3756
2022-01-23,37.3756
2022-01-24,36.7634
2022-01-25,34.8851
2022-01-26,32.6411
2022-01-27,31.8437
2022-01-28,31.8092
2022-01-29,31.8092
2022-01-30,31.8092
2022-01-31,32.239
2022-02-01,31.7737
2022-02-02,31.4035
2022-02-03,29.6299
2022-02-04,28.7505
2022-02-05,28.7505
2022-02-06,28.7505
2022-02-07,31.0833
2022-02-08,33.035
2022-02-09,36.2407
2022-02-10,35.1178
2022-02-11,31.3442
2022-02-12,31.3442
2022-02-13,31.3442
2022-02-14,31.1978
2022-02-15,37.8286
2022-02-16,35.4172
2022-02-17,36.7577
2022-02-18,35.8534
2022-02-19,35.8534
2022-02-20,35.8534
2022-02-21,35.8534
2022-02-22,34.9051
2022-02-23,34.1019
2022-02-24,33.2069
2022-02-25,39.3064
2022-02-26,39.3064
2022-02-27,39.3064
2022-02-28,40.2959
2022-03-01,35.9325
2022-03-02,38.3311
2022-03-03,40.2203
2022-03-04,38.5208
2022-03-05,38.5208
2022-03-06,38.5208
2022-03-07,34.8129
2022-03-08,34.0103
2022-03-09,38.5334
2022-03-10,37.3505
2022-03-11,36.1419
2022-03-12,36.1419
2022-03-13,36.1419
2022-03-14,37.804
2022-03-15,40.3404
2022-03-16,44.0095
2022-03-17,43.9016
2022-03-18,45.5882
2022-03-19,45.5882
2022-03-20,45.5882
2022-03-21,44.7034
2022-03-22,45.1283
2022-03-23,43.6629
2022-03-24,45.4628
2022-03-25,46.0203
2022-03-26,46.0203
2022-03-27,46.0203
2022-03-28,48.7312
2022-03-29,53.7311
2022-03-30,51.2727
2022-03-31,50.2957
2022-04-01,52.6238
2022-04-02,52.6238
2022-04-03,52.6238
2022-04-04,52.6094
2022-04-05,50.5348
2022-04-06,50.5626
2022-04-07,50.9479
2022-04-08,49.4709
2022-04-09,49.4709
2022-04-10,49.4709
2022-04-11,48.1285
2022-04-12,47.3146
2022-04-13,49.604
2022-04-14,48.0144
2022-04-15,48.0144
2022-04-16,48.0144
2022-04-17,48.0144
2022-04-18,47.8253
2022-04-19,51.4467
2022-04-20,51.9397
2022-04-21,50.1278
2022-04-22,49.9737
2022-04-23,49.9737
2022-04-24,49.9737
2022-04-25,51.1241
2022-04-26,47.2927
2022-04-27,49.4542
2022-04-28,51.8216
2022-04-29,51.2357
2022-04-30,51.2357
2022-05-01,51.2357
2022-05-02,52.5786
2022-05-03,50.9688
2022-05-04,55.3373
2022-05-05,51.8196
2022-05-06,48.0684
2022-05-07,48.0684
2022-05-08,48.0684
2022-05-09,48.4348
2022-05-10,49.884
2022-05-11,47.2436
2022-05-12,48.1188
2022-05-13,50.3802
2022-05-14,50.3802
2022-05-15,50.3802
2022-05-16,49.2426
2022-05-17,50.4285
2022-05-18,48.926
2022-05-19,49.7999
2022-05-20,50.7993
2022-05-21,50.7993
2022-05-22,50.7993
2022-05-23,50.3989
2022-05-24,50.578
2022-05-25,53.2687
2022-05-26,55.0872
2022-05-27,55.9146
2022-05-28,55.9146
2022-05-29,55.9146
2022-05-30,55.9146
2022-05-31,55.6069
2022-06-01,53.6722
2022-06-02,55.6333
2022-06-03,54.6756
2022-06-04,54.6756
2022-06-05,54.6756
2022-06-06,54.7763
2022-06-07,55.1297
2022-06-08,50.863
2022-06-09,48.642
2022-06-10,44.69
2022-06-11,44.69
2022-06-12,44.69
2022-06-13,41.9147
2022-06-14,40.0357
2022-06-15,39.385
2022-06-16,36.6499
2022-06-17,35.796
2022-06-18,35.796
2022-06-19,35.796
2022-06-20,35.796
2022-06-21,37.7949
2022-06-22,40.6615
2022-06-23,42.9131
2022-06-24,48.5376
2022-06-25,48.5376
2022-06-26,48.5376
2022-06-27,48.6997
2022-06-28,45.6615
2022-06-29,46.8652
2022-06-30,48.1636
2022-07-01,47.9958
2022-07-02,47.9958
2022-07-03,47.9958
2022-07-04,47.9958
2022-07-05,47.2234
2022-07-06,49.1462
2022-07-07,49.2319
2022-07-08,48.1412
2022-07-09,48.1412
2022-07-10,48.1412
2022-07-11,47.6373
2022-07-12,47.015
2022-07-13,46.3461
2022-07-14,46.5303
2022-07-15,48.2834
2022-07-16,48.2834
2022-07-17,48.2834
2022-07-18,46.6558
2022-07-19,48.4051
2022-07-20,50.8202
2022-07-21,54.3539
2022-07-22,53.925
2022-07-23,53.925
2022-07-24,53.925
2022-07-25,52.8955
2022-07-26,52.4113
2022-07-27,55.5059
2022-07-28,57.1045
2022-07-29,57.0684
2022-07-30,57.0684
2022-07-31,57.0684
2022-08-01,58.3097
2022-08-02,56.8886
2022-08-03,55.3285
2022-08-04,56.6874
2022-08-05,53.7884
2022-08-06,53.7884
2022-08-07,53.7884
2022-08-08,55.3863
2022-08-09,50.0632
2022-08-10,54.9313
2022-08-11,56.1132
2022-08-12,57.3083
2022-08-13,57.3083
2022-08-14,57.3083
2022-08-15,58.6881
2022-08-16,58.2814
2022-08-17,56.0226
2022-08-18,56.4366
2022-08-19,54.3046
2022-08-20,54.3046
2022-08-21,54.3046
2022-08-22,51.1585
2022-08-23,49.521
2022-08-24,49.201
2022-08-25,51.6542
2022-08-26,47.1414
2022-08-27,47.1414
2022-08-28,47.1414
2022-08-29,46.2147
2022-08-30,45.756
2022-08-31,44.6428
2022-09-01,44.2497
2022-09-02,42.0415
2022-09-03,42.0415
2022-09-04,42.0415
2022-09-05,42.0415
2022-09-06,40.9538
2022-09-07,44.161
2022-09-08,43.7747
2022-09-09,46.0374
2022-09-10,46.0374
2022-09-11,46.0374
2022-09-12,47.6523
2022-09-13,42.5724
2022-09-14,41.6243
2022-09-15,39.8122
2022-09-16,39.7349
2022-09-17,39.7349
2022-09-18,39.7349
2022-09-19,42.1746
2022-09-20,40.557
2022-09-21,39.5701
2022-09-22,38.7498
2022-09-23,36.8795
2022-09-24,36.8795
2022-09-25,36.8795
2022-09-26,36.3711
2022-09-27,35.5839
2022-09-28,38.3795
2022-09-29,36.8435
2022-09-30,36.2971
2022-10-01,36.2971
2022-10-02,36.2971
2022-10-03,38.6329
2022-10-04,42.9912
2022-10-05,41.8558
2022-10-06,40.175
2022-10-07,38.1995
2022-10-08,38.1995
2022-10-09,38.1995
2022-10-10,41.0194
2022-10-11,39.9771
2022-10-12,39.335
2022-10-13,41.2702
2022-10-14,39.8105
2022-10-15,39.8105
2022-10-16,39.8105
2022-10-17,43.1694
2022-10-18,44.749
2022-10-19,43.5217
2022-10-20,41.9802
2022-10-21,40.9793
2022-10-22,40.9793
2022-10-23,40.9793
2022-10-24,37.0817
2022-10-25,41.4878
2022-10-26,42.2458
2022-10-27,43.3124
2022-10-28,45.3986
2022-10-29,45.3986
2022-10-30,45.3986
2022-10-31,46.3637
2022-11-01,45.1319
2022-11-02,41.7558
2022-11-03,41.5647
2022-11-04,43.8669
2022-11-05,43.8669
2022-11-06,43.8669
2022-11-07,45.1364
2022-11-08,45.0645
2022-11-09,43.3619
2022-11-10,49.8217
2022-11-11,49.7842
2022-11-12,49.7842
2022-11-13,49.7842
2022-11-14,48.5276
2022-11-15,49.5034
2022-11-16,48.6524
2022-11-17,49.6029
2022-11-18,50.3097
2022-11-19,50.3097
2022-11-20,50.3097
2022-11-21,50.4342
2022-11-22,51.4956
2022-11-23,52.3974
2022-11-24,52.3974
2022-11-25,52.4115
2022-11-26,52.4115
2022-11-27,52.4115
2022-11-28,51.6528
2022-11-29,51.253
2022-11-30,53.057
2022-12-01,52.6872
2022-12-02,54.4201
2022-12-03,54.4201
2022-12-04,54.4201
2022-12-05,52.7155
2022-12-06,50.8033
2022-12-07,50.5887
2022-12-08,51.2765
2022-12-09,50.3274
2022-12-10,50.3274
2022-12-11,50.3274
2022-12-12,51.9015
2022-12-13,52.855
2022-12-14,51.4541
2022-12-15,48.7461
2022-12-16,49.0837
2022-12-17,49.0837
2022-12-18,49.0837
2022-12-19,47.3679
2022-12-20,47.9457
2022-12-21,49.8561
2022-12-22,48.6658
2022-12-23,49.8309
2022-12-24,49.8309
2022-12-25,49.8309
2022-12-26,49.8309
2022-12-27,50.294
2022-12-28,48.6764
2022-12-29,51.6009
2022-12-30,49.7987
2022-12-31,49.7987
2023-01-01,49.7987
2023-01-02,49.7987
2023-01-03,49.3393
2023-01-04,50.1949
2023-01-05,47.7303
2023-01-06,52.2859
2023-01-07,52.2859
2023-01-08,52.2859
2023-01-09,51.8929
2023-01-10,53.6768
2023-01-11,56.1207
2023-01-12,58.6044
2023-01-13,57.9907
2023-01-14,57.9907
2023-01-15,57.9907
2023-01-16,57.9907
2023-01-17,57.0635
2023-01-18,54.0818
2023-01-19,52.6401
2023-01-20,50.3038
2023-01-21,50.3038
2023-01-22,50.3038
2023-01-23,52.2726
2023-01-24,48.3444
2023-01-25,49.0566
2023-01-26,48.8188
2023-01-27,47.792
2023-01-28,47.792
2023-01-29,47.792
2023-01-30,49.4244
2023-01-31,53.2632
2023-02-01,55.2828
2023-02-02,57.9711
2023-02-03,57.2627
2023-02-04,57.2627
2023-02-05,57.2627
2023-02-06,56.1632
2023-02-07,55.7938
2023-02-08,52.7523
2023-02-09,47.4205
2023-02-10,50.0404
2023-02-11,50.0404
2023-02-12,50.0404
2023-02-13,54.0697
2023-02-14,55.8703
2023-02-15,57.0531
2023-02-16,55.3825
2023-02-17,54.3678
2023-02-18,54.3678
2023-02-19,54.3678
2023-02-20,54.3678
2023-02-21,49.8028
2023-02-22,50.1258
2023-02-23,50.2613
2023-02-24,50.1673
2023-02-25,50.1673
2023-02-26,50.1673
2023-02-27,51.0975
2023-02-28,51.1135
2023-03-01,50.4308
2023-03-02,51.6174
2023-03-03,52.3487
2023-03-04,52.3487
2023-03-05,52.3487
2023-03-06,48.3456
2023-03-07,47.2076
2023-03-08,47.0624
2023-03-09,45.0393
2023-03-10,42.6074
2023-03-11,42.6074
2023-03-12,42.6074
2023-03-13,41.6093
2023-03-14,44.9088
2023-03-15,44.6523
2023-03-16,45.2234
2023-03-17,43.7899
2023-03-18,43.7899
2023-03-19,43.7899
