,RPAY US Equity
2023-03-19,34.6168
2023-03-20,34.0666
2023-03-21,37.7864
2023-03-22,35.7027
2023-03-23,36.0674
2023-03-24,35.4946
2023-03-25,35.4946
2023-03-26,35.4946
2023-03-27,36.3501
2023-03-28,35.5906
2023-03-29,37.0486
2023-03-30,37.7291
2023-03-31,41.9054
2023-04-01,41.9054
2023-04-02,41.9054
2023-04-03,41.8409
2023-04-04,39.7519
2023-04-05,40.1267
2023-04-06,41.168
2023-04-07,41.168
2023-04-08,41.168
2023-04-09,41.168
2023-04-10,41.7397
2023-04-11,44.7045
2023-04-12,43.558
2023-04-13,45.1938
2023-04-14,45.8255
2023-04-15,45.8255
2023-04-16,45.8255
2023-04-17,45.2475
2023-04-18,44.9736
2023-04-19,44.6541
2023-04-20,43.9277
2023-04-21,43.2007
2023-04-22,43.2007
2023-04-23,43.2007
2023-04-24,42.1582
2023-04-25,39.0811
2023-04-26,39.0811
2023-04-27,41.2091
2023-04-28,42.3064
2023-04-29,42.3064
2023-04-30,42.3064
2023-05-01,41.2705
2023-05-02,37.8757
2023-05-03,39.2248
2023-05-04,38.8611
2023-05-05,42.1887
2023-05-06,42.1887
2023-05-07,42.1887
2023-05-08,44.4811
2023-05-09,43.4284
2023-05-10,43.9562
2023-05-11,47.216
2023-05-12,47.3151
2023-05-13,47.3151
2023-05-14,47.3151
2023-05-15,53.0571
2023-05-16,48.6994
2023-05-17,50.222
2023-05-18,51.2205
2023-05-19,50.5216
2023-05-20,50.5216
2023-05-21,50.5216
2023-05-22,49.9052
2023-05-23,49.9052
2023-05-24,48.3715
2023-05-25,45.3999
2023-05-26,46.5643
2023-05-27,46.5643
2023-05-28,46.5643
2023-05-29,46.5643
2023-05-30,45.3147
2023-05-31,46.1125
2023-06-01,49.9814
2023-06-02,49.2674
2023-06-03,49.2674
2023-06-04,49.2674
2023-06-05,48.1121
2023-06-06,52.7017
2023-06-07,53.8389
2023-06-08,52.1706
2023-06-09,51.9854
2023-06-10,51.9854
2023-06-11,51.9854
2023-06-12,55.1164
2023-06-13,56.3561
2023-06-14,55.1738
2023-06-15,56.2807
2023-06-16,55.1733
2023-06-17,55.1733
2023-06-18,55.1733
2023-06-19,55.1733
2023-06-20,55.7465
2023-06-21,55.0187
2023-06-22,53.9772
2023-06-23,54.1568
2023-06-24,54.1568
2023-06-25,54.1568
2023-06-26,54.3411
2023-06-27,55.6324
2023-06-28,56.0002
2023-06-29,57.8959
2023-06-30,58.4254
2023-07-01,58.4254
2023-07-02,58.4254
2023-07-03,59.4795
2023-07-04,59.4795
2023-07-05,57.4696
2023-07-06,54.0453
2023-07-07,55.6479
2023-07-08,55.6479
2023-07-09,55.6479
2023-07-10,55.8353
2023-07-11,54.4081
2023-07-12,55.6778
2023-07-13,57.7382
2023-07-14,56.0237
2023-07-15,56.0237
2023-07-16,56.0237
2023-07-17,57.3343
2023-07-18,58.3434
2023-07-19,61.1113
2023-07-20,61.1113
2023-07-21,59.0132
2023-07-22,59.0132
2023-07-23,59.0132
2023-07-24,60.0766
2023-07-25,58.2525
2023-07-26,58.2525
2023-07-27,56.9311
2023-07-28,57.8219
2023-07-29,57.8219
2023-07-30,57.8219
2023-07-31,59.6447
2023-08-01,61.1088
2023-08-02,56.7182
2023-08-03,57.4843
2023-08-04,56.7055
2023-08-05,56.7055
2023-08-06,56.7055
2023-08-07,58.7298
2023-08-08,60.806
2023-08-09,56.1085
2023-08-10,62.0865
2023-08-11,60.002
2023-08-12,60.002
2023-08-13,60.002
2023-08-14,61.7017
2023-08-15,62.2073
2023-08-16,59.5356
2023-08-17,61.8218
2023-08-18,62.6665
2023-08-19,62.6665
2023-08-20,62.6665
2023-08-21,60.3639
2023-08-22,61.2477
2023-08-23,62.6132
2023-08-24,59.7476
2023-08-25,59.7476
2023-08-26,59.7476
2023-08-27,59.7476
2023-08-28,59.168
2023-08-29,59.8925
2023-08-30,59.5283
2023-08-31,59.7813
2023-09-01,61.6811
2023-09-02,61.6811
2023-09-03,61.6811
2023-09-04,61.6811
2023-09-05,61.5503
2023-09-06,55.0326
2023-09-07,50.998
2023-09-08,49.2732
2023-09-09,49.2732
2023-09-10,49.2732
2023-09-11,50.3351
2023-09-12,47.6166
2023-09-13,44.3685
2023-09-14,45.4821
2023-09-15,43.4378
2023-09-16,43.4378
2023-09-17,43.4378
2023-09-18,42.9583
2023-09-19,44.1278
2023-09-20,44.7668
2023-09-21,44.1573
2023-09-22,43.8924
2023-09-23,43.8924
2023-09-24,43.8924
2023-09-25,44.3529
2023-09-26,42.0331
2023-09-27,42.0331
2023-09-28,46.4166
2023-09-29,44.4931
2023-09-30,44.4931
2023-10-01,44.4931
2023-10-02,43.1712
2023-10-03,37.8916
2023-10-04,36.7299
2023-10-05,36.2565
2023-10-06,36.1189
2023-10-07,36.1189
2023-10-08,36.1189
2023-10-09,35.5603
2023-10-10,37.193
2023-10-11,36.9694
2023-10-12,35.4976
2023-10-13,34.7814
2023-10-14,34.7814
2023-10-15,34.7814
2023-10-16,37.8925
2023-10-17,37.6602
2023-10-18,36.8043
2023-10-19,36.4152
2023-10-20,35.6356
2023-10-21,35.6356
2023-10-22,35.6356
2023-10-23,34.9393
2023-10-24,36.2284
2023-10-25,33.9114
2023-10-26,33.8368
2023-10-27,34.2855
2023-10-28,34.2855
2023-10-29,34.2855
2023-10-30,34.5915
2023-10-31,35.8279
2023-11-01,36.4493
2023-11-02,44.0191
2023-11-03,44.2734
2023-11-04,44.2734
2023-11-05,44.2734
2023-11-06,42.3812
2023-11-07,42.0874
2023-11-08,40.8189
2023-11-09,40.1449
2023-11-10,43.8446
2023-11-11,43.8446
2023-11-12,43.8446
2023-11-13,46.5052
2023-11-14,53.076
2023-11-15,52.4101
2023-11-16,52.0721
2023-11-17,51.8416
2023-11-18,51.8416
2023-11-19,51.8416
2023-11-20,52.8141
2023-11-21,53.1404
2023-11-22,53.2519
2023-11-23,53.2519
2023-11-24,53.8201
2023-11-25,53.8201
2023-11-26,53.8201
2023-11-27,53.1517
2023-11-28,56.0853
2023-11-29,56.411
2023-11-30,55.5583
2023-12-01,56.9061
2023-12-02,56.9061
2023-12-03,56.9061
2023-12-04,55.7403
2023-12-05,54.1619
2023-12-06,54.4047
2023-12-07,55.021
2023-12-08,55.2711
2023-12-09,55.2711
2023-12-10,55.2711
2023-12-11,56.0301
2023-12-12,56.2859
2023-12-13,60.6648
2023-12-14,62.7512
2023-12-15,60.9129
2023-12-16,60.9129
2023-12-17,60.9129
2023-12-18,60.2489
2023-12-19,62.4706
2023-12-20,58.7503
2023-12-21,63.3626
2023-12-22,62.2895
2023-12-23,62.2895
2023-12-24,62.2895
2023-12-25,62.2895
2023-12-26,62.7556
2023-12-27,63.3184
2023-12-28,65.2212
2023-12-29,62.3532
2023-12-30,62.3532
2023-12-31,62.3532
2024-01-01,62.3532
2024-01-02,60.8162
2024-01-03,57.0349
2024-01-04,55.524
2024-01-05,55.386
2024-01-06,55.386
2024-01-07,55.386
2024-01-08,57.2542
2024-01-09,55.8315
2024-01-10,55.2633
2024-01-11,53.9845
2024-01-12,51.6491
2024-01-13,51.6491
2024-01-14,51.6491
2024-01-15,51.6491
2024-01-16,47.8686
2024-01-17,45.4591
2024-01-18,43.4138
2024-01-19,46.3075
2024-01-20,46.3075
2024-01-21,46.3075
2024-01-22,51.1258
2024-01-23,50.2162
2024-01-24,48.6492
2024-01-25,49.2345
2024-01-26,50.7444
2024-01-27,50.7444
2024-01-28,50.7444
2024-01-29,53.8057
2024-01-30,52.9545
2024-01-31,51.8633
2024-02-01,55.2548
2024-02-02,54.1449
2024-02-03,54.1449
2024-02-04,54.1449
2024-02-05,53.1629
2024-02-06,53.1629
2024-02-07,52.9062
2024-02-08,53.9415
2024-02-09,55.0767
2024-02-10,55.0767
2024-02-11,55.0767
2024-02-12,57.4627
2024-02-13,54.9906
2024-02-14,60.1181
2024-02-15,58.6558
2024-02-16,51.0636
2024-02-17,51.0636
2024-02-18,51.0636
2024-02-19,51.0636
2024-02-20,52.1479
2024-02-21,53.0288
2024-02-22,54.6598
2024-02-23,54.6598
2024-02-24,54.6598
2024-02-25,54.6598
2024-02-26,55.7243
2024-02-27,57.7755
2024-02-28,56.3037
2024-02-29,57.6972
2024-03-01,66.5307
2024-03-02,66.5307
2024-03-03,66.5307
2024-03-04,66.9472
2024-03-05,61.0015
2024-03-06,62.6214
2024-03-07,61.4594
2024-03-08,64.4953
2024-03-09,64.4953
2024-03-10,64.4953
2024-03-11,63.6485
2024-03-12,68.5132
2024-03-13,67.8935
2024-03-14,66.5444
2024-03-15,65.204
2024-03-16,65.204
2024-03-17,65.204
2024-03-18,65.5355
2024-03-19,65.7044
2024-03-20,67.4123
2024-03-21,66.9671
2024-03-22,65.9535
2024-03-23,65.9535
2024-03-24,65.9535
2024-03-25,65.2721
2024-03-26,65.76
2024-03-27,66.9025
2024-03-28,66.3003
2024-03-29,66.3003
2024-03-30,66.3003
2024-03-31,66.3003
2024-04-01,63.6905
2024-04-02,58.9953
2024-04-03,59.8498
2024-04-04,56.4046
2024-04-05,55.818
2024-04-06,55.818
2024-04-07,55.818
2024-04-08,57.4947
