,CE US Equity
2023-03-19,41.9751
2023-03-20,41.9751
2023-03-21,43.8922
2023-03-22,41.1384
2023-03-23,40.2953
2023-03-24,42.1137
2023-03-25,42.1137
2023-03-26,42.1137
2023-03-27,43.5847
2023-03-28,43.62
2023-03-29,45.9124
2023-03-30,46.3174
2023-03-31,48.4421
2023-04-01,48.4421
2023-04-02,48.4421
2023-04-03,48.6104
2023-04-04,46.3859
2023-04-05,46.8905
2023-04-06,46.2661
2023-04-07,46.2661
2023-04-08,46.2661
2023-04-09,46.2661
2023-04-10,47.5108
2023-04-11,48.8535
2023-04-12,49.5523
2023-04-13,50.7396
2023-04-14,50.4901
2023-04-15,50.4901
2023-04-16,50.4901
2023-04-17,50.3856
2023-04-18,49.3019
2023-04-19,48.9453
2023-04-20,46.7609
2023-04-21,44.7914
2023-04-22,44.7914
2023-04-23,44.7914
2023-04-24,45.9476
2023-04-25,41.6304
2023-04-26,41.5913
2023-04-27,44.7578
2023-04-28,48.254
2023-04-29,48.254
2023-04-30,48.254
2023-05-01,46.8549
2023-05-02,44.6901
2023-05-03,43.6236
2023-05-04,44.0906
2023-05-05,48.7285
2023-05-06,48.7285
2023-05-07,48.7285
2023-05-08,48.8301
2023-05-09,47.527
2023-05-10,46.1322
2023-05-11,44.6992
2023-05-12,44.3305
2023-05-13,44.3305
2023-05-14,44.3305
2023-05-15,48.7346
2023-05-16,46.6656
2023-05-17,49.3446
2023-05-18,50.9326
2023-05-19,50.8136
2023-05-20,50.8136
2023-05-21,50.8136
2023-05-22,51.817
2023-05-23,51.5064
2023-05-24,50.2599
2023-05-25,49.6385
2023-05-26,50.7795
2023-05-27,50.7795
2023-05-28,50.7795
2023-05-29,50.7795
2023-05-30,51.3496
2023-05-31,47.4483
2023-06-01,49.5217
2023-06-02,56.8029
2023-06-03,56.8029
2023-06-04,56.8029
2023-06-05,56.0147
2023-06-06,57.2348
2023-06-07,58.9048
2023-06-08,56.7627
2023-06-09,54.8166
2023-06-10,54.8166
2023-06-11,54.8166
2023-06-12,55.399
2023-06-13,57.8304
2023-06-14,56.6132
2023-06-15,56.9588
2023-06-16,54.1803
2023-06-17,54.1803
2023-06-18,54.1803
2023-06-19,54.1803
2023-06-20,49.554
2023-06-21,49.3018
2023-06-22,48.1277
2023-06-23,50.1848
2023-06-24,50.1848
2023-06-25,50.1848
2023-06-26,51.5664
2023-06-27,53.2711
2023-06-28,53.9548
2023-06-29,54.0706
2023-06-30,55.4617
2023-07-01,55.4617
2023-07-02,55.4617
2023-07-03,56.373
2023-07-04,56.373
2023-07-05,53.9466
2023-07-06,51.6469
2023-07-07,55.581
2023-07-08,55.581
2023-07-09,55.581
2023-07-10,55.5321
2023-07-11,56.9502
2023-07-12,59.2666
2023-07-13,59.8892
2023-07-14,56.94
2023-07-15,56.94
2023-07-16,56.94
2023-07-17,57.8442
2023-07-18,59.7322
2023-07-19,58.5487
2023-07-20,57.96
2023-07-21,57.237
2023-07-22,57.237
2023-07-23,57.237
2023-07-24,57.8292
2023-07-25,59.401
2023-07-26,60.2442
2023-07-27,60.8256
2023-07-28,61.4659
2023-07-29,61.4659
2023-07-30,61.4659
2023-07-31,60.7237
2023-08-01,60.6985
2023-08-02,58.3615
2023-08-03,59.1488
2023-08-04,58.5633
2023-08-05,58.5633
2023-08-06,58.5633
2023-08-07,59.2705
2023-08-08,59.8162
2023-08-09,60.6525
2023-08-10,61.2866
2023-08-11,59.9306
2023-08-12,59.9306
2023-08-13,59.9306
2023-08-14,57.5725
2023-08-15,51.3073
2023-08-16,48.3208
2023-08-17,49.9671
2023-08-18,49.7208
2023-08-19,49.7208
2023-08-20,49.7208
2023-08-21,50.064
2023-08-22,49.4334
2023-08-23,49.5039
2023-08-24,49.6008
2023-08-25,50.3646
2023-08-26,50.3646
2023-08-27,50.3646
2023-08-28,54.2192
2023-08-29,55.6321
2023-08-30,58.1046
2023-08-31,59.1282
2023-09-01,61.4622
2023-09-02,61.4622
2023-09-03,61.4622
2023-09-04,61.4622
2023-09-05,58.0211
2023-09-06,58.5669
2023-09-07,56.5348
2023-09-08,55.4686
2023-09-09,55.4686
2023-09-10,55.4686
2023-09-11,56.9265
2023-09-12,56.9265
2023-09-13,54.5127
2023-09-14,59.1499
2023-09-15,58.3143
2023-09-16,58.3143
2023-09-17,58.3143
2023-09-18,59.0254
2023-09-19,58.0813
2023-09-20,57.6588
2023-09-21,54.1864
2023-09-22,52.3936
2023-09-23,52.3936
2023-09-24,52.3936
2023-09-25,52.3689
2023-09-26,47.9669
2023-09-27,51.5314
2023-09-28,54.6539
2023-09-29,53.6473
2023-09-30,53.6473
2023-10-01,53.6473
2023-10-02,49.2072
2023-10-03,48.7614
2023-10-04,49.7042
2023-10-05,48.1018
2023-10-06,48.1355
2023-10-07,48.1355
2023-10-08,48.1355
2023-10-09,48.8682
2023-10-10,51.1865
2023-10-11,52.305
2023-10-12,48.6357
2023-10-13,47.2577
2023-10-14,47.2577
2023-10-15,47.2577
2023-10-16,48.395
2023-10-17,50.3444
2023-10-18,47.2692
2023-10-19,44.732
2023-10-20,43.4211
2023-10-21,43.4211
2023-10-22,43.4211
2023-10-23,41.5534
2023-10-24,45.0914
2023-10-25,42.3042
2023-10-26,46.2022
2023-10-27,44.1658
2023-10-28,44.1658
2023-10-29,44.1658
2023-10-30,44.9811
2023-10-31,45.2251
2023-11-01,43.9199
2023-11-02,46.646
2023-11-03,51.7723
2023-11-04,51.7723
2023-11-05,51.7723
2023-11-06,50.8994
2023-11-07,47.7977
2023-11-08,49.1142
2023-11-09,47.7117
2023-11-10,49.6812
2023-11-11,49.6812
2023-11-12,49.6812
2023-11-13,49.0858
2023-11-14,55.6944
2023-11-15,56.7905
2023-11-16,57.2139
2023-11-17,58.7008
2023-11-18,58.7008
2023-11-19,58.7008
2023-11-20,59.157
2023-11-21,59.0095
2023-11-22,59.9538
2023-11-23,59.9538
2023-11-24,60.8504
2023-11-25,60.8504
2023-11-26,60.8504
2023-11-27,61.6095
2023-11-28,61.9871
2023-11-29,64.0482
2023-11-30,64.8687
2023-12-01,66.4155
2023-12-02,66.4155
2023-12-03,66.4155
2023-12-04,66.6453
2023-12-05,64.8599
2023-12-06,65.4951
2023-12-07,66.0279
2023-12-08,65.5447
2023-12-09,65.5447
2023-12-10,65.5447
2023-12-11,66.2752
2023-12-12,64.8527
2023-12-13,67.449
2023-12-14,71.4677
2023-12-15,71.537
2023-12-16,71.537
2023-12-17,71.537
2023-12-18,69.4434
2023-12-19,70.3302
2023-12-20,69.2502
2023-12-21,71.0603
2023-12-22,71.6682
2023-12-23,71.6682
2023-12-24,71.6682
2023-12-25,71.6682
2023-12-26,72.8177
2023-12-27,73.2849
2023-12-28,71.6293
2023-12-29,68.9305
2023-12-30,68.9305
2023-12-31,68.9305
2024-01-01,68.9305
2024-01-02,68.0509
2024-01-03,62.3757
2024-01-04,61.7926
2024-01-05,62.077
2024-01-06,62.077
2024-01-07,62.077
2024-01-08,60.8803
2024-01-09,58.9885
2024-01-10,60.1305
2024-01-11,58.1891
2024-01-12,58.177
2024-01-13,58.177
2024-01-14,58.177
2024-01-15,58.177
2024-01-16,54.8688
2024-01-17,52.9297
2024-01-18,55.5045
2024-01-19,54.9989
2024-01-20,54.9989
2024-01-21,54.9989
2024-01-22,55.1399
2024-01-23,56.116
2024-01-24,52.6525
2024-01-25,54.644
2024-01-26,55.3665
2024-01-27,55.3665
2024-01-28,55.3665
2024-01-29,56.6557
2024-01-30,59.1663
2024-01-31,54.4861
2024-02-01,55.903
2024-02-02,54.882
2024-02-03,54.882
2024-02-04,54.882
2024-02-05,52.2596
2024-02-06,55.2759
2024-02-07,56.2433
2024-02-08,56.1221
2024-02-09,56.1399
2024-02-10,56.1399
2024-02-11,56.1399
2024-02-12,58.5212
2024-02-13,51.9697
2024-02-14,54.2444
2024-02-15,57.3694
2024-02-16,57.021
2024-02-17,57.021
2024-02-18,57.021
2024-02-19,57.021
2024-02-20,55.2944
2024-02-21,56.1159
2024-02-22,55.2425
2024-02-23,55.0737
2024-02-24,55.0737
2024-02-25,55.0737
2024-02-26,55.73
2024-02-27,55.1301
2024-02-28,54.9375
2024-02-29,57.2546
2024-03-01,58.5431
2024-03-02,58.5431
2024-03-03,58.5431
2024-03-04,59.7478
2024-03-05,55.8939
2024-03-06,55.7578
2024-03-07,60.0896
2024-03-08,58.7431
2024-03-09,58.7431
2024-03-10,58.7431
2024-03-11,60.2701
2024-03-12,59.2527
2024-03-13,60.2812
2024-03-14,60.1716
2024-03-15,61.9908
2024-03-16,61.9908
2024-03-17,61.9908
2024-03-18,63.6843
2024-03-19,63.4772
2024-03-20,65.8473
2024-03-21,67.7436
2024-03-22,64.0156
2024-03-23,64.0156
2024-03-24,64.0156
2024-03-25,65.6826
2024-03-26,63.8706
2024-03-27,65.9765
2024-03-28,67.3386
2024-03-29,67.3386
2024-03-30,67.3386
2024-03-31,67.3386
2024-04-01,66.4461
2024-04-02,63.8211
2024-04-03,65.3236
2024-04-04,56.8363
2024-04-05,56.1817
2024-04-06,56.1817
2024-04-07,56.1817
2024-04-08,57.7149
