,ABTX US Equity
2020-09-08,50.8462
2020-09-09,49.6884
2020-09-10,48.8931
2020-09-11,49.2121
2020-09-12,49.2121
2020-09-13,49.2121
2020-09-14,49.3014
2020-09-15,48.4498
2020-09-16,49.0463
2020-09-17,48.077
2020-09-18,49.6219
2020-09-19,49.6219
2020-09-20,49.6219
2020-09-21,43.7081
2020-09-22,42.0378
2020-09-23,40.9197
2020-09-24,42.4033
2020-09-25,42.1297
2020-09-26,42.1297
2020-09-27,42.1297
2020-09-28,45.4091
2020-09-29,46.1427
2020-09-30,46.5304
2020-10-01,47.2507
2020-10-02,49.2131
2020-10-03,49.2131
2020-10-04,49.2131
2020-10-05,52.2837
2020-10-06,51.1545
2020-10-07,53.7657
2020-10-08,54.3209
2020-10-09,54.9366
2020-10-10,54.9366
2020-10-11,54.9366
2020-10-12,56.9035
2020-10-13,53.294
2020-10-14,51.7838
2020-10-15,54.003
2020-10-16,53.9056
2020-10-17,53.9056
2020-10-18,53.9056
2020-10-19,53.8051
2020-10-20,55.0473
2020-10-21,55.2499
2020-10-22,57.7547
2020-10-23,58.9304
2020-10-24,58.9304
2020-10-25,58.9304
2020-10-26,57.9633
2020-10-27,57.6371
2020-10-28,56.3633
2020-10-29,56.8417
2020-10-30,59.4299
2020-10-31,59.4299
2020-11-01,59.4299
2020-11-02,61.6003
2020-11-03,63.2616
2020-11-04,54.3645
2020-11-05,56.7529
2020-11-06,55.0853
2020-11-07,55.0853
2020-11-08,55.0853
2020-11-09,62.1256
2020-11-10,64.8166
2020-11-11,61.3305
2020-11-12,57.9926
2020-11-13,59.4205
2020-11-14,59.4205
2020-11-15,59.4205
2020-11-16,61.9201
2020-11-17,61.6675
2020-11-18,59.789
2020-11-19,60.0894
2020-11-20,59.5716
2020-11-21,59.5716
2020-11-22,59.5716
2020-11-23,60.066
2020-11-24,62.9358
2020-11-25,61.7065
2020-11-26,61.7065
2020-11-27,60.7752
2020-11-28,60.7752
2020-11-29,60.7752
2020-11-30,58.5914
2020-12-01,60.4774
2020-12-02,61.9676
2020-12-03,62.1172
2020-12-04,63.4916
2020-12-05,63.4916
2020-12-06,63.4916
2020-12-07,62.728
2020-12-08,63.9067
2020-12-09,62.321
2020-12-10,62.7117
2020-12-11,62.4771
2020-12-12,62.4771
2020-12-13,62.4771
2020-12-14,62.6423
2020-12-15,63.9951
2020-12-16,61.2155
2020-12-17,61.561
2020-12-18,57.5511
2020-12-19,57.5511
2020-12-20,57.5511
2020-12-21,58.1109
2020-12-22,55.7042
2020-12-23,58.2906
2020-12-24,58.5637
2020-12-25,58.5637
2020-12-26,58.5637
2020-12-27,58.5637
2020-12-28,58.7035
2020-12-29,57.401
2020-12-30,58.043
2020-12-31,58.9297
2021-01-01,58.9297
2021-01-02,58.9297
2021-01-03,58.9297
2021-01-04,58.3275
2021-01-05,59.3141
2021-01-06,64.9109
2021-01-07,65.9598
2021-01-08,62.1509
2021-01-09,62.1509
2021-01-10,62.1509
2021-01-11,62.7028
2021-01-12,64.1065
2021-01-13,59.7528
2021-01-14,61.5075
2021-01-15,60.2919
2021-01-16,60.2919
2021-01-17,60.2919
2021-01-18,60.2919
2021-01-19,60.8812
2021-01-20,59.7669
2021-01-21,58.1164
2021-01-22,59.3903
2021-01-23,59.3903
2021-01-24,59.3903
2021-01-25,59.975
2021-01-26,57.7581
2021-01-27,54.1139
2021-01-28,56.1513
2021-01-29,54.5408
2021-01-30,54.5408
2021-01-31,54.5408
2021-02-01,55.4226
2021-02-02,57.2341
2021-02-03,57.2813
2021-02-04,59.1939
2021-02-05,58.1108
2021-02-06,58.1108
2021-02-07,58.1108
2021-02-08,59.7278
2021-02-09,59.5241
2021-02-10,58.7296
2021-02-11,56.7866
2021-02-12,56.4813
2021-02-13,56.4813
2021-02-14,56.4813
2021-02-15,56.4813
2021-02-16,56.722
2021-02-17,57.1307
2021-02-18,54.6056
2021-02-19,57.4036
2021-02-20,57.4036
2021-02-21,57.4036
2021-02-22,58.9435
2021-02-23,59.9909
2021-02-24,61.8602
2021-02-25,59.387
2021-02-26,57.7126
2021-02-27,57.7126
2021-02-28,57.7126
2021-03-01,60.4148
2021-03-02,59.1355
2021-03-03,60.598
2021-03-04,60.93
2021-03-05,62.2236
2021-03-06,62.2236
2021-03-07,62.2236
2021-03-08,65.3917
2021-03-09,64.9319
2021-03-10,66.554
2021-03-11,65.2275
2021-03-12,67.7322
2021-03-13,67.7322
2021-03-14,67.7322
2021-03-15,65.1895
2021-03-16,62.9281
2021-03-17,62.1724
2021-03-18,63.1108
2021-03-19,65.3056
2021-03-20,65.3056
2021-03-21,65.3056
2021-03-22,59.3131
2021-03-23,55.3006
2021-03-24,54.8962
2021-03-25,57.2303
2021-03-26,59.5055
2021-03-27,59.5055
2021-03-28,59.5055
2021-03-29,55.8792
2021-03-30,57.049
2021-03-31,55.9688
2021-04-01,56.7491
2021-04-02,56.7491
2021-04-03,56.7491
2021-04-04,56.7491
2021-04-05,57.3302
2021-04-06,56.1006
2021-04-07,54.1095
2021-04-08,54.8889
2021-04-09,54.619
2021-04-10,54.619
2021-04-11,54.619
2021-04-12,55.842
2021-04-13,52.2454
2021-04-14,53.92
2021-04-15,53.92
2021-04-16,54.5404
2021-04-17,54.5404
2021-04-18,54.5404
2021-04-19,53.822
2021-04-20,49.4028
2021-04-21,51.7635
2021-04-22,49.6165
2021-04-23,54.3614
2021-04-24,54.3614
2021-04-25,54.3614
2021-04-26,54.0826
2021-04-27,54.2525
2021-04-28,52.9779
2021-04-29,53.9197
2021-04-30,51.0335
2021-05-01,51.0335
2021-05-02,51.0335
2021-05-03,54.3846
2021-05-04,54.2128
2021-05-05,54.1832
2021-05-06,54.5163
2021-05-07,54.1405
2021-05-08,54.1405
2021-05-09,54.1405
2021-05-10,52.914
2021-05-11,50.6032
2021-05-12,48.2512
2021-05-13,52.7404
2021-05-14,53.8899
2021-05-15,53.8899
2021-05-16,53.8899
2021-05-17,53.9414
2021-05-18,51.6724
2021-05-19,51.349
2021-05-20,52.2208
2021-05-21,54.0877
2021-05-22,54.0877
2021-05-23,54.0877
2021-05-24,52.0161
2021-05-25,47.9342
2021-05-26,50.4749
2021-05-27,52.5349
2021-05-28,52.477
2021-05-29,52.477
2021-05-30,52.477
2021-05-31,52.477
2021-06-01,53.5105
2021-06-02,52.3331
2021-06-03,52.1202
2021-06-04,52.661
2021-06-05,52.661
2021-06-06,52.661
2021-06-07,55.4037
2021-06-08,56.2429
2021-06-09,54.7119
2021-06-10,53.6284
2021-06-11,53.2976
2021-06-12,53.2976
2021-06-13,53.2976
2021-06-14,51.3004
2021-06-15,52.271
2021-06-16,54.6105
2021-06-17,49.927
2021-06-18,45.4331
2021-06-19,45.4331
2021-06-20,45.4331
2021-06-21,49.3755
2021-06-22,48.4312
2021-06-23,47.7749
2021-06-24,49.7204
2021-06-25,49.665
2021-06-26,49.665
2021-06-27,49.665
2021-06-28,47.3164
2021-06-29,46.4187
2021-06-30,45.6544
2021-07-01,47.5639
2021-07-02,45.1801
2021-07-03,45.1801
2021-07-04,45.1801
2021-07-05,45.1801
2021-07-06,42.5339
2021-07-07,41.7148
2021-07-08,40.7862
2021-07-09,43.918
2021-07-10,43.918
2021-07-11,43.918
2021-07-12,44.9733
2021-07-13,42.3316
2021-07-14,41.5214
2021-07-15,42.8469
2021-07-16,40.9499
2021-07-17,40.9499
2021-07-18,40.9499
2021-07-19,38.6756
2021-07-20,40.1309
2021-07-21,42.6889
2021-07-22,40.3482
2021-07-23,41.5481
2021-07-24,41.5481
2021-07-25,41.5481
2021-07-26,42.6165
2021-07-27,42.334
2021-07-28,43.9672
2021-07-29,44.8542
2021-07-30,45.2703
2021-07-31,45.2703
2021-08-01,45.2703
2021-08-02,43.2449
2021-08-03,46.424
2021-08-04,45.9712
2021-08-05,46.8545
2021-08-06,50.7238
2021-08-07,50.7238
2021-08-08,50.7238
2021-08-09,50.1141
2021-08-10,50.4369
2021-08-11,50.6771
2021-08-12,48.7822
2021-08-13,47.4212
2021-08-14,47.4212
2021-08-15,47.4212
2021-08-16,48.6613
2021-08-17,47.5023
2021-08-18,46.7837
2021-08-19,46.662
2021-08-20,49.3214
2021-08-21,49.3214
2021-08-22,49.3214
2021-08-23,50.0806
2021-08-24,51.8018
2021-08-25,49.6307
2021-08-26,47.3564
2021-08-27,50.4553
2021-08-28,50.4553
2021-08-29,50.4553
2021-08-30,48.1634
2021-08-31,48.7814
2021-09-01,47.7888
2021-09-02,47.0156
2021-09-03,45.8791
2021-09-04,45.8791
2021-09-05,45.8791
2021-09-06,45.8791
2021-09-07,45.5406
2021-09-08,43.7493
2021-09-09,42.8625
2021-09-10,42.7728
2021-09-11,42.7728
2021-09-12,42.7728
2021-09-13,44.2609
2021-09-14,41.2611
2021-09-15,42.8635
2021-09-16,44.2404
2021-09-17,48.9326
2021-09-18,48.9326
2021-09-19,48.9326
2021-09-20,46.1309
2021-09-21,44.2384
2021-09-22,46.4414
2021-09-23,50.1596
2021-09-24,51.522
2021-09-25,51.522
2021-09-26,51.522
2021-09-27,54.9474
2021-09-28,53.4932
2021-09-29,55.1311
2021-09-30,53.5066
2021-10-01,56.2034
2021-10-02,56.2034
2021-10-03,56.2034
2021-10-04,55.2515
2021-10-05,54.9527
2021-10-06,54.445
2021-10-07,55.4941
2021-10-08,55.637
2021-10-09,55.637
2021-10-10,55.637
2021-10-11,53.8147
2021-10-12,53.7433
2021-10-13,52.5177
2021-10-14,53.7374
2021-10-15,53.2902
2021-10-16,53.2902
2021-10-17,53.2902
2021-10-18,52.6481
2021-10-19,52.6481
2021-10-20,54.9056
2021-10-21,56.1188
2021-10-22,58.6682
2021-10-23,58.6682
2021-10-24,58.6682
2021-10-25,58.8792
2021-10-26,58.8348
2021-10-27,56.6696
2021-10-28,52.4704
2021-10-29,54.2084
2021-10-30,54.2084
2021-10-31,54.2084
2021-11-01,56.3455
2021-11-02,53.9387
2021-11-03,56.551
2021-11-04,55.3384
2021-11-05,56.9109
2021-11-06,56.9109
2021-11-07,56.9109
2021-11-08,64.0915
2021-11-09,63.1199
2021-11-10,61.4997
2021-11-11,59.0005
2021-11-12,60.488
2021-11-13,60.488
2021-11-14,60.488
2021-11-15,62.3262
2021-11-16,63.7788
2021-11-17,64.8572
2021-11-18,63.9901
2021-11-19,63.5903
2021-11-20,63.5903
2021-11-21,63.5903
2021-11-22,64.5301
2021-11-23,66.699
2021-11-24,64.0649
2021-11-25,64.0649
2021-11-26,57.327
2021-11-27,57.327
2021-11-28,57.327
2021-11-29,53.9881
2021-11-30,50.5407
2021-12-01,48.743
2021-12-02,52.596
2021-12-03,50.6532
2021-12-04,50.6532
2021-12-05,50.6532
2021-12-06,51.9853
2021-12-07,50.7029
2021-12-08,51.4005
2021-12-09,50.686
2021-12-10,50.1864
2021-12-11,50.1864
2021-12-12,50.1864
2021-12-13,51.2091
2021-12-14,50.1441
2021-12-15,47.1555
2021-12-16,49.1959
2021-12-17,51.4622
2021-12-18,51.4622
2021-12-19,51.4622
2021-12-20,48.9579
2021-12-21,52.5174
2021-12-22,53.4969
2021-12-23,54.0606
2021-12-24,54.0606
2021-12-25,54.0606
2021-12-26,54.0606
2021-12-27,55.8422
2021-12-28,56.2689
2021-12-29,56.8442
2021-12-30,57.6368
2021-12-31,53.9119
2022-01-01,53.9119
2022-01-02,53.9119
2022-01-03,58.1549
2022-01-04,56.6144
2022-01-05,56.2292
2022-01-06,59.2518
2022-01-07,56.9361
2022-01-08,56.9361
2022-01-09,56.9361
2022-01-10,56.9066
2022-01-11,56.5731
2022-01-12,56.4797
2022-01-13,58.5108
2022-01-14,59.2429
2022-01-15,59.2429
2022-01-16,59.2429
2022-01-17,59.2429
2022-01-18,58.7071
2022-01-19,58.3997
2022-01-20,55.2099
2022-01-21,55.3151
2022-01-22,55.3151
2022-01-23,55.3151
2022-01-24,58.5622
2022-01-25,59.0867
2022-01-26,56.1777
2022-01-27,53.815
2022-01-28,51.2294
2022-01-29,51.2294
2022-01-30,51.2294
2022-01-31,54.3095
2022-02-01,51.7864
2022-02-02,49.3859
2022-02-03,48.4206
2022-02-04,50.1636
2022-02-05,50.1636
2022-02-06,50.1636
2022-02-07,50.4881
2022-02-08,52.9949
2022-02-09,49.8352
2022-02-10,49.9158
2022-02-11,50.3831
2022-02-12,50.3831
2022-02-13,50.3831
2022-02-14,48.67
2022-02-15,50.4955
2022-02-16,50.9947
2022-02-17,49.0885
2022-02-18,51.9976
2022-02-19,51.9976
2022-02-20,51.9976
2022-02-21,51.9976
2022-02-22,50.9928
2022-02-23,50.6457
2022-02-24,48.402
2022-02-25,52.0836
2022-02-26,52.0836
2022-02-27,52.0836
2022-02-28,51.1961
2022-03-01,49.0219
2022-03-02,53.2362
2022-03-03,55.2684
2022-03-04,52.7838
2022-03-05,52.7838
2022-03-06,52.7838
2022-03-07,50.5897
2022-03-08,51.0713
2022-03-09,52.7272
2022-03-10,54.1146
2022-03-11,54.8125
2022-03-12,54.8125
2022-03-13,54.8125
2022-03-14,55.129
2022-03-15,54.9453
2022-03-16,56.1548
2022-03-17,53.9691
2022-03-18,53.6298
2022-03-19,53.6298
2022-03-20,53.6298
2022-03-21,52.9411
2022-03-22,57.2987
2022-03-23,53.2539
2022-03-24,53.4568
2022-03-25,55.8836
2022-03-26,55.8836
2022-03-27,55.8836
2022-03-28,54.9461
2022-03-29,56.4338
2022-03-30,53.6974
2022-03-31,53.2571
2022-04-01,50.8418
2022-04-02,50.8418
2022-04-03,50.8418
2022-04-04,50.5313
2022-04-05,49.4522
2022-04-06,48.9119
2022-04-07,46.1658
2022-04-08,44.0182
2022-04-09,44.0182
2022-04-10,44.0182
2022-04-11,43.5443
2022-04-12,42.232
2022-04-13,43.0031
2022-04-14,43.2756
2022-04-15,43.2756
2022-04-16,43.2756
2022-04-17,43.2756
2022-04-18,43.3106
2022-04-19,46.9386
2022-04-20,47.6512
2022-04-21,46.2493
2022-04-22,43.6219
2022-04-23,43.6219
2022-04-24,43.6219
2022-04-25,43.9685
2022-04-26,41.2405
2022-04-27,39.0248
2022-04-28,43.2742
2022-04-29,45.4926
2022-04-30,45.4926
2022-05-01,45.4926
2022-05-02,47.8725
2022-05-03,46.8545
2022-05-04,49.8998
2022-05-05,47.5893
2022-05-06,47.7058
2022-05-07,47.7058
2022-05-08,47.7058
2022-05-09,48.7084
2022-05-10,45.7464
2022-05-11,44.6088
2022-05-12,42.3108
2022-05-13,41.7026
2022-05-14,41.7026
2022-05-15,41.7026
2022-05-16,42.5892
2022-05-17,43.4135
2022-05-18,42.2098
2022-05-19,40.2381
2022-05-20,40.4836
2022-05-21,40.4836
2022-05-22,40.4836
2022-05-23,44.0502
2022-05-24,42.7871
2022-05-25,43.2584
2022-05-26,45.6088
2022-05-27,48.3612
2022-05-28,48.3612
2022-05-29,48.3612
2022-05-30,48.3612
2022-05-31,47.6525
2022-06-01,46.6622
2022-06-02,49.041
2022-06-03,48.7157
2022-06-04,48.7157
2022-06-05,48.7157
2022-06-06,49.0337
2022-06-07,48.9082
2022-06-08,48.1749
2022-06-09,44.4299
2022-06-10,43.2339
2022-06-11,43.2339
2022-06-12,43.2339
2022-06-13,42.3293
2022-06-14,43.9827
2022-06-15,46.9214
2022-06-16,44.5881
2022-06-17,43.6999
2022-06-18,43.6999
2022-06-19,43.6999
2022-06-20,43.6999
2022-06-21,46.0284
2022-06-22,45.448
2022-06-23,43.3284
2022-06-24,43.3648
2022-06-25,43.3648
2022-06-26,43.3648
2022-06-27,44.4726
2022-06-28,42.7151
2022-06-29,41.5999
2022-06-30,42.4164
2022-07-01,46.6084
2022-07-02,46.6084
2022-07-03,46.6084
2022-07-04,46.6084
2022-07-05,47.2702
2022-07-06,47.0479
2022-07-07,46.4349
2022-07-08,47.2212
2022-07-09,47.2212
2022-07-10,47.2212
2022-07-11,47.7876
2022-07-12,48.2852
2022-07-13,46.352
2022-07-14,44.573
2022-07-15,49.8342
2022-07-16,49.8342
2022-07-17,49.8342
2022-07-18,51.9572
2022-07-19,55.5122
2022-07-20,55.4016
2022-07-21,55.706
2022-07-22,54.5128
2022-07-23,54.5128
2022-07-24,54.5128
2022-07-25,54.6101
2022-07-26,56.3183
2022-07-27,59.4738
2022-07-28,59.8419
2022-07-29,62.824
2022-07-30,62.824
2022-07-31,62.824
2022-08-01,63.7278
2022-08-02,59.6446
2022-08-03,61.394
2022-08-04,60.3042
2022-08-05,60.519
2022-08-06,60.519
2022-08-07,60.519
2022-08-08,61.2245
2022-08-09,63.2618
2022-08-10,63.7668
2022-08-11,64.4987
2022-08-12,66.2035
2022-08-13,66.2035
2022-08-14,66.2035
2022-08-15,66.6998
2022-08-16,67.9293
2022-08-17,66.6327
2022-08-18,66.5354
2022-08-19,59.6827
2022-08-20,59.6827
2022-08-21,59.6827
2022-08-22,57.351
2022-08-23,56.9148
2022-08-24,56.3904
2022-08-25,56.2255
2022-08-26,54.1374
2022-08-27,54.1374
2022-08-28,54.1374
2022-08-29,48.9728
2022-08-30,50.4447
2022-08-31,49.7031
2022-09-01,49.6671
2022-09-02,48.9344
2022-09-03,48.9344
2022-09-04,48.9344
2022-09-05,48.9344
2022-09-06,45.8553
2022-09-07,48.773
2022-09-08,48.6673
2022-09-09,49.6457
2022-09-10,49.6457
2022-09-11,49.6457
2022-09-12,51.5914
2022-09-13,46.474
2022-09-14,51.6708
2022-09-15,53.5902
2022-09-16,54.7124
2022-09-17,54.7124
2022-09-18,54.7124
2022-09-19,55.6182
2022-09-20,55.7068
2022-09-21,55.0994
2022-09-22,53.8096
2022-09-23,54.3943
2022-09-24,54.3943
2022-09-25,54.3943
2022-09-26,54.6253
2022-09-27,48.9122
2022-09-28,53.1374
2022-09-29,47.734
2022-09-30,46.7057
2022-10-01,46.7057
2022-10-02,46.7057
2022-10-03,46.7057
2022-10-04,46.7057
2022-10-05,46.7057
2022-10-06,46.7057
2022-10-07,46.7057
2022-10-08,46.7057
2022-10-09,46.7057
2022-10-10,46.7057
2022-10-11,46.7057
2022-10-12,46.7057
2022-10-13,46.7057
2022-10-14,46.7057
2022-10-15,46.7057
2022-10-16,46.7057
2022-10-17,46.7057
2022-10-18,46.7057
2022-10-19,46.7057
2022-10-20,46.7057
2022-10-21,46.7057
2022-10-22,46.7057
2022-10-23,46.7057
2022-10-24,46.7057
2022-10-25,46.7057
2022-10-26,46.7057
2022-10-27,46.7057
2022-10-28,46.7057
2022-10-29,46.7057
2022-10-30,46.7057
2022-10-31,46.7057
2022-11-01,46.7057
2022-11-02,46.7057
2022-11-03,46.7057
2022-11-04,46.7057
2022-11-05,46.7057
2022-11-06,46.7057
2022-11-07,46.7057
2022-11-08,46.7057
2022-11-09,46.7057
2022-11-10,46.7057
2022-11-11,46.7057
2022-11-12,46.7057
2022-11-13,46.7057
2022-11-14,46.7057
2022-11-15,46.7057
2022-11-16,46.7057
2022-11-17,46.7057
2022-11-18,46.7057
2022-11-19,46.7057
2022-11-20,46.7057
2022-11-21,46.7057
2022-11-22,46.7057
2022-11-23,46.7057
2022-11-24,46.7057
2022-11-25,46.7057
2022-11-26,46.7057
2022-11-27,46.7057
2022-11-28,46.7057
2022-11-29,46.7057
2022-11-30,46.7057
2022-12-01,46.7057
2022-12-02,46.7057
2022-12-03,46.7057
2022-12-04,46.7057
2022-12-05,46.7057
2022-12-06,46.7057
2022-12-07,46.7057
2022-12-08,46.7057
2022-12-09,46.7057
2022-12-10,46.7057
2022-12-11,46.7057
2022-12-12,46.7057
2022-12-13,46.7057
2022-12-14,46.7057
2022-12-15,46.7057
2022-12-16,46.7057
2022-12-17,46.7057
2022-12-18,46.7057
2022-12-19,46.7057
2022-12-20,46.7057
2022-12-21,46.7057
2022-12-22,46.7057
2022-12-23,46.7057
2022-12-24,46.7057
2022-12-25,46.7057
2022-12-26,46.7057
2022-12-27,46.7057
2022-12-28,46.7057
2022-12-29,46.7057
2022-12-30,46.7057
2022-12-31,46.7057
2023-01-01,46.7057
2023-01-02,46.7057
2023-01-03,46.7057
2023-01-04,46.7057
2023-01-05,46.7057
2023-01-06,46.7057
2023-01-07,46.7057
2023-01-08,46.7057
2023-01-09,46.7057
2023-01-10,46.7057
2023-01-11,46.7057
2023-01-12,46.7057
2023-01-13,46.7057
2023-01-14,46.7057
2023-01-15,46.7057
2023-01-16,46.7057
2023-01-17,46.7057
2023-01-18,46.7057
2023-01-19,46.7057
2023-01-20,46.7057
2023-01-21,46.7057
2023-01-22,46.7057
2023-01-23,46.7057
2023-01-24,46.7057
2023-01-25,46.7057
2023-01-26,46.7057
2023-01-27,46.7057
2023-01-28,46.7057
2023-01-29,46.7057
2023-01-30,46.7057
2023-01-31,46.7057
2023-02-01,46.7057
2023-02-02,46.7057
2023-02-03,46.7057
2023-02-04,46.7057
2023-02-05,46.7057
2023-02-06,46.7057
2023-02-07,46.7057
2023-02-08,46.7057
2023-02-09,46.7057
2023-02-10,46.7057
2023-02-11,46.7057
2023-02-12,46.7057
2023-02-13,46.7057
2023-02-14,46.7057
2023-02-15,46.7057
2023-02-16,46.7057
2023-02-17,46.7057
2023-02-18,46.7057
2023-02-19,46.7057
2023-02-20,46.7057
2023-02-21,46.7057
2023-02-22,46.7057
2023-02-23,46.7057
2023-02-24,46.7057
2023-02-25,46.7057
2023-02-26,46.7057
2023-02-27,46.7057
2023-02-28,46.7057
2023-03-01,46.7057
2023-03-02,46.7057
2023-03-03,46.7057
2023-03-04,46.7057
2023-03-05,46.7057
2023-03-06,46.7057
2023-03-07,46.7057
2023-03-08,46.7057
2023-03-09,46.7057
2023-03-10,46.7057
2023-03-11,46.7057
2023-03-12,46.7057
2023-03-13,46.7057
2023-03-14,46.7057
2023-03-15,46.7057
2023-03-16,46.7057
2023-03-17,46.7057
2023-03-18,46.7057
