,K US Equity
2023-03-20,42.7746
2023-03-21,43.2737
2023-03-22,41.3784
2023-03-23,41.8178
2023-03-24,45.1794
2023-03-25,45.1794
2023-03-26,45.1794
2023-03-27,46.5025
2023-03-28,48.1564
2023-03-29,48.8674
2023-03-30,49.4767
2023-03-31,50.5523
2023-04-01,50.5523
2023-04-02,50.5523
2023-04-03,51.0909
2023-04-04,51.7434
2023-04-05,54.3343
2023-04-06,54.1717
2023-04-07,54.1717
2023-04-08,54.1717
2023-04-09,54.1717
2023-04-10,53.3051
2023-04-11,55.4132
2023-04-12,55.3701
2023-04-13,53.1465
2023-04-14,49.767
2023-04-15,49.767
2023-04-16,49.767
2023-04-17,52.0669
2023-04-18,52.5741
2023-04-19,50.941
2023-04-20,50.5056
2023-04-21,50.9394
2023-04-22,50.9394
2023-04-23,50.9394
2023-04-24,52.0075
2023-04-25,55.4625
2023-04-26,55.0657
2023-04-27,57.9371
2023-04-28,59.4859
2023-04-29,59.4859
2023-04-30,59.4859
2023-05-01,62.5198
2023-05-02,63.598
2023-05-03,64.5449
2023-05-04,59.3016
2023-05-05,59.1719
2023-05-06,59.1719
2023-05-07,59.1719
2023-05-08,61.4405
2023-05-09,58.5497
2023-05-10,58.8189
2023-05-11,59.275
2023-05-12,59.6144
2023-05-13,59.6144
2023-05-14,59.6144
2023-05-15,56.5565
2023-05-16,53.9826
2023-05-17,52.6239
2023-05-18,52.1844
2023-05-19,53.2134
2023-05-20,53.2134
2023-05-21,53.2134
2023-05-22,49.3302
2023-05-23,50.0538
2023-05-24,50.0926
2023-05-25,47.7514
2023-05-26,46.7872
2023-05-27,46.7872
2023-05-28,46.7872
2023-05-29,46.7872
2023-05-30,42.4865
2023-05-31,46.3662
2023-06-01,43.9757
2023-06-02,48.977
2023-06-03,48.977
2023-06-04,48.977
2023-06-05,49.3553
2023-06-06,47.1525
2023-06-07,45.7344
2023-06-08,46.438
2023-06-09,48.5798
2023-06-10,48.5798
2023-06-11,48.5798
2023-06-12,43.2437
2023-06-13,43.8957
2023-06-14,45.896
2023-06-15,45.2993
2023-06-16,46.5572
2023-06-17,46.5572
2023-06-18,46.5572
2023-06-19,46.5572
2023-06-20,44.3564
2023-06-21,43.4255
2023-06-22,44.5908
2023-06-23,43.4267
2023-06-24,43.4267
2023-06-25,43.4267
2023-06-26,45.0995
2023-06-27,48.9996
2023-06-28,45.5036
2023-06-29,49.6108
2023-06-30,51.3433
2023-07-01,51.3433
2023-07-02,51.3433
2023-07-03,54.5487
2023-07-04,54.5487
2023-07-05,54.0681
2023-07-06,54.0024
2023-07-07,50.2484
2023-07-08,50.2484
2023-07-09,50.2484
2023-07-10,49.6483
2023-07-11,51.0688
2023-07-12,52.399
2023-07-13,51.4979
2023-07-14,51.2699
2023-07-15,51.2699
2023-07-16,51.2699
2023-07-17,48.5987
2023-07-18,48.2888
2023-07-19,50.1307
2023-07-20,51.8724
2023-07-21,52.0299
2023-07-22,52.0299
2023-07-23,52.0299
2023-07-24,52.2563
2023-07-25,52.6197
2023-07-26,51.0837
2023-07-27,49.6209
2023-07-28,51.2073
2023-07-29,51.2073
2023-07-30,51.2073
2023-07-31,48.7713
2023-08-01,46.4522
2023-08-02,48.0936
2023-08-03,46.8073
2023-08-04,42.4413
2023-08-05,42.4413
2023-08-06,42.4413
2023-08-07,42.4795
2023-08-08,38.8695
2023-08-09,39.3827
2023-08-10,39.3827
2023-08-11,40.9735
2023-08-12,40.9735
2023-08-13,40.9735
2023-08-14,40.8031
2023-08-15,38.6154
2023-08-16,35.9173
2023-08-17,34.4511
2023-08-18,36.2459
2023-08-19,36.2459
2023-08-20,36.2459
2023-08-21,34.5452
2023-08-22,33.7157
2023-08-23,34.1577
2023-08-24,34.1106
2023-08-25,35.9813
2023-08-26,35.9813
2023-08-27,35.9813
2023-08-28,36.5719
2023-08-29,37.1259
2023-08-30,38.1503
2023-08-31,37.8865
2023-09-01,34.7642
2023-09-02,34.7642
2023-09-03,34.7642
2023-09-04,34.7642
2023-09-05,33.6965
2023-09-06,33.2686
2023-09-07,33.6276
2023-09-08,33.8904
2023-09-09,33.8904
2023-09-10,33.8904
2023-09-11,36.1398
2023-09-12,35.415
2023-09-13,33.5234
2023-09-14,38.4729
2023-09-15,38.7113
2023-09-16,38.7113
2023-09-17,38.7113
2023-09-18,39.6785
2023-09-19,40.3119
2023-09-20,42.5212
2023-09-21,41.5189
2023-09-22,40.6642
2023-09-23,40.6642
2023-09-24,40.6642
2023-09-25,38.3142
2023-09-26,37.3528
2023-09-27,37.166
2023-09-28,37.5963
2023-09-29,39.2637
2023-09-30,39.2637
2023-10-01,39.2637
2023-10-02,29.8045
2023-10-03,32.2805
2023-10-04,32.2325
2023-10-05,27.3337
2023-10-06,26.9517
2023-10-07,26.9517
2023-10-08,26.9517
2023-10-09,27.302
2023-10-10,28.368
2023-10-11,26.14
2023-10-12,24.5987
2023-10-13,30.3847
2023-10-14,30.3847
2023-10-15,30.3847
2023-10-16,32.2498
2023-10-17,33.6607
2023-10-18,32.993
2023-10-19,32.1005
2023-10-20,33.1253
2023-10-21,33.1253
2023-10-22,33.1253
2023-10-23,31.5205
2023-10-24,35.3645
2023-10-25,38.1877
2023-10-26,37.9671
2023-10-27,36.8183
2023-10-28,36.8183
2023-10-29,36.8183
2023-10-30,36.3343
2023-10-31,37.482
2023-11-01,38.0383
2023-11-02,42.6291
2023-11-03,43.8851
2023-11-04,43.8851
2023-11-05,43.8851
2023-11-06,41.8187
2023-11-07,40.6098
2023-11-08,44.706
2023-11-09,44.7422
2023-11-10,44.2038
2023-11-11,44.2038
2023-11-12,44.2038
2023-11-13,45.6692
2023-11-14,47.0345
2023-11-15,46.1271
2023-11-16,45.8006
2023-11-17,48.0814
2023-11-18,48.0814
2023-11-19,48.0814
2023-11-20,47.1241
2023-11-21,48.2657
2023-11-22,48.8748
2023-11-23,48.8748
2023-11-24,50.713
2023-11-25,50.713
2023-11-26,50.713
2023-11-27,47.235
2023-11-28,46.487
2023-11-29,44.4355
2023-11-30,49.815
2023-12-01,50.9743
2023-12-02,50.9743
2023-12-03,50.9743
2023-12-04,53.4914
2023-12-05,52.4069
2023-12-06,53.5753
2023-12-07,55.0037
2023-12-08,53.2705
2023-12-09,53.2705
2023-12-10,53.2705
2023-12-11,55.0235
2023-12-12,54.2201
2023-12-13,58.0242
2023-12-14,56.2215
2023-12-15,52.4216
2023-12-16,52.4216
2023-12-17,52.4216
2023-12-18,52.9185
2023-12-19,51.9022
2023-12-20,49.8202
2023-12-21,52.4715
2023-12-22,54.3869
2023-12-23,54.3869
2023-12-24,54.3869
2023-12-25,54.3869
2023-12-26,55.9043
2023-12-27,56.3949
2023-12-28,57.684
2023-12-29,58.502
2023-12-30,58.502
2023-12-31,58.502
2024-01-01,58.502
2024-01-02,63.1965
2024-01-03,62.0966
2024-01-04,59.6422
2024-01-05,58.9641
2024-01-06,58.9641
2024-01-07,58.9641
2024-01-08,58.5054
2024-01-09,57.9227
2024-01-10,55.63
2024-01-11,53.6528
2024-01-12,54.1831
2024-01-13,54.1831
2024-01-14,54.1831
2024-01-15,54.1831
2024-01-16,49.7491
2024-01-17,51.0127
2024-01-18,51.1105
2024-01-19,48.9854
2024-01-20,48.9854
2024-01-21,48.9854
2024-01-22,47.9381
2024-01-23,50.7949
2024-01-24,47.6399
2024-01-25,51.3407
2024-01-26,51.6757
2024-01-27,51.6757
2024-01-28,51.6757
2024-01-29,51.8317
2024-01-30,53.3879
2024-01-31,51.5612
2024-02-01,54.1921
2024-02-02,52.2794
2024-02-03,52.2794
2024-02-04,52.2794
2024-02-05,49.2603
2024-02-06,50.2407
2024-02-07,47.9528
2024-02-08,51.7892
2024-02-09,47.5806
2024-02-10,47.5806
2024-02-11,47.5806
2024-02-12,50.8838
2024-02-13,49.656
2024-02-14,49.0439
2024-02-15,52.8686
2024-02-16,53.0768
2024-02-17,53.0768
2024-02-18,53.0768
2024-02-19,53.0768
2024-02-20,54.7816
2024-02-21,55.5908
2024-02-22,56.912
2024-02-23,55.1506
2024-02-24,55.1506
2024-02-25,55.1506
2024-02-26,55.1767
2024-02-27,52.6119
2024-02-28,53.9248
2024-02-29,52.6545
2024-03-01,51.6476
2024-03-02,51.6476
2024-03-03,51.6476
2024-03-04,48.3312
2024-03-05,47.4788
2024-03-06,48.8476
2024-03-07,48.0816
2024-03-08,49.9851
2024-03-09,49.9851
2024-03-10,49.9851
2024-03-11,49.7993
2024-03-12,48.86
2024-03-13,49.3541
2024-03-14,46.0981
2024-03-15,48.1672
2024-03-16,48.1672
2024-03-17,48.1672
2024-03-18,51.8952
2024-03-19,53.1344
2024-03-20,52.9375
2024-03-21,55.6832
2024-03-22,53.8084
2024-03-23,53.8084
2024-03-24,53.8084
2024-03-25,54.0939
2024-03-26,54.7877
2024-03-27,56.9208
2024-03-28,58.6214
2024-03-29,58.6214
2024-03-30,58.6214
2024-03-31,58.6214
2024-04-01,57.7735
2024-04-02,59.3852
2024-04-03,55.505
2024-04-04,58.1011
2024-04-05,57.6442
2024-04-06,57.6442
2024-04-07,57.6442
2024-04-08,57.7236
