,CFR US Equity
2023-03-19,34.502
2023-03-20,34.4544
2023-03-21,36.8331
2023-03-22,33.7869
2023-03-23,32.401
2023-03-24,34.3434
2023-03-25,34.3434
2023-03-26,34.3434
2023-03-27,36.6196
2023-03-28,36.9246
2023-03-29,37.8612
2023-03-30,37.6068
2023-03-31,39.0455
2023-04-01,39.0455
2023-04-02,39.0455
2023-04-03,38.8013
2023-04-04,37.69
2023-04-05,36.9252
2023-04-06,38.4529
2023-04-07,38.4529
2023-04-08,38.4529
2023-04-09,38.4529
2023-04-10,38.9158
2023-04-11,39.9644
2023-04-12,39.3482
2023-04-13,40.4546
2023-04-14,40.6825
2023-04-15,40.6825
2023-04-16,40.6825
2023-04-17,42.7135
2023-04-18,41.1566
2023-04-19,44.9759
2023-04-20,42.5627
2023-04-21,41.205
2023-04-22,41.205
2023-04-23,41.205
2023-04-24,40.8465
2023-04-25,39.4524
2023-04-26,41.8633
2023-04-27,47.742
2023-04-28,47.7273
2023-04-29,47.7273
2023-04-30,47.7273
2023-05-01,45.5187
2023-05-02,42.0168
2023-05-03,40.1974
2023-05-04,37.1909
2023-05-05,44.1311
2023-05-06,44.1311
2023-05-07,44.1311
2023-05-08,41.5936
2023-05-09,40.8649
2023-05-10,41.5235
2023-05-11,40.8207
2023-05-12,42.1377
2023-05-13,42.1377
2023-05-14,42.1377
2023-05-15,43.8732
2023-05-16,41.9357
2023-05-17,47.0981
2023-05-18,46.806
2023-05-19,45.8277
2023-05-20,45.8277
2023-05-21,45.8277
2023-05-22,47.6605
2023-05-23,47.7575
2023-05-24,47.03
2023-05-25,48.1861
2023-05-26,48.6643
2023-05-27,48.6643
2023-05-28,48.6643
2023-05-29,48.6643
2023-05-30,48.6005
2023-05-31,45.7728
2023-06-01,47.342
2023-06-02,50.7416
2023-06-03,50.7416
2023-06-04,50.7416
2023-06-05,49.6366
2023-06-06,52.1583
2023-06-07,53.0511
2023-06-08,52.838
2023-06-09,52.4565
2023-06-10,52.4565
2023-06-11,52.4565
2023-06-12,51.63
2023-06-13,53.4855
2023-06-14,52.3301
2023-06-15,54.8759
2023-06-16,53.5963
2023-06-17,53.5963
2023-06-18,53.5963
2023-06-19,53.5963
2023-06-20,52.9253
2023-06-21,51.2888
2023-06-22,48.4937
2023-06-23,47.2782
2023-06-24,47.2782
2023-06-25,47.2782
2023-06-26,48.113
2023-06-27,48.5954
2023-06-28,47.6403
2023-06-29,50.9483
2023-06-30,50.5355
2023-07-01,50.5355
2023-07-02,50.5355
2023-07-03,52.5628
2023-07-04,52.5628
2023-07-05,50.6785
2023-07-06,50.2616
2023-07-07,50.4765
2023-07-08,50.4765
2023-07-09,50.4765
2023-07-10,51.5426
2023-07-11,52.5254
2023-07-12,53.259
2023-07-13,53.7326
2023-07-14,50.8966
2023-07-15,50.8966
2023-07-16,50.8966
2023-07-17,52.2977
2023-07-18,54.6935
2023-07-19,56.0616
2023-07-20,56.404
2023-07-21,55.5491
2023-07-22,55.5491
2023-07-23,55.5491
2023-07-24,57.1412
2023-07-25,55.169
2023-07-26,56.4013
2023-07-27,48.4517
2023-07-28,47.6905
2023-07-29,47.6905
2023-07-30,47.6905
2023-07-31,49.6673
2023-08-01,48.901
2023-08-02,49.2234
2023-08-03,49.402
2023-08-04,49.0363
2023-08-05,49.0363
2023-08-06,49.0363
2023-08-07,50.5776
2023-08-08,47.8099
2023-08-09,46.7564
2023-08-10,46.6785
2023-08-11,46.465
2023-08-12,46.465
2023-08-13,46.465
2023-08-14,43.9937
2023-08-15,41.3737
2023-08-16,40.6185
2023-08-17,40.7541
2023-08-18,40.0755
2023-08-19,40.0755
2023-08-20,40.0755
2023-08-21,38.9673
2023-08-22,38.5096
2023-08-23,39.9806
2023-08-24,39.1741
2023-08-25,39.1741
2023-08-26,39.1741
2023-08-27,39.1741
2023-08-28,40.1657
2023-08-29,41.0937
2023-08-30,40.2309
2023-08-31,40.009
2023-09-01,41.6864
2023-09-02,41.6864
2023-09-03,41.6864
2023-09-04,41.6864
2023-09-05,40.8946
2023-09-06,39.3115
2023-09-07,37.6407
2023-09-08,39.4774
2023-09-09,39.4774
2023-09-10,39.4774
2023-09-11,40.6171
2023-09-12,43.5714
2023-09-13,42.8635
2023-09-14,44.4205
2023-09-15,44.3227
2023-09-16,44.3227
2023-09-17,44.3227
2023-09-18,42.5154
2023-09-19,42.0613
2023-09-20,41.2972
2023-09-21,38.9969
2023-09-22,38.1221
2023-09-23,38.1221
2023-09-24,38.1221
2023-09-25,40.779
2023-09-26,38.7417
2023-09-27,37.7105
2023-09-28,40.692
2023-09-29,41.5645
2023-09-30,41.5645
2023-10-01,41.5645
2023-10-02,39.9047
2023-10-03,38.2845
2023-10-04,40.053
2023-10-05,41.7219
2023-10-06,41.9419
2023-10-07,41.9419
2023-10-08,41.9419
2023-10-09,42.2577
2023-10-10,43.9104
2023-10-11,44.9186
2023-10-12,44.0395
2023-10-13,42.6553
2023-10-14,42.6553
2023-10-15,42.6553
2023-10-16,46.2128
2023-10-17,47.953
2023-10-18,44.8763
2023-10-19,44.6662
2023-10-20,39.1379
2023-10-21,39.1379
2023-10-22,39.1379
2023-10-23,37.9351
2023-10-24,37.9503
2023-10-25,36.8777
2023-10-26,48.0185
2023-10-27,45.627
2023-10-28,45.627
2023-10-29,45.627
2023-10-30,47.5154
2023-10-31,47.1446
2023-11-01,45.9905
2023-11-02,51.3954
2023-11-03,53.0415
2023-11-04,53.0415
2023-11-05,53.0415
2023-11-06,51.7998
2023-11-07,50.8835
2023-11-08,51.1609
2023-11-09,48.6854
2023-11-10,49.2369
2023-11-11,49.2369
2023-11-12,49.2369
2023-11-13,50.1176
2023-11-14,53.9161
2023-11-15,55.1784
2023-11-16,54.5508
2023-11-17,55.425
2023-11-18,55.425
2023-11-19,55.425
2023-11-20,55.5821
2023-11-21,53.4855
2023-11-22,54.5174
2023-11-23,54.5174
2023-11-24,54.8798
2023-11-25,54.8798
2023-11-26,54.8798
2023-11-27,55.0386
2023-11-28,53.8106
2023-11-29,54.9931
2023-11-30,54.9108
2023-12-01,58.9954
2023-12-02,58.9954
2023-12-03,58.9954
2023-12-04,60.8761
2023-12-05,57.5263
2023-12-06,56.9658
2023-12-07,57.6168
2023-12-08,58.2798
2023-12-09,58.2798
2023-12-10,58.2798
2023-12-11,57.5349
2023-12-12,56.5995
2023-12-13,61.4298
2023-12-14,64.9334
2023-12-15,61.2602
2023-12-16,61.2602
2023-12-17,61.2602
2023-12-18,60.468
2023-12-19,62.0503
2023-12-20,57.4576
2023-12-21,58.6844
2023-12-22,59.3428
2023-12-23,59.3428
2023-12-24,59.3428
2023-12-25,59.3428
2023-12-26,59.7012
2023-12-27,60.3625
2023-12-28,61.2311
2023-12-29,59.5404
2023-12-30,59.5404
2023-12-31,59.5404
2024-01-01,59.5404
2024-01-02,59.9555
2024-01-03,54.9647
2024-01-04,55.5513
2024-01-05,57.381
2024-01-06,57.381
2024-01-07,57.381
2024-01-08,58.1396
2024-01-09,55.2287
2024-01-10,56.0927
2024-01-11,54.2986
2024-01-12,53.4753
2024-01-13,53.4753
2024-01-14,53.4753
2024-01-15,53.4753
2024-01-16,50.9242
2024-01-17,50.0584
2024-01-18,52.2316
2024-01-19,54.5718
2024-01-20,54.5718
2024-01-21,54.5718
2024-01-22,56.6499
2024-01-23,55.8445
2024-01-24,57.0391
2024-01-25,57.5788
2024-01-26,55.018
2024-01-27,55.018
2024-01-28,55.018
2024-01-29,56.284
2024-01-30,56.8913
2024-01-31,52.9944
2024-02-01,49.9725
2024-02-02,50.7378
2024-02-03,50.7378
2024-02-04,50.7378
2024-02-05,48.9634
2024-02-06,47.7499
2024-02-07,47.4321
2024-02-08,48.1096
2024-02-09,49.8361
2024-02-10,49.8361
2024-02-11,49.8361
2024-02-12,53.1521
2024-02-13,51.6757
2024-02-14,53.2503
2024-02-15,56.2801
2024-02-16,55.4207
2024-02-17,55.4207
2024-02-18,55.4207
2024-02-19,55.4207
2024-02-20,54.509
2024-02-21,54.2143
2024-02-22,54.0827
2024-02-23,53.853
2024-02-24,53.853
2024-02-25,53.853
2024-02-26,54.0075
2024-02-27,56.0907
2024-02-28,53.7095
2024-02-29,55.846
2024-03-01,54.4887
2024-03-02,54.4887
2024-03-03,54.4887
2024-03-04,56.904
2024-03-05,61.2217
2024-03-06,56.7495
2024-03-07,55.3551
2024-03-08,53.8858
2024-03-09,53.8858
2024-03-10,53.8858
2024-03-11,52.4458
2024-03-12,53.0833
2024-03-13,52.9567
2024-03-14,50.4304
2024-03-15,50.7893
2024-03-16,50.7893
2024-03-17,50.7893
2024-03-18,50.4993
2024-03-19,50.4345
2024-03-20,52.0994
2024-03-21,53.5292
2024-03-22,51.1205
2024-03-23,51.1205
2024-03-24,51.1205
2024-03-25,51.6042
2024-03-26,51.6302
2024-03-27,56.9958
2024-03-28,58.33
2024-03-29,58.33
2024-03-30,58.33
2024-03-31,58.33
2024-04-01,57.4451
2024-04-02,54.9168
2024-04-03,54.2848
2024-04-04,54.6448
2024-04-05,55.0717
2024-04-06,55.0717
2024-04-07,55.0717
2024-04-08,57.2031
