,WASH US Equity
2023-03-21,35.1832
2023-03-22,33.383
2023-03-23,31.9521
2023-03-24,36.2262
2023-03-25,36.2262
2023-03-26,36.2262
2023-03-27,35.5148
2023-03-28,35.4621
2023-03-29,35.3896
2023-03-30,33.9717
2023-03-31,35.3507
2023-04-01,35.3507
2023-04-02,35.3507
2023-04-03,34.8797
2023-04-04,33.0745
2023-04-05,33.219
2023-04-06,33.8833
2023-04-07,33.8833
2023-04-08,33.8833
2023-04-09,33.8833
2023-04-10,33.864
2023-04-11,33.586
2023-04-12,32.7131
2023-04-13,33.6856
2023-04-14,32.3359
2023-04-15,32.3359
2023-04-16,32.3359
2023-04-17,34.4841
2023-04-18,32.6625
2023-04-19,35.8191
2023-04-20,35.4372
2023-04-21,35.1999
2023-04-22,35.1999
2023-04-23,35.1999
2023-04-24,29.9566
2023-04-25,27.9286
2023-04-26,27.5748
2023-04-27,27.6143
2023-04-28,27.0942
2023-04-29,27.0942
2023-04-30,27.0942
2023-05-01,25.9778
2023-05-02,24.1012
2023-05-03,24.0749
2023-05-04,22.4077
2023-05-05,25.0909
2023-05-06,25.0909
2023-05-07,25.0909
2023-05-08,23.8499
2023-05-09,23.2308
2023-05-10,22.6708
2023-05-11,21.7736
2023-05-12,21.7268
2023-05-13,21.7268
2023-05-14,21.7268
2023-05-15,23.8853
2023-05-16,23.6734
2023-05-17,29.1206
2023-05-18,31.1684
2023-05-19,29.958
2023-05-20,29.958
2023-05-21,29.958
2023-05-22,34.2631
2023-05-23,35.8735
2023-05-24,35.662
2023-05-25,35.1551
2023-05-26,36.7991
2023-05-27,36.7991
2023-05-28,36.7991
2023-05-29,36.7991
2023-05-30,37.6873
2023-05-31,36.3554
2023-06-01,38.1848
2023-06-02,43.0342
2023-06-03,43.0342
2023-06-04,43.0342
2023-06-05,41.0926
2023-06-06,44.6199
2023-06-07,47.2669
2023-06-08,48.327
2023-06-09,47.2684
2023-06-10,47.2684
2023-06-11,47.2684
2023-06-12,46.4416
2023-06-13,48.0924
2023-06-14,45.8731
2023-06-15,46.8817
2023-06-16,46.0697
2023-06-17,46.0697
2023-06-18,46.0697
2023-06-19,46.0697
2023-06-20,44.5002
2023-06-21,43.1484
2023-06-22,41.925
2023-06-23,43.734
2023-06-24,43.734
2023-06-25,43.734
2023-06-26,45.2506
2023-06-27,44.8929
2023-06-28,44.9572
2023-06-29,46.9114
2023-06-30,45.459
2023-07-01,45.459
2023-07-02,45.459
2023-07-03,45.8923
2023-07-04,45.8923
2023-07-05,44.6779
2023-07-06,43.5684
2023-07-07,45.0849
2023-07-08,45.0849
2023-07-09,45.0849
2023-07-10,44.1152
2023-07-11,45.0502
2023-07-12,46.6483
2023-07-13,48.3072
2023-07-14,47.2001
2023-07-15,47.2001
2023-07-16,47.2001
2023-07-17,49.0965
2023-07-18,52.6769
2023-07-19,55.1258
2023-07-20,54.1594
2023-07-21,52.4604
2023-07-22,52.4604
2023-07-23,52.4604
2023-07-24,56.8058
2023-07-25,53.663
2023-07-26,58.9925
2023-07-27,58.5769
2023-07-28,60.0549
2023-07-29,60.0549
2023-07-30,60.0549
2023-07-31,60.0214
2023-08-01,58.6314
2023-08-02,58.7999
2023-08-03,59.2415
2023-08-04,58.8788
2023-08-05,58.8788
2023-08-06,58.8788
2023-08-07,59.1119
2023-08-08,56.9594
2023-08-09,55.4119
2023-08-10,55.1595
2023-08-11,56.6476
2023-08-12,56.6476
2023-08-13,56.6476
2023-08-14,54.4837
2023-08-15,50.0579
2023-08-16,47.9516
2023-08-17,48.6001
2023-08-18,48.6993
2023-08-19,48.6993
2023-08-20,48.6993
2023-08-21,47.1009
2023-08-22,44.1885
2023-08-23,44.4397
2023-08-24,44.807
2023-08-25,44.1727
2023-08-26,44.1727
2023-08-27,44.1727
2023-08-28,47.0177
2023-08-29,47.4851
2023-08-30,46.7306
2023-08-31,46.4649
2023-09-01,49.2622
2023-09-02,49.2622
2023-09-03,49.2622
2023-09-04,49.2622
2023-09-05,47.2529
2023-09-06,44.9084
2023-09-07,44.8139
2023-09-08,43.7346
2023-09-09,43.7346
2023-09-10,43.7346
2023-09-11,43.6386
2023-09-12,47.7855
2023-09-13,46.9684
2023-09-14,50.7104
2023-09-15,47.4486
2023-09-16,47.4486
2023-09-17,47.4486
2023-09-18,43.6463
2023-09-19,43.5326
2023-09-20,44.5778
2023-09-21,44.8042
2023-09-22,44.4597
2023-09-23,44.4597
2023-09-24,44.4597
2023-09-25,44.4597
2023-09-26,44.5012
2023-09-27,45.6364
2023-09-28,46.434
2023-09-29,44.967
2023-09-30,44.967
2023-10-01,44.967
2023-10-02,43.4409
2023-10-03,41.4767
2023-10-04,42.7239
2023-10-05,45.5682
2023-10-06,44.6016
2023-10-07,44.6016
2023-10-08,44.6016
2023-10-09,45.0482
2023-10-10,47.7085
2023-10-11,48.0497
2023-10-12,46.9407
2023-10-13,44.0485
2023-10-14,44.0485
2023-10-15,44.0485
2023-10-16,45.6239
2023-10-17,47.2482
2023-10-18,44.5682
2023-10-19,43.8886
2023-10-20,40.7428
2023-10-21,40.7428
2023-10-22,40.7428
2023-10-23,41.5352
2023-10-24,34.8199
2023-10-25,36.0386
2023-10-26,37.4282
2023-10-27,34.4786
2023-10-28,34.4786
2023-10-29,34.4786
2023-10-30,41.4377
2023-10-31,40.6331
2023-11-01,41.3176
2023-11-02,45.7399
2023-11-03,49.575
2023-11-04,49.575
2023-11-05,49.575
2023-11-06,48.5979
2023-11-07,47.8586
2023-11-08,46.798
2023-11-09,44.6378
2023-11-10,45.729
2023-11-11,45.729
2023-11-12,45.729
2023-11-13,46.0042
2023-11-14,53.4262
2023-11-15,54.1242
2023-11-16,52.2246
2023-11-17,53.6856
2023-11-18,53.6856
2023-11-19,53.6856
2023-11-20,53.5578
2023-11-21,51.5264
2023-11-22,51.5858
2023-11-23,51.5858
2023-11-24,51.8602
2023-11-25,51.8602
2023-11-26,51.8602
2023-11-27,50.6717
2023-11-28,50.7689
2023-11-29,53.5781
2023-11-30,52.3287
2023-12-01,58.2587
2023-12-02,58.2587
2023-12-03,58.2587
2023-12-04,58.2587
2023-12-05,56.0417
2023-12-06,57.0613
2023-12-07,59.2728
2023-12-08,59.3735
2023-12-09,59.3735
2023-12-10,59.3735
2023-12-11,59.6059
2023-12-12,58.6419
2023-12-13,63.9918
2023-12-14,66.627
2023-12-15,63.6124
2023-12-16,63.6124
2023-12-17,63.6124
2023-12-18,62.2272
2023-12-19,63.4312
2023-12-20,61.372
2023-12-21,62.1178
2023-12-22,63.449
2023-12-23,63.449
2023-12-24,63.449
2023-12-25,63.449
2023-12-26,65.5115
2023-12-27,65.213
2023-12-28,64.4157
2023-12-29,62.8378
2023-12-30,62.8378
2023-12-31,62.8378
2024-01-01,62.8378
2024-01-02,61.7312
2024-01-03,56.5129
2024-01-04,55.8156
2024-01-05,56.529
2024-01-06,56.529
2024-01-07,56.529
2024-01-08,56.2852
2024-01-09,54.4801
2024-01-10,55.4466
2024-01-11,54.1522
2024-01-12,53.5234
2024-01-13,53.5234
2024-01-14,53.5234
2024-01-15,53.5234
2024-01-16,50.364
2024-01-17,50.4606
2024-01-18,50.6262
2024-01-19,52.5301
2024-01-20,52.5301
2024-01-21,52.5301
2024-01-22,55.7557
2024-01-23,54.918
2024-01-24,55.9596
2024-01-25,50.4789
2024-01-26,50.8547
2024-01-27,50.8547
2024-01-28,50.8547
2024-01-29,54.0697
2024-01-30,53.2281
2024-01-31,46.3082
2024-02-01,45.1309
2024-02-02,43.602
2024-02-03,43.602
2024-02-04,43.602
2024-02-05,42.2448
2024-02-06,41.8285
2024-02-07,41.041
2024-02-08,40.8421
2024-02-09,43.4636
2024-02-10,43.4636
2024-02-11,43.4636
2024-02-12,47.2234
2024-02-13,42.0872
2024-02-14,44.5345
2024-02-15,48.1604
2024-02-16,46.9693
2024-02-17,46.9693
2024-02-18,46.9693
2024-02-19,46.9693
2024-02-20,46.0128
2024-02-21,45.4239
2024-02-22,43.8748
2024-02-23,44.3959
2024-02-24,44.3959
2024-02-25,44.3959
2024-02-26,43.7776
2024-02-27,43.2049
2024-02-28,43.4379
2024-02-29,43.9812
2024-03-01,44.0159
2024-03-02,44.0159
2024-03-03,44.0159
2024-03-04,43.7351
2024-03-05,45.8438
2024-03-06,45.7836
2024-03-07,46.2579
2024-03-08,45.654
2024-03-09,45.654
2024-03-10,45.654
2024-03-11,45.4602
2024-03-12,45.0643
2024-03-13,44.5294
2024-03-14,41.7723
2024-03-15,42.5848
2024-03-16,42.5848
2024-03-17,42.5848
2024-03-18,40.6692
2024-03-19,41.4167
2024-03-20,46.3521
2024-03-21,48.2682
2024-03-22,46.002
2024-03-23,46.002
2024-03-24,46.002
2024-03-25,48.678
2024-03-26,48.204
2024-03-27,52.1618
2024-03-28,52.0523
2024-03-29,52.0523
2024-03-30,52.0523
2024-03-31,52.0523
2024-04-01,49.971
2024-04-02,48.7267
2024-04-03,46.8894
2024-04-04,46.0577
2024-04-05,45.9565
2024-04-06,45.9565
2024-04-07,45.9565
2024-04-08,48.1937
