,CNS US Equity
2020-05-06,53.1966
2020-05-07,54.842
2020-05-08,57.0659
2020-05-09,57.0659
2020-05-10,57.0659
2020-05-11,56.584
2020-05-12,54.4313
2020-05-13,51.8341
2020-05-14,53.7221
2020-05-15,53.3729
2020-05-16,53.3729
2020-05-17,53.3729
2020-05-18,56.6423
2020-05-19,53.7689
2020-05-20,55.4077
2020-05-21,55.6486
2020-05-22,55.8883
2020-05-23,55.8883
2020-05-24,55.8883
2020-05-25,55.8883
2020-05-26,58.2241
2020-05-27,58.0786
2020-05-28,56.2087
2020-05-29,54.7826
2020-05-30,54.7826
2020-05-31,54.7826
2020-06-01,55.7421
2020-06-02,57.2726
2020-06-03,59.3818
2020-06-04,59.4278
2020-06-05,61.6202
2020-06-06,61.6202
2020-06-07,61.6202
2020-06-08,61.5697
2020-06-09,61.2583
2020-06-10,59.7678
2020-06-11,54.4748
2020-06-12,56.2466
2020-06-13,56.2466
2020-06-14,56.2466
2020-06-15,57.685
2020-06-16,58.4329
2020-06-17,58.9154
2020-06-18,59.0698
2020-06-19,57.1405
2020-06-20,57.1405
2020-06-21,57.1405
2020-06-22,57.3968
2020-06-23,57.5127
2020-06-24,54.9649
2020-06-25,55.2059
2020-06-26,50.6337
2020-06-27,50.6337
2020-06-28,50.6337
2020-06-29,52.6986
2020-06-30,53.5983
2020-07-01,53.3456
2020-07-02,53.1363
2020-07-03,53.1363
2020-07-04,53.1363
2020-07-05,53.1363
2020-07-06,53.5493
2020-07-07,51.3606
2020-07-08,51.4656
2020-07-09,49.0367
2020-07-10,52.4522
2020-07-11,52.4522
2020-07-12,52.4522
2020-07-13,50.4922
2020-07-14,51.7993
2020-07-15,53.5795
2020-07-16,52.625
2020-07-17,52.7177
2020-07-18,52.7177
2020-07-19,52.7177
2020-07-20,52.7559
2020-07-21,53.1675
2020-07-22,53.5166
2020-07-23,48.748
2020-07-24,48.2571
2020-07-25,48.2571
2020-07-26,48.2571
2020-07-27,49.3764
2020-07-28,47.5353
2020-07-29,48.2342
2020-07-30,45.9909
2020-07-31,44.9911
2020-08-01,44.9911
2020-08-02,44.9911
2020-08-03,46.0049
2020-08-04,44.9973
2020-08-05,45.7998
2020-08-06,45.2105
2020-08-07,45.7301
2020-08-08,45.7301
2020-08-09,45.7301
2020-08-10,46.3463
2020-08-11,48.0253
2020-08-12,48.7294
2020-08-13,48.6685
2020-08-14,47.945
2020-08-15,47.945
2020-08-16,47.945
2020-08-17,48.3558
2020-08-18,48.5797
2020-08-19,47.2165
2020-08-20,47.5565
2020-08-21,48.0232
2020-08-22,48.0232
2020-08-23,48.0232
2020-08-24,49.2294
2020-08-25,47.299
2020-08-26,47.0046
2020-08-27,47.8048
2020-08-28,47.6263
2020-08-29,47.6263
2020-08-30,47.6263
2020-08-31,46.2127
2020-09-01,47.9781
2020-09-02,48.9196
2020-09-03,46.6518
2020-09-04,45.8787
2020-09-05,45.8787
2020-09-06,45.8787
2020-09-07,45.8787
2020-09-08,43.041
2020-09-09,44.0083
2020-09-10,42.9055
2020-09-11,43.7908
2020-09-12,43.7908
2020-09-13,43.7908
2020-09-14,45.3434
2020-09-15,45.8169
2020-09-16,44.1723
2020-09-17,42.9899
2020-09-18,42.5335
2020-09-19,42.5335
2020-09-20,42.5335
2020-09-21,39.2901
2020-09-22,40.7152
2020-09-23,38.9565
2020-09-24,40.0921
2020-09-25,41.4602
2020-09-26,41.4602
2020-09-27,41.4602
2020-09-28,43.5772
2020-09-29,42.6755
2020-09-30,42.2309
2020-10-01,42.6225
2020-10-02,44.7044
2020-10-03,44.7044
2020-10-04,44.7044
2020-10-05,46.4579
2020-10-06,43.7033
2020-10-07,45.0437
2020-10-08,49.0488
2020-10-09,49.4353
2020-10-10,49.4353
2020-10-11,49.4353
2020-10-12,50.4428
2020-10-13,50.3154
2020-10-14,50.0353
2020-10-15,49.8631
2020-10-16,49.3359
2020-10-17,49.3359
2020-10-18,49.3359
2020-10-19,47.1219
2020-10-20,48.0573
2020-10-21,46.0354
2020-10-22,46.8704
2020-10-23,46.7936
2020-10-24,46.7936
2020-10-25,46.7936
2020-10-26,45.8795
2020-10-27,44.5948
2020-10-28,43.4307
2020-10-29,44.8714
2020-10-30,44.3264
2020-10-31,44.3264
2020-11-01,44.3264
2020-11-02,47.8156
2020-11-03,50.9728
2020-11-04,51.2409
2020-11-05,52.642
2020-11-06,50.5006
2020-11-07,50.5006
2020-11-08,50.5006
2020-11-09,61.2048
2020-11-10,58.6271
2020-11-11,56.5573
2020-11-12,52.25
2020-11-13,58.2072
2020-11-14,58.2072
2020-11-15,58.2072
2020-11-16,63.3841
2020-11-17,63.6479
2020-11-18,61.1579
2020-11-19,61.7467
2020-11-20,63.5158
2020-11-21,63.5158
2020-11-22,63.5158
2020-11-23,65.286
2020-11-24,67.9269
2020-11-25,65.3891
2020-11-26,65.3891
2020-11-27,65.3891
2020-11-28,65.3891
2020-11-29,65.3891
2020-11-30,62.3757
2020-12-01,63.0639
2020-12-02,63.2988
2020-12-03,64.1398
2020-12-04,66.8074
2020-12-05,66.8074
2020-12-06,66.8074
2020-12-07,67.6317
2020-12-08,69.2054
2020-12-09,65.5655
2020-12-10,63.7788
2020-12-11,64.1385
2020-12-12,64.1385
2020-12-13,64.1385
2020-12-14,63.243
2020-12-15,63.7055
2020-12-16,63.9971
2020-12-17,64.2307
2020-12-18,61.5998
2020-12-19,61.5998
2020-12-20,61.5998
2020-12-21,61.1739
2020-12-22,60.1086
2020-12-23,60.4462
2020-12-24,59.577
2020-12-25,59.577
2020-12-26,59.577
2020-12-27,59.577
2020-12-28,59.7235
2020-12-29,58.4295
2020-12-30,59.2721
2020-12-31,60.4336
2021-01-01,60.4336
2021-01-02,60.4336
2021-01-03,60.4336
2021-01-04,54.8823
2021-01-05,54.7919
2021-01-06,59.0734
2021-01-07,56.3576
2021-01-08,54.2064
2021-01-09,54.2064
2021-01-10,54.2064
2021-01-11,55.6518
2021-01-12,56.8573
2021-01-13,57.0473
2021-01-14,58.1371
2021-01-15,56.4517
2021-01-16,56.4517
2021-01-17,56.4517
2021-01-18,56.4517
2021-01-19,56.6943
2021-01-20,57.3451
2021-01-21,56.7569
2021-01-22,55.4239
2021-01-23,55.4239
2021-01-24,55.4239
2021-01-25,53.0725
2021-01-26,53.3203
2021-01-27,46.8379
2021-01-28,47.5668
2021-01-29,42.7976
2021-01-30,42.7976
2021-01-31,42.7976
2021-02-01,46.872
2021-02-02,46.2574
2021-02-03,45.8335
2021-02-04,48.2848
2021-02-05,46.9513
2021-02-06,46.9513
2021-02-07,46.9513
2021-02-08,48.1717
2021-02-09,50.5264
2021-02-10,48.9022
2021-02-11,49.1733
2021-02-12,48.9835
2021-02-13,48.9835
2021-02-14,48.9835
2021-02-15,48.9835
2021-02-16,47.028
2021-02-17,44.7933
2021-02-18,45.3625
2021-02-19,44.7951
2021-02-20,44.7951
2021-02-21,44.7951
2021-02-22,43.5208
2021-02-23,41.8041
2021-02-24,45.5272
2021-02-25,42.2188
2021-02-26,43.2935
2021-02-27,43.2935
2021-02-28,43.2935
2021-03-01,46.9032
2021-03-02,46.6856
2021-03-03,48.0643
2021-03-04,44.9089
2021-03-05,47.1313
2021-03-06,47.1313
2021-03-07,47.1313
2021-03-08,48.3065
2021-03-09,48.4203
2021-03-10,48.8856
2021-03-11,48.1948
2021-03-12,50.5163
2021-03-13,50.5163
2021-03-14,50.5163
2021-03-15,52.602
2021-03-16,50.1483
2021-03-17,50.1483
2021-03-18,45.5398
2021-03-19,47.0434
2021-03-20,47.0434
2021-03-21,47.0434
2021-03-22,47.6149
2021-03-23,45.3229
2021-03-24,45.2351
2021-03-25,45.0846
2021-03-26,46.5205
2021-03-27,46.5205
2021-03-28,46.5205
2021-03-29,48.3302
2021-03-30,46.8053
2021-03-31,47.1175
2021-04-01,50.3946
2021-04-02,50.3946
2021-04-03,50.3946
2021-04-04,50.3946
2021-04-05,51.0226
2021-04-06,48.5646
2021-04-07,47.1833
2021-04-08,47.3677
2021-04-09,49.4134
2021-04-10,49.4134
2021-04-11,49.4134
2021-04-12,51.2004
2021-04-13,49.2252
2021-04-14,50.3054
2021-04-15,51.3583
2021-04-16,51.1341
2021-04-17,51.1341
2021-04-18,51.1341
2021-04-19,49.5134
2021-04-20,49.816
2021-04-21,52.6077
2021-04-22,49.5498
2021-04-23,53.4005
2021-04-24,53.4005
2021-04-25,53.4005
2021-04-26,52.0609
2021-04-27,51.7848
2021-04-28,52.8203
2021-04-29,52.4899
2021-04-30,51.6252
2021-05-01,51.6252
2021-05-02,51.6252
2021-05-03,56.4037
2021-05-04,57.7759
2021-05-05,53.7144
2021-05-06,54.4123
2021-05-07,55.4855
2021-05-08,55.4855
2021-05-09,55.4855
2021-05-10,53.9026
2021-05-11,54.5245
2021-05-12,52.3518
2021-05-13,56.8249
2021-05-14,58.9172
2021-05-15,58.9172
2021-05-16,58.9172
2021-05-17,57.5335
2021-05-18,55.7407
2021-05-19,54.6536
2021-05-20,55.2759
2021-05-21,56.69
2021-05-22,56.69
2021-05-23,56.69
2021-05-24,57.9023
2021-05-25,56.4297
2021-05-26,56.4454
2021-05-27,57.8285
2021-05-28,57.807
2021-05-29,57.807
2021-05-30,57.807
2021-05-31,57.807
2021-06-01,58.7466
2021-06-02,59.4745
2021-06-03,59.9355
2021-06-04,59.7657
2021-06-05,59.7657
2021-06-06,59.7657
2021-06-07,60.0998
2021-06-08,60.5236
2021-06-09,59.2221
2021-06-10,58.3907
2021-06-11,59.8484
2021-06-12,59.8484
2021-06-13,59.8484
2021-06-14,60.1553
2021-06-15,61.5672
2021-06-16,63.9588
2021-06-17,65.3322
2021-06-18,63.5114
2021-06-19,63.5114
2021-06-20,63.5114
2021-06-21,66.6786
2021-06-22,67.8022
2021-06-23,67.8433
2021-06-24,69.7197
2021-06-25,70.0277
2021-06-26,70.0277
2021-06-27,70.0277
2021-06-28,68.3205
2021-06-29,68.8579
2021-06-30,69.1356
2021-07-01,69.2208
2021-07-02,65.9864
2021-07-03,65.9864
2021-07-04,65.9864
2021-07-05,65.9864
2021-07-06,65.2817
2021-07-07,65.6447
2021-07-08,60.3348
2021-07-09,61.8164
2021-07-10,61.8164
2021-07-11,61.8164
2021-07-12,64.2309
2021-07-13,63.1763
2021-07-14,60.9655
2021-07-15,58.0906
2021-07-16,57.7256
2021-07-17,57.7256
2021-07-18,57.7256
2021-07-19,54.6549
2021-07-20,58.6424
2021-07-21,60.907
2021-07-22,59.7291
2021-07-23,61.5616
2021-07-24,61.5616
2021-07-25,61.5616
2021-07-26,62.7666
2021-07-27,61.4214
2021-07-28,62.1318
2021-07-29,64.2228
2021-07-30,61.7159
2021-07-31,61.7159
2021-08-01,61.7159
2021-08-02,62.0985
2021-08-03,63.4069
2021-08-04,64.3577
2021-08-05,66.4794
2021-08-06,67.7447
2021-08-07,67.7447
2021-08-08,67.7447
2021-08-09,67.6311
2021-08-10,69.3331
2021-08-11,68.4603
2021-08-12,69.2739
2021-08-13,68.6102
2021-08-14,68.6102
2021-08-15,68.6102
2021-08-16,66.7166
2021-08-17,62.9509
2021-08-18,61.7223
2021-08-19,59.6353
2021-08-20,63.8357
2021-08-21,63.8357
2021-08-22,63.8357
2021-08-23,64.7442
2021-08-24,62.5168
2021-08-25,62.6107
2021-08-26,59.5246
2021-08-27,62.9416
2021-08-28,62.9416
2021-08-29,62.9416
2021-08-30,62.2155
2021-08-31,61.2575
2021-09-01,59.4871
2021-09-02,61.7577
2021-09-03,60.5868
2021-09-04,60.5868
2021-09-05,60.5868
2021-09-06,60.5868
2021-09-07,58.7243
2021-09-08,59.6528
2021-09-09,59.1523
2021-09-10,56.9998
2021-09-11,56.9998
2021-09-12,56.9998
2021-09-13,55.8638
2021-09-14,53.5162
2021-09-15,54.5245
2021-09-16,56.2566
2021-09-17,57.4125
2021-09-18,57.4125
2021-09-19,57.4125
2021-09-20,51.0232
2021-09-21,50.3296
2021-09-22,51.257
2021-09-23,54.3437
2021-09-24,53.5163
2021-09-25,53.5163
2021-09-26,53.5163
2021-09-27,55.5081
2021-09-28,50.1372
2021-09-29,48.0901
2021-09-30,49.3994
2021-10-01,52.2227
2021-10-02,52.2227
2021-10-03,52.2227
2021-10-04,52.8239
2021-10-05,54.4795
2021-10-06,53.1789
2021-10-07,52.8931
2021-10-08,53.8819
2021-10-09,53.8819
2021-10-10,53.8819
2021-10-11,50.5674
2021-10-12,50.4493
2021-10-13,52.0527
2021-10-14,55.0615
2021-10-15,55.3756
2021-10-16,55.3756
2021-10-17,55.3756
2021-10-18,56.1852
2021-10-19,59.4297
2021-10-20,62.9618
2021-10-21,61.4423
2021-10-22,63.0794
2021-10-23,63.0794
2021-10-24,63.0794
2021-10-25,63.9834
2021-10-26,64.7708
2021-10-27,59.0305
2021-10-28,61.8881
2021-10-29,63.5818
2021-10-30,63.5818
2021-10-31,63.5818
2021-11-01,64.9787
2021-11-02,64.1589
2021-11-03,67.211
2021-11-04,67.7663
2021-11-05,69.3085
2021-11-06,69.3085
2021-11-07,69.3085
2021-11-08,68.0021
2021-11-09,68.5734
2021-11-10,66.845
2021-11-11,67.2443
2021-11-12,68.8353
2021-11-13,68.8353
2021-11-14,68.8353
2021-11-15,68.7162
2021-11-16,68.7386
2021-11-17,66.145
2021-11-18,67.5204
2021-11-19,64.3011
2021-11-20,64.3011
2021-11-21,64.3011
2021-11-22,63.2535
2021-11-23,64.3633
2021-11-24,64.7391
2021-11-25,64.7391
2021-11-26,53.0609
2021-11-27,53.0609
2021-11-28,53.0609
2021-11-29,52.4585
2021-11-30,47.5839
2021-12-01,45.3753
2021-12-02,49.5357
2021-12-03,46.9992
2021-12-04,46.9992
2021-12-05,46.9992
2021-12-06,48.0441
2021-12-07,52.0268
2021-12-08,53.0699
2021-12-09,49.2287
2021-12-10,49.2024
2021-12-11,49.2024
2021-12-12,49.2024
2021-12-13,50.8019
2021-12-14,49.3445
2021-12-15,51.1858
2021-12-16,50.8483
2021-12-17,50.0659
2021-12-18,50.0659
2021-12-19,50.0659
2021-12-20,45.9195
2021-12-21,49.691
2021-12-22,48.8391
2021-12-23,48.4615
2021-12-24,48.4615
2021-12-25,48.4615
2021-12-26,48.4615
2021-12-27,52.4605
2021-12-28,51.1022
2021-12-29,50.4203
2021-12-30,51.0038
2021-12-31,51.7778
2022-01-01,51.7778
2022-01-02,51.7778
2022-01-03,50.0435
2022-01-04,52.4671
2022-01-05,48.5498
2022-01-06,49.1837
2022-01-07,49.5259
2022-01-08,49.5259
2022-01-09,49.5259
2022-01-10,46.3488
2022-01-11,48.2744
2022-01-12,48.6338
2022-01-13,47.7884
2022-01-14,45.1979
2022-01-15,45.1979
2022-01-16,45.1979
2022-01-17,45.1979
2022-01-18,44.3207
2022-01-19,45.4315
2022-01-20,42.7144
2022-01-21,41.2841
2022-01-22,41.2841
2022-01-23,41.2841
2022-01-24,41.3486
2022-01-25,39.9965
2022-01-26,38.6028
2022-01-27,39.1554
2022-01-28,38.9965
2022-01-29,38.9965
2022-01-30,38.9965
2022-01-31,42.2349
2022-02-01,42.706
2022-02-02,40.0284
2022-02-03,38.3801
2022-02-04,38.3579
2022-02-05,38.3579
2022-02-06,38.3579
2022-02-07,39.2138
2022-02-08,41.8615
2022-02-09,44.72
2022-02-10,42.5314
2022-02-11,40.9842
2022-02-12,40.9842
2022-02-13,40.9842
2022-02-14,40.1985
2022-02-15,43.1276
2022-02-16,43.669
2022-02-17,40.1912
2022-02-18,41.1443
2022-02-19,41.1443
2022-02-20,41.1443
2022-02-21,41.1443
2022-02-22,40.9547
2022-02-23,39.9321
2022-02-24,39.0638
2022-02-25,43.7015
2022-02-26,43.7015
2022-02-27,43.7015
2022-02-28,44.4917
2022-03-01,41.4573
2022-03-02,45.257
2022-03-03,43.5137
2022-03-04,42.1038
2022-03-05,42.1038
2022-03-06,42.1038
2022-03-07,39.6027
2022-03-08,40.0391
2022-03-09,43.065
2022-03-10,42.8785
2022-03-11,42.6991
2022-03-12,42.6991
2022-03-13,42.6991
2022-03-14,42.5029
2022-03-15,43.1614
2022-03-16,47.8655
2022-03-17,47.728
2022-03-18,50.814
2022-03-19,50.814
2022-03-20,50.814
2022-03-21,49.819
2022-03-22,51.5815
2022-03-23,49.6047
2022-03-24,50.0849
2022-03-25,51.9921
2022-03-26,51.9921
2022-03-27,51.9921
2022-03-28,53.2967
2022-03-29,55.9575
2022-03-30,55.0105
2022-03-31,54.7668
2022-04-01,57.1375
2022-04-02,57.1375
2022-04-03,57.1375
2022-04-04,56.7803
2022-04-05,55.8347
2022-04-06,56.7956
2022-04-07,56.5268
2022-04-08,53.855
2022-04-09,53.855
2022-04-10,53.855
2022-04-11,52.4052
2022-04-12,51.9843
2022-04-13,52.4113
2022-04-14,48.1464
2022-04-15,48.1464
2022-04-16,48.1464
2022-04-17,48.1464
2022-04-18,47.259
2022-04-19,52.6316
2022-04-20,54.3736
2022-04-21,50.1037
2022-04-22,47.5514
2022-04-23,47.5514
2022-04-24,47.5514
2022-04-25,47.7894
2022-04-26,43.179
2022-04-27,44.0231
2022-04-28,46.3037
2022-04-29,42.8465
2022-04-30,42.8465
2022-05-01,42.8465
2022-05-02,43.298
2022-05-03,42.9819
2022-05-04,46.2875
2022-05-05,42.3823
2022-05-06,42.035
2022-05-07,42.035
2022-05-08,42.035
2022-05-09,41.5615
2022-05-10,38.8753
2022-05-11,35.7191
2022-05-12,37.4949
2022-05-13,41.0823
2022-05-14,41.0823
2022-05-15,41.0823
2022-05-16,39.4963
2022-05-17,42.3361
2022-05-18,40.4876
2022-05-19,41.3012
2022-05-20,42.0502
2022-05-21,42.0502
2022-05-22,42.0502
2022-05-23,43.293
2022-05-24,43.5208
2022-05-25,46.0836
2022-05-26,45.6852
2022-05-27,48.5543
2022-05-28,48.5543
2022-05-29,48.5543
2022-05-30,48.5543
2022-05-31,47.4415
2022-06-01,45.3615
2022-06-02,48.0013
2022-06-03,46.5602
2022-06-04,46.5602
2022-06-05,46.5602
2022-06-06,46.383
2022-06-07,47.1867
2022-06-08,44.087
2022-06-09,41.3117
2022-06-10,40.7906
2022-06-11,40.7906
2022-06-12,40.7906
2022-06-13,37.1937
2022-06-14,36.2064
2022-06-15,38.2619
2022-06-16,36.7508
2022-06-17,38.1269
2022-06-18,38.1269
2022-06-19,38.1269
2022-06-20,38.1269
2022-06-21,39.4743
2022-06-22,38.5579
2022-06-23,38.5194
2022-06-24,42.7108
2022-06-25,42.7108
2022-06-26,42.7108
2022-06-27,43.0655
2022-06-28,41.523
2022-06-29,39.1423
2022-06-30,38.0518
2022-07-01,40.2096
2022-07-02,40.2096
2022-07-03,40.2096
2022-07-04,40.2096
2022-07-05,41.7686
2022-07-06,41.6322
2022-07-07,43.1254
2022-07-08,42.175
2022-07-09,42.175
2022-07-10,42.175
2022-07-11,41.3851
2022-07-12,41.8545
2022-07-13,41.579
2022-07-14,43.3474
2022-07-15,45.4442
2022-07-16,45.4442
2022-07-17,45.4442
2022-07-18,44.7087
2022-07-19,48.2768
2022-07-20,48.6782
2022-07-21,47.8415
2022-07-22,47.9628
2022-07-23,47.9628
2022-07-24,47.9628
2022-07-25,48.3667
2022-07-26,48.6048
2022-07-27,50.2959
2022-07-28,52.7747
2022-07-29,54.3312
2022-07-30,54.3312
2022-07-31,54.3312
2022-08-01,55.1312
2022-08-02,54.2007
2022-08-03,55.115
2022-08-04,55.2178
2022-08-05,55.6974
2022-08-06,55.6974
2022-08-07,55.6974
2022-08-08,57.2658
2022-08-09,56.0838
2022-08-10,59.9528
2022-08-11,58.5795
2022-08-12,59.8875
2022-08-13,59.8875
2022-08-14,59.8875
2022-08-15,60.1825
2022-08-16,58.5032
2022-08-17,57.4052
2022-08-18,57.4653
2022-08-19,57.2149
2022-08-20,57.2149
2022-08-21,57.2149
2022-08-22,54.0289
2022-08-23,54.6446
2022-08-24,55.6088
2022-08-25,57.0264
2022-08-26,51.2646
2022-08-27,51.2646
2022-08-28,51.2646
2022-08-29,49.6346
2022-08-30,48.186
2022-08-31,47.2627
2022-09-01,47.4898
2022-09-02,46.3541
2022-09-03,46.3541
2022-09-04,46.3541
2022-09-05,46.3541
2022-09-06,47.4377
2022-09-07,49.839
2022-09-08,52.0855
2022-09-09,53.3813
2022-09-10,53.3813
2022-09-11,53.3813
2022-09-12,55.6638
2022-09-13,49.9118
2022-09-14,48.0944
2022-09-15,47.3394
2022-09-16,49.6032
2022-09-17,49.6032
2022-09-18,49.6032
2022-09-19,50.8147
2022-09-20,47.9184
2022-09-21,46.9069
2022-09-22,45.6152
2022-09-23,43.3958
2022-09-24,43.3958
2022-09-25,43.3958
2022-09-26,41.746
2022-09-27,39.3143
2022-09-28,40.9766
2022-09-29,37.7431
2022-09-30,36.3288
2022-10-01,36.3288
2022-10-02,36.3288
2022-10-03,38.1652
2022-10-04,41.957
2022-10-05,40.6551
2022-10-06,39.5312
2022-10-07,35.9495
2022-10-08,35.9495
2022-10-09,35.9495
2022-10-10,35.6197
2022-10-11,32.4187
2022-10-12,31.4103
2022-10-13,33.9782
2022-10-14,32.6063
2022-10-15,32.6063
2022-10-16,32.6063
2022-10-17,36.4058
2022-10-18,38.1103
2022-10-19,37.0822
2022-10-20,36.2587
2022-10-21,37.9754
2022-10-22,37.9754
2022-10-23,37.9754
2022-10-24,39.1119
2022-10-25,41.1274
2022-10-26,40.7926
2022-10-27,41.3039
2022-10-28,42.653
2022-10-29,42.653
2022-10-30,42.653
2022-10-31,42.1833
2022-11-01,42.7823
2022-11-02,41.4495
2022-11-03,39.5739
2022-11-04,41.9819
2022-11-05,41.9819
2022-11-06,41.9819
2022-11-07,41.8522
2022-11-08,42.5863
2022-11-09,41.2007
2022-11-10,51.4768
2022-11-11,54.3681
2022-11-12,54.3681
2022-11-13,54.3681
2022-11-14,51.9351
2022-11-15,52.2967
2022-11-16,52.899
2022-11-17,52.4522
2022-11-18,53.1211
2022-11-19,53.1211
2022-11-20,53.1211
2022-11-21,51.813
2022-11-22,51.8563
2022-11-23,52.2116
2022-11-24,52.2116
2022-11-25,52.195
2022-11-26,52.195
2022-11-27,52.195
2022-11-28,53.301
2022-11-29,51.9876
2022-11-30,53.4853
2022-12-01,55.1147
2022-12-02,55.4881
2022-12-03,55.4881
2022-12-04,55.4881
2022-12-05,55.4309
2022-12-06,51.0707
2022-12-07,51.3019
2022-12-08,52.9127
2022-12-09,53.8
2022-12-10,53.8
2022-12-11,53.8
2022-12-12,53.8164
2022-12-13,55.9013
2022-12-14,53.4256
2022-12-15,49.6742
2022-12-16,48.9994
2022-12-17,48.9994
2022-12-18,48.9994
2022-12-19,49.071
2022-12-20,47.0396
2022-12-21,48.3953
2022-12-22,45.9136
2022-12-23,47.3385
2022-12-24,47.3385
2022-12-25,47.3385
2022-12-26,47.3385
2022-12-27,48.7177
2022-12-28,47.2995
2022-12-29,50.5976
2022-12-30,49.93
2022-12-31,49.93
2023-01-01,49.93
2023-01-02,49.93
2023-01-03,52.635
2023-01-04,54.5519
2023-01-05,52.8732
2023-01-06,56.439
2023-01-07,56.439
2023-01-08,56.439
2023-01-09,57.296
2023-01-10,57.5266
2023-01-11,60.8975
2023-01-12,61.5242
2023-01-13,63.3
2023-01-14,63.3
2023-01-15,63.3
2023-01-16,63.3
2023-01-17,61.4136
2023-01-18,59.5382
2023-01-19,58.5737
2023-01-20,60.5953
2023-01-21,60.5953
2023-01-22,60.5953
2023-01-23,61.0281
2023-01-24,60.8813
2023-01-25,57.4131
2023-01-26,53.0884
2023-01-27,55.7168
2023-01-28,55.7168
2023-01-29,55.7168
2023-01-30,56.6434
2023-01-31,58.9713
2023-02-01,60.9162
2023-02-02,63.6745
2023-02-03,61.1449
2023-02-04,61.1449
2023-02-05,61.1449
2023-02-06,58.7312
2023-02-07,59.5451
2023-02-08,57.6663
2023-02-09,56.5451
2023-02-10,56.9316
2023-02-11,56.9316
2023-02-12,56.9316
2023-02-13,58.6879
2023-02-14,56.2613
2023-02-15,56.5866
2023-02-16,55.0341
2023-02-17,56.3436
2023-02-18,56.3436
2023-02-19,56.3436
2023-02-20,56.3436
2023-02-21,53.37
2023-02-22,53.1171
2023-02-23,53.5422
2023-02-24,52.6428
2023-02-25,52.6428
2023-02-26,52.6428
2023-02-27,52.464
2023-02-28,53.0577
2023-03-01,51.3798
2023-03-02,51.0312
2023-03-03,52.7891
2023-03-04,52.7891
2023-03-05,52.7891
2023-03-06,52.3806
2023-03-07,50.5872
2023-03-08,51.3469
2023-03-09,46.3974
2023-03-10,41.4388
2023-03-11,41.4388
2023-03-12,41.4388
2023-03-13,40.3045
2023-03-14,41.8911
2023-03-15,40.4362
2023-03-16,40.4765
2023-03-17,39.7112
2023-03-18,39.7112
