,ALGT US Equity
2023-03-19,43.4605
2023-03-20,44.9068
2023-03-21,46.0835
2023-03-22,44.2915
2023-03-23,43.9176
2023-03-24,44.9868
2023-03-25,44.9868
2023-03-26,44.9868
2023-03-27,46.7817
2023-03-28,47.8191
2023-03-29,49.7578
2023-03-30,50.2253
2023-03-31,52.1185
2023-04-01,52.1185
2023-04-02,52.1185
2023-04-03,51.1906
2023-04-04,50.901
2023-04-05,48.7318
2023-04-06,50.7021
2023-04-07,50.7021
2023-04-08,50.7021
2023-04-09,50.7021
2023-04-10,52.5385
2023-04-11,55.4787
2023-04-12,53.2455
2023-04-13,54.2904
2023-04-14,54.5114
2023-04-15,54.5114
2023-04-16,54.5114
2023-04-17,55.7523
2023-04-18,56.1735
2023-04-19,58.1177
2023-04-20,57.7785
2023-04-21,57.1968
2023-04-22,57.1968
2023-04-23,57.1968
2023-04-24,57.4185
2023-04-25,56.5752
2023-04-26,54.3308
2023-04-27,54.3695
2023-04-28,58.9462
2023-04-29,58.9462
2023-04-30,58.9462
2023-05-01,53.7706
2023-05-02,53.3761
2023-05-03,60.5486
2023-05-04,55.6507
2023-05-05,57.9627
2023-05-06,57.9627
2023-05-07,57.9627
2023-05-08,56.3064
2023-05-09,56.3912
2023-05-10,55.5729
2023-05-11,53.2197
2023-05-12,52.0171
2023-05-13,52.0171
2023-05-14,52.0171
2023-05-15,52.6834
2023-05-16,51.7595
2023-05-17,55.2067
2023-05-18,54.8705
2023-05-19,52.28
2023-05-20,52.28
2023-05-21,52.28
2023-05-22,51.9788
2023-05-23,52.7301
2023-05-24,51.0554
2023-05-25,51.5185
2023-05-26,52.1641
2023-05-27,52.1641
2023-05-28,52.1641
2023-05-29,52.1641
2023-05-30,50.5569
2023-05-31,50.3506
2023-06-01,50.1624
2023-06-02,55.498
2023-06-03,55.498
2023-06-04,55.498
2023-06-05,54.1047
2023-06-06,57.4696
2023-06-07,57.5612
2023-06-08,58.0288
2023-06-09,58.0352
2023-06-10,58.0352
2023-06-11,58.0352
2023-06-12,60.1763
2023-06-13,60.9182
2023-06-14,61.5211
2023-06-15,62.8834
2023-06-16,63.9176
2023-06-17,63.9176
2023-06-18,63.9176
2023-06-19,63.9176
2023-06-20,66.8237
2023-06-21,66.1986
2023-06-22,64.3406
2023-06-23,61.6599
2023-06-24,61.6599
2023-06-25,61.6599
2023-06-26,61.9441
2023-06-27,64.9305
2023-06-28,66.0675
2023-06-29,63.933
2023-06-30,64.6558
2023-07-01,64.6558
2023-07-02,64.6558
2023-07-03,66.0831
2023-07-04,66.0831
2023-07-05,63.2002
2023-07-06,59.6132
2023-07-07,60.423
2023-07-08,60.423
2023-07-09,60.423
2023-07-10,62.3795
2023-07-11,61.6595
2023-07-12,62.7844
2023-07-13,60.8185
2023-07-14,59.4975
2023-07-15,59.4975
2023-07-16,59.4975
2023-07-17,57.4293
2023-07-18,60.45
2023-07-19,61.2231
2023-07-20,60.922
2023-07-21,61.6957
2023-07-22,61.6957
2023-07-23,61.6957
2023-07-24,60.4852
2023-07-25,57.5554
2023-07-26,59.3511
2023-07-27,56.1142
2023-07-28,54.1801
2023-07-29,54.1801
2023-07-30,54.1801
2023-07-31,55.4979
2023-08-01,53.7281
2023-08-02,56.4866
2023-08-03,48.8316
2023-08-04,47.9314
2023-08-05,47.9314
2023-08-06,47.9314
2023-08-07,45.9387
2023-08-08,45.7438
2023-08-09,44.6417
2023-08-10,44.4264
2023-08-11,42.2063
2023-08-12,42.2063
2023-08-13,42.2063
2023-08-14,41.6314
2023-08-15,39.3085
2023-08-16,38.7372
2023-08-17,37.2801
2023-08-18,36.9014
2023-08-19,36.9014
2023-08-20,36.9014
2023-08-21,36.5071
2023-08-22,36.328
2023-08-23,37.3207
2023-08-24,34.9356
2023-08-25,34.1384
2023-08-26,34.1384
2023-08-27,34.1384
2023-08-28,34.3246
2023-08-29,34.8857
2023-08-30,34.7
2023-08-31,35.0037
2023-09-01,35.1264
2023-09-02,35.1264
2023-09-03,35.1264
2023-09-04,35.1264
2023-09-05,33.9984
2023-09-06,33.3933
2023-09-07,33.1896
2023-09-08,32.0305
2023-09-09,32.0305
2023-09-10,32.0305
2023-09-11,35.0624
2023-09-12,36.9893
2023-09-13,35.2898
2023-09-14,35.582
2023-09-15,34.9551
2023-09-16,34.9551
2023-09-17,34.9551
2023-09-18,33.4804
2023-09-19,34.418
2023-09-20,31.1489
2023-09-21,30.8992
2023-09-22,29.8909
2023-09-23,29.8909
2023-09-24,29.8909
2023-09-25,29.8633
2023-09-26,30.0766
2023-09-27,30.1453
2023-09-28,33.8677
2023-09-29,32.9561
2023-09-30,32.9561
2023-10-01,32.9561
2023-10-02,31.945
2023-10-03,31.132
2023-10-04,33.6449
2023-10-05,34.2159
2023-10-06,36.6803
2023-10-07,36.6803
2023-10-08,36.6803
2023-10-09,35.3329
2023-10-10,35.1236
2023-10-11,34.1078
2023-10-12,33.1305
2023-10-13,32.8087
2023-10-14,32.8087
2023-10-15,32.8087
2023-10-16,35.6213
2023-10-17,35.4372
2023-10-18,34.0707
2023-10-19,35.4721
2023-10-20,35.1644
2023-10-21,35.1644
2023-10-22,35.1644
2023-10-23,34.0745
2023-10-24,33.6017
2023-10-25,31.6926
2023-10-26,32.4525
2023-10-27,31.2065
2023-10-28,31.2065
2023-10-29,31.2065
2023-10-30,32.8843
2023-10-31,31.4104
2023-11-01,30.9206
2023-11-02,29.8374
2023-11-03,30.4959
2023-11-04,30.4959
2023-11-05,30.4959
2023-11-06,28.1963
2023-11-07,28.2297
2023-11-08,27.9213
2023-11-09,25.452
2023-11-10,25.83
2023-11-11,25.83
2023-11-12,25.83
2023-11-13,30.2996
2023-11-14,36.3081
2023-11-15,40.6916
2023-11-16,40.0345
2023-11-17,41.2454
2023-11-18,41.2454
2023-11-19,41.2454
2023-11-20,44.5844
2023-11-21,42.5399
2023-11-22,43.0106
2023-11-23,43.0106
2023-11-24,45.1785
2023-11-25,45.1785
2023-11-26,45.1785
2023-11-27,43.4408
2023-11-28,43.7433
2023-11-29,44.8778
2023-11-30,44.4096
2023-12-01,47.8355
2023-12-02,47.8355
2023-12-03,47.8355
2023-12-04,50.4426
2023-12-05,47.3124
2023-12-06,49.2955
2023-12-07,52.2844
2023-12-08,51.8782
2023-12-09,51.8782
2023-12-10,51.8782
2023-12-11,50.8461
2023-12-12,52.0389
2023-12-13,54.4069
2023-12-14,57.5339
2023-12-15,58.454
2023-12-16,58.454
2023-12-17,58.454
2023-12-18,58.9901
2023-12-19,59.4881
2023-12-20,56.7945
2023-12-21,59.4648
2023-12-22,59.5823
2023-12-23,59.5823
2023-12-24,59.5823
2023-12-25,59.5823
2023-12-26,58.3332
2023-12-27,58.2701
2023-12-28,58.9146
2023-12-29,56.9266
2023-12-30,56.9266
2023-12-31,56.9266
2024-01-01,56.9266
2024-01-02,55.0186
2024-01-03,49.6401
2024-01-04,51.6376
2024-01-05,52.3532
2024-01-06,52.3532
2024-01-07,52.3532
2024-01-08,54.4636
2024-01-09,51.8239
2024-01-10,50.895
2024-01-11,52.209
2024-01-12,48.9921
2024-01-13,48.9921
2024-01-14,48.9921
2024-01-15,48.9921
2024-01-16,47.0986
2024-01-17,44.9211
2024-01-18,47.7106
2024-01-19,48.2301
2024-01-20,48.2301
2024-01-21,48.2301
2024-01-22,49.4867
2024-01-23,51.8736
2024-01-24,52.0697
2024-01-25,54.8299
2024-01-26,54.0089
2024-01-27,54.0089
2024-01-28,54.0089
2024-01-29,53.3831
2024-01-30,52.4844
2024-01-31,51.2026
2024-02-01,52.7795
2024-02-02,51.8557
2024-02-03,51.8557
2024-02-04,51.8557
2024-02-05,45.7142
2024-02-06,51.0975
2024-02-07,49.0119
2024-02-08,50.577
2024-02-09,51.186
2024-02-10,51.186
2024-02-11,51.186
2024-02-12,51.7267
2024-02-13,50.5775
2024-02-14,53.3668
2024-02-15,54.9263
2024-02-16,53.8571
2024-02-17,53.8571
2024-02-18,53.8571
2024-02-19,53.8571
2024-02-20,54.2312
2024-02-21,51.3925
2024-02-22,51.1872
2024-02-23,48.2743
2024-02-24,48.2743
2024-02-25,48.2743
2024-02-26,47.9265
2024-02-27,47.7682
2024-02-28,46.4783
2024-02-29,45.367
2024-03-01,44.5929
2024-03-02,44.5929
2024-03-03,44.5929
2024-03-04,46.6527
2024-03-05,45.2602
2024-03-06,48.0229
2024-03-07,46.2591
2024-03-08,45.7749
2024-03-09,45.7749
2024-03-10,45.7749
2024-03-11,44.24
2024-03-12,43.4811
2024-03-13,43.4129
2024-03-14,40.579
2024-03-15,41.3162
2024-03-16,41.3162
2024-03-17,41.3162
2024-03-18,41.2123
2024-03-19,41.7769
2024-03-20,44.939
2024-03-21,47.1022
2024-03-22,47.5899
2024-03-23,47.5899
2024-03-24,47.5899
2024-03-25,48.7289
2024-03-26,48.3508
2024-03-27,52.244
2024-03-28,50.9721
2024-03-29,50.9721
2024-03-30,50.9721
2024-03-31,50.9721
2024-04-01,44.7041
2024-04-02,42.8045
2024-04-03,41.4513
2024-04-04,41.2893
2024-04-05,41.206
2024-04-06,41.206
2024-04-07,41.206
2024-04-08,41.4369
