,HE US Equity
2023-03-19,41.4116
2023-03-20,43.3291
2023-03-21,43.0318
2023-03-22,39.6798
2023-03-23,38.007
2023-03-24,41.3518
2023-03-25,41.3518
2023-03-26,41.3518
2023-03-27,43.4319
2023-03-28,44.5224
2023-03-29,45.2862
2023-03-30,45.5814
2023-03-31,46.6243
2023-04-01,46.6243
2023-04-02,46.6243
2023-04-03,45.3714
2023-04-04,45.7581
2023-04-05,48.4382
2023-04-06,49.5993
2023-04-07,49.5993
2023-04-08,49.5993
2023-04-09,49.5993
2023-04-10,49.1698
2023-04-11,50.4641
2023-04-12,49.3862
2023-04-13,48.9757
2023-04-14,47.8535
2023-04-15,47.8535
2023-04-16,47.8535
2023-04-17,50.2512
2023-04-18,49.3281
2023-04-19,51.6264
2023-04-20,50.5589
2023-04-21,50.7539
2023-04-22,50.7539
2023-04-23,50.7539
2023-04-24,51.0735
2023-04-25,50.9452
2023-04-26,48.6297
2023-04-27,50.4919
2023-04-28,49.8546
2023-04-29,49.8546
2023-04-30,49.8546
2023-05-01,49.3817
2023-05-02,46.6753
2023-05-03,46.7218
2023-05-04,47.1978
2023-05-05,49.2161
2023-05-06,49.2161
2023-05-07,49.2161
2023-05-08,47.2187
2023-05-09,43.342
2023-05-10,43.6837
2023-05-11,41.856
2023-05-12,41.7822
2023-05-13,41.7822
2023-05-14,41.7822
2023-05-15,40.9602
2023-05-16,39.7469
2023-05-17,40.5202
2023-05-18,39.206
2023-05-19,39.0563
2023-05-20,39.0563
2023-05-21,39.0563
2023-05-22,41.0366
2023-05-23,40.9961
2023-05-24,39.5416
2023-05-25,39.2614
2023-05-26,40.2623
2023-05-27,40.2623
2023-05-28,40.2623
2023-05-29,40.2623
2023-05-30,38.8149
2023-05-31,40.3981
2023-06-01,38.9389
2023-06-02,46.0268
2023-06-03,46.0268
2023-06-04,46.0268
2023-06-05,43.4398
2023-06-06,46.8351
2023-06-07,52.5521
2023-06-08,52.4175
2023-06-09,51.197
2023-06-10,51.197
2023-06-11,51.197
2023-06-12,49.9059
2023-06-13,51.8132
2023-06-14,49.2977
2023-06-15,50.6458
2023-06-16,50.0683
2023-06-17,50.0683
2023-06-18,50.0683
2023-06-19,50.0683
2023-06-20,48.6985
2023-06-21,46.9413
2023-06-22,46.1432
2023-06-23,43.7533
2023-06-24,43.7533
2023-06-25,43.7533
2023-06-26,45.6295
2023-06-27,45.973
2023-06-28,43.3813
2023-06-29,44.5436
2023-06-30,44.7984
2023-07-01,44.7984
2023-07-02,44.7984
2023-07-03,46.1799
2023-07-04,46.1799
2023-07-05,46.0475
2023-07-06,44.8497
2023-07-07,45.2318
2023-07-08,45.2318
2023-07-09,45.2318
2023-07-10,46.2228
2023-07-11,47.3186
2023-07-12,49.9557
2023-07-13,52.1842
2023-07-14,53.9292
2023-07-15,53.9292
2023-07-16,53.9292
2023-07-17,53.8193
2023-07-18,53.6498
2023-07-19,57.0552
2023-07-20,59.738
2023-07-21,59.9
2023-07-22,59.9
2023-07-23,59.9
2023-07-24,59.9832
2023-07-25,61.0296
2023-07-26,61.6111
2023-07-27,56.9053
2023-07-28,56.3708
2023-07-29,56.3708
2023-07-30,56.3708
2023-07-31,53.5935
2023-08-01,52.3158
2023-08-02,53.4635
2023-08-03,49.8481
2023-08-04,46.7715
2023-08-05,46.7715
2023-08-06,46.7715
2023-08-07,48.1892
2023-08-08,40.7814
2023-08-09,40.1007
2023-08-10,32.4128
2023-08-11,31.5031
2023-08-12,31.5031
2023-08-13,31.5031
2023-08-14,17.1601
2023-08-15,13.3318
2023-08-16,13.2311
2023-08-17,12.2578
2023-08-18,17.282
2023-08-19,17.282
2023-08-20,17.282
2023-08-21,16.8629
2023-08-22,17.7951
2023-08-23,17.0404
2023-08-24,16.8934
2023-08-25,15.6629
2023-08-26,15.6629
2023-08-27,15.6629
2023-08-28,26.5112
2023-08-29,25.9896
2023-08-30,26.7011
2023-08-31,27.6067
2023-09-01,29.9708
2023-09-02,29.9708
2023-09-03,29.9708
2023-09-04,29.9708
2023-09-05,27.5908
2023-09-06,27.4537
2023-09-07,27.7787
2023-09-08,28.1593
2023-09-09,28.1593
2023-09-10,28.1593
2023-09-11,29.3153
2023-09-12,29.2848
2023-09-13,30.037
2023-09-14,29.9491
2023-09-15,29.825
2023-09-16,29.825
2023-09-17,29.825
2023-09-18,29.7554
2023-09-19,30.0929
2023-09-20,30.4386
2023-09-21,29.7661
2023-09-22,29.5368
2023-09-23,29.5368
2023-09-24,29.5368
2023-09-25,29.3678
2023-09-26,29.5922
2023-09-27,29.3715
2023-09-28,29.6767
2023-09-29,29.4573
2023-09-30,29.4573
2023-10-01,29.4573
2023-10-02,28.9263
2023-10-03,28.8218
2023-10-04,28.4872
2023-10-05,28.7206
2023-10-06,29.2779
2023-10-07,29.2779
2023-10-08,29.2779
2023-10-09,30.2848
2023-10-10,31.9682
2023-10-11,31.4262
2023-10-12,31.1436
2023-10-13,32.0287
2023-10-14,32.0287
2023-10-15,32.0287
2023-10-16,33.3785
2023-10-17,34.348
2023-10-18,33.97
2023-10-19,33.5655
2023-10-20,33.2244
2023-10-21,33.2244
2023-10-22,33.2244
2023-10-23,32.8105
2023-10-24,33.4301
2023-10-25,35.0506
2023-10-26,38.3821
2023-10-27,36.9842
2023-10-28,36.9842
2023-10-29,36.9842
2023-10-30,36.8241
2023-10-31,37.7074
2023-11-01,38.3178
2023-11-02,40.093
2023-11-03,41.7363
2023-11-04,41.7363
2023-11-05,41.7363
2023-11-06,41.6051
2023-11-07,42.2157
2023-11-08,42.0408
2023-11-09,42.631
2023-11-10,35.2129
2023-11-11,35.2129
2023-11-12,35.2129
2023-11-13,34.7954
2023-11-14,37.6172
2023-11-15,40.7209
2023-11-16,43.057
2023-11-17,45.5975
2023-11-18,45.5975
2023-11-19,45.5975
2023-11-20,44.2678
2023-11-21,42.1586
2023-11-22,41.7951
2023-11-23,41.7951
2023-11-24,41.5787
2023-11-25,41.5787
2023-11-26,41.5787
2023-11-27,41.1381
2023-11-28,40.9458
2023-11-29,40.9458
2023-11-30,40.1423
2023-12-01,43.5784
2023-12-02,43.5784
2023-12-03,43.5784
2023-12-04,45.8988
2023-12-05,45.1599
2023-12-06,45.3419
2023-12-07,45.529
2023-12-08,45.1692
2023-12-09,45.1692
2023-12-10,45.1692
2023-12-11,45.5648
2023-12-12,45.6662
2023-12-13,48.5414
2023-12-14,49.2125
2023-12-15,50.0311
2023-12-16,50.0311
2023-12-17,50.0311
2023-12-18,47.4262
2023-12-19,50.6536
2023-12-20,48.3076
2023-12-21,49.0123
2023-12-22,48.9663
2023-12-23,48.9663
2023-12-24,48.9663
2023-12-25,48.9663
2023-12-26,49.4574
2023-12-27,49.3101
2023-12-28,51.0685
2023-12-29,50.1431
2023-12-30,50.1431
2023-12-31,50.1431
2024-01-01,50.1431
2024-01-02,55.7226
2024-01-03,52.5548
2024-01-04,50.5266
2024-01-05,52.8468
2024-01-06,52.8468
2024-01-07,52.8468
2024-01-08,54.2701
2024-01-09,53.0997
2024-01-10,50.6964
2024-01-11,47.8414
2024-01-12,46.4267
2024-01-13,46.4267
2024-01-14,46.4267
2024-01-15,46.4267
2024-01-16,45.7272
2024-01-17,45.4771
2024-01-18,44.2663
2024-01-19,43.3201
2024-01-20,43.3201
2024-01-21,43.3201
2024-01-22,43.6452
2024-01-23,46.6523
2024-01-24,45.853
2024-01-25,48.7783
2024-01-26,49.2671
2024-01-27,49.2671
2024-01-28,49.2671
2024-01-29,47.5761
2024-01-30,46.5657
2024-01-31,45.2113
2024-02-01,47.1206
2024-02-02,47.4365
2024-02-03,47.4365
2024-02-04,47.4365
2024-02-05,45.4699
2024-02-06,46.9856
2024-02-07,46.3197
2024-02-08,46.1264
2024-02-09,46.2424
2024-02-10,46.2424
2024-02-11,46.2424
2024-02-12,49.3984
2024-02-13,46.6655
2024-02-14,43.7013
2024-02-15,47.7266
2024-02-16,47.1684
2024-02-17,47.1684
2024-02-18,47.1684
2024-02-19,47.1684
2024-02-20,48.1615
2024-02-21,47.2903
2024-02-22,45.5843
2024-02-23,45.163
2024-02-24,45.163
2024-02-25,45.163
2024-02-26,43.2778
2024-02-27,45.183
2024-02-28,44.0694
2024-02-29,43.3328
2024-03-01,42.2819
2024-03-02,42.2819
2024-03-03,42.2819
2024-03-04,40.0536
2024-03-05,41.1853
2024-03-06,40.4394
2024-03-07,42.3455
2024-03-08,42.7875
2024-03-09,42.7875
2024-03-10,42.7875
2024-03-11,42.3556
2024-03-12,40.2099
2024-03-13,39.7122
2024-03-14,39.1202
2024-03-15,40.0448
2024-03-16,40.0448
2024-03-17,40.0448
2024-03-18,38.8705
2024-03-19,39.3853
2024-03-20,42.3967
2024-03-21,43.0242
2024-03-22,40.7294
2024-03-23,40.7294
2024-03-24,40.7294
2024-03-25,40.5306
2024-03-26,39.8268
2024-03-27,40.814
2024-03-28,42.9013
2024-03-29,42.9013
2024-03-30,42.9013
2024-03-31,42.9013
2024-04-01,41.9716
2024-04-02,41.4794
2024-04-03,41.7933
2024-04-04,41.7354
2024-04-05,40.9721
2024-04-06,40.9721
2024-04-07,40.9721
2024-04-08,42.3153
