,PAMP AR Equity
2010-11-28,-3.6624
2010-11-29,-3.6624
2010-11-30,-3.6624
2010-12-01,-3.6624
2010-12-02,-3.6624
2010-12-03,-3.6624
2010-12-04,-3.6624
2010-12-05,-3.6624
2010-12-06,-3.6624
2010-12-07,-3.6624
2010-12-08,-3.6624
2010-12-09,-3.6624
2010-12-10,-3.6624
2010-12-11,-3.6624
2010-12-12,-3.6624
2010-12-13,-3.6624
2010-12-14,-3.6624
2010-12-15,-3.6624
2010-12-16,-3.6624
2010-12-17,-3.6624
2010-12-18,-3.6624
2010-12-19,-3.6624
2010-12-20,-3.6624
2010-12-21,-3.6624
2010-12-22,-3.6624
2010-12-23,-3.6624
2010-12-24,-3.6624
2010-12-25,-3.6624
2010-12-26,-3.6624
2010-12-27,-3.6624
2010-12-28,-3.6624
2010-12-29,-3.6624
2010-12-30,-3.6624
2010-12-31,-1.4072
2011-01-01,-1.4072
2011-01-02,-1.4072
2011-01-03,-1.4072
2011-01-04,-1.4072
2011-01-05,-1.4072
2011-01-06,-1.4072
2011-01-07,-1.4072
2011-01-08,-1.4072
2011-01-09,-1.4072
2011-01-10,-1.4072
2011-01-11,-1.4072
2011-01-12,-1.4072
2011-01-13,-1.4072
2011-01-14,-1.4072
2011-01-15,-1.4072
2011-01-16,-1.4072
2011-01-17,-1.4072
2011-01-18,-1.4072
2011-01-19,-1.4072
2011-01-20,-1.4072
2011-01-21,-1.4072
2011-01-22,-1.4072
2011-01-23,-1.4072
2011-01-24,-1.4072
2011-01-25,-1.4072
2011-01-26,-1.4072
2011-01-27,-1.4072
2011-01-28,-1.4072
2011-01-29,-1.4072
2011-01-30,-1.4072
2011-01-31,-1.4072
2011-02-01,-1.4072
2011-02-02,-1.4072
2011-02-03,-1.4072
2011-02-04,-1.4072
2011-02-05,-1.4072
2011-02-06,-1.4072
2011-02-07,-1.4072
2011-02-08,-1.4072
2011-02-09,-1.4072
2011-02-10,-1.4072
2011-02-11,-1.4072
2011-02-12,-1.4072
2011-02-13,-1.4072
2011-02-14,-1.4072
2011-02-15,-1.4072
2011-02-16,-1.4072
2011-02-17,-1.4072
2011-02-18,-1.4072
2011-02-19,-1.4072
2011-02-20,-1.4072
2011-02-21,-1.4072
2011-02-22,-1.4072
2011-02-23,-1.4072
2011-02-24,-1.4072
2011-02-25,-1.4072
2011-02-26,-1.4072
2011-02-27,-1.4072
2011-02-28,-1.4072
2011-03-01,-1.4072
2011-03-02,-1.4072
2011-03-03,-1.4072
2011-03-04,-1.4072
2011-03-05,-1.4072
2011-03-06,-1.4072
2011-03-07,-1.4072
2011-03-08,-1.4072
2011-03-09,-1.4072
2011-03-10,-1.4072
2011-03-11,-1.4072
2011-03-12,-1.4072
2011-03-13,-1.4072
2011-03-14,-1.4072
2011-03-15,-1.4072
2011-03-16,-1.4072
2011-03-17,-1.4072
2011-03-18,-1.4072
2011-03-19,-1.4072
2011-03-20,-1.4072
2011-03-21,-1.4072
2011-03-22,-1.4072
2011-03-23,-1.4072
2011-03-24,-1.4072
2011-03-25,-1.4072
2011-03-26,-1.4072
2011-03-27,-1.4072
2011-03-28,-1.4072
2011-03-29,-1.4072
2011-03-30,-1.4072
2011-03-31,5.9637
2011-04-01,5.9637
2011-04-02,5.9637
2011-04-03,5.9637
2011-04-04,5.9637
2011-04-05,5.9637
2011-04-06,5.9637
2011-04-07,5.9637
2011-04-08,5.9637
2011-04-09,5.9637
2011-04-10,5.9637
2011-04-11,5.9637
2011-04-12,5.9637
2011-04-13,5.9637
2011-04-14,5.9637
2011-04-15,5.9637
2011-04-16,5.9637
2011-04-17,5.9637
2011-04-18,5.9637
2011-04-19,5.9637
2011-04-20,5.9637
2011-04-21,5.9637
2011-04-22,5.9637
2011-04-23,5.9637
2011-04-24,5.9637
2011-04-25,5.9637
2011-04-26,5.9637
2011-04-27,5.9637
2011-04-28,5.9637
2011-04-29,5.9637
2011-04-30,5.9637
2011-05-01,5.9637
2011-05-02,5.9637
2011-05-03,5.9637
2011-05-04,5.9637
2011-05-05,5.9637
2011-05-06,5.9637
2011-05-07,5.9637
2011-05-08,5.9637
2011-05-09,5.9637
2011-05-10,5.9637
2011-05-11,5.9637
2011-05-12,5.9637
2011-05-13,5.9637
2011-05-14,5.9637
2011-05-15,5.9637
2011-05-16,5.9637
2011-05-17,5.9637
2011-05-18,5.9637
2011-05-19,5.9637
2011-05-20,5.9637
2011-05-21,5.9637
2011-05-22,5.9637
2011-05-23,5.9637
2011-05-24,5.9637
2011-05-25,5.9637
2011-05-26,5.9637
2011-05-27,5.9637
2011-05-28,5.9637
2011-05-29,5.9637
2011-05-30,5.9637
2011-05-31,5.9637
2011-06-01,5.9637
2011-06-02,5.9637
2011-06-03,5.9637
2011-06-04,5.9637
2011-06-05,5.9637
2011-06-06,5.9637
2011-06-07,5.9637
2011-06-08,5.9637
2011-06-09,5.9637
2011-06-10,5.9637
2011-06-11,5.9637
2011-06-12,5.9637
2011-06-13,5.9637
2011-06-14,5.9637
2011-06-15,5.9637
2011-06-16,5.9637
2011-06-17,5.9637
2011-06-18,5.9637
2011-06-19,5.9637
2011-06-20,5.9637
2011-06-21,5.9637
2011-06-22,5.9637
2011-06-23,5.9637
2011-06-24,5.9637
2011-06-25,5.9637
2011-06-26,5.9637
2011-06-27,5.9637
2011-06-28,5.9637
2011-06-29,5.9637
2011-06-30,5.1897
2011-07-01,5.1897
2011-07-02,5.1897
2011-07-03,5.1897
2011-07-04,5.1897
2011-07-05,5.1897
2011-07-06,5.1897
2011-07-07,5.1897
2011-07-08,5.1897
2011-07-09,5.1897
2011-07-10,5.1897
2011-07-11,5.1897
2011-07-12,5.1897
2011-07-13,5.1897
2011-07-14,5.1897
2011-07-15,5.1897
2011-07-16,5.1897
2011-07-17,5.1897
2011-07-18,5.1897
2011-07-19,5.1897
2011-07-20,5.1897
2011-07-21,5.1897
2011-07-22,5.1897
2011-07-23,5.1897
2011-07-24,5.1897
2011-07-25,5.1897
2011-07-26,5.1897
2011-07-27,5.1897
2011-07-28,5.1897
2011-07-29,5.1897
2011-07-30,5.1897
2011-07-31,5.1897
2011-08-01,5.1897
2011-08-02,5.1897
2011-08-03,5.1897
2011-08-04,5.1897
2011-08-05,5.1897
2011-08-06,5.1897
2011-08-07,5.1897
2011-08-08,5.1897
2011-08-09,5.1897
2011-08-10,5.1897
2011-08-11,5.1897
2011-08-12,5.1897
2011-08-13,5.1897
2011-08-14,5.1897
2011-08-15,5.1897
2011-08-16,5.1897
2011-08-17,5.1897
2011-08-18,5.1897
2011-08-19,5.1897
2011-08-20,5.1897
2011-08-21,5.1897
2011-08-22,5.1897
2011-08-23,5.1897
2011-08-24,5.1897
2011-08-25,5.1897
2011-08-26,5.1897
2011-08-27,5.1897
2011-08-28,5.1897
2011-08-29,5.1897
2011-08-30,5.1897
2011-08-31,5.1897
2011-09-01,5.1897
2011-09-02,5.1897
2011-09-03,5.1897
2011-09-04,5.1897
2011-09-05,5.1897
2011-09-06,5.1897
2011-09-07,5.1897
2011-09-08,5.1897
2011-09-09,5.1897
2011-09-10,5.1897
2011-09-11,5.1897
2011-09-12,5.1897
2011-09-13,5.1897
2011-09-14,5.1897
2011-09-15,5.1897
2011-09-16,5.1897
2011-09-17,5.1897
2011-09-18,5.1897
2011-09-19,5.1897
2011-09-20,5.1897
2011-09-21,5.1897
2011-09-22,5.1897
2011-09-23,5.1897
2011-09-24,5.1897
2011-09-25,5.1897
2011-09-26,5.1897
2011-09-27,5.1897
2011-09-28,5.1897
2011-09-29,5.1897
2011-09-30,2.5071
2011-10-01,2.5071
2011-10-02,2.5071
2011-10-03,2.5071
2011-10-04,2.5071
2011-10-05,2.5071
2011-10-06,2.5071
2011-10-07,2.5071
2011-10-08,2.5071
2011-10-09,2.5071
2011-10-10,2.5071
2011-10-11,2.5071
2011-10-12,2.5071
2011-10-13,2.5071
2011-10-14,2.5071
2011-10-15,2.5071
2011-10-16,2.5071
2011-10-17,2.5071
2011-10-18,2.5071
2011-10-19,2.5071
2011-10-20,2.5071
2011-10-21,2.5071
2011-10-22,2.5071
2011-10-23,2.5071
2011-10-24,2.5071
2011-10-25,2.5071
2011-10-26,2.5071
2011-10-27,2.5071
2011-10-28,2.5071
2011-10-29,2.5071
2011-10-30,2.5071
2011-10-31,2.5071
2011-11-01,2.5071
2011-11-02,2.5071
2011-11-03,2.5071
2011-11-04,2.5071
2011-11-05,2.5071
2011-11-06,2.5071
2011-11-07,2.5071
2011-11-08,2.5071
2011-11-09,2.5071
2011-11-10,2.5071
2011-11-11,2.5071
2011-11-12,2.5071
2011-11-13,2.5071
2011-11-14,2.5071
2011-11-15,2.5071
2011-11-16,2.5071
2011-11-17,2.5071
2011-11-18,2.5071
2011-11-19,2.5071
2011-11-20,2.5071
2011-11-21,2.5071
2011-11-22,2.5071
2011-11-23,2.5071
2011-11-24,2.5071
2011-11-25,2.5071
2011-11-26,2.5071
2011-11-27,2.5071
2011-11-28,2.5071
2011-11-29,2.5071
2011-11-30,2.5071
2011-12-01,2.5071
2011-12-02,2.5071
2011-12-03,2.5071
2011-12-04,2.5071
2011-12-05,2.5071
2011-12-06,2.5071
2011-12-07,2.5071
2011-12-08,2.5071
2011-12-09,2.5071
2011-12-10,2.5071
2011-12-11,2.5071
2011-12-12,2.5071
2011-12-13,2.5071
2011-12-14,2.5071
2011-12-15,2.5071
2011-12-16,2.5071
2011-12-17,2.5071
2011-12-18,2.5071
2011-12-19,2.5071
2011-12-20,2.5071
2011-12-21,2.5071
2011-12-22,2.5071
2011-12-23,2.5071
2011-12-24,2.5071
2011-12-25,2.5071
2011-12-26,2.5071
2011-12-27,2.5071
2011-12-28,2.5071
2011-12-29,2.5071
2011-12-30,2.5071
2011-12-31,-25.9215
2012-01-01,-25.9215
2012-01-02,-25.9215
2012-01-03,-25.9215
2012-01-04,-25.9215
2012-01-05,-25.9215
2012-01-06,-25.9215
2012-01-07,-25.9215
2012-01-08,-25.9215
2012-01-09,-25.9215
2012-01-10,-25.9215
2012-01-11,-25.9215
2012-01-12,-25.9215
2012-01-13,-25.9215
2012-01-14,-25.9215
2012-01-15,-25.9215
2012-01-16,-25.9215
2012-01-17,-25.9215
2012-01-18,-25.9215
2012-01-19,-25.9215
2012-01-20,-25.9215
2012-01-21,-25.9215
2012-01-22,-25.9215
2012-01-23,-25.9215
2012-01-24,-25.9215
2012-01-25,-25.9215
2012-01-26,-25.9215
2012-01-27,-25.9215
2012-01-28,-25.9215
2012-01-29,-25.9215
2012-01-30,-25.9215
2012-01-31,-25.9215
2012-02-01,-25.9215
2012-02-02,-25.9215
2012-02-03,-25.9215
2012-02-04,-25.9215
2012-02-05,-25.9215
2012-02-06,-25.9215
2012-02-07,-25.9215
2012-02-08,-25.9215
2012-02-09,-25.9215
2012-02-10,-25.9215
2012-02-11,-25.9215
2012-02-12,-25.9215
2012-02-13,-25.9215
2012-02-14,-25.9215
2012-02-15,-25.9215
2012-02-16,-25.9215
2012-02-17,-25.9215
2012-02-18,-25.9215
2012-02-19,-25.9215
2012-02-20,-25.9215
2012-02-21,-25.9215
2012-02-22,-25.9215
2012-02-23,-25.9215
2012-02-24,-25.9215
2012-02-25,-25.9215
2012-02-26,-25.9215
2012-02-27,-25.9215
2012-02-28,-25.9215
2012-02-29,-25.9215
2012-03-01,-25.9215
2012-03-02,-25.9215
2012-03-03,-25.9215
2012-03-04,-25.9215
2012-03-05,-25.9215
2012-03-06,-25.9215
2012-03-07,-25.9215
2012-03-08,-25.9215
2012-03-09,-25.9215
2012-03-10,-25.9215
2012-03-11,-25.9215
2012-03-12,-25.9215
2012-03-13,-25.9215
2012-03-14,-25.9215
2012-03-15,-25.9215
2012-03-16,-25.9215
2012-03-17,-25.9215
2012-03-18,-25.9215
2012-03-19,-25.9215
2012-03-20,-25.9215
2012-03-21,-25.9215
2012-03-22,-25.9215
2012-03-23,-25.9215
2012-03-24,-25.9215
2012-03-25,-25.9215
2012-03-26,-25.9215
2012-03-27,-25.9215
2012-03-28,-25.9215
2012-03-29,-25.9215
2012-03-30,-25.9215
2012-03-31,-36.4836
2012-04-01,-36.4836
2012-04-02,-36.4836
2012-04-03,-36.4836
2012-04-04,-36.4836
2012-04-05,-36.4836
2012-04-06,-36.4836
2012-04-07,-36.4836
2012-04-08,-36.4836
2012-04-09,-36.4836
2012-04-10,-36.4836
2012-04-11,-36.4836
2012-04-12,-36.4836
2012-04-13,-36.4836
2012-04-14,-36.4836
2012-04-15,-36.4836
2012-04-16,-36.4836
2012-04-17,-36.4836
2012-04-18,-36.4836
2012-04-19,-36.4836
2012-04-20,-36.4836
2012-04-21,-36.4836
2012-04-22,-36.4836
2012-04-23,-36.4836
2012-04-24,-36.4836
2012-04-25,-36.4836
2012-04-26,-36.4836
2012-04-27,-36.4836
2012-04-28,-36.4836
2012-04-29,-36.4836
2012-04-30,-36.4836
2012-05-01,-36.4836
2012-05-02,-36.4836
2012-05-03,-36.4836
2012-05-04,-36.4836
2012-05-05,-36.4836
2012-05-06,-36.4836
2012-05-07,-36.4836
2012-05-08,-36.4836
2012-05-09,-36.4836
2012-05-10,-36.4836
2012-05-11,-36.4836
2012-05-12,-36.4836
2012-05-13,-36.4836
2012-05-14,-36.4836
2012-05-15,-36.4836
2012-05-16,-36.4836
2012-05-17,-36.4836
2012-05-18,-36.4836
2012-05-19,-36.4836
2012-05-20,-36.4836
2012-05-21,-36.4836
2012-05-22,-36.4836
2012-05-23,-36.4836
2012-05-24,-36.4836
2012-05-25,-36.4836
2012-05-26,-36.4836
2012-05-27,-36.4836
2012-05-28,-36.4836
2012-05-29,-36.4836
2012-05-30,-36.4836
2012-05-31,-36.4836
2012-06-01,-36.4836
2012-06-02,-36.4836
2012-06-03,-36.4836
2012-06-04,-36.4836
2012-06-05,-36.4836
2012-06-06,-36.4836
2012-06-07,-36.4836
2012-06-08,-36.4836
2012-06-09,-36.4836
2012-06-10,-36.4836
2012-06-11,-36.4836
2012-06-12,-36.4836
2012-06-13,-36.4836
2012-06-14,-36.4836
2012-06-15,-36.4836
2012-06-16,-36.4836
2012-06-17,-36.4836
2012-06-18,-36.4836
2012-06-19,-36.4836
2012-06-20,-36.4836
2012-06-21,-36.4836
2012-06-22,-36.4836
2012-06-23,-36.4836
2012-06-24,-36.4836
2012-06-25,-36.4836
2012-06-26,-36.4836
2012-06-27,-36.4836
2012-06-28,-36.4836
2012-06-29,-36.4836
2012-06-30,-37.1431
2012-07-01,-37.1431
2012-07-02,-37.1431
2012-07-03,-37.1431
2012-07-04,-37.1431
2012-07-05,-37.1431
2012-07-06,-37.1431
2012-07-07,-37.1431
2012-07-08,-37.1431
2012-07-09,-37.1431
2012-07-10,-37.1431
2012-07-11,-37.1431
2012-07-12,-37.1431
2012-07-13,-37.1431
2012-07-14,-37.1431
2012-07-15,-37.1431
2012-07-16,-37.1431
2012-07-17,-37.1431
2012-07-18,-37.1431
2012-07-19,-37.1431
2012-07-20,-37.1431
2012-07-21,-37.1431
2012-07-22,-37.1431
2012-07-23,-37.1431
2012-07-24,-37.1431
2012-07-25,-37.1431
2012-07-26,-37.1431
2012-07-27,-37.1431
2012-07-28,-37.1431
2012-07-29,-37.1431
2012-07-30,-37.1431
2012-07-31,-37.1431
2012-08-01,-37.1431
2012-08-02,-37.1431
2012-08-03,-37.1431
2012-08-04,-37.1431
2012-08-05,-37.1431
2012-08-06,-37.1431
2012-08-07,-37.1431
2012-08-08,-37.1431
2012-08-09,-37.1431
2012-08-10,-37.1431
2012-08-11,-37.1431
2012-08-12,-37.1431
2012-08-13,-37.1431
2012-08-14,-37.1431
2012-08-15,-37.1431
2012-08-16,-37.1431
2012-08-17,-37.1431
2012-08-18,-37.1431
2012-08-19,-37.1431
2012-08-20,-37.1431
2012-08-21,-37.1431
2012-08-22,-37.1431
2012-08-23,-37.1431
2012-08-24,-37.1431
2012-08-25,-37.1431
2012-08-26,-37.1431
2012-08-27,-37.1431
2012-08-28,-37.1431
2012-08-29,-37.1431
2012-08-30,-37.1431
2012-08-31,-37.1431
2012-09-01,-37.1431
2012-09-02,-37.1431
2012-09-03,-37.1431
2012-09-04,-37.1431
2012-09-05,-37.1431
2012-09-06,-37.1431
2012-09-07,-37.1431
2012-09-08,-37.1431
2012-09-09,-37.1431
2012-09-10,-37.1431
2012-09-11,-37.1431
2012-09-12,-37.1431
2012-09-13,-37.1431
2012-09-14,-37.1431
2012-09-15,-37.1431
2012-09-16,-37.1431
2012-09-17,-37.1431
2012-09-18,-37.1431
2012-09-19,-37.1431
2012-09-20,-37.1431
2012-09-21,-37.1431
2012-09-22,-37.1431
2012-09-23,-37.1431
2012-09-24,-37.1431
2012-09-25,-37.1431
2012-09-26,-37.1431
2012-09-27,-37.1431
2012-09-28,-37.1431
2012-09-29,-37.1431
2012-09-30,-45.1647
2012-10-01,-45.1647
2012-10-02,-45.1647
2012-10-03,-45.1647
2012-10-04,-45.1647
2012-10-05,-45.1647
2012-10-06,-45.1647
2012-10-07,-45.1647
2012-10-08,-45.1647
2012-10-09,-45.1647
2012-10-10,-45.1647
2012-10-11,-45.1647
2012-10-12,-45.1647
2012-10-13,-45.1647
2012-10-14,-45.1647
2012-10-15,-45.1647
2012-10-16,-45.1647
2012-10-17,-45.1647
2012-10-18,-45.1647
2012-10-19,-45.1647
2012-10-20,-45.1647
2012-10-21,-45.1647
2012-10-22,-45.1647
2012-10-23,-45.1647
2012-10-24,-45.1647
2012-10-25,-45.1647
2012-10-26,-45.1647
2012-10-27,-45.1647
2012-10-28,-45.1647
2012-10-29,-45.1647
2012-10-30,-45.1647
2012-10-31,-45.1647
2012-11-01,-45.1647
2012-11-02,-45.1647
2012-11-03,-45.1647
2012-11-04,-45.1647
2012-11-05,-45.1647
2012-11-06,-45.1647
2012-11-07,-45.1647
2012-11-08,-45.1647
2012-11-09,-45.1647
2012-11-10,-45.1647
2012-11-11,-45.1647
2012-11-12,-45.1647
2012-11-13,-45.1647
2012-11-14,-45.1647
2012-11-15,-45.1647
2012-11-16,-45.1647
2012-11-17,-45.1647
2012-11-18,-45.1647
2012-11-19,-45.1647
2012-11-20,-45.1647
2012-11-21,-45.1647
2012-11-22,-45.1647
2012-11-23,-45.1647
2012-11-24,-45.1647
2012-11-25,-45.1647
2012-11-26,-45.1647
2012-11-27,-45.1647
2012-11-28,-45.1647
2012-11-29,-45.1647
2012-11-30,-45.1647
2012-12-01,-45.1647
2012-12-02,-45.1647
2012-12-03,-45.1647
2012-12-04,-45.1647
2012-12-05,-45.1647
2012-12-06,-45.1647
2012-12-07,-45.1647
2012-12-08,-45.1647
2012-12-09,-45.1647
2012-12-10,-45.1647
2012-12-11,-45.1647
2012-12-12,-45.1647
2012-12-13,-45.1647
2012-12-14,-45.1647
2012-12-15,-45.1647
2012-12-16,-45.1647
2012-12-17,-45.1647
2012-12-18,-45.1647
2012-12-19,-45.1647
2012-12-20,-45.1647
2012-12-21,-45.1647
2012-12-22,-45.1647
2012-12-23,-45.1647
2012-12-24,-45.1647
2012-12-25,-45.1647
2012-12-26,-45.1647
2012-12-27,-45.1647
2012-12-28,-45.1647
2012-12-29,-45.1647
2012-12-30,-45.1647
2012-12-31,-30.6468
2013-01-01,-30.6468
2013-01-02,-30.6468
2013-01-03,-30.6468
2013-01-04,-30.6468
2013-01-05,-30.6468
2013-01-06,-30.6468
2013-01-07,-30.6468
2013-01-08,-30.6468
2013-01-09,-30.6468
2013-01-10,-30.6468
2013-01-11,-30.6468
2013-01-12,-30.6468
2013-01-13,-30.6468
