,TGSU2 AR Equity
2019-07-19,102.4746
2019-07-20,102.4746
2019-07-21,102.4746
2019-07-22,102.4746
2019-07-23,102.4746
2019-07-24,102.4746
2019-07-25,102.4746
2019-07-26,102.4746
2019-07-27,102.4746
2019-07-28,102.4746
2019-07-29,102.4746
2019-07-30,102.4746
2019-07-31,102.4746
2019-08-01,102.4746
2019-08-02,102.4746
2019-08-03,102.4746
2019-08-04,102.4746
2019-08-05,102.4746
2019-08-06,102.4746
2019-08-07,102.4746
2019-08-08,102.4746
2019-08-09,102.4746
2019-08-10,102.4746
2019-08-11,102.4746
2019-08-12,102.4746
2019-08-13,102.4746
2019-08-14,102.4746
2019-08-15,102.4746
2019-08-16,102.4746
2019-08-17,102.4746
2019-08-18,102.4746
2019-08-19,102.4746
2019-08-20,102.4746
2019-08-21,102.4746
2019-08-22,102.4746
2019-08-23,102.4746
2019-08-24,102.4746
2019-08-25,102.4746
2019-08-26,102.4746
2019-08-27,102.4746
2019-08-28,102.4746
2019-08-29,102.4746
2019-08-30,102.4746
2019-08-31,102.4746
2019-09-01,102.4746
2019-09-02,102.4746
2019-09-03,102.4746
2019-09-04,102.4746
2019-09-05,102.4746
2019-09-06,102.4746
2019-09-07,102.4746
2019-09-08,102.4746
2019-09-09,102.4746
2019-09-10,102.4746
2019-09-11,102.4746
2019-09-12,102.4746
2019-09-13,102.4746
2019-09-14,102.4746
2019-09-15,102.4746
2019-09-16,102.4746
2019-09-17,102.4746
2019-09-18,102.4746
2019-09-19,102.4746
2019-09-20,102.4746
2019-09-21,102.4746
2019-09-22,102.4746
2019-09-23,102.4746
2019-09-24,102.4746
2019-09-25,102.4746
2019-09-26,102.4746
2019-09-27,102.4746
2019-09-28,102.4746
2019-09-29,102.4746
2019-09-30,99.2939
2019-10-01,99.2939
2019-10-02,99.2939
2019-10-03,99.2939
2019-10-04,99.2939
2019-10-05,99.2939
2019-10-06,99.2939
2019-10-07,99.2939
2019-10-08,99.2939
2019-10-09,99.2939
2019-10-10,99.2939
2019-10-11,99.2939
2019-10-12,99.2939
2019-10-13,99.2939
2019-10-14,99.2939
2019-10-15,99.2939
2019-10-16,99.2939
2019-10-17,99.2939
2019-10-18,99.2939
2019-10-19,99.2939
2019-10-20,99.2939
2019-10-21,99.2939
2019-10-22,99.2939
2019-10-23,99.2939
2019-10-24,99.2939
2019-10-25,99.2939
2019-10-26,99.2939
2019-10-27,99.2939
2019-10-28,99.2939
2019-10-29,99.2939
2019-10-30,99.2939
2019-10-31,99.2939
2019-11-01,99.2939
2019-11-02,99.2939
2019-11-03,99.2939
2019-11-04,99.2939
2019-11-05,99.2939
2019-11-06,99.2939
2019-11-07,99.2939
2019-11-08,99.2939
2019-11-09,99.2939
2019-11-10,99.2939
2019-11-11,99.2939
2019-11-12,99.2939
2019-11-13,99.2939
2019-11-14,99.2939
2019-11-15,99.2939
2019-11-16,99.2939
2019-11-17,99.2939
2019-11-18,99.2939
2019-11-19,99.2939
2019-11-20,99.2939
2019-11-21,99.2939
2019-11-22,99.2939
2019-11-23,99.2939
2019-11-24,99.2939
2019-11-25,99.2939
2019-11-26,99.2939
2019-11-27,99.2939
2019-11-28,99.2939
2019-11-29,99.2939
2019-11-30,99.2939
2019-12-01,99.2939
2019-12-02,99.2939
2019-12-03,99.2939
2019-12-04,99.2939
2019-12-05,99.2939
2019-12-06,99.2939
2019-12-07,99.2939
2019-12-08,99.2939
2019-12-09,99.2939
2019-12-10,99.2939
2019-12-11,99.2939
2019-12-12,99.2939
2019-12-13,99.2939
2019-12-14,99.2939
2019-12-15,99.2939
2019-12-16,99.2939
2019-12-17,99.2939
2019-12-18,99.2939
2019-12-19,99.2939
2019-12-20,99.2939
2019-12-21,99.2939
2019-12-22,99.2939
2019-12-23,99.2939
2019-12-24,99.2939
2019-12-25,99.2939
2019-12-26,99.2939
2019-12-27,99.2939
2019-12-28,99.2939
2019-12-29,99.2939
2019-12-30,99.2939
2019-12-31,29.1026
2020-01-01,29.1026
2020-01-02,29.1026
2020-01-03,29.1026
2020-01-04,29.1026
2020-01-05,29.1026
2020-01-06,29.1026
2020-01-07,29.1026
2020-01-08,29.1026
2020-01-09,29.1026
2020-01-10,29.1026
2020-01-11,29.1026
2020-01-12,29.1026
2020-01-13,29.1026
2020-01-14,29.1026
2020-01-15,29.1026
2020-01-16,29.1026
2020-01-17,29.1026
2020-01-18,29.1026
2020-01-19,29.1026
2020-01-20,29.1026
2020-01-21,29.1026
2020-01-22,29.1026
2020-01-23,29.1026
2020-01-24,29.1026
2020-01-25,29.1026
2020-01-26,29.1026
2020-01-27,29.1026
2020-01-28,29.1026
2020-01-29,29.1026
2020-01-30,29.1026
2020-01-31,29.1026
2020-02-01,29.1026
2020-02-02,29.1026
2020-02-03,29.1026
2020-02-04,29.1026
2020-02-05,29.1026
2020-02-06,29.1026
2020-02-07,29.1026
2020-02-08,29.1026
2020-02-09,29.1026
2020-02-10,29.1026
2020-02-11,29.1026
2020-02-12,29.1026
2020-02-13,29.1026
2020-02-14,29.1026
2020-02-15,29.1026
2020-02-16,29.1026
2020-02-17,29.1026
2020-02-18,29.1026
2020-02-19,29.1026
2020-02-20,29.1026
2020-02-21,29.1026
2020-02-22,29.1026
2020-02-23,29.1026
2020-02-24,29.1026
2020-02-25,29.1026
2020-02-26,29.1026
2020-02-27,29.1026
2020-02-28,29.1026
2020-02-29,29.1026
2020-03-01,29.1026
2020-03-02,29.1026
2020-03-03,29.1026
2020-03-04,29.1026
2020-03-05,29.1026
2020-03-06,29.1026
2020-03-07,29.1026
2020-03-08,29.1026
2020-03-09,29.1026
2020-03-10,29.1026
2020-03-11,29.1026
2020-03-12,29.1026
2020-03-13,29.1026
2020-03-14,29.1026
2020-03-15,29.1026
2020-03-16,29.1026
2020-03-17,29.1026
2020-03-18,29.1026
2020-03-19,29.1026
2020-03-20,29.1026
2020-03-21,29.1026
2020-03-22,29.1026
2020-03-23,29.1026
2020-03-24,29.1026
2020-03-25,29.1026
2020-03-26,29.1026
2020-03-27,29.1026
2020-03-28,29.1026
2020-03-29,29.1026
2020-03-30,29.1026
2020-03-31,39.3726
2020-04-01,39.3726
2020-04-02,39.3726
2020-04-03,39.3726
2020-04-04,39.3726
2020-04-05,39.3726
2020-04-06,39.3726
2020-04-07,39.3726
2020-04-08,39.3726
2020-04-09,39.3726
2020-04-10,39.3726
2020-04-11,39.3726
2020-04-12,39.3726
2020-04-13,39.3726
2020-04-14,39.3726
2020-04-15,39.3726
2020-04-16,39.3726
2020-04-17,39.3726
2020-04-18,39.3726
2020-04-19,39.3726
2020-04-20,39.3726
2020-04-21,39.3726
2020-04-22,39.3726
2020-04-23,39.3726
2020-04-24,39.3726
2020-04-25,39.3726
2020-04-26,39.3726
2020-04-27,39.3726
2020-04-28,39.3726
2020-04-29,39.3726
2020-04-30,39.3726
2020-05-01,39.3726
2020-05-02,39.3726
2020-05-03,39.3726
2020-05-04,39.3726
2020-05-05,39.3726
2020-05-06,39.3726
2020-05-07,39.3726
2020-05-08,39.3726
2020-05-09,39.3726
2020-05-10,39.3726
2020-05-11,39.3726
2020-05-12,39.3726
2020-05-13,39.3726
2020-05-14,39.3726
2020-05-15,39.3726
2020-05-16,39.3726
2020-05-17,39.3726
2020-05-18,39.3726
2020-05-19,39.3726
2020-05-20,39.3726
2020-05-21,39.3726
2020-05-22,39.3726
2020-05-23,39.3726
2020-05-24,39.3726
2020-05-25,39.3726
2020-05-26,39.3726
2020-05-27,39.3726
2020-05-28,39.3726
2020-05-29,39.3726
2020-05-30,39.3726
2020-05-31,39.3726
2020-06-01,39.3726
2020-06-02,39.3726
2020-06-03,39.3726
2020-06-04,39.3726
2020-06-05,39.3726
2020-06-06,39.3726
2020-06-07,39.3726
2020-06-08,39.3726
2020-06-09,39.3726
2020-06-10,39.3726
2020-06-11,39.3726
2020-06-12,39.3726
2020-06-13,39.3726
2020-06-14,39.3726
2020-06-15,39.3726
2020-06-16,39.3726
2020-06-17,39.3726
2020-06-18,39.3726
2020-06-19,39.3726
2020-06-20,39.3726
2020-06-21,39.3726
2020-06-22,39.3726
2020-06-23,39.3726
2020-06-24,39.3726
2020-06-25,39.3726
2020-06-26,39.3726
2020-06-27,39.3726
2020-06-28,39.3726
2020-06-29,39.3726
2020-06-30,30.8814
2020-07-01,30.8814
2020-07-02,30.8814
2020-07-03,30.8814
2020-07-04,30.8814
2020-07-05,30.8814
2020-07-06,30.8814
2020-07-07,30.8814
2020-07-08,30.8814
2020-07-09,30.8814
2020-07-10,30.8814
2020-07-11,30.8814
2020-07-12,30.8814
2020-07-13,30.8814
2020-07-14,30.8814
2020-07-15,30.8814
2020-07-16,30.8814
2020-07-17,30.8814
2020-07-18,30.8814
2020-07-19,30.8814
2020-07-20,30.8814
2020-07-21,30.8814
2020-07-22,30.8814
2020-07-23,30.8814
2020-07-24,30.8814
2020-07-25,30.8814
2020-07-26,30.8814
2020-07-27,30.8814
2020-07-28,30.8814
2020-07-29,30.8814
2020-07-30,30.8814
2020-07-31,30.8814
2020-08-01,30.8814
2020-08-02,30.8814
2020-08-03,30.8814
2020-08-04,30.8814
2020-08-05,30.8814
2020-08-06,30.8814
2020-08-07,30.8814
2020-08-08,30.8814
2020-08-09,30.8814
2020-08-10,30.8814
2020-08-11,30.8814
2020-08-12,30.8814
2020-08-13,30.8814
2020-08-14,30.8814
2020-08-15,30.8814
2020-08-16,30.8814
2020-08-17,30.8814
2020-08-18,30.8814
2020-08-19,30.8814
2020-08-20,30.8814
2020-08-21,30.8814
2020-08-22,30.8814
2020-08-23,30.8814
2020-08-24,30.8814
2020-08-25,30.8814
2020-08-26,30.8814
2020-08-27,30.8814
2020-08-28,30.8814
2020-08-29,30.8814
2020-08-30,30.8814
2020-08-31,30.8814
2020-09-01,30.8814
2020-09-02,30.8814
2020-09-03,30.8814
2020-09-04,30.8814
2020-09-05,30.8814
2020-09-06,30.8814
2020-09-07,30.8814
2020-09-08,30.8814
2020-09-09,30.8814
2020-09-10,30.8814
2020-09-11,30.8814
2020-09-12,30.8814
2020-09-13,30.8814
2020-09-14,30.8814
2020-09-15,30.8814
2020-09-16,30.8814
2020-09-17,30.8814
2020-09-18,30.8814
2020-09-19,30.8814
2020-09-20,30.8814
2020-09-21,30.8814
2020-09-22,30.8814
2020-09-23,30.8814
2020-09-24,30.8814
2020-09-25,30.8814
2020-09-26,30.8814
2020-09-27,30.8814
2020-09-28,30.8814
2020-09-29,30.8814
2020-09-30,29.3972
2020-10-01,29.3972
2020-10-02,29.3972
2020-10-03,29.3972
2020-10-04,29.3972
2020-10-05,29.3972
2020-10-06,29.3972
2020-10-07,29.3972
2020-10-08,29.3972
2020-10-09,29.3972
2020-10-10,29.3972
2020-10-11,29.3972
2020-10-12,29.3972
2020-10-13,29.3972
2020-10-14,29.3972
2020-10-15,29.3972
2020-10-16,29.3972
2020-10-17,29.3972
2020-10-18,29.3972
2020-10-19,29.3972
2020-10-20,29.3972
2020-10-21,29.3972
2020-10-22,29.3972
2020-10-23,29.3972
2020-10-24,29.3972
2020-10-25,29.3972
2020-10-26,29.3972
2020-10-27,29.3972
2020-10-28,29.3972
2020-10-29,29.3972
2020-10-30,29.3972
2020-10-31,29.3972
2020-11-01,29.3972
2020-11-02,29.3972
2020-11-03,29.3972
2020-11-04,29.3972
2020-11-05,29.3972
2020-11-06,29.3972
2020-11-07,29.3972
2020-11-08,29.3972
2020-11-09,29.3972
2020-11-10,29.3972
2020-11-11,29.3972
2020-11-12,29.3972
2020-11-13,29.3972
2020-11-14,29.3972
2020-11-15,29.3972
2020-11-16,29.3972
2020-11-17,29.3972
2020-11-18,29.3972
2020-11-19,29.3972
2020-11-20,29.3972
2020-11-21,29.3972
2020-11-22,29.3972
2020-11-23,29.3972
2020-11-24,29.3972
2020-11-25,29.3972
2020-11-26,29.3972
2020-11-27,29.3972
2020-11-28,29.3972
2020-11-29,29.3972
2020-11-30,29.3972
2020-12-01,29.3972
2020-12-02,29.3972
2020-12-03,29.3972
2020-12-04,29.3972
2020-12-05,29.3972
2020-12-06,29.3972
2020-12-07,29.3972
2020-12-08,29.3972
2020-12-09,29.3972
2020-12-10,29.3972
2020-12-11,29.3972
2020-12-12,29.3972
2020-12-13,29.3972
2020-12-14,29.3972
2020-12-15,29.3972
2020-12-16,29.3972
2020-12-17,29.3972
2020-12-18,29.3972
2020-12-19,29.3972
2020-12-20,29.3972
2020-12-21,29.3972
2020-12-22,29.3972
2020-12-23,29.3972
2020-12-24,29.3972
2020-12-25,29.3972
2020-12-26,29.3972
2020-12-27,29.3972
2020-12-28,29.3972
2020-12-29,29.3972
2020-12-30,29.3972
2020-12-31,7.9079
2021-01-01,7.9079
2021-01-02,7.9079
2021-01-03,7.9079
2021-01-04,7.9079
2021-01-05,7.9079
2021-01-06,7.9079
2021-01-07,7.9079
2021-01-08,7.9079
2021-01-09,7.9079
2021-01-10,7.9079
2021-01-11,7.9079
2021-01-12,7.9079
2021-01-13,7.9079
2021-01-14,7.9079
2021-01-15,7.9079
2021-01-16,7.9079
2021-01-17,7.9079
2021-01-18,7.9079
2021-01-19,7.9079
2021-01-20,7.9079
2021-01-21,7.9079
2021-01-22,7.9079
2021-01-23,7.9079
2021-01-24,7.9079
2021-01-25,7.9079
2021-01-26,7.9079
2021-01-27,7.9079
2021-01-28,7.9079
2021-01-29,7.9079
2021-01-30,7.9079
2021-01-31,7.9079
2021-02-01,7.9079
2021-02-02,7.9079
2021-02-03,7.9079
2021-02-04,7.9079
2021-02-05,7.9079
2021-02-06,7.9079
2021-02-07,7.9079
2021-02-08,7.9079
2021-02-09,7.9079
2021-02-10,7.9079
2021-02-11,7.9079
2021-02-12,7.9079
2021-02-13,7.9079
2021-02-14,7.9079
2021-02-15,7.9079
2021-02-16,7.9079
2021-02-17,7.9079
2021-02-18,7.9079
2021-02-19,7.9079
2021-02-20,7.9079
2021-02-21,7.9079
2021-02-22,7.9079
2021-02-23,7.9079
2021-02-24,7.9079
2021-02-25,7.9079
2021-02-26,7.9079
2021-02-27,7.9079
2021-02-28,7.9079
2021-03-01,7.9079
2021-03-02,7.9079
2021-03-03,7.9079
2021-03-04,7.9079
2021-03-05,7.9079
2021-03-06,7.9079
2021-03-07,7.9079
2021-03-08,7.9079
2021-03-09,7.9079
2021-03-10,7.9079
2021-03-11,7.9079
2021-03-12,7.9079
2021-03-13,7.9079
2021-03-14,7.9079
2021-03-15,7.9079
2021-03-16,7.9079
2021-03-17,7.9079
2021-03-18,7.9079
2021-03-19,7.9079
2021-03-20,7.9079
2021-03-21,7.9079
2021-03-22,7.9079
2021-03-23,7.9079
2021-03-24,7.9079
2021-03-25,7.9079
2021-03-26,7.9079
2021-03-27,7.9079
2021-03-28,7.9079
2021-03-29,7.9079
2021-03-30,7.9079
2021-03-31,9.6715
2021-04-01,9.6715
2021-04-02,9.6715
2021-04-03,9.6715
2021-04-04,9.6715
2021-04-05,9.6715
2021-04-06,9.6715
2021-04-07,9.6715
2021-04-08,9.6715
2021-04-09,9.6715
2021-04-10,9.6715
2021-04-11,9.6715
2021-04-12,9.6715
2021-04-13,9.6715
2021-04-14,9.6715
2021-04-15,9.6715
2021-04-16,9.6715
2021-04-17,9.6715
2021-04-18,9.6715
2021-04-19,9.6715
2021-04-20,9.6715
2021-04-21,9.6715
2021-04-22,9.6715
2021-04-23,9.6715
2021-04-24,9.6715
2021-04-25,9.6715
2021-04-26,9.6715
2021-04-27,9.6715
2021-04-28,9.6715
2021-04-29,9.6715
2021-04-30,9.6715
2021-05-01,9.6715
2021-05-02,9.6715
2021-05-03,9.6715
2021-05-04,9.6715
2021-05-05,9.6715
2021-05-06,9.6715
2021-05-07,9.6715
2021-05-08,9.6715
2021-05-09,9.6715
2021-05-10,9.6715
2021-05-11,9.6715
2021-05-12,9.6715
2021-05-13,9.6715
2021-05-14,9.6715
2021-05-15,9.6715
2021-05-16,9.6715
2021-05-17,9.6715
2021-05-18,9.6715
2021-05-19,9.6715
2021-05-20,9.6715
2021-05-21,9.6715
2021-05-22,9.6715
2021-05-23,9.6715
2021-05-24,9.6715
2021-05-25,9.6715
2021-05-26,9.6715
2021-05-27,9.6715
2021-05-28,9.6715
2021-05-29,9.6715
2021-05-30,9.6715
2021-05-31,9.6715
2021-06-01,9.6715
2021-06-02,9.6715
2021-06-03,9.6715
2021-06-04,9.6715
2021-06-05,9.6715
2021-06-06,9.6715
2021-06-07,9.6715
2021-06-08,9.6715
2021-06-09,9.6715
2021-06-10,9.6715
2021-06-11,9.6715
2021-06-12,9.6715
2021-06-13,9.6715
2021-06-14,9.6715
2021-06-15,9.6715
2021-06-16,9.6715
2021-06-17,9.6715
2021-06-18,9.6715
2021-06-19,9.6715
2021-06-20,9.6715
2021-06-21,9.6715
2021-06-22,9.6715
2021-06-23,9.6715
2021-06-24,9.6715
2021-06-25,9.6715
2021-06-26,9.6715
2021-06-27,9.6715
2021-06-28,9.6715
2021-06-29,9.6715
2021-06-30,18.0435
2021-07-01,18.0435
2021-07-02,18.0435
2021-07-03,18.0435
2021-07-04,18.0435
2021-07-05,18.0435
2021-07-06,18.0435
2021-07-07,18.0435
2021-07-08,18.0435
2021-07-09,18.0435
2021-07-10,18.0435
2021-07-11,18.0435
2021-07-12,18.0435
2021-07-13,18.0435
2021-07-14,18.0435
2021-07-15,18.0435
2021-07-16,18.0435
2021-07-17,18.0435
2021-07-18,18.0435
2021-07-19,18.0435
2021-07-20,18.0435
2021-07-21,18.0435
2021-07-22,18.0435
2021-07-23,18.0435
2021-07-24,18.0435
2021-07-25,18.0435
2021-07-26,18.0435
2021-07-27,18.0435
2021-07-28,18.0435
2021-07-29,18.0435
2021-07-30,18.0435
2021-07-31,18.0435
2021-08-01,18.0435
2021-08-02,18.0435
2021-08-03,18.0435
2021-08-04,18.0435
2021-08-05,18.0435
2021-08-06,18.0435
2021-08-07,18.0435
2021-08-08,18.0435
2021-08-09,18.0435
2021-08-10,18.0435
2021-08-11,18.0435
2021-08-12,18.0435
2021-08-13,18.0435
2021-08-14,18.0435
2021-08-15,18.0435
2021-08-16,18.0435
2021-08-17,18.0435
2021-08-18,18.0435
2021-08-19,18.0435
2021-08-20,18.0435
2021-08-21,18.0435
2021-08-22,18.0435
2021-08-23,18.0435
2021-08-24,18.0435
2021-08-25,18.0435
2021-08-26,18.0435
2021-08-27,18.0435
2021-08-28,18.0435
2021-08-29,18.0435
2021-08-30,18.0435
2021-08-31,18.0435
2021-09-01,18.0435
2021-09-02,18.0435
2021-09-03,18.0435
2021-09-04,18.0435
2021-09-05,18.0435
2021-09-06,18.0435
2021-09-07,18.0435
2021-09-08,18.0435
2021-09-09,18.0435
2021-09-10,18.0435
2021-09-11,18.0435
2021-09-12,18.0435
2021-09-13,18.0435
2021-09-14,18.0435
2021-09-15,18.0435
2021-09-16,18.0435
2021-09-17,18.0435
2021-09-18,18.0435
2021-09-19,18.0435
2021-09-20,18.0435
2021-09-21,18.0435
2021-09-22,18.0435
2021-09-23,18.0435
2021-09-24,18.0435
2021-09-25,18.0435
2021-09-26,18.0435
2021-09-27,18.0435
2021-09-28,18.0435
2021-09-29,18.0435
2021-09-30,28.7707
2021-10-01,28.7707
2021-10-02,28.7707
2021-10-03,28.7707
2021-10-04,28.7707
2021-10-05,28.7707
2021-10-06,28.7707
2021-10-07,28.7707
2021-10-08,28.7707
2021-10-09,28.7707
2021-10-10,28.7707
2021-10-11,28.7707
2021-10-12,28.7707
2021-10-13,28.7707
2021-10-14,28.7707
2021-10-15,28.7707
2021-10-16,28.7707
2021-10-17,28.7707
2021-10-18,28.7707
2021-10-19,28.7707
2021-10-20,28.7707
2021-10-21,28.7707
2021-10-22,28.7707
2021-10-23,28.7707
2021-10-24,28.7707
2021-10-25,28.7707
2021-10-26,28.7707
2021-10-27,28.7707
2021-10-28,28.7707
2021-10-29,28.7707
2021-10-30,28.7707
2021-10-31,28.7707
2021-11-01,28.7707
2021-11-02,28.7707
2021-11-03,28.7707
2021-11-04,28.7707
2021-11-05,28.7707
2021-11-06,28.7707
2021-11-07,28.7707
2021-11-08,28.7707
2021-11-09,28.7707
2021-11-10,28.7707
2021-11-11,28.7707
2021-11-12,28.7707
2021-11-13,28.7707
2021-11-14,28.7707
2021-11-15,28.7707
2021-11-16,28.7707
2021-11-17,28.7707
2021-11-18,28.7707
2021-11-19,28.7707
2021-11-20,28.7707
2021-11-21,28.7707
2021-11-22,28.7707
2021-11-23,28.7707
2021-11-24,28.7707
2021-11-25,28.7707
2021-11-26,28.7707
2021-11-27,28.7707
2021-11-28,28.7707
2021-11-29,28.7707
2021-11-30,28.7707
2021-12-01,28.7707
2021-12-02,28.7707
2021-12-03,28.7707
2021-12-04,28.7707
2021-12-05,28.7707
2021-12-06,28.7707
2021-12-07,28.7707
2021-12-08,28.7707
2021-12-09,28.7707
2021-12-10,28.7707
2021-12-11,28.7707
2021-12-12,28.7707
2021-12-13,28.7707
2021-12-14,28.7707
2021-12-15,28.7707
2021-12-16,28.7707
2021-12-17,28.7707
2021-12-18,28.7707
2021-12-19,28.7707
2021-12-20,28.7707
2021-12-21,28.7707
2021-12-22,28.7707
2021-12-23,28.7707
2021-12-24,28.7707
2021-12-25,28.7707
2021-12-26,28.7707
2021-12-27,28.7707
2021-12-28,28.7707
2021-12-29,28.7707
2021-12-30,28.7707
2021-12-31,24.5522
2022-01-01,24.5522
2022-01-02,24.5522
2022-01-03,24.5522
2022-01-04,24.5522
2022-01-05,24.5522
2022-01-06,24.5522
2022-01-07,24.5522
2022-01-08,24.5522
2022-01-09,24.5522
2022-01-10,24.5522
2022-01-11,24.5522
2022-01-12,24.5522
2022-01-13,24.5522
2022-01-14,24.5522
2022-01-15,24.5522
2022-01-16,24.5522
2022-01-17,24.5522
2022-01-18,24.5522
2022-01-19,24.5522
2022-01-20,24.5522
2022-01-21,24.5522
2022-01-22,24.5522
2022-01-23,24.5522
2022-01-24,24.5522
2022-01-25,24.5522
2022-01-26,24.5522
2022-01-27,24.5522
2022-01-28,24.5522
2022-01-29,24.5522
2022-01-30,24.5522
2022-01-31,24.5522
2022-02-01,24.5522
2022-02-02,24.5522
2022-02-03,24.5522
2022-02-04,24.5522
2022-02-05,24.5522
2022-02-06,24.5522
2022-02-07,24.5522
2022-02-08,24.5522
2022-02-09,24.5522
2022-02-10,24.5522
2022-02-11,24.5522
2022-02-12,24.5522
2022-02-13,24.5522
2022-02-14,24.5522
2022-02-15,24.5522
2022-02-16,24.5522
2022-02-17,24.5522
2022-02-18,24.5522
2022-02-19,24.5522
2022-02-20,24.5522
2022-02-21,24.5522
2022-02-22,24.5522
2022-02-23,24.5522
2022-02-24,24.5522
2022-02-25,24.5522
2022-02-26,24.5522
2022-02-27,24.5522
2022-02-28,24.5522
2022-03-01,24.5522
2022-03-02,24.5522
2022-03-03,24.5522
2022-03-04,24.5522
2022-03-05,24.5522
2022-03-06,24.5522
2022-03-07,24.5522
2022-03-08,24.5522
2022-03-09,24.5522
2022-03-10,24.5522
2022-03-11,24.5522
2022-03-12,24.5522
2022-03-13,24.5522
2022-03-14,24.5522
2022-03-15,24.5522
2022-03-16,24.5522
2022-03-17,24.5522
2022-03-18,24.5522
2022-03-19,24.5522
2022-03-20,24.5522
2022-03-21,24.5522
2022-03-22,24.5522
2022-03-23,24.5522
2022-03-24,24.5522
2022-03-25,24.5522
2022-03-26,24.5522
2022-03-27,24.5522
2022-03-28,24.5522
2022-03-29,24.5522
2022-03-30,24.5522
2022-03-31,42.0263
2022-04-01,42.0263
2022-04-02,42.0263
2022-04-03,42.0263
2022-04-04,42.0263
2022-04-05,42.0263
2022-04-06,42.0263
2022-04-07,42.0263
2022-04-08,42.0263
2022-04-09,42.0263
2022-04-10,42.0263
2022-04-11,42.0263
2022-04-12,42.0263
2022-04-13,42.0263
2022-04-14,42.0263
2022-04-15,42.0263
2022-04-16,42.0263
2022-04-17,42.0263
2022-04-18,42.0263
2022-04-19,42.0263
2022-04-20,42.0263
2022-04-21,42.0263
2022-04-22,42.0263
2022-04-23,42.0263
2022-04-24,42.0263
2022-04-25,42.0263
2022-04-26,42.0263
2022-04-27,42.0263
2022-04-28,42.0263
2022-04-29,42.0263
2022-04-30,42.0263
2022-05-01,42.0263
2022-05-02,42.0263
2022-05-03,42.0263
2022-05-04,42.0263
2022-05-05,42.0263
2022-05-06,42.0263
2022-05-07,42.0263
2022-05-08,42.0263
2022-05-09,42.0263
2022-05-10,42.0263
2022-05-11,42.0263
2022-05-12,42.0263
2022-05-13,42.0263
2022-05-14,42.0263
2022-05-15,42.0263
2022-05-16,42.0263
2022-05-17,42.0263
2022-05-18,42.0263
2022-05-19,42.0263
2022-05-20,42.0263
2022-05-21,42.0263
2022-05-22,42.0263
2022-05-23,42.0263
2022-05-24,42.0263
2022-05-25,42.0263
2022-05-26,42.0263
2022-05-27,42.0263
2022-05-28,42.0263
2022-05-29,42.0263
2022-05-30,42.0263
2022-05-31,42.0263
2022-06-01,42.0263
2022-06-02,42.0263
2022-06-03,42.0263
2022-06-04,42.0263
2022-06-05,42.0263
2022-06-06,42.0263
2022-06-07,42.0263
2022-06-08,42.0263
2022-06-09,42.0263
2022-06-10,42.0263
2022-06-11,42.0263
2022-06-12,42.0263
2022-06-13,42.0263
2022-06-14,42.0263
2022-06-15,42.0263
2022-06-16,42.0263
2022-06-17,42.0263
2022-06-18,42.0263
2022-06-19,42.0263
2022-06-20,42.0263
2022-06-21,42.0263
2022-06-22,42.0263
2022-06-23,42.0263
2022-06-24,42.0263
2022-06-25,42.0263
2022-06-26,42.0263
2022-06-27,42.0263
2022-06-28,42.0263
2022-06-29,42.0263
2022-06-30,47.6235
2022-07-01,47.6235
2022-07-02,47.6235
2022-07-03,47.6235
2022-07-04,47.6235
2022-07-05,47.6235
2022-07-06,47.6235
2022-07-07,47.6235
2022-07-08,47.6235
2022-07-09,47.6235
2022-07-10,47.6235
2022-07-11,47.6235
2022-07-12,47.6235
2022-07-13,47.6235
2022-07-14,47.6235
2022-07-15,47.6235
2022-07-16,47.6235
2022-07-17,47.6235
2022-07-18,47.6235
2022-07-19,47.6235
2022-07-20,47.6235
2022-07-21,47.6235
2022-07-22,47.6235
2022-07-23,47.6235
2022-07-24,47.6235
2022-07-25,47.6235
2022-07-26,47.6235
2022-07-27,47.6235
2022-07-28,47.6235
2022-07-29,47.6235
2022-07-30,47.6235
2022-07-31,47.6235
2022-08-01,47.6235
2022-08-02,47.6235
2022-08-03,47.6235
2022-08-04,47.6235
2022-08-05,47.6235
2022-08-06,47.6235
2022-08-07,47.6235
2022-08-08,47.6235
2022-08-09,47.6235
2022-08-10,47.6235
2022-08-11,47.6235
2022-08-12,47.6235
2022-08-13,47.6235
2022-08-14,47.6235
2022-08-15,47.6235
2022-08-16,47.6235
2022-08-17,47.6235
2022-08-18,47.6235
2022-08-19,47.6235
2022-08-20,47.6235
2022-08-21,47.6235
2022-08-22,47.6235
2022-08-23,47.6235
2022-08-24,47.6235
2022-08-25,47.6235
2022-08-26,47.6235
2022-08-27,47.6235
2022-08-28,47.6235
2022-08-29,47.6235
2022-08-30,47.6235
2022-08-31,47.6235
2022-09-01,47.6235
2022-09-02,47.6235
2022-09-03,47.6235
2022-09-04,47.6235
2022-09-05,47.6235
2022-09-06,47.6235
2022-09-07,47.6235
2022-09-08,47.6235
2022-09-09,47.6235
2022-09-10,47.6235
2022-09-11,47.6235
2022-09-12,47.6235
2022-09-13,47.6235
2022-09-14,47.6235
2022-09-15,47.6235
2022-09-16,47.6235
2022-09-17,47.6235
2022-09-18,47.6235
2022-09-19,47.6235
2022-09-20,47.6235
2022-09-21,47.6235
2022-09-22,47.6235
2022-09-23,47.6235
2022-09-24,47.6235
2022-09-25,47.6235
