,1928 HK Equity
2019-08-26,56.4324
2019-08-27,56.4324
2019-08-28,56.4324
2019-08-29,56.4324
2019-08-30,56.4324
2019-08-31,56.4324
2019-09-01,56.4324
2019-09-02,56.4324
2019-09-03,56.4324
2019-09-04,56.4324
2019-09-05,56.4324
2019-09-06,56.4324
2019-09-07,56.4324
2019-09-08,56.4324
2019-09-09,56.4324
2019-09-10,56.4324
2019-09-11,56.4324
2019-09-12,56.4324
2019-09-13,56.4324
2019-09-14,56.4324
2019-09-15,56.4324
2019-09-16,56.4324
2019-09-17,56.4324
2019-09-18,56.4324
2019-09-19,56.4324
2019-09-20,56.4324
2019-09-21,56.4324
2019-09-22,56.4324
2019-09-23,56.4324
2019-09-24,56.4324
2019-09-25,56.4324
2019-09-26,56.4324
2019-09-27,56.4324
2019-09-28,56.4324
2019-09-29,56.4324
2019-09-30,56.4324
2019-10-01,56.4324
2019-10-02,56.4324
2019-10-03,56.4324
2019-10-04,56.4324
2019-10-05,56.4324
2019-10-06,56.4324
2019-10-07,56.4324
2019-10-08,56.4324
2019-10-09,56.4324
2019-10-10,56.4324
2019-10-11,56.4324
2019-10-12,56.4324
2019-10-13,56.4324
2019-10-14,56.4324
2019-10-15,56.4324
2019-10-16,56.4324
2019-10-17,56.4324
2019-10-18,56.4324
2019-10-19,56.4324
2019-10-20,56.4324
2019-10-21,56.4324
2019-10-22,56.4324
2019-10-23,56.4324
2019-10-24,56.4324
2019-10-25,56.4324
2019-10-26,56.4324
2019-10-27,56.4324
2019-10-28,56.4324
2019-10-29,56.4324
2019-10-30,56.4324
2019-10-31,56.4324
2019-11-01,56.4324
2019-11-02,56.4324
2019-11-03,56.4324
2019-11-04,56.4324
2019-11-05,56.4324
2019-11-06,56.4324
2019-11-07,56.4324
2019-11-08,56.4324
2019-11-09,56.4324
2019-11-10,56.4324
2019-11-11,56.4324
2019-11-12,56.4324
2019-11-13,56.4324
2019-11-14,56.4324
2019-11-15,56.4324
2019-11-16,56.4324
2019-11-17,56.4324
2019-11-18,56.4324
2019-11-19,56.4324
2019-11-20,56.4324
2019-11-21,56.4324
2019-11-22,56.4324
2019-11-23,56.4324
2019-11-24,56.4324
2019-11-25,56.4324
2019-11-26,56.4324
2019-11-27,56.4324
2019-11-28,56.4324
2019-11-29,56.4324
2019-11-30,56.4324
2019-12-01,56.4324
2019-12-02,56.4324
2019-12-03,56.4324
2019-12-04,56.4324
2019-12-05,56.4324
2019-12-06,56.4324
2019-12-07,56.4324
2019-12-08,56.4324
2019-12-09,56.4324
2019-12-10,56.4324
2019-12-11,56.4324
2019-12-12,56.4324
2019-12-13,56.4324
2019-12-14,56.4324
2019-12-15,56.4324
2019-12-16,56.4324
2019-12-17,56.4324
2019-12-18,56.4324
2019-12-19,56.4324
2019-12-20,56.4324
2019-12-21,56.4324
2019-12-22,56.4324
2019-12-23,56.4324
2019-12-24,56.4324
2019-12-25,56.4324
2019-12-26,56.4324
2019-12-27,56.4324
2019-12-28,56.4324
2019-12-29,56.4324
2019-12-30,56.4324
2019-12-31,45.9176
2020-01-01,45.9176
2020-01-02,45.9176
2020-01-03,45.9176
2020-01-04,45.9176
2020-01-05,45.9176
2020-01-06,45.9176
2020-01-07,45.9176
2020-01-08,45.9176
2020-01-09,45.9176
2020-01-10,45.9176
2020-01-11,45.9176
2020-01-12,45.9176
2020-01-13,45.9176
2020-01-14,45.9176
2020-01-15,45.9176
2020-01-16,45.9176
2020-01-17,45.9176
2020-01-18,45.9176
2020-01-19,45.9176
2020-01-20,45.9176
2020-01-21,45.9176
2020-01-22,45.9176
2020-01-23,45.9176
2020-01-24,45.9176
2020-01-25,45.9176
2020-01-26,45.9176
2020-01-27,45.9176
2020-01-28,45.9176
2020-01-29,45.9176
2020-01-30,45.9176
2020-01-31,45.9176
2020-02-01,45.9176
2020-02-02,45.9176
2020-02-03,45.9176
2020-02-04,45.9176
2020-02-05,45.9176
2020-02-06,45.9176
2020-02-07,45.9176
2020-02-08,45.9176
2020-02-09,45.9176
2020-02-10,45.9176
2020-02-11,45.9176
2020-02-12,45.9176
2020-02-13,45.9176
2020-02-14,45.9176
2020-02-15,45.9176
2020-02-16,45.9176
2020-02-17,45.9176
2020-02-18,45.9176
2020-02-19,45.9176
2020-02-20,45.9176
2020-02-21,45.9176
2020-02-22,45.9176
2020-02-23,45.9176
2020-02-24,45.9176
2020-02-25,45.9176
2020-02-26,45.9176
2020-02-27,45.9176
2020-02-28,45.9176
2020-02-29,45.9176
2020-03-01,45.9176
2020-03-02,45.9176
2020-03-03,45.9176
2020-03-04,45.9176
2020-03-05,45.9176
2020-03-06,45.9176
2020-03-07,45.9176
2020-03-08,45.9176
2020-03-09,45.9176
2020-03-10,45.9176
2020-03-11,45.9176
2020-03-12,45.9176
2020-03-13,45.9176
2020-03-14,45.9176
2020-03-15,45.9176
2020-03-16,45.9176
2020-03-17,45.9176
2020-03-18,45.9176
2020-03-19,45.9176
2020-03-20,45.9176
2020-03-21,45.9176
2020-03-22,45.9176
2020-03-23,45.9176
2020-03-24,45.9176
2020-03-25,45.9176
2020-03-26,45.9176
2020-03-27,45.9176
2020-03-28,45.9176
2020-03-29,45.9176
2020-03-30,45.9176
2020-03-31,45.9176
2020-04-01,45.9176
2020-04-02,45.9176
2020-04-03,45.9176
2020-04-04,45.9176
2020-04-05,45.9176
2020-04-06,45.9176
2020-04-07,45.9176
2020-04-08,45.9176
2020-04-09,45.9176
2020-04-10,45.9176
2020-04-11,45.9176
2020-04-12,45.9176
2020-04-13,45.9176
2020-04-14,45.9176
2020-04-15,45.9176
2020-04-16,45.9176
2020-04-17,45.9176
2020-04-18,45.9176
2020-04-19,45.9176
2020-04-20,45.9176
2020-04-21,45.9176
2020-04-22,45.9176
2020-04-23,45.9176
2020-04-24,45.9176
2020-04-25,45.9176
2020-04-26,45.9176
2020-04-27,45.9176
2020-04-28,45.9176
2020-04-29,45.9176
2020-04-30,45.9176
2020-05-01,45.9176
2020-05-02,45.9176
2020-05-03,45.9176
2020-05-04,45.9176
2020-05-05,45.9176
2020-05-06,45.9176
2020-05-07,45.9176
2020-05-08,45.9176
2020-05-09,45.9176
2020-05-10,45.9176
2020-05-11,45.9176
2020-05-12,45.9176
2020-05-13,45.9176
2020-05-14,45.9176
2020-05-15,45.9176
2020-05-16,45.9176
2020-05-17,45.9176
2020-05-18,45.9176
2020-05-19,45.9176
2020-05-20,45.9176
2020-05-21,45.9176
2020-05-22,45.9176
2020-05-23,45.9176
2020-05-24,45.9176
2020-05-25,45.9176
2020-05-26,45.9176
2020-05-27,45.9176
2020-05-28,45.9176
2020-05-29,45.9176
2020-05-30,45.9176
2020-05-31,45.9176
2020-06-01,45.9176
2020-06-02,45.9176
2020-06-03,45.9176
2020-06-04,45.9176
2020-06-05,45.9176
2020-06-06,45.9176
2020-06-07,45.9176
2020-06-08,45.9176
2020-06-09,45.9176
2020-06-10,45.9176
2020-06-11,45.9176
2020-06-12,45.9176
2020-06-13,45.9176
2020-06-14,45.9176
2020-06-15,45.9176
2020-06-16,45.9176
2020-06-17,45.9176
2020-06-18,45.9176
2020-06-19,45.9176
2020-06-20,45.9176
2020-06-21,45.9176
2020-06-22,45.9176
2020-06-23,45.9176
2020-06-24,45.9176
2020-06-25,45.9176
2020-06-26,45.9176
2020-06-27,45.9176
2020-06-28,45.9176
2020-06-29,45.9176
2020-06-30,8.0841
2020-07-01,8.0841
2020-07-02,8.0841
2020-07-03,8.0841
2020-07-04,8.0841
2020-07-05,8.0841
2020-07-06,8.0841
2020-07-07,8.0841
2020-07-08,8.0841
2020-07-09,8.0841
2020-07-10,8.0841
2020-07-11,8.0841
2020-07-12,8.0841
2020-07-13,8.0841
2020-07-14,8.0841
2020-07-15,8.0841
2020-07-16,8.0841
2020-07-17,8.0841
2020-07-18,8.0841
2020-07-19,8.0841
2020-07-20,8.0841
2020-07-21,8.0841
2020-07-22,8.0841
2020-07-23,8.0841
2020-07-24,8.0841
2020-07-25,8.0841
2020-07-26,8.0841
2020-07-27,8.0841
2020-07-28,8.0841
2020-07-29,8.0841
2020-07-30,8.0841
2020-07-31,8.0841
2020-08-01,8.0841
2020-08-02,8.0841
2020-08-03,8.0841
2020-08-04,8.0841
2020-08-05,8.0841
2020-08-06,8.0841
2020-08-07,8.0841
2020-08-08,8.0841
2020-08-09,8.0841
2020-08-10,8.0841
2020-08-11,8.0841
2020-08-12,8.0841
2020-08-13,8.0841
2020-08-14,8.0841
2020-08-15,8.0841
2020-08-16,8.0841
2020-08-17,8.0841
2020-08-18,8.0841
2020-08-19,8.0841
2020-08-20,8.0841
2020-08-21,8.0841
2020-08-22,8.0841
2020-08-23,8.0841
2020-08-24,8.0841
2020-08-25,8.0841
2020-08-26,8.0841
2020-08-27,8.0841
2020-08-28,8.0841
2020-08-29,8.0841
2020-08-30,8.0841
2020-08-31,8.0841
2020-09-01,8.0841
2020-09-02,8.0841
2020-09-03,8.0841
2020-09-04,8.0841
2020-09-05,8.0841
2020-09-06,8.0841
2020-09-07,8.0841
2020-09-08,8.0841
2020-09-09,8.0841
2020-09-10,8.0841
2020-09-11,8.0841
2020-09-12,8.0841
2020-09-13,8.0841
2020-09-14,8.0841
2020-09-15,8.0841
2020-09-16,8.0841
2020-09-17,8.0841
2020-09-18,8.0841
2020-09-19,8.0841
2020-09-20,8.0841
2020-09-21,8.0841
2020-09-22,8.0841
2020-09-23,8.0841
2020-09-24,8.0841
2020-09-25,8.0841
2020-09-26,8.0841
2020-09-27,8.0841
2020-09-28,8.0841
2020-09-29,8.0841
2020-09-30,8.0841
2020-10-01,8.0841
2020-10-02,8.0841
2020-10-03,8.0841
2020-10-04,8.0841
2020-10-05,8.0841
2020-10-06,8.0841
2020-10-07,8.0841
2020-10-08,8.0841
2020-10-09,8.0841
2020-10-10,8.0841
2020-10-11,8.0841
2020-10-12,8.0841
2020-10-13,8.0841
2020-10-14,8.0841
2020-10-15,8.0841
2020-10-16,8.0841
2020-10-17,8.0841
2020-10-18,8.0841
2020-10-19,8.0841
2020-10-20,8.0841
2020-10-21,8.0841
2020-10-22,8.0841
2020-10-23,8.0841
2020-10-24,8.0841
2020-10-25,8.0841
2020-10-26,8.0841
2020-10-27,8.0841
2020-10-28,8.0841
2020-10-29,8.0841
2020-10-30,8.0841
2020-10-31,8.0841
2020-11-01,8.0841
2020-11-02,8.0841
2020-11-03,8.0841
2020-11-04,8.0841
2020-11-05,8.0841
2020-11-06,8.0841
2020-11-07,8.0841
2020-11-08,8.0841
2020-11-09,8.0841
2020-11-10,8.0841
2020-11-11,8.0841
2020-11-12,8.0841
2020-11-13,8.0841
2020-11-14,8.0841
2020-11-15,8.0841
2020-11-16,8.0841
2020-11-17,8.0841
2020-11-18,8.0841
2020-11-19,8.0841
2020-11-20,8.0841
2020-11-21,8.0841
2020-11-22,8.0841
2020-11-23,8.0841
2020-11-24,8.0841
2020-11-25,8.0841
2020-11-26,8.0841
2020-11-27,8.0841
2020-11-28,8.0841
2020-11-29,8.0841
2020-11-30,8.0841
2020-12-01,8.0841
2020-12-02,8.0841
2020-12-03,8.0841
2020-12-04,8.0841
2020-12-05,8.0841
2020-12-06,8.0841
2020-12-07,8.0841
2020-12-08,8.0841
2020-12-09,8.0841
2020-12-10,8.0841
2020-12-11,8.0841
2020-12-12,8.0841
2020-12-13,8.0841
2020-12-14,8.0841
2020-12-15,8.0841
2020-12-16,8.0841
2020-12-17,8.0841
2020-12-18,8.0841
2020-12-19,8.0841
2020-12-20,8.0841
2020-12-21,8.0841
2020-12-22,8.0841
2020-12-23,8.0841
2020-12-24,8.0841
2020-12-25,8.0841
2020-12-26,8.0841
2020-12-27,8.0841
2020-12-28,8.0841
2020-12-29,8.0841
2020-12-30,8.0841
2020-12-31,-47.7804
2021-01-01,-47.7804
2021-01-02,-47.7804
2021-01-03,-47.7804
2021-01-04,-47.7804
2021-01-05,-47.7804
2021-01-06,-47.7804
2021-01-07,-47.7804
2021-01-08,-47.7804
2021-01-09,-47.7804
2021-01-10,-47.7804
2021-01-11,-47.7804
2021-01-12,-47.7804
2021-01-13,-47.7804
2021-01-14,-47.7804
2021-01-15,-47.7804
2021-01-16,-47.7804
2021-01-17,-47.7804
2021-01-18,-47.7804
2021-01-19,-47.7804
2021-01-20,-47.7804
2021-01-21,-47.7804
2021-01-22,-47.7804
2021-01-23,-47.7804
2021-01-24,-47.7804
2021-01-25,-47.7804
2021-01-26,-47.7804
2021-01-27,-47.7804
2021-01-28,-47.7804
2021-01-29,-47.7804
2021-01-30,-47.7804
2021-01-31,-47.7804
2021-02-01,-47.7804
2021-02-02,-47.7804
2021-02-03,-47.7804
2021-02-04,-47.7804
2021-02-05,-47.7804
2021-02-06,-47.7804
2021-02-07,-47.7804
2021-02-08,-47.7804
2021-02-09,-47.7804
2021-02-10,-47.7804
2021-02-11,-47.7804
2021-02-12,-47.7804
2021-02-13,-47.7804
2021-02-14,-47.7804
2021-02-15,-47.7804
2021-02-16,-47.7804
2021-02-17,-47.7804
2021-02-18,-47.7804
2021-02-19,-47.7804
2021-02-20,-47.7804
2021-02-21,-47.7804
2021-02-22,-47.7804
2021-02-23,-47.7804
2021-02-24,-47.7804
2021-02-25,-47.7804
2021-02-26,-47.7804
2021-02-27,-47.7804
2021-02-28,-47.7804
2021-03-01,-47.7804
2021-03-02,-47.7804
2021-03-03,-47.7804
2021-03-04,-47.7804
2021-03-05,-47.7804
2021-03-06,-47.7804
2021-03-07,-47.7804
2021-03-08,-47.7804
2021-03-09,-47.7804
2021-03-10,-47.7804
2021-03-11,-47.7804
2021-03-12,-47.7804
2021-03-13,-47.7804
2021-03-14,-47.7804
2021-03-15,-47.7804
2021-03-16,-47.7804
2021-03-17,-47.7804
2021-03-18,-47.7804
2021-03-19,-47.7804
2021-03-20,-47.7804
2021-03-21,-47.7804
2021-03-22,-47.7804
2021-03-23,-47.7804
2021-03-24,-47.7804
2021-03-25,-47.7804
2021-03-26,-47.7804
2021-03-27,-47.7804
2021-03-28,-47.7804
2021-03-29,-47.7804
2021-03-30,-47.7804
2021-03-31,-47.7804
2021-04-01,-47.7804
2021-04-02,-47.7804
2021-04-03,-47.7804
2021-04-04,-47.7804
2021-04-05,-47.7804
2021-04-06,-47.7804
2021-04-07,-47.7804
2021-04-08,-47.7804
2021-04-09,-47.7804
2021-04-10,-47.7804
2021-04-11,-47.7804
2021-04-12,-47.7804
2021-04-13,-47.7804
2021-04-14,-47.7804
2021-04-15,-47.7804
2021-04-16,-47.7804
2021-04-17,-47.7804
2021-04-18,-47.7804
2021-04-19,-47.7804
2021-04-20,-47.7804
2021-04-21,-47.7804
2021-04-22,-47.7804
2021-04-23,-47.7804
2021-04-24,-47.7804
2021-04-25,-47.7804
2021-04-26,-47.7804
2021-04-27,-47.7804
2021-04-28,-47.7804
2021-04-29,-47.7804
2021-04-30,-47.7804
2021-05-01,-47.7804
2021-05-02,-47.7804
2021-05-03,-47.7804
2021-05-04,-47.7804
2021-05-05,-47.7804
2021-05-06,-47.7804
2021-05-07,-47.7804
2021-05-08,-47.7804
2021-05-09,-47.7804
2021-05-10,-47.7804
2021-05-11,-47.7804
2021-05-12,-47.7804
2021-05-13,-47.7804
2021-05-14,-47.7804
2021-05-15,-47.7804
2021-05-16,-47.7804
2021-05-17,-47.7804
2021-05-18,-47.7804
2021-05-19,-47.7804
2021-05-20,-47.7804
2021-05-21,-47.7804
2021-05-22,-47.7804
2021-05-23,-47.7804
2021-05-24,-47.7804
2021-05-25,-47.7804
2021-05-26,-47.7804
2021-05-27,-47.7804
2021-05-28,-47.7804
2021-05-29,-47.7804
2021-05-30,-47.7804
2021-05-31,-47.7804
2021-06-01,-47.7804
2021-06-02,-47.7804
2021-06-03,-47.7804
2021-06-04,-47.7804
2021-06-05,-47.7804
2021-06-06,-47.7804
2021-06-07,-47.7804
2021-06-08,-47.7804
2021-06-09,-47.7804
2021-06-10,-47.7804
2021-06-11,-47.7804
2021-06-12,-47.7804
2021-06-13,-47.7804
2021-06-14,-47.7804
2021-06-15,-47.7804
2021-06-16,-47.7804
2021-06-17,-47.7804
2021-06-18,-47.7804
2021-06-19,-47.7804
2021-06-20,-47.7804
2021-06-21,-47.7804
2021-06-22,-47.7804
2021-06-23,-47.7804
2021-06-24,-47.7804
2021-06-25,-47.7804
2021-06-26,-47.7804
2021-06-27,-47.7804
2021-06-28,-47.7804
2021-06-29,-47.7804
2021-06-30,-55.3717
2021-07-01,-55.3717
2021-07-02,-55.3717
2021-07-03,-55.3717
2021-07-04,-55.3717
2021-07-05,-55.3717
2021-07-06,-55.3717
2021-07-07,-55.3717
2021-07-08,-55.3717
2021-07-09,-55.3717
2021-07-10,-55.3717
2021-07-11,-55.3717
2021-07-12,-55.3717
2021-07-13,-55.3717
2021-07-14,-55.3717
2021-07-15,-55.3717
2021-07-16,-55.3717
2021-07-17,-55.3717
2021-07-18,-55.3717
2021-07-19,-55.3717
2021-07-20,-55.3717
2021-07-21,-55.3717
2021-07-22,-55.3717
2021-07-23,-55.3717
2021-07-24,-55.3717
2021-07-25,-55.3717
2021-07-26,-55.3717
2021-07-27,-55.3717
2021-07-28,-55.3717
2021-07-29,-55.3717
2021-07-30,-55.3717
2021-07-31,-55.3717
2021-08-01,-55.3717
2021-08-02,-55.3717
2021-08-03,-55.3717
2021-08-04,-55.3717
2021-08-05,-55.3717
2021-08-06,-55.3717
2021-08-07,-55.3717
2021-08-08,-55.3717
2021-08-09,-55.3717
2021-08-10,-55.3717
2021-08-11,-55.3717
2021-08-12,-55.3717
2021-08-13,-55.3717
2021-08-14,-55.3717
2021-08-15,-55.3717
2021-08-16,-55.3717
2021-08-17,-55.3717
2021-08-18,-55.3717
2021-08-19,-55.3717
2021-08-20,-55.3717
2021-08-21,-55.3717
2021-08-22,-55.3717
2021-08-23,-55.3717
2021-08-24,-55.3717
2021-08-25,-55.3717
2021-08-26,-55.3717
2021-08-27,-55.3717
2021-08-28,-55.3717
2021-08-29,-55.3717
2021-08-30,-55.3717
2021-08-31,-55.3717
2021-09-01,-55.3717
2021-09-02,-55.3717
2021-09-03,-55.3717
2021-09-04,-55.3717
2021-09-05,-55.3717
2021-09-06,-55.3717
2021-09-07,-55.3717
2021-09-08,-55.3717
2021-09-09,-55.3717
2021-09-10,-55.3717
2021-09-11,-55.3717
2021-09-12,-55.3717
2021-09-13,-55.3717
2021-09-14,-55.3717
2021-09-15,-55.3717
2021-09-16,-55.3717
2021-09-17,-55.3717
2021-09-18,-55.3717
2021-09-19,-55.3717
2021-09-20,-55.3717
2021-09-21,-55.3717
2021-09-22,-55.3717
2021-09-23,-55.3717
2021-09-24,-55.3717
2021-09-25,-55.3717
2021-09-26,-55.3717
2021-09-27,-55.3717
2021-09-28,-55.3717
2021-09-29,-55.3717
2021-09-30,-55.3717
2021-10-01,-55.3717
2021-10-02,-55.3717
2021-10-03,-55.3717
2021-10-04,-55.3717
2021-10-05,-55.3717
2021-10-06,-55.3717
2021-10-07,-55.3717
2021-10-08,-55.3717
2021-10-09,-55.3717
2021-10-10,-55.3717
2021-10-11,-55.3717
2021-10-12,-55.3717
2021-10-13,-55.3717
2021-10-14,-55.3717
2021-10-15,-55.3717
2021-10-16,-55.3717
2021-10-17,-55.3717
2021-10-18,-55.3717
2021-10-19,-55.3717
2021-10-20,-55.3717
2021-10-21,-55.3717
2021-10-22,-55.3717
2021-10-23,-55.3717
2021-10-24,-55.3717
2021-10-25,-55.3717
2021-10-26,-55.3717
2021-10-27,-55.3717
2021-10-28,-55.3717
2021-10-29,-55.3717
2021-10-30,-55.3717
2021-10-31,-55.3717
2021-11-01,-55.3717
2021-11-02,-55.3717
2021-11-03,-55.3717
2021-11-04,-55.3717
2021-11-05,-55.3717
2021-11-06,-55.3717
2021-11-07,-55.3717
2021-11-08,-55.3717
2021-11-09,-55.3717
2021-11-10,-55.3717
2021-11-11,-55.3717
2021-11-12,-55.3717
2021-11-13,-55.3717
2021-11-14,-55.3717
2021-11-15,-55.3717
2021-11-16,-55.3717
2021-11-17,-55.3717
2021-11-18,-55.3717
2021-11-19,-55.3717
2021-11-20,-55.3717
2021-11-21,-55.3717
2021-11-22,-55.3717
2021-11-23,-55.3717
2021-11-24,-55.3717
2021-11-25,-55.3717
2021-11-26,-55.3717
2021-11-27,-55.3717
2021-11-28,-55.3717
2021-11-29,-55.3717
2021-11-30,-55.3717
2021-12-01,-55.3717
2021-12-02,-55.3717
2021-12-03,-55.3717
2021-12-04,-55.3717
2021-12-05,-55.3717
2021-12-06,-55.3717
2021-12-07,-55.3717
2021-12-08,-55.3717
2021-12-09,-55.3717
2021-12-10,-55.3717
2021-12-11,-55.3717
2021-12-12,-55.3717
2021-12-13,-55.3717
2021-12-14,-55.3717
2021-12-15,-55.3717
2021-12-16,-55.3717
2021-12-17,-55.3717
2021-12-18,-55.3717
2021-12-19,-55.3717
2021-12-20,-55.3717
2021-12-21,-55.3717
2021-12-22,-55.3717
2021-12-23,-55.3717
2021-12-24,-55.3717
2021-12-25,-55.3717
2021-12-26,-55.3717
2021-12-27,-55.3717
2021-12-28,-55.3717
2021-12-29,-55.3717
2021-12-30,-55.3717
2021-12-31,-74.4054
2022-01-01,-74.4054
2022-01-02,-74.4054
2022-01-03,-74.4054
2022-01-04,-74.4054
2022-01-05,-74.4054
2022-01-06,-74.4054
2022-01-07,-74.4054
2022-01-08,-74.4054
2022-01-09,-74.4054
2022-01-10,-74.4054
2022-01-11,-74.4054
2022-01-12,-74.4054
2022-01-13,-74.4054
2022-01-14,-74.4054
2022-01-15,-74.4054
2022-01-16,-74.4054
2022-01-17,-74.4054
2022-01-18,-74.4054
2022-01-19,-74.4054
2022-01-20,-74.4054
2022-01-21,-74.4054
2022-01-22,-74.4054
2022-01-23,-74.4054
2022-01-24,-74.4054
2022-01-25,-74.4054
2022-01-26,-74.4054
2022-01-27,-74.4054
2022-01-28,-74.4054
2022-01-29,-74.4054
2022-01-30,-74.4054
2022-01-31,-74.4054
2022-02-01,-74.4054
2022-02-02,-74.4054
2022-02-03,-74.4054
2022-02-04,-74.4054
2022-02-05,-74.4054
2022-02-06,-74.4054
2022-02-07,-74.4054
2022-02-08,-74.4054
2022-02-09,-74.4054
2022-02-10,-74.4054
2022-02-11,-74.4054
2022-02-12,-74.4054
2022-02-13,-74.4054
2022-02-14,-74.4054
2022-02-15,-74.4054
2022-02-16,-74.4054
2022-02-17,-74.4054
2022-02-18,-74.4054
2022-02-19,-74.4054
2022-02-20,-74.4054
2022-02-21,-74.4054
2022-02-22,-74.4054
2022-02-23,-74.4054
2022-02-24,-74.4054
2022-02-25,-74.4054
2022-02-26,-74.4054
2022-02-27,-74.4054
2022-02-28,-74.4054
2022-03-01,-74.4054
2022-03-02,-74.4054
2022-03-03,-74.4054
2022-03-04,-74.4054
2022-03-05,-74.4054
2022-03-06,-74.4054
2022-03-07,-74.4054
2022-03-08,-74.4054
2022-03-09,-74.4054
2022-03-10,-74.4054
2022-03-11,-74.4054
2022-03-12,-74.4054
2022-03-13,-74.4054
2022-03-14,-74.4054
2022-03-15,-74.4054
2022-03-16,-74.4054
2022-03-17,-74.4054
2022-03-18,-74.4054
2022-03-19,-74.4054
2022-03-20,-74.4054
2022-03-21,-74.4054
2022-03-22,-74.4054
2022-03-23,-74.4054
2022-03-24,-74.4054
2022-03-25,-74.4054
2022-03-26,-74.4054
2022-03-27,-74.4054
2022-03-28,-74.4054
2022-03-29,-74.4054
2022-03-30,-74.4054
2022-03-31,-74.4054
2022-04-01,-74.4054
2022-04-02,-74.4054
2022-04-03,-74.4054
2022-04-04,-74.4054
2022-04-05,-74.4054
2022-04-06,-74.4054
2022-04-07,-74.4054
2022-04-08,-74.4054
2022-04-09,-74.4054
2022-04-10,-74.4054
2022-04-11,-74.4054
2022-04-12,-74.4054
2022-04-13,-74.4054
2022-04-14,-74.4054
2022-04-15,-74.4054
2022-04-16,-74.4054
2022-04-17,-74.4054
2022-04-18,-74.4054
2022-04-19,-74.4054
2022-04-20,-74.4054
2022-04-21,-74.4054
2022-04-22,-74.4054
2022-04-23,-74.4054
2022-04-24,-74.4054
2022-04-25,-74.4054
2022-04-26,-74.4054
2022-04-27,-74.4054
2022-04-28,-74.4054
2022-04-29,-74.4054
2022-04-30,-74.4054
2022-05-01,-74.4054
2022-05-02,-74.4054
2022-05-03,-74.4054
2022-05-04,-74.4054
2022-05-05,-74.4054
2022-05-06,-74.4054
2022-05-07,-74.4054
2022-05-08,-74.4054
2022-05-09,-74.4054
2022-05-10,-74.4054
2022-05-11,-74.4054
2022-05-12,-74.4054
2022-05-13,-74.4054
2022-05-14,-74.4054
2022-05-15,-74.4054
2022-05-16,-74.4054
2022-05-17,-74.4054
2022-05-18,-74.4054
2022-05-19,-74.4054
2022-05-20,-74.4054
2022-05-21,-74.4054
2022-05-22,-74.4054
2022-05-23,-74.4054
2022-05-24,-74.4054
2022-05-25,-74.4054
2022-05-26,-74.4054
2022-05-27,-74.4054
2022-05-28,-74.4054
2022-05-29,-74.4054
2022-05-30,-74.4054
2022-05-31,-74.4054
2022-06-01,-74.4054
2022-06-02,-74.4054
2022-06-03,-74.4054
2022-06-04,-74.4054
2022-06-05,-74.4054
2022-06-06,-74.4054
2022-06-07,-74.4054
2022-06-08,-74.4054
2022-06-09,-74.4054
2022-06-10,-74.4054
2022-06-11,-74.4054
2022-06-12,-74.4054
2022-06-13,-74.4054
2022-06-14,-74.4054
2022-06-15,-74.4054
2022-06-16,-74.4054
2022-06-17,-74.4054
2022-06-18,-74.4054
2022-06-19,-74.4054
2022-06-20,-74.4054
2022-06-21,-74.4054
2022-06-22,-74.4054
2022-06-23,-74.4054
2022-06-24,-74.4054
2022-06-25,-74.4054
2022-06-26,-74.4054
2022-06-27,-74.4054
2022-06-28,-74.4054
2022-06-29,-74.4054
2022-06-30,-168.6761
2022-07-01,-168.6761
2022-07-02,-168.6761
2022-07-03,-168.6761
2022-07-04,-168.6761
2022-07-05,-168.6761
2022-07-06,-168.6761
2022-07-07,-168.6761
2022-07-08,-168.6761
2022-07-09,-168.6761
2022-07-10,-168.6761
2022-07-11,-168.6761
2022-07-12,-168.6761
2022-07-13,-168.6761
2022-07-14,-168.6761
2022-07-15,-168.6761
2022-07-16,-168.6761
2022-07-17,-168.6761
2022-07-18,-168.6761
2022-07-19,-168.6761
2022-07-20,-168.6761
2022-07-21,-168.6761
2022-07-22,-168.6761
2022-07-23,-168.6761
2022-07-24,-168.6761
2022-07-25,-168.6761
2022-07-26,-168.6761
2022-07-27,-168.6761
2022-07-28,-168.6761
2022-07-29,-168.6761
2022-07-30,-168.6761
2022-07-31,-168.6761
2022-08-01,-168.6761
2022-08-02,-168.6761
2022-08-03,-168.6761
2022-08-04,-168.6761
2022-08-05,-168.6761
2022-08-06,-168.6761
2022-08-07,-168.6761
2022-08-08,-168.6761
2022-08-09,-168.6761
2022-08-10,-168.6761
2022-08-11,-168.6761
2022-08-12,-168.6761
2022-08-13,-168.6761
2022-08-14,-168.6761
2022-08-15,-168.6761
2022-08-16,-168.6761
2022-08-17,-168.6761
2022-08-18,-168.6761
2022-08-19,-168.6761
2022-08-20,-168.6761
2022-08-21,-168.6761
2022-08-22,-168.6761
2022-08-23,-168.6761
2022-08-24,-168.6761
2022-08-25,-168.6761
2022-08-26,-168.6761
2022-08-27,-168.6761
2022-08-28,-168.6761
2022-08-29,-168.6761
2022-08-30,-168.6761
2022-08-31,-168.6761
2022-09-01,-168.6761
2022-09-02,-168.6761
2022-09-03,-168.6761
2022-09-04,-168.6761
2022-09-05,-168.6761
2022-09-06,-168.6761
2022-09-07,-168.6761
2022-09-08,-168.6761
2022-09-09,-168.6761
2022-09-10,-168.6761
2022-09-11,-168.6761
2022-09-12,-168.6761
