,RAY Index,RAY Index,RAY Index,RAY Index,RAY Index
2006-05-25,731.88,741.09,731.88,740.899,2711911316.0
2006-05-26,740.82,745.63,740.82,745.372,2062905821.0
2006-05-27,740.82,745.63,740.82,745.372,2062905821.0
2006-05-28,740.82,745.63,740.82,745.372,2062905821.0
2006-05-29,740.82,745.63,740.82,745.372,2062905821.0
2006-05-30,745.3,745.3,733.13,733.124,2384238604.0
2006-05-31,732.9,739.78,732.9,739.781,3129322001.0
2006-06-01,739.76,749.75,739.41,749.744,2815069486.0
2006-06-02,749.74,753.04,746.62,751.304,2512985185.0
2006-06-03,749.74,753.04,746.62,751.304,2512985185.0
2006-06-04,749.74,753.04,746.62,751.304,2512985185.0
2006-06-05,751.28,751.28,736.79,736.972,2458113650.0
2006-06-06,736.94,739.37,729.65,735.25,2911872953.0
2006-06-07,735.12,740.99,730.97,731.135,2738424849.0
2006-06-08,731.1,732.66,717.64,731.617,3870953950.0
2006-06-09,731.62,735.3,727.2,728.591,2405850340.0
2006-06-10,731.62,735.3,727.2,728.591,2405850340.0
2006-06-11,731.62,735.3,727.2,728.591,2405850340.0
2006-06-12,728.58,729.81,718.0,718.086,2505103429.0
2006-06-13,717.91,722.21,709.17,710.02,3405920284.0
2006-06-14,709.99,714.57,707.22,713.445,2922794072.0
2006-06-15,713.43,731.36,713.43,729.892,3029147825.0
2006-06-16,729.89,729.91,723.94,726.848,3564821917.0
2006-06-17,729.89,729.91,723.94,726.848,3564821917.0
2006-06-18,729.89,729.91,723.94,726.848,3564821917.0
2006-06-19,726.85,729.25,717.7,719.436,2332313123.0
2006-06-20,719.43,724.43,718.32,718.993,2251413664.0
2006-06-21,718.98,730.25,718.98,727.049,2581387113.0
2006-06-22,726.91,726.91,720.64,723.198,2268975745.0
2006-06-23,723.2,728.04,720.53,723.336,2235554209.0
2006-06-24,723.2,728.04,720.53,723.336,2235554209.0
2006-06-25,723.2,728.04,720.53,723.336,2235554209.0
2006-06-26,723.33,727.44,723.33,727.251,2032819706.0
2006-06-27,727.25,729.09,719.94,720.244,2466540125.0
2006-06-28,720.09,724.33,718.39,723.64,2310041843.0
2006-06-29,723.61,740.38,723.61,740.374,2880124665.0
2006-06-30,740.37,742.79,738.96,740.143,4467269418.0
2006-07-01,740.37,742.79,738.96,740.143,4467269418.0
2006-07-02,740.37,742.79,738.96,740.143,4467269418.0
2006-07-03,740.07,745.92,740.07,745.845,1140512680.0
2006-07-04,740.07,745.92,740.07,745.845,1140512680.0
2006-07-05,745.77,745.77,736.3,739.554,2268383033.0
2006-07-06,739.39,744.03,739.39,741.39,2259045519.0
2006-07-07,741.39,742.0,734.51,735.713,2356679063.0
2006-07-08,741.39,742.0,734.51,735.713,2356679063.0
2006-07-09,741.39,742.0,734.51,735.713,2356679063.0
2006-07-10,735.71,740.73,734.59,736.295,2117870036.0
2006-07-11,736.26,739.7,731.24,739.155,2674878914.0
2006-07-12,739.08,739.45,729.95,730.555,2428897680.0
2006-07-13,730.54,730.54,719.99,720.354,2833498814.0
2006-07-14,720.35,720.49,711.55,716.189,2603526984.0
2006-07-15,720.35,720.49,711.55,716.189,2603526984.0
2006-07-16,720.35,720.49,711.55,716.189,2603526984.0
2006-07-17,716.19,718.73,712.89,714.837,2190233411.0
2006-07-18,714.83,718.62,708.88,716.478,2748246400.0
2006-07-19,716.42,731.96,715.99,730.791,3176405774.0
2006-07-20,730.79,732.44,722.79,722.809,2842931416.0
2006-07-21,722.8,723.25,715.25,716.401,3236842472.0
2006-07-22,722.8,723.25,715.25,716.401,3236842472.0
2006-07-23,722.8,723.25,715.25,716.401,3236842472.0
2006-07-24,716.38,729.91,716.38,729.199,2514110679.0
2006-07-25,729.2,736.43,727.75,734.415,2764304272.0
2006-07-26,734.4,737.08,729.44,733.733,2943844027.0
2006-07-27,733.62,738.28,728.81,729.631,2962451247.0
2006-07-28,729.6,740.35,729.6,739.408,2640636963.0
2006-07-29,729.6,740.35,729.6,739.408,2640636963.0
2006-07-30,729.6,740.35,729.6,739.408,2640636963.0
2006-07-31,739.4,739.76,736.69,738.692,2458367714.0
2006-08-01,738.69,738.69,731.37,734.453,2172599067.0
2006-08-02,734.35,742.05,734.35,739.14,2306391196.0
2006-08-03,738.97,743.28,734.57,741.263,2423298407.0
2006-08-04,741.26,749.39,736.93,740.61,2318354575.0
2006-08-05,741.26,749.39,736.93,740.61,2318354575.0
2006-08-06,741.26,749.39,736.93,740.61,2318354575.0
2006-08-07,740.58,740.58,736.07,737.948,1841197833.0
2006-08-08,737.9,741.92,732.96,734.659,2258605619.0
2006-08-09,734.49,741.66,730.2,730.881,2405660097.0
2006-08-10,730.76,734.92,727.63,734.385,2133039148.0
2006-08-11,734.3,734.3,728.11,730.786,1750620737.0
2006-08-12,734.3,734.3,728.11,730.786,1750620737.0
2006-08-13,734.3,734.3,728.11,730.786,1750620737.0
2006-08-14,730.74,738.46,730.74,731.904,1865852749.0
2006-08-15,731.89,743.08,731.89,742.845,2059236480.0
2006-08-16,742.69,749.76,742.69,749.324,2280897354.0
2006-08-17,749.3,752.8,747.79,750.645,2204107536.0
2006-08-18,750.64,753.04,747.75,753.025,1945290769.0
2006-08-19,750.64,753.04,747.75,753.025,1945290769.0
2006-08-20,750.64,753.04,747.75,753.025,1945290769.0
2006-08-21,753.02,753.02,748.24,749.567,1546277752.0
2006-08-22,749.56,752.59,747.9,750.56,1744279868.0
2006-08-23,750.51,752.31,744.31,746.381,1670092959.0
2006-08-24,746.36,748.71,744.73,747.832,1693985518.0
2006-08-25,747.76,749.82,745.62,747.313,1469211602.0
2006-08-26,747.76,749.82,745.62,747.313,1469211602.0
2006-08-27,747.76,749.82,745.62,747.313,1469211602.0
2006-08-28,747.31,753.54,746.79,751.904,1606238221.0
2006-08-29,751.8,754.49,748.17,754.158,1908657794.0
2006-08-30,753.86,756.07,753.21,755.007,1798835215.0
2006-08-31,754.99,756.54,754.19,755.092,1899012801.0
2006-09-01,755.09,759.73,755.09,758.791,1521244875.0
2006-09-02,755.09,759.73,755.09,758.791,1521244875.0
2006-09-03,755.09,759.73,755.09,758.791,1521244875.0
2006-09-04,755.09,759.73,755.09,758.791,1521244875.0
2006-09-05,758.76,761.34,757.53,760.632,1898852864.0
2006-09-06,760.52,760.52,751.7,752.099,2004035531.0
2006-09-07,752.07,752.82,746.97,748.254,2064143951.0
2006-09-08,748.25,751.73,748.25,750.933,1759086406.0
2006-09-09,748.25,751.73,748.25,750.933,1759086406.0
2006-09-10,748.25,751.73,748.25,750.933,1759086406.0
2006-09-11,750.9,752.93,745.59,751.083,2097569114.0
2006-09-12,751.07,760.89,751.07,760.206,2411665793.0
2006-09-13,760.0,764.54,759.1,763.541,2199028083.0
2006-09-14,763.5,763.5,760.27,762.218,2055479971.0
2006-09-15,762.21,766.98,762.21,764.082,3152623017.0
2006-09-16,762.21,766.98,762.21,764.082,3152623017.0
2006-09-17,762.21,766.98,762.21,764.082,3152623017.0
2006-09-18,764.07,766.95,762.78,764.441,2033586668.0
2006-09-19,764.43,764.87,758.16,762.568,2224593537.0
2006-09-20,762.55,769.14,762.55,767.102,2375409711.0
2006-09-21,766.96,768.83,760.88,762.424,2286613100.0
2006-09-22,762.42,762.42,757.34,759.771,1908129334.0
2006-09-23,762.42,762.42,757.34,759.771,1908129334.0
2006-09-24,762.42,762.42,757.34,759.771,1908129334.0
2006-09-25,759.77,768.09,757.36,766.466,2289424796.0
2006-09-26,766.45,772.09,765.72,771.904,2323665477.0
2006-09-27,771.75,774.36,770.51,772.395,2370777925.0
2006-09-28,772.37,774.53,770.21,773.596,2040189243.0
2006-09-29,773.59,774.19,770.95,771.07,1977668238.0
2006-09-30,773.59,774.19,770.95,771.07,1977668238.0
2006-10-01,773.59,774.19,770.95,771.07,1977668238.0
2006-10-02,771.05,772.66,767.2,768.013,1935901915.0
2006-10-03,768.0,771.84,765.06,769.218,2272596376.0
2006-10-04,769.08,779.28,767.8,779.285,2540846264.0
2006-10-05,779.09,782.64,778.43,782.494,2326495017.0
2006-10-06,782.49,782.49,776.95,780.144,2102017491.0
2006-10-07,782.49,782.49,776.95,780.144,2102017491.0
2006-10-08,782.49,782.49,776.95,780.144,2102017491.0
2006-10-09,780.14,782.92,778.26,781.729,1735235535.0
2006-10-10,781.71,784.04,780.38,783.352,2060706325.0
2006-10-11,783.28,783.82,777.22,781.13,2229103845.0
2006-10-12,781.11,789.8,781.11,789.584,2215395238.0
2006-10-13,789.58,792.17,788.45,791.663,2079250715.0
2006-10-14,789.58,792.17,788.45,791.663,2079250715.0
2006-10-15,789.58,792.17,788.45,791.663,2079250715.0
2006-10-16,791.66,794.85,791.28,794.343,1953430554.0
2006-10-17,794.34,794.34,786.75,790.94,2197002513.0
2006-10-18,790.88,796.14,788.94,791.691,2328959768.0
2006-10-19,791.68,793.36,789.32,792.474,2266974843.0
2006-10-20,792.46,793.19,789.11,792.455,2251385829.0
2006-10-21,792.46,793.19,789.11,792.455,2251385829.0
2006-10-22,792.46,793.19,789.11,792.455,2251385829.0
2006-10-23,792.44,797.45,789.48,796.961,2117583325.0
2006-10-24,796.96,797.27,794.04,797.014,2231888049.0
2006-10-25,797.0,800.59,795.92,799.89,2444246457.0
2006-10-26,799.88,804.84,798.21,804.754,2503576284.0
2006-10-27,804.65,804.65,797.01,797.728,2287784287.0
2006-10-28,804.65,804.65,797.01,797.728,2287784287.0
2006-10-29,804.65,804.65,797.01,797.728,2287784287.0
2006-10-30,797.7,800.36,795.03,798.5,1970262049.0
2006-10-31,798.5,800.4,794.73,798.049,2271091054.0
2006-11-01,797.95,800.52,790.46,791.145,2288253193.0
2006-11-02,790.97,791.52,787.36,790.687,2189795450.0
2006-11-03,790.67,793.45,786.98,789.512,2017166488.0
2006-11-04,790.67,793.45,786.98,789.512,2017166488.0
2006-11-05,790.67,793.45,786.98,789.512,2017166488.0
2006-11-06,789.49,799.76,789.49,798.699,2071925772.0
2006-11-07,798.68,803.86,798.21,800.424,2171454311.0
2006-11-08,800.25,804.27,796.41,802.627,2243055617.0
2006-11-09,802.49,804.39,797.2,798.131,2472643056.0
2006-11-10,798.12,800.45,797.06,800.455,1838364463.0
2006-11-11,798.12,800.45,797.06,800.455,1838364463.0
2006-11-12,798.12,800.45,797.06,800.455,1838364463.0
2006-11-13,800.28,804.33,799.23,802.612,1831421140.0
2006-11-14,802.58,808.83,799.48,808.538,2108001558.0
2006-11-15,808.38,813.85,807.99,811.208,2235434948.0
2006-11-16,811.18,814.84,811.18,812.74,2160934533.0
2006-11-17,812.74,813.13,809.55,813.131,2105455127.0
2006-11-18,812.74,813.13,809.55,813.131,2105455127.0
2006-11-19,812.74,813.13,809.55,813.131,2105455127.0
2006-11-20,813.11,815.36,811.52,813.191,1905296361.0
2006-11-21,813.15,815.04,812.71,814.81,1896646946.0
2006-11-22,814.75,817.91,814.57,816.997,1716404773.0
2006-11-23,814.75,817.91,814.57,816.997,1716404773.0
2006-11-24,816.92,816.92,812.96,814.523,652865820.0
2006-11-25,816.92,816.92,812.96,814.523,652865820.0
2006-11-26,816.92,816.92,812.96,814.523,652865820.0
2006-11-27,814.52,814.52,801.89,802.078,2101943062.0
2006-11-28,801.94,805.3,799.48,804.738,2134435897.0
2006-11-29,804.43,813.3,804.43,812.492,2069218878.0
2006-11-30,812.48,816.63,809.32,813.571,2854679347.0
2006-12-01,813.56,814.77,804.8,811.347,2266189004.0
2006-12-02,813.56,814.77,804.8,811.347,2266189004.0
2006-12-03,813.56,814.77,804.8,811.347,2266189004.0
2006-12-04,811.33,820.56,811.33,819.438,2025806451.0
2006-12-05,819.43,823.16,819.14,822.611,2117617944.0
2006-12-06,822.43,823.35,820.13,821.551,2023621122.0
2006-12-07,821.53,824.6,818.03,818.262,2025607047.0
2006-12-08,818.25,822.14,815.76,819.536,1836854958.0
2006-12-09,818.25,822.14,815.76,819.536,1836854958.0
2006-12-10,818.25,822.14,815.76,819.536,1836854958.0
2006-12-11,819.52,822.75,818.58,821.209,1807654680.0
2006-12-12,821.19,821.24,815.78,819.627,2037396237.0
2006-12-13,819.47,822.68,819.0,820.306,1928890669.0
2006-12-14,820.27,828.09,820.27,827.014,2032814481.0
2006-12-15,827.0,830.42,826.79,827.476,2908373752.0
2006-12-16,827.0,830.42,826.79,827.476,2908373752.0
2006-12-17,827.0,830.42,826.79,827.476,2908373752.0
2006-12-18,827.47,830.35,822.73,823.855,2008196797.0
2006-12-19,823.82,826.91,819.1,825.333,2074968256.0
2006-12-20,825.3,827.97,824.63,824.729,1847489059.0
2006-12-21,824.57,826.67,820.17,821.557,1803873868.0
2006-12-22,821.46,821.87,817.12,817.5,1329912960.0
2006-12-23,821.46,821.87,817.12,817.5,1329912960.0
2006-12-24,821.46,821.87,817.12,817.5,1329912960.0
2006-12-25,821.46,821.87,817.12,817.5,1329912960.0
2006-12-26,817.49,821.94,817.21,821.438,1070496483.0
2006-12-27,821.21,827.91,821.21,827.5,1296517377.0
2006-12-28,827.47,827.77,824.76,826.131,1210711894.0
2006-12-29,826.12,827.51,821.26,822.136,1416178398.0
2006-12-30,826.12,827.51,821.26,822.136,1416178398.0
2006-12-31,826.12,827.51,821.26,822.136,1416178398.0
2007-01-01,826.12,827.51,821.26,822.136,1416178398.0
2007-01-02,826.12,827.51,821.26,822.136,1416178398.0
2007-01-03,822.0,829.01,816.07,821.611,2722679000.0
2007-01-04,821.61,825.04,816.64,823.122,2292266000.0
2007-01-05,823.12,823.12,814.98,817.205,2229714000.0
2007-01-06,823.12,823.12,814.98,817.205,2229714000.0
2007-01-07,823.12,823.12,814.98,817.205,2229714000.0
2007-01-08,816.99,820.36,813.57,819.026,2058075000.0
2007-01-09,819.02,820.62,814.59,819.152,2256940000.0
2007-01-10,819.06,821.89,814.56,821.198,2173884000.0
2007-01-11,821.18,829.05,821.18,827.3,2285409000.0
2007-01-12,827.29,831.76,826.68,831.639,2104637000.0
2007-01-13,827.29,831.76,826.68,831.639,2104637000.0
2007-01-14,827.29,831.76,826.68,831.639,2104637000.0
2007-01-15,827.29,831.76,826.68,831.639,2104637000.0
2007-01-16,831.64,833.95,830.36,832.012,2092028000.0
2007-01-17,831.94,833.97,830.05,831.05,2176260000.0
2007-01-18,831.03,832.22,826.13,827.429,2265922000.0
2007-01-19,827.42,830.51,826.68,830.412,2176269000.0
2007-01-20,827.42,830.51,826.68,830.412,2176269000.0
2007-01-21,827.42,830.51,826.68,830.412,2176269000.0
2007-01-22,830.4,830.88,824.3,825.794,1982489000.0
2007-01-23,825.79,831.37,824.99,829.167,2147409000.0
2007-01-24,829.15,836.58,829.15,836.584,2127923000.0
2007-01-25,836.58,836.69,826.17,827.249,2303190000.0
2007-01-26,827.25,829.06,823.43,826.95,2070202000.0
2007-01-27,827.25,829.06,823.43,826.95,2070202000.0
2007-01-28,827.25,829.06,823.43,826.95,2070202000.0
2007-01-29,826.86,830.42,825.37,826.948,2037770000.0
2007-01-30,826.93,831.56,826.93,831.558,1968663000.0
2007-01-31,831.48,838.97,829.03,836.964,2271503000.0
2007-02-01,836.78,842.22,836.78,841.878,2225580000.0
2007-02-02,841.87,843.96,841.06,843.412,1874869000.0
2007-02-03,841.87,843.96,841.06,843.412,1874869000.0
2007-02-04,841.87,843.96,841.06,843.412,1874869000.0
2007-02-05,843.38,843.96,840.69,842.57,1916988000.0
2007-02-06,842.56,844.51,840.52,843.78,2018600000.0
2007-02-07,843.48,847.18,843.45,845.782,2029910000.0
2007-02-08,845.76,846.05,841.78,844.915,2059846000.0
2007-02-09,844.89,847.08,835.43,838.434,2185746000.0
2007-02-10,844.89,847.08,835.43,838.434,2185746000.0
2007-02-11,844.89,847.08,835.43,838.434,2185746000.0
2007-02-12,838.38,838.93,834.09,835.44,1754578000.0
2007-02-13,835.35,841.97,835.35,841.967,1903518000.0
2007-02-14,841.8,849.38,841.8,847.989,2019384000.0
2007-02-15,847.92,849.85,846.9,849.166,1805243000.0
2007-02-16,849.15,849.15,845.97,848.983,1904715000.0
2007-02-17,849.15,849.15,845.97,848.983,1904715000.0
2007-02-18,849.15,849.15,845.97,848.983,1904715000.0
2007-02-19,849.15,849.15,845.97,848.983,1904715000.0
2007-02-20,848.98,852.89,845.3,852.419,1934486000.0
2007-02-21,852.37,852.37,848.01,851.62,1923811000.0
2007-02-22,851.45,853.98,847.33,850.974,1944637000.0
2007-02-23,850.89,850.89,846.15,848.149,1944509000.0
2007-02-24,850.89,850.89,846.15,848.149,1944509000.0
2007-02-25,850.89,850.89,846.15,848.149,1944509000.0
2007-02-26,848.07,851.5,843.98,846.597,2052755000.0
2007-02-27,846.52,846.52,812.69,817.422,3110957000.0
2007-02-28,817.23,826.37,815.22,821.514,2942537000.0
2007-03-01,821.5,823.16,805.68,819.345,2938319000.0
2007-03-02,819.34,819.34,808.87,809.085,2531909000.0
2007-03-03,819.34,819.34,808.87,809.085,2531909000.0
2007-03-04,819.34,819.34,808.87,809.085,2531909000.0
2007-03-05,809.06,810.62,799.86,799.92,2545618000.0
2007-03-06,799.88,814.71,799.88,813.043,2404544000.0
2007-03-07,812.84,816.26,810.14,810.987,2223504000.0
2007-03-08,810.94,820.54,810.94,816.774,2194772000.0
2007-03-09,816.77,821.69,814.52,817.841,1946657000.0
2007-03-10,816.77,821.69,814.52,817.841,1946657000.0
2007-03-11,816.77,821.69,814.52,817.841,1946657000.0
2007-03-12,817.81,821.77,815.46,820.316,1966675000.0
2007-03-13,820.12,820.12,803.19,803.384,2634527000.0
2007-03-14,803.32,809.14,794.88,808.45,2731093000.0
2007-03-15,808.42,813.77,807.9,812.29,2010613000.0
2007-03-16,812.28,814.87,807.13,808.883,2816383000.0
2007-03-17,812.28,814.87,807.13,808.883,2816383000.0
2007-03-18,812.28,814.87,807.13,808.883,2816383000.0
2007-03-19,808.88,818.45,808.88,817.672,2004461000.0
2007-03-20,817.66,823.25,816.83,823.167,1994031000.0
2007-03-21,823.15,838.3,822.41,836.976,2269427000.0
2007-03-22,836.97,838.3,834.04,836.848,2157030000.0
2007-03-23,836.84,839.27,836.28,837.8,1874942000.0
2007-03-24,836.84,839.27,836.28,837.8,1874942000.0
2007-03-25,836.84,839.27,836.28,837.8,1874942000.0
2007-03-26,837.79,838.25,830.3,838.249,1973694000.0
2007-03-27,838.24,838.24,831.31,833.033,1918023000.0
2007-03-28,832.86,832.86,824.59,826.826,2075390000.0
2007-03-29,826.8,832.03,823.84,829.46,2047349000.0
2007-03-30,829.45,833.64,822.39,829.056,2205837000.0
2007-03-31,829.45,833.64,822.39,829.056,2205837000.0
2007-04-01,829.45,833.64,822.39,829.056,2205837000.0
2007-04-02,829.04,831.6,826.74,831.286,2014357000.0
2007-04-03,831.14,840.68,831.14,839.08,2102397000.0
2007-04-04,839.06,840.25,837.38,839.915,1859342000.0
2007-04-05,839.7,843.12,838.57,842.536,1690483000.0
2007-04-06,839.7,843.12,838.57,842.536,1690483000.0
2007-04-07,839.7,843.12,838.57,842.536,1690483000.0
2007-04-08,839.7,843.12,838.57,842.536,1690483000.0
2007-04-09,842.53,844.94,841.92,843.013,1793306000.0
2007-04-10,843.0,845.65,842.67,845.121,1883413000.0
2007-04-11,845.03,845.14,837.71,839.543,2112019000.0
2007-04-12,839.52,844.75,836.26,844.668,2010376000.0
2007-04-13,844.66,847.78,842.48,847.782,1936260000.0
2007-04-14,844.66,847.78,842.48,847.782,1936260000.0
2007-04-15,844.66,847.78,842.48,847.782,1936260000.0
2007-04-16,847.78,856.93,847.78,856.934,2023562000.0
2007-04-17,856.93,859.89,855.94,858.277,2138815000.0
2007-04-18,858.27,860.77,854.92,858.44,2225370000.0
2007-04-19,858.42,859.09,853.23,856.728,2253047000.0
2007-04-20,856.7,864.65,856.7,864.551,2632312000.0
2007-04-21,856.7,864.65,856.7,864.551,2632312000.0
2007-04-22,856.7,864.65,856.7,864.551,2632312000.0
2007-04-23,864.54,866.34,862.1,862.922,2015845000.0
2007-04-24,862.92,864.2,858.4,862.35,2315546000.0
2007-04-25,862.28,871.16,862.28,870.371,2498301000.0
2007-04-26,870.29,872.06,867.77,870.158,2458322000.0
2007-04-27,870.13,871.21,866.39,869.33,2165476000.0
2007-04-28,870.13,871.21,866.39,869.33,2165476000.0
2007-04-29,870.13,871.21,866.39,869.33,2165476000.0
2007-04-30,869.33,870.77,861.33,861.377,2383280000.0
2007-05-01,861.38,864.12,857.47,863.569,2533064000.0
2007-05-02,863.47,872.06,863.47,870.29,2276833000.0
2007-05-03,870.1,874.29,870.1,873.598,2242931000.0
2007-05-04,873.57,877.91,873.19,875.774,2202680000.0
2007-05-05,873.57,877.91,873.19,875.774,2202680000.0
2007-05-06,873.57,877.91,873.19,875.774,2202680000.0
2007-05-07,875.75,878.72,875.75,877.513,1789278000.0
2007-05-08,877.45,877.45,871.76,876.62,2053033000.0
2007-05-09,876.42,880.56,874.32,879.847,2199988000.0
2007-05-10,879.72,879.72,867.1,867.191,2195500000.0
2007-05-11,867.19,875.86,867.19,875.696,1857399000.0
2007-05-12,867.19,875.86,867.19,875.696,1857399000.0
2007-05-13,867.19,875.86,867.19,875.696,1857399000.0
2007-05-14,875.64,878.39,870.75,873.377,1932305000.0
2007-05-15,873.36,879.42,870.61,871.052,2247620000.0
2007-05-16,870.85,878.18,870.78,878.179,2077773000.0
2007-05-17,878.12,879.72,875.07,877.064,1983014000.0
2007-05-18,877.06,883.18,877.06,882.911,2228473000.0
2007-05-19,877.06,883.18,877.06,882.911,2228473000.0
2007-05-20,877.06,883.18,877.06,882.911,2228473000.0
2007-05-21,882.91,888.36,882.91,885.708,2096105000.0
2007-05-22,885.71,889.0,884.43,886.321,1987595000.0
2007-05-23,886.3,891.21,884.54,884.76,2120298000.0
2007-05-24,884.67,888.74,873.77,875.264,2417638000.0
2007-05-25,875.25,881.29,875.25,880.19,1615939000.0
2007-05-26,875.25,881.29,875.25,880.19,1615939000.0
2007-05-27,875.25,881.29,875.25,880.19,1615939000.0
2007-05-28,875.25,881.29,875.25,880.19,1615939000.0
2007-05-29,880.1,884.71,879.21,882.798,1896311000.0
2007-05-30,882.53,889.97,877.95,889.968,2132217000.0
2007-05-31,889.95,893.61,889.19,890.952,2614233000.0
2007-06-01,890.95,897.0,890.95,894.696,1970191000.0
2007-06-02,890.95,897.0,890.95,894.696,1970191000.0
2007-06-03,890.95,897.0,890.95,894.696,1970191000.0
2007-06-04,894.68,896.97,892.54,896.414,1931883000.0
2007-06-05,896.38,896.38,888.24,891.344,2212639000.0
2007-06-06,891.15,891.15,880.94,883.007,2110659000.0
2007-06-07,882.99,882.99,866.99,867.124,2539863000.0
2007-06-08,867.12,876.96,865.02,876.919,2058974000.0
2007-06-09,867.12,876.96,865.02,876.919,2058974000.0
2007-06-10,867.12,876.96,865.02,876.919,2058974000.0
2007-06-11,876.9,881.02,874.02,877.375,1744753000.0
2007-06-12,877.37,878.32,867.89,867.935,2167605000.0
2007-06-13,867.73,880.28,867.73,880.268,2190794000.0
2007-06-14,880.21,886.89,880.21,884.645,1948230000.0
2007-06-15,884.64,894.25,884.64,890.933,2916747000.0
2007-06-16,884.64,894.25,884.64,890.933,2916747000.0
2007-06-17,884.64,894.25,884.64,890.933,2916747000.0
2007-06-18,890.92,892.39,888.37,889.55,1703058000.0
2007-06-19,889.54,892.0,886.09,891.068,1948042000.0
2007-06-20,891.05,893.22,878.98,879.189,2168238000.0
2007-06-21,879.02,884.72,874.06,884.306,2175077000.0
2007-06-22,884.3,884.3,872.15,873.123,3410769000.0
2007-06-23,884.3,884.3,872.15,873.123,3410769000.0
2007-06-24,884.3,884.3,872.15,873.123,3410769000.0
2007-06-25,873.12,878.99,866.5,869.37,2378939000.0
2007-06-26,869.33,873.68,864.95,866.367,2374114000.0
2007-06-27,866.19,875.04,861.22,874.795,2390014000.0
2007-06-28,874.77,880.03,873.49,874.742,2092202000.0
2007-06-29,874.73,881.51,868.11,873.193,2385798000.0
2007-06-30,874.73,881.51,868.11,873.193,2385798000.0
2007-07-01,874.73,881.51,868.11,873.193,2385798000.0
2007-07-02,873.18,882.99,873.18,882.992,1951362000.0
2007-07-03,882.84,886.7,882.84,886.138,1073625000.0
2007-07-04,882.84,886.7,882.84,886.138,1073625000.0
2007-07-05,886.13,887.54,882.28,886.978,1921046000.0
2007-07-06,886.76,891.31,884.16,890.295,1711402000.0
2007-07-07,886.76,891.31,884.16,890.295,1711402000.0
2007-07-08,886.76,891.31,884.16,890.295,1711402000.0
2007-07-09,890.29,892.42,888.28,891.148,1880110000.0
2007-07-10,891.14,891.14,878.2,878.297,2325417000.0
2007-07-11,878.2,883.27,875.9,883.045,2084244000.0
2007-07-12,883.03,899.2,883.03,899.169,2320466000.0
2007-07-13,899.16,903.2,897.51,901.98,1845701000.0
2007-07-14,899.16,903.2,897.51,901.98,1845701000.0
2007-07-15,899.16,903.2,897.51,901.98,1845701000.0
2007-07-16,901.98,903.67,897.96,899.436,1879105000.0
2007-07-17,899.43,903.03,898.64,899.425,2124532000.0
2007-07-18,899.34,899.34,889.97,897.406,2430548000.0
2007-07-19,897.38,902.95,897.38,901.708,2212922000.0
2007-07-20,901.71,901.71,887.58,890.525,2767324000.0
2007-07-21,901.71,901.71,887.58,890.525,2767324000.0
2007-07-22,901.71,901.71,887.58,890.525,2767324000.0
2007-07-23,890.51,897.45,890.51,893.813,2178537000.0
2007-07-24,893.81,893.81,873.7,875.297,2790430000.0
2007-07-25,875.29,883.15,870.58,878.307,2791089000.0
2007-07-26,878.3,878.3,847.4,857.69,3801038000.0
2007-07-27,857.57,861.15,844.31,844.309,3117811000.0
2007-07-28,857.57,861.15,844.31,844.309,3117811000.0
2007-07-29,857.57,861.15,844.31,844.309,3117811000.0
2007-07-30,844.29,855.29,841.27,852.821,2768574000.0
2007-07-31,852.81,861.8,842.0,842.591,3060575000.0
2007-08-01,842.53,848.73,832.79,847.454,3332183000.0
2007-08-02,847.28,854.0,844.96,851.875,2759040000.0
2007-08-03,851.86,852.5,828.55,828.689,2995516000.0
2007-08-04,851.86,852.5,828.55,828.689,2995516000.0
2007-08-05,851.86,852.5,828.55,828.689,2995516000.0
2007-08-06,828.67,846.3,823.53,846.302,3180583000.0
2007-08-07,846.27,858.16,839.47,852.024,3196153000.0
2007-08-08,851.79,869.24,851.79,864.798,3867980000.0
2007-08-09,864.67,864.67,840.96,840.964,3996188000.0
2007-08-10,840.95,846.72,826.48,841.372,3552877000.0
2007-08-11,840.95,846.72,826.48,841.372,3552877000.0
2007-08-12,840.95,846.72,826.48,841.372,3552877000.0
2007-08-13,841.26,849.03,840.2,840.652,2462273000.0
2007-08-14,840.63,842.86,824.94,825.039,2350900000.0
2007-08-15,824.84,833.28,811.63,812.62,2617764000.0
2007-08-16,812.59,817.85,790.98,815.431,3891823000.0
2007-08-17,815.43,838.93,815.43,835.184,3342159000.0
2007-08-18,815.43,838.93,815.43,835.184,3342159000.0
2007-08-19,815.43,838.93,815.43,835.184,3342159000.0
2007-08-20,835.18,839.08,827.12,835.755,2018502000.0
2007-08-21,835.75,841.38,832.38,837.165,1864792000.0
2007-08-22,837.12,848.12,837.12,847.514,1948836000.0
2007-08-23,847.5,852.15,841.09,845.692,1855240000.0
2007-08-24,845.62,855.73,844.5,855.729,1661847000.0
2007-08-25,845.62,855.73,844.5,855.729,1661847000.0
2007-08-26,845.62,855.73,844.5,855.729,1661847000.0
2007-08-27,855.72,855.72,847.71,848.208,1488651000.0
2007-08-28,848.18,848.18,827.92,828.096,1877236000.0
2007-08-29,827.83,846.32,827.83,846.321,1831745000.0
2007-08-30,846.28,849.36,839.28,843.015,1801724000.0
2007-08-31,843.6,857.01,843.6,852.976,1872301000.0
2007-09-01,843.6,857.01,843.6,852.976,1872301000.0
