,RAY Index,RAY Index,RAY Index,RAY Index,RAY Index
1980-03-04,66.68,66.68,66.68,67.059,
1980-03-05,65.69,65.69,65.69,66.063,
1980-03-06,64.16,64.16,64.16,64.522,
1980-03-07,63.07,63.07,63.07,63.428,
1980-03-08,63.07,63.07,63.07,63.428,
1980-03-09,63.07,63.07,63.07,63.428,
1980-03-10,62.58,62.58,62.58,62.933,
1980-03-11,63.33,63.33,63.33,63.69,
1980-03-12,62.89,62.89,62.89,63.249,
1980-03-13,62.26,62.26,62.26,62.612,
1980-03-14,62.05,62.05,62.05,62.405,
1980-03-15,62.05,62.05,62.05,62.405,
1980-03-16,62.05,62.05,62.05,62.405,
1980-03-17,60.05,60.05,60.05,60.391,
1980-03-18,60.92,60.92,60.92,61.267,
1980-03-19,61.19,61.19,61.19,61.539,
1980-03-20,60.58,60.58,60.58,60.924,
1980-03-21,60.16,60.16,60.16,60.5,
1980-03-22,60.16,60.16,60.16,60.5,
1980-03-23,60.16,60.16,60.16,60.5,
1980-03-24,58.31,58.31,58.31,58.643,
1980-03-25,58.03,58.03,58.03,58.366,
1980-03-26,57.74,57.74,57.74,58.072,
1980-03-27,56.74,56.74,56.74,57.065,
1980-03-28,58.4,58.4,58.4,58.736,
1980-03-29,58.4,58.4,58.4,58.736,
1980-03-30,58.4,58.4,58.4,58.736,
1980-03-31,59.1,59.1,59.1,59.433,
1980-04-01,59.31,59.31,59.31,59.64,
1980-04-02,59.78,59.78,59.78,60.124,
1980-04-03,59.55,59.55,59.55,59.895,
1980-04-04,59.55,59.55,59.55,59.895,
1980-04-05,59.55,59.55,59.55,59.895,
1980-04-06,59.55,59.55,59.55,59.895,
1980-04-07,58.4,58.4,58.4,58.73,
1980-04-08,59.01,59.01,59.01,59.34,
1980-04-09,60.14,60.14,60.14,60.483,
1980-04-10,60.67,60.67,60.67,61.011,
1980-04-11,60.59,60.59,60.59,60.935,
1980-04-12,60.59,60.59,60.59,60.935,
1980-04-13,60.59,60.59,60.59,60.935,
1980-04-14,60.0,60.0,60.0,60.336,
1980-04-15,59.86,59.86,59.86,60.2,
1980-04-16,59.25,59.25,59.25,59.585,
1980-04-17,58.95,58.95,58.95,59.286,
1980-04-18,58.74,58.74,58.74,59.068,
1980-04-19,58.74,58.74,58.74,59.068,
1980-04-20,58.74,58.74,58.74,59.068,
1980-04-21,58.25,58.25,58.25,58.578,
1980-04-22,60.21,60.21,60.21,60.549,
1980-04-23,60.45,60.45,60.45,60.799,
1980-04-24,60.95,60.95,60.95,61.294,
1980-04-25,61.28,61.28,61.28,61.626,
1980-04-26,61.28,61.28,61.28,61.626,
1980-04-27,61.28,61.28,61.28,61.626,
1980-04-28,61.54,61.54,61.54,61.888,
1980-04-29,61.7,61.7,61.7,62.051,
1980-04-30,61.91,61.91,61.91,62.263,
1980-05-01,61.54,61.54,61.54,61.888,
1980-05-02,61.63,61.63,61.63,61.98,
1980-05-03,61.63,61.63,61.63,61.98,
1980-05-04,61.63,61.63,61.63,61.98,
1980-05-05,62.07,62.07,62.07,62.421,
1980-05-06,62.11,62.11,62.11,62.465,
1980-05-07,62.58,62.58,62.58,62.933,
1980-05-08,62.12,62.12,62.12,62.47,
1980-05-09,61.38,61.38,61.38,61.73,
1980-05-10,61.38,61.38,61.38,61.73,
1980-05-11,61.38,61.38,61.38,61.73,
1980-05-12,61.37,61.37,61.37,61.719,
1980-05-13,62.21,62.21,62.21,62.568,
1980-05-14,62.64,62.64,62.64,62.998,
1980-05-15,62.73,62.73,62.73,63.091,
1980-05-16,62.98,62.98,62.98,63.341,
1980-05-17,62.98,62.98,62.98,63.341,
1980-05-18,62.98,62.98,62.98,63.341,
1980-05-19,63.13,63.13,63.13,63.488,
1980-05-20,63.09,63.09,63.09,63.45,
1980-05-21,63.16,63.16,63.16,63.521,
1980-05-22,63.91,63.91,63.91,64.272,
1980-05-23,64.8,64.8,64.8,65.17,
1980-05-24,64.8,64.8,64.8,65.17,
1980-05-25,64.8,64.8,64.8,65.17,
1980-05-26,64.8,64.8,64.8,65.17,
1980-05-27,65.26,65.26,65.26,65.627,
1980-05-28,65.67,65.67,65.67,66.047,
1980-05-29,64.73,64.73,64.73,65.094,
1980-05-30,65.17,65.17,65.17,65.546,
1980-05-31,65.17,65.17,65.17,65.546,
1980-06-01,65.17,65.17,65.17,65.546,
1980-06-02,64.99,64.99,64.99,65.355,
1980-06-03,64.89,64.89,64.89,65.257,
1980-06-04,66.01,66.01,66.01,66.384,
1980-06-05,66.18,66.18,66.18,66.553,
1980-06-06,66.48,66.48,66.48,66.863,
1980-06-07,66.48,66.48,66.48,66.863,
1980-06-08,66.48,66.48,66.48,66.863,
1980-06-09,66.75,66.75,66.75,67.124,
1980-06-10,67.26,67.26,67.26,67.642,
1980-06-11,67.99,67.99,67.99,68.382,
1980-06-12,67.81,67.81,67.81,68.191,
1980-06-13,68.01,68.01,68.01,68.398,
1980-06-14,68.01,68.01,68.01,68.398,
1980-06-15,68.01,68.01,68.01,68.398,
1980-06-16,68.14,68.14,68.14,68.529,
1980-06-17,68.12,68.12,68.12,68.507,
1980-06-18,68.22,68.22,68.22,68.61,
1980-06-19,67.35,67.35,67.35,67.734,
1980-06-20,67.08,67.08,67.08,67.462,
1980-06-21,67.08,67.08,67.08,67.462,
1980-06-22,67.08,67.08,67.08,67.462,
1980-06-23,67.35,67.35,67.35,67.729,
1980-06-24,67.73,67.73,67.73,68.115,
1980-06-25,68.57,68.57,68.57,68.959,
1980-06-26,68.34,68.34,68.34,68.725,
1980-06-27,68.26,68.26,68.26,68.649,
1980-06-28,68.26,68.26,68.26,68.649,
1980-06-29,68.26,68.26,68.26,68.649,
1980-06-30,67.31,67.31,67.31,67.691,
1980-07-01,67.7,67.7,67.7,68.088,
1980-07-02,68.16,68.16,68.16,68.545,
1980-07-03,69.11,69.11,69.11,69.503,
1980-07-04,69.11,69.11,69.11,69.503,
1980-07-05,69.11,69.11,69.11,69.503,
1980-07-06,69.11,69.11,69.11,69.503,
1980-07-07,69.68,69.68,69.68,70.08,
1980-07-08,69.51,69.51,69.51,69.901,
1980-07-09,69.59,69.59,69.59,69.988,
1980-07-10,69.07,69.07,69.07,69.46,
1980-07-11,69.58,69.58,69.58,69.971,
1980-07-12,69.58,69.58,69.58,69.971,
1980-07-13,69.58,69.58,69.58,69.971,
1980-07-14,70.76,70.76,70.76,71.163,
1980-07-15,70.46,70.46,70.46,70.853,
1980-07-16,70.63,70.63,70.63,71.027,
1980-07-17,71.62,71.62,71.62,72.029,
1980-07-18,71.86,71.86,71.86,72.269,
1980-07-19,71.86,71.86,71.86,72.269,
1980-07-20,71.86,71.86,71.86,72.269,
1980-07-21,72.14,72.14,72.14,72.552,
1980-07-22,71.98,71.98,71.98,72.394,
1980-07-23,71.9,71.9,71.9,72.307,
1980-07-24,71.87,71.87,71.87,72.279,
1980-07-25,71.3,71.3,71.3,71.708,
1980-07-26,71.3,71.3,71.3,71.708,
1980-07-27,71.3,71.3,71.3,71.708,
1980-07-28,71.6,71.6,71.6,72.007,
1980-07-29,72.14,72.14,72.14,72.552,
1980-07-30,72.17,72.17,72.17,72.579,
1980-07-31,71.88,71.88,71.88,72.285,
1980-08-01,71.75,71.75,71.75,72.16,
1980-08-02,71.75,71.75,71.75,72.16,
1980-08-03,71.75,71.75,71.75,72.16,
1980-08-04,71.46,71.46,71.46,71.871,
1980-08-05,71.46,71.46,71.46,71.871,
1980-08-06,71.94,71.94,71.94,72.345,
1980-08-07,72.94,72.94,72.94,73.352,
1980-08-08,73.14,73.14,73.14,73.559,
1980-08-09,73.14,73.14,73.14,73.559,
1980-08-10,73.14,73.14,73.14,73.559,
1980-08-11,73.82,73.82,73.82,74.239,
1980-08-12,73.27,73.27,73.27,73.684,
1980-08-13,73.08,73.08,73.08,73.499,
1980-08-14,74.21,74.21,74.21,74.636,
1980-08-15,74.48,74.48,74.48,74.909,
1980-08-16,74.48,74.48,74.48,74.909,
1980-08-17,74.48,74.48,74.48,74.909,
1980-08-18,73.13,73.13,73.13,73.542,
1980-08-19,72.7,72.7,72.7,73.112,
1980-08-20,73.36,73.36,73.36,73.776,
1980-08-21,74.47,74.47,74.47,74.887,
1980-08-22,74.89,74.89,74.89,75.317,
1980-08-23,74.89,74.89,74.89,75.317,
1980-08-24,74.89,74.89,74.89,75.317,
1980-08-25,74.46,74.46,74.46,74.881,
1980-08-26,74.37,74.37,74.37,74.794,
1980-08-27,73.68,73.68,73.68,74.098,
1980-08-28,72.84,72.84,72.84,73.254,
1980-08-29,73.03,73.03,73.03,73.45,
1980-08-30,73.03,73.03,73.03,73.45,
1980-08-31,73.03,73.03,73.03,73.45,
1980-09-01,73.03,73.03,73.03,73.45,
1980-09-02,73.79,73.79,73.79,74.212,
1980-09-03,75.19,75.19,75.19,75.622,
1980-09-04,74.91,74.91,74.91,75.333,
1980-09-05,74.7,74.7,74.7,75.126,
1980-09-06,74.7,74.7,74.7,75.126,
1980-09-07,74.7,74.7,74.7,75.126,
1980-09-08,73.85,73.85,73.85,74.266,
1980-09-09,74.27,74.27,74.27,74.685,
1980-09-10,74.78,74.78,74.78,75.208,
1980-09-11,75.34,75.34,75.34,75.769,
1980-09-12,75.41,75.41,75.41,75.84,
1980-09-13,75.41,75.41,75.41,75.84,
1980-09-14,75.41,75.41,75.41,75.84,
1980-09-15,75.47,75.47,75.47,75.899,
1980-09-16,76.11,76.11,76.11,76.547,
1980-09-17,77.24,77.24,77.24,77.674,
1980-09-18,76.98,76.98,76.98,77.418,
1980-09-19,77.4,77.4,77.4,77.837,
1980-09-20,77.4,77.4,77.4,77.837,
1980-09-21,77.4,77.4,77.4,77.837,
1980-09-22,78.04,78.04,78.04,78.48,
1980-09-23,77.55,77.55,77.55,77.99,
1980-09-24,78.02,78.02,78.02,78.463,
1980-09-25,77.01,77.01,77.01,77.445,
1980-09-26,75.62,75.62,75.62,76.052,
1980-09-27,75.62,75.62,75.62,76.052,
1980-09-28,75.62,75.62,75.62,76.052,
1980-09-29,73.82,73.82,73.82,74.234,
1980-09-30,74.98,74.98,74.98,75.404,
1980-10-01,76.01,76.01,76.01,76.444,
1980-10-02,76.6,76.6,76.6,77.037,
1980-10-03,77.43,77.43,77.43,77.87,
1980-10-04,77.43,77.43,77.43,77.87,
1980-10-05,77.43,77.43,77.43,77.87,
1980-10-06,78.74,78.74,78.74,79.187,
1980-10-07,78.35,78.35,78.35,78.801,
1980-10-08,78.76,78.76,78.76,79.209,
1980-10-09,78.51,78.51,78.51,78.959,
1980-10-10,78.17,78.17,78.17,78.616,
1980-10-11,78.17,78.17,78.17,78.616,
1980-10-12,78.17,78.17,78.17,78.616,
1980-10-13,79.15,79.15,79.15,79.596,
1980-10-14,79.17,79.17,79.17,79.617,
1980-10-15,80.19,80.19,80.19,80.646,
1980-10-16,79.3,79.3,79.3,79.748,
1980-10-17,78.97,78.97,78.97,79.416,
1980-10-18,78.97,78.97,78.97,79.416,
1980-10-19,78.97,78.97,78.97,79.416,
1980-10-20,79.56,79.56,79.56,80.009,
1980-10-21,79.11,79.11,79.11,79.552,
1980-10-22,79.28,79.28,79.28,79.726,
1980-10-23,77.86,77.86,77.86,78.3,
1980-10-24,78.04,78.04,78.04,78.485,
1980-10-25,78.04,78.04,78.04,78.485,
1980-10-26,78.04,78.04,78.04,78.485,
1980-10-27,76.95,76.95,76.95,77.385,
1980-10-28,77.0,77.0,77.0,77.434,
1980-10-29,76.88,76.88,76.88,77.315,
1980-10-30,75.77,75.77,75.77,76.204,
1980-10-31,76.47,76.47,76.47,76.901,
1980-11-01,76.47,76.47,76.47,76.901,
1980-11-02,76.47,76.47,76.47,76.901,
1980-11-03,77.28,77.28,77.28,77.718,
1980-11-04,77.28,77.28,77.28,77.718,
1980-11-05,78.56,78.56,78.56,79.008,
1980-11-06,77.15,77.15,77.15,77.587,
1980-11-07,77.22,77.22,77.22,77.663,
1980-11-08,77.22,77.22,77.22,77.663,
1980-11-09,77.22,77.22,77.22,77.663,
1980-11-10,77.41,77.41,77.41,77.848,
1980-11-11,78.41,78.41,78.41,78.861,
1980-11-12,80.24,80.24,80.24,80.695,
1980-11-13,81.38,81.38,81.38,81.844,
1980-11-14,81.78,81.78,81.78,82.247,
1980-11-15,81.78,81.78,81.78,82.247,
1980-11-16,81.78,81.78,81.78,82.247,
1980-11-17,82.12,82.12,82.12,82.584,
1980-11-18,83.3,83.3,83.3,83.771,
1980-11-19,82.97,82.97,82.97,83.439,
1980-11-20,83.73,83.73,83.73,84.206,
1980-11-21,83.03,83.03,83.03,83.499,
1980-11-22,83.03,83.03,83.03,83.499,
1980-11-23,83.03,83.03,83.03,83.499,
1980-11-24,82.49,82.49,82.49,82.954,
1980-11-25,83.13,83.13,83.13,83.607,
1980-11-26,83.63,83.63,83.63,84.103,
1980-11-27,83.63,83.63,83.63,84.103,
1980-11-28,83.95,83.95,83.95,84.424,
1980-11-29,83.95,83.95,83.95,84.424,
1980-11-30,83.95,83.95,83.95,84.424,
1980-12-01,82.14,82.14,82.14,82.606,
1980-12-02,81.89,81.89,81.89,82.35,
1980-12-03,81.83,81.83,81.83,82.296,
1980-12-04,81.71,81.71,81.71,82.17,
1980-12-05,80.1,80.1,80.1,80.554,
1980-12-06,80.1,80.1,80.1,80.554,
1980-12-07,80.1,80.1,80.1,80.554,
1980-12-08,77.97,77.97,77.97,78.409,
1980-12-09,77.78,77.78,77.78,78.218,
1980-12-10,76.52,76.52,76.52,76.95,
1980-12-11,75.65,75.65,75.65,76.079,
1980-12-12,76.77,76.77,76.77,77.211,
1980-12-13,76.77,76.77,76.77,77.211,
1980-12-14,76.77,76.77,76.77,77.211,
1980-12-15,76.88,76.88,76.88,77.315,
1980-12-16,77.49,77.49,77.49,77.924,
1980-12-17,78.76,78.76,78.76,79.204,
1980-12-18,79.05,79.05,79.05,79.503,
1980-12-19,79.6,79.6,79.6,80.053,
1980-12-20,79.6,79.6,79.6,80.053,
1980-12-21,79.6,79.6,79.6,80.053,
1980-12-22,80.66,80.66,80.66,81.12,
1980-12-23,80.41,80.41,80.41,80.869,
1980-12-24,80.71,80.71,80.71,81.163,
1980-12-25,80.71,80.71,80.71,81.163,
1980-12-26,81.07,81.07,81.07,81.533,
1980-12-27,81.07,81.07,81.07,81.533,
1980-12-28,81.07,81.07,81.07,81.533,
1980-12-29,80.21,80.21,80.21,80.668,
1980-12-30,80.38,80.38,80.38,80.831,
1980-12-31,80.68,80.68,80.68,81.136,
1981-01-01,80.68,80.68,80.68,81.136,
1981-01-02,81.14,81.14,81.14,81.604,
1981-01-03,81.14,81.14,81.14,81.604,
1981-01-04,81.14,81.14,81.14,81.604,
1981-01-05,81.9,81.9,81.9,82.361,
1981-01-06,81.97,81.97,81.97,82.432,
1981-01-07,79.91,79.91,79.91,80.363,
1981-01-08,78.84,78.84,78.84,79.291,
1981-01-09,79.16,79.16,79.16,79.606,
1981-01-10,79.16,79.16,79.16,79.606,
1981-01-11,79.16,79.16,79.16,79.606,
1981-01-12,79.2,79.2,79.2,79.65,
1981-01-13,79.04,79.04,79.04,79.481,
1981-01-14,79.28,79.28,79.28,79.732,
1981-01-15,79.76,79.76,79.76,80.211,
1981-01-16,80.13,80.13,80.13,80.581,
1981-01-17,80.13,80.13,80.13,80.581,
1981-01-18,80.13,80.13,80.13,80.581,
1981-01-19,79.94,79.94,79.94,80.39,
1981-01-20,78.45,78.45,78.45,78.899,
1981-01-21,78.25,78.25,78.25,78.692,
1981-01-22,77.62,77.62,77.62,78.06,
1981-01-23,77.62,77.62,77.62,78.066,
1981-01-24,77.62,77.62,77.62,78.066,
1981-01-25,77.62,77.62,77.62,78.066,
1981-01-26,77.27,77.27,77.27,77.712,
1981-01-27,78.05,78.05,78.05,78.496,
1981-01-28,77.67,77.67,77.67,78.109,
1981-01-29,77.66,77.66,77.66,78.104,
1981-01-30,77.28,77.28,77.28,77.718,
1981-01-31,77.28,77.28,77.28,77.718,
1981-02-01,77.28,77.28,77.28,77.718,
1981-02-02,75.53,75.53,75.53,75.954,
1981-02-03,76.33,76.33,76.33,76.765,
1981-02-04,76.51,76.51,76.51,76.95,
1981-02-05,77.21,77.21,77.21,77.647,
1981-02-06,77.74,77.74,77.74,78.18,
1981-02-07,77.74,77.74,77.74,78.18,
1981-02-08,77.74,77.74,77.74,78.18,
1981-02-09,77.04,77.04,77.04,77.473,
1981-02-10,76.98,76.98,76.98,77.413,
1981-02-11,76.44,76.44,76.44,76.879,
1981-02-12,76.0,76.0,76.0,76.427,
1981-02-13,75.78,75.78,75.78,76.204,
1981-02-14,75.78,75.78,75.78,76.204,
1981-02-15,75.78,75.78,75.78,76.204,
1981-02-16,75.78,75.78,75.78,76.204,
1981-02-17,76.13,76.13,76.13,76.558,
1981-02-18,76.49,76.49,76.49,76.923,
1981-02-19,75.39,75.39,75.39,75.818,
1981-02-20,75.32,75.32,75.32,75.752,
1981-02-21,75.32,75.32,75.32,75.752,
1981-02-22,75.32,75.32,75.32,75.752,
1981-02-23,75.69,75.69,75.69,76.123,
1981-02-24,75.82,75.82,75.82,76.253,
1981-02-25,76.37,76.37,76.37,76.798,
1981-02-26,77.29,77.29,77.29,77.734,
1981-02-27,78.02,78.02,78.02,78.458,
1981-02-28,78.02,78.02,78.02,78.458,
1981-03-01,78.02,78.02,78.02,78.458,
1981-03-02,78.36,78.36,78.36,78.806,
1981-03-03,77.64,77.64,77.64,78.082,
1981-03-04,77.79,77.79,77.79,78.229,
1981-03-05,77.38,77.38,77.38,77.821,
1981-03-06,77.33,77.33,77.33,77.767,
1981-03-07,77.33,77.33,77.33,77.767,
1981-03-08,77.33,77.33,77.33,77.767,
1981-03-09,77.94,77.94,77.94,78.387,
1981-03-10,77.54,77.54,77.54,77.979,
1981-03-11,77.27,77.27,77.27,77.707,
1981-03-12,79.02,79.02,79.02,79.47,
1981-03-13,79.05,79.05,79.05,79.498,
1981-03-14,79.05,79.05,79.05,79.498,
1981-03-15,79.05,79.05,79.05,79.498,
1981-03-16,79.93,79.93,79.93,80.379,
1981-03-17,79.59,79.59,79.59,80.042,
1981-03-18,79.81,79.81,79.81,80.265,
1981-03-19,79.45,79.45,79.45,79.895,
1981-03-20,79.97,79.97,79.97,80.428,
1981-03-21,79.97,79.97,79.97,80.428,
1981-03-22,79.97,79.97,79.97,80.428,
1981-03-23,80.84,80.84,80.84,81.299,
1981-03-24,80.41,80.41,80.41,80.869,
1981-03-25,81.64,81.64,81.64,82.105,
1981-03-26,81.31,81.31,81.31,81.773,
1981-03-27,80.5,80.5,80.5,80.951,
1981-03-28,80.5,80.5,80.5,80.951,
1981-03-29,80.5,80.5,80.5,80.951,
1981-03-30,80.31,80.31,80.31,80.76,
1981-03-31,81.23,81.23,81.23,81.697,
1981-04-01,81.61,81.61,81.61,82.072,
1981-04-02,81.61,81.61,81.61,82.072,
1981-04-03,81.23,81.23,81.23,81.691,
1981-04-04,81.23,81.23,81.23,81.691,
1981-04-05,81.23,81.23,81.23,81.691,
1981-04-06,80.34,80.34,80.34,80.793,
1981-04-07,80.24,80.24,80.24,80.695,
1981-04-08,80.7,80.7,80.7,81.152,
1981-04-09,81.01,81.01,81.01,81.468,
1981-04-10,81.03,81.03,81.03,81.49,
1981-04-11,81.03,81.03,81.03,81.49,
1981-04-12,81.03,81.03,81.03,81.49,
1981-04-13,80.19,80.19,80.19,80.641,
1981-04-14,79.81,79.81,79.81,80.26,
1981-04-15,80.65,80.65,80.65,81.109,
1981-04-16,81.02,81.02,81.02,81.484,
1981-04-17,81.02,81.02,81.02,81.484,
1981-04-18,81.02,81.02,81.02,81.484,
1981-04-19,81.02,81.02,81.02,81.484,
1981-04-20,81.45,81.45,81.45,81.909,
1981-04-21,80.72,80.72,80.72,81.18,
1981-04-22,80.71,80.71,80.71,81.163,
1981-04-23,80.7,80.7,80.7,81.158,
1981-04-24,81.29,81.29,81.29,81.751,
1981-04-25,81.29,81.29,81.29,81.751,
1981-04-26,81.29,81.29,81.29,81.751,
1981-04-27,81.46,81.46,81.46,81.925,
1981-04-28,80.69,80.69,80.69,81.147,
1981-04-29,79.97,79.97,79.97,80.418,
1981-04-30,80.04,80.04,80.04,80.494,
1981-05-01,79.94,79.94,79.94,80.39,
1981-05-02,79.94,79.94,79.94,80.39,
1981-05-03,79.94,79.94,79.94,80.39,
1981-05-04,78.65,78.65,78.65,79.1,
1981-05-05,78.37,78.37,78.37,78.812,
1981-05-06,78.66,78.66,78.66,79.1,
1981-05-07,79.25,79.25,79.25,79.704,
1981-05-08,79.34,79.34,79.34,79.786,
1981-05-09,79.34,79.34,79.34,79.786,
1981-05-10,79.34,79.34,79.34,79.786,
1981-05-11,78.19,78.19,78.19,78.637,
1981-05-12,78.77,78.77,78.77,79.22,
1981-05-13,78.79,78.79,78.79,79.236,
1981-05-14,79.27,79.27,79.27,79.721,
1981-05-15,79.83,79.83,79.83,80.281,
1981-05-16,79.83,79.83,79.83,80.281,
1981-05-17,79.83,79.83,79.83,80.281,
1981-05-18,79.98,79.98,79.98,80.434,
1981-05-19,79.72,79.72,79.72,80.167,
1981-05-20,79.84,79.84,79.84,80.292,
1981-05-21,79.78,79.78,79.78,80.232,
1981-05-22,79.67,79.67,79.67,80.124,
1981-05-23,79.67,79.67,79.67,80.124,
1981-05-24,79.67,79.67,79.67,80.124,
1981-05-25,79.67,79.67,79.67,80.124,
1981-05-26,80.43,80.43,80.43,80.88,
1981-05-27,80.93,80.93,80.93,81.392,
1981-05-28,80.79,80.79,80.79,81.245,
1981-05-29,80.41,80.41,80.41,80.864,
1981-05-30,80.41,80.41,80.41,80.864,
1981-05-31,80.41,80.41,80.41,80.864,
1981-06-01,80.2,80.2,80.2,80.657,
1981-06-02,79.07,79.07,79.07,79.514,
1981-06-03,79.12,79.12,79.12,79.574,
1981-06-04,79.25,79.25,79.25,79.694,
1981-06-05,79.98,79.98,79.98,80.434,
1981-06-06,79.98,79.98,79.98,80.434,
1981-06-07,79.98,79.98,79.98,80.434,
1981-06-08,79.95,79.95,79.95,80.407,
1981-06-09,79.68,79.68,79.68,80.134,
1981-06-10,79.92,79.92,79.92,80.374,
1981-06-11,80.76,80.76,80.76,81.218,
1981-06-12,80.74,80.74,80.74,81.201,
1981-06-13,80.74,80.74,80.74,81.201,
1981-06-14,80.74,80.74,80.74,81.201,
1981-06-15,80.81,80.81,80.81,81.272,
1981-06-16,79.9,79.9,79.9,80.352,
1981-06-17,80.53,80.53,80.53,80.984,
1981-06-18,79.6,79.6,79.6,80.053,
1981-06-19,79.97,79.97,79.97,80.423,
1981-06-20,79.97,79.97,79.97,80.423,
1981-06-21,79.97,79.97,79.97,80.423,
1981-06-22,79.82,79.82,79.82,80.276,
1981-06-23,80.62,80.62,80.62,81.076,
1981-06-24,80.17,80.17,80.17,80.624,
1981-06-25,80.3,80.3,80.3,80.755,
1981-06-26,80.22,80.22,80.22,80.679,
1981-06-27,80.22,80.22,80.22,80.679,
1981-06-28,80.22,80.22,80.22,80.679,
1981-06-29,79.78,79.78,79.78,80.227,
1981-06-30,79.33,79.33,79.33,79.781,
1981-07-01,78.63,78.63,78.63,79.078,
1981-07-02,77.88,77.88,77.88,78.322,
1981-07-03,77.88,77.88,77.88,78.322,
1981-07-04,77.88,77.88,77.88,78.322,
1981-07-05,77.88,77.88,77.88,78.322,
1981-07-06,76.98,76.98,76.98,77.413,
1981-07-07,77.35,77.35,77.35,77.788,
1981-07-08,77.46,77.46,77.46,77.903,
1981-07-09,78.04,78.04,78.04,78.485,
1981-07-10,78.17,78.17,78.17,78.61,
1981-07-11,78.17,78.17,78.17,78.61,
1981-07-12,78.17,78.17,78.17,78.61,
1981-07-13,78.25,78.25,78.25,78.692,
1981-07-14,78.23,78.23,78.23,78.676,
1981-07-15,78.6,78.6,78.6,79.051,
1981-07-16,78.78,78.78,78.78,79.225,
1981-07-17,79.06,79.06,79.06,79.514,
1981-07-18,79.06,79.06,79.06,79.514,
1981-07-19,79.06,79.06,79.06,79.514,
1981-07-20,77.83,77.83,77.83,78.267,
1981-07-21,77.56,77.56,77.56,78.001,
1981-07-22,76.9,76.9,76.9,77.342,
1981-07-23,77.05,77.05,77.05,77.483,
1981-07-24,77.73,77.73,77.73,78.175,
1981-07-25,77.73,77.73,77.73,78.175,
1981-07-26,77.73,77.73,77.73,78.175,
1981-07-27,78.4,78.4,78.4,78.85,
1981-07-28,77.99,77.99,77.99,78.431,
1981-07-29,78.01,78.01,78.01,78.458,
1981-07-30,78.44,78.44,78.44,78.888,
1981-07-31,79.02,79.02,79.02,79.47,
1981-08-01,79.02,79.02,79.02,79.47,
