,ITV LN Equity
2010-06-24,20.8955
2010-06-25,20.8955
2010-06-26,20.8955
2010-06-27,20.8955
2010-06-28,20.8955
2010-06-29,20.8955
2010-06-30,82.3944
2010-07-01,82.3944
2010-07-02,82.3944
2010-07-03,82.3944
2010-07-04,82.3944
2010-07-05,82.3944
2010-07-06,82.3944
2010-07-07,82.3944
2010-07-08,82.3944
2010-07-09,82.3944
2010-07-10,82.3944
2010-07-11,82.3944
2010-07-12,82.3944
2010-07-13,82.3944
2010-07-14,82.3944
2010-07-15,82.3944
2010-07-16,82.3944
2010-07-17,82.3944
2010-07-18,82.3944
2010-07-19,82.3944
2010-07-20,82.3944
2010-07-21,82.3944
2010-07-22,82.3944
2010-07-23,82.3944
2010-07-24,82.3944
2010-07-25,82.3944
2010-07-26,82.3944
2010-07-27,82.3944
2010-07-28,82.3944
2010-07-29,82.3944
2010-07-30,82.3944
2010-07-31,82.3944
2010-08-01,82.3944
2010-08-02,82.3944
2010-08-03,82.3944
2010-08-04,82.3944
2010-08-05,82.3944
2010-08-06,82.3944
2010-08-07,82.3944
2010-08-08,82.3944
2010-08-09,82.3944
2010-08-10,82.3944
2010-08-11,82.3944
2010-08-12,82.3944
2010-08-13,82.3944
2010-08-14,82.3944
2010-08-15,82.3944
2010-08-16,82.3944
2010-08-17,82.3944
2010-08-18,82.3944
2010-08-19,82.3944
2010-08-20,82.3944
2010-08-21,82.3944
2010-08-22,82.3944
2010-08-23,82.3944
2010-08-24,82.3944
2010-08-25,82.3944
2010-08-26,82.3944
2010-08-27,82.3944
2010-08-28,82.3944
2010-08-29,82.3944
2010-08-30,82.3944
2010-08-31,82.3944
2010-09-01,82.3944
2010-09-02,82.3944
2010-09-03,82.3944
2010-09-04,82.3944
2010-09-05,82.3944
2010-09-06,82.3944
2010-09-07,82.3944
2010-09-08,82.3944
2010-09-09,82.3944
2010-09-10,82.3944
2010-09-11,82.3944
2010-09-12,82.3944
2010-09-13,82.3944
2010-09-14,82.3944
2010-09-15,82.3944
2010-09-16,82.3944
2010-09-17,82.3944
2010-09-18,82.3944
2010-09-19,82.3944
2010-09-20,82.3944
2010-09-21,82.3944
2010-09-22,82.3944
2010-09-23,82.3944
2010-09-24,82.3944
2010-09-25,82.3944
2010-09-26,82.3944
2010-09-27,82.3944
2010-09-28,82.3944
2010-09-29,82.3944
2010-09-30,82.3944
2010-10-01,82.3944
2010-10-02,82.3944
2010-10-03,82.3944
2010-10-04,82.3944
2010-10-05,82.3944
2010-10-06,82.3944
2010-10-07,82.3944
2010-10-08,82.3944
2010-10-09,82.3944
2010-10-10,82.3944
2010-10-11,82.3944
2010-10-12,82.3944
2010-10-13,82.3944
2010-10-14,82.3944
2010-10-15,82.3944
2010-10-16,82.3944
2010-10-17,82.3944
2010-10-18,82.3944
2010-10-19,82.3944
2010-10-20,82.3944
2010-10-21,82.3944
2010-10-22,82.3944
2010-10-23,82.3944
2010-10-24,82.3944
2010-10-25,82.3944
2010-10-26,82.3944
2010-10-27,82.3944
2010-10-28,82.3944
2010-10-29,82.3944
2010-10-30,82.3944
2010-10-31,82.3944
2010-11-01,82.3944
2010-11-02,82.3944
2010-11-03,82.3944
2010-11-04,82.3944
2010-11-05,82.3944
2010-11-06,82.3944
2010-11-07,82.3944
2010-11-08,82.3944
2010-11-09,82.3944
2010-11-10,82.3944
2010-11-11,82.3944
2010-11-12,82.3944
2010-11-13,82.3944
2010-11-14,82.3944
2010-11-15,82.3944
2010-11-16,82.3944
2010-11-17,82.3944
2010-11-18,82.3944
2010-11-19,82.3944
2010-11-20,82.3944
2010-11-21,82.3944
2010-11-22,82.3944
2010-11-23,82.3944
2010-11-24,82.3944
2010-11-25,82.3944
2010-11-26,82.3944
2010-11-27,82.3944
2010-11-28,82.3944
2010-11-29,82.3944
2010-11-30,82.3944
2010-12-01,82.3944
2010-12-02,82.3944
2010-12-03,82.3944
2010-12-04,82.3944
2010-12-05,82.3944
2010-12-06,82.3944
2010-12-07,82.3944
2010-12-08,82.3944
2010-12-09,82.3944
2010-12-10,82.3944
2010-12-11,82.3944
2010-12-12,82.3944
2010-12-13,82.3944
2010-12-14,82.3944
2010-12-15,82.3944
2010-12-16,82.3944
2010-12-17,82.3944
2010-12-18,82.3944
2010-12-19,82.3944
2010-12-20,82.3944
2010-12-21,82.3944
2010-12-22,82.3944
2010-12-23,82.3944
2010-12-24,82.3944
2010-12-25,82.3944
2010-12-26,82.3944
2010-12-27,82.3944
2010-12-28,82.3944
2010-12-29,82.3944
2010-12-30,82.3944
2010-12-31,53.4791
2011-01-01,53.4791
2011-01-02,53.4791
2011-01-03,53.4791
2011-01-04,53.4791
2011-01-05,53.4791
2011-01-06,53.4791
2011-01-07,53.4791
2011-01-08,53.4791
2011-01-09,53.4791
2011-01-10,53.4791
2011-01-11,53.4791
2011-01-12,53.4791
2011-01-13,53.4791
2011-01-14,53.4791
2011-01-15,53.4791
2011-01-16,53.4791
2011-01-17,53.4791
2011-01-18,53.4791
2011-01-19,53.4791
2011-01-20,53.4791
2011-01-21,53.4791
2011-01-22,53.4791
2011-01-23,53.4791
2011-01-24,53.4791
2011-01-25,53.4791
2011-01-26,53.4791
2011-01-27,53.4791
2011-01-28,53.4791
2011-01-29,53.4791
2011-01-30,53.4791
2011-01-31,53.4791
2011-02-01,53.4791
2011-02-02,53.4791
2011-02-03,53.4791
2011-02-04,53.4791
2011-02-05,53.4791
2011-02-06,53.4791
2011-02-07,53.4791
2011-02-08,53.4791
2011-02-09,53.4791
2011-02-10,53.4791
2011-02-11,53.4791
2011-02-12,53.4791
2011-02-13,53.4791
2011-02-14,53.4791
2011-02-15,53.4791
2011-02-16,53.4791
2011-02-17,53.4791
2011-02-18,53.4791
2011-02-19,53.4791
2011-02-20,53.4791
2011-02-21,53.4791
2011-02-22,53.4791
2011-02-23,53.4791
2011-02-24,53.4791
2011-02-25,53.4791
2011-02-26,53.4791
2011-02-27,53.4791
2011-02-28,53.4791
2011-03-01,53.4791
2011-03-02,53.4791
2011-03-03,53.4791
2011-03-04,53.4791
2011-03-05,53.4791
2011-03-06,53.4791
2011-03-07,53.4791
2011-03-08,53.4791
2011-03-09,53.4791
2011-03-10,53.4791
2011-03-11,53.4791
2011-03-12,53.4791
2011-03-13,53.4791
2011-03-14,53.4791
2011-03-15,53.4791
2011-03-16,53.4791
2011-03-17,53.4791
2011-03-18,53.4791
2011-03-19,53.4791
2011-03-20,53.4791
2011-03-21,53.4791
2011-03-22,53.4791
2011-03-23,53.4791
2011-03-24,53.4791
2011-03-25,53.4791
2011-03-26,53.4791
2011-03-27,53.4791
2011-03-28,53.4791
2011-03-29,53.4791
2011-03-30,53.4791
2011-03-31,53.4791
2011-04-01,53.4791
2011-04-02,53.4791
2011-04-03,53.4791
2011-04-04,53.4791
2011-04-05,53.4791
2011-04-06,53.4791
2011-04-07,53.4791
2011-04-08,53.4791
2011-04-09,53.4791
2011-04-10,53.4791
2011-04-11,53.4791
2011-04-12,53.4791
2011-04-13,53.4791
2011-04-14,53.4791
2011-04-15,53.4791
2011-04-16,53.4791
2011-04-17,53.4791
2011-04-18,53.4791
2011-04-19,53.4791
2011-04-20,53.4791
2011-04-21,53.4791
2011-04-22,53.4791
2011-04-23,53.4791
2011-04-24,53.4791
2011-04-25,53.4791
2011-04-26,53.4791
2011-04-27,53.4791
2011-04-28,53.4791
2011-04-29,53.4791
2011-04-30,53.4791
2011-05-01,53.4791
2011-05-02,53.4791
2011-05-03,53.4791
2011-05-04,53.4791
2011-05-05,53.4791
2011-05-06,53.4791
2011-05-07,53.4791
2011-05-08,53.4791
2011-05-09,53.4791
2011-05-10,53.4791
2011-05-11,53.4791
2011-05-12,53.4791
2011-05-13,53.4791
2011-05-14,53.4791
2011-05-15,53.4791
2011-05-16,53.4791
2011-05-17,53.4791
2011-05-18,53.4791
2011-05-19,53.4791
2011-05-20,53.4791
2011-05-21,53.4791
2011-05-22,53.4791
2011-05-23,53.4791
2011-05-24,53.4791
2011-05-25,53.4791
2011-05-26,53.4791
2011-05-27,53.4791
2011-05-28,53.4791
2011-05-29,53.4791
2011-05-30,53.4791
2011-05-31,53.4791
2011-06-01,53.4791
2011-06-02,53.4791
2011-06-03,53.4791
2011-06-04,53.4791
2011-06-05,53.4791
2011-06-06,53.4791
2011-06-07,53.4791
2011-06-08,53.4791
2011-06-09,53.4791
2011-06-10,53.4791
2011-06-11,53.4791
2011-06-12,53.4791
2011-06-13,53.4791
2011-06-14,53.4791
2011-06-15,53.4791
2011-06-16,53.4791
2011-06-17,53.4791
2011-06-18,53.4791
2011-06-19,53.4791
2011-06-20,53.4791
2011-06-21,53.4791
2011-06-22,53.4791
2011-06-23,53.4791
2011-06-24,53.4791
2011-06-25,53.4791
2011-06-26,53.4791
2011-06-27,53.4791
2011-06-28,53.4791
2011-06-29,53.4791
2011-06-30,58.5752
2011-07-01,58.5752
2011-07-02,58.5752
2011-07-03,58.5752
2011-07-04,58.5752
2011-07-05,58.5752
2011-07-06,58.5752
2011-07-07,58.5752
2011-07-08,58.5752
2011-07-09,58.5752
2011-07-10,58.5752
2011-07-11,58.5752
2011-07-12,58.5752
2011-07-13,58.5752
2011-07-14,58.5752
2011-07-15,58.5752
2011-07-16,58.5752
2011-07-17,58.5752
2011-07-18,58.5752
2011-07-19,58.5752
2011-07-20,58.5752
2011-07-21,58.5752
2011-07-22,58.5752
2011-07-23,58.5752
2011-07-24,58.5752
2011-07-25,58.5752
2011-07-26,58.5752
2011-07-27,58.5752
2011-07-28,58.5752
2011-07-29,58.5752
2011-07-30,58.5752
2011-07-31,58.5752
2011-08-01,58.5752
2011-08-02,58.5752
2011-08-03,58.5752
2011-08-04,58.5752
2011-08-05,58.5752
2011-08-06,58.5752
2011-08-07,58.5752
2011-08-08,58.5752
2011-08-09,58.5752
2011-08-10,58.5752
2011-08-11,58.5752
2011-08-12,58.5752
2011-08-13,58.5752
2011-08-14,58.5752
2011-08-15,58.5752
2011-08-16,58.5752
2011-08-17,58.5752
2011-08-18,58.5752
2011-08-19,58.5752
2011-08-20,58.5752
2011-08-21,58.5752
2011-08-22,58.5752
2011-08-23,58.5752
2011-08-24,58.5752
2011-08-25,58.5752
2011-08-26,58.5752
2011-08-27,58.5752
2011-08-28,58.5752
2011-08-29,58.5752
2011-08-30,58.5752
2011-08-31,58.5752
2011-09-01,58.5752
2011-09-02,58.5752
2011-09-03,58.5752
2011-09-04,58.5752
2011-09-05,58.5752
2011-09-06,58.5752
2011-09-07,58.5752
2011-09-08,58.5752
2011-09-09,58.5752
2011-09-10,58.5752
2011-09-11,58.5752
2011-09-12,58.5752
2011-09-13,58.5752
2011-09-14,58.5752
2011-09-15,58.5752
2011-09-16,58.5752
2011-09-17,58.5752
2011-09-18,58.5752
2011-09-19,58.5752
2011-09-20,58.5752
2011-09-21,58.5752
2011-09-22,58.5752
2011-09-23,58.5752
2011-09-24,58.5752
2011-09-25,58.5752
2011-09-26,58.5752
2011-09-27,58.5752
2011-09-28,58.5752
2011-09-29,58.5752
2011-09-30,58.5752
2011-10-01,58.5752
2011-10-02,58.5752
2011-10-03,58.5752
2011-10-04,58.5752
2011-10-05,58.5752
2011-10-06,58.5752
2011-10-07,58.5752
2011-10-08,58.5752
2011-10-09,58.5752
2011-10-10,58.5752
2011-10-11,58.5752
2011-10-12,58.5752
2011-10-13,58.5752
2011-10-14,58.5752
2011-10-15,58.5752
2011-10-16,58.5752
2011-10-17,58.5752
2011-10-18,58.5752
2011-10-19,58.5752
2011-10-20,58.5752
2011-10-21,58.5752
2011-10-22,58.5752
2011-10-23,58.5752
2011-10-24,58.5752
2011-10-25,58.5752
2011-10-26,58.5752
2011-10-27,58.5752
2011-10-28,58.5752
2011-10-29,58.5752
2011-10-30,58.5752
2011-10-31,58.5752
2011-11-01,58.5752
2011-11-02,58.5752
2011-11-03,58.5752
2011-11-04,58.5752
2011-11-05,58.5752
2011-11-06,58.5752
2011-11-07,58.5752
2011-11-08,58.5752
2011-11-09,58.5752
2011-11-10,58.5752
2011-11-11,58.5752
2011-11-12,58.5752
2011-11-13,58.5752
2011-11-14,58.5752
2011-11-15,58.5752
2011-11-16,58.5752
2011-11-17,58.5752
2011-11-18,58.5752
2011-11-19,58.5752
2011-11-20,58.5752
2011-11-21,58.5752
2011-11-22,58.5752
2011-11-23,58.5752
2011-11-24,58.5752
2011-11-25,58.5752
2011-11-26,58.5752
2011-11-27,58.5752
2011-11-28,58.5752
2011-11-29,58.5752
2011-11-30,58.5752
2011-12-01,58.5752
2011-12-02,58.5752
2011-12-03,58.5752
2011-12-04,58.5752
2011-12-05,58.5752
2011-12-06,58.5752
2011-12-07,58.5752
2011-12-08,58.5752
2011-12-09,58.5752
2011-12-10,58.5752
2011-12-11,58.5752
2011-12-12,58.5752
2011-12-13,58.5752
2011-12-14,58.5752
2011-12-15,58.5752
2011-12-16,58.5752
2011-12-17,58.5752
2011-12-18,58.5752
2011-12-19,58.5752
2011-12-20,58.5752
2011-12-21,58.5752
2011-12-22,58.5752
2011-12-23,58.5752
2011-12-24,58.5752
2011-12-25,58.5752
2011-12-26,58.5752
2011-12-27,58.5752
2011-12-28,58.5752
2011-12-29,58.5752
2011-12-30,58.5752
2011-12-31,33.6742
2012-01-01,33.6742
2012-01-02,33.6742
2012-01-03,33.6742
2012-01-04,33.6742
2012-01-05,33.6742
2012-01-06,33.6742
2012-01-07,33.6742
2012-01-08,33.6742
2012-01-09,33.6742
2012-01-10,33.6742
2012-01-11,33.6742
2012-01-12,33.6742
2012-01-13,33.6742
2012-01-14,33.6742
2012-01-15,33.6742
2012-01-16,33.6742
2012-01-17,33.6742
2012-01-18,33.6742
2012-01-19,33.6742
2012-01-20,33.6742
2012-01-21,33.6742
2012-01-22,33.6742
2012-01-23,33.6742
2012-01-24,33.6742
2012-01-25,33.6742
2012-01-26,33.6742
2012-01-27,33.6742
2012-01-28,33.6742
2012-01-29,33.6742
2012-01-30,33.6742
2012-01-31,33.6742
2012-02-01,33.6742
2012-02-02,33.6742
2012-02-03,33.6742
2012-02-04,33.6742
2012-02-05,33.6742
2012-02-06,33.6742
2012-02-07,33.6742
2012-02-08,33.6742
2012-02-09,33.6742
2012-02-10,33.6742
2012-02-11,33.6742
2012-02-12,33.6742
2012-02-13,33.6742
2012-02-14,33.6742
2012-02-15,33.6742
2012-02-16,33.6742
2012-02-17,33.6742
2012-02-18,33.6742
2012-02-19,33.6742
2012-02-20,33.6742
2012-02-21,33.6742
2012-02-22,33.6742
2012-02-23,33.6742
2012-02-24,33.6742
2012-02-25,33.6742
2012-02-26,33.6742
2012-02-27,33.6742
2012-02-28,33.6742
2012-02-29,33.6742
2012-03-01,33.6742
2012-03-02,33.6742
2012-03-03,33.6742
2012-03-04,33.6742
2012-03-05,33.6742
2012-03-06,33.6742
2012-03-07,33.6742
2012-03-08,33.6742
2012-03-09,33.6742
2012-03-10,33.6742
2012-03-11,33.6742
2012-03-12,33.6742
2012-03-13,33.6742
2012-03-14,33.6742
2012-03-15,33.6742
2012-03-16,33.6742
2012-03-17,33.6742
2012-03-18,33.6742
2012-03-19,33.6742
2012-03-20,33.6742
2012-03-21,33.6742
2012-03-22,33.6742
2012-03-23,33.6742
2012-03-24,33.6742
2012-03-25,33.6742
2012-03-26,33.6742
2012-03-27,33.6742
2012-03-28,33.6742
2012-03-29,33.6742
2012-03-30,33.6742
2012-03-31,33.6742
2012-04-01,33.6742
2012-04-02,33.6742
2012-04-03,33.6742
2012-04-04,33.6742
2012-04-05,33.6742
2012-04-06,33.6742
2012-04-07,33.6742
2012-04-08,33.6742
2012-04-09,33.6742
2012-04-10,33.6742
2012-04-11,33.6742
2012-04-12,33.6742
2012-04-13,33.6742
2012-04-14,33.6742
2012-04-15,33.6742
2012-04-16,33.6742
2012-04-17,33.6742
2012-04-18,33.6742
2012-04-19,33.6742
2012-04-20,33.6742
2012-04-21,33.6742
2012-04-22,33.6742
2012-04-23,33.6742
2012-04-24,33.6742
2012-04-25,33.6742
2012-04-26,33.6742
2012-04-27,33.6742
2012-04-28,33.6742
2012-04-29,33.6742
2012-04-30,33.6742
2012-05-01,33.6742
2012-05-02,33.6742
2012-05-03,33.6742
2012-05-04,33.6742
2012-05-05,33.6742
2012-05-06,33.6742
2012-05-07,33.6742
2012-05-08,33.6742
2012-05-09,33.6742
2012-05-10,33.6742
2012-05-11,33.6742
2012-05-12,33.6742
2012-05-13,33.6742
2012-05-14,33.6742
2012-05-15,33.6742
2012-05-16,33.6742
2012-05-17,33.6742
2012-05-18,33.6742
2012-05-19,33.6742
2012-05-20,33.6742
2012-05-21,33.6742
2012-05-22,33.6742
2012-05-23,33.6742
2012-05-24,33.6742
2012-05-25,33.6742
2012-05-26,33.6742
2012-05-27,33.6742
2012-05-28,33.6742
2012-05-29,33.6742
2012-05-30,33.6742
2012-05-31,33.6742
2012-06-01,33.6742
2012-06-02,33.6742
2012-06-03,33.6742
2012-06-04,33.6742
2012-06-05,33.6742
2012-06-06,33.6742
2012-06-07,33.6742
2012-06-08,33.6742
2012-06-09,33.6742
2012-06-10,33.6742
2012-06-11,33.6742
2012-06-12,33.6742
2012-06-13,33.6742
2012-06-14,33.6742
2012-06-15,33.6742
2012-06-16,33.6742
2012-06-17,33.6742
2012-06-18,33.6742
2012-06-19,33.6742
2012-06-20,33.6742
2012-06-21,33.6742
2012-06-22,33.6742
2012-06-23,33.6742
2012-06-24,33.6742
2012-06-25,33.6742
2012-06-26,33.6742
2012-06-27,33.6742
2012-06-28,33.6742
2012-06-29,33.6742
2012-06-30,29.7297
2012-07-01,29.7297
2012-07-02,29.7297
2012-07-03,29.7297
2012-07-04,29.7297
2012-07-05,29.7297
2012-07-06,29.7297
2012-07-07,29.7297
2012-07-08,29.7297
2012-07-09,29.7297
2012-07-10,29.7297
2012-07-11,29.7297
2012-07-12,29.7297
2012-07-13,29.7297
2012-07-14,29.7297
2012-07-15,29.7297
2012-07-16,29.7297
2012-07-17,29.7297
2012-07-18,29.7297
2012-07-19,29.7297
2012-07-20,29.7297
2012-07-21,29.7297
2012-07-22,29.7297
2012-07-23,29.7297
2012-07-24,29.7297
2012-07-25,29.7297
2012-07-26,29.7297
2012-07-27,29.7297
2012-07-28,29.7297
2012-07-29,29.7297
2012-07-30,29.7297
2012-07-31,29.7297
2012-08-01,29.7297
2012-08-02,29.7297
2012-08-03,29.7297
2012-08-04,29.7297
2012-08-05,29.7297
2012-08-06,29.7297
2012-08-07,29.7297
2012-08-08,29.7297
2012-08-09,29.7297
2012-08-10,29.7297
2012-08-11,29.7297
2012-08-12,29.7297
2012-08-13,29.7297
2012-08-14,29.7297
2012-08-15,29.7297
2012-08-16,29.7297
2012-08-17,29.7297
2012-08-18,29.7297
2012-08-19,29.7297
2012-08-20,29.7297
2012-08-21,29.7297
2012-08-22,29.7297
2012-08-23,29.7297
2012-08-24,29.7297
2012-08-25,29.7297
2012-08-26,29.7297
2012-08-27,29.7297
2012-08-28,29.7297
2012-08-29,29.7297
2012-08-30,29.7297
2012-08-31,29.7297
2012-09-01,29.7297
2012-09-02,29.7297
2012-09-03,29.7297
2012-09-04,29.7297
2012-09-05,29.7297
2012-09-06,29.7297
2012-09-07,29.7297
2012-09-08,29.7297
2012-09-09,29.7297
2012-09-10,29.7297
2012-09-11,29.7297
2012-09-12,29.7297
2012-09-13,29.7297
2012-09-14,29.7297
2012-09-15,29.7297
2012-09-16,29.7297
2012-09-17,29.7297
2012-09-18,29.7297
2012-09-19,29.7297
2012-09-20,29.7297
2012-09-21,29.7297
2012-09-22,29.7297
2012-09-23,29.7297
2012-09-24,29.7297
2012-09-25,29.7297
2012-09-26,29.7297
2012-09-27,29.7297
2012-09-28,29.7297
2012-09-29,29.7297
2012-09-30,29.7297
2012-10-01,29.7297
2012-10-02,29.7297
2012-10-03,29.7297
2012-10-04,29.7297
2012-10-05,29.7297
2012-10-06,29.7297
2012-10-07,29.7297
2012-10-08,29.7297
2012-10-09,29.7297
2012-10-10,29.7297
2012-10-11,29.7297
2012-10-12,29.7297
2012-10-13,29.7297
2012-10-14,29.7297
2012-10-15,29.7297
2012-10-16,29.7297
2012-10-17,29.7297
2012-10-18,29.7297
2012-10-19,29.7297
2012-10-20,29.7297
2012-10-21,29.7297
2012-10-22,29.7297
2012-10-23,29.7297
2012-10-24,29.7297
2012-10-25,29.7297
2012-10-26,29.7297
2012-10-27,29.7297
2012-10-28,29.7297
2012-10-29,29.7297
2012-10-30,29.7297
2012-10-31,29.7297
2012-11-01,29.7297
2012-11-02,29.7297
2012-11-03,29.7297
2012-11-04,29.7297
2012-11-05,29.7297
2012-11-06,29.7297
2012-11-07,29.7297
2012-11-08,29.7297
2012-11-09,29.7297
2012-11-10,29.7297
2012-11-11,29.7297
2012-11-12,29.7297
2012-11-13,29.7297
2012-11-14,29.7297
2012-11-15,29.7297
2012-11-16,29.7297
2012-11-17,29.7297
2012-11-18,29.7297
2012-11-19,29.7297
2012-11-20,29.7297
2012-11-21,29.7297
2012-11-22,29.7297
2012-11-23,29.7297
2012-11-24,29.7297
2012-11-25,29.7297
2012-11-26,29.7297
2012-11-27,29.7297
2012-11-28,29.7297
2012-11-29,29.7297
2012-11-30,29.7297
2012-12-01,29.7297
2012-12-02,29.7297
2012-12-03,29.7297
2012-12-04,29.7297
2012-12-05,29.7297
2012-12-06,29.7297
2012-12-07,29.7297
2012-12-08,29.7297
2012-12-09,29.7297
2012-12-10,29.7297
2012-12-11,29.7297
2012-12-12,29.7297
2012-12-13,29.7297
2012-12-14,29.7297
2012-12-15,29.7297
2012-12-16,29.7297
2012-12-17,29.7297
2012-12-18,29.7297
2012-12-19,29.7297
2012-12-20,29.7297
2012-12-21,29.7297
2012-12-22,29.7297
2012-12-23,29.7297
2012-12-24,29.7297
2012-12-25,29.7297
2012-12-26,29.7297
2012-12-27,29.7297
2012-12-28,29.7297
2012-12-29,29.7297
2012-12-30,29.7297
2012-12-31,31.5465
2013-01-01,31.5465
2013-01-02,31.5465
2013-01-03,31.5465
2013-01-04,31.5465
2013-01-05,31.5465
2013-01-06,31.5465
2013-01-07,31.5465
2013-01-08,31.5465
2013-01-09,31.5465
2013-01-10,31.5465
2013-01-11,31.5465
2013-01-12,31.5465
2013-01-13,31.5465
2013-01-14,31.5465
2013-01-15,31.5465
2013-01-16,31.5465
2013-01-17,31.5465
2013-01-18,31.5465
2013-01-19,31.5465
2013-01-20,31.5465
2013-01-21,31.5465
2013-01-22,31.5465
2013-01-23,31.5465
2013-01-24,31.5465
2013-01-25,31.5465
2013-01-26,31.5465
2013-01-27,31.5465
2013-01-28,31.5465
2013-01-29,31.5465
2013-01-30,31.5465
2013-01-31,31.5465
2013-02-01,31.5465
2013-02-02,31.5465
2013-02-03,31.5465
2013-02-04,31.5465
2013-02-05,31.5465
2013-02-06,31.5465
2013-02-07,31.5465
2013-02-08,31.5465
2013-02-09,31.5465
2013-02-10,31.5465
2013-02-11,31.5465
2013-02-12,31.5465
2013-02-13,31.5465
2013-02-14,31.5465
2013-02-15,31.5465
2013-02-16,31.5465
2013-02-17,31.5465
2013-02-18,31.5465
2013-02-19,31.5465
2013-02-20,31.5465
2013-02-21,31.5465
2013-02-22,31.5465
2013-02-23,31.5465
2013-02-24,31.5465
2013-02-25,31.5465
2013-02-26,31.5465
2013-02-27,31.5465
2013-02-28,31.5465
2013-03-01,31.5465
2013-03-02,31.5465
2013-03-03,31.5465
2013-03-04,31.5465
2013-03-05,31.5465
2013-03-06,31.5465
2013-03-07,31.5465
2013-03-08,31.5465
