,NXT LN Equity
2010-11-11,369.2088
2010-11-12,369.2088
2010-11-13,369.2088
2010-11-14,369.2088
2010-11-15,369.2088
2010-11-16,369.2088
2010-11-17,369.2088
2010-11-18,369.2088
2010-11-19,369.2088
2010-11-20,369.2088
2010-11-21,369.2088
2010-11-22,369.2088
2010-11-23,369.2088
2010-11-24,369.2088
2010-11-25,369.2088
2010-11-26,369.2088
2010-11-27,369.2088
2010-11-28,369.2088
2010-11-29,369.2088
2010-11-30,369.2088
2010-12-01,369.2088
2010-12-02,369.2088
2010-12-03,369.2088
2010-12-04,369.2088
2010-12-05,369.2088
2010-12-06,369.2088
2010-12-07,369.2088
2010-12-08,369.2088
2010-12-09,369.2088
2010-12-10,369.2088
2010-12-11,369.2088
2010-12-12,369.2088
2010-12-13,369.2088
2010-12-14,369.2088
2010-12-15,369.2088
2010-12-16,369.2088
2010-12-17,369.2088
2010-12-18,369.2088
2010-12-19,369.2088
2010-12-20,369.2088
2010-12-21,369.2088
2010-12-22,369.2088
2010-12-23,369.2088
2010-12-24,369.2088
2010-12-25,369.2088
2010-12-26,369.2088
2010-12-27,369.2088
2010-12-28,369.2088
2010-12-29,369.2088
2010-12-30,369.2088
2010-12-31,369.2088
2011-01-01,369.2088
2011-01-02,369.2088
2011-01-03,369.2088
2011-01-04,369.2088
2011-01-05,369.2088
2011-01-06,369.2088
2011-01-07,369.2088
2011-01-08,369.2088
2011-01-09,369.2088
2011-01-10,369.2088
2011-01-11,369.2088
2011-01-12,369.2088
2011-01-13,369.2088
2011-01-14,369.2088
2011-01-15,369.2088
2011-01-16,369.2088
2011-01-17,369.2088
2011-01-18,369.2088
2011-01-19,369.2088
2011-01-20,369.2088
2011-01-21,369.2088
2011-01-22,369.2088
2011-01-23,369.2088
2011-01-24,369.2088
2011-01-25,369.2088
2011-01-26,369.2088
2011-01-27,369.2088
2011-01-28,369.2088
2011-01-29,219.2402
2011-01-30,219.2402
2011-01-31,219.2402
2011-02-01,219.2402
2011-02-02,219.2402
2011-02-03,219.2402
2011-02-04,219.2402
2011-02-05,219.2402
2011-02-06,219.2402
2011-02-07,219.2402
2011-02-08,219.2402
2011-02-09,219.2402
2011-02-10,219.2402
2011-02-11,219.2402
2011-02-12,219.2402
2011-02-13,219.2402
2011-02-14,219.2402
2011-02-15,219.2402
2011-02-16,219.2402
2011-02-17,219.2402
2011-02-18,219.2402
2011-02-19,219.2402
2011-02-20,219.2402
2011-02-21,219.2402
2011-02-22,219.2402
2011-02-23,219.2402
2011-02-24,219.2402
2011-02-25,219.2402
2011-02-26,219.2402
2011-02-27,219.2402
2011-02-28,219.2402
2011-03-01,219.2402
2011-03-02,219.2402
2011-03-03,219.2402
2011-03-04,219.2402
2011-03-05,219.2402
2011-03-06,219.2402
2011-03-07,219.2402
2011-03-08,219.2402
2011-03-09,219.2402
2011-03-10,219.2402
2011-03-11,219.2402
2011-03-12,219.2402
2011-03-13,219.2402
2011-03-14,219.2402
2011-03-15,219.2402
2011-03-16,219.2402
2011-03-17,219.2402
2011-03-18,219.2402
2011-03-19,219.2402
2011-03-20,219.2402
2011-03-21,219.2402
2011-03-22,219.2402
2011-03-23,219.2402
2011-03-24,219.2402
2011-03-25,219.2402
2011-03-26,219.2402
2011-03-27,219.2402
2011-03-28,219.2402
2011-03-29,219.2402
2011-03-30,219.2402
2011-03-31,219.2402
2011-04-01,219.2402
2011-04-02,219.2402
2011-04-03,219.2402
2011-04-04,219.2402
2011-04-05,219.2402
2011-04-06,219.2402
2011-04-07,219.2402
2011-04-08,219.2402
2011-04-09,219.2402
2011-04-10,219.2402
2011-04-11,219.2402
2011-04-12,219.2402
2011-04-13,219.2402
2011-04-14,219.2402
2011-04-15,219.2402
2011-04-16,219.2402
2011-04-17,219.2402
2011-04-18,219.2402
2011-04-19,219.2402
2011-04-20,219.2402
2011-04-21,219.2402
2011-04-22,219.2402
2011-04-23,219.2402
2011-04-24,219.2402
2011-04-25,219.2402
2011-04-26,219.2402
2011-04-27,219.2402
2011-04-28,219.2402
2011-04-29,219.2402
2011-04-30,219.2402
2011-05-01,219.2402
2011-05-02,219.2402
2011-05-03,219.2402
2011-05-04,219.2402
2011-05-05,219.2402
2011-05-06,219.2402
2011-05-07,219.2402
2011-05-08,219.2402
2011-05-09,219.2402
2011-05-10,219.2402
2011-05-11,219.2402
2011-05-12,219.2402
2011-05-13,219.2402
2011-05-14,219.2402
2011-05-15,219.2402
2011-05-16,219.2402
2011-05-17,219.2402
2011-05-18,219.2402
2011-05-19,219.2402
2011-05-20,219.2402
2011-05-21,219.2402
2011-05-22,219.2402
2011-05-23,219.2402
2011-05-24,219.2402
2011-05-25,219.2402
2011-05-26,219.2402
2011-05-27,219.2402
2011-05-28,219.2402
2011-05-29,219.2402
2011-05-30,219.2402
2011-05-31,219.2402
2011-06-01,219.2402
2011-06-02,219.2402
2011-06-03,219.2402
2011-06-04,219.2402
2011-06-05,219.2402
2011-06-06,219.2402
2011-06-07,219.2402
2011-06-08,219.2402
2011-06-09,219.2402
2011-06-10,219.2402
2011-06-11,219.2402
2011-06-12,219.2402
2011-06-13,219.2402
2011-06-14,219.2402
2011-06-15,219.2402
2011-06-16,219.2402
2011-06-17,219.2402
2011-06-18,219.2402
2011-06-19,219.2402
2011-06-20,219.2402
2011-06-21,219.2402
2011-06-22,219.2402
2011-06-23,219.2402
2011-06-24,219.2402
2011-06-25,219.2402
2011-06-26,219.2402
2011-06-27,219.2402
2011-06-28,219.2402
2011-06-29,219.2402
2011-06-30,219.2402
2011-07-01,219.2402
2011-07-02,219.2402
2011-07-03,219.2402
2011-07-04,219.2402
2011-07-05,219.2402
2011-07-06,219.2402
2011-07-07,219.2402
2011-07-08,219.2402
2011-07-09,219.2402
2011-07-10,219.2402
2011-07-11,219.2402
2011-07-12,219.2402
2011-07-13,219.2402
2011-07-14,219.2402
2011-07-15,219.2402
2011-07-16,219.2402
2011-07-17,219.2402
2011-07-18,219.2402
2011-07-19,219.2402
2011-07-20,219.2402
2011-07-21,219.2402
2011-07-22,219.2402
2011-07-23,219.2402
2011-07-24,219.2402
2011-07-25,219.2402
2011-07-26,219.2402
2011-07-27,219.2402
2011-07-28,219.2402
2011-07-29,219.2402
2011-07-30,219.2402
2011-07-31,454.9275
2011-08-01,454.9275
2011-08-02,454.9275
2011-08-03,454.9275
2011-08-04,454.9275
2011-08-05,454.9275
2011-08-06,454.9275
2011-08-07,454.9275
2011-08-08,454.9275
2011-08-09,454.9275
2011-08-10,454.9275
2011-08-11,454.9275
2011-08-12,454.9275
2011-08-13,454.9275
2011-08-14,454.9275
2011-08-15,454.9275
2011-08-16,454.9275
2011-08-17,454.9275
2011-08-18,454.9275
2011-08-19,454.9275
2011-08-20,454.9275
2011-08-21,454.9275
2011-08-22,454.9275
2011-08-23,454.9275
2011-08-24,454.9275
2011-08-25,454.9275
2011-08-26,454.9275
2011-08-27,454.9275
2011-08-28,454.9275
2011-08-29,454.9275
2011-08-30,454.9275
2011-08-31,454.9275
2011-09-01,454.9275
2011-09-02,454.9275
2011-09-03,454.9275
2011-09-04,454.9275
2011-09-05,454.9275
2011-09-06,454.9275
2011-09-07,454.9275
2011-09-08,454.9275
2011-09-09,454.9275
2011-09-10,454.9275
2011-09-11,454.9275
2011-09-12,454.9275
2011-09-13,454.9275
2011-09-14,454.9275
2011-09-15,454.9275
2011-09-16,454.9275
2011-09-17,454.9275
2011-09-18,454.9275
2011-09-19,454.9275
2011-09-20,454.9275
2011-09-21,454.9275
2011-09-22,454.9275
2011-09-23,454.9275
2011-09-24,454.9275
2011-09-25,454.9275
2011-09-26,454.9275
2011-09-27,454.9275
2011-09-28,454.9275
2011-09-29,454.9275
2011-09-30,454.9275
2011-10-01,454.9275
2011-10-02,454.9275
2011-10-03,454.9275
2011-10-04,454.9275
2011-10-05,454.9275
2011-10-06,454.9275
2011-10-07,454.9275
2011-10-08,454.9275
2011-10-09,454.9275
2011-10-10,454.9275
2011-10-11,454.9275
2011-10-12,454.9275
2011-10-13,454.9275
2011-10-14,454.9275
2011-10-15,454.9275
2011-10-16,454.9275
2011-10-17,454.9275
2011-10-18,454.9275
2011-10-19,454.9275
2011-10-20,454.9275
2011-10-21,454.9275
2011-10-22,454.9275
2011-10-23,454.9275
2011-10-24,454.9275
2011-10-25,454.9275
2011-10-26,454.9275
2011-10-27,454.9275
2011-10-28,454.9275
2011-10-29,454.9275
2011-10-30,454.9275
2011-10-31,454.9275
2011-11-01,454.9275
2011-11-02,454.9275
2011-11-03,454.9275
2011-11-04,454.9275
2011-11-05,454.9275
2011-11-06,454.9275
2011-11-07,454.9275
2011-11-08,454.9275
2011-11-09,454.9275
2011-11-10,454.9275
2011-11-11,454.9275
2011-11-12,454.9275
2011-11-13,454.9275
2011-11-14,454.9275
2011-11-15,454.9275
2011-11-16,454.9275
2011-11-17,454.9275
2011-11-18,454.9275
2011-11-19,454.9275
2011-11-20,454.9275
2011-11-21,454.9275
2011-11-22,454.9275
2011-11-23,454.9275
2011-11-24,454.9275
2011-11-25,454.9275
2011-11-26,454.9275
2011-11-27,454.9275
2011-11-28,454.9275
2011-11-29,454.9275
2011-11-30,454.9275
2011-12-01,454.9275
2011-12-02,454.9275
2011-12-03,454.9275
2011-12-04,454.9275
2011-12-05,454.9275
2011-12-06,454.9275
2011-12-07,454.9275
2011-12-08,454.9275
2011-12-09,454.9275
2011-12-10,454.9275
2011-12-11,454.9275
2011-12-12,454.9275
2011-12-13,454.9275
2011-12-14,454.9275
2011-12-15,454.9275
2011-12-16,454.9275
2011-12-17,454.9275
2011-12-18,454.9275
2011-12-19,454.9275
2011-12-20,454.9275
2011-12-21,454.9275
2011-12-22,454.9275
2011-12-23,454.9275
2011-12-24,454.9275
2011-12-25,454.9275
2011-12-26,454.9275
2011-12-27,454.9275
2011-12-28,454.9275
2011-12-29,454.9275
2011-12-30,454.9275
2011-12-31,454.9275
2012-01-01,454.9275
2012-01-02,454.9275
2012-01-03,454.9275
2012-01-04,454.9275
2012-01-05,454.9275
2012-01-06,454.9275
2012-01-07,454.9275
2012-01-08,454.9275
2012-01-09,454.9275
2012-01-10,454.9275
2012-01-11,454.9275
2012-01-12,454.9275
2012-01-13,454.9275
2012-01-14,454.9275
2012-01-15,454.9275
2012-01-16,454.9275
2012-01-17,454.9275
2012-01-18,454.9275
2012-01-19,454.9275
2012-01-20,454.9275
2012-01-21,454.9275
2012-01-22,454.9275
2012-01-23,454.9275
2012-01-24,454.9275
2012-01-25,454.9275
2012-01-26,454.9275
2012-01-27,454.9275
2012-01-28,208.7473
2012-01-29,208.7473
2012-01-30,208.7473
2012-01-31,208.7473
2012-02-01,208.7473
2012-02-02,208.7473
2012-02-03,208.7473
2012-02-04,208.7473
2012-02-05,208.7473
2012-02-06,208.7473
2012-02-07,208.7473
2012-02-08,208.7473
2012-02-09,208.7473
2012-02-10,208.7473
2012-02-11,208.7473
2012-02-12,208.7473
2012-02-13,208.7473
2012-02-14,208.7473
2012-02-15,208.7473
2012-02-16,208.7473
2012-02-17,208.7473
2012-02-18,208.7473
2012-02-19,208.7473
2012-02-20,208.7473
2012-02-21,208.7473
2012-02-22,208.7473
2012-02-23,208.7473
2012-02-24,208.7473
2012-02-25,208.7473
2012-02-26,208.7473
2012-02-27,208.7473
2012-02-28,208.7473
2012-02-29,208.7473
2012-03-01,208.7473
2012-03-02,208.7473
2012-03-03,208.7473
2012-03-04,208.7473
2012-03-05,208.7473
2012-03-06,208.7473
2012-03-07,208.7473
2012-03-08,208.7473
2012-03-09,208.7473
2012-03-10,208.7473
2012-03-11,208.7473
2012-03-12,208.7473
2012-03-13,208.7473
2012-03-14,208.7473
2012-03-15,208.7473
2012-03-16,208.7473
2012-03-17,208.7473
2012-03-18,208.7473
2012-03-19,208.7473
2012-03-20,208.7473
2012-03-21,208.7473
2012-03-22,208.7473
2012-03-23,208.7473
2012-03-24,208.7473
2012-03-25,208.7473
2012-03-26,208.7473
2012-03-27,208.7473
2012-03-28,208.7473
2012-03-29,208.7473
2012-03-30,208.7473
2012-03-31,208.7473
2012-04-01,208.7473
2012-04-02,208.7473
2012-04-03,208.7473
2012-04-04,208.7473
2012-04-05,208.7473
2012-04-06,208.7473
2012-04-07,208.7473
2012-04-08,208.7473
2012-04-09,208.7473
2012-04-10,208.7473
2012-04-11,208.7473
2012-04-12,208.7473
2012-04-13,208.7473
2012-04-14,208.7473
2012-04-15,208.7473
2012-04-16,208.7473
2012-04-17,208.7473
2012-04-18,208.7473
2012-04-19,208.7473
2012-04-20,208.7473
2012-04-21,208.7473
2012-04-22,208.7473
2012-04-23,208.7473
2012-04-24,208.7473
2012-04-25,208.7473
2012-04-26,208.7473
2012-04-27,208.7473
2012-04-28,208.7473
2012-04-29,208.7473
2012-04-30,208.7473
2012-05-01,208.7473
2012-05-02,208.7473
2012-05-03,208.7473
2012-05-04,208.7473
2012-05-05,208.7473
2012-05-06,208.7473
2012-05-07,208.7473
2012-05-08,208.7473
2012-05-09,208.7473
2012-05-10,208.7473
2012-05-11,208.7473
2012-05-12,208.7473
2012-05-13,208.7473
2012-05-14,208.7473
2012-05-15,208.7473
2012-05-16,208.7473
2012-05-17,208.7473
2012-05-18,208.7473
2012-05-19,208.7473
2012-05-20,208.7473
2012-05-21,208.7473
2012-05-22,208.7473
2012-05-23,208.7473
2012-05-24,208.7473
2012-05-25,208.7473
2012-05-26,208.7473
2012-05-27,208.7473
2012-05-28,208.7473
2012-05-29,208.7473
2012-05-30,208.7473
2012-05-31,208.7473
2012-06-01,208.7473
2012-06-02,208.7473
2012-06-03,208.7473
2012-06-04,208.7473
2012-06-05,208.7473
2012-06-06,208.7473
2012-06-07,208.7473
2012-06-08,208.7473
2012-06-09,208.7473
2012-06-10,208.7473
2012-06-11,208.7473
2012-06-12,208.7473
2012-06-13,208.7473
2012-06-14,208.7473
2012-06-15,208.7473
2012-06-16,208.7473
2012-06-17,208.7473
2012-06-18,208.7473
2012-06-19,208.7473
2012-06-20,208.7473
2012-06-21,208.7473
2012-06-22,208.7473
2012-06-23,208.7473
2012-06-24,208.7473
2012-06-25,208.7473
2012-06-26,208.7473
2012-06-27,208.7473
2012-06-28,208.7473
2012-06-29,208.7473
2012-06-30,208.7473
2012-07-01,208.7473
2012-07-02,208.7473
2012-07-03,208.7473
2012-07-04,208.7473
2012-07-05,208.7473
2012-07-06,208.7473
2012-07-07,208.7473
2012-07-08,208.7473
2012-07-09,208.7473
2012-07-10,208.7473
2012-07-11,208.7473
2012-07-12,208.7473
2012-07-13,208.7473
2012-07-14,208.7473
2012-07-15,208.7473
2012-07-16,208.7473
2012-07-17,208.7473
2012-07-18,208.7473
2012-07-19,208.7473
2012-07-20,208.7473
2012-07-21,208.7473
2012-07-22,208.7473
2012-07-23,208.7473
2012-07-24,208.7473
2012-07-25,208.7473
2012-07-26,208.7473
2012-07-27,208.7473
2012-07-28,208.7473
2012-07-29,208.7473
2012-07-30,208.7473
2012-07-31,336.9322
2012-08-01,336.9322
2012-08-02,336.9322
2012-08-03,336.9322
2012-08-04,336.9322
2012-08-05,336.9322
2012-08-06,336.9322
2012-08-07,336.9322
2012-08-08,336.9322
2012-08-09,336.9322
2012-08-10,336.9322
2012-08-11,336.9322
2012-08-12,336.9322
2012-08-13,336.9322
2012-08-14,336.9322
2012-08-15,336.9322
2012-08-16,336.9322
2012-08-17,336.9322
2012-08-18,336.9322
2012-08-19,336.9322
2012-08-20,336.9322
2012-08-21,336.9322
2012-08-22,336.9322
2012-08-23,336.9322
2012-08-24,336.9322
2012-08-25,336.9322
2012-08-26,336.9322
2012-08-27,336.9322
2012-08-28,336.9322
2012-08-29,336.9322
2012-08-30,336.9322
2012-08-31,336.9322
2012-09-01,336.9322
2012-09-02,336.9322
2012-09-03,336.9322
2012-09-04,336.9322
2012-09-05,336.9322
2012-09-06,336.9322
2012-09-07,336.9322
2012-09-08,336.9322
2012-09-09,336.9322
2012-09-10,336.9322
2012-09-11,336.9322
2012-09-12,336.9322
2012-09-13,336.9322
2012-09-14,336.9322
2012-09-15,336.9322
2012-09-16,336.9322
2012-09-17,336.9322
2012-09-18,336.9322
2012-09-19,336.9322
2012-09-20,336.9322
2012-09-21,336.9322
2012-09-22,336.9322
2012-09-23,336.9322
2012-09-24,336.9322
2012-09-25,336.9322
2012-09-26,336.9322
2012-09-27,336.9322
2012-09-28,336.9322
2012-09-29,336.9322
2012-09-30,336.9322
2012-10-01,336.9322
2012-10-02,336.9322
2012-10-03,336.9322
2012-10-04,336.9322
2012-10-05,336.9322
2012-10-06,336.9322
2012-10-07,336.9322
2012-10-08,336.9322
2012-10-09,336.9322
2012-10-10,336.9322
2012-10-11,336.9322
2012-10-12,336.9322
2012-10-13,336.9322
2012-10-14,336.9322
2012-10-15,336.9322
2012-10-16,336.9322
2012-10-17,336.9322
2012-10-18,336.9322
2012-10-19,336.9322
2012-10-20,336.9322
2012-10-21,336.9322
2012-10-22,336.9322
2012-10-23,336.9322
2012-10-24,336.9322
2012-10-25,336.9322
2012-10-26,336.9322
2012-10-27,336.9322
2012-10-28,336.9322
2012-10-29,336.9322
2012-10-30,336.9322
2012-10-31,336.9322
2012-11-01,336.9322
2012-11-02,336.9322
2012-11-03,336.9322
2012-11-04,336.9322
2012-11-05,336.9322
2012-11-06,336.9322
2012-11-07,336.9322
2012-11-08,336.9322
2012-11-09,336.9322
2012-11-10,336.9322
2012-11-11,336.9322
2012-11-12,336.9322
2012-11-13,336.9322
2012-11-14,336.9322
2012-11-15,336.9322
2012-11-16,336.9322
2012-11-17,336.9322
2012-11-18,336.9322
2012-11-19,336.9322
2012-11-20,336.9322
2012-11-21,336.9322
2012-11-22,336.9322
2012-11-23,336.9322
2012-11-24,336.9322
2012-11-25,336.9322
2012-11-26,336.9322
2012-11-27,336.9322
2012-11-28,336.9322
2012-11-29,336.9322
2012-11-30,336.9322
2012-12-01,336.9322
2012-12-02,336.9322
2012-12-03,336.9322
2012-12-04,336.9322
2012-12-05,336.9322
2012-12-06,336.9322
2012-12-07,336.9322
2012-12-08,336.9322
2012-12-09,336.9322
2012-12-10,336.9322
2012-12-11,336.9322
2012-12-12,336.9322
2012-12-13,336.9322
2012-12-14,336.9322
2012-12-15,336.9322
2012-12-16,336.9322
2012-12-17,336.9322
2012-12-18,336.9322
2012-12-19,336.9322
2012-12-20,336.9322
2012-12-21,336.9322
2012-12-22,336.9322
2012-12-23,336.9322
2012-12-24,336.9322
2012-12-25,336.9322
2012-12-26,336.9322
2012-12-27,336.9322
2012-12-28,336.9322
2012-12-29,336.9322
2012-12-30,336.9322
2012-12-31,336.9322
2013-01-01,336.9322
2013-01-02,336.9322
2013-01-03,336.9322
2013-01-04,336.9322
2013-01-05,336.9322
2013-01-06,336.9322
2013-01-07,336.9322
2013-01-08,336.9322
2013-01-09,336.9322
2013-01-10,336.9322
2013-01-11,336.9322
2013-01-12,336.9322
2013-01-13,336.9322
2013-01-14,336.9322
2013-01-15,336.9322
2013-01-16,336.9322
2013-01-17,336.9322
2013-01-18,336.9322
2013-01-19,336.9322
2013-01-20,336.9322
2013-01-21,336.9322
2013-01-22,336.9322
2013-01-23,336.9322
2013-01-24,336.9322
2013-01-25,336.9322
2013-01-26,200.118
2013-01-27,200.118
2013-01-28,200.118
2013-01-29,200.118
2013-01-30,200.118
2013-01-31,200.118
2013-02-01,200.118
2013-02-02,200.118
2013-02-03,200.118
2013-02-04,200.118
2013-02-05,200.118
2013-02-06,200.118
2013-02-07,200.118
2013-02-08,200.118
2013-02-09,200.118
2013-02-10,200.118
2013-02-11,200.118
2013-02-12,200.118
2013-02-13,200.118
2013-02-14,200.118
2013-02-15,200.118
2013-02-16,200.118
2013-02-17,200.118
2013-02-18,200.118
2013-02-19,200.118
2013-02-20,200.118
2013-02-21,200.118
2013-02-22,200.118
2013-02-23,200.118
2013-02-24,200.118
2013-02-25,200.118
2013-02-26,200.118
2013-02-27,200.118
2013-02-28,200.118
2013-03-01,200.118
2013-03-02,200.118
2013-03-03,200.118
2013-03-04,200.118
2013-03-05,200.118
2013-03-06,200.118
2013-03-07,200.118
2013-03-08,200.118
2013-03-09,200.118
2013-03-10,200.118
2013-03-11,200.118
2013-03-12,200.118
2013-03-13,200.118
2013-03-14,200.118
2013-03-15,200.118
2013-03-16,200.118
2013-03-17,200.118
2013-03-18,200.118
2013-03-19,200.118
2013-03-20,200.118
2013-03-21,200.118
2013-03-22,200.118
2013-03-23,200.118
