,MONY LN Equity
2010-12-30,1.4851
2010-12-31,3.7721
2011-01-01,3.7721
2011-01-02,3.7721
2011-01-03,3.7721
2011-01-04,3.7721
2011-01-05,3.7721
2011-01-06,3.7721
2011-01-07,3.7721
2011-01-08,3.7721
2011-01-09,3.7721
2011-01-10,3.7721
2011-01-11,3.7721
2011-01-12,3.7721
2011-01-13,3.7721
2011-01-14,3.7721
2011-01-15,3.7721
2011-01-16,3.7721
2011-01-17,3.7721
2011-01-18,3.7721
2011-01-19,3.7721
2011-01-20,3.7721
2011-01-21,3.7721
2011-01-22,3.7721
2011-01-23,3.7721
2011-01-24,3.7721
2011-01-25,3.7721
2011-01-26,3.7721
2011-01-27,3.7721
2011-01-28,3.7721
2011-01-29,3.7721
2011-01-30,3.7721
2011-01-31,3.7721
2011-02-01,3.7721
2011-02-02,3.7721
2011-02-03,3.7721
2011-02-04,3.7721
2011-02-05,3.7721
2011-02-06,3.7721
2011-02-07,3.7721
2011-02-08,3.7721
2011-02-09,3.7721
2011-02-10,3.7721
2011-02-11,3.7721
2011-02-12,3.7721
2011-02-13,3.7721
2011-02-14,3.7721
2011-02-15,3.7721
2011-02-16,3.7721
2011-02-17,3.7721
2011-02-18,3.7721
2011-02-19,3.7721
2011-02-20,3.7721
2011-02-21,3.7721
2011-02-22,3.7721
2011-02-23,3.7721
2011-02-24,3.7721
2011-02-25,3.7721
2011-02-26,3.7721
2011-02-27,3.7721
2011-02-28,3.7721
2011-03-01,3.7721
2011-03-02,3.7721
2011-03-03,3.7721
2011-03-04,3.7721
2011-03-05,3.7721
2011-03-06,3.7721
2011-03-07,3.7721
2011-03-08,3.7721
2011-03-09,3.7721
2011-03-10,3.7721
2011-03-11,3.7721
2011-03-12,3.7721
2011-03-13,3.7721
2011-03-14,3.7721
2011-03-15,3.7721
2011-03-16,3.7721
2011-03-17,3.7721
2011-03-18,3.7721
2011-03-19,3.7721
2011-03-20,3.7721
2011-03-21,3.7721
2011-03-22,3.7721
2011-03-23,3.7721
2011-03-24,3.7721
2011-03-25,3.7721
2011-03-26,3.7721
2011-03-27,3.7721
2011-03-28,3.7721
2011-03-29,3.7721
2011-03-30,3.7721
2011-03-31,3.7721
2011-04-01,3.7721
2011-04-02,3.7721
2011-04-03,3.7721
2011-04-04,3.7721
2011-04-05,3.7721
2011-04-06,3.7721
2011-04-07,3.7721
2011-04-08,3.7721
2011-04-09,3.7721
2011-04-10,3.7721
2011-04-11,3.7721
2011-04-12,3.7721
2011-04-13,3.7721
2011-04-14,3.7721
2011-04-15,3.7721
2011-04-16,3.7721
2011-04-17,3.7721
2011-04-18,3.7721
2011-04-19,3.7721
2011-04-20,3.7721
2011-04-21,3.7721
2011-04-22,3.7721
2011-04-23,3.7721
2011-04-24,3.7721
2011-04-25,3.7721
2011-04-26,3.7721
2011-04-27,3.7721
2011-04-28,3.7721
2011-04-29,3.7721
2011-04-30,3.7721
2011-05-01,3.7721
2011-05-02,3.7721
2011-05-03,3.7721
2011-05-04,3.7721
2011-05-05,3.7721
2011-05-06,3.7721
2011-05-07,3.7721
2011-05-08,3.7721
2011-05-09,3.7721
2011-05-10,3.7721
2011-05-11,3.7721
2011-05-12,3.7721
2011-05-13,3.7721
2011-05-14,3.7721
2011-05-15,3.7721
2011-05-16,3.7721
2011-05-17,3.7721
2011-05-18,3.7721
2011-05-19,3.7721
2011-05-20,3.7721
2011-05-21,3.7721
2011-05-22,3.7721
2011-05-23,3.7721
2011-05-24,3.7721
2011-05-25,3.7721
2011-05-26,3.7721
2011-05-27,3.7721
2011-05-28,3.7721
2011-05-29,3.7721
2011-05-30,3.7721
2011-05-31,3.7721
2011-06-01,3.7721
2011-06-02,3.7721
2011-06-03,3.7721
2011-06-04,3.7721
2011-06-05,3.7721
2011-06-06,3.7721
2011-06-07,3.7721
2011-06-08,3.7721
2011-06-09,3.7721
2011-06-10,3.7721
2011-06-11,3.7721
2011-06-12,3.7721
2011-06-13,3.7721
2011-06-14,3.7721
2011-06-15,3.7721
2011-06-16,3.7721
2011-06-17,3.7721
2011-06-18,3.7721
2011-06-19,3.7721
2011-06-20,3.7721
2011-06-21,3.7721
2011-06-22,3.7721
2011-06-23,3.7721
2011-06-24,3.7721
2011-06-25,3.7721
2011-06-26,3.7721
2011-06-27,3.7721
2011-06-28,3.7721
2011-06-29,3.7721
2011-06-30,7.8103
2011-07-01,7.8103
2011-07-02,7.8103
2011-07-03,7.8103
2011-07-04,7.8103
2011-07-05,7.8103
2011-07-06,7.8103
2011-07-07,7.8103
2011-07-08,7.8103
2011-07-09,7.8103
2011-07-10,7.8103
2011-07-11,7.8103
2011-07-12,7.8103
2011-07-13,7.8103
2011-07-14,7.8103
2011-07-15,7.8103
2011-07-16,7.8103
2011-07-17,7.8103
2011-07-18,7.8103
2011-07-19,7.8103
2011-07-20,7.8103
2011-07-21,7.8103
2011-07-22,7.8103
2011-07-23,7.8103
2011-07-24,7.8103
2011-07-25,7.8103
2011-07-26,7.8103
2011-07-27,7.8103
2011-07-28,7.8103
2011-07-29,7.8103
2011-07-30,7.8103
2011-07-31,7.8103
2011-08-01,7.8103
2011-08-02,7.8103
2011-08-03,7.8103
2011-08-04,7.8103
2011-08-05,7.8103
2011-08-06,7.8103
2011-08-07,7.8103
2011-08-08,7.8103
2011-08-09,7.8103
2011-08-10,7.8103
2011-08-11,7.8103
2011-08-12,7.8103
2011-08-13,7.8103
2011-08-14,7.8103
2011-08-15,7.8103
2011-08-16,7.8103
2011-08-17,7.8103
2011-08-18,7.8103
2011-08-19,7.8103
2011-08-20,7.8103
2011-08-21,7.8103
2011-08-22,7.8103
2011-08-23,7.8103
2011-08-24,7.8103
2011-08-25,7.8103
2011-08-26,7.8103
2011-08-27,7.8103
2011-08-28,7.8103
2011-08-29,7.8103
2011-08-30,7.8103
2011-08-31,7.8103
2011-09-01,7.8103
2011-09-02,7.8103
2011-09-03,7.8103
2011-09-04,7.8103
2011-09-05,7.8103
2011-09-06,7.8103
2011-09-07,7.8103
2011-09-08,7.8103
2011-09-09,7.8103
2011-09-10,7.8103
2011-09-11,7.8103
2011-09-12,7.8103
2011-09-13,7.8103
2011-09-14,7.8103
2011-09-15,7.8103
2011-09-16,7.8103
2011-09-17,7.8103
2011-09-18,7.8103
2011-09-19,7.8103
2011-09-20,7.8103
2011-09-21,7.8103
2011-09-22,7.8103
2011-09-23,7.8103
2011-09-24,7.8103
2011-09-25,7.8103
2011-09-26,7.8103
2011-09-27,7.8103
2011-09-28,7.8103
2011-09-29,7.8103
2011-09-30,7.8103
2011-10-01,7.8103
2011-10-02,7.8103
2011-10-03,7.8103
2011-10-04,7.8103
2011-10-05,7.8103
2011-10-06,7.8103
2011-10-07,7.8103
2011-10-08,7.8103
2011-10-09,7.8103
2011-10-10,7.8103
2011-10-11,7.8103
2011-10-12,7.8103
2011-10-13,7.8103
2011-10-14,7.8103
2011-10-15,7.8103
2011-10-16,7.8103
2011-10-17,7.8103
2011-10-18,7.8103
2011-10-19,7.8103
2011-10-20,7.8103
2011-10-21,7.8103
2011-10-22,7.8103
2011-10-23,7.8103
2011-10-24,7.8103
2011-10-25,7.8103
2011-10-26,7.8103
2011-10-27,7.8103
2011-10-28,7.8103
2011-10-29,7.8103
2011-10-30,7.8103
2011-10-31,7.8103
2011-11-01,7.8103
2011-11-02,7.8103
2011-11-03,7.8103
2011-11-04,7.8103
2011-11-05,7.8103
2011-11-06,7.8103
2011-11-07,7.8103
2011-11-08,7.8103
2011-11-09,7.8103
2011-11-10,7.8103
2011-11-11,7.8103
2011-11-12,7.8103
2011-11-13,7.8103
2011-11-14,7.8103
2011-11-15,7.8103
2011-11-16,7.8103
2011-11-17,7.8103
2011-11-18,7.8103
2011-11-19,7.8103
2011-11-20,7.8103
2011-11-21,7.8103
2011-11-22,7.8103
2011-11-23,7.8103
2011-11-24,7.8103
2011-11-25,7.8103
2011-11-26,7.8103
2011-11-27,7.8103
2011-11-28,7.8103
2011-11-29,7.8103
2011-11-30,7.8103
2011-12-01,7.8103
2011-12-02,7.8103
2011-12-03,7.8103
2011-12-04,7.8103
2011-12-05,7.8103
2011-12-06,7.8103
2011-12-07,7.8103
2011-12-08,7.8103
2011-12-09,7.8103
2011-12-10,7.8103
2011-12-11,7.8103
2011-12-12,7.8103
2011-12-13,7.8103
2011-12-14,7.8103
2011-12-15,7.8103
2011-12-16,7.8103
2011-12-17,7.8103
2011-12-18,7.8103
2011-12-19,7.8103
2011-12-20,7.8103
2011-12-21,7.8103
2011-12-22,7.8103
2011-12-23,7.8103
2011-12-24,7.8103
2011-12-25,7.8103
2011-12-26,7.8103
2011-12-27,7.8103
2011-12-28,7.8103
2011-12-29,7.8103
2011-12-30,7.8103
2011-12-31,9.4793
2012-01-01,9.4793
2012-01-02,9.4793
2012-01-03,9.4793
2012-01-04,9.4793
2012-01-05,9.4793
2012-01-06,9.4793
2012-01-07,9.4793
2012-01-08,9.4793
2012-01-09,9.4793
2012-01-10,9.4793
2012-01-11,9.4793
2012-01-12,9.4793
2012-01-13,9.4793
2012-01-14,9.4793
2012-01-15,9.4793
2012-01-16,9.4793
2012-01-17,9.4793
2012-01-18,9.4793
2012-01-19,9.4793
2012-01-20,9.4793
2012-01-21,9.4793
2012-01-22,9.4793
2012-01-23,9.4793
2012-01-24,9.4793
2012-01-25,9.4793
2012-01-26,9.4793
2012-01-27,9.4793
2012-01-28,9.4793
2012-01-29,9.4793
2012-01-30,9.4793
2012-01-31,9.4793
2012-02-01,9.4793
2012-02-02,9.4793
2012-02-03,9.4793
2012-02-04,9.4793
2012-02-05,9.4793
2012-02-06,9.4793
2012-02-07,9.4793
2012-02-08,9.4793
2012-02-09,9.4793
2012-02-10,9.4793
2012-02-11,9.4793
2012-02-12,9.4793
2012-02-13,9.4793
2012-02-14,9.4793
2012-02-15,9.4793
2012-02-16,9.4793
2012-02-17,9.4793
2012-02-18,9.4793
2012-02-19,9.4793
2012-02-20,9.4793
2012-02-21,9.4793
2012-02-22,9.4793
2012-02-23,9.4793
2012-02-24,9.4793
2012-02-25,9.4793
2012-02-26,9.4793
2012-02-27,9.4793
2012-02-28,9.4793
2012-02-29,9.4793
2012-03-01,9.4793
2012-03-02,9.4793
2012-03-03,9.4793
2012-03-04,9.4793
2012-03-05,9.4793
2012-03-06,9.4793
2012-03-07,9.4793
2012-03-08,9.4793
2012-03-09,9.4793
2012-03-10,9.4793
2012-03-11,9.4793
2012-03-12,9.4793
2012-03-13,9.4793
2012-03-14,9.4793
2012-03-15,9.4793
2012-03-16,9.4793
2012-03-17,9.4793
2012-03-18,9.4793
2012-03-19,9.4793
2012-03-20,9.4793
2012-03-21,9.4793
2012-03-22,9.4793
2012-03-23,9.4793
2012-03-24,9.4793
2012-03-25,9.4793
2012-03-26,9.4793
2012-03-27,9.4793
2012-03-28,9.4793
2012-03-29,9.4793
2012-03-30,9.4793
2012-03-31,9.4793
2012-04-01,9.4793
2012-04-02,9.4793
2012-04-03,9.4793
2012-04-04,9.4793
2012-04-05,9.4793
2012-04-06,9.4793
2012-04-07,9.4793
2012-04-08,9.4793
2012-04-09,9.4793
2012-04-10,9.4793
2012-04-11,9.4793
2012-04-12,9.4793
2012-04-13,9.4793
2012-04-14,9.4793
2012-04-15,9.4793
2012-04-16,9.4793
2012-04-17,9.4793
2012-04-18,9.4793
2012-04-19,9.4793
2012-04-20,9.4793
2012-04-21,9.4793
2012-04-22,9.4793
2012-04-23,9.4793
2012-04-24,9.4793
2012-04-25,9.4793
2012-04-26,9.4793
2012-04-27,9.4793
2012-04-28,9.4793
2012-04-29,9.4793
2012-04-30,9.4793
2012-05-01,9.4793
2012-05-02,9.4793
2012-05-03,9.4793
2012-05-04,9.4793
2012-05-05,9.4793
2012-05-06,9.4793
2012-05-07,9.4793
2012-05-08,9.4793
2012-05-09,9.4793
2012-05-10,9.4793
2012-05-11,9.4793
2012-05-12,9.4793
2012-05-13,9.4793
2012-05-14,9.4793
2012-05-15,9.4793
2012-05-16,9.4793
2012-05-17,9.4793
2012-05-18,9.4793
2012-05-19,9.4793
2012-05-20,9.4793
2012-05-21,9.4793
2012-05-22,9.4793
2012-05-23,9.4793
2012-05-24,9.4793
2012-05-25,9.4793
2012-05-26,9.4793
2012-05-27,9.4793
2012-05-28,9.4793
2012-05-29,9.4793
2012-05-30,9.4793
2012-05-31,9.4793
2012-06-01,9.4793
2012-06-02,9.4793
2012-06-03,9.4793
2012-06-04,9.4793
2012-06-05,9.4793
2012-06-06,9.4793
2012-06-07,9.4793
2012-06-08,9.4793
2012-06-09,9.4793
2012-06-10,9.4793
2012-06-11,9.4793
2012-06-12,9.4793
2012-06-13,9.4793
2012-06-14,9.4793
2012-06-15,9.4793
2012-06-16,9.4793
2012-06-17,9.4793
2012-06-18,9.4793
2012-06-19,9.4793
2012-06-20,9.4793
2012-06-21,9.4793
2012-06-22,9.4793
2012-06-23,9.4793
2012-06-24,9.4793
2012-06-25,9.4793
2012-06-26,9.4793
2012-06-27,9.4793
2012-06-28,9.4793
2012-06-29,9.4793
2012-06-30,9.7466
2012-07-01,9.7466
2012-07-02,9.7466
2012-07-03,9.7466
2012-07-04,9.7466
2012-07-05,9.7466
2012-07-06,9.7466
2012-07-07,9.7466
2012-07-08,9.7466
2012-07-09,9.7466
2012-07-10,9.7466
2012-07-11,9.7466
2012-07-12,9.7466
2012-07-13,9.7466
2012-07-14,9.7466
2012-07-15,9.7466
2012-07-16,9.7466
2012-07-17,9.7466
2012-07-18,9.7466
2012-07-19,9.7466
2012-07-20,9.7466
2012-07-21,9.7466
2012-07-22,9.7466
2012-07-23,9.7466
2012-07-24,9.7466
2012-07-25,9.7466
2012-07-26,9.7466
2012-07-27,9.7466
2012-07-28,9.7466
2012-07-29,9.7466
2012-07-30,9.7466
2012-07-31,9.7466
2012-08-01,9.7466
2012-08-02,9.7466
2012-08-03,9.7466
2012-08-04,9.7466
2012-08-05,9.7466
2012-08-06,9.7466
2012-08-07,9.7466
2012-08-08,9.7466
2012-08-09,9.7466
2012-08-10,9.7466
2012-08-11,9.7466
2012-08-12,9.7466
2012-08-13,9.7466
2012-08-14,9.7466
2012-08-15,9.7466
2012-08-16,9.7466
2012-08-17,9.7466
2012-08-18,9.7466
2012-08-19,9.7466
2012-08-20,9.7466
2012-08-21,9.7466
2012-08-22,9.7466
2012-08-23,9.7466
2012-08-24,9.7466
2012-08-25,9.7466
2012-08-26,9.7466
2012-08-27,9.7466
2012-08-28,9.7466
2012-08-29,9.7466
2012-08-30,9.7466
2012-08-31,9.7466
2012-09-01,9.7466
2012-09-02,9.7466
2012-09-03,9.7466
2012-09-04,9.7466
2012-09-05,9.7466
2012-09-06,9.7466
2012-09-07,9.7466
2012-09-08,9.7466
2012-09-09,9.7466
2012-09-10,9.7466
2012-09-11,9.7466
2012-09-12,9.7466
2012-09-13,9.7466
2012-09-14,9.7466
2012-09-15,9.7466
2012-09-16,9.7466
2012-09-17,9.7466
2012-09-18,9.7466
2012-09-19,9.7466
2012-09-20,9.7466
2012-09-21,9.7466
2012-09-22,9.7466
2012-09-23,9.7466
2012-09-24,9.7466
2012-09-25,9.7466
2012-09-26,9.7466
2012-09-27,9.7466
2012-09-28,9.7466
2012-09-29,9.7466
2012-09-30,9.7466
2012-10-01,9.7466
2012-10-02,9.7466
2012-10-03,9.7466
2012-10-04,9.7466
2012-10-05,9.7466
2012-10-06,9.7466
2012-10-07,9.7466
2012-10-08,9.7466
2012-10-09,9.7466
2012-10-10,9.7466
2012-10-11,9.7466
2012-10-12,9.7466
2012-10-13,9.7466
2012-10-14,9.7466
2012-10-15,9.7466
2012-10-16,9.7466
2012-10-17,9.7466
2012-10-18,9.7466
2012-10-19,9.7466
2012-10-20,9.7466
2012-10-21,9.7466
2012-10-22,9.7466
2012-10-23,9.7466
2012-10-24,9.7466
2012-10-25,9.7466
2012-10-26,9.7466
2012-10-27,9.7466
2012-10-28,9.7466
2012-10-29,9.7466
2012-10-30,9.7466
2012-10-31,9.7466
2012-11-01,9.7466
2012-11-02,9.7466
2012-11-03,9.7466
2012-11-04,9.7466
2012-11-05,9.7466
2012-11-06,9.7466
2012-11-07,9.7466
2012-11-08,9.7466
2012-11-09,9.7466
2012-11-10,9.7466
2012-11-11,9.7466
2012-11-12,9.7466
2012-11-13,9.7466
2012-11-14,9.7466
2012-11-15,9.7466
2012-11-16,9.7466
2012-11-17,9.7466
2012-11-18,9.7466
2012-11-19,9.7466
2012-11-20,9.7466
2012-11-21,9.7466
2012-11-22,9.7466
2012-11-23,9.7466
2012-11-24,9.7466
2012-11-25,9.7466
2012-11-26,9.7466
2012-11-27,9.7466
2012-11-28,9.7466
2012-11-29,9.7466
2012-11-30,9.7466
2012-12-01,9.7466
2012-12-02,9.7466
2012-12-03,9.7466
2012-12-04,9.7466
2012-12-05,9.7466
2012-12-06,9.7466
2012-12-07,9.7466
2012-12-08,9.7466
2012-12-09,9.7466
2012-12-10,9.7466
2012-12-11,9.7466
2012-12-12,9.7466
2012-12-13,9.7466
2012-12-14,9.7466
2012-12-15,9.7466
2012-12-16,9.7466
2012-12-17,9.7466
2012-12-18,9.7466
2012-12-19,9.7466
2012-12-20,9.7466
2012-12-21,9.7466
2012-12-22,9.7466
2012-12-23,9.7466
2012-12-24,9.7466
2012-12-25,9.7466
2012-12-26,9.7466
2012-12-27,9.7466
2012-12-28,9.7466
2012-12-29,9.7466
2012-12-30,9.7466
2012-12-31,13.5584
2013-01-01,13.5584
2013-01-02,13.5584
2013-01-03,13.5584
2013-01-04,13.5584
2013-01-05,13.5584
2013-01-06,13.5584
2013-01-07,13.5584
2013-01-08,13.5584
2013-01-09,13.5584
2013-01-10,13.5584
2013-01-11,13.5584
2013-01-12,13.5584
2013-01-13,13.5584
2013-01-14,13.5584
2013-01-15,13.5584
2013-01-16,13.5584
2013-01-17,13.5584
2013-01-18,13.5584
2013-01-19,13.5584
2013-01-20,13.5584
2013-01-21,13.5584
2013-01-22,13.5584
2013-01-23,13.5584
2013-01-24,13.5584
2013-01-25,13.5584
2013-01-26,13.5584
2013-01-27,13.5584
2013-01-28,13.5584
2013-01-29,13.5584
2013-01-30,13.5584
2013-01-31,13.5584
2013-02-01,13.5584
2013-02-02,13.5584
2013-02-03,13.5584
2013-02-04,13.5584
2013-02-05,13.5584
2013-02-06,13.5584
2013-02-07,13.5584
2013-02-08,13.5584
2013-02-09,13.5584
2013-02-10,13.5584
2013-02-11,13.5584
2013-02-12,13.5584
2013-02-13,13.5584
2013-02-14,13.5584
2013-02-15,13.5584
2013-02-16,13.5584
2013-02-17,13.5584
2013-02-18,13.5584
2013-02-19,13.5584
2013-02-20,13.5584
2013-02-21,13.5584
2013-02-22,13.5584
2013-02-23,13.5584
2013-02-24,13.5584
2013-02-25,13.5584
2013-02-26,13.5584
2013-02-27,13.5584
2013-02-28,13.5584
2013-03-01,13.5584
2013-03-02,13.5584
2013-03-03,13.5584
2013-03-04,13.5584
2013-03-05,13.5584
2013-03-06,13.5584
2013-03-07,13.5584
2013-03-08,13.5584
