,PAGE LN Equity
2022-11-19,43.9672
2022-11-20,43.9672
2022-11-21,43.9672
2022-11-22,43.9672
2022-11-23,43.9672
2022-11-24,43.9672
2022-11-25,43.9672
2022-11-26,43.9672
2022-11-27,43.9672
2022-11-28,43.9672
2022-11-29,43.9672
2022-11-30,43.9672
2022-12-01,43.9672
2022-12-02,43.9672
2022-12-03,43.9672
2022-12-04,43.9672
2022-12-05,43.9672
2022-12-06,43.9672
2022-12-07,43.9672
2022-12-08,43.9672
2022-12-09,43.9672
2022-12-10,43.9672
2022-12-11,43.9672
2022-12-12,43.9672
2022-12-13,43.9672
2022-12-14,43.9672
2022-12-15,43.9672
2022-12-16,43.9672
2022-12-17,43.9672
2022-12-18,43.9672
2022-12-19,43.9672
2022-12-20,43.9672
2022-12-21,43.9672
2022-12-22,43.9672
2022-12-23,43.9672
2022-12-24,43.9672
2022-12-25,43.9672
2022-12-26,43.9672
2022-12-27,43.9672
2022-12-28,43.9672
2022-12-29,43.9672
2022-12-30,43.9672
2022-12-31,40.159
2023-01-01,40.159
2023-01-02,40.159
2023-01-03,40.159
2023-01-04,40.159
2023-01-05,40.159
2023-01-06,40.159
2023-01-07,40.159
2023-01-08,40.159
2023-01-09,40.159
2023-01-10,40.159
2023-01-11,40.159
2023-01-12,40.159
2023-01-13,40.159
2023-01-14,40.159
2023-01-15,40.159
2023-01-16,40.159
2023-01-17,40.159
2023-01-18,40.159
2023-01-19,40.159
2023-01-20,40.159
2023-01-21,40.159
2023-01-22,40.159
2023-01-23,40.159
2023-01-24,40.159
2023-01-25,40.159
2023-01-26,40.159
2023-01-27,40.159
2023-01-28,40.159
2023-01-29,40.159
2023-01-30,40.159
2023-01-31,40.159
2023-02-01,40.159
2023-02-02,40.159
2023-02-03,40.159
2023-02-04,40.159
2023-02-05,40.159
2023-02-06,40.159
2023-02-07,40.159
2023-02-08,40.159
2023-02-09,40.159
2023-02-10,40.159
2023-02-11,40.159
2023-02-12,40.159
2023-02-13,40.159
2023-02-14,40.159
2023-02-15,40.159
2023-02-16,40.159
2023-02-17,40.159
2023-02-18,40.159
2023-02-19,40.159
2023-02-20,40.159
2023-02-21,40.159
2023-02-22,40.159
2023-02-23,40.159
2023-02-24,40.159
2023-02-25,40.159
2023-02-26,40.159
2023-02-27,40.159
2023-02-28,40.159
2023-03-01,40.159
2023-03-02,40.159
2023-03-03,40.159
2023-03-04,40.159
2023-03-05,40.159
2023-03-06,40.159
2023-03-07,40.159
2023-03-08,40.159
2023-03-09,40.159
2023-03-10,40.159
2023-03-11,40.159
2023-03-12,40.159
2023-03-13,40.159
2023-03-14,40.159
2023-03-15,40.159
2023-03-16,40.159
2023-03-17,40.159
2023-03-18,40.159
2023-03-19,40.159
2023-03-20,40.159
2023-03-21,40.159
2023-03-22,40.159
2023-03-23,40.159
2023-03-24,40.159
2023-03-25,40.159
2023-03-26,40.159
2023-03-27,40.159
2023-03-28,40.159
2023-03-29,40.159
2023-03-30,40.159
2023-03-31,40.159
2023-04-01,40.159
2023-04-02,40.159
2023-04-03,40.159
2023-04-04,40.159
2023-04-05,40.159
2023-04-06,40.159
2023-04-07,40.159
2023-04-08,40.159
2023-04-09,40.159
2023-04-10,40.159
2023-04-11,40.159
2023-04-12,40.159
2023-04-13,40.159
2023-04-14,40.159
2023-04-15,40.159
2023-04-16,40.159
2023-04-17,40.159
2023-04-18,40.159
2023-04-19,40.159
2023-04-20,40.159
2023-04-21,40.159
2023-04-22,40.159
2023-04-23,40.159
2023-04-24,40.159
2023-04-25,40.159
2023-04-26,40.159
2023-04-27,40.159
2023-04-28,40.159
2023-04-29,40.159
2023-04-30,40.159
2023-05-01,40.159
2023-05-02,40.159
2023-05-03,40.159
2023-05-04,40.159
2023-05-05,40.159
2023-05-06,40.159
2023-05-07,40.159
2023-05-08,40.159
2023-05-09,40.159
2023-05-10,40.159
2023-05-11,40.159
2023-05-12,40.159
2023-05-13,40.159
2023-05-14,40.159
2023-05-15,40.159
2023-05-16,40.159
2023-05-17,40.159
2023-05-18,40.159
2023-05-19,40.159
2023-05-20,40.159
2023-05-21,40.159
2023-05-22,40.159
2023-05-23,40.159
2023-05-24,40.159
2023-05-25,40.159
2023-05-26,40.159
2023-05-27,40.159
2023-05-28,40.159
2023-05-29,40.159
2023-05-30,40.159
2023-05-31,40.159
2023-06-01,40.159
2023-06-02,40.159
2023-06-03,40.159
2023-06-04,40.159
2023-06-05,40.159
2023-06-06,40.159
2023-06-07,40.159
2023-06-08,40.159
2023-06-09,40.159
2023-06-10,40.159
2023-06-11,40.159
2023-06-12,40.159
2023-06-13,40.159
2023-06-14,40.159
2023-06-15,40.159
2023-06-16,40.159
2023-06-17,40.159
2023-06-18,40.159
2023-06-19,40.159
2023-06-20,40.159
2023-06-21,40.159
2023-06-22,40.159
2023-06-23,40.159
2023-06-24,40.159
2023-06-25,40.159
2023-06-26,40.159
2023-06-27,40.159
2023-06-28,40.159
2023-06-29,40.159
2023-06-30,27.9131
2023-07-01,27.9131
2023-07-02,27.9131
2023-07-03,27.9131
2023-07-04,27.9131
2023-07-05,27.9131
2023-07-06,27.9131
2023-07-07,27.9131
2023-07-08,27.9131
2023-07-09,27.9131
2023-07-10,27.9131
2023-07-11,27.9131
2023-07-12,27.9131
2023-07-13,27.9131
2023-07-14,27.9131
2023-07-15,27.9131
2023-07-16,27.9131
2023-07-17,27.9131
2023-07-18,27.9131
2023-07-19,27.9131
2023-07-20,27.9131
2023-07-21,27.9131
2023-07-22,27.9131
2023-07-23,27.9131
2023-07-24,27.9131
2023-07-25,27.9131
2023-07-26,27.9131
2023-07-27,27.9131
2023-07-28,27.9131
2023-07-29,27.9131
2023-07-30,27.9131
2023-07-31,27.9131
2023-08-01,27.9131
2023-08-02,27.9131
2023-08-03,27.9131
2023-08-04,27.9131
2023-08-05,27.9131
2023-08-06,27.9131
2023-08-07,27.9131
2023-08-08,27.9131
2023-08-09,27.9131
2023-08-10,27.9131
2023-08-11,27.9131
2023-08-12,27.9131
2023-08-13,27.9131
2023-08-14,27.9131
2023-08-15,27.9131
2023-08-16,27.9131
2023-08-17,27.9131
2023-08-18,27.9131
2023-08-19,27.9131
2023-08-20,27.9131
2023-08-21,27.9131
2023-08-22,27.9131
2023-08-23,27.9131
2023-08-24,27.9131
2023-08-25,27.9131
2023-08-26,27.9131
2023-08-27,27.9131
2023-08-28,27.9131
2023-08-29,27.9131
2023-08-30,27.9131
2023-08-31,27.9131
2023-09-01,27.9131
2023-09-02,27.9131
2023-09-03,27.9131
2023-09-04,27.9131
2023-09-05,27.9131
2023-09-06,27.9131
2023-09-07,27.9131
2023-09-08,27.9131
2023-09-09,27.9131
2023-09-10,27.9131
2023-09-11,27.9131
2023-09-12,27.9131
2023-09-13,27.9131
2023-09-14,27.9131
2023-09-15,27.9131
2023-09-16,27.9131
2023-09-17,27.9131
2023-09-18,27.9131
2023-09-19,27.9131
2023-09-20,27.9131
2023-09-21,27.9131
2023-09-22,27.9131
2023-09-23,27.9131
2023-09-24,27.9131
2023-09-25,27.9131
2023-09-26,27.9131
2023-09-27,27.9131
2023-09-28,27.9131
2023-09-29,27.9131
2023-09-30,27.9131
2023-10-01,27.9131
2023-10-02,27.9131
2023-10-03,27.9131
2023-10-04,27.9131
2023-10-05,27.9131
2023-10-06,27.9131
2023-10-07,27.9131
2023-10-08,27.9131
2023-10-09,27.9131
2023-10-10,27.9131
2023-10-11,27.9131
2023-10-12,27.9131
2023-10-13,27.9131
2023-10-14,27.9131
2023-10-15,27.9131
2023-10-16,27.9131
2023-10-17,27.9131
2023-10-18,27.9131
2023-10-19,27.9131
2023-10-20,27.9131
2023-10-21,27.9131
2023-10-22,27.9131
2023-10-23,27.9131
2023-10-24,27.9131
2023-10-25,27.9131
2023-10-26,27.9131
2023-10-27,27.9131
2023-10-28,27.9131
2023-10-29,27.9131
2023-10-30,27.9131
2023-10-31,27.9131
2023-11-01,27.9131
2023-11-02,27.9131
2023-11-03,27.9131
2023-11-04,27.9131
2023-11-05,27.9131
2023-11-06,27.9131
2023-11-07,27.9131
2023-11-08,27.9131
2023-11-09,27.9131
2023-11-10,27.9131
2023-11-11,27.9131
2023-11-12,27.9131
2023-11-13,27.9131
2023-11-14,27.9131
2023-11-15,27.9131
2023-11-16,27.9131
2023-11-17,27.9131
2023-11-18,27.9131
2023-11-19,27.9131
2023-11-20,27.9131
2023-11-21,27.9131
2023-11-22,27.9131
2023-11-23,27.9131
2023-11-24,27.9131
2023-11-25,27.9131
2023-11-26,27.9131
2023-11-27,27.9131
2023-11-28,27.9131
2023-11-29,27.9131
2023-11-30,27.9131
2023-12-01,27.9131
2023-12-02,27.9131
2023-12-03,27.9131
2023-12-04,27.9131
2023-12-05,27.9131
2023-12-06,27.9131
2023-12-07,27.9131
2023-12-08,27.9131
2023-12-09,27.9131
2023-12-10,27.9131
2023-12-11,27.9131
2023-12-12,27.9131
2023-12-13,27.9131
2023-12-14,27.9131
2023-12-15,27.9131
2023-12-16,27.9131
2023-12-17,27.9131
2023-12-18,27.9131
2023-12-19,27.9131
2023-12-20,27.9131
2023-12-21,27.9131
2023-12-22,27.9131
2023-12-23,27.9131
2023-12-24,27.9131
2023-12-25,27.9131
2023-12-26,27.9131
2023-12-27,27.9131
2023-12-28,27.9131
2023-12-29,27.9131
2023-12-30,27.9131
2023-12-31,23.4004
2024-01-01,23.4004
2024-01-02,23.4004
2024-01-03,23.4004
2024-01-04,23.4004
2024-01-05,23.4004
2024-01-06,23.4004
2024-01-07,23.4004
2024-01-08,23.4004
2024-01-09,23.4004
2024-01-10,23.4004
2024-01-11,23.4004
2024-01-12,23.4004
2024-01-13,23.4004
2024-01-14,23.4004
2024-01-15,23.4004
2024-01-16,23.4004
2024-01-17,23.4004
2024-01-18,23.4004
2024-01-19,23.4004
2024-01-20,23.4004
2024-01-21,23.4004
2024-01-22,23.4004
2024-01-23,23.4004
2024-01-24,23.4004
2024-01-25,23.4004
2024-01-26,23.4004
2024-01-27,23.4004
2024-01-28,23.4004
2024-01-29,23.4004
2024-01-30,23.4004
2024-01-31,23.4004
2024-02-01,23.4004
2024-02-02,23.4004
2024-02-03,23.4004
2024-02-04,23.4004
2024-02-05,23.4004
2024-02-06,23.4004
2024-02-07,23.4004
2024-02-08,23.4004
2024-02-09,23.4004
2024-02-10,23.4004
2024-02-11,23.4004
2024-02-12,23.4004
2024-02-13,23.4004
2024-02-14,23.4004
2024-02-15,23.4004
2024-02-16,23.4004
2024-02-17,23.4004
2024-02-18,23.4004
2024-02-19,23.4004
2024-02-20,23.4004
2024-02-21,23.4004
2024-02-22,23.4004
2024-02-23,23.4004
2024-02-24,23.4004
2024-02-25,23.4004
2024-02-26,23.4004
2024-02-27,23.4004
2024-02-28,23.4004
2024-02-29,23.4004
2024-03-01,23.4004
2024-03-02,23.4004
2024-03-03,23.4004
2024-03-04,23.4004
2024-03-05,23.4004
2024-03-06,23.4004
2024-03-07,23.4004
2024-03-08,23.4004
2024-03-09,23.4004
2024-03-10,23.4004
2024-03-11,23.4004
2024-03-12,23.4004
2024-03-13,23.4004
2024-03-14,23.4004
2024-03-15,23.4004
2024-03-16,23.4004
2024-03-17,23.4004
2024-03-18,23.4004
2024-03-19,23.4004
2024-03-20,23.4004
2024-03-21,23.4004
