,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity
2010-05-21,10.929,11.492,10.929,11.09,281782.0
2010-05-22,10.929,11.492,10.929,11.09,281782.0
2010-05-23,10.929,11.492,10.929,11.09,281782.0
2010-05-24,11.17,11.733,11.17,11.572,277579.0
2010-05-25,11.411,11.492,11.09,11.411,168200.0
2010-05-26,11.571,12.712,11.245,12.631,285056.0
2010-05-27,12.223,12.468,11.734,11.897,154967.0
2010-05-28,11.979,12.223,11.245,11.734,224924.0
2010-05-29,11.979,12.223,11.245,11.734,224924.0
2010-05-30,11.979,12.223,11.245,11.734,224924.0
2010-05-31,11.653,11.897,11.49,11.897,100024.0
2010-06-01,11.897,11.897,11.571,11.816,75270.0
2010-06-02,11.734,11.816,11.408,11.571,100284.0
2010-06-03,11.653,11.734,11.327,11.408,72218.0
2010-06-04,11.408,11.653,11.245,11.245,58636.0
2010-06-05,11.408,11.653,11.245,11.245,58636.0
2010-06-06,11.408,11.653,11.245,11.245,58636.0
2010-06-07,11.245,11.327,11.001,11.164,107990.0
2010-06-08,11.245,11.571,11.083,11.327,285148.0
2010-06-09,11.408,11.571,11.327,11.327,35737.0
2010-06-10,11.408,11.571,11.327,11.571,31446.0
2010-06-11,11.571,11.653,11.408,11.571,20639.0
2010-06-12,11.571,11.653,11.408,11.571,20639.0
2010-06-13,11.571,11.653,11.408,11.571,20639.0
2010-06-14,11.653,11.734,11.408,11.49,10138.0
2010-06-15,11.571,11.571,11.408,11.408,25789.0
2010-06-16,11.49,11.571,11.408,11.571,11590.0
2010-06-17,11.571,11.653,11.49,11.49,62517.0
2010-06-18,11.49,11.571,11.327,11.408,69536.0
2010-06-19,11.49,11.571,11.327,11.408,69536.0
2010-06-20,11.49,11.571,11.327,11.408,69536.0
2010-06-21,11.408,11.571,11.327,11.408,68243.0
2010-06-22,11.327,11.571,11.327,11.571,128702.0
2010-06-23,11.408,11.571,11.408,11.571,133770.0
2010-06-24,11.571,11.734,11.49,11.49,47410.0
2010-06-25,11.49,11.653,11.408,11.408,60313.0
2010-06-26,11.49,11.653,11.408,11.408,60313.0
2010-06-27,11.49,11.653,11.408,11.408,60313.0
2010-06-28,11.571,11.571,11.408,11.408,24053.0
2010-06-29,11.571,11.571,11.245,11.327,30216.0
2010-06-30,11.49,11.571,11.327,11.571,52561.0
2010-07-01,11.327,11.49,11.164,11.49,25855.0
2010-07-02,11.49,11.571,11.408,11.408,22659.0
2010-07-03,11.49,11.571,11.408,11.408,22659.0
2010-07-04,11.49,11.571,11.408,11.408,22659.0
2010-07-05,11.408,11.49,11.327,11.49,6972.0
2010-07-06,11.49,11.571,11.327,11.49,45450.0
2010-07-07,11.49,11.49,11.327,11.408,48503.0
2010-07-08,11.408,11.816,11.408,11.734,132755.0
2010-07-09,11.734,11.816,11.571,11.653,41377.0
2010-07-10,11.734,11.816,11.571,11.653,41377.0
2010-07-11,11.734,11.816,11.571,11.653,41377.0
2010-07-12,11.734,12.06,11.653,11.979,59643.0
2010-07-13,11.979,12.468,11.979,12.386,63047.0
2010-07-14,12.386,12.386,12.142,12.386,45347.0
2010-07-15,12.386,13.609,12.386,13.038,252321.0
2010-07-16,13.038,13.12,12.549,13.038,75310.0
2010-07-17,13.038,13.12,12.549,13.038,75310.0
2010-07-18,13.038,13.12,12.549,13.038,75310.0
2010-07-19,13.038,13.283,12.794,12.957,35738.0
2010-07-20,12.957,13.201,12.712,12.875,48046.0
2010-07-21,12.957,13.12,12.712,12.794,78068.0
2010-07-22,12.794,12.957,12.549,12.631,68389.0
2010-07-23,12.631,12.794,12.631,12.794,33605.0
2010-07-24,12.631,12.794,12.631,12.794,33605.0
2010-07-25,12.631,12.794,12.631,12.794,33605.0
2010-07-26,12.712,12.794,12.631,12.712,18410.0
2010-07-27,12.712,13.038,12.631,12.794,138155.0
2010-07-28,12.875,13.201,12.712,12.712,132105.0
2010-07-29,12.712,12.875,12.631,12.712,31153.0
2010-07-30,12.712,12.794,12.468,12.794,34173.0
2010-07-31,12.712,12.794,12.468,12.794,34173.0
2010-08-01,12.712,12.794,12.468,12.794,34173.0
2010-08-02,12.794,12.957,12.631,12.712,17861.0
2010-08-03,12.631,12.794,12.549,12.631,6561.0
2010-08-04,12.631,13.038,12.631,13.038,112917.0
2010-08-05,12.957,13.038,12.794,12.957,23884.0
2010-08-06,13.038,13.12,12.794,12.794,29369.0
2010-08-07,13.038,13.12,12.794,12.794,29369.0
2010-08-08,13.038,13.12,12.794,12.794,29369.0
2010-08-09,12.875,12.875,12.631,12.631,35878.0
2010-08-10,12.712,12.794,12.386,12.386,46136.0
2010-08-11,12.468,12.549,11.897,12.223,88347.0
2010-08-12,12.223,12.468,11.734,11.816,35975.0
2010-08-13,12.142,12.631,12.06,12.223,115485.0
2010-08-14,12.142,12.631,12.06,12.223,115485.0
2010-08-15,12.142,12.631,12.06,12.223,115485.0
2010-08-16,12.142,12.305,12.06,12.223,42823.0
2010-08-17,12.223,12.223,11.979,12.06,19326.0
2010-08-18,12.06,12.06,11.816,11.979,49709.0
2010-08-19,11.979,12.142,11.816,12.06,98983.0
2010-08-20,11.979,12.142,11.816,12.06,12973.0
2010-08-21,11.979,12.142,11.816,12.06,12973.0
2010-08-22,11.979,12.142,11.816,12.06,12973.0
2010-08-23,12.06,12.142,11.816,11.979,20017.0
2010-08-24,11.979,12.142,11.897,12.142,36030.0
2010-08-25,12.142,12.142,11.897,11.979,57713.0
2010-08-26,11.816,12.142,11.816,12.06,11974.0
2010-08-27,12.06,12.468,12.06,12.305,89455.0
2010-08-28,12.06,12.468,12.06,12.305,89455.0
2010-08-29,12.06,12.468,12.06,12.305,89455.0
2010-08-30,12.06,12.468,12.06,12.305,89455.0
2010-08-31,12.305,13.038,11.979,13.038,74609.0
2010-09-01,12.957,12.957,12.386,12.549,64994.0
2010-09-02,12.549,12.794,12.549,12.712,28749.0
2010-09-03,12.631,12.957,12.631,12.794,53913.0
2010-09-04,12.631,12.957,12.631,12.794,53913.0
2010-09-05,12.631,12.957,12.631,12.794,53913.0
2010-09-06,12.631,12.794,12.631,12.794,23937.0
2010-09-07,12.794,13.201,12.631,13.038,107256.0
2010-09-08,12.631,13.038,12.631,12.794,39563.0
2010-09-09,12.631,13.038,12.631,12.794,39563.0
2010-09-10,12.631,13.038,12.631,12.794,39563.0
2010-09-11,12.631,13.038,12.631,12.794,39563.0
2010-09-12,12.631,13.038,12.631,12.794,39563.0
2010-09-13,13.038,14.587,13.038,14.424,154735.0
2010-09-14,13.853,14.261,13.609,13.772,79987.0
2010-09-15,13.772,14.261,13.772,13.853,141047.0
2010-09-16,13.853,13.853,13.609,13.772,36454.0
2010-09-17,13.69,13.772,13.446,13.69,69019.0
2010-09-18,13.69,13.772,13.446,13.69,69019.0
2010-09-19,13.69,13.772,13.446,13.69,69019.0
2010-09-20,13.69,13.69,13.446,13.609,41321.0
2010-09-21,13.609,13.853,13.446,13.772,44023.0
2010-09-22,13.772,14.016,13.609,13.69,140629.0
2010-09-23,13.853,14.342,13.69,14.098,241776.0
2010-09-24,14.179,14.505,14.098,14.342,204164.0
2010-09-25,14.179,14.505,14.098,14.342,204164.0
2010-09-26,14.179,14.505,14.098,14.342,204164.0
2010-09-27,14.261,14.342,14.261,14.261,12382.0
2010-09-28,14.261,15.727,14.261,15.401,192996.0
2010-09-29,15.564,16.135,14.913,15.157,220657.0
2010-09-30,15.157,15.809,14.424,14.424,237163.0
2010-10-01,14.424,14.831,14.424,14.831,72922.0
2010-10-02,14.424,14.831,14.424,14.831,72922.0
2010-10-03,14.424,14.831,14.424,14.831,72922.0
2010-10-04,14.831,14.994,14.668,14.994,25833.0
2010-10-05,15.238,15.238,14.75,14.831,53773.0
2010-10-06,14.831,14.994,14.75,14.831,80911.0
2010-10-07,14.831,15.157,14.831,14.913,123996.0
2010-10-08,14.913,14.994,14.587,14.913,40087.0
2010-10-09,14.913,14.994,14.587,14.913,40087.0
2010-10-10,14.913,14.994,14.587,14.913,40087.0
2010-10-11,14.75,14.831,14.505,14.587,56783.0
2010-10-12,14.587,14.831,14.505,14.75,42938.0
2010-10-13,14.913,15.075,14.75,14.831,127901.0
2010-10-14,14.831,14.831,14.424,14.587,109972.0
2010-10-15,14.424,15.238,14.424,14.505,217469.0
2010-10-16,14.424,15.238,14.424,14.505,217469.0
2010-10-17,14.424,15.238,14.424,14.505,217469.0
2010-10-18,14.587,14.668,14.505,14.587,53456.0
2010-10-19,14.587,14.75,14.587,14.75,89405.0
2010-10-20,14.75,14.75,14.587,14.587,30910.0
2010-10-21,14.668,14.668,14.424,14.505,136758.0
2010-10-22,14.261,14.668,14.261,14.505,66672.0
2010-10-23,14.261,14.668,14.261,14.505,66672.0
2010-10-24,14.261,14.668,14.261,14.505,66672.0
2010-10-25,14.505,14.75,14.505,14.668,18277.0
2010-10-26,14.75,15.483,14.668,15.483,145289.0
2010-10-27,15.401,15.401,14.75,15.157,35482.0
2010-10-28,13.853,14.994,13.853,14.994,14907.0
2010-10-29,13.853,14.994,13.853,14.994,14907.0
2010-10-30,13.853,14.994,13.853,14.994,14907.0
2010-10-31,13.853,14.994,13.853,14.994,14907.0
2010-11-01,15.401,15.401,14.872,15.198,66517.0
2010-11-02,15.116,15.605,15.035,15.279,158405.0
2010-11-03,15.483,15.483,15.035,15.238,116429.0
2010-11-04,15.238,15.727,15.157,15.727,216093.0
2010-11-05,15.809,15.85,15.727,15.727,151273.0
2010-11-06,15.809,15.85,15.727,15.727,151273.0
2010-11-07,15.809,15.85,15.727,15.727,151273.0
2010-11-08,15.809,17.031,15.687,16.379,334646.0
2010-11-09,16.624,16.624,16.094,16.42,179219.0
2010-11-10,16.42,16.583,16.053,16.257,58655.0
2010-11-11,16.257,17.357,16.257,16.95,106675.0
2010-11-12,16.909,17.928,16.379,17.398,102718.0
2010-11-13,16.909,17.928,16.379,17.398,102718.0
2010-11-14,16.909,17.928,16.379,17.398,102718.0
2010-11-15,17.357,17.357,16.665,16.909,27677.0
2010-11-16,17.357,17.357,16.665,16.909,27677.0
2010-11-17,17.357,17.357,16.665,16.909,27677.0
2010-11-18,17.357,17.357,16.665,16.909,27677.0
2010-11-19,17.357,17.357,16.665,16.909,27677.0
2010-11-20,17.357,17.357,16.665,16.909,27677.0
2010-11-21,17.357,17.357,16.665,16.909,27677.0
2010-11-22,17.113,17.276,16.705,16.868,148526.0
2010-11-23,16.787,16.787,16.257,16.583,390399.0
2010-11-24,15.483,16.99,15.483,16.257,163940.0
2010-11-25,16.216,16.461,15.931,15.931,186267.0
2010-11-26,15.89,15.931,14.872,15.483,100372.0
2010-11-27,15.89,15.931,14.872,15.483,100372.0
2010-11-28,15.89,15.931,14.872,15.483,100372.0
2010-11-29,15.483,15.646,14.953,15.483,76611.0
2010-11-30,15.483,16.583,15.361,16.583,123371.0
2010-12-01,16.502,16.705,16.257,16.665,75532.0
2010-12-02,16.624,16.99,16.42,16.868,172119.0
2010-12-03,16.868,17.113,16.583,17.031,58421.0
2010-12-04,16.868,17.113,16.583,17.031,58421.0
2010-12-05,16.868,17.113,16.583,17.031,58421.0
2010-12-06,16.95,17.113,16.827,16.95,66403.0
2010-12-07,16.298,16.827,16.298,16.827,185220.0
2010-12-08,16.827,16.827,16.542,16.583,23835.0
2010-12-09,16.583,16.624,16.298,16.379,60874.0
2010-12-10,16.624,16.624,15.85,15.85,105956.0
2010-12-11,16.624,16.624,15.85,15.85,105956.0
2010-12-12,16.624,16.624,15.85,15.85,105956.0
2010-12-13,15.972,16.176,15.85,16.053,17502.0
2010-12-14,16.053,16.298,15.89,16.298,97365.0
2010-12-15,16.298,16.298,16.053,16.298,28947.0
2010-12-16,16.135,16.624,16.094,16.379,72743.0
2010-12-17,16.379,16.583,16.298,16.379,118443.0
2010-12-18,16.379,16.583,16.298,16.379,118443.0
2010-12-19,16.379,16.583,16.298,16.379,118443.0
2010-12-20,16.339,16.379,15.931,16.339,34202.0
2010-12-21,15.972,16.502,15.972,16.379,108904.0
2010-12-22,16.298,17.52,16.135,17.031,164987.0
2010-12-23,17.072,17.194,16.827,16.99,70821.0
2010-12-24,16.99,16.99,16.705,16.909,13259.0
2010-12-25,16.99,16.99,16.705,16.909,13259.0
2010-12-26,16.99,16.99,16.705,16.909,13259.0
2010-12-27,16.909,17.113,16.665,16.909,16793.0
2010-12-28,16.868,16.99,16.827,16.95,10698.0
2010-12-29,16.95,17.031,16.746,16.746,36591.0
2010-12-30,16.868,17.113,16.827,17.072,43305.0
2010-12-31,17.031,17.072,15.564,16.624,13235.0
2011-01-01,17.031,17.072,15.564,16.624,13235.0
2011-01-02,17.031,17.072,15.564,16.624,13235.0
2011-01-03,16.705,16.909,16.705,16.827,5526.0
2011-01-04,17.113,17.113,16.624,16.624,26015.0
2011-01-05,16.624,16.909,16.502,16.746,37620.0
2011-01-06,16.787,16.787,16.379,16.42,57432.0
2011-01-07,16.583,16.583,14.994,15.727,425909.0
2011-01-08,16.583,16.583,14.994,15.727,425909.0
2011-01-09,16.583,16.583,14.994,15.727,425909.0
2011-01-10,15.605,15.89,15.32,15.401,261863.0
2011-01-11,15.401,15.605,15.116,15.483,131353.0
2011-01-12,15.605,15.605,15.198,15.32,50431.0
2011-01-13,15.401,15.524,15.32,15.442,55686.0
2011-01-14,15.483,15.727,15.198,15.238,182846.0
2011-01-15,15.483,15.727,15.198,15.238,182846.0
2011-01-16,15.483,15.727,15.198,15.238,182846.0
2011-01-17,15.32,15.401,15.198,15.361,68994.0
2011-01-18,15.442,15.727,15.32,15.524,118481.0
2011-01-19,15.687,16.053,15.524,16.013,260826.0
2011-01-20,16.135,16.583,15.89,16.257,247804.0
2011-01-21,16.298,16.502,16.053,16.053,110134.0
2011-01-22,16.298,16.502,16.053,16.053,110134.0
2011-01-23,16.298,16.502,16.053,16.053,110134.0
2011-01-24,16.135,16.176,15.564,15.768,78161.0
2011-01-25,15.85,15.89,15.32,15.361,49455.0
2011-01-26,15.401,15.564,15.361,15.401,55510.0
2011-01-27,15.483,15.646,14.913,14.994,121149.0
2011-01-28,14.994,14.994,14.424,14.587,149631.0
2011-01-29,14.994,14.994,14.424,14.587,149631.0
2011-01-30,14.994,14.994,14.424,14.587,149631.0
2011-01-31,14.505,14.79,14.22,14.668,185148.0
2011-02-01,14.587,15.198,14.587,15.075,148986.0
2011-02-02,15.238,15.687,15.157,15.524,160128.0
2011-02-03,15.524,15.89,15.442,15.605,160621.0
2011-02-04,15.605,16.094,15.361,15.646,256737.0
2011-02-05,15.605,16.094,15.361,15.646,256737.0
2011-02-06,15.605,16.094,15.361,15.646,256737.0
2011-02-07,15.687,15.809,15.483,15.483,66761.0
2011-02-08,15.483,15.809,15.361,15.687,133282.0
2011-02-09,15.727,15.931,15.605,15.768,72666.0
2011-02-10,15.768,15.89,15.442,15.442,54036.0
2011-02-11,15.361,15.727,15.32,15.687,87812.0
2011-02-12,15.361,15.727,15.32,15.687,87812.0
2011-02-13,15.361,15.727,15.32,15.687,87812.0
2011-02-14,15.727,15.972,15.646,15.646,94269.0
2011-02-15,15.687,15.972,15.646,15.687,157120.0
2011-02-16,15.727,15.89,15.361,15.483,151625.0
2011-02-17,15.524,15.524,14.79,14.953,435697.0
2011-02-18,14.994,15.116,14.709,14.79,384307.0
2011-02-19,14.994,15.116,14.709,14.79,384307.0
2011-02-20,14.994,15.116,14.709,14.79,384307.0
2011-02-21,14.831,14.953,14.709,14.872,60637.0
2011-02-22,14.79,15.035,14.75,14.79,88595.0
2011-02-23,14.831,14.913,14.138,14.505,75892.0
2011-02-24,14.505,14.505,13.446,13.935,74366.0
2011-02-25,14.098,14.668,14.016,14.464,87959.0
2011-02-26,14.098,14.668,14.016,14.464,87959.0
2011-02-27,14.098,14.668,14.016,14.464,87959.0
2011-02-28,14.424,15.075,14.342,14.424,48192.0
2011-03-01,14.464,14.668,14.057,14.138,53504.0
2011-03-02,13.975,14.464,13.975,14.464,84101.0
2011-03-03,14.464,14.79,14.383,14.709,123515.0
2011-03-04,14.709,15.116,14.668,14.75,204561.0
2011-03-05,14.709,15.116,14.668,14.75,204561.0
2011-03-06,14.709,15.116,14.668,14.75,204561.0
2011-03-07,14.75,15.075,14.668,15.075,88167.0
2011-03-08,14.994,14.994,14.627,14.709,77633.0
2011-03-09,14.831,15.116,14.709,14.994,88284.0
2011-03-10,14.994,15.075,14.79,14.994,23653.0
2011-03-11,14.913,14.953,14.79,14.953,81453.0
2011-03-12,14.913,14.953,14.79,14.953,81453.0
2011-03-13,14.913,14.953,14.79,14.953,81453.0
2011-03-14,14.913,14.913,13.527,14.75,82658.0
2011-03-15,14.709,14.709,14.261,14.261,70658.0
2011-03-16,14.342,14.424,13.853,14.016,136465.0
2011-03-17,14.016,14.057,13.772,13.772,104198.0
2011-03-18,14.261,14.261,13.772,13.772,98630.0
2011-03-19,14.261,14.261,13.772,13.772,98630.0
2011-03-20,14.261,14.261,13.772,13.772,98630.0
2011-03-21,13.772,13.935,13.731,13.853,150340.0
2011-03-22,13.935,14.831,13.812,14.709,1140658.0
2011-03-23,14.709,14.994,14.342,14.913,99339.0
2011-03-24,14.587,15.157,14.587,15.116,60126.0
2011-03-25,15.116,15.279,14.79,15.157,47545.0
2011-03-26,15.116,15.279,14.79,15.157,47545.0
2011-03-27,15.116,15.279,14.79,15.157,47545.0
2011-03-28,15.238,15.524,15.198,15.442,99053.0
2011-03-29,15.646,15.687,15.157,15.605,98198.0
2011-03-30,15.605,15.727,15.32,15.483,74920.0
2011-03-31,15.564,15.768,15.32,15.768,131363.0
2011-04-01,15.768,16.298,15.361,16.298,157584.0
2011-04-02,15.768,16.298,15.361,16.298,157584.0
2011-04-03,15.768,16.298,15.361,16.298,157584.0
2011-04-04,16.298,17.072,16.053,16.298,882208.0
2011-04-05,16.298,16.583,16.135,16.257,57127.0
2011-04-06,16.461,16.461,16.053,16.176,197673.0
2011-04-07,16.135,16.95,15.646,16.624,146770.0
2011-04-08,16.787,16.827,15.89,16.135,155722.0
2011-04-09,16.787,16.827,15.89,16.135,155722.0
2011-04-10,16.787,16.827,15.89,16.135,155722.0
2011-04-11,16.135,16.135,15.768,15.931,114185.0
2011-04-12,15.931,15.972,15.564,15.646,75046.0
2011-04-13,15.687,15.931,15.605,15.931,45351.0
2011-04-14,15.89,15.89,15.605,15.687,28815.0
2011-04-15,15.687,16.053,15.687,15.931,118926.0
2011-04-16,15.687,16.053,15.687,15.931,118926.0
2011-04-17,15.687,16.053,15.687,15.931,118926.0
2011-04-18,16.135,16.135,15.646,15.972,124285.0
2011-04-19,15.972,16.339,15.768,16.339,95257.0
2011-04-20,16.379,17.357,16.379,17.072,167925.0
2011-04-21,17.072,17.724,17.072,17.153,120570.0
2011-04-22,17.153,17.561,16.379,17.357,79705.0
2011-04-23,17.153,17.561,16.379,17.357,79705.0
2011-04-24,17.153,17.561,16.379,17.357,79705.0
2011-04-25,17.357,18.172,17.357,18.091,180626.0
2011-04-26,18.213,19.15,18.172,18.58,397319.0
2011-04-27,18.824,19.598,18.539,18.824,507128.0
2011-04-28,19.191,19.394,17.805,18.294,153470.0
2011-04-29,18.335,18.742,18.294,18.661,124755.0
2011-04-30,18.335,18.742,18.294,18.661,124755.0
2011-05-01,18.335,18.742,18.294,18.661,124755.0
2011-05-02,18.905,19.068,18.498,18.661,27859.0
2011-05-03,18.661,18.742,17.968,18.742,61477.0
2011-05-04,18.865,19.068,18.254,18.294,111799.0
2011-05-05,18.254,18.417,18.05,18.213,69275.0
2011-05-06,18.172,18.294,17.928,18.091,118670.0
2011-05-07,18.172,18.294,17.928,18.091,118670.0
2011-05-08,18.172,18.294,17.928,18.091,118670.0
2011-05-09,18.213,18.254,17.316,17.805,76767.0
