,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity,CCOLA TI Equity
2017-05-31,32.009,32.198,31.752,31.752,595930.0
2017-06-01,31.924,31.924,31.649,31.752,196433.0
2017-06-02,32.267,32.747,31.855,32.593,808653.0
2017-06-03,32.267,32.747,31.855,32.593,808653.0
2017-06-04,32.267,32.747,31.855,32.593,808653.0
2017-06-05,32.61,32.868,32.009,32.421,371061.0
2017-06-06,32.524,32.593,31.975,32.147,151748.0
2017-06-07,32.198,32.318,31.855,31.906,336638.0
2017-06-08,31.924,32.181,31.889,32.181,110295.0
2017-06-09,32.267,32.456,32.078,32.456,272452.0
2017-06-10,32.267,32.456,32.078,32.456,272452.0
2017-06-11,32.267,32.456,32.078,32.456,272452.0
2017-06-12,32.456,32.507,32.044,32.044,152665.0
2017-06-13,32.198,32.25,31.804,31.855,947162.0
2017-06-14,31.924,32.198,31.855,32.078,679979.0
2017-06-15,31.958,32.095,31.718,32.095,363179.0
2017-06-16,32.078,32.198,31.683,31.941,248698.0
2017-06-17,32.078,32.198,31.683,31.941,248698.0
2017-06-18,32.078,32.198,31.683,31.941,248698.0
2017-06-19,31.941,32.439,31.906,32.439,614175.0
2017-06-20,32.439,33.932,32.353,33.657,1495678.0
2017-06-21,33.726,33.812,33.211,33.812,192525.0
2017-06-22,34.086,36.026,33.812,35.923,1277860.0
2017-06-23,35.974,36.043,35.082,35.185,303633.0
2017-06-24,35.974,36.043,35.082,35.185,303633.0
2017-06-25,35.974,36.043,35.082,35.185,303633.0
2017-06-26,35.974,36.043,35.082,35.185,303633.0
2017-06-27,35.974,36.043,35.082,35.185,303633.0
2017-06-28,35.168,36.026,34.893,35.528,535423.0
2017-06-29,35.751,35.751,34.447,34.515,306570.0
2017-06-30,34.635,35.15,34.378,34.653,220134.0
2017-07-01,34.635,35.15,34.378,34.653,220134.0
2017-07-02,34.635,35.15,34.378,34.653,220134.0
2017-07-03,34.841,35.082,34.756,34.91,385040.0
2017-07-04,35.013,35.425,34.944,35.099,272997.0
2017-07-05,35.236,35.614,35.185,35.373,496461.0
2017-07-06,35.373,35.442,35.202,35.442,183167.0
2017-07-07,35.7,35.7,34.687,35.356,420552.0
2017-07-08,35.7,35.7,34.687,35.356,420552.0
2017-07-09,35.7,35.7,34.687,35.356,420552.0
2017-07-10,35.494,35.494,34.55,34.55,199680.0
2017-07-11,34.567,35.03,34.412,34.756,279741.0
2017-07-12,34.876,35.013,34.447,34.807,214551.0
2017-07-13,34.824,35.957,34.824,35.511,533071.0
2017-07-14,35.442,35.442,34.429,34.962,697441.0
2017-07-15,35.442,35.442,34.429,34.962,697441.0
2017-07-16,35.442,35.442,34.429,34.962,697441.0
2017-07-17,35.013,35.614,34.807,35.185,501930.0
2017-07-18,35.168,35.476,35.03,35.253,587126.0
2017-07-19,35.511,35.579,34.944,35.133,532987.0
2017-07-20,35.168,35.27,34.876,34.996,170620.0
2017-07-21,35.168,35.185,34.876,35.185,167414.0
2017-07-22,35.168,35.185,34.876,35.185,167414.0
2017-07-23,35.168,35.185,34.876,35.185,167414.0
2017-07-24,35.185,35.391,34.962,35.013,396570.0
2017-07-25,35.03,36.249,35.03,36.043,895559.0
2017-07-26,36.06,37.038,36.06,36.644,636284.0
2017-07-27,36.987,38.017,36.987,37.793,1005487.0
2017-07-28,37.879,37.879,36.403,36.729,1277103.0
2017-07-29,37.879,37.879,36.403,36.729,1277103.0
2017-07-30,37.879,37.879,36.403,36.729,1277103.0
2017-07-31,36.729,37.261,36.472,36.472,364236.0
2017-08-01,36.712,37.073,35.631,35.7,737180.0
2017-08-02,35.957,36.832,35.94,36.781,563906.0
2017-08-03,36.832,37.124,36.283,36.3,599335.0
2017-08-04,36.575,36.747,36.214,36.506,164652.0
2017-08-05,36.575,36.747,36.214,36.506,164652.0
2017-08-06,36.575,36.747,36.214,36.506,164652.0
2017-08-07,36.558,37.862,36.558,37.759,515049.0
2017-08-08,37.588,37.588,36.369,36.472,986020.0
2017-08-09,36.489,36.935,36.352,36.352,323237.0
2017-08-10,36.541,36.695,36.232,36.369,218611.0
2017-08-11,36.214,36.266,35.631,35.734,297285.0
2017-08-12,36.214,36.266,35.631,35.734,297285.0
2017-08-13,36.214,36.266,35.631,35.734,297285.0
2017-08-14,36.043,36.283,35.991,35.991,210988.0
2017-08-15,36.06,36.197,34.447,34.893,331751.0
2017-08-16,35.15,35.15,34.069,34.361,241965.0
2017-08-17,34.532,34.927,34.429,34.447,113573.0
2017-08-18,34.447,34.721,34.155,34.532,157874.0
2017-08-19,34.447,34.721,34.155,34.532,157874.0
2017-08-20,34.447,34.721,34.155,34.532,157874.0
2017-08-21,34.687,34.687,34.361,34.653,102254.0
2017-08-22,34.653,34.653,34.361,34.361,196906.0
2017-08-23,34.429,35.614,34.412,34.927,563620.0
2017-08-24,35.356,35.356,34.653,34.893,127107.0
2017-08-25,34.738,34.773,34.481,34.481,222220.0
2017-08-26,34.738,34.773,34.481,34.481,222220.0
2017-08-27,34.738,34.773,34.481,34.481,222220.0
2017-08-28,34.481,35.185,34.481,35.047,92540.0
2017-08-29,35.03,35.339,34.447,34.996,305902.0
2017-08-30,35.03,35.339,34.447,34.996,305902.0
2017-08-31,35.013,35.082,34.378,34.447,192489.0
2017-09-01,35.013,35.082,34.378,34.447,192489.0
2017-09-02,35.013,35.082,34.378,34.447,192489.0
2017-09-03,35.013,35.082,34.378,34.447,192489.0
2017-09-04,35.013,35.082,34.378,34.447,192489.0
2017-09-05,34.876,34.876,34.0,34.275,324009.0
2017-09-06,34.035,34.206,33.726,33.726,315123.0
2017-09-07,33.829,34.121,33.829,33.949,517685.0
2017-09-08,34.0,34.275,33.863,34.0,186623.0
2017-09-09,34.0,34.275,33.863,34.0,186623.0
2017-09-10,34.0,34.275,33.863,34.0,186623.0
2017-09-11,34.035,34.893,34.035,34.653,418680.0
2017-09-12,34.807,35.099,34.601,34.67,363229.0
2017-09-13,34.704,34.773,33.812,33.812,345345.0
2017-09-14,34.052,34.052,33.245,33.314,408293.0
2017-09-15,33.314,33.503,33.074,33.125,526596.0
2017-09-16,33.314,33.503,33.074,33.125,526596.0
2017-09-17,33.314,33.503,33.074,33.125,526596.0
2017-09-18,33.28,33.503,32.953,33.005,404604.0
2017-09-19,33.194,33.194,32.353,32.902,212911.0
2017-09-20,32.953,33.28,32.507,32.507,411471.0
2017-09-21,32.318,32.713,32.027,32.061,311456.0
2017-09-22,32.147,32.233,31.786,31.889,80363.0
2017-09-23,32.147,32.233,31.786,31.889,80363.0
2017-09-24,32.147,32.233,31.786,31.889,80363.0
2017-09-25,31.872,31.872,30.774,30.774,300229.0
2017-09-26,30.98,31.443,30.894,31.409,206183.0
2017-09-27,31.409,31.872,31.048,31.752,482833.0
2017-09-28,31.666,31.992,31.254,31.512,230977.0
2017-09-29,31.546,31.975,31.546,31.958,158164.0
2017-09-30,31.546,31.975,31.546,31.958,158164.0
2017-10-01,31.546,31.975,31.546,31.958,158164.0
2017-10-02,31.975,32.215,31.889,31.992,112637.0
2017-10-03,32.095,32.25,31.872,32.181,182839.0
2017-10-04,32.37,32.49,32.147,32.49,386900.0
2017-10-05,32.559,32.559,31.752,31.924,282758.0
2017-10-06,31.889,32.009,31.409,31.409,785166.0
2017-10-07,31.889,32.009,31.409,31.409,785166.0
2017-10-08,31.889,32.009,31.409,31.409,785166.0
2017-10-09,30.465,30.722,29.933,30.636,620184.0
2017-10-10,30.688,31.271,30.636,30.894,461312.0
2017-10-11,30.722,31.374,30.722,31.168,291063.0
2017-10-12,31.58,32.009,31.323,32.009,443159.0
2017-10-13,32.404,32.404,31.563,31.752,129396.0
2017-10-14,32.404,32.404,31.563,31.752,129396.0
2017-10-15,32.404,32.404,31.563,31.752,129396.0
2017-10-16,31.855,32.009,31.598,31.838,270635.0
2017-10-17,32.009,32.147,31.752,31.924,139958.0
2017-10-18,31.924,32.267,31.872,31.889,172050.0
2017-10-19,31.889,32.439,31.889,32.353,155742.0
2017-10-20,32.524,32.713,31.821,31.821,223091.0
2017-10-21,32.524,32.713,31.821,31.821,223091.0
2017-10-22,32.524,32.713,31.821,31.821,223091.0
2017-10-23,32.233,32.233,31.666,31.701,401000.0
2017-10-24,31.872,31.924,31.683,31.855,197700.0
2017-10-25,31.941,32.473,31.906,32.439,273135.0
2017-10-26,32.439,32.439,31.529,31.924,163347.0
2017-10-27,31.838,32.215,31.666,32.181,85225.0
2017-10-28,31.838,32.215,31.666,32.181,85225.0
2017-10-29,31.838,32.215,31.666,32.181,85225.0
2017-10-30,32.267,32.473,31.941,32.37,153769.0
2017-10-31,32.37,33.28,32.318,33.125,243632.0
2017-11-01,33.125,33.434,32.902,32.936,160432.0
2017-11-02,33.571,34.292,33.468,33.468,658652.0
2017-11-03,33.623,33.777,32.044,32.439,546652.0
2017-11-04,33.623,33.777,32.044,32.439,546652.0
2017-11-05,33.623,33.777,32.044,32.439,546652.0
2017-11-06,32.713,33.177,32.524,32.816,437213.0
2017-11-07,32.799,33.074,32.181,32.181,577693.0
2017-11-08,32.267,32.593,31.786,31.872,259946.0
2017-11-09,32.267,32.267,31.666,31.666,485248.0
2017-11-10,31.769,32.009,31.649,31.752,421628.0
2017-11-11,31.769,32.009,31.649,31.752,421628.0
2017-11-12,31.769,32.009,31.649,31.752,421628.0
2017-11-13,31.786,31.924,31.666,31.752,448823.0
2017-11-14,31.958,31.958,31.718,31.786,429724.0
2017-11-15,31.924,32.456,31.735,31.752,373559.0
2017-11-16,31.752,31.872,31.598,31.666,350588.0
2017-11-17,32.044,32.044,31.598,31.666,249869.0
2017-11-18,32.044,32.044,31.598,31.666,249869.0
2017-11-19,32.044,32.044,31.598,31.666,249869.0
2017-11-20,31.666,31.958,31.392,31.701,370571.0
2017-11-21,31.752,31.752,31.134,31.632,241166.0
2017-11-22,31.786,31.786,31.22,31.769,277075.0
2017-11-23,31.786,32.439,31.443,32.37,396546.0
2017-11-24,32.439,32.765,31.752,31.821,343640.0
2017-11-25,32.439,32.765,31.752,31.821,343640.0
2017-11-26,32.439,32.765,31.752,31.821,343640.0
2017-11-27,31.821,32.009,30.894,31.151,876256.0
2017-11-28,31.168,31.443,30.722,30.945,238978.0
2017-11-29,30.945,30.997,30.31,30.31,317671.0
2017-11-30,30.43,30.636,30.019,30.053,274576.0
2017-12-01,30.19,30.242,30.07,30.207,163592.0
2017-12-02,30.19,30.242,30.07,30.207,163592.0
2017-12-03,30.19,30.242,30.07,30.207,163592.0
2017-12-04,30.207,30.671,30.19,30.636,132614.0
2017-12-05,30.654,30.757,30.448,30.448,224377.0
2017-12-06,30.568,30.636,30.036,30.036,122994.0
2017-12-07,30.036,30.19,29.71,29.795,179917.0
2017-12-08,29.778,29.898,29.298,29.452,271798.0
2017-12-09,29.778,29.898,29.298,29.452,271798.0
2017-12-10,29.778,29.898,29.298,29.452,271798.0
2017-12-11,29.521,29.761,29.281,29.281,266655.0
2017-12-12,29.281,29.435,28.68,28.697,440612.0
2017-12-13,28.783,28.869,28.096,28.234,500444.0
2017-12-14,28.371,28.817,27.925,28.577,481046.0
2017-12-15,28.594,29.641,28.542,29.401,490704.0
2017-12-16,28.594,29.641,28.542,29.401,490704.0
2017-12-17,28.594,29.641,28.542,29.401,490704.0
2017-12-18,29.555,29.658,29.212,29.212,340454.0
2017-12-19,29.246,29.281,28.886,28.903,336737.0
2017-12-20,28.92,29.178,28.8,28.989,191921.0
2017-12-21,29.006,29.349,29.006,29.057,157202.0
2017-12-22,29.075,29.16,28.886,28.886,85270.0
2017-12-23,29.075,29.16,28.886,28.886,85270.0
2017-12-24,29.075,29.16,28.886,28.886,85270.0
2017-12-25,29.006,29.178,28.954,28.954,78067.0
2017-12-26,29.023,29.212,29.023,29.109,101730.0
2017-12-27,29.126,29.126,28.972,29.075,112376.0
2017-12-28,29.109,29.452,29.092,29.435,300277.0
2017-12-29,29.469,30.001,29.366,29.366,559593.0
2017-12-30,29.469,30.001,29.366,29.366,559593.0
2017-12-31,29.469,30.001,29.366,29.366,559593.0
2018-01-01,29.469,30.001,29.366,29.366,559593.0
2018-01-02,29.435,29.916,29.435,29.658,619368.0
2018-01-03,29.71,30.688,29.71,30.551,956876.0
2018-01-04,30.551,31.289,30.551,31.134,557357.0
2018-01-05,31.237,31.323,30.894,31.014,241480.0
2018-01-06,31.237,31.323,30.894,31.014,241480.0
2018-01-07,31.237,31.323,30.894,31.014,241480.0
2018-01-08,31.151,31.271,30.997,31.151,222137.0
2018-01-09,31.151,31.477,31.134,31.34,358543.0
2018-01-10,31.34,31.598,30.654,31.1,313801.0
2018-01-11,31.117,31.271,30.19,30.533,398952.0
2018-01-12,30.602,30.774,30.173,30.19,247162.0
2018-01-13,30.602,30.774,30.173,30.19,247162.0
2018-01-14,30.602,30.774,30.173,30.19,247162.0
2018-01-15,30.224,30.379,29.847,29.916,311422.0
2018-01-16,29.692,29.864,29.383,29.778,373328.0
2018-01-17,29.761,30.327,29.555,30.139,221717.0
2018-01-18,30.259,30.808,30.207,30.585,478060.0
2018-01-19,30.636,30.722,29.95,30.396,242638.0
2018-01-20,30.636,30.722,29.95,30.396,242638.0
2018-01-21,30.636,30.722,29.95,30.396,242638.0
2018-01-22,30.379,31.048,30.207,31.014,309811.0
2018-01-23,31.031,31.529,30.739,31.529,654148.0
2018-01-24,31.529,31.855,31.134,31.666,319150.0
2018-01-25,31.649,31.958,31.546,31.838,533205.0
2018-01-26,31.838,32.85,31.632,32.679,1329413.0
2018-01-27,31.838,32.85,31.632,32.679,1329413.0
2018-01-28,31.838,32.85,31.632,32.679,1329413.0
2018-01-29,32.679,33.314,32.61,33.159,682933.0
2018-01-30,32.953,33.211,32.421,32.473,530226.0
2018-01-31,32.507,32.507,30.877,30.877,590966.0
2018-02-01,30.98,31.134,30.207,30.31,294241.0
2018-02-02,30.31,30.465,30.053,30.242,328260.0
2018-02-03,30.31,30.465,30.053,30.242,328260.0
2018-02-04,30.31,30.465,30.053,30.242,328260.0
2018-02-05,30.019,30.036,29.349,29.435,600459.0
2018-02-06,29.16,29.16,28.165,28.319,610867.0
2018-02-07,28.491,28.68,28.251,28.491,617734.0
2018-02-08,28.474,28.92,28.148,28.594,617911.0
2018-02-09,28.319,28.594,28.199,28.388,466325.0
2018-02-10,28.319,28.594,28.199,28.388,466325.0
2018-02-11,28.319,28.594,28.199,28.388,466325.0
2018-02-12,28.457,28.748,27.993,27.993,614696.0
2018-02-13,28.062,28.199,27.496,27.564,877013.0
2018-02-14,28.216,28.319,27.375,27.393,1351168.0
2018-02-15,27.701,28.148,27.547,28.062,1864187.0
2018-02-16,28.148,28.337,27.804,27.89,730863.0
2018-02-17,28.148,28.337,27.804,27.89,730863.0
2018-02-18,28.148,28.337,27.804,27.89,730863.0
2018-02-19,28.028,28.234,27.787,27.856,655105.0
2018-02-20,27.925,28.131,27.29,27.41,515255.0
2018-02-21,27.65,27.959,27.547,27.959,684773.0
2018-02-22,27.942,28.92,27.839,28.92,1152493.0
2018-02-23,29.006,29.984,29.006,29.692,1241592.0
2018-02-24,29.006,29.984,29.006,29.692,1241592.0
2018-02-25,29.006,29.984,29.006,29.692,1241592.0
2018-02-26,30.036,30.379,29.761,30.379,1083392.0
2018-02-27,30.293,30.293,29.727,30.122,784633.0
2018-02-28,30.327,32.13,30.327,31.683,1712151.0
2018-03-01,31.718,32.095,30.911,31.752,531106.0
2018-03-02,31.855,32.095,31.426,31.855,394172.0
2018-03-03,31.855,32.095,31.426,31.855,394172.0
2018-03-04,31.855,32.095,31.426,31.855,394172.0
2018-03-05,31.855,31.906,31.598,31.752,250561.0
2018-03-06,31.752,31.821,31.254,31.34,393360.0
2018-03-07,31.752,31.889,31.203,31.752,323314.0
2018-03-08,31.769,32.336,31.666,32.181,402775.0
2018-03-09,32.181,32.679,32.061,32.387,186609.0
2018-03-10,32.181,32.679,32.061,32.387,186609.0
2018-03-11,32.181,32.679,32.061,32.387,186609.0
2018-03-12,32.439,32.936,32.301,32.73,305650.0
2018-03-13,32.662,32.765,32.027,32.507,472339.0
2018-03-14,32.507,32.782,32.353,32.542,156001.0
2018-03-15,32.542,33.074,32.473,32.593,178140.0
2018-03-16,32.696,32.696,32.25,32.353,376464.0
2018-03-17,32.696,32.696,32.25,32.353,376464.0
2018-03-18,32.696,32.696,32.25,32.353,376464.0
2018-03-19,32.439,32.576,32.009,32.112,275530.0
2018-03-20,32.181,32.593,31.443,31.443,249537.0
2018-03-21,31.46,32.404,31.46,32.25,228824.0
2018-03-22,32.25,32.593,31.906,32.061,266578.0
2018-03-23,31.992,31.992,31.168,31.168,397293.0
2018-03-24,31.992,31.992,31.168,31.168,397293.0
2018-03-25,31.992,31.992,31.168,31.168,397293.0
2018-03-26,31.289,31.563,31.151,31.151,126414.0
2018-03-27,31.34,31.529,30.963,31.134,93906.0
2018-03-28,31.1,31.306,29.778,30.276,323284.0
2018-03-29,30.293,31.065,30.276,30.928,241868.0
2018-03-30,34.0,34.0,30.791,30.791,264009.0
2018-03-31,34.0,34.0,30.791,30.791,264009.0
2018-04-01,34.0,34.0,30.791,30.791,264009.0
2018-04-02,30.894,31.958,30.722,31.769,85910.0
2018-04-03,31.632,31.632,31.014,31.598,312426.0
2018-04-04,31.598,31.632,31.065,31.632,421137.0
2018-04-05,31.615,31.615,30.774,30.894,313900.0
2018-04-06,30.842,31.065,30.43,30.963,334822.0
2018-04-07,30.842,31.065,30.43,30.963,334822.0
2018-04-08,30.842,31.065,30.43,30.963,334822.0
2018-04-09,30.98,30.997,30.019,30.448,266779.0
2018-04-10,30.465,30.482,29.229,30.465,646692.0
2018-04-11,30.293,30.688,28.525,30.688,237494.0
2018-04-12,30.396,31.134,30.31,31.117,205556.0
2018-04-13,31.117,31.151,30.19,30.602,220209.0
2018-04-14,31.117,31.151,30.19,30.602,220209.0
2018-04-15,31.117,31.151,30.19,30.602,220209.0
2018-04-16,30.636,30.705,30.327,30.619,193086.0
2018-04-17,30.636,30.671,29.778,30.499,296136.0
2018-04-18,30.224,30.911,30.019,30.911,293301.0
2018-04-19,30.877,30.877,30.276,30.482,196911.0
2018-04-20,30.482,30.499,30.122,30.156,120961.0
2018-04-21,30.482,30.499,30.122,30.156,120961.0
2018-04-22,30.482,30.499,30.122,30.156,120961.0
2018-04-23,30.482,30.499,30.122,30.156,120961.0
2018-04-24,30.173,31.014,30.173,30.413,327275.0
2018-04-25,30.465,31.22,30.379,31.031,370044.0
2018-04-26,31.1,31.477,30.894,31.323,207041.0
2018-04-27,31.323,31.409,30.791,31.186,211278.0
2018-04-28,31.323,31.409,30.791,31.186,211278.0
2018-04-29,31.323,31.409,30.791,31.186,211278.0
2018-04-30,31.323,31.323,30.207,30.842,478984.0
2018-05-01,31.323,31.323,30.207,30.842,478984.0
2018-05-02,30.585,30.945,29.229,30.087,660797.0
2018-05-03,31.323,31.58,29.933,30.207,766422.0
2018-05-04,30.207,30.98,30.207,30.465,477353.0
2018-05-05,30.207,30.98,30.207,30.465,477353.0
2018-05-06,30.207,30.98,30.207,30.465,477353.0
2018-05-07,30.551,31.065,30.448,30.808,192119.0
2018-05-08,30.722,30.894,30.001,30.19,214806.0
2018-05-09,28.834,30.259,28.834,30.053,330733.0
2018-05-10,30.139,30.877,30.036,30.86,220627.0
2018-05-11,30.894,31.168,30.705,31.014,157813.0
2018-05-12,30.894,31.168,30.705,31.014,157813.0
2018-05-13,30.894,31.168,30.705,31.014,157813.0
2018-05-14,30.345,31.58,30.345,31.374,400906.0
2018-05-15,31.529,31.58,31.065,31.237,675781.0
2018-05-16,31.323,32.164,31.254,31.546,462356.0
2018-05-17,31.563,31.838,31.186,31.186,285490.0
2018-05-18,31.306,31.58,31.065,31.46,579410.0
2018-05-19,31.306,31.58,31.065,31.46,579410.0
2018-05-20,31.306,31.58,31.065,31.46,579410.0
2018-05-21,31.58,32.284,31.34,31.58,208165.0
2018-05-22,31.804,31.889,31.323,31.632,267420.0
2018-05-23,31.615,31.941,30.911,31.1,307628.0
2018-05-24,31.323,32.009,31.323,31.752,394234.0
2018-05-25,32.442,32.442,31.846,32.214,172075.0
2018-05-26,32.442,32.442,31.846,32.214,172075.0
2018-05-27,32.442,32.442,31.846,32.214,172075.0
2018-05-28,32.477,32.828,32.46,32.512,100265.0
2018-05-29,32.67,33.021,31.741,32.004,271197.0
2018-05-30,32.021,32.53,31.951,32.319,296427.0
2018-05-31,32.617,32.617,31.215,31.25,628789.0
2018-06-01,31.355,31.372,30.39,30.934,331554.0
2018-06-02,31.355,31.372,30.39,30.934,331554.0
2018-06-03,31.355,31.372,30.39,30.934,331554.0
2018-06-04,30.934,31.951,30.934,31.723,228104.0
2018-06-05,31.723,32.039,31.407,31.828,530729.0
2018-06-06,31.828,31.863,30.601,30.688,508916.0
2018-06-07,30.776,30.846,30.513,30.688,355585.0
2018-06-08,30.653,30.864,30.285,30.794,239357.0
2018-06-09,30.653,30.864,30.285,30.794,239357.0
2018-06-10,30.653,30.864,30.285,30.794,239357.0
2018-06-11,30.776,31.828,29.338,31.513,473816.0
2018-06-12,31.513,31.513,30.11,30.11,282910.0
2018-06-13,30.11,30.46,29.286,29.584,195521.0
2018-06-14,29.584,31.215,29.391,30.478,192688.0
2018-06-15,29.584,31.215,29.391,30.478,192688.0
2018-06-16,29.584,31.215,29.391,30.478,192688.0
2018-06-17,29.584,31.215,29.391,30.478,192688.0
2018-06-18,30.478,30.478,28.935,28.952,322770.0
2018-06-19,29.04,29.11,28.549,28.549,272192.0
2018-06-20,28.619,29.163,28.444,28.496,315968.0
2018-06-21,28.584,29.321,28.549,29.005,287709.0
2018-06-22,29.145,29.408,29.022,29.11,231046.0
2018-06-23,29.145,29.408,29.022,29.11,231046.0
2018-06-24,29.145,29.408,29.022,29.11,231046.0
2018-06-25,29.478,30.601,29.373,29.654,318135.0
2018-06-26,29.654,29.899,29.373,29.461,164218.0
2018-06-27,29.549,29.794,29.496,29.706,211190.0
2018-06-28,29.724,29.969,29.408,29.408,152511.0
2018-06-29,29.496,29.899,29.496,29.741,182763.0
2018-06-30,29.496,29.899,29.496,29.741,182763.0
2018-07-01,29.496,29.899,29.496,29.741,182763.0
2018-07-02,29.531,29.689,29.321,29.321,144528.0
2018-07-03,29.338,29.461,28.689,28.742,225728.0
2018-07-04,28.759,29.233,28.759,28.97,195220.0
2018-07-05,28.935,29.233,28.935,29.215,483295.0
2018-07-06,29.215,29.391,28.321,29.022,344928.0
2018-07-07,29.215,29.391,28.321,29.022,344928.0
2018-07-08,29.215,29.391,28.321,29.022,344928.0
2018-07-09,29.198,29.777,29.198,29.531,206180.0
2018-07-10,28.672,29.549,28.672,29.286,316366.0
2018-07-11,29.268,29.268,27.392,27.392,269790.0
2018-07-12,27.532,27.795,25.533,26.024,1164373.0
2018-07-13,26.076,26.708,26.041,26.287,778904.0
2018-07-14,26.076,26.708,26.041,26.287,778904.0
2018-07-15,26.076,26.708,26.041,26.287,778904.0
2018-07-16,26.287,26.48,25.533,25.813,248263.0
2018-07-17,26.076,26.076,25.673,25.919,387358.0
2018-07-18,25.919,26.287,25.761,26.147,618437.0
2018-07-19,26.164,26.304,26.076,26.129,379300.0
2018-07-20,26.252,26.655,26.147,26.655,397667.0
2018-07-21,26.252,26.655,26.147,26.655,397667.0
2018-07-22,26.252,26.655,26.147,26.655,397667.0
2018-07-23,26.69,27.094,26.62,26.848,515380.0
2018-07-24,26.866,26.883,25.445,25.498,1564325.0
2018-07-25,25.638,25.989,25.48,25.778,714291.0
2018-07-26,25.866,26.129,25.533,25.796,687477.0
2018-07-27,25.778,25.866,25.27,25.691,412037.0
2018-07-28,25.778,25.866,25.27,25.691,412037.0
2018-07-29,25.778,25.866,25.27,25.691,412037.0
2018-07-30,25.62,26.48,25.515,26.304,436189.0
2018-07-31,26.234,26.252,25.848,26.024,853335.0
2018-08-01,26.024,26.147,25.778,26.147,488681.0
2018-08-02,25.919,25.919,25.428,25.515,278362.0
2018-08-03,25.515,26.375,25.515,26.287,517475.0
2018-08-04,25.515,26.375,25.515,26.287,517475.0
2018-08-05,25.515,26.375,25.515,26.287,517475.0
2018-08-06,26.287,26.304,25.252,25.34,451577.0
2018-08-07,25.34,26.024,25.34,25.989,636472.0
2018-08-08,26.006,26.725,25.901,26.725,748043.0
2018-08-09,27.006,27.339,26.515,27.164,952480.0
2018-08-10,26.743,27.129,21.85,26.059,1454260.0
2018-08-11,26.743,27.129,21.85,26.059,1454260.0
2018-08-12,26.743,27.129,21.85,26.059,1454260.0
2018-08-13,26.129,26.129,23.113,25.024,1475220.0
2018-08-14,25.252,26.48,25.252,26.357,1062580.0
2018-08-15,26.515,26.725,24.603,24.726,509356.0
2018-08-16,26.041,26.041,24.358,24.603,467567.0
2018-08-17,24.603,24.744,24.007,24.638,401478.0
2018-08-18,24.603,24.744,24.007,24.638,401478.0
2018-08-19,24.603,24.744,24.007,24.638,401478.0
2018-08-20,24.638,25.428,24.463,24.726,94893.0
2018-08-21,24.638,25.428,24.463,24.726,94893.0
2018-08-22,24.638,25.428,24.463,24.726,94893.0
2018-08-23,24.638,25.428,24.463,24.726,94893.0
2018-08-24,24.638,25.428,24.463,24.726,94893.0
2018-08-25,24.638,25.428,24.463,24.726,94893.0
2018-08-26,24.638,25.428,24.463,24.726,94893.0
2018-08-27,24.726,25.357,24.709,24.709,485745.0
2018-08-28,24.761,25.34,24.744,25.34,262334.0
2018-08-29,25.252,26.252,25.182,25.515,410388.0
2018-08-30,25.252,26.252,25.182,25.515,410388.0
2018-08-31,25.165,25.778,24.866,25.042,478512.0
2018-09-01,25.165,25.778,24.866,25.042,478512.0
2018-09-02,25.165,25.778,24.866,25.042,478512.0
2018-09-03,25.533,26.164,25.428,26.059,363154.0
2018-09-04,26.076,27.023,26.076,26.304,1015231.0
2018-09-05,26.304,26.655,25.866,25.866,205136.0
2018-09-06,26.111,26.918,26.059,26.48,1010142.0
2018-09-07,26.48,26.725,26.111,26.357,743788.0
2018-09-08,26.48,26.725,26.111,26.357,743788.0
2018-09-09,26.48,26.725,26.111,26.357,743788.0
2018-09-10,26.515,26.743,26.304,26.304,426251.0
2018-09-11,26.304,26.585,26.147,26.304,511154.0
2018-09-12,26.304,26.83,26.304,26.655,224626.0
2018-09-13,26.918,27.041,26.147,27.041,220558.0
2018-09-14,27.181,27.9,27.181,27.497,281608.0
2018-09-15,27.181,27.9,27.181,27.497,281608.0
2018-09-16,27.181,27.9,27.181,27.497,281608.0
2018-09-17,27.707,28.04,26.673,27.321,198487.0
2018-09-18,27.321,28.076,26.971,28.076,270234.0
2018-09-19,28.531,28.531,26.743,28.058,865238.0
2018-09-20,28.058,28.058,27.023,27.567,599326.0
2018-09-21,27.742,27.812,27.374,27.69,377130.0
2018-09-22,27.742,27.812,27.374,27.69,377130.0
2018-09-23,27.742,27.812,27.374,27.69,377130.0
2018-09-24,27.777,28.479,27.742,28.479,501061.0
2018-09-25,28.584,29.408,28.584,29.128,371242.0
2018-09-26,29.198,29.549,28.321,29.478,214510.0
2018-09-27,29.496,30.496,29.461,30.338,518561.0
2018-09-28,30.303,30.303,28.987,29.601,910264.0
2018-09-29,30.303,30.303,28.987,29.601,910264.0
2018-09-30,30.303,30.303,28.987,29.601,910264.0
2018-10-01,29.619,29.759,29.408,29.636,282905.0
2018-10-02,29.286,30.268,29.128,30.268,555720.0
2018-10-03,30.268,30.32,29.671,30.162,718730.0
2018-10-04,29.917,29.934,28.251,28.251,559928.0
2018-10-05,28.268,29.11,28.093,28.321,417738.0
2018-10-06,28.268,29.11,28.093,28.321,417738.0
2018-10-07,28.268,29.11,28.093,28.321,417738.0
2018-10-08,27.83,28.689,27.83,28.233,400089.0
2018-10-09,28.286,28.304,27.672,27.742,534304.0
