,KINDSDB SS Equity,KINDSDB SS Equity,KINDSDB SS Equity,KINDSDB SS Equity,KINDSDB SS Equity
2010-05-26,10.511,10.58,10.32,10.511,1086952.0
2010-05-27,10.407,10.925,10.407,10.787,857216.0
2010-05-28,10.856,10.856,10.511,10.718,412504.0
2010-05-29,10.856,10.856,10.511,10.718,412504.0
2010-05-30,10.856,10.856,10.511,10.718,412504.0
2010-05-31,10.753,11.271,10.649,11.271,565496.0
2010-06-01,11.202,11.202,10.545,10.683,889624.0
2010-06-02,10.718,10.718,10.441,10.511,1026736.0
2010-06-03,10.58,10.718,10.372,10.476,540384.0
2010-06-04,10.407,10.822,10.407,10.683,1461984.0
2010-06-05,10.407,10.822,10.407,10.683,1461984.0
2010-06-06,10.407,10.822,10.407,10.683,1461984.0
2010-06-07,10.511,10.58,10.338,10.338,637352.0
2010-06-08,11.064,11.064,10.372,10.511,2744656.0
2010-06-09,10.822,10.822,10.545,10.787,923056.0
2010-06-10,10.822,10.822,10.614,10.718,589992.0
2010-06-11,10.718,10.891,10.649,10.856,743368.0
2010-06-12,10.718,10.891,10.649,10.856,743368.0
2010-06-13,10.718,10.891,10.649,10.856,743368.0
2010-06-14,10.891,10.925,10.58,10.718,492272.0
2010-06-15,10.753,10.753,10.649,10.718,591320.0
2010-06-16,10.787,10.891,10.58,10.718,401192.0
2010-06-17,10.787,10.787,10.511,10.718,485424.0
2010-06-18,10.58,10.718,10.407,10.407,878128.0
2010-06-19,10.58,10.718,10.407,10.407,878128.0
2010-06-20,10.58,10.718,10.407,10.407,878128.0
2010-06-21,10.545,10.545,10.148,10.199,867280.0
2010-06-22,10.217,10.303,9.992,10.078,1582824.0
2010-06-23,10.165,10.165,9.888,10.096,463752.0
2010-06-24,10.096,10.372,9.992,10.078,416704.0
2010-06-25,10.096,10.372,9.992,10.078,416704.0
2010-06-26,10.096,10.372,9.992,10.078,416704.0
2010-06-27,10.096,10.372,9.992,10.078,416704.0
2010-06-28,10.096,10.251,9.94,10.044,225912.0
2010-06-29,10.078,10.096,9.957,9.957,598176.0
2010-06-30,9.957,9.992,9.612,9.94,819992.0
2010-07-01,9.94,9.94,9.542,9.646,274456.0
2010-07-02,9.698,9.905,9.594,9.75,340144.0
2010-07-03,9.698,9.905,9.594,9.75,340144.0
2010-07-04,9.698,9.905,9.594,9.75,340144.0
2010-07-05,9.802,9.871,9.663,9.836,200720.0
2010-07-06,9.888,10.165,9.819,9.905,455120.0
2010-07-07,9.957,9.957,9.75,9.836,209504.0
2010-07-08,9.836,9.992,9.802,9.905,567216.0
2010-07-09,9.854,10.027,9.784,9.871,205336.0
2010-07-10,9.854,10.027,9.784,9.871,205336.0
2010-07-11,9.854,10.027,9.784,9.871,205336.0
2010-07-12,9.888,10.044,9.819,9.905,140400.0
2010-07-13,9.854,10.061,9.854,9.957,175856.0
2010-07-14,10.027,10.078,9.594,9.612,1407888.0
2010-07-15,9.542,9.629,9.058,9.162,1215296.0
2010-07-16,9.162,9.231,8.868,8.92,416216.0
2010-07-17,9.162,9.231,8.868,8.92,416216.0
2010-07-18,9.162,9.231,8.868,8.92,416216.0
2010-07-19,8.92,9.266,8.782,9.197,420672.0
2010-07-20,9.197,9.197,8.799,8.989,2875784.0
2010-07-21,9.197,9.197,8.903,8.989,1215288.0
2010-07-22,8.989,9.058,8.955,9.058,477464.0
2010-07-23,8.972,8.972,8.765,8.782,1382880.0
2010-07-24,8.972,8.972,8.765,8.782,1382880.0
2010-07-25,8.972,8.972,8.765,8.782,1382880.0
2010-07-26,8.92,8.989,8.678,8.782,1249632.0
2010-07-27,8.747,8.782,8.644,8.713,576784.0
2010-07-28,8.713,8.713,8.626,8.678,396520.0
2010-07-29,8.644,9.508,8.644,9.214,2980600.0
2010-07-30,9.249,9.456,9.076,9.37,430256.0
2010-07-31,9.249,9.456,9.076,9.37,430256.0
2010-08-01,9.249,9.456,9.076,9.37,430256.0
2010-08-02,9.404,9.594,9.387,9.542,880360.0
2010-08-03,9.612,9.612,9.508,9.542,287192.0
2010-08-04,9.542,9.542,9.37,9.421,146824.0
2010-08-05,9.491,9.491,9.404,9.473,150488.0
2010-08-06,9.525,9.577,9.283,9.473,208792.0
2010-08-07,9.525,9.577,9.283,9.473,208792.0
2010-08-08,9.525,9.577,9.283,9.473,208792.0
2010-08-09,9.473,9.698,9.37,9.698,609400.0
2010-08-10,9.698,9.698,9.491,9.681,556752.0
2010-08-11,10.061,10.165,9.37,9.542,2587688.0
2010-08-12,9.56,9.612,9.266,9.3,702448.0
2010-08-13,9.387,9.473,8.851,9.11,533048.0
2010-08-14,9.387,9.473,8.851,9.11,533048.0
2010-08-15,9.387,9.473,8.851,9.11,533048.0
2010-08-16,9.162,9.318,8.972,9.093,1818176.0
2010-08-17,9.11,9.231,9.024,9.024,2025544.0
2010-08-18,9.11,9.318,9.024,9.058,933968.0
2010-08-19,9.162,9.162,8.955,8.989,824392.0
2010-08-20,9.128,9.128,8.765,8.886,542168.0
2010-08-21,9.128,9.128,8.765,8.886,542168.0
2010-08-22,9.128,9.128,8.765,8.886,542168.0
2010-08-23,9.041,9.041,8.661,8.713,774064.0
2010-08-24,8.799,8.799,8.471,8.765,1213904.0
2010-08-25,8.747,9.058,8.644,8.765,550552.0
2010-08-26,8.886,8.937,8.747,8.816,1094472.0
2010-08-27,8.782,8.972,8.765,8.972,865608.0
2010-08-28,8.782,8.972,8.765,8.972,865608.0
2010-08-29,8.782,8.972,8.765,8.972,865608.0
2010-08-30,8.972,9.179,8.644,9.179,635888.0
2010-08-31,9.093,9.093,8.851,8.972,543008.0
2010-09-01,8.955,8.955,8.834,8.92,509848.0
2010-09-02,8.92,8.92,8.713,8.765,405984.0
2010-09-03,8.782,8.886,8.505,8.747,992824.0
2010-09-04,8.782,8.886,8.505,8.747,992824.0
2010-09-05,8.782,8.886,8.505,8.747,992824.0
2010-09-06,8.747,8.782,8.557,8.661,1155872.0
2010-09-07,8.644,8.644,8.436,8.644,679232.0
2010-09-08,8.626,8.989,8.557,8.92,1408920.0
2010-09-09,8.92,8.92,8.765,8.834,1042944.0
2010-09-10,8.886,9.007,8.799,9.007,408352.0
2010-09-11,8.886,9.007,8.799,9.007,408352.0
2010-09-12,8.886,9.007,8.799,9.007,408352.0
2010-09-13,8.989,9.439,8.989,9.266,1245304.0
2010-09-14,9.37,9.37,9.024,9.214,391184.0
2010-09-15,9.214,9.214,8.937,8.972,500864.0
2010-09-16,8.989,8.989,8.886,8.903,356616.0
2010-09-17,8.989,8.989,8.886,8.989,1938824.0
2010-09-18,8.989,8.989,8.886,8.989,1938824.0
2010-09-19,8.989,8.989,8.886,8.989,1938824.0
2010-09-20,8.989,8.989,8.886,8.955,1546448.0
2010-09-21,8.989,9.007,8.886,8.886,600704.0
2010-09-22,8.972,8.972,8.713,8.851,1226920.0
2010-09-23,8.782,8.851,8.695,8.799,216768.0
2010-09-24,8.695,8.816,8.661,8.713,262256.0
2010-09-25,8.695,8.816,8.661,8.713,262256.0
2010-09-26,8.695,8.816,8.661,8.713,262256.0
2010-09-27,8.765,8.816,8.678,8.782,559168.0
2010-09-28,8.782,8.782,8.644,8.695,554664.0
2010-09-29,8.695,8.799,8.574,8.644,1015504.0
2010-09-30,8.557,8.644,8.332,8.54,1524848.0
2010-10-01,8.54,8.54,8.298,8.453,837760.0
2010-10-02,8.54,8.54,8.298,8.453,837760.0
2010-10-03,8.54,8.54,8.298,8.453,837760.0
2010-10-04,8.436,8.505,8.298,8.332,784080.0
2010-10-05,8.367,8.488,8.229,8.298,789160.0
2010-10-06,8.281,8.574,8.281,8.384,1923072.0
2010-10-07,8.488,8.488,8.125,8.142,1369344.0
2010-10-08,8.332,8.332,8.056,8.09,969952.0
2010-10-09,8.332,8.332,8.056,8.09,969952.0
2010-10-10,8.332,8.332,8.056,8.09,969952.0
2010-10-11,8.298,8.298,8.09,8.229,2255120.0
2010-10-12,8.211,8.229,8.073,8.142,686536.0
2010-10-13,8.211,8.263,8.108,8.159,609912.0
2010-10-14,8.54,8.695,8.54,8.574,3741696.0
2010-10-15,8.695,8.695,8.471,8.592,719008.0
2010-10-16,8.695,8.695,8.471,8.592,719008.0
2010-10-17,8.695,8.695,8.471,8.592,719008.0
2010-10-18,8.678,8.868,8.644,8.644,3784224.0
2010-10-19,8.782,8.886,8.661,8.799,4628176.0
2010-10-20,8.799,8.799,8.661,8.661,295344.0
2010-10-21,8.765,8.782,8.609,8.713,668280.0
2010-10-22,8.73,8.765,8.609,8.644,632832.0
2010-10-23,8.73,8.765,8.609,8.644,632832.0
2010-10-24,8.73,8.765,8.609,8.644,632832.0
2010-10-25,8.747,9.266,8.626,9.197,3383872.0
2010-10-26,9.249,9.249,8.937,9.076,2351512.0
2010-10-27,9.128,9.128,8.868,8.989,898904.0
2010-10-28,9.024,9.024,8.816,8.816,610184.0
2010-10-29,8.834,8.834,8.626,8.661,589672.0
2010-10-30,8.834,8.834,8.626,8.661,589672.0
2010-10-31,8.834,8.834,8.626,8.661,589672.0
2010-11-01,8.799,8.799,8.592,8.73,1206456.0
2010-11-02,8.765,8.834,8.747,8.799,1601128.0
2010-11-03,8.799,8.903,8.557,8.765,1067672.0
2010-11-04,8.782,8.886,8.574,8.73,1524576.0
2010-11-05,8.713,8.713,8.471,8.678,946880.0
2010-11-06,8.713,8.713,8.471,8.678,946880.0
2010-11-07,8.713,8.713,8.471,8.678,946880.0
2010-11-08,8.747,8.747,8.384,8.626,857824.0
2010-11-09,8.644,8.661,8.453,8.557,610040.0
2010-11-10,8.626,8.695,8.453,8.505,696880.0
2010-11-11,8.505,8.557,8.436,8.523,1425552.0
2010-11-12,8.505,8.557,8.419,8.54,1747360.0
2010-11-13,8.505,8.557,8.419,8.54,1747360.0
2010-11-14,8.505,8.557,8.419,8.54,1747360.0
2010-11-15,8.747,9.11,8.747,9.024,3109464.0
2010-11-16,8.989,9.024,8.592,8.92,1611936.0
2010-11-17,8.903,8.92,8.747,8.92,369176.0
2010-11-18,8.782,9.058,8.782,8.955,355944.0
2010-11-19,8.972,8.989,8.834,8.972,206592.0
2010-11-20,8.972,8.989,8.834,8.972,206592.0
2010-11-21,8.972,8.989,8.834,8.972,206592.0
2010-11-22,9.024,9.024,8.816,8.92,310176.0
2010-11-23,8.955,8.955,8.816,8.886,359976.0
2010-11-24,8.92,8.92,8.73,8.903,437928.0
2010-11-25,8.816,8.989,8.765,8.937,664912.0
2010-11-26,8.955,8.989,8.747,8.989,568760.0
2010-11-27,8.955,8.989,8.747,8.989,568760.0
2010-11-28,8.955,8.989,8.747,8.989,568760.0
2010-11-29,8.989,8.989,8.799,8.955,323544.0
2010-11-30,8.955,8.955,8.834,8.903,228768.0
2010-12-01,8.937,8.955,8.713,8.851,1051504.0
2010-12-02,8.834,8.851,8.747,8.799,470648.0
2010-12-03,8.747,8.834,8.747,8.816,697112.0
2010-12-04,8.747,8.834,8.747,8.816,697112.0
2010-12-05,8.747,8.834,8.747,8.816,697112.0
2010-12-06,8.765,8.851,8.695,8.73,597448.0
2010-12-07,8.678,8.989,8.661,8.816,986120.0
2010-12-08,8.851,8.851,8.765,8.816,442360.0
2010-12-09,8.799,8.834,8.73,8.799,796800.0
2010-12-10,8.782,8.955,8.782,8.955,1278168.0
2010-12-11,8.782,8.955,8.782,8.955,1278168.0
2010-12-12,8.782,8.955,8.782,8.955,1278168.0
2010-12-13,8.92,9.179,8.92,9.128,1825600.0
2010-12-14,9.179,9.231,9.076,9.231,1541736.0
2010-12-15,9.283,9.923,9.283,9.594,2424512.0
2010-12-16,9.819,9.819,9.439,9.456,1167664.0
2010-12-17,9.456,9.542,9.335,9.473,805360.0
2010-12-18,9.456,9.542,9.335,9.473,805360.0
2010-12-19,9.456,9.542,9.335,9.473,805360.0
2010-12-20,9.629,9.663,9.318,9.421,846256.0
2010-12-21,9.421,9.473,9.214,9.335,1082832.0
2010-12-22,9.318,9.525,9.266,9.508,1051344.0
2010-12-23,9.508,9.629,9.508,9.577,394672.0
2010-12-24,9.508,9.629,9.508,9.577,394672.0
2010-12-25,9.508,9.629,9.508,9.577,394672.0
2010-12-26,9.508,9.629,9.508,9.577,394672.0
2010-12-27,9.612,9.629,9.508,9.577,281920.0
2010-12-28,9.577,9.612,9.525,9.612,1303176.0
2010-12-29,9.577,9.698,9.577,9.681,394328.0
2010-12-30,9.629,9.802,9.612,9.715,641288.0
2010-12-31,9.629,9.802,9.612,9.715,641288.0
2011-01-01,9.629,9.802,9.612,9.715,641288.0
2011-01-02,9.629,9.802,9.612,9.715,641288.0
2011-01-03,9.75,10.13,9.715,10.061,1502232.0
2011-01-04,10.148,10.338,10.009,10.13,1772312.0
2011-01-05,10.13,10.286,10.061,10.286,644464.0
2011-01-06,10.13,10.286,10.061,10.286,644464.0
2011-01-07,10.303,10.355,10.165,10.199,731768.0
2011-01-08,10.303,10.355,10.165,10.199,731768.0
2011-01-09,10.303,10.355,10.165,10.199,731768.0
2011-01-10,10.182,10.338,10.165,10.234,421792.0
2011-01-11,10.303,10.32,10.199,10.286,580008.0
2011-01-12,10.32,10.32,10.096,10.096,391256.0
2011-01-13,10.182,10.199,9.888,9.888,558992.0
2011-01-14,9.888,10.027,9.819,9.819,671752.0
2011-01-15,9.888,10.027,9.819,9.819,671752.0
2011-01-16,9.888,10.027,9.819,9.819,671752.0
2011-01-17,9.854,9.888,9.784,9.819,348456.0
2011-01-18,10.027,10.13,9.923,10.027,1000416.0
2011-01-19,10.096,10.096,9.37,9.888,768496.0
2011-01-20,9.871,9.923,9.542,9.681,749464.0
2011-01-21,9.681,9.819,9.56,9.75,393696.0
2011-01-22,9.681,9.819,9.56,9.75,393696.0
2011-01-23,9.681,9.819,9.56,9.75,393696.0
2011-01-24,9.733,9.957,9.473,9.594,374064.0
2011-01-25,9.491,9.681,9.3,9.37,476984.0
2011-01-26,9.37,9.473,9.266,9.352,1044000.0
2011-01-27,9.335,9.37,9.266,9.335,329392.0
2011-01-28,9.283,9.37,9.128,9.145,416000.0
2011-01-29,9.283,9.37,9.128,9.145,416000.0
2011-01-30,9.283,9.37,9.128,9.145,416000.0
2011-01-31,9.128,9.266,8.851,9.231,834728.0
2011-02-01,9.283,9.3,9.024,9.249,647624.0
2011-02-02,9.318,9.318,9.024,9.197,594048.0
2011-02-03,9.197,9.231,8.972,9.128,881912.0
2011-02-04,9.249,9.249,8.886,9.162,617792.0
2011-02-05,9.249,9.249,8.886,9.162,617792.0
2011-02-06,9.249,9.249,8.886,9.162,617792.0
2011-02-07,9.162,9.266,9.007,9.076,643464.0
2011-02-08,9.024,9.024,8.523,8.661,2490960.0
2011-02-09,8.661,8.73,8.574,8.644,613624.0
2011-02-10,8.644,8.661,8.453,8.574,661464.0
2011-02-11,8.574,8.747,8.505,8.574,1185016.0
2011-02-12,8.574,8.747,8.505,8.574,1185016.0
2011-02-13,8.574,8.747,8.505,8.574,1185016.0
2011-02-14,8.626,8.695,8.488,8.574,1386664.0
2011-02-15,8.644,8.713,8.557,8.661,6556368.0
2011-02-16,8.816,8.816,7.952,7.987,4056504.0
2011-02-17,8.09,8.229,8.021,8.142,4949928.0
2011-02-18,8.159,8.211,8.021,8.108,1606080.0
2011-02-19,8.159,8.211,8.021,8.108,1606080.0
2011-02-20,8.159,8.211,8.021,8.108,1606080.0
2011-02-21,8.056,8.229,7.987,8.125,1380488.0
2011-02-22,8.021,8.229,7.987,8.09,1210112.0
2011-02-23,8.073,8.09,7.866,7.987,1372360.0
2011-02-24,7.987,7.987,7.762,7.883,1264752.0
2011-02-25,7.883,7.969,7.745,7.969,1245808.0
2011-02-26,7.883,7.969,7.745,7.969,1245808.0
2011-02-27,7.883,7.969,7.745,7.969,1245808.0
2011-02-28,8.125,8.125,7.796,7.814,1246488.0
2011-03-01,7.866,7.866,7.675,7.675,983728.0
2011-03-02,7.675,7.762,7.52,7.52,1376192.0
2011-03-03,7.572,7.814,7.554,7.814,1190136.0
2011-03-04,7.831,7.987,7.831,7.866,1013000.0
2011-03-05,7.831,7.987,7.831,7.866,1013000.0
2011-03-06,7.831,7.987,7.831,7.866,1013000.0
2011-03-07,7.935,8.038,7.9,7.935,879312.0
2011-03-08,7.952,8.021,7.952,7.987,821064.0
2011-03-09,8.038,8.211,8.021,8.159,1184616.0
2011-03-10,8.159,8.281,8.073,8.194,857680.0
2011-03-11,8.125,8.194,7.987,8.108,371776.0
2011-03-12,8.125,8.194,7.987,8.108,371776.0
2011-03-13,8.125,8.194,7.987,8.108,371776.0
2011-03-14,8.004,8.09,7.952,8.056,497624.0
2011-03-15,8.004,8.004,7.658,7.952,688144.0
2011-03-16,8.073,8.09,7.814,7.935,240168.0
2011-03-17,7.987,8.073,7.831,8.021,574840.0
2011-03-18,7.987,8.073,7.883,7.917,1958016.0
2011-03-19,7.987,8.073,7.883,7.917,1958016.0
2011-03-20,7.987,8.073,7.883,7.917,1958016.0
2011-03-21,7.9,8.332,7.9,8.281,1172200.0
2011-03-22,8.419,8.419,8.073,8.108,247176.0
2011-03-23,8.194,8.35,8.09,8.35,265112.0
2011-03-24,8.298,8.523,8.246,8.488,529792.0
2011-03-25,8.453,8.644,8.436,8.644,372704.0
2011-03-26,8.453,8.644,8.436,8.644,372704.0
2011-03-27,8.453,8.644,8.436,8.644,372704.0
2011-03-28,8.626,8.747,8.592,8.73,899544.0
2011-03-29,8.713,8.834,8.574,8.713,204080.0
2011-03-30,8.886,8.886,8.592,8.799,798296.0
2011-03-31,8.834,8.851,8.695,8.765,368304.0
2011-04-01,8.851,8.972,8.644,8.972,494448.0
2011-04-02,8.851,8.972,8.644,8.972,494448.0
2011-04-03,8.851,8.972,8.644,8.972,494448.0
2011-04-04,8.937,9.162,8.937,9.128,1512784.0
2011-04-05,9.093,9.162,8.937,9.076,486328.0
2011-04-06,9.11,9.11,8.937,9.007,657664.0
2011-04-07,9.076,9.076,8.851,8.868,425520.0
2011-04-08,8.972,8.972,8.765,8.765,329984.0
2011-04-09,8.972,8.972,8.765,8.765,329984.0
2011-04-10,8.972,8.972,8.765,8.765,329984.0
2011-04-11,8.955,8.955,8.557,8.661,370144.0
2011-04-12,8.661,8.886,8.592,8.886,1031520.0
2011-04-13,8.937,9.007,8.851,8.989,1020928.0
2011-04-14,9.058,9.058,8.799,8.989,231080.0
2011-04-15,9.058,9.058,8.782,8.886,426824.0
2011-04-16,9.058,9.058,8.782,8.886,426824.0
2011-04-17,9.058,9.058,8.782,8.886,426824.0
2011-04-18,8.695,9.093,8.695,8.903,1127760.0
2011-04-19,8.782,8.972,8.782,8.782,403920.0
2011-04-20,9.007,9.058,8.886,8.989,777680.0
2011-04-21,8.989,9.197,8.92,9.197,602368.0
2011-04-22,8.989,9.197,8.92,9.197,602368.0
2011-04-23,8.989,9.197,8.92,9.197,602368.0
2011-04-24,8.989,9.197,8.92,9.197,602368.0
2011-04-25,8.989,9.197,8.92,9.197,602368.0
2011-04-26,9.162,9.162,8.92,9.058,203864.0
2011-04-27,9.145,9.162,9.024,9.11,436368.0
2011-04-28,9.128,9.266,9.076,9.145,623496.0
2011-04-29,9.128,9.179,9.093,9.179,158952.0
2011-04-30,9.128,9.179,9.093,9.179,158952.0
2011-05-01,9.128,9.179,9.093,9.179,158952.0
2011-05-02,9.179,9.335,9.179,9.266,218888.0
2011-05-03,9.266,9.3,9.145,9.231,174712.0
