,SWEDA SS Equity,SWEDA SS Equity,SWEDA SS Equity,SWEDA SS Equity,SWEDA SS Equity
2010-11-03,43.411,43.411,42.589,42.801,4250894.0
2010-11-04,43.2,44.186,43.2,43.998,6771840.0
2010-11-05,44.115,44.444,43.2,43.294,2653783.0
2010-11-06,44.115,44.444,43.2,43.294,2653783.0
2010-11-07,44.115,44.444,43.2,43.294,2653783.0
2010-11-08,43.341,43.834,43.294,43.529,3830351.0
2010-11-09,43.529,44.092,43.364,44.092,2543018.0
2010-11-10,43.951,43.975,43.294,43.505,3349249.0
2010-11-11,43.787,43.857,43.153,43.622,3428134.0
2010-11-12,43.106,44.045,42.66,43.763,4309201.0
2010-11-13,43.106,44.045,42.66,43.763,4309201.0
2010-11-14,43.106,44.045,42.66,43.763,4309201.0
2010-11-15,43.294,44.069,43.27,43.998,2269149.0
2010-11-16,43.81,43.81,42.096,42.378,6961461.0
2010-11-17,42.425,42.989,42.096,42.425,3815407.0
2010-11-18,42.965,43.223,42.73,42.965,3376679.0
2010-11-19,43.106,43.388,42.777,43.388,4118853.0
2010-11-20,43.106,43.388,42.777,43.388,4118853.0
2010-11-21,43.106,43.388,42.777,43.388,4118853.0
2010-11-22,43.529,43.74,42.261,42.378,4036479.0
2010-11-23,42.237,42.284,41.322,41.58,6098113.0
2010-11-24,41.486,42.002,41.181,41.791,5078876.0
2010-11-25,41.862,42.613,41.744,42.542,3430674.0
2010-11-26,42.143,42.566,41.369,41.674,4228170.0
2010-11-27,42.143,42.566,41.369,41.674,4228170.0
2010-11-28,42.143,42.566,41.369,41.674,4228170.0
2010-11-29,41.955,42.495,41.345,41.721,4846383.0
2010-11-30,41.721,42.049,41.275,41.744,4679288.0
2010-12-01,42.214,43.223,42.026,43.223,5162851.0
2010-12-02,43.529,44.092,43.106,44.092,6057022.0
2010-12-03,43.975,44.609,43.763,44.609,4902002.0
2010-12-04,43.975,44.609,43.763,44.609,4902002.0
2010-12-05,43.975,44.609,43.763,44.609,4902002.0
2010-12-06,44.609,44.773,43.857,44.186,3822463.0
2010-12-07,44.162,44.702,44.139,44.491,5619586.0
2010-12-08,44.162,44.444,43.763,43.975,5845537.0
2010-12-09,44.374,44.397,43.106,43.599,5850795.0
2010-12-10,43.81,43.951,43.294,43.458,3653435.0
2010-12-11,43.81,43.951,43.294,43.458,3653435.0
2010-12-12,43.81,43.951,43.294,43.458,3653435.0
2010-12-13,43.575,44.468,43.552,44.162,3538547.0
2010-12-14,44.139,44.421,43.975,44.28,4073937.0
2010-12-15,44.115,44.843,43.857,44.843,4067254.0
2010-12-16,44.655,44.82,44.421,44.562,3860148.0
2010-12-17,44.655,45.008,44.444,44.585,6612869.0
2010-12-18,44.655,45.008,44.444,44.585,6612869.0
2010-12-19,44.655,45.008,44.444,44.585,6612869.0
2010-12-20,44.609,44.984,44.35,44.562,3883891.0
2010-12-21,44.726,44.914,44.35,44.421,4600484.0
2010-12-22,44.562,44.655,44.327,44.609,2493901.0
2010-12-23,44.679,44.726,44.256,44.491,1326337.0
2010-12-24,44.679,44.726,44.256,44.491,1326337.0
2010-12-25,44.679,44.726,44.256,44.491,1326337.0
2010-12-26,44.679,44.726,44.256,44.491,1326337.0
2010-12-27,44.468,44.468,44.069,44.256,900396.0
2010-12-28,44.256,44.374,44.045,44.186,764694.0
2010-12-29,44.186,44.35,44.069,44.233,2958383.0
2010-12-30,44.139,44.303,44.022,44.045,1494110.0
2010-12-31,44.139,44.303,44.022,44.045,1494110.0
2011-01-01,44.139,44.303,44.022,44.045,1494110.0
2011-01-02,44.139,44.303,44.022,44.045,1494110.0
2011-01-03,44.139,45.078,44.139,45.078,2172840.0
2011-01-04,45.289,45.501,44.82,45.125,3100171.0
2011-01-05,45.195,45.219,44.655,44.702,1680254.0
2011-01-06,45.195,45.219,44.655,44.702,1680254.0
2011-01-07,45.172,45.642,44.726,45.336,4703886.0
2011-01-08,45.172,45.642,44.726,45.336,4703886.0
2011-01-09,45.172,45.642,44.726,45.336,4703886.0
2011-01-10,45.313,45.313,44.702,44.773,2924510.0
2011-01-11,45.078,45.407,44.796,45.336,3240518.0
2011-01-12,45.313,46.135,45.219,46.017,4029620.0
2011-01-13,46.111,46.886,45.947,46.463,5549940.0
2011-01-14,46.487,46.557,46.017,46.416,3692310.0
2011-01-15,46.487,46.557,46.017,46.416,3692310.0
2011-01-16,46.487,46.557,46.017,46.416,3692310.0
2011-01-17,46.346,47.614,46.299,47.379,4829931.0
2011-01-18,47.473,49.069,47.473,48.365,4958707.0
2011-01-19,49.116,49.539,47.614,47.614,5841346.0
2011-01-20,47.661,48.365,47.097,47.097,4347329.0
2011-01-21,47.567,47.848,46.51,46.933,4433679.0
2011-01-22,47.567,47.848,46.51,46.933,4433679.0
2011-01-23,47.567,47.848,46.51,46.933,4433679.0
2011-01-24,47.144,47.755,46.768,47.332,4161939.0
2011-01-25,47.52,47.614,46.44,46.768,3562605.0
2011-01-26,47.05,48.271,46.651,47.755,3291160.0
2011-01-27,47.661,48.928,47.426,48.459,3779063.0
2011-01-28,48.036,48.928,47.755,47.755,3867460.0
2011-01-29,48.036,48.928,47.755,47.755,3867460.0
2011-01-30,48.036,48.928,47.755,47.755,3867460.0
2011-01-31,47.426,47.755,47.003,47.52,2620538.0
2011-02-01,47.661,48.177,47.097,48.177,2783302.0
2011-02-02,48.553,49.116,46.886,46.909,6201449.0
2011-02-03,47.097,47.379,46.487,46.651,4207928.0
2011-02-04,46.956,47.708,46.158,46.745,6721608.0
2011-02-05,46.956,47.708,46.158,46.745,6721608.0
2011-02-06,46.956,47.708,46.158,46.745,6721608.0
2011-02-07,46.909,47.332,46.604,46.886,3955216.0
2011-02-08,48.6,49.586,48.036,49.304,14628129.0
2011-02-09,49.492,50.102,49.21,49.492,8222229.0
2011-02-10,49.21,49.445,48.271,48.882,5871197.0
2011-02-11,48.882,49.633,48.6,49.633,4814786.0
2011-02-12,48.882,49.633,48.6,49.633,4814786.0
2011-02-13,48.882,49.633,48.6,49.633,4814786.0
2011-02-14,49.633,49.962,49.445,49.727,5389624.0
2011-02-15,49.821,50.431,49.022,49.68,4891879.0
2011-02-16,49.68,50.29,49.163,49.21,5265992.0
2011-02-17,49.492,49.633,47.285,47.802,8115411.0
2011-02-18,47.895,48.459,47.285,48.13,5133553.0
2011-02-19,47.895,48.459,47.285,48.13,5133553.0
2011-02-20,47.895,48.459,47.285,48.13,5133553.0
2011-02-21,47.989,48.647,47.708,48.083,3577028.0
2011-02-22,47.848,49.304,47.52,48.835,5002612.0
2011-02-23,48.506,49.304,47.848,48.553,6185721.0
2011-02-24,48.506,50.243,48.083,50.243,7739240.0
2011-02-25,50.525,51.699,50.29,51.652,7142850.0
2011-02-26,50.525,51.699,50.29,51.652,7142850.0
2011-02-27,50.525,51.699,50.29,51.652,7142850.0
2011-02-28,51.887,52.826,51.276,52.356,6971825.0
2011-03-01,52.309,52.544,51.182,51.464,5602159.0
2011-03-02,51.182,51.605,50.572,50.901,5382498.0
2011-03-03,51.276,51.323,50.619,51.229,4654040.0
2011-03-04,51.417,52.122,51.229,51.37,3750233.0
2011-03-05,51.417,52.122,51.229,51.37,3750233.0
2011-03-06,51.417,52.122,51.229,51.37,3750233.0
2011-03-07,51.323,51.84,50.572,50.807,4199497.0
2011-03-08,51.605,52.122,51.417,51.793,5026045.0
2011-03-09,52.122,52.168,51.605,51.934,3544091.0
2011-03-10,51.464,52.075,51.37,51.558,4300477.0
2011-03-11,51.135,51.558,50.713,51.042,4134004.0
2011-03-12,51.135,51.558,50.713,51.042,4134004.0
2011-03-13,51.135,51.558,50.713,51.042,4134004.0
2011-03-14,50.337,51.276,50.337,50.666,4592339.0
2011-03-15,49.68,50.008,47.708,49.727,11225549.0
2011-03-16,49.962,50.478,48.647,48.835,7725605.0
2011-03-17,48.835,49.633,48.6,49.445,4579171.0
2011-03-18,49.915,50.29,49.257,50.243,6264646.0
2011-03-19,49.915,50.29,49.257,50.243,6264646.0
2011-03-20,49.915,50.29,49.257,50.243,6264646.0
2011-03-21,50.713,51.229,50.619,50.995,5453595.0
2011-03-22,51.135,51.417,50.619,51.088,4411503.0
2011-03-23,50.854,51.276,50.713,51.229,4177212.0
2011-03-24,51.229,51.558,51.042,51.558,4012022.0
2011-03-25,51.84,52.309,51.276,52.122,4798547.0
2011-03-26,51.84,52.309,51.276,52.122,4798547.0
2011-03-27,51.84,52.309,51.276,52.122,4798547.0
2011-03-28,52.122,52.744,51.691,52.313,4317038.0
2011-03-29,52.313,52.504,51.547,51.739,4167573.0
2011-03-30,51.978,52.122,51.547,51.93,4376574.0
2011-03-31,51.93,52.169,51.021,51.691,4329648.0
2011-04-01,51.882,52.983,51.595,52.744,3200021.0
2011-04-02,51.882,52.983,51.595,52.744,3200021.0
2011-04-03,51.882,52.983,51.595,52.744,3200021.0
2011-04-04,52.409,53.701,52.217,53.174,4726954.0
2011-04-05,53.031,53.079,52.361,52.6,3094834.0
2011-04-06,52.648,54.658,52.169,54.419,6482652.0
2011-04-07,54.323,55.137,54.036,54.132,5308499.0
2011-04-08,54.419,55.185,54.371,54.85,5383161.0
2011-04-09,54.419,55.185,54.371,54.85,5383161.0
2011-04-10,54.419,55.185,54.371,54.85,5383161.0
2011-04-11,54.515,55.855,54.515,55.568,4959734.0
2011-04-12,55.28,56.19,55.185,55.615,9334263.0
2011-04-13,56.19,57.243,55.663,56.668,6577249.0
2011-04-14,56.525,56.668,55.376,55.95,5025894.0
2011-04-15,56.046,56.238,55.328,55.807,3757748.0
2011-04-16,56.046,56.238,55.328,55.807,3757748.0
2011-04-17,56.046,56.238,55.328,55.807,3757748.0
2011-04-18,55.807,55.903,54.227,54.419,4956221.0
2011-04-19,54.467,55.089,54.084,54.802,4097347.0
2011-04-20,55.376,55.472,54.993,55.233,3638832.0
2011-04-21,55.52,56.046,55.089,55.807,1387296.0
2011-04-22,55.52,56.046,55.089,55.807,1387296.0
