,BETSB SS Equity,BETSB SS Equity,BETSB SS Equity,BETSB SS Equity,BETSB SS Equity
2010-05-06,16.943,17.467,16.54,16.701,1076559.0
2010-05-07,16.096,16.378,15.329,15.652,1451940.0
2010-05-08,16.096,16.378,15.329,15.652,1451940.0
2010-05-09,16.096,16.378,15.329,15.652,1451940.0
2010-05-10,16.055,16.822,16.055,16.741,1005819.0
2010-05-11,16.822,16.822,15.894,16.459,506940.0
2010-05-12,16.701,16.903,16.338,16.499,421482.0
2010-05-13,16.701,16.903,16.338,16.499,421482.0
2010-05-14,16.701,16.741,16.419,16.58,320862.0
2010-05-15,16.701,16.741,16.419,16.58,320862.0
2010-05-16,16.701,16.741,16.419,16.58,320862.0
2010-05-17,16.54,16.58,16.217,16.298,225426.0
2010-05-18,16.378,17.185,16.378,17.185,385458.0
2010-05-19,17.104,17.104,16.661,16.661,425637.0
2010-05-20,16.701,17.104,16.055,16.136,460995.0
2010-05-21,16.136,16.58,15.813,16.419,357501.0
2010-05-22,16.136,16.58,15.813,16.419,357501.0
2010-05-23,16.136,16.58,15.813,16.419,357501.0
2010-05-24,16.661,16.822,16.217,16.378,231072.0
2010-05-25,16.217,16.217,15.692,15.692,306780.0
2010-05-26,16.136,16.661,15.975,16.378,401397.0
2010-05-27,16.459,17.185,16.338,17.185,433206.0
2010-05-28,17.306,17.548,17.145,17.225,482628.0
2010-05-29,17.306,17.548,17.145,17.225,482628.0
2010-05-30,17.306,17.548,17.145,17.225,482628.0
2010-05-31,17.427,17.911,17.427,17.911,346020.0
2010-06-01,17.951,17.951,17.306,17.387,523995.0
2010-06-02,17.427,17.588,17.306,17.467,229425.0
2010-06-03,17.588,18.032,17.588,17.709,325305.0
2010-06-04,17.911,17.911,17.185,17.467,337353.0
2010-06-05,17.911,17.911,17.185,17.467,337353.0
2010-06-06,17.911,17.911,17.185,17.467,337353.0
2010-06-07,17.427,17.548,16.62,16.943,331281.0
2010-06-08,17.104,17.225,16.782,17.024,619695.0
2010-06-09,17.112,17.597,16.935,17.156,324684.0
2010-06-10,17.817,17.817,16.935,17.244,351009.0
2010-06-11,17.421,17.421,16.98,17.288,130611.0
2010-06-12,17.421,17.421,16.98,17.288,130611.0
2010-06-13,17.421,17.421,16.98,17.288,130611.0
2010-06-14,17.288,17.729,17.288,17.553,194007.0
2010-06-15,17.509,17.729,17.112,17.641,243693.0
2010-06-16,17.729,17.729,16.935,17.112,255363.0
2010-06-17,17.112,17.288,16.847,16.98,184500.0
2010-06-18,16.935,17.024,16.759,16.803,234540.0
2010-06-19,16.935,17.024,16.759,16.803,234540.0
2010-06-20,16.935,17.024,16.759,16.803,234540.0
2010-06-21,16.847,17.156,16.583,16.583,256686.0
2010-06-22,16.891,17.024,16.627,17.024,1011075.0
2010-06-23,17.024,17.112,16.759,17.068,149430.0
2010-06-24,17.068,17.112,16.583,16.671,182208.0
2010-06-25,17.068,17.112,16.583,16.671,182208.0
2010-06-26,17.068,17.112,16.583,16.671,182208.0
2010-06-27,17.068,17.112,16.583,16.671,182208.0
2010-06-28,16.759,16.759,15.877,16.406,182259.0
2010-06-29,16.053,16.23,15.745,16.053,390909.0
2010-06-30,15.921,16.539,15.745,15.745,212412.0
2010-07-01,15.701,16.009,15.348,15.789,214107.0
2010-07-02,15.877,16.539,15.877,16.45,254871.0
2010-07-03,15.877,16.539,15.877,16.45,254871.0
2010-07-04,15.877,16.539,15.877,16.45,254871.0
2010-07-05,16.494,16.759,16.406,16.45,115248.0
2010-07-06,16.759,17.2,16.671,17.024,148500.0
2010-07-07,17.2,17.2,16.847,17.2,130449.0
2010-07-08,17.068,17.332,16.935,17.244,184638.0
2010-07-09,17.112,17.509,17.112,17.244,96597.0
2010-07-10,17.112,17.509,17.112,17.244,96597.0
2010-07-11,17.112,17.509,17.112,17.244,96597.0
2010-07-12,17.156,17.685,17.156,17.288,241923.0
2010-07-13,17.332,17.906,17.332,17.553,170763.0
2010-07-14,17.553,17.685,16.847,16.847,219342.0
2010-07-15,16.847,17.376,16.847,17.024,141522.0
2010-07-16,17.024,17.332,16.803,16.803,64935.0
2010-07-17,17.024,17.332,16.803,16.803,64935.0
2010-07-18,17.024,17.332,16.803,16.803,64935.0
2010-07-19,16.935,17.068,16.318,16.539,111843.0
2010-07-20,16.671,16.671,16.053,16.23,192258.0
2010-07-21,16.539,17.024,16.23,17.024,215913.0
2010-07-22,16.935,17.288,16.803,16.935,616377.0
2010-07-23,16.318,16.406,15.656,15.921,1199658.0
2010-07-24,16.318,16.406,15.656,15.921,1199658.0
2010-07-25,16.318,16.406,15.656,15.921,1199658.0
2010-07-26,16.053,16.494,15.921,16.45,675762.0
2010-07-27,16.494,16.539,16.053,16.186,470628.0
2010-07-28,16.186,16.45,16.097,16.186,360810.0
2010-07-29,16.274,16.759,16.186,16.362,1085604.0
2010-07-30,16.45,16.671,16.23,16.362,442170.0
2010-07-31,16.45,16.671,16.23,16.362,442170.0
2010-08-01,16.45,16.671,16.23,16.362,442170.0
2010-08-02,16.494,16.583,16.274,16.45,574800.0
2010-08-03,16.494,16.715,16.494,16.671,394143.0
2010-08-04,16.406,16.759,16.406,16.671,503106.0
2010-08-05,16.715,17.024,16.715,16.98,171918.0
2010-08-06,16.98,17.024,16.759,16.847,163185.0
2010-08-07,16.98,17.024,16.759,16.847,163185.0
2010-08-08,16.98,17.024,16.759,16.847,163185.0
2010-08-09,17.024,17.509,16.935,17.332,505050.0
2010-08-10,17.421,17.509,17.112,17.156,240915.0
2010-08-11,17.156,17.244,16.803,16.803,258591.0
2010-08-12,16.759,17.024,16.715,16.759,459306.0
2010-08-13,16.803,17.465,16.803,17.156,624897.0
2010-08-14,16.803,17.465,16.803,17.156,624897.0
2010-08-15,16.803,17.465,16.803,17.156,624897.0
2010-08-16,17.288,17.288,16.98,17.156,191031.0
2010-08-17,17.112,17.156,16.935,17.156,226548.0
2010-08-18,17.156,17.244,17.024,17.112,182616.0
2010-08-19,17.112,17.156,16.847,17.024,215523.0
2010-08-20,17.024,17.024,16.671,16.671,181815.0
2010-08-21,17.024,17.024,16.671,16.671,181815.0
2010-08-22,17.024,17.024,16.671,16.671,181815.0
2010-08-23,16.759,17.024,16.759,16.98,119643.0
2010-08-24,16.98,16.98,16.009,16.362,392370.0
2010-08-25,16.45,16.45,15.701,15.877,404262.0
2010-08-26,16.053,16.406,15.965,16.23,301245.0
2010-08-27,16.142,16.406,16.053,16.186,266502.0
2010-08-28,16.142,16.406,16.053,16.186,266502.0
2010-08-29,16.142,16.406,16.053,16.186,266502.0
2010-08-30,16.362,16.406,15.877,15.921,425895.0
2010-08-31,16.009,16.715,15.789,16.494,673125.0
2010-09-01,16.583,17.024,15.965,15.965,354447.0
2010-09-02,16.583,17.112,16.494,17.024,424905.0
2010-09-03,17.068,17.068,16.583,16.803,273405.0
2010-09-04,17.068,17.068,16.583,16.803,273405.0
2010-09-05,17.068,17.068,16.583,16.803,273405.0
2010-09-06,16.847,17.112,16.671,17.068,266595.0
2010-09-07,17.112,17.112,16.715,17.024,116112.0
2010-09-08,17.024,17.244,16.759,17.156,487470.0
2010-09-09,17.2,17.2,16.935,16.935,259926.0
2010-09-10,17.068,17.112,16.803,17.024,187530.0
2010-09-11,17.068,17.112,16.803,17.024,187530.0
2010-09-12,17.068,17.112,16.803,17.024,187530.0
2010-09-13,17.112,17.2,16.935,17.068,1764255.0
2010-09-14,17.068,17.156,16.935,17.112,140895.0
2010-09-15,17.112,17.112,16.847,16.935,310197.0
2010-09-16,16.847,17.024,16.671,16.671,401697.0
2010-09-17,16.759,16.98,16.627,16.98,169941.0
2010-09-18,16.759,16.98,16.627,16.98,169941.0
2010-09-19,16.759,16.98,16.627,16.98,169941.0
2010-09-20,16.935,17.024,16.803,16.847,115893.0
2010-09-21,16.847,17.024,16.671,16.759,221880.0
2010-09-22,16.759,16.847,16.406,16.45,655638.0
2010-09-23,16.45,16.715,16.45,16.671,216753.0
2010-09-24,16.671,16.891,16.583,16.759,421047.0
2010-09-25,16.671,16.891,16.583,16.759,421047.0
2010-09-26,16.671,16.891,16.583,16.759,421047.0
2010-09-27,16.759,17.112,16.715,16.98,397407.0
2010-09-28,17.112,17.112,16.847,16.935,515508.0
2010-09-29,17.068,17.112,16.803,16.847,141795.0
2010-09-30,16.847,17.112,16.715,16.98,400962.0
2010-10-01,17.024,17.024,16.715,16.715,292656.0
2010-10-02,17.024,17.024,16.715,16.715,292656.0
2010-10-03,17.024,17.024,16.715,16.715,292656.0
2010-10-04,16.715,16.891,16.671,16.847,359988.0
2010-10-05,16.759,16.98,16.715,16.891,352545.0
2010-10-06,16.847,17.024,16.847,16.98,455331.0
2010-10-07,16.98,17.024,16.847,17.024,148110.0
2010-10-08,16.935,17.465,16.847,17.244,569643.0
2010-10-09,16.935,17.465,16.847,17.244,569643.0
2010-10-10,16.935,17.465,16.847,17.244,569643.0
2010-10-11,17.597,17.906,17.553,17.862,543147.0
2010-10-12,17.862,18.303,17.641,18.17,569316.0
2010-10-13,18.17,18.347,18.082,18.126,385434.0
2010-10-14,18.347,18.435,18.126,18.347,256326.0
2010-10-15,18.347,18.391,18.17,18.17,496500.0
2010-10-16,18.347,18.391,18.17,18.17,496500.0
2010-10-17,18.347,18.391,18.17,18.17,496500.0
2010-10-18,18.259,18.479,18.17,18.435,267753.0
2010-10-19,18.435,18.567,18.259,18.435,238290.0
2010-10-20,18.435,18.479,18.347,18.391,104466.0
2010-10-21,18.347,18.7,18.347,18.523,373635.0
2010-10-22,18.523,18.655,18.435,18.435,113412.0
2010-10-23,18.523,18.655,18.435,18.435,113412.0
2010-10-24,18.523,18.655,18.435,18.435,113412.0
2010-10-25,18.567,18.7,18.391,18.479,346389.0
2010-10-26,17.994,18.479,17.729,18.303,627792.0
2010-10-27,18.17,18.303,17.994,17.994,262227.0
2010-10-28,18.17,18.347,17.994,18.038,223866.0
2010-10-29,17.95,18.303,17.95,18.214,258735.0
2010-10-30,17.95,18.303,17.95,18.214,258735.0
2010-10-31,17.95,18.303,17.95,18.214,258735.0
2010-11-01,18.259,18.391,18.214,18.303,161811.0
2010-11-02,18.347,18.347,18.038,18.126,183576.0
2010-11-03,18.303,18.303,17.729,17.862,244656.0
2010-11-04,17.994,18.082,17.641,17.641,434925.0
2010-11-05,17.641,17.641,17.2,17.288,543390.0
2010-11-06,17.641,17.641,17.2,17.288,543390.0
2010-11-07,17.641,17.641,17.2,17.288,543390.0
2010-11-08,17.641,17.641,17.244,17.465,501276.0
2010-11-09,17.465,17.641,17.024,17.156,538350.0
2010-11-10,17.2,17.288,16.98,17.024,382284.0
2010-11-11,17.024,17.112,16.935,17.024,452016.0
2010-11-12,16.935,16.935,16.627,16.759,587820.0
2010-11-13,16.935,16.935,16.627,16.759,587820.0
2010-11-14,16.935,16.935,16.627,16.759,587820.0
2010-11-15,16.803,17.2,16.803,17.024,522843.0
2010-11-16,16.98,17.024,16.671,16.935,561654.0
2010-11-17,16.847,16.98,16.627,16.98,372336.0
2010-11-18,17.112,17.332,16.98,17.332,389823.0
2010-11-19,17.288,17.597,17.288,17.553,260208.0
2010-11-20,17.288,17.597,17.288,17.553,260208.0
2010-11-21,17.288,17.597,17.288,17.553,260208.0
2010-11-22,17.597,17.597,17.288,17.376,218214.0
2010-11-23,17.288,17.421,17.2,17.421,173001.0
2010-11-24,17.376,17.553,17.288,17.421,240045.0
2010-11-25,17.465,17.817,17.465,17.597,329091.0
2010-11-26,17.597,17.597,17.288,17.332,186657.0
2010-11-27,17.597,17.597,17.288,17.332,186657.0
2010-11-28,17.597,17.597,17.288,17.332,186657.0
2010-11-29,17.376,17.685,17.332,17.332,191688.0
2010-11-30,17.421,17.553,17.288,17.509,144837.0
2010-12-01,17.641,17.685,17.376,17.641,355476.0
2010-12-02,17.641,17.729,17.421,17.421,223950.0
2010-12-03,17.553,17.95,17.553,17.95,412485.0
2010-12-04,17.553,17.95,17.553,17.95,412485.0
2010-12-05,17.553,17.95,17.553,17.95,412485.0
2010-12-06,17.994,18.611,17.95,18.611,594855.0
2010-12-07,18.567,19.052,18.523,19.052,510078.0
2010-12-08,18.964,19.317,18.7,19.185,465579.0
2010-12-09,19.185,19.317,18.964,19.273,343437.0
2010-12-10,19.273,19.405,19.052,19.273,220869.0
2010-12-11,19.273,19.405,19.052,19.273,220869.0
2010-12-12,19.273,19.405,19.052,19.273,220869.0
2010-12-13,19.273,19.405,19.141,19.317,237456.0
2010-12-14,19.361,19.405,19.229,19.405,217041.0
2010-12-15,19.449,19.493,19.185,19.361,260889.0
2010-12-16,19.317,19.317,18.832,18.832,386751.0
2010-12-17,18.964,19.185,18.92,19.096,149730.0
2010-12-18,18.964,19.185,18.92,19.096,149730.0
2010-12-19,18.964,19.185,18.92,19.096,149730.0
2010-12-20,19.229,19.979,19.229,19.979,812772.0
2010-12-21,20.023,20.816,20.023,20.64,643449.0
2010-12-22,20.64,21.037,20.111,20.552,1312689.0
2010-12-23,20.552,20.684,19.89,20.464,419646.0
2010-12-24,20.552,20.684,19.89,20.464,419646.0
2010-12-25,20.552,20.684,19.89,20.464,419646.0
2010-12-26,20.552,20.684,19.89,20.464,419646.0
2010-12-27,20.464,20.64,20.331,20.64,185511.0
2010-12-28,20.64,20.64,20.42,20.552,229749.0
2010-12-29,20.64,20.64,20.42,20.552,194511.0
2010-12-30,20.464,20.772,20.42,20.64,187827.0
2010-12-31,20.464,20.772,20.42,20.64,187827.0
2011-01-01,20.464,20.772,20.42,20.64,187827.0
2011-01-02,20.464,20.772,20.42,20.64,187827.0
2011-01-03,20.684,20.861,20.331,20.64,581121.0
2011-01-04,20.64,20.64,20.199,20.287,374319.0
2011-01-05,20.287,20.287,19.979,20.067,169104.0
2011-01-06,20.287,20.287,19.979,20.067,169104.0
2011-01-07,20.023,20.464,19.89,20.199,376053.0
2011-01-08,20.023,20.464,19.89,20.199,376053.0
2011-01-09,20.023,20.464,19.89,20.199,376053.0
2011-01-10,20.111,21.081,20.067,21.081,764355.0
2011-01-11,21.169,21.522,20.728,21.522,614211.0
2011-01-12,21.522,21.699,21.169,21.699,388872.0
2011-01-13,21.699,21.787,21.037,21.258,381744.0
2011-01-14,21.258,21.346,20.949,21.258,253407.0
2011-01-15,21.258,21.346,20.949,21.258,253407.0
2011-01-16,21.258,21.346,20.949,21.258,253407.0
2011-01-17,21.434,21.654,21.346,21.478,319767.0
2011-01-18,21.61,21.699,21.39,21.478,262917.0
2011-01-19,21.61,21.699,21.302,21.434,254379.0
2011-01-20,21.434,21.566,20.464,21.037,604797.0
2011-01-21,21.169,21.434,21.125,21.169,255921.0
2011-01-22,21.169,21.434,21.125,21.169,255921.0
2011-01-23,21.169,21.434,21.125,21.169,255921.0
2011-01-24,21.346,21.434,20.772,20.949,245073.0
2011-01-25,20.993,20.993,20.375,20.508,458856.0
2011-01-26,20.464,20.861,20.464,20.596,228255.0
2011-01-27,20.772,20.993,20.64,20.905,141462.0
2011-01-28,20.905,20.905,20.64,20.64,123309.0
2011-01-29,20.905,20.905,20.64,20.64,123309.0
2011-01-30,20.905,20.905,20.64,20.64,123309.0
2011-01-31,20.64,20.816,19.934,20.199,263280.0
2011-02-01,20.42,20.596,20.375,20.375,139686.0
2011-02-02,20.64,20.816,20.023,20.023,431880.0
2011-02-03,20.243,20.816,20.155,20.816,308001.0
2011-02-04,20.905,21.699,20.905,21.346,437835.0
2011-02-05,20.905,21.699,20.905,21.346,437835.0
2011-02-06,20.905,21.699,20.905,21.346,437835.0
2011-02-07,21.699,21.699,21.258,21.39,288153.0
2011-02-08,21.699,22.228,21.654,22.095,1007916.0
2011-02-09,22.14,22.184,21.831,22.051,598734.0
2011-02-10,22.095,22.095,21.699,21.831,338109.0
2011-02-11,22.095,23.11,22.095,23.022,1251852.0
2011-02-12,22.095,23.11,22.095,23.022,1251852.0
2011-02-13,22.095,23.11,22.095,23.022,1251852.0
2011-02-14,23.286,23.639,22.492,22.581,1207143.0
2011-02-15,22.669,22.801,22.007,22.404,759732.0
2011-02-16,22.448,22.448,22.095,22.448,378489.0
2011-02-17,22.448,22.757,22.184,22.404,1232703.0
2011-02-18,22.669,22.669,22.184,22.492,324519.0
2011-02-19,22.669,22.669,22.184,22.492,324519.0
2011-02-20,22.669,22.669,22.184,22.492,324519.0
2011-02-21,22.448,22.448,22.184,22.404,181194.0
2011-02-22,22.36,22.536,22.095,22.316,341106.0
2011-02-23,22.184,22.536,22.051,22.536,349428.0
2011-02-24,22.228,22.36,22.14,22.228,382458.0
2011-02-25,22.228,22.316,22.051,22.095,253584.0
2011-02-26,22.228,22.316,22.051,22.095,253584.0
2011-02-27,22.228,22.316,22.051,22.095,253584.0
2011-02-28,22.404,22.933,22.051,22.801,470997.0
2011-03-01,22.845,23.815,22.625,23.815,537867.0
2011-03-02,23.419,23.815,23.11,23.639,515808.0
2011-03-03,23.595,23.639,23.11,23.463,272286.0
2011-03-04,23.463,23.551,23.154,23.286,155952.0
2011-03-05,23.463,23.551,23.154,23.286,155952.0
2011-03-06,23.463,23.551,23.154,23.286,155952.0
2011-03-07,23.286,23.286,22.404,22.845,284415.0
2011-03-08,23.11,23.727,23.11,23.727,333666.0
2011-03-09,23.771,23.992,23.727,23.992,366795.0
2011-03-10,23.992,24.036,23.683,24.036,155250.0
2011-03-11,23.727,23.727,23.419,23.463,253197.0
2011-03-12,23.727,23.727,23.419,23.463,253197.0
2011-03-13,23.727,23.727,23.419,23.463,253197.0
2011-03-14,23.198,23.639,22.536,23.639,526185.0
2011-03-15,23.286,23.286,22.581,22.713,564723.0
2011-03-16,22.757,23.463,22.713,22.845,274359.0
2011-03-17,22.757,23.11,22.669,22.713,203991.0
2011-03-18,22.757,23.242,22.757,22.933,241179.0
2011-03-19,22.757,23.242,22.757,22.933,241179.0
2011-03-20,22.757,23.242,22.757,22.933,241179.0
2011-03-21,22.933,23.154,22.801,23.022,413877.0
2011-03-22,23.198,23.198,23.022,23.198,163332.0
2011-03-23,23.198,23.463,23.11,23.374,113622.0
2011-03-24,23.286,23.639,23.286,23.639,137385.0
2011-03-25,23.639,24.521,23.639,24.521,421788.0
2011-03-26,23.639,24.521,23.639,24.521,421788.0
2011-03-27,23.639,24.521,23.639,24.521,421788.0
2011-03-28,24.477,24.786,24.301,24.698,376749.0
2011-03-29,24.698,24.918,24.521,24.698,466950.0
2011-03-30,24.874,24.962,24.433,24.609,250257.0
2011-03-31,24.698,24.698,24.389,24.565,150903.0
2011-04-01,24.653,25.05,24.345,25.05,158961.0
2011-04-02,24.653,25.05,24.345,25.05,158961.0
2011-04-03,24.653,25.05,24.345,25.05,158961.0
2011-04-04,25.006,25.006,24.698,24.742,106827.0
2011-04-05,24.698,24.698,24.212,24.521,88137.0
2011-04-06,24.256,24.698,24.256,24.521,177786.0
2011-04-07,24.698,24.698,22.845,22.978,653139.0
2011-04-08,23.11,23.286,22.581,22.889,908631.0
2011-04-09,23.11,23.286,22.581,22.889,908631.0
2011-04-10,23.11,23.286,22.581,22.889,908631.0
2011-04-11,23.198,23.727,23.198,23.507,331500.0
2011-04-12,23.727,23.815,23.463,23.771,392499.0
2011-04-13,23.86,23.992,23.683,23.992,185829.0
2011-04-14,24.036,24.124,23.639,23.992,108522.0
2011-04-15,23.992,24.036,23.463,23.463,145731.0
2011-04-16,23.992,24.036,23.463,23.463,145731.0
2011-04-17,23.992,24.036,23.463,23.463,145731.0
2011-04-18,23.86,23.86,23.11,23.374,362931.0
2011-04-19,23.374,23.374,22.669,22.713,216603.0
2011-04-20,22.757,23.154,22.669,22.757,390648.0
2011-04-21,22.889,22.889,22.536,22.669,207273.0
2011-04-22,22.889,22.889,22.536,22.669,207273.0
2011-04-23,22.889,22.889,22.536,22.669,207273.0
2011-04-24,22.889,22.889,22.536,22.669,207273.0
2011-04-25,22.889,22.889,22.536,22.669,207273.0
2011-04-26,22.757,22.757,22.316,22.492,359967.0
2011-04-27,22.581,23.066,22.581,22.845,240234.0
2011-04-28,23.154,23.815,23.154,23.154,436899.0
2011-04-29,23.11,24.124,23.022,24.036,523425.0
2011-04-30,23.11,24.124,23.022,24.036,523425.0
2011-05-01,23.11,24.124,23.022,24.036,523425.0
2011-05-02,24.168,24.345,24.124,24.345,198339.0
2011-05-03,24.345,24.565,24.036,24.433,294903.0
2011-05-04,24.521,24.521,24.08,24.212,125505.0
2011-05-05,24.301,24.389,24.08,24.301,105669.0
2011-05-06,24.433,24.477,24.212,24.477,104838.0
2011-05-07,24.433,24.477,24.212,24.477,104838.0
2011-05-08,24.433,24.477,24.212,24.477,104838.0
2011-05-09,24.521,24.698,24.345,24.698,118926.0
