,BILL SS Equity,BILL SS Equity,BILL SS Equity,BILL SS Equity,BILL SS Equity
2010-02-10,22.6396,22.9578,22.2304,22.7305,307261.0
2010-02-11,22.7305,24.3216,22.6396,22.9578,1013523.0
2010-02-12,23.2988,23.6397,22.2759,22.5032,678755.0
2010-02-13,23.2988,23.6397,22.2759,22.5032,678755.0
2010-02-14,23.2988,23.6397,22.2759,22.5032,678755.0
2010-02-15,22.7305,22.7305,21.6849,21.7758,401299.0
2010-02-16,21.9122,22.5032,21.6849,22.3668,560315.0
2010-02-17,22.7305,23.4124,22.4577,23.0715,433201.0
2010-02-18,23.2988,24.0943,23.0715,24.0943,710719.0
2010-02-19,23.9807,23.9807,23.4124,23.5261,645547.0
2010-02-20,23.9807,23.9807,23.4124,23.5261,645547.0
2010-02-21,23.9807,23.9807,23.4124,23.5261,645547.0
2010-02-22,23.7534,24.208,23.5261,24.0943,615924.0
2010-02-23,24.0943,24.0943,23.5261,23.5261,284457.0
2010-02-24,23.5261,23.7534,22.9578,23.0715,300869.0
2010-02-25,23.1851,23.1851,22.4577,22.6396,542575.0
2010-02-26,22.8441,22.9578,22.5941,22.8441,287071.0
2010-02-27,22.8441,22.9578,22.5941,22.8441,287071.0
2010-02-28,22.8441,22.9578,22.5941,22.8441,287071.0
2010-03-01,22.8441,23.0715,22.4577,22.7305,574875.0
2010-03-02,22.7305,22.9578,22.6396,22.8441,504505.0
2010-03-03,22.7305,23.0715,22.5941,22.8441,553258.0
2010-03-04,22.8441,22.8441,22.4577,22.4577,807846.0
2010-03-05,22.7305,23.7534,22.685,23.6397,1238891.0
2010-03-06,22.7305,23.7534,22.685,23.6397,1238891.0
2010-03-07,22.7305,23.7534,22.685,23.6397,1238891.0
2010-03-08,23.7534,23.9807,23.5261,23.9807,608937.0
2010-03-09,23.7534,23.9807,23.4124,23.9807,302839.0
2010-03-10,24.0943,24.5489,24.0943,24.5489,719531.0
2010-03-11,24.5489,24.7762,24.0943,24.6626,741435.0
2010-03-12,24.6626,25.4582,24.5489,25.1172,1055810.0
2010-03-13,24.6626,25.4582,24.5489,25.1172,1055810.0
2010-03-14,24.6626,25.4582,24.5489,25.1172,1055810.0
2010-03-15,25.2309,25.4582,25.0035,25.3445,667679.0
2010-03-16,25.3445,26.1401,25.3445,26.1401,993481.0
2010-03-17,26.1401,26.9356,25.9128,25.9128,957223.0
2010-03-18,25.7991,27.0493,25.3445,26.7083,1230133.0
2010-03-19,26.822,26.9356,26.0264,26.0264,785725.0
2010-03-20,26.822,26.9356,26.0264,26.0264,785725.0
2010-03-21,26.822,26.9356,26.0264,26.0264,785725.0
2010-03-22,26.0264,26.481,25.4582,26.3674,580389.0
2010-03-23,26.481,26.7083,26.0264,26.1401,333862.0
2010-03-24,26.1401,26.481,25.5718,26.3674,691044.0
2010-03-25,26.1401,26.9356,26.1401,26.9356,607676.0
2010-03-26,27.0493,27.0493,26.3674,26.822,776089.0
2010-03-27,27.0493,27.0493,26.3674,26.822,776089.0
2010-03-28,27.0493,27.0493,26.3674,26.822,776089.0
2010-03-29,27.0493,27.6176,26.7083,26.9356,755938.0
2010-03-30,27.1629,27.2766,26.5947,26.5947,732787.0
2010-03-31,26.822,27.0493,26.481,26.7083,259747.0
2010-04-01,26.7083,27.0493,26.7083,27.0493,121339.0
2010-04-02,26.7083,27.0493,26.7083,27.0493,121339.0
2010-04-03,26.7083,27.0493,26.7083,27.0493,121339.0
2010-04-04,26.7083,27.0493,26.7083,27.0493,121339.0
2010-04-05,26.7083,27.0493,26.7083,27.0493,121339.0
2010-04-06,27.0493,27.2766,26.9356,27.2766,1111017.0
2010-04-07,27.1629,29.095,27.1629,29.095,1253225.0
2010-04-08,28.6404,28.7541,28.4131,28.6404,296135.0
2010-04-09,28.7541,29.3223,28.4131,28.6404,310740.0
2010-04-10,28.7541,29.3223,28.4131,28.6404,310740.0
2010-04-11,28.7541,29.3223,28.4131,28.6404,310740.0
2010-04-12,28.6404,28.7541,27.9585,28.4131,495635.0
2010-04-13,28.0722,28.1858,27.1629,27.7312,569085.0
2010-04-14,27.8449,28.0722,27.7312,27.8449,386042.0
2010-04-15,27.7312,28.4131,27.6176,27.7312,638619.0
2010-04-16,27.3902,27.9585,27.0493,27.3902,686832.0
2010-04-17,27.3902,27.9585,27.0493,27.3902,686832.0
2010-04-18,27.3902,27.9585,27.0493,27.3902,686832.0
2010-04-19,26.5947,26.9356,26.2537,26.5947,798818.0
2010-04-20,26.822,27.7312,26.822,27.6176,694398.0
2010-04-21,27.7312,27.9585,27.3902,27.8449,359162.0
2010-04-22,27.7312,27.7312,26.822,27.0493,308715.0
2010-04-23,27.1629,27.6176,26.7083,27.5039,325923.0
2010-04-24,27.1629,27.6176,26.7083,27.5039,325923.0
2010-04-25,27.1629,27.6176,26.7083,27.5039,325923.0
2010-04-26,27.3902,27.6176,27.0493,27.2766,360050.0
2010-04-27,27.9585,28.5268,26.822,27.1629,660862.0
2010-04-28,27.6176,27.6176,25.6855,26.1401,677700.0
2010-04-29,26.3674,26.9356,24.4353,25.3445,1105398.0
2010-04-30,25.6855,26.2537,25.4582,26.0264,415979.0
2010-05-01,25.6855,26.2537,25.4582,26.0264,415979.0
2010-05-02,25.6855,26.2537,25.4582,26.0264,415979.0
2010-05-03,25.6855,25.9128,25.1172,25.6855,411733.0
2010-05-04,25.4582,25.6855,23.867,23.9807,1073486.0
2010-05-05,23.8659,23.8659,22.7185,23.407,2038634.0
2010-05-06,22.8562,23.0628,21.8006,22.076,1927619.0
2010-05-07,21.0204,21.8465,20.1025,20.9286,1837976.0
2010-05-08,21.0204,21.8465,20.1025,20.9286,1837976.0
2010-05-09,21.0204,21.8465,20.1025,20.9286,1837976.0
2010-05-10,22.2596,23.407,21.9842,22.948,1344019.0
2010-05-11,23.0628,23.0628,22.1219,22.4891,617612.0
2010-05-12,22.535,23.1775,22.3055,22.948,186936.0
2010-05-13,22.535,23.1775,22.3055,22.948,186936.0
2010-05-14,23.2922,23.2922,22.076,22.2596,663488.0
2010-05-15,23.2922,23.2922,22.076,22.2596,663488.0
2010-05-16,23.2922,23.2922,22.076,22.2596,663488.0
2010-05-17,21.8006,22.3973,21.1122,21.5252,1003529.0
2010-05-18,21.8924,23.0628,21.8924,22.4891,1038472.0
2010-05-19,22.3514,22.4891,21.1122,21.3876,980877.0
2010-05-20,21.617,21.8465,20.4696,21.2499,829773.0
2010-05-21,20.7909,21.4335,20.4696,21.3417,1191450.0
2010-05-22,20.7909,21.4335,20.4696,21.3417,1191450.0
2010-05-23,20.7909,21.4335,20.4696,21.3417,1191450.0
2010-05-24,21.617,21.9842,21.3876,21.6629,641507.0
2010-05-25,21.2499,21.2499,20.2402,20.5155,1434499.0
2010-05-26,21.1581,21.8006,20.8827,21.617,721048.0
2010-05-27,21.6629,22.4891,21.4335,22.4432,638981.0
2010-05-28,22.948,23.1775,22.2137,22.3055,661898.0
2010-05-29,22.948,23.1775,22.2137,22.3055,661898.0
2010-05-30,22.948,23.1775,22.2137,22.3055,661898.0
2010-05-31,22.4891,23.5217,22.4891,23.1775,552438.0
2010-06-01,23.0628,23.0628,22.1678,22.8562,958645.0
2010-06-02,22.7644,23.2922,22.4891,23.1775,409132.0
2010-06-03,23.8659,23.8659,23.407,23.6365,545264.0
2010-06-04,23.8659,23.8659,22.6726,22.9021,655238.0
2010-06-05,23.8659,23.8659,22.6726,22.9021,655238.0
2010-06-06,23.8659,23.8659,22.6726,22.9021,655238.0
2010-06-07,22.1678,23.1775,22.1219,22.6726,600404.0
2010-06-08,22.8562,23.0628,22.1219,22.2596,854937.0
2010-06-09,22.3973,22.6726,22.1219,22.6267,503961.0
2010-06-10,22.5809,23.8659,22.2596,23.6365,870787.0
2010-06-11,23.7512,24.3249,23.2922,23.6365,773428.0
2010-06-12,23.7512,24.3249,23.2922,23.6365,773428.0
2010-06-13,23.7512,24.3249,23.2922,23.6365,773428.0
2010-06-14,23.7512,24.3249,23.7512,24.3249,551105.0
2010-06-15,24.2102,24.4396,23.9807,24.3249,928551.0
2010-06-16,24.4396,24.5544,23.7512,24.0954,359380.0
2010-06-17,23.9807,24.3249,23.407,23.5217,448239.0
2010-06-18,23.5217,23.7512,23.0628,23.2922,682796.0
2010-06-19,23.5217,23.7512,23.0628,23.2922,682796.0
2010-06-20,23.5217,23.7512,23.0628,23.2922,682796.0
2010-06-21,23.6365,24.5544,23.6365,24.3249,672512.0
2010-06-22,23.8659,24.5544,23.8659,24.5544,601939.0
2010-06-23,24.3249,24.3249,23.6365,23.7512,526432.0
2010-06-24,24.0954,24.0954,22.7185,22.948,632271.0
2010-06-25,24.0954,24.0954,22.7185,22.948,632271.0
2010-06-26,24.0954,24.0954,22.7185,22.948,632271.0
2010-06-27,24.0954,24.0954,22.7185,22.948,632271.0
2010-06-28,23.1775,23.1775,22.4432,22.6726,425350.0
2010-06-29,22.4432,22.4432,21.1581,21.5252,734455.0
2010-06-30,21.3417,22.3514,21.1581,21.8006,510410.0
2010-07-01,21.4793,21.6629,20.9286,21.3876,961277.0
2010-07-02,21.4793,21.6629,20.8368,20.8827,443634.0
2010-07-03,21.4793,21.6629,20.8368,20.8827,443634.0
2010-07-04,21.4793,21.6629,20.8368,20.8827,443634.0
2010-07-05,20.9286,21.0204,20.4237,20.6532,437129.0
2010-07-06,20.6991,21.6629,20.6991,21.1122,425682.0
2010-07-07,21.1581,21.7088,20.745,21.4793,530659.0
2010-07-08,21.617,21.8006,20.9745,20.9745,702933.0
2010-07-09,21.3876,21.8006,21.1581,21.7547,326911.0
2010-07-10,21.3876,21.8006,21.1581,21.7547,326911.0
2010-07-11,21.3876,21.8006,21.1581,21.7547,326911.0
2010-07-12,21.8465,21.8924,21.1122,21.2958,414295.0
2010-07-13,21.2958,22.1219,21.2958,21.8465,363777.0
2010-07-14,22.2596,22.3973,21.617,22.076,364124.0
2010-07-15,21.9383,22.2596,21.6629,21.7547,321805.0
2010-07-16,21.9383,21.9383,21.1122,21.2499,342431.0
2010-07-17,21.9383,21.9383,21.1122,21.2499,342431.0
2010-07-18,21.9383,21.9383,21.1122,21.2499,342431.0
2010-07-19,21.5252,21.5711,20.745,21.2958,418870.0
2010-07-20,21.5252,21.5252,21.0663,21.2499,381921.0
2010-07-21,21.3876,22.076,21.3876,22.0301,549845.0
2010-07-22,22.1219,22.3055,21.5711,21.8924,964330.0
2010-07-23,21.9842,22.0301,21.5252,21.617,640152.0
2010-07-24,21.9842,22.0301,21.5252,21.617,640152.0
2010-07-25,21.9842,22.0301,21.5252,21.617,640152.0
2010-07-26,21.7547,21.9842,21.5252,21.6629,791732.0
2010-07-27,21.7088,21.8924,21.5252,21.5711,566676.0
2010-07-28,21.7088,21.7088,21.204,21.4793,425790.0
2010-07-29,21.4793,21.5711,21.3876,21.4335,341423.0
2010-07-30,21.4793,21.4793,21.1581,21.4335,427156.0
2010-07-31,21.4793,21.4793,21.1581,21.4335,427156.0
2010-08-01,21.4793,21.4793,21.1581,21.4335,427156.0
2010-08-02,21.5711,21.8465,21.4793,21.5711,704006.0
2010-08-03,21.5711,21.7088,21.4793,21.5711,449414.0
2010-08-04,21.5711,21.7547,21.5252,21.5711,1440314.0
2010-08-05,21.617,21.8924,21.617,21.617,939948.0
2010-08-06,21.617,21.8006,21.5252,21.617,935241.0
2010-08-07,21.617,21.8006,21.5252,21.617,935241.0
2010-08-08,21.617,21.8006,21.5252,21.617,935241.0
2010-08-09,21.8006,21.8924,21.617,21.7547,565435.0
2010-08-10,21.7547,21.7547,21.2958,21.2958,350263.0
2010-08-11,21.3417,21.3417,20.4696,20.4696,636150.0
2010-08-12,20.3319,20.745,19.7812,19.9189,784314.0
2010-08-13,20.1943,20.1943,19.7812,20.0566,354429.0
2010-08-14,20.1943,20.1943,19.7812,20.0566,354429.0
2010-08-15,20.1943,20.1943,19.7812,20.0566,354429.0
2010-08-16,20.1943,20.3778,19.8271,20.1943,293354.0
2010-08-17,20.3319,20.745,20.0566,20.6073,516545.0
2010-08-18,20.4696,20.9745,20.4696,20.7909,457960.0
2010-08-19,20.7909,21.0204,20.1484,20.1943,608809.0
2010-08-20,20.1943,20.1943,19.2763,19.2763,869217.0
2010-08-21,20.1943,20.1943,19.2763,19.2763,869217.0
2010-08-22,20.1943,20.1943,19.2763,19.2763,869217.0
2010-08-23,19.2763,19.6894,19.0469,19.5976,621399.0
2010-08-24,19.4599,19.4599,18.8174,18.9551,605117.0
2010-08-25,19.0928,19.2304,18.1748,18.7715,819987.0
2010-08-26,18.9092,19.1386,18.8174,19.0928,447889.0
2010-08-27,19.0469,19.414,19.001,19.3222,418948.0
2010-08-28,19.0469,19.414,19.001,19.3222,418948.0
2010-08-29,19.0469,19.414,19.001,19.3222,418948.0
2010-08-30,19.6435,19.6435,19.0928,19.414,172643.0
2010-08-31,19.1386,19.4599,18.9551,19.4599,590400.0
2010-09-01,19.3222,20.3778,19.3222,20.3778,630475.0
2010-09-02,20.3778,21.0204,20.2402,20.745,727619.0
2010-09-03,20.6532,21.2499,20.6532,21.204,736480.0
2010-09-04,20.6532,21.2499,20.6532,21.204,736480.0
2010-09-05,20.6532,21.2499,20.6532,21.204,736480.0
2010-09-06,21.0663,21.2958,21.0204,21.2499,432451.0
2010-09-07,21.1581,21.2499,20.6991,20.745,443126.0
2010-09-08,20.6532,20.9286,20.5155,20.745,278891.0
2010-09-09,20.745,21.204,20.5155,21.1122,451956.0
2010-09-10,21.1122,21.3876,20.9745,21.1122,416796.0
2010-09-11,21.1122,21.3876,20.9745,21.1122,416796.0
2010-09-12,21.1122,21.3876,20.9745,21.1122,416796.0
2010-09-13,21.2499,21.3876,21.0204,21.0663,279538.0
2010-09-14,20.8827,21.2958,20.7909,21.2499,569868.0
2010-09-15,21.3876,22.0301,21.3417,21.8465,879970.0
2010-09-16,21.617,22.4432,21.617,21.7547,1238955.0
2010-09-17,22.076,22.8562,22.076,22.535,1346125.0
2010-09-18,22.076,22.8562,22.076,22.535,1346125.0
2010-09-19,22.076,22.8562,22.076,22.535,1346125.0
2010-09-20,22.535,23.6365,22.535,23.6365,2498694.0
2010-09-21,23.407,23.5217,22.948,23.2922,1973627.0
2010-09-22,23.2922,23.5217,22.3055,22.4891,2046041.0
2010-09-23,22.6726,22.8103,22.0301,22.4432,1022300.0
2010-09-24,22.4432,23.0628,22.3055,22.9021,468908.0
2010-09-25,22.4432,23.0628,22.3055,22.9021,468908.0
2010-09-26,22.4432,23.0628,22.3055,22.9021,468908.0
2010-09-27,23.0628,23.6365,22.8562,22.8562,406758.0
2010-09-28,22.8562,23.6365,22.6726,23.6365,960770.0
2010-09-29,23.5217,23.8659,23.0628,23.1775,611542.0
2010-09-30,23.1775,23.407,22.948,23.407,416003.0
2010-10-01,23.407,23.5217,23.0628,23.407,498143.0
2010-10-02,23.407,23.5217,23.0628,23.407,498143.0
2010-10-03,23.407,23.5217,23.0628,23.407,498143.0
2010-10-04,23.2922,23.407,22.7185,22.9021,326849.0
2010-10-05,22.7644,23.2922,22.7185,23.1775,343817.0
2010-10-06,23.1775,23.407,22.9021,22.948,604544.0
2010-10-07,23.407,23.8659,23.1775,23.7512,1418473.0
2010-10-08,23.8659,23.9807,23.5217,23.6365,266642.0
2010-10-09,23.8659,23.9807,23.5217,23.6365,266642.0
2010-10-10,23.8659,23.9807,23.5217,23.6365,266642.0
2010-10-11,23.8659,23.9807,23.6365,23.7512,241624.0
2010-10-12,23.7512,23.7512,23.1775,23.5217,358537.0
2010-10-13,23.5217,23.8659,23.5217,23.6365,346166.0
2010-10-14,23.7512,23.7512,23.407,23.5217,642126.0
2010-10-15,23.5217,23.6365,23.0628,23.407,293341.0
2010-10-16,23.5217,23.6365,23.0628,23.407,293341.0
2010-10-17,23.5217,23.6365,23.0628,23.407,293341.0
2010-10-18,23.1775,23.2922,22.948,23.2922,226937.0
2010-10-19,23.0628,23.9807,23.0628,23.7512,631822.0
2010-10-20,23.6365,24.0954,23.5217,23.9807,402227.0
2010-10-21,24.0954,24.4396,23.8659,24.2102,631815.0
2010-10-22,24.4396,24.5544,24.2102,24.3249,160082.0
2010-10-23,24.4396,24.5544,24.2102,24.3249,160082.0
2010-10-24,24.4396,24.5544,24.2102,24.3249,160082.0
2010-10-25,24.3249,24.5544,24.0954,24.5544,309334.0
2010-10-26,24.6691,24.7839,24.4396,24.7839,187419.0
2010-10-27,24.7839,25.0133,24.4396,24.8986,444325.0
2010-10-28,24.8986,25.0133,23.6365,24.6691,802669.0
2010-10-29,24.8986,25.4723,23.9807,24.6691,1034185.0
2010-10-30,24.8986,25.4723,23.9807,24.6691,1034185.0
2010-10-31,24.8986,25.4723,23.9807,24.6691,1034185.0
2010-11-01,25.0133,25.4723,24.8986,25.1281,798796.0
2010-11-02,25.1281,25.4723,25.0133,25.3576,476198.0
2010-11-03,25.4723,25.7018,25.2428,25.7018,581534.0
2010-11-04,25.7018,25.9313,25.1281,25.4723,592523.0
2010-11-05,25.8165,25.8165,25.4723,25.8165,365722.0
2010-11-06,25.8165,25.8165,25.4723,25.8165,365722.0
2010-11-07,25.8165,25.8165,25.4723,25.8165,365722.0
2010-11-08,25.8165,27.4229,25.7018,27.1934,974816.0
2010-11-09,27.3081,27.5376,26.7344,27.0787,612010.0
2010-11-10,26.8492,26.9639,26.1607,26.6197,329448.0
2010-11-11,26.6197,26.8492,26.046,26.7344,444133.0
2010-11-12,26.3902,26.505,26.046,26.1607,167493.0
2010-11-13,26.3902,26.505,26.046,26.1607,167493.0
2010-11-14,26.3902,26.505,26.046,26.1607,167493.0
2010-11-15,25.9313,26.046,25.4723,25.9313,327982.0
2010-11-16,25.8165,25.8165,24.8986,24.8986,556425.0
2010-11-17,25.1281,25.9313,25.0133,25.9313,607104.0
2010-11-18,26.046,26.3902,25.7018,26.3902,209028.0
2010-11-19,26.3902,26.6197,26.046,26.3902,184005.0
2010-11-20,26.3902,26.6197,26.046,26.3902,184005.0
2010-11-21,26.3902,26.6197,26.046,26.3902,184005.0
2010-11-22,26.505,26.505,25.8165,25.8165,431903.0
2010-11-23,25.8165,25.9313,25.3576,25.4723,216079.0
2010-11-24,25.4723,25.4723,25.0133,25.1281,194796.0
2010-11-25,25.2428,25.587,25.0133,25.2428,241859.0
2010-11-26,25.4723,26.2755,25.4723,26.1607,447032.0
2010-11-27,25.4723,26.2755,25.4723,26.1607,447032.0
2010-11-28,25.4723,26.2755,25.4723,26.1607,447032.0
2010-11-29,26.1607,26.505,25.1281,25.4723,542123.0
2010-11-30,25.7018,25.8165,25.0133,25.587,298647.0
2010-12-01,25.7018,26.1607,25.587,26.1607,334550.0
2010-12-02,26.046,26.9639,26.046,26.9639,444243.0
2010-12-03,26.8492,27.0787,26.2755,26.505,431783.0
2010-12-04,26.8492,27.0787,26.2755,26.505,431783.0
2010-12-05,26.8492,27.0787,26.2755,26.505,431783.0
2010-12-06,26.3902,26.6197,26.046,26.1607,387393.0
2010-12-07,26.6197,27.0787,26.1607,26.505,559145.0
2010-12-08,26.505,26.8492,26.2755,26.6197,188992.0
2010-12-09,26.6197,26.9639,25.8165,26.6197,537356.0
2010-12-10,26.6197,26.7344,26.2755,26.6197,204097.0
2010-12-11,26.6197,26.7344,26.2755,26.6197,204097.0
2010-12-12,26.6197,26.7344,26.2755,26.6197,204097.0
2010-12-13,26.6197,26.8492,26.505,26.505,199389.0
2010-12-14,26.505,26.6197,26.2755,26.3902,206392.0
2010-12-15,26.3902,26.7344,26.2755,26.7344,183312.0
2010-12-16,26.7344,26.9639,26.3902,26.6197,229720.0
2010-12-17,26.505,26.6197,26.046,26.046,357967.0
2010-12-18,26.505,26.6197,26.046,26.046,357967.0
2010-12-19,26.505,26.6197,26.046,26.046,357967.0
2010-12-20,26.1607,26.3902,26.046,26.1607,176803.0
2010-12-21,26.1607,27.0787,26.1607,26.9639,326487.0
2010-12-22,26.8492,26.9639,26.505,26.7344,177563.0
2010-12-23,26.7344,26.8492,26.6197,26.6197,134129.0
2010-12-24,26.7344,26.8492,26.6197,26.6197,134129.0
2010-12-25,26.7344,26.8492,26.6197,26.6197,134129.0
2010-12-26,26.7344,26.8492,26.6197,26.6197,134129.0
2010-12-27,26.505,26.7344,26.2755,26.505,133664.0
2010-12-28,26.3902,26.505,26.1607,26.3902,190422.0
2010-12-29,26.3902,26.7344,26.3902,26.6197,205014.0
2010-12-30,26.505,26.7344,26.3902,26.7344,180803.0
2010-12-31,26.505,26.7344,26.3902,26.7344,180803.0
2011-01-01,26.505,26.7344,26.3902,26.7344,180803.0
2011-01-02,26.505,26.7344,26.3902,26.7344,180803.0
2011-01-03,26.505,26.9639,26.3902,26.7344,501830.0
2011-01-04,26.6197,26.8492,26.3902,26.6197,341712.0
2011-01-05,26.6197,27.0787,26.6197,27.0787,169739.0
2011-01-06,26.6197,27.0787,26.6197,27.0787,169739.0
2011-01-07,27.0787,27.8818,26.9639,27.7671,985625.0
2011-01-08,27.0787,27.8818,26.9639,27.7671,985625.0
2011-01-09,27.0787,27.8818,26.9639,27.7671,985625.0
2011-01-10,27.7671,28.3408,27.3081,27.4229,691222.0
2011-01-11,27.8818,28.7998,27.8818,28.5703,1097073.0
2011-01-12,28.4555,28.9145,28.4555,28.685,584639.0
2011-01-13,28.9145,29.4882,28.685,29.3735,647085.0
2011-01-14,29.3735,29.6029,28.7998,29.144,466081.0
2011-01-15,29.3735,29.6029,28.7998,29.144,466081.0
2011-01-16,29.3735,29.6029,28.7998,29.144,466081.0
2011-01-17,29.144,29.2587,28.685,28.7998,364097.0
2011-01-18,28.9145,29.2587,28.7998,29.144,213195.0
2011-01-19,29.144,29.3735,28.2261,28.2261,322031.0
2011-01-20,28.3408,28.4555,27.1934,27.4229,711589.0
2011-01-21,27.5376,28.5703,27.4229,28.5703,268575.0
2011-01-22,27.5376,28.5703,27.4229,28.5703,268575.0
2011-01-23,27.5376,28.5703,27.4229,28.5703,268575.0
2011-01-24,28.7998,29.144,28.3408,28.4555,142327.0
2011-01-25,28.9145,30.2914,28.9145,30.2914,1066337.0
2011-01-26,30.2914,30.5209,29.7177,30.2914,1054066.0
2011-01-27,30.2914,30.6356,29.8324,30.2914,466897.0
2011-01-28,30.2914,30.4061,29.6029,29.7177,286797.0
2011-01-29,30.2914,30.4061,29.6029,29.7177,286797.0
2011-01-30,30.2914,30.4061,29.6029,29.7177,286797.0
2011-01-31,29.6029,29.6029,29.144,29.2587,409981.0
2011-02-01,29.4882,29.4882,29.144,29.3735,346263.0
2011-02-02,29.6029,29.7177,28.3408,28.4555,385284.0
2011-02-03,28.5703,28.685,27.9966,27.9966,202804.0
2011-02-04,28.3408,28.685,28.3408,28.4555,208615.0
2011-02-05,28.3408,28.685,28.3408,28.4555,208615.0
2011-02-06,28.3408,28.685,28.3408,28.4555,208615.0
2011-02-07,28.5703,28.7998,28.3408,28.685,314614.0
2011-02-08,28.685,28.7998,28.1113,28.2261,318204.0
2011-02-09,28.2261,28.5703,28.2261,28.3408,184972.0
2011-02-10,28.3408,28.685,28.2261,28.4555,649456.0
2011-02-11,28.2261,28.685,28.2261,28.5703,268317.0
2011-02-12,28.2261,28.685,28.2261,28.5703,268317.0
2011-02-13,28.2261,28.685,28.2261,28.5703,268317.0
2011-02-14,28.7998,29.6029,28.7998,29.144,420653.0
2011-02-15,29.8324,30.2914,29.2587,29.6029,760567.0
2011-02-16,29.8324,30.0619,29.4882,30.0619,550900.0
2011-02-17,30.1766,30.5209,30.0619,30.1766,703750.0
2011-02-18,30.2914,30.4061,29.7177,29.7177,671086.0
2011-02-19,30.2914,30.4061,29.7177,29.7177,671086.0
2011-02-20,30.2914,30.4061,29.7177,29.7177,671086.0
2011-02-21,29.8324,30.0619,29.4882,29.4882,916144.0
2011-02-22,29.3735,30.1766,28.5703,30.0619,564782.0
2011-02-23,29.8324,30.0619,29.144,30.0619,495391.0
2011-02-24,29.7177,30.0619,29.6029,29.7177,403937.0
2011-02-25,29.9472,30.1766,29.9472,29.9472,517791.0
2011-02-26,29.9472,30.1766,29.9472,29.9472,517791.0
2011-02-27,29.9472,30.1766,29.9472,29.9472,517791.0
2011-02-28,30.1766,31.5535,30.1766,31.4388,948980.0
2011-03-01,31.4388,31.6683,30.4061,30.5209,739178.0
2011-03-02,30.2914,31.2093,30.1766,30.9798,653391.0
2011-03-03,30.9798,31.0946,30.7503,30.8651,394892.0
2011-03-04,31.0946,31.5535,31.0946,31.2093,279124.0
2011-03-05,31.0946,31.5535,31.0946,31.2093,279124.0
2011-03-06,31.0946,31.5535,31.0946,31.2093,279124.0
2011-03-07,31.0946,31.6683,31.0946,31.6683,738948.0
2011-03-08,31.4388,31.5535,30.9798,31.4388,677572.0
2011-03-09,31.4388,31.783,31.0946,31.0946,520691.0
2011-03-10,30.9798,31.0946,30.6356,30.8651,644512.0
2011-03-11,29.9472,30.4061,29.8324,30.2914,423569.0
2011-03-12,29.9472,30.4061,29.8324,30.2914,423569.0
2011-03-13,29.9472,30.4061,29.8324,30.2914,423569.0
2011-03-14,30.0619,30.4061,29.8324,30.4061,401193.0
