,COAL IN Equity
2010-07-31,42.9541
2010-08-01,42.9541
2010-08-02,42.9541
2010-08-03,42.9541
2010-08-04,42.9541
2010-08-05,42.9541
2010-08-06,42.9541
2010-08-07,42.9541
2010-08-08,42.9541
2010-08-09,42.9541
2010-08-10,42.9541
2010-08-11,42.9541
2010-08-12,42.9541
2010-08-13,42.9541
2010-08-14,42.9541
2010-08-15,42.9541
2010-08-16,42.9541
2010-08-17,42.9541
2010-08-18,42.9541
2010-08-19,42.9541
2010-08-20,42.9541
2010-08-21,42.9541
2010-08-22,42.9541
2010-08-23,42.9541
2010-08-24,42.9541
2010-08-25,42.9541
2010-08-26,42.9541
2010-08-27,42.9541
2010-08-28,42.9541
2010-08-29,42.9541
2010-08-30,42.9541
2010-08-31,42.9541
2010-09-01,42.9541
2010-09-02,42.9541
2010-09-03,42.9541
2010-09-04,42.9541
2010-09-05,42.9541
2010-09-06,42.9541
2010-09-07,42.9541
2010-09-08,42.9541
2010-09-09,42.9541
2010-09-10,42.9541
2010-09-11,42.9541
2010-09-12,42.9541
2010-09-13,42.9541
2010-09-14,42.9541
2010-09-15,42.9541
2010-09-16,42.9541
2010-09-17,42.9541
2010-09-18,42.9541
2010-09-19,42.9541
2010-09-20,42.9541
2010-09-21,42.9541
2010-09-22,42.9541
2010-09-23,42.9541
2010-09-24,42.9541
2010-09-25,42.9541
2010-09-26,42.9541
2010-09-27,42.9541
2010-09-28,42.9541
2010-09-29,42.9541
2010-09-30,42.9541
2010-10-01,42.9541
2010-10-02,42.9541
2010-10-03,42.9541
2010-10-04,42.9541
2010-10-05,42.9541
2010-10-06,42.9541
2010-10-07,42.9541
2010-10-08,42.9541
2010-10-09,42.9541
2010-10-10,42.9541
2010-10-11,42.9541
2010-10-12,42.9541
2010-10-13,42.9541
2010-10-14,42.9541
2010-10-15,42.9541
2010-10-16,42.9541
2010-10-17,42.9541
2010-10-18,42.9541
2010-10-19,42.9541
2010-10-20,42.9541
2010-10-21,42.9541
2010-10-22,42.9541
2010-10-23,42.9541
2010-10-24,42.9541
2010-10-25,42.9541
2010-10-26,42.9541
2010-10-27,42.9541
2010-10-28,42.9541
2010-10-29,42.9541
2010-10-30,42.9541
2010-10-31,42.9541
2010-11-01,42.9541
2010-11-02,42.9541
2010-11-03,42.9541
2010-11-04,42.9541
2010-11-05,42.9541
2010-11-06,42.9541
2010-11-07,42.9541
2010-11-08,42.9541
2010-11-09,42.9541
2010-11-10,42.9541
2010-11-11,42.9541
2010-11-12,42.9541
2010-11-13,42.9541
2010-11-14,42.9541
2010-11-15,42.9541
2010-11-16,42.9541
2010-11-17,42.9541
2010-11-18,42.9541
2010-11-19,42.9541
2010-11-20,42.9541
2010-11-21,42.9541
2010-11-22,42.9541
2010-11-23,42.9541
2010-11-24,42.9541
2010-11-25,42.9541
2010-11-26,42.9541
2010-11-27,42.9541
2010-11-28,42.9541
2010-11-29,42.9541
2010-11-30,42.9541
2010-12-01,42.9541
2010-12-02,42.9541
2010-12-03,42.9541
2010-12-04,42.9541
2010-12-05,42.9541
2010-12-06,42.9541
2010-12-07,42.9541
2010-12-08,42.9541
2010-12-09,42.9541
2010-12-10,42.9541
2010-12-11,42.9541
2010-12-12,42.9541
2010-12-13,42.9541
2010-12-14,42.9541
2010-12-15,42.9541
2010-12-16,42.9541
2010-12-17,42.9541
2010-12-18,42.9541
2010-12-19,42.9541
2010-12-20,42.9541
2010-12-21,42.9541
2010-12-22,42.9541
2010-12-23,42.9541
2010-12-24,42.9541
2010-12-25,42.9541
2010-12-26,42.9541
2010-12-27,42.9541
2010-12-28,42.9541
2010-12-29,42.9541
2010-12-30,42.9541
2010-12-31,42.9541
2011-01-01,42.9541
2011-01-02,42.9541
2011-01-03,42.9541
2011-01-04,42.9541
2011-01-05,42.9541
2011-01-06,42.9541
2011-01-07,42.9541
2011-01-08,42.9541
2011-01-09,42.9541
2011-01-10,42.9541
2011-01-11,42.9541
2011-01-12,42.9541
2011-01-13,42.9541
2011-01-14,42.9541
2011-01-15,42.9541
2011-01-16,42.9541
2011-01-17,42.9541
2011-01-18,42.9541
2011-01-19,42.9541
2011-01-20,42.9541
2011-01-21,42.9541
2011-01-22,42.9541
2011-01-23,42.9541
2011-01-24,42.9541
2011-01-25,42.9541
2011-01-26,42.9541
2011-01-27,42.9541
2011-01-28,42.9541
2011-01-29,42.9541
2011-01-30,42.9541
2011-01-31,42.9541
2011-02-01,42.9541
2011-02-02,42.9541
2011-02-03,42.9541
2011-02-04,42.9541
2011-02-05,42.9541
2011-02-06,42.9541
2011-02-07,42.9541
2011-02-08,42.9541
2011-02-09,42.9541
2011-02-10,42.9541
2011-02-11,42.9541
2011-02-12,42.9541
2011-02-13,42.9541
2011-02-14,42.9541
2011-02-15,42.9541
2011-02-16,42.9541
2011-02-17,42.9541
2011-02-18,42.9541
2011-02-19,42.9541
2011-02-20,42.9541
2011-02-21,42.9541
2011-02-22,42.9541
2011-02-23,42.9541
2011-02-24,42.9541
2011-02-25,42.9541
2011-02-26,42.9541
2011-02-27,42.9541
2011-02-28,42.9541
2011-03-01,42.9541
2011-03-02,42.9541
2011-03-03,42.9541
2011-03-04,42.9541
2011-03-05,42.9541
2011-03-06,42.9541
2011-03-07,42.9541
2011-03-08,42.9541
2011-03-09,42.9541
2011-03-10,42.9541
2011-03-11,42.9541
2011-03-12,42.9541
2011-03-13,42.9541
2011-03-14,42.9541
2011-03-15,42.9541
2011-03-16,42.9541
2011-03-17,42.9541
2011-03-18,42.9541
2011-03-19,42.9541
2011-03-20,42.9541
2011-03-21,42.9541
2011-03-22,42.9541
2011-03-23,42.9541
2011-03-24,42.9541
2011-03-25,42.9541
2011-03-26,42.9541
2011-03-27,42.9541
2011-03-28,42.9541
2011-03-29,42.9541
2011-03-30,42.9541
2011-03-31,36.7703
2011-04-01,36.7703
2011-04-02,36.7703
2011-04-03,36.7703
2011-04-04,36.7703
2011-04-05,36.7703
2011-04-06,36.7703
2011-04-07,36.7703
2011-04-08,36.7703
2011-04-09,36.7703
2011-04-10,36.7703
2011-04-11,36.7703
2011-04-12,36.7703
2011-04-13,36.7703
2011-04-14,36.7703
2011-04-15,36.7703
2011-04-16,36.7703
2011-04-17,36.7703
2011-04-18,36.7703
2011-04-19,36.7703
2011-04-20,36.7703
2011-04-21,36.7703
2011-04-22,36.7703
2011-04-23,36.7703
2011-04-24,36.7703
2011-04-25,36.7703
2011-04-26,36.7703
2011-04-27,36.7703
2011-04-28,36.7703
2011-04-29,36.7703
2011-04-30,36.7703
2011-05-01,36.7703
2011-05-02,36.7703
2011-05-03,36.7703
2011-05-04,36.7703
2011-05-05,36.7703
2011-05-06,36.7703
2011-05-07,36.7703
2011-05-08,36.7703
2011-05-09,36.7703
2011-05-10,36.7703
2011-05-11,36.7703
2011-05-12,36.7703
2011-05-13,36.7703
2011-05-14,36.7703
2011-05-15,36.7703
2011-05-16,36.7703
2011-05-17,36.7703
2011-05-18,36.7703
2011-05-19,36.7703
2011-05-20,36.7703
2011-05-21,36.7703
2011-05-22,36.7703
2011-05-23,36.7703
2011-05-24,36.7703
2011-05-25,36.7703
2011-05-26,36.7703
2011-05-27,36.7703
2011-05-28,36.7703
2011-05-29,36.7703
2011-05-30,36.7703
2011-05-31,36.7703
2011-06-01,36.7703
2011-06-02,36.7703
2011-06-03,36.7703
2011-06-04,36.7703
2011-06-05,36.7703
2011-06-06,36.7703
2011-06-07,36.7703
2011-06-08,36.7703
2011-06-09,36.7703
2011-06-10,36.7703
2011-06-11,36.7703
2011-06-12,36.7703
2011-06-13,36.7703
2011-06-14,36.7703
2011-06-15,36.7703
2011-06-16,36.7703
2011-06-17,36.7703
2011-06-18,36.7703
2011-06-19,36.7703
2011-06-20,36.7703
2011-06-21,36.7703
2011-06-22,36.7703
2011-06-23,36.7703
2011-06-24,36.7703
2011-06-25,36.7703
2011-06-26,36.7703
2011-06-27,36.7703
2011-06-28,36.7703
2011-06-29,36.7703
2011-06-30,36.7703
2011-07-01,36.7703
2011-07-02,36.7703
2011-07-03,36.7703
2011-07-04,36.7703
2011-07-05,36.7703
2011-07-06,36.7703
2011-07-07,36.7703
2011-07-08,36.7703
2011-07-09,36.7703
2011-07-10,36.7703
2011-07-11,36.7703
2011-07-12,36.7703
2011-07-13,36.7703
2011-07-14,36.7703
2011-07-15,36.7703
2011-07-16,36.7703
2011-07-17,36.7703
2011-07-18,36.7703
2011-07-19,36.7703
2011-07-20,36.7703
2011-07-21,36.7703
2011-07-22,36.7703
2011-07-23,36.7703
2011-07-24,36.7703
2011-07-25,36.7703
2011-07-26,36.7703
2011-07-27,36.7703
2011-07-28,36.7703
2011-07-29,36.7703
2011-07-30,36.7703
2011-07-31,36.7703
2011-08-01,36.7703
2011-08-02,36.7703
2011-08-03,36.7703
2011-08-04,36.7703
2011-08-05,36.7703
2011-08-06,36.7703
2011-08-07,36.7703
2011-08-08,36.7703
2011-08-09,36.7703
2011-08-10,36.7703
2011-08-11,36.7703
2011-08-12,36.7703
2011-08-13,36.7703
2011-08-14,36.7703
2011-08-15,36.7703
2011-08-16,36.7703
2011-08-17,36.7703
2011-08-18,36.7703
2011-08-19,36.7703
2011-08-20,36.7703
2011-08-21,36.7703
2011-08-22,36.7703
2011-08-23,36.7703
2011-08-24,36.7703
2011-08-25,36.7703
2011-08-26,36.7703
2011-08-27,36.7703
2011-08-28,36.7703
2011-08-29,36.7703
2011-08-30,36.7703
2011-08-31,36.7703
2011-09-01,36.7703
2011-09-02,36.7703
2011-09-03,36.7703
2011-09-04,36.7703
2011-09-05,36.7703
2011-09-06,36.7703
2011-09-07,36.7703
2011-09-08,36.7703
2011-09-09,36.7703
2011-09-10,36.7703
2011-09-11,36.7703
2011-09-12,36.7703
2011-09-13,36.7703
2011-09-14,36.7703
2011-09-15,36.7703
2011-09-16,36.7703
2011-09-17,36.7703
2011-09-18,36.7703
2011-09-19,36.7703
2011-09-20,36.7703
2011-09-21,36.7703
2011-09-22,36.7703
2011-09-23,36.7703
2011-09-24,36.7703
2011-09-25,36.7703
2011-09-26,36.7703
2011-09-27,36.7703
2011-09-28,36.7703
2011-09-29,36.7703
2011-09-30,36.7703
2011-10-01,36.7703
2011-10-02,36.7703
2011-10-03,36.7703
2011-10-04,36.7703
2011-10-05,36.7703
2011-10-06,36.7703
2011-10-07,36.7703
2011-10-08,36.7703
2011-10-09,36.7703
2011-10-10,36.7703
2011-10-11,36.7703
2011-10-12,36.7703
2011-10-13,36.7703
2011-10-14,36.7703
2011-10-15,36.7703
2011-10-16,36.7703
2011-10-17,36.7703
2011-10-18,36.7703
2011-10-19,36.7703
2011-10-20,36.7703
2011-10-21,36.7703
2011-10-22,36.7703
2011-10-23,36.7703
2011-10-24,36.7703
2011-10-25,36.7703
2011-10-26,36.7703
2011-10-27,36.7703
2011-10-28,36.7703
2011-10-29,36.7703
2011-10-30,36.7703
2011-10-31,36.7703
2011-11-01,36.7703
2011-11-02,36.7703
2011-11-03,36.7703
2011-11-04,36.7703
2011-11-05,36.7703
2011-11-06,36.7703
2011-11-07,36.7703
2011-11-08,36.7703
2011-11-09,36.7703
2011-11-10,36.7703
2011-11-11,36.7703
2011-11-12,36.7703
2011-11-13,36.7703
2011-11-14,36.7703
2011-11-15,36.7703
2011-11-16,36.7703
2011-11-17,36.7703
2011-11-18,36.7703
2011-11-19,36.7703
2011-11-20,36.7703
2011-11-21,36.7703
2011-11-22,36.7703
2011-11-23,36.7703
2011-11-24,36.7703
2011-11-25,36.7703
2011-11-26,36.7703
2011-11-27,36.7703
2011-11-28,36.7703
2011-11-29,36.7703
2011-11-30,36.7703
2011-12-01,36.7703
2011-12-02,36.7703
2011-12-03,36.7703
2011-12-04,36.7703
2011-12-05,36.7703
2011-12-06,36.7703
2011-12-07,36.7703
2011-12-08,36.7703
2011-12-09,36.7703
2011-12-10,36.7703
2011-12-11,36.7703
2011-12-12,36.7703
2011-12-13,36.7703
2011-12-14,36.7703
2011-12-15,36.7703
2011-12-16,36.7703
2011-12-17,36.7703
2011-12-18,36.7703
2011-12-19,36.7703
2011-12-20,36.7703
2011-12-21,36.7703
2011-12-22,36.7703
2011-12-23,36.7703
2011-12-24,36.7703
2011-12-25,36.7703
2011-12-26,36.7703
2011-12-27,36.7703
2011-12-28,36.7703
2011-12-29,36.7703
2011-12-30,36.7703
2011-12-31,36.7703
2012-01-01,36.7703
2012-01-02,36.7703
2012-01-03,36.7703
2012-01-04,36.7703
2012-01-05,36.7703
2012-01-06,36.7703
2012-01-07,36.7703
2012-01-08,36.7703
2012-01-09,36.7703
2012-01-10,36.7703
2012-01-11,36.7703
2012-01-12,36.7703
2012-01-13,36.7703
2012-01-14,36.7703
2012-01-15,36.7703
2012-01-16,36.7703
2012-01-17,36.7703
2012-01-18,36.7703
2012-01-19,36.7703
2012-01-20,36.7703
2012-01-21,36.7703
2012-01-22,36.7703
2012-01-23,36.7703
2012-01-24,36.7703
2012-01-25,36.7703
2012-01-26,36.7703
2012-01-27,36.7703
2012-01-28,36.7703
2012-01-29,36.7703
2012-01-30,36.7703
2012-01-31,36.7703
2012-02-01,36.7703
2012-02-02,36.7703
2012-02-03,36.7703
2012-02-04,36.7703
2012-02-05,36.7703
2012-02-06,36.7703
2012-02-07,36.7703
2012-02-08,36.7703
2012-02-09,36.7703
2012-02-10,36.7703
2012-02-11,36.7703
2012-02-12,36.7703
2012-02-13,36.7703
2012-02-14,36.7703
2012-02-15,36.7703
2012-02-16,36.7703
2012-02-17,36.7703
2012-02-18,36.7703
2012-02-19,36.7703
2012-02-20,36.7703
2012-02-21,36.7703
2012-02-22,36.7703
2012-02-23,36.7703
2012-02-24,36.7703
2012-02-25,36.7703
2012-02-26,36.7703
2012-02-27,36.7703
2012-02-28,36.7703
2012-02-29,36.7703
2012-03-01,36.7703
2012-03-02,36.7703
2012-03-03,36.7703
2012-03-04,36.7703
2012-03-05,36.7703
2012-03-06,36.7703
2012-03-07,36.7703
2012-03-08,36.7703
2012-03-09,36.7703
2012-03-10,36.7703
2012-03-11,36.7703
2012-03-12,36.7703
2012-03-13,36.7703
2012-03-14,36.7703
2012-03-15,36.7703
2012-03-16,36.7703
2012-03-17,36.7703
2012-03-18,36.7703
2012-03-19,36.7703
2012-03-20,36.7703
2012-03-21,36.7703
2012-03-22,36.7703
2012-03-23,36.7703
2012-03-24,36.7703
2012-03-25,36.7703
2012-03-26,36.7703
2012-03-27,36.7703
2012-03-28,36.7703
2012-03-29,36.7703
2012-03-30,36.7703
2012-03-31,40.0942
2012-04-01,40.0942
2012-04-02,40.0942
2012-04-03,40.0942
2012-04-04,40.0942
2012-04-05,40.0942
2012-04-06,40.0942
2012-04-07,40.0942
2012-04-08,40.0942
2012-04-09,40.0942
2012-04-10,40.0942
2012-04-11,40.0942
2012-04-12,40.0942
2012-04-13,40.0942
2012-04-14,40.0942
2012-04-15,40.0942
2012-04-16,40.0942
2012-04-17,40.0942
2012-04-18,40.0942
2012-04-19,40.0942
2012-04-20,40.0942
2012-04-21,40.0942
2012-04-22,40.0942
2012-04-23,40.0942
2012-04-24,40.0942
2012-04-25,40.0942
2012-04-26,40.0942
2012-04-27,40.0942
2012-04-28,40.0942
2012-04-29,40.0942
2012-04-30,40.0942
2012-05-01,40.0942
2012-05-02,40.0942
2012-05-03,40.0942
2012-05-04,40.0942
2012-05-05,40.0942
2012-05-06,40.0942
2012-05-07,40.0942
2012-05-08,40.0942
2012-05-09,40.0942
2012-05-10,40.0942
2012-05-11,40.0942
2012-05-12,40.0942
2012-05-13,40.0942
2012-05-14,40.0942
2012-05-15,40.0942
2012-05-16,40.0942
2012-05-17,40.0942
2012-05-18,40.0942
2012-05-19,40.0942
2012-05-20,40.0942
2012-05-21,40.0942
2012-05-22,40.0942
2012-05-23,40.0942
2012-05-24,40.0942
2012-05-25,40.0942
2012-05-26,40.0942
2012-05-27,40.0942
2012-05-28,40.0942
2012-05-29,40.0942
2012-05-30,40.0942
2012-05-31,40.0942
2012-06-01,40.0942
2012-06-02,40.0942
2012-06-03,40.0942
2012-06-04,40.0942
2012-06-05,40.0942
2012-06-06,40.0942
2012-06-07,40.0942
2012-06-08,40.0942
2012-06-09,40.0942
2012-06-10,40.0942
2012-06-11,40.0942
2012-06-12,40.0942
2012-06-13,40.0942
2012-06-14,40.0942
2012-06-15,40.0942
2012-06-16,40.0942
2012-06-17,40.0942
2012-06-18,40.0942
2012-06-19,40.0942
2012-06-20,40.0942
2012-06-21,40.0942
2012-06-22,40.0942
2012-06-23,40.0942
2012-06-24,40.0942
2012-06-25,40.0942
2012-06-26,40.0942
2012-06-27,40.0942
2012-06-28,40.0942
2012-06-29,40.0942
2012-06-30,40.0942
2012-07-01,40.0942
2012-07-02,40.0942
2012-07-03,40.0942
2012-07-04,40.0942
2012-07-05,40.0942
2012-07-06,40.0942
2012-07-07,40.0942
2012-07-08,40.0942
2012-07-09,40.0942
2012-07-10,40.0942
2012-07-11,40.0942
2012-07-12,40.0942
2012-07-13,40.0942
2012-07-14,40.0942
2012-07-15,40.0942
2012-07-16,40.0942
2012-07-17,40.0942
2012-07-18,40.0942
2012-07-19,40.0942
2012-07-20,40.0942
2012-07-21,40.0942
2012-07-22,40.0942
2012-07-23,40.0942
2012-07-24,40.0942
2012-07-25,40.0942
2012-07-26,40.0942
2012-07-27,40.0942
2012-07-28,40.0942
2012-07-29,40.0942
2012-07-30,40.0942
2012-07-31,40.0942
2012-08-01,40.0942
2012-08-02,40.0942
2012-08-03,40.0942
2012-08-04,40.0942
2012-08-05,40.0942
2012-08-06,40.0942
2012-08-07,40.0942
2012-08-08,40.0942
2012-08-09,40.0942
2012-08-10,40.0942
2012-08-11,40.0942
2012-08-12,40.0942
2012-08-13,40.0942
2012-08-14,40.0942
2012-08-15,40.0942
2012-08-16,40.0942
2012-08-17,40.0942
2012-08-18,40.0942
2012-08-19,40.0942
2012-08-20,40.0942
2012-08-21,40.0942
2012-08-22,40.0942
2012-08-23,40.0942
2012-08-24,40.0942
2012-08-25,40.0942
2012-08-26,40.0942
2012-08-27,40.0942
2012-08-28,40.0942
2012-08-29,40.0942
2012-08-30,40.0942
2012-08-31,40.0942
2012-09-01,40.0942
2012-09-02,40.0942
2012-09-03,40.0942
2012-09-04,40.0942
2012-09-05,40.0942
2012-09-06,40.0942
2012-09-07,40.0942
2012-09-08,40.0942
2012-09-09,40.0942
2012-09-10,40.0942
2012-09-11,40.0942
2012-09-12,40.0942
2012-09-13,40.0942
2012-09-14,40.0942
2012-09-15,40.0942
2012-09-16,40.0942
2012-09-17,40.0942
2012-09-18,40.0942
2012-09-19,40.0942
2012-09-20,40.0942
2012-09-21,40.0942
2012-09-22,40.0942
2012-09-23,40.0942
2012-09-24,40.0942
2012-09-25,40.0942
2012-09-26,40.0942
2012-09-27,40.0942
2012-09-28,40.0942
2012-09-29,40.0942
2012-09-30,40.0942
2012-10-01,40.0942
2012-10-02,40.0942
2012-10-03,40.0942
2012-10-04,40.0942
2012-10-05,40.0942
2012-10-06,40.0942
2012-10-07,40.0942
2012-10-08,40.0942
2012-10-09,40.0942
2012-10-10,40.0942
2012-10-11,40.0942
2012-10-12,40.0942
2012-10-13,40.0942
2012-10-14,40.0942
2012-10-15,40.0942
2012-10-16,40.0942
2012-10-17,40.0942
2012-10-18,40.0942
2012-10-19,40.0942
2012-10-20,40.0942
2012-10-21,40.0942
2012-10-22,40.0942
2012-10-23,40.0942
2012-10-24,40.0942
2012-10-25,40.0942
2012-10-26,40.0942
2012-10-27,40.0942
2012-10-28,40.0942
2012-10-29,40.0942
2012-10-30,40.0942
2012-10-31,40.0942
2012-11-01,40.0942
2012-11-02,40.0942
2012-11-03,40.0942
2012-11-04,40.0942
2012-11-05,40.0942
2012-11-06,40.0942
2012-11-07,40.0942
2012-11-08,40.0942
2012-11-09,40.0942
2012-11-10,40.0942
2012-11-11,40.0942
2012-11-12,40.0942
2012-11-13,40.0942
2012-11-14,40.0942
2012-11-15,40.0942
2012-11-16,40.0942
2012-11-17,40.0942
2012-11-18,40.0942
2012-11-19,40.0942
2012-11-20,40.0942
2012-11-21,40.0942
2012-11-22,40.0942
2012-11-23,40.0942
2012-11-24,40.0942
2012-11-25,40.0942
2012-11-26,40.0942
2012-11-27,40.0942
2012-11-28,40.0942
2012-11-29,40.0942
2012-11-30,40.0942
2012-12-01,40.0942
2012-12-02,40.0942
2012-12-03,40.0942
2012-12-04,40.0942
2012-12-05,40.0942
2012-12-06,40.0942
2012-12-07,40.0942
2012-12-08,40.0942
2012-12-09,40.0942
2012-12-10,40.0942
2012-12-11,40.0942
2012-12-12,40.0942
2012-12-13,40.0942
2012-12-14,40.0942
2012-12-15,40.0942
2012-12-16,40.0942
2012-12-17,40.0942
2012-12-18,40.0942
2012-12-19,40.0942
2012-12-20,40.0942
2012-12-21,40.0942
2012-12-22,40.0942
2012-12-23,40.0942
2012-12-24,40.0942
2012-12-25,40.0942
2012-12-26,40.0942
2012-12-27,40.0942
2012-12-28,40.0942
2012-12-29,40.0942
2012-12-30,40.0942
2012-12-31,40.0942
2013-01-01,40.0942
2013-01-02,40.0942
2013-01-03,40.0942
2013-01-04,40.0942
2013-01-05,40.0942
2013-01-06,40.0942
2013-01-07,40.0942
2013-01-08,40.0942
2013-01-09,40.0942
2013-01-10,40.0942
2013-01-11,40.0942
2013-01-12,40.0942
2013-01-13,40.0942
2013-01-14,40.0942
2013-01-15,40.0942
2013-01-16,40.0942
2013-01-17,40.0942
2013-01-18,40.0942
2013-01-19,40.0942
2013-01-20,40.0942
2013-01-21,40.0942
2013-01-22,40.0942
2013-01-23,40.0942
2013-01-24,40.0942
2013-01-25,40.0942
2013-01-26,40.0942
2013-01-27,40.0942
2013-01-28,40.0942
2013-01-29,40.0942
2013-01-30,40.0942
2013-01-31,40.0942
2013-02-01,40.0942
2013-02-02,40.0942
2013-02-03,40.0942
2013-02-04,40.0942
2013-02-05,40.0942
2013-02-06,40.0942
2013-02-07,40.0942
2013-02-08,40.0942
2013-02-09,40.0942
2013-02-10,40.0942
2013-02-11,40.0942
2013-02-12,40.0942
2013-02-13,40.0942
2013-02-14,40.0942
2013-02-15,40.0942
2013-02-16,40.0942
2013-02-17,40.0942
2013-02-18,40.0942
2013-02-19,40.0942
2013-02-20,40.0942
2013-02-21,40.0942
2013-02-22,40.0942
2013-02-23,40.0942
2013-02-24,40.0942
2013-02-25,40.0942
2013-02-26,40.0942
2013-02-27,40.0942
2013-02-28,40.0942
2013-03-01,40.0942
2013-03-02,40.0942
2013-03-03,40.0942
2013-03-04,40.0942
2013-03-05,40.0942
2013-03-06,40.0942
2013-03-07,40.0942
2013-03-08,40.0942
2013-03-09,40.0942
2013-03-10,40.0942
2013-03-11,40.0942
2013-03-12,40.0942
2013-03-13,40.0942
2013-03-14,40.0942
2013-03-15,40.0942
2013-03-16,40.0942
