,CSTRL IN Equity
2011-03-09,93.526
2011-03-10,93.526
2011-03-11,93.526
2011-03-12,93.526
2011-03-13,93.526
2011-03-14,93.526
2011-03-15,93.526
2011-03-16,93.526
2011-03-17,93.526
2011-03-18,93.526
2011-03-19,93.526
2011-03-20,93.526
2011-03-21,93.526
2011-03-22,93.526
2011-03-23,93.526
2011-03-24,93.526
2011-03-25,93.526
2011-03-26,93.526
2011-03-27,93.526
2011-03-28,93.526
2011-03-29,93.526
2011-03-30,93.526
2011-03-31,93.526
2011-04-01,93.526
2011-04-02,93.526
2011-04-03,93.526
2011-04-04,93.526
2011-04-05,93.526
2011-04-06,93.526
2011-04-07,93.526
2011-04-08,93.526
2011-04-09,93.526
2011-04-10,93.526
2011-04-11,93.526
2011-04-12,93.526
2011-04-13,93.526
2011-04-14,93.526
2011-04-15,93.526
2011-04-16,93.526
2011-04-17,93.526
2011-04-18,93.526
2011-04-19,93.526
2011-04-20,93.526
2011-04-21,93.526
2011-04-22,93.526
2011-04-23,93.526
2011-04-24,93.526
2011-04-25,93.526
2011-04-26,93.526
2011-04-27,93.526
2011-04-28,93.526
2011-04-29,93.526
2011-04-30,93.526
2011-05-01,93.526
2011-05-02,93.526
2011-05-03,93.526
2011-05-04,93.526
2011-05-05,93.526
2011-05-06,93.526
2011-05-07,93.526
2011-05-08,93.526
2011-05-09,93.526
2011-05-10,93.526
2011-05-11,93.526
2011-05-12,93.526
2011-05-13,93.526
2011-05-14,93.526
2011-05-15,93.526
2011-05-16,93.526
2011-05-17,93.526
2011-05-18,93.526
2011-05-19,93.526
2011-05-20,93.526
2011-05-21,93.526
2011-05-22,93.526
2011-05-23,93.526
2011-05-24,93.526
2011-05-25,93.526
2011-05-26,93.526
2011-05-27,93.526
2011-05-28,93.526
2011-05-29,93.526
2011-05-30,93.526
2011-05-31,93.526
2011-06-01,93.526
2011-06-02,93.526
2011-06-03,93.526
2011-06-04,93.526
2011-06-05,93.526
2011-06-06,93.526
2011-06-07,93.526
2011-06-08,93.526
2011-06-09,93.526
2011-06-10,93.526
2011-06-11,93.526
2011-06-12,93.526
2011-06-13,93.526
2011-06-14,93.526
2011-06-15,93.526
2011-06-16,93.526
2011-06-17,93.526
2011-06-18,93.526
2011-06-19,93.526
2011-06-20,93.526
2011-06-21,93.526
2011-06-22,93.526
2011-06-23,93.526
2011-06-24,93.526
2011-06-25,93.526
2011-06-26,93.526
2011-06-27,93.526
2011-06-28,93.526
2011-06-29,93.526
2011-06-30,93.526
2011-07-01,93.526
2011-07-02,93.526
2011-07-03,93.526
2011-07-04,93.526
2011-07-05,93.526
2011-07-06,93.526
2011-07-07,93.526
2011-07-08,93.526
2011-07-09,93.526
2011-07-10,93.526
2011-07-11,93.526
2011-07-12,93.526
2011-07-13,93.526
2011-07-14,93.526
2011-07-15,93.526
2011-07-16,93.526
2011-07-17,93.526
2011-07-18,93.526
2011-07-19,93.526
2011-07-20,93.526
2011-07-21,93.526
2011-07-22,93.526
2011-07-23,93.526
2011-07-24,93.526
2011-07-25,93.526
2011-07-26,93.526
2011-07-27,93.526
2011-07-28,93.526
2011-07-29,93.526
2011-07-30,93.526
2011-07-31,93.526
2011-08-01,93.526
2011-08-02,93.526
2011-08-03,93.526
2011-08-04,93.526
2011-08-05,93.526
2011-08-06,93.526
2011-08-07,93.526
2011-08-08,93.526
2011-08-09,93.526
2011-08-10,93.526
2011-08-11,93.526
2011-08-12,93.526
2011-08-13,93.526
2011-08-14,93.526
2011-08-15,93.526
2011-08-16,93.526
2011-08-17,93.526
2011-08-18,93.526
2011-08-19,93.526
2011-08-20,93.526
2011-08-21,93.526
2011-08-22,93.526
2011-08-23,93.526
2011-08-24,93.526
2011-08-25,93.526
2011-08-26,93.526
2011-08-27,93.526
2011-08-28,93.526
2011-08-29,93.526
2011-08-30,93.526
2011-08-31,93.526
2011-09-01,93.526
2011-09-02,93.526
2011-09-03,93.526
2011-09-04,93.526
2011-09-05,93.526
2011-09-06,93.526
2011-09-07,93.526
2011-09-08,93.526
2011-09-09,93.526
2011-09-10,93.526
2011-09-11,93.526
2011-09-12,93.526
2011-09-13,93.526
2011-09-14,93.526
2011-09-15,93.526
2011-09-16,93.526
2011-09-17,93.526
2011-09-18,93.526
2011-09-19,93.526
2011-09-20,93.526
2011-09-21,93.526
2011-09-22,93.526
2011-09-23,93.526
2011-09-24,93.526
2011-09-25,93.526
2011-09-26,93.526
2011-09-27,93.526
2011-09-28,93.526
2011-09-29,93.526
2011-09-30,93.526
2011-10-01,93.526
2011-10-02,93.526
2011-10-03,93.526
2011-10-04,93.526
2011-10-05,93.526
2011-10-06,93.526
2011-10-07,93.526
2011-10-08,93.526
2011-10-09,93.526
2011-10-10,93.526
2011-10-11,93.526
2011-10-12,93.526
2011-10-13,93.526
2011-10-14,93.526
2011-10-15,93.526
2011-10-16,93.526
2011-10-17,93.526
2011-10-18,93.526
2011-10-19,93.526
2011-10-20,93.526
2011-10-21,93.526
2011-10-22,93.526
2011-10-23,93.526
2011-10-24,93.526
2011-10-25,93.526
2011-10-26,93.526
2011-10-27,93.526
2011-10-28,93.526
2011-10-29,93.526
2011-10-30,93.526
2011-10-31,93.526
2011-11-01,93.526
2011-11-02,93.526
2011-11-03,93.526
2011-11-04,93.526
2011-11-05,93.526
2011-11-06,93.526
2011-11-07,93.526
2011-11-08,93.526
2011-11-09,93.526
2011-11-10,93.526
2011-11-11,93.526
2011-11-12,93.526
2011-11-13,93.526
2011-11-14,93.526
2011-11-15,93.526
2011-11-16,93.526
2011-11-17,93.526
2011-11-18,93.526
2011-11-19,93.526
2011-11-20,93.526
2011-11-21,93.526
2011-11-22,93.526
2011-11-23,93.526
2011-11-24,93.526
2011-11-25,93.526
2011-11-26,93.526
2011-11-27,93.526
2011-11-28,93.526
2011-11-29,93.526
2011-11-30,93.526
2011-12-01,93.526
2011-12-02,93.526
2011-12-03,93.526
2011-12-04,93.526
2011-12-05,93.526
2011-12-06,93.526
2011-12-07,93.526
2011-12-08,93.526
2011-12-09,93.526
2011-12-10,93.526
2011-12-11,93.526
2011-12-12,93.526
2011-12-13,93.526
2011-12-14,93.526
2011-12-15,93.526
2011-12-16,93.526
2011-12-17,93.526
2011-12-18,93.526
2011-12-19,93.526
2011-12-20,93.526
2011-12-21,93.526
2011-12-22,93.526
2011-12-23,93.526
2011-12-24,93.526
2011-12-25,93.526
2011-12-26,93.526
2011-12-27,93.526
2011-12-28,93.526
2011-12-29,93.526
2011-12-30,93.526
2011-12-31,83.101
2012-01-01,83.101
2012-01-02,83.101
2012-01-03,83.101
2012-01-04,83.101
2012-01-05,83.101
2012-01-06,83.101
2012-01-07,83.101
2012-01-08,83.101
2012-01-09,83.101
2012-01-10,83.101
2012-01-11,83.101
2012-01-12,83.101
2012-01-13,83.101
2012-01-14,83.101
2012-01-15,83.101
2012-01-16,83.101
2012-01-17,83.101
2012-01-18,83.101
2012-01-19,83.101
2012-01-20,83.101
2012-01-21,83.101
2012-01-22,83.101
2012-01-23,83.101
2012-01-24,83.101
2012-01-25,83.101
2012-01-26,83.101
2012-01-27,83.101
2012-01-28,83.101
2012-01-29,83.101
2012-01-30,83.101
2012-01-31,83.101
2012-02-01,83.101
2012-02-02,83.101
2012-02-03,83.101
2012-02-04,83.101
2012-02-05,83.101
2012-02-06,83.101
2012-02-07,83.101
2012-02-08,83.101
2012-02-09,83.101
2012-02-10,83.101
2012-02-11,83.101
2012-02-12,83.101
2012-02-13,83.101
2012-02-14,83.101
2012-02-15,83.101
2012-02-16,83.101
2012-02-17,83.101
2012-02-18,83.101
2012-02-19,83.101
2012-02-20,83.101
2012-02-21,83.101
2012-02-22,83.101
2012-02-23,83.101
2012-02-24,83.101
2012-02-25,83.101
2012-02-26,83.101
2012-02-27,83.101
2012-02-28,83.101
2012-02-29,83.101
2012-03-01,83.101
2012-03-02,83.101
2012-03-03,83.101
2012-03-04,83.101
2012-03-05,83.101
2012-03-06,83.101
2012-03-07,83.101
2012-03-08,83.101
2012-03-09,83.101
2012-03-10,83.101
2012-03-11,83.101
2012-03-12,83.101
2012-03-13,83.101
2012-03-14,83.101
2012-03-15,83.101
2012-03-16,83.101
2012-03-17,83.101
2012-03-18,83.101
2012-03-19,83.101
2012-03-20,83.101
2012-03-21,83.101
2012-03-22,83.101
2012-03-23,83.101
2012-03-24,83.101
2012-03-25,83.101
2012-03-26,83.101
2012-03-27,83.101
2012-03-28,83.101
2012-03-29,83.101
2012-03-30,83.101
2012-03-31,83.101
2012-04-01,83.101
2012-04-02,83.101
2012-04-03,83.101
2012-04-04,83.101
2012-04-05,83.101
2012-04-06,83.101
2012-04-07,83.101
2012-04-08,83.101
2012-04-09,83.101
2012-04-10,83.101
2012-04-11,83.101
2012-04-12,83.101
2012-04-13,83.101
2012-04-14,83.101
2012-04-15,83.101
2012-04-16,83.101
2012-04-17,83.101
2012-04-18,83.101
2012-04-19,83.101
2012-04-20,83.101
2012-04-21,83.101
2012-04-22,83.101
2012-04-23,83.101
2012-04-24,83.101
2012-04-25,83.101
2012-04-26,83.101
2012-04-27,83.101
2012-04-28,83.101
2012-04-29,83.101
2012-04-30,83.101
2012-05-01,83.101
2012-05-02,83.101
2012-05-03,83.101
2012-05-04,83.101
2012-05-05,83.101
2012-05-06,83.101
2012-05-07,83.101
2012-05-08,83.101
2012-05-09,83.101
2012-05-10,83.101
2012-05-11,83.101
2012-05-12,83.101
2012-05-13,83.101
2012-05-14,83.101
2012-05-15,83.101
2012-05-16,83.101
2012-05-17,83.101
2012-05-18,83.101
2012-05-19,83.101
2012-05-20,83.101
2012-05-21,83.101
2012-05-22,83.101
2012-05-23,83.101
2012-05-24,83.101
2012-05-25,83.101
2012-05-26,83.101
2012-05-27,83.101
2012-05-28,83.101
2012-05-29,83.101
2012-05-30,83.101
2012-05-31,83.101
2012-06-01,83.101
2012-06-02,83.101
2012-06-03,83.101
2012-06-04,83.101
2012-06-05,83.101
2012-06-06,83.101
2012-06-07,83.101
2012-06-08,83.101
2012-06-09,83.101
2012-06-10,83.101
2012-06-11,83.101
2012-06-12,83.101
2012-06-13,83.101
2012-06-14,83.101
2012-06-15,83.101
2012-06-16,83.101
2012-06-17,83.101
2012-06-18,83.101
2012-06-19,83.101
2012-06-20,83.101
2012-06-21,83.101
2012-06-22,83.101
2012-06-23,83.101
2012-06-24,83.101
2012-06-25,83.101
2012-06-26,83.101
2012-06-27,83.101
2012-06-28,83.101
2012-06-29,83.101
2012-06-30,83.101
2012-07-01,83.101
2012-07-02,83.101
2012-07-03,83.101
2012-07-04,83.101
2012-07-05,83.101
2012-07-06,83.101
2012-07-07,83.101
2012-07-08,83.101
2012-07-09,83.101
2012-07-10,83.101
2012-07-11,83.101
2012-07-12,83.101
2012-07-13,83.101
2012-07-14,83.101
2012-07-15,83.101
2012-07-16,83.101
2012-07-17,83.101
2012-07-18,83.101
2012-07-19,83.101
2012-07-20,83.101
2012-07-21,83.101
2012-07-22,83.101
2012-07-23,83.101
2012-07-24,83.101
2012-07-25,83.101
2012-07-26,83.101
2012-07-27,83.101
2012-07-28,83.101
2012-07-29,83.101
2012-07-30,83.101
2012-07-31,83.101
2012-08-01,83.101
2012-08-02,83.101
2012-08-03,83.101
2012-08-04,83.101
2012-08-05,83.101
2012-08-06,83.101
2012-08-07,83.101
2012-08-08,83.101
2012-08-09,83.101
2012-08-10,83.101
2012-08-11,83.101
2012-08-12,83.101
2012-08-13,83.101
2012-08-14,83.101
2012-08-15,83.101
2012-08-16,83.101
2012-08-17,83.101
2012-08-18,83.101
2012-08-19,83.101
2012-08-20,83.101
2012-08-21,83.101
2012-08-22,83.101
2012-08-23,83.101
2012-08-24,83.101
2012-08-25,83.101
2012-08-26,83.101
2012-08-27,83.101
2012-08-28,83.101
2012-08-29,83.101
2012-08-30,83.101
2012-08-31,83.101
2012-09-01,83.101
2012-09-02,83.101
2012-09-03,83.101
2012-09-04,83.101
2012-09-05,83.101
2012-09-06,83.101
2012-09-07,83.101
2012-09-08,83.101
2012-09-09,83.101
2012-09-10,83.101
2012-09-11,83.101
2012-09-12,83.101
2012-09-13,83.101
2012-09-14,83.101
2012-09-15,83.101
2012-09-16,83.101
2012-09-17,83.101
2012-09-18,83.101
2012-09-19,83.101
2012-09-20,83.101
2012-09-21,83.101
2012-09-22,83.101
2012-09-23,83.101
2012-09-24,83.101
2012-09-25,83.101
2012-09-26,83.101
2012-09-27,83.101
2012-09-28,83.101
2012-09-29,83.101
2012-09-30,83.101
2012-10-01,83.101
2012-10-02,83.101
2012-10-03,83.101
2012-10-04,83.101
2012-10-05,83.101
2012-10-06,83.101
2012-10-07,83.101
2012-10-08,83.101
2012-10-09,83.101
2012-10-10,83.101
2012-10-11,83.101
2012-10-12,83.101
2012-10-13,83.101
2012-10-14,83.101
2012-10-15,83.101
2012-10-16,83.101
2012-10-17,83.101
2012-10-18,83.101
2012-10-19,83.101
2012-10-20,83.101
2012-10-21,83.101
2012-10-22,83.101
2012-10-23,83.101
2012-10-24,83.101
2012-10-25,83.101
2012-10-26,83.101
2012-10-27,83.101
2012-10-28,83.101
2012-10-29,83.101
2012-10-30,83.101
2012-10-31,83.101
2012-11-01,83.101
2012-11-02,83.101
2012-11-03,83.101
2012-11-04,83.101
2012-11-05,83.101
2012-11-06,83.101
2012-11-07,83.101
2012-11-08,83.101
2012-11-09,83.101
2012-11-10,83.101
2012-11-11,83.101
2012-11-12,83.101
2012-11-13,83.101
2012-11-14,83.101
2012-11-15,83.101
2012-11-16,83.101
2012-11-17,83.101
2012-11-18,83.101
2012-11-19,83.101
2012-11-20,83.101
2012-11-21,83.101
2012-11-22,83.101
2012-11-23,83.101
2012-11-24,83.101
2012-11-25,83.101
2012-11-26,83.101
2012-11-27,83.101
2012-11-28,83.101
2012-11-29,83.101
2012-11-30,83.101
2012-12-01,83.101
2012-12-02,83.101
2012-12-03,83.101
2012-12-04,83.101
2012-12-05,83.101
2012-12-06,83.101
2012-12-07,83.101
2012-12-08,83.101
2012-12-09,83.101
2012-12-10,83.101
2012-12-11,83.101
2012-12-12,83.101
2012-12-13,83.101
2012-12-14,83.101
2012-12-15,83.101
2012-12-16,83.101
2012-12-17,83.101
2012-12-18,83.101
2012-12-19,83.101
2012-12-20,83.101
2012-12-21,83.101
2012-12-22,83.101
2012-12-23,83.101
2012-12-24,83.101
2012-12-25,83.101
2012-12-26,83.101
2012-12-27,83.101
2012-12-28,83.101
2012-12-29,83.101
2012-12-30,83.101
2012-12-31,71.3865
2013-01-01,71.3865
2013-01-02,71.3865
2013-01-03,71.3865
2013-01-04,71.3865
2013-01-05,71.3865
2013-01-06,71.3865
2013-01-07,71.3865
2013-01-08,71.3865
2013-01-09,71.3865
2013-01-10,71.3865
2013-01-11,71.3865
2013-01-12,71.3865
2013-01-13,71.3865
2013-01-14,71.3865
2013-01-15,71.3865
2013-01-16,71.3865
2013-01-17,71.3865
2013-01-18,71.3865
2013-01-19,71.3865
2013-01-20,71.3865
2013-01-21,71.3865
2013-01-22,71.3865
2013-01-23,71.3865
2013-01-24,71.3865
2013-01-25,71.3865
2013-01-26,71.3865
2013-01-27,71.3865
2013-01-28,71.3865
2013-01-29,71.3865
2013-01-30,71.3865
2013-01-31,71.3865
2013-02-01,71.3865
2013-02-02,71.3865
2013-02-03,71.3865
2013-02-04,71.3865
2013-02-05,71.3865
2013-02-06,71.3865
2013-02-07,71.3865
2013-02-08,71.3865
2013-02-09,71.3865
2013-02-10,71.3865
2013-02-11,71.3865
2013-02-12,71.3865
2013-02-13,71.3865
2013-02-14,71.3865
2013-02-15,71.3865
2013-02-16,71.3865
2013-02-17,71.3865
2013-02-18,71.3865
2013-02-19,71.3865
2013-02-20,71.3865
2013-02-21,71.3865
2013-02-22,71.3865
2013-02-23,71.3865
2013-02-24,71.3865
2013-02-25,71.3865
2013-02-26,71.3865
2013-02-27,71.3865
2013-02-28,71.3865
2013-03-01,71.3865
2013-03-02,71.3865
2013-03-03,71.3865
2013-03-04,71.3865
2013-03-05,71.3865
2013-03-06,71.3865
2013-03-07,71.3865
2013-03-08,71.3865
2013-03-09,71.3865
2013-03-10,71.3865
2013-03-11,71.3865
2013-03-12,71.3865
2013-03-13,71.3865
2013-03-14,71.3865
2013-03-15,71.3865
2013-03-16,71.3865
2013-03-17,71.3865
2013-03-18,71.3865
2013-03-19,71.3865
2013-03-20,71.3865
2013-03-21,71.3865
2013-03-22,71.3865
2013-03-23,71.3865
2013-03-24,71.3865
2013-03-25,71.3865
2013-03-26,71.3865
2013-03-27,71.3865
2013-03-28,71.3865
2013-03-29,71.3865
2013-03-30,71.3865
2013-03-31,71.3865
2013-04-01,71.3865
2013-04-02,71.3865
2013-04-03,71.3865
2013-04-04,71.3865
2013-04-05,71.3865
2013-04-06,71.3865
2013-04-07,71.3865
2013-04-08,71.3865
2013-04-09,71.3865
2013-04-10,71.3865
2013-04-11,71.3865
2013-04-12,71.3865
2013-04-13,71.3865
2013-04-14,71.3865
2013-04-15,71.3865
2013-04-16,71.3865
2013-04-17,71.3865
2013-04-18,71.3865
2013-04-19,71.3865
2013-04-20,71.3865
2013-04-21,71.3865
2013-04-22,71.3865
2013-04-23,71.3865
2013-04-24,71.3865
2013-04-25,71.3865
2013-04-26,71.3865
2013-04-27,71.3865
2013-04-28,71.3865
2013-04-29,71.3865
2013-04-30,71.3865
2013-05-01,71.3865
2013-05-02,71.3865
2013-05-03,71.3865
2013-05-04,71.3865
2013-05-05,71.3865
2013-05-06,71.3865
2013-05-07,71.3865
2013-05-08,71.3865
