,CSTRL IN Equity
2016-07-17,114.7456
2016-07-18,114.7456
2016-07-19,114.7456
2016-07-20,114.7456
2016-07-21,114.7456
2016-07-22,114.7456
2016-07-23,114.7456
2016-07-24,114.7456
2016-07-25,114.7456
2016-07-26,114.7456
2016-07-27,114.7456
2016-07-28,114.7456
2016-07-29,114.7456
2016-07-30,114.7456
2016-07-31,114.7456
2016-08-01,114.7456
2016-08-02,114.7456
2016-08-03,114.7456
2016-08-04,114.7456
2016-08-05,114.7456
2016-08-06,114.7456
2016-08-07,114.7456
2016-08-08,114.7456
2016-08-09,114.7456
2016-08-10,114.7456
2016-08-11,114.7456
2016-08-12,114.7456
2016-08-13,114.7456
2016-08-14,114.7456
2016-08-15,114.7456
2016-08-16,114.7456
2016-08-17,114.7456
2016-08-18,114.7456
2016-08-19,114.7456
2016-08-20,114.7456
2016-08-21,114.7456
2016-08-22,114.7456
2016-08-23,114.7456
2016-08-24,114.7456
2016-08-25,114.7456
2016-08-26,114.7456
2016-08-27,114.7456
2016-08-28,114.7456
2016-08-29,114.7456
2016-08-30,114.7456
2016-08-31,114.7456
2016-09-01,114.7456
2016-09-02,114.7456
2016-09-03,114.7456
2016-09-04,114.7456
2016-09-05,114.7456
2016-09-06,114.7456
2016-09-07,114.7456
2016-09-08,114.7456
2016-09-09,114.7456
2016-09-10,114.7456
2016-09-11,114.7456
2016-09-12,114.7456
2016-09-13,114.7456
2016-09-14,114.7456
2016-09-15,114.7456
2016-09-16,114.7456
2016-09-17,114.7456
2016-09-18,114.7456
2016-09-19,114.7456
2016-09-20,114.7456
2016-09-21,114.7456
2016-09-22,114.7456
2016-09-23,114.7456
2016-09-24,114.7456
2016-09-25,114.7456
2016-09-26,114.7456
2016-09-27,114.7456
2016-09-28,114.7456
2016-09-29,114.7456
2016-09-30,114.7456
2016-10-01,114.7456
2016-10-02,114.7456
2016-10-03,114.7456
2016-10-04,114.7456
2016-10-05,114.7456
2016-10-06,114.7456
2016-10-07,114.7456
2016-10-08,114.7456
2016-10-09,114.7456
2016-10-10,114.7456
2016-10-11,114.7456
2016-10-12,114.7456
2016-10-13,114.7456
2016-10-14,114.7456
2016-10-15,114.7456
2016-10-16,114.7456
2016-10-17,114.7456
2016-10-18,114.7456
2016-10-19,114.7456
2016-10-20,114.7456
2016-10-21,114.7456
2016-10-22,114.7456
2016-10-23,114.7456
2016-10-24,114.7456
2016-10-25,114.7456
2016-10-26,114.7456
2016-10-27,114.7456
2016-10-28,114.7456
2016-10-29,114.7456
2016-10-30,114.7456
2016-10-31,114.7456
2016-11-01,114.7456
2016-11-02,114.7456
2016-11-03,114.7456
2016-11-04,114.7456
2016-11-05,114.7456
2016-11-06,114.7456
2016-11-07,114.7456
2016-11-08,114.7456
2016-11-09,114.7456
2016-11-10,114.7456
2016-11-11,114.7456
2016-11-12,114.7456
2016-11-13,114.7456
2016-11-14,114.7456
2016-11-15,114.7456
2016-11-16,114.7456
2016-11-17,114.7456
2016-11-18,114.7456
2016-11-19,114.7456
2016-11-20,114.7456
2016-11-21,114.7456
2016-11-22,114.7456
2016-11-23,114.7456
2016-11-24,114.7456
2016-11-25,114.7456
2016-11-26,114.7456
2016-11-27,114.7456
2016-11-28,114.7456
2016-11-29,114.7456
2016-11-30,114.7456
2016-12-01,114.7456
2016-12-02,114.7456
2016-12-03,114.7456
2016-12-04,114.7456
2016-12-05,114.7456
2016-12-06,114.7456
2016-12-07,114.7456
2016-12-08,114.7456
2016-12-09,114.7456
2016-12-10,114.7456
2016-12-11,114.7456
2016-12-12,114.7456
2016-12-13,114.7456
2016-12-14,114.7456
2016-12-15,114.7456
2016-12-16,114.7456
2016-12-17,114.7456
2016-12-18,114.7456
2016-12-19,114.7456
2016-12-20,114.7456
2016-12-21,114.7456
2016-12-22,114.7456
2016-12-23,114.7456
2016-12-24,114.7456
2016-12-25,114.7456
2016-12-26,114.7456
2016-12-27,114.7456
2016-12-28,114.7456
2016-12-29,114.7456
2016-12-30,114.7456
2016-12-31,86.1035
2017-01-01,86.1035
2017-01-02,86.1035
2017-01-03,86.1035
2017-01-04,86.1035
2017-01-05,86.1035
2017-01-06,86.1035
2017-01-07,86.1035
2017-01-08,86.1035
2017-01-09,86.1035
2017-01-10,86.1035
2017-01-11,86.1035
2017-01-12,86.1035
2017-01-13,86.1035
2017-01-14,86.1035
2017-01-15,86.1035
2017-01-16,86.1035
2017-01-17,86.1035
2017-01-18,86.1035
2017-01-19,86.1035
2017-01-20,86.1035
2017-01-21,86.1035
2017-01-22,86.1035
2017-01-23,86.1035
2017-01-24,86.1035
2017-01-25,86.1035
2017-01-26,86.1035
2017-01-27,86.1035
2017-01-28,86.1035
2017-01-29,86.1035
2017-01-30,86.1035
2017-01-31,86.1035
2017-02-01,86.1035
2017-02-02,86.1035
2017-02-03,86.1035
2017-02-04,86.1035
2017-02-05,86.1035
2017-02-06,86.1035
2017-02-07,86.1035
2017-02-08,86.1035
2017-02-09,86.1035
2017-02-10,86.1035
2017-02-11,86.1035
2017-02-12,86.1035
2017-02-13,86.1035
2017-02-14,86.1035
2017-02-15,86.1035
2017-02-16,86.1035
2017-02-17,86.1035
2017-02-18,86.1035
2017-02-19,86.1035
2017-02-20,86.1035
2017-02-21,86.1035
2017-02-22,86.1035
2017-02-23,86.1035
2017-02-24,86.1035
2017-02-25,86.1035
2017-02-26,86.1035
2017-02-27,86.1035
2017-02-28,86.1035
2017-03-01,86.1035
2017-03-02,86.1035
2017-03-03,86.1035
2017-03-04,86.1035
2017-03-05,86.1035
2017-03-06,86.1035
2017-03-07,86.1035
2017-03-08,86.1035
2017-03-09,86.1035
2017-03-10,86.1035
2017-03-11,86.1035
2017-03-12,86.1035
2017-03-13,86.1035
2017-03-14,86.1035
2017-03-15,86.1035
2017-03-16,86.1035
2017-03-17,86.1035
2017-03-18,86.1035
2017-03-19,86.1035
2017-03-20,86.1035
2017-03-21,86.1035
2017-03-22,86.1035
2017-03-23,86.1035
2017-03-24,86.1035
2017-03-25,86.1035
2017-03-26,86.1035
2017-03-27,86.1035
2017-03-28,86.1035
2017-03-29,86.1035
2017-03-30,86.1035
2017-03-31,86.1035
2017-04-01,86.1035
2017-04-02,86.1035
2017-04-03,86.1035
2017-04-04,86.1035
2017-04-05,86.1035
2017-04-06,86.1035
2017-04-07,86.1035
2017-04-08,86.1035
2017-04-09,86.1035
2017-04-10,86.1035
2017-04-11,86.1035
2017-04-12,86.1035
2017-04-13,86.1035
2017-04-14,86.1035
2017-04-15,86.1035
2017-04-16,86.1035
2017-04-17,86.1035
2017-04-18,86.1035
2017-04-19,86.1035
2017-04-20,86.1035
2017-04-21,86.1035
2017-04-22,86.1035
2017-04-23,86.1035
2017-04-24,86.1035
2017-04-25,86.1035
2017-04-26,86.1035
2017-04-27,86.1035
2017-04-28,86.1035
2017-04-29,86.1035
2017-04-30,86.1035
2017-05-01,86.1035
2017-05-02,86.1035
2017-05-03,86.1035
2017-05-04,86.1035
2017-05-05,86.1035
2017-05-06,86.1035
2017-05-07,86.1035
2017-05-08,86.1035
2017-05-09,86.1035
2017-05-10,86.1035
2017-05-11,86.1035
2017-05-12,86.1035
2017-05-13,86.1035
2017-05-14,86.1035
2017-05-15,86.1035
2017-05-16,86.1035
2017-05-17,86.1035
2017-05-18,86.1035
2017-05-19,86.1035
2017-05-20,86.1035
2017-05-21,86.1035
2017-05-22,86.1035
2017-05-23,86.1035
2017-05-24,86.1035
2017-05-25,86.1035
2017-05-26,86.1035
2017-05-27,86.1035
2017-05-28,86.1035
2017-05-29,86.1035
2017-05-30,86.1035
2017-05-31,86.1035
2017-06-01,86.1035
2017-06-02,86.1035
2017-06-03,86.1035
2017-06-04,86.1035
2017-06-05,86.1035
2017-06-06,86.1035
2017-06-07,86.1035
2017-06-08,86.1035
2017-06-09,86.1035
2017-06-10,86.1035
2017-06-11,86.1035
2017-06-12,86.1035
2017-06-13,86.1035
2017-06-14,86.1035
2017-06-15,86.1035
2017-06-16,86.1035
2017-06-17,86.1035
2017-06-18,86.1035
2017-06-19,86.1035
2017-06-20,86.1035
2017-06-21,86.1035
2017-06-22,86.1035
2017-06-23,86.1035
2017-06-24,86.1035
2017-06-25,86.1035
2017-06-26,86.1035
2017-06-27,86.1035
2017-06-28,86.1035
2017-06-29,86.1035
2017-06-30,86.1035
2017-07-01,86.1035
2017-07-02,86.1035
2017-07-03,86.1035
2017-07-04,86.1035
2017-07-05,86.1035
2017-07-06,86.1035
2017-07-07,86.1035
2017-07-08,86.1035
2017-07-09,86.1035
2017-07-10,86.1035
2017-07-11,86.1035
2017-07-12,86.1035
2017-07-13,86.1035
2017-07-14,86.1035
2017-07-15,86.1035
2017-07-16,86.1035
2017-07-17,86.1035
2017-07-18,86.1035
2017-07-19,86.1035
2017-07-20,86.1035
2017-07-21,86.1035
2017-07-22,86.1035
2017-07-23,86.1035
2017-07-24,86.1035
2017-07-25,86.1035
2017-07-26,86.1035
2017-07-27,86.1035
2017-07-28,86.1035
2017-07-29,86.1035
2017-07-30,86.1035
2017-07-31,86.1035
2017-08-01,86.1035
2017-08-02,86.1035
2017-08-03,86.1035
2017-08-04,86.1035
2017-08-05,86.1035
2017-08-06,86.1035
2017-08-07,86.1035
2017-08-08,86.1035
2017-08-09,86.1035
2017-08-10,86.1035
2017-08-11,86.1035
2017-08-12,86.1035
2017-08-13,86.1035
2017-08-14,86.1035
2017-08-15,86.1035
2017-08-16,86.1035
2017-08-17,86.1035
2017-08-18,86.1035
2017-08-19,86.1035
2017-08-20,86.1035
2017-08-21,86.1035
2017-08-22,86.1035
2017-08-23,86.1035
2017-08-24,86.1035
2017-08-25,86.1035
2017-08-26,86.1035
2017-08-27,86.1035
2017-08-28,86.1035
2017-08-29,86.1035
2017-08-30,86.1035
2017-08-31,86.1035
2017-09-01,86.1035
2017-09-02,86.1035
2017-09-03,86.1035
2017-09-04,86.1035
2017-09-05,86.1035
2017-09-06,86.1035
2017-09-07,86.1035
2017-09-08,86.1035
2017-09-09,86.1035
2017-09-10,86.1035
2017-09-11,86.1035
2017-09-12,86.1035
2017-09-13,86.1035
2017-09-14,86.1035
2017-09-15,86.1035
2017-09-16,86.1035
2017-09-17,86.1035
2017-09-18,86.1035
2017-09-19,86.1035
2017-09-20,86.1035
2017-09-21,86.1035
2017-09-22,86.1035
2017-09-23,86.1035
2017-09-24,86.1035
2017-09-25,86.1035
2017-09-26,86.1035
2017-09-27,86.1035
2017-09-28,86.1035
2017-09-29,86.1035
2017-09-30,86.1035
2017-10-01,86.1035
2017-10-02,86.1035
2017-10-03,86.1035
2017-10-04,86.1035
2017-10-05,86.1035
2017-10-06,86.1035
2017-10-07,86.1035
2017-10-08,86.1035
2017-10-09,86.1035
2017-10-10,86.1035
2017-10-11,86.1035
2017-10-12,86.1035
2017-10-13,86.1035
2017-10-14,86.1035
2017-10-15,86.1035
2017-10-16,86.1035
2017-10-17,86.1035
2017-10-18,86.1035
2017-10-19,86.1035
2017-10-20,86.1035
2017-10-21,86.1035
2017-10-22,86.1035
2017-10-23,86.1035
2017-10-24,86.1035
2017-10-25,86.1035
2017-10-26,86.1035
2017-10-27,86.1035
2017-10-28,86.1035
2017-10-29,86.1035
2017-10-30,86.1035
2017-10-31,86.1035
2017-11-01,86.1035
2017-11-02,86.1035
2017-11-03,86.1035
2017-11-04,86.1035
2017-11-05,86.1035
2017-11-06,86.1035
2017-11-07,86.1035
2017-11-08,86.1035
2017-11-09,86.1035
2017-11-10,86.1035
2017-11-11,86.1035
2017-11-12,86.1035
2017-11-13,86.1035
2017-11-14,86.1035
2017-11-15,86.1035
2017-11-16,86.1035
2017-11-17,86.1035
2017-11-18,86.1035
2017-11-19,86.1035
2017-11-20,86.1035
2017-11-21,86.1035
2017-11-22,86.1035
2017-11-23,86.1035
2017-11-24,86.1035
2017-11-25,86.1035
2017-11-26,86.1035
2017-11-27,86.1035
2017-11-28,86.1035
2017-11-29,86.1035
2017-11-30,86.1035
2017-12-01,86.1035
2017-12-02,86.1035
2017-12-03,86.1035
2017-12-04,86.1035
2017-12-05,86.1035
2017-12-06,86.1035
2017-12-07,86.1035
2017-12-08,86.1035
2017-12-09,86.1035
2017-12-10,86.1035
2017-12-11,86.1035
2017-12-12,86.1035
2017-12-13,86.1035
2017-12-14,86.1035
2017-12-15,86.1035
2017-12-16,86.1035
2017-12-17,86.1035
2017-12-18,86.1035
2017-12-19,86.1035
2017-12-20,86.1035
2017-12-21,86.1035
2017-12-22,86.1035
2017-12-23,86.1035
2017-12-24,86.1035
2017-12-25,86.1035
2017-12-26,86.1035
2017-12-27,86.1035
2017-12-28,86.1035
2017-12-29,86.1035
2017-12-30,86.1035
2017-12-31,69.1226
2018-01-01,69.1226
2018-01-02,69.1226
2018-01-03,69.1226
2018-01-04,69.1226
2018-01-05,69.1226
2018-01-06,69.1226
2018-01-07,69.1226
2018-01-08,69.1226
2018-01-09,69.1226
2018-01-10,69.1226
2018-01-11,69.1226
2018-01-12,69.1226
2018-01-13,69.1226
2018-01-14,69.1226
2018-01-15,69.1226
2018-01-16,69.1226
2018-01-17,69.1226
2018-01-18,69.1226
2018-01-19,69.1226
2018-01-20,69.1226
2018-01-21,69.1226
2018-01-22,69.1226
2018-01-23,69.1226
2018-01-24,69.1226
2018-01-25,69.1226
2018-01-26,69.1226
2018-01-27,69.1226
2018-01-28,69.1226
2018-01-29,69.1226
2018-01-30,69.1226
2018-01-31,69.1226
2018-02-01,69.1226
2018-02-02,69.1226
2018-02-03,69.1226
2018-02-04,69.1226
2018-02-05,69.1226
2018-02-06,69.1226
2018-02-07,69.1226
2018-02-08,69.1226
2018-02-09,69.1226
2018-02-10,69.1226
2018-02-11,69.1226
2018-02-12,69.1226
2018-02-13,69.1226
2018-02-14,69.1226
2018-02-15,69.1226
2018-02-16,69.1226
2018-02-17,69.1226
2018-02-18,69.1226
2018-02-19,69.1226
2018-02-20,69.1226
2018-02-21,69.1226
2018-02-22,69.1226
2018-02-23,69.1226
2018-02-24,69.1226
2018-02-25,69.1226
2018-02-26,69.1226
2018-02-27,69.1226
2018-02-28,69.1226
2018-03-01,69.1226
2018-03-02,69.1226
2018-03-03,69.1226
2018-03-04,69.1226
2018-03-05,69.1226
2018-03-06,69.1226
2018-03-07,69.1226
2018-03-08,69.1226
2018-03-09,69.1226
2018-03-10,69.1226
2018-03-11,69.1226
2018-03-12,69.1226
2018-03-13,69.1226
2018-03-14,69.1226
2018-03-15,69.1226
2018-03-16,69.1226
2018-03-17,69.1226
2018-03-18,69.1226
2018-03-19,69.1226
2018-03-20,69.1226
2018-03-21,69.1226
2018-03-22,69.1226
2018-03-23,69.1226
2018-03-24,69.1226
2018-03-25,69.1226
2018-03-26,69.1226
2018-03-27,69.1226
2018-03-28,69.1226
2018-03-29,69.1226
2018-03-30,69.1226
2018-03-31,69.1226
2018-04-01,69.1226
2018-04-02,69.1226
2018-04-03,69.1226
2018-04-04,69.1226
2018-04-05,69.1226
2018-04-06,69.1226
2018-04-07,69.1226
2018-04-08,69.1226
2018-04-09,69.1226
2018-04-10,69.1226
2018-04-11,69.1226
2018-04-12,69.1226
2018-04-13,69.1226
2018-04-14,69.1226
2018-04-15,69.1226
2018-04-16,69.1226
2018-04-17,69.1226
2018-04-18,69.1226
2018-04-19,69.1226
2018-04-20,69.1226
2018-04-21,69.1226
2018-04-22,69.1226
2018-04-23,69.1226
2018-04-24,69.1226
2018-04-25,69.1226
2018-04-26,69.1226
2018-04-27,69.1226
2018-04-28,69.1226
2018-04-29,69.1226
2018-04-30,69.1226
2018-05-01,69.1226
2018-05-02,69.1226
2018-05-03,69.1226
2018-05-04,69.1226
2018-05-05,69.1226
2018-05-06,69.1226
2018-05-07,69.1226
2018-05-08,69.1226
2018-05-09,69.1226
2018-05-10,69.1226
2018-05-11,69.1226
2018-05-12,69.1226
2018-05-13,69.1226
2018-05-14,69.1226
2018-05-15,69.1226
2018-05-16,69.1226
2018-05-17,69.1226
2018-05-18,69.1226
2018-05-19,69.1226
2018-05-20,69.1226
2018-05-21,69.1226
2018-05-22,69.1226
2018-05-23,69.1226
2018-05-24,69.1226
2018-05-25,69.1226
2018-05-26,69.1226
2018-05-27,69.1226
2018-05-28,69.1226
2018-05-29,69.1226
2018-05-30,69.1226
2018-05-31,69.1226
2018-06-01,69.1226
2018-06-02,69.1226
2018-06-03,69.1226
2018-06-04,69.1226
2018-06-05,69.1226
2018-06-06,69.1226
2018-06-07,69.1226
2018-06-08,69.1226
2018-06-09,69.1226
2018-06-10,69.1226
2018-06-11,69.1226
2018-06-12,69.1226
2018-06-13,69.1226
2018-06-14,69.1226
2018-06-15,69.1226
2018-06-16,69.1226
2018-06-17,69.1226
2018-06-18,69.1226
2018-06-19,69.1226
2018-06-20,69.1226
2018-06-21,69.1226
2018-06-22,69.1226
2018-06-23,69.1226
2018-06-24,69.1226
2018-06-25,69.1226
2018-06-26,69.1226
2018-06-27,69.1226
2018-06-28,69.1226
2018-06-29,69.1226
2018-06-30,69.1226
2018-07-01,69.1226
2018-07-02,69.1226
2018-07-03,69.1226
2018-07-04,69.1226
2018-07-05,69.1226
2018-07-06,69.1226
2018-07-07,69.1226
2018-07-08,69.1226
2018-07-09,69.1226
2018-07-10,69.1226
2018-07-11,69.1226
2018-07-12,69.1226
2018-07-13,69.1226
2018-07-14,69.1226
2018-07-15,69.1226
2018-07-16,69.1226
2018-07-17,69.1226
2018-07-18,69.1226
2018-07-19,69.1226
2018-07-20,69.1226
2018-07-21,69.1226
2018-07-22,69.1226
2018-07-23,69.1226
2018-07-24,69.1226
2018-07-25,69.1226
2018-07-26,69.1226
2018-07-27,69.1226
2018-07-28,69.1226
2018-07-29,69.1226
2018-07-30,69.1226
2018-07-31,69.1226
2018-08-01,69.1226
2018-08-02,69.1226
2018-08-03,69.1226
2018-08-04,69.1226
2018-08-05,69.1226
2018-08-06,69.1226
2018-08-07,69.1226
2018-08-08,69.1226
2018-08-09,69.1226
2018-08-10,69.1226
2018-08-11,69.1226
2018-08-12,69.1226
2018-08-13,69.1226
2018-08-14,69.1226
2018-08-15,69.1226
2018-08-16,69.1226
2018-08-17,69.1226
2018-08-18,69.1226
2018-08-19,69.1226
2018-08-20,69.1226
2018-08-21,69.1226
2018-08-22,69.1226
2018-08-23,69.1226
2018-08-24,69.1226
2018-08-25,69.1226
2018-08-26,69.1226
2018-08-27,69.1226
2018-08-28,69.1226
2018-08-29,69.1226
2018-08-30,69.1226
2018-08-31,69.1226
2018-09-01,69.1226
2018-09-02,69.1226
2018-09-03,69.1226
2018-09-04,69.1226
2018-09-05,69.1226
2018-09-06,69.1226
2018-09-07,69.1226
2018-09-08,69.1226
2018-09-09,69.1226
2018-09-10,69.1226
2018-09-11,69.1226
2018-09-12,69.1226
2018-09-13,69.1226
2018-09-14,69.1226
2018-09-15,69.1226
2018-09-16,69.1226
2018-09-17,69.1226
2018-09-18,69.1226
2018-09-19,69.1226
2018-09-20,69.1226
2018-09-21,69.1226
2018-09-22,69.1226
2018-09-23,69.1226
2018-09-24,69.1226
2018-09-25,69.1226
2018-09-26,69.1226
2018-09-27,69.1226
2018-09-28,69.1226
2018-09-29,69.1226
2018-09-30,69.1226
2018-10-01,69.1226
2018-10-02,69.1226
2018-10-03,69.1226
2018-10-04,69.1226
2018-10-05,69.1226
2018-10-06,69.1226
2018-10-07,69.1226
2018-10-08,69.1226
2018-10-09,69.1226
2018-10-10,69.1226
2018-10-11,69.1226
2018-10-12,69.1226
2018-10-13,69.1226
2018-10-14,69.1226
2018-10-15,69.1226
2018-10-16,69.1226
2018-10-17,69.1226
2018-10-18,69.1226
2018-10-19,69.1226
2018-10-20,69.1226
2018-10-21,69.1226
2018-10-22,69.1226
2018-10-23,69.1226
2018-10-24,69.1226
2018-10-25,69.1226
2018-10-26,69.1226
2018-10-27,69.1226
2018-10-28,69.1226
2018-10-29,69.1226
2018-10-30,69.1226
2018-10-31,69.1226
2018-11-01,69.1226
2018-11-02,69.1226
2018-11-03,69.1226
2018-11-04,69.1226
2018-11-05,69.1226
2018-11-06,69.1226
2018-11-07,69.1226
2018-11-08,69.1226
2018-11-09,69.1226
2018-11-10,69.1226
2018-11-11,69.1226
2018-11-12,69.1226
2018-11-13,69.1226
2018-11-14,69.1226
2018-11-15,69.1226
2018-11-16,69.1226
2018-11-17,69.1226
2018-11-18,69.1226
2018-11-19,69.1226
2018-11-20,69.1226
2018-11-21,69.1226
2018-11-22,69.1226
2018-11-23,69.1226
2018-11-24,69.1226
2018-11-25,69.1226
2018-11-26,69.1226
2018-11-27,69.1226
2018-11-28,69.1226
2018-11-29,69.1226
2018-11-30,69.1226
2018-12-01,69.1226
2018-12-02,69.1226
2018-12-03,69.1226
2018-12-04,69.1226
2018-12-05,69.1226
2018-12-06,69.1226
2018-12-07,69.1226
2018-12-08,69.1226
2018-12-09,69.1226
2018-12-10,69.1226
2018-12-11,69.1226
2018-12-12,69.1226
2018-12-13,69.1226
2018-12-14,69.1226
2018-12-15,69.1226
2018-12-16,69.1226
2018-12-17,69.1226
2018-12-18,69.1226
2018-12-19,69.1226
2018-12-20,69.1226
2018-12-21,69.1226
2018-12-22,69.1226
2018-12-23,69.1226
2018-12-24,69.1226
2018-12-25,69.1226
2018-12-26,69.1226
2018-12-27,69.1226
2018-12-28,69.1226
2018-12-29,69.1226
2018-12-30,69.1226
2018-12-31,64.8144
2019-01-01,64.8144
2019-01-02,64.8144
2019-01-03,64.8144
2019-01-04,64.8144
2019-01-05,64.8144
2019-01-06,64.8144
2019-01-07,64.8144
2019-01-08,64.8144
2019-01-09,64.8144
2019-01-10,64.8144
2019-01-11,64.8144
2019-01-12,64.8144
2019-01-13,64.8144
2019-01-14,64.8144
2019-01-15,64.8144
2019-01-16,64.8144
2019-01-17,64.8144
2019-01-18,64.8144
2019-01-19,64.8144
2019-01-20,64.8144
2019-01-21,64.8144
2019-01-22,64.8144
2019-01-23,64.8144
2019-01-24,64.8144
2019-01-25,64.8144
2019-01-26,64.8144
2019-01-27,64.8144
2019-01-28,64.8144
2019-01-29,64.8144
2019-01-30,64.8144
2019-01-31,64.8144
2019-02-01,64.8144
2019-02-02,64.8144
2019-02-03,64.8144
2019-02-04,64.8144
2019-02-05,64.8144
2019-02-06,64.8144
2019-02-07,64.8144
2019-02-08,64.8144
2019-02-09,64.8144
2019-02-10,64.8144
2019-02-11,64.8144
2019-02-12,64.8144
2019-02-13,64.8144
2019-02-14,64.8144
2019-02-15,64.8144
2019-02-16,64.8144
2019-02-17,64.8144
2019-02-18,64.8144
2019-02-19,64.8144
2019-02-20,64.8144
2019-02-21,64.8144
2019-02-22,64.8144
2019-02-23,64.8144
2019-02-24,64.8144
2019-02-25,64.8144
2019-02-26,64.8144
2019-02-27,64.8144
2019-02-28,64.8144
2019-03-01,64.8144
2019-03-02,64.8144
2019-03-03,64.8144
2019-03-04,64.8144
2019-03-05,64.8144
2019-03-06,64.8144
2019-03-07,64.8144
2019-03-08,64.8144
2019-03-09,64.8144
2019-03-10,64.8144
2019-03-11,64.8144
2019-03-12,64.8144
2019-03-13,64.8144
2019-03-14,64.8144
2019-03-15,64.8144
2019-03-16,64.8144
2019-03-17,64.8144
2019-03-18,64.8144
2019-03-19,64.8144
2019-03-20,64.8144
2019-03-21,64.8144
2019-03-22,64.8144
2019-03-23,64.8144
2019-03-24,64.8144
2019-03-25,64.8144
2019-03-26,64.8144
2019-03-27,64.8144
2019-03-28,64.8144
2019-03-29,64.8144
2019-03-30,64.8144
2019-03-31,64.8144
2019-04-01,64.8144
2019-04-02,64.8144
2019-04-03,64.8144
2019-04-04,64.8144
2019-04-05,64.8144
2019-04-06,64.8144
2019-04-07,64.8144
2019-04-08,64.8144
2019-04-09,64.8144
2019-04-10,64.8144
2019-04-11,64.8144
2019-04-12,64.8144
2019-04-13,64.8144
2019-04-14,64.8144
2019-04-15,64.8144
2019-04-16,64.8144
2019-04-17,64.8144
2019-04-18,64.8144
2019-04-19,64.8144
2019-04-20,64.8144
2019-04-21,64.8144
2019-04-22,64.8144
2019-04-23,64.8144
2019-04-24,64.8144
2019-04-25,64.8144
2019-04-26,64.8144
2019-04-27,64.8144
2019-04-28,64.8144
2019-04-29,64.8144
2019-04-30,64.8144
2019-05-01,64.8144
2019-05-02,64.8144
2019-05-03,64.8144
2019-05-04,64.8144
2019-05-05,64.8144
2019-05-06,64.8144
2019-05-07,64.8144
2019-05-08,64.8144
2019-05-09,64.8144
2019-05-10,64.8144
2019-05-11,64.8144
2019-05-12,64.8144
2019-05-13,64.8144
2019-05-14,64.8144
2019-05-15,64.8144
2019-05-16,64.8144
2019-05-17,64.8144
2019-05-18,64.8144
2019-05-19,64.8144
2019-05-20,64.8144
2019-05-21,64.8144
2019-05-22,64.8144
2019-05-23,64.8144
2019-05-24,64.8144
2019-05-25,64.8144
2019-05-26,64.8144
2019-05-27,64.8144
2019-05-28,64.8144
2019-05-29,64.8144
2019-05-30,64.8144
2019-05-31,64.8144
2019-06-01,64.8144
2019-06-02,64.8144
2019-06-03,64.8144
2019-06-04,64.8144
2019-06-05,64.8144
2019-06-06,64.8144
2019-06-07,64.8144
2019-06-08,64.8144
2019-06-09,64.8144
2019-06-10,64.8144
2019-06-11,64.8144
2019-06-12,64.8144
2019-06-13,64.8144
2019-06-14,64.8144
2019-06-15,64.8144
2019-06-16,64.8144
2019-06-17,64.8144
2019-06-18,64.8144
2019-06-19,64.8144
2019-06-20,64.8144
2019-06-21,64.8144
2019-06-22,64.8144
2019-06-23,64.8144
2019-06-24,64.8144
2019-06-25,64.8144
2019-06-26,64.8144
2019-06-27,64.8144
2019-06-28,64.8144
2019-06-29,64.8144
2019-06-30,64.8144
2019-07-01,64.8144
2019-07-02,64.8144
2019-07-03,64.8144
2019-07-04,64.8144
2019-07-05,64.8144
2019-07-06,64.8144
2019-07-07,64.8144
2019-07-08,64.8144
2019-07-09,64.8144
2019-07-10,64.8144
2019-07-11,64.8144
2019-07-12,64.8144
2019-07-13,64.8144
2019-07-14,64.8144
2019-07-15,64.8144
2019-07-16,64.8144
2019-07-17,64.8144
2019-07-18,64.8144
2019-07-19,64.8144
2019-07-20,64.8144
2019-07-21,64.8144
2019-07-22,64.8144
2019-07-23,64.8144
2019-07-24,64.8144
2019-07-25,64.8144
2019-07-26,64.8144
2019-07-27,64.8144
2019-07-28,64.8144
2019-07-29,64.8144
2019-07-30,64.8144
2019-07-31,64.8144
2019-08-01,64.8144
2019-08-02,64.8144
2019-08-03,64.8144
2019-08-04,64.8144
2019-08-05,64.8144
2019-08-06,64.8144
2019-08-07,64.8144
2019-08-08,64.8144
2019-08-09,64.8144
2019-08-10,64.8144
2019-08-11,64.8144
2019-08-12,64.8144
2019-08-13,64.8144
2019-08-14,64.8144
2019-08-15,64.8144
2019-08-16,64.8144
2019-08-17,64.8144
2019-08-18,64.8144
2019-08-19,64.8144
2019-08-20,64.8144
2019-08-21,64.8144
2019-08-22,64.8144
2019-08-23,64.8144
2019-08-24,64.8144
2019-08-25,64.8144
2019-08-26,64.8144
2019-08-27,64.8144
2019-08-28,64.8144
2019-08-29,64.8144
2019-08-30,64.8144
2019-08-31,64.8144
2019-09-01,64.8144
2019-09-02,64.8144
2019-09-03,64.8144
2019-09-04,64.8144
2019-09-05,64.8144
2019-09-06,64.8144
2019-09-07,64.8144
2019-09-08,64.8144
2019-09-09,64.8144
2019-09-10,64.8144
2019-09-11,64.8144
2019-09-12,64.8144
2019-09-13,64.8144
2019-09-14,64.8144
2019-09-15,64.8144
2019-09-16,64.8144
2019-09-17,64.8144
2019-09-18,64.8144
2019-09-19,64.8144
2019-09-20,64.8144
2019-09-21,64.8144
2019-09-22,64.8144
2019-09-23,64.8144
2019-09-24,64.8144
