,Column Name,Index
268,RMV LN Equity BEST_EPS_NXT_YR,268
269,SCT LN Equity BEST_EPS,269
270,SCT LN Equity BEST_EPS_NXT_YR,270
271,SMWH LN Equity BEST_EPS,271
272,SMWH LN Equity BEST_EPS_NXT_YR,272
273,SSE LN Equity BEST_EPS,273
274,SSE LN Equity BEST_EPS_NXT_YR,274
275,ULVR LN Equity BEST_EPS,275
276,ULVR LN Equity BEST_EPS_NXT_YR,276
277,WIZZ LN Equity BEST_EPS,277
278,WIZZ LN Equity BEST_EPS_NXT_YR,278
279,WTB LN Equity BEST_EPS,279
280,WTB LN Equity BEST_EPS_NXT_YR,280
281,RTL LX Equity BEST_EPS,281
282,RTL LX Equity BEST_EPS_NXT_YR,282
283,CAB MK Equity BEST_EPS,283
284,CAB MK Equity BEST_EPS_NXT_YR,284
285,HEIM MK Equity BEST_EPS,285
286,HEIM MK Equity BEST_EPS_NXT_YR,286
287,NESZ MK Equity BEST_EPS,287
288,NESZ MK Equity BEST_EPS_NXT_YR,288
289,ALPEKA MM Equity BEST_EPS,289
290,ALPEKA MM Equity BEST_EPS_NXT_YR,290
291,BBAJIOO MM Equity BEST_EPS,291
292,BBAJIOO MM Equity BEST_EPS_NXT_YR,292
293,BSMXB MM Equity BEST_EPS,293
294,BSMXB MM Equity BEST_EPS_NXT_YR,294
295,FUNO11 MM Equity BEST_EPS,295
296,FUNO11 MM Equity BEST_EPS_NXT_YR,296
297,GFNORTEO MM Equity BEST_EPS,297
298,GFNORTEO MM Equity BEST_EPS_NXT_YR,298
299,KIMBERA MM Equity BEST_EPS,299
300,KIMBERA MM Equity BEST_EPS_NXT_YR,300
301,OMAB MM Equity BEST_EPS,301
302,OMAB MM Equity BEST_EPS_NXT_YR,302
303,RA MM Equity BEST_EPS,303
304,RA MM Equity BEST_EPS_NXT_YR,304
305,AKZA NA Equity BEST_EPS,305
306,AKZA NA Equity BEST_EPS_NXT_YR,306
307,ASRNL NA Equity BEST_EPS,307
308,ASRNL NA Equity BEST_EPS_NXT_YR,308
309,UNAT NA Equity BEST_EPS,309
310,UNAT NA Equity BEST_EPS_NXT_YR,310
311,GJF NO Equity BEST_EPS,311
312,GJF NO Equity BEST_EPS_NXT_YR,312
313,SALM NO Equity BEST_EPS,313
314,SALM NO Equity BEST_EPS_NXT_YR,314
315,SRBNK NO Equity BEST_EPS,315
316,SRBNK NO Equity BEST_EPS_NXT_YR,316
317,VEI NO Equity BEST_EPS,317
318,VEI NO Equity BEST_EPS_NXT_YR,318
319,APL PA Equity BEST_EPS,319
320,APL PA Equity BEST_EPS_NXT_YR,320
321,EFERT PA Equity BEST_EPS,321
322,EFERT PA Equity BEST_EPS_NXT_YR,322
323,AC PM Equity BEST_EPS,323
324,AC PM Equity BEST_EPS_NXT_YR,324
325,CEB PM Equity BEST_EPS,325
326,CEB PM Equity BEST_EPS_NXT_YR,326
327,GLO PM Equity BEST_EPS,327
328,GLO PM Equity BEST_EPS_NXT_YR,328
329,MER PM Equity BEST_EPS,329
330,MER PM Equity BEST_EPS_NXT_YR,330
331,KTY PW Equity BEST_EPS,331
332,KTY PW Equity BEST_EPS_NXT_YR,332
333,ACS SM Equity BEST_EPS,333
334,ACS SM Equity BEST_EPS_NXT_YR,334
335,CIE SM Equity BEST_EPS,335
336,CIE SM Equity BEST_EPS_NXT_YR,336
337,LOG SM Equity BEST_EPS,337
338,LOG SM Equity BEST_EPS_NXT_YR,338
339,BETSB SS Equity BEST_EPS,339
340,BETSB SS Equity BEST_EPS_NXT_YR,340
341,BILL SS Equity BEST_EPS,341
342,BILL SS Equity BEST_EPS_NXT_YR,342
343,EVO SS Equity BEST_EPS,343
344,EVO SS Equity BEST_EPS_NXT_YR,344
345,IPCO SS Equity BEST_EPS,345
346,IPCO SS Equity BEST_EPS_NXT_YR,346
347,JM SS Equity BEST_EPS,347
348,JM SS Equity BEST_EPS_NXT_YR,348
349,KINDSDB SS Equity BEST_EPS,349
350,KINDSDB SS Equity BEST_EPS_NXT_YR,350
351,KLOVB SS Equity BEST_EPS,351
352,KLOVB SS Equity BEST_EPS_NXT_YR,352
353,NETB SS Equity BEST_EPS,353
354,NETB SS Equity BEST_EPS_NXT_YR,354
355,PEABB SS Equity BEST_EPS,355
356,PEABB SS Equity BEST_EPS_NXT_YR,356
357,SWEDA SS Equity BEST_EPS,357
358,SWEDA SS Equity BEST_EPS_NXT_YR,358
359,VOLVB SS Equity BEST_EPS,359
360,VOLVB SS Equity BEST_EPS_NXT_YR,360
361,DOKA SW Equity BEST_EPS,361
362,DOKA SW Equity BEST_EPS_NXT_YR,362
363,ROG SW Equity BEST_EPS,363
364,ROG SW Equity BEST_EPS_NXT_YR,364
365,SGSN SW Equity BEST_EPS,365
366,SGSN SW Equity BEST_EPS_NXT_YR,366
367,ADVANC TB Equity BEST_EPS,367
368,ADVANC TB Equity BEST_EPS_NXT_YR,368
369,INTUCH TB Equity BEST_EPS,369
370,INTUCH TB Equity BEST_EPS_NXT_YR,370
371,CCOLA TI Equity BEST_EPS,371
372,CCOLA TI Equity BEST_EPS_NXT_YR,372
373,PGSUS TI Equity BEST_EPS,373
374,PGSUS TI Equity BEST_EPS_NXT_YR,374
375,2439 TT Equity BEST_EPS,375
376,2439 TT Equity BEST_EPS_NXT_YR,376
377,5871 TT Equity BEST_EPS,377
378,5871 TT Equity BEST_EPS_NXT_YR,378
379,5904 TT Equity BEST_EPS,379
380,5904 TT Equity BEST_EPS_NXT_YR,380
381,6488 TT Equity BEST_EPS,381
382,6488 TT Equity BEST_EPS_NXT_YR,382
383,6669 TT Equity BEST_EPS,383
384,6669 TT Equity BEST_EPS_NXT_YR,384
385,8436 TT Equity BEST_EPS,385
386,8436 TT Equity BEST_EPS_NXT_YR,386
387,8464 TT Equity BEST_EPS,387
388,8464 TT Equity BEST_EPS_NXT_YR,388
389,9910 TT Equity BEST_EPS,389
390,9910 TT Equity BEST_EPS_NXT_YR,390
391,AER US Equity BEST_EPS,391
392,AER US Equity BEST_EPS_NXT_YR,392
393,ALLE US Equity BEST_EPS,393
394,ALLE US Equity BEST_EPS_NXT_YR,394
395,CSIQ US Equity BEST_EPS,395
396,CSIQ US Equity BEST_EPS_NXT_YR,396
397,EVTC US Equity BEST_EPS,397
398,EVTC US Equity BEST_EPS_NXT_YR,398
399,RACE US Equity BEST_EPS,399
400,RACE US Equity BEST_EPS_NXT_YR,400
401,TX US Equity BEST_EPS,401
402,TX US Equity BEST_EPS_NXT_YR,402
403,TCB VN Equity BEST_EPS,403
404,TCB VN Equity BEST_EPS_NXT_YR,404
405,VHM VN Equity BEST_EPS,405
406,VHM VN Equity BEST_EPS_NXT_YR,406
