,GXI GR Equity,GXI GR Equity,GXI GR Equity,GXI GR Equity,GXI GR Equity
2010-02-08,21.067,21.141,20.443,20.965,58273.0
2010-02-09,20.895,21.453,20.033,20.509,292350.0
2010-02-10,20.263,20.345,18.97,19.179,399741.0
2010-02-11,19.04,19.245,17.644,18.489,453410.0
2010-02-12,18.313,19.261,18.165,18.514,278065.0
2010-02-13,18.313,19.261,18.165,18.514,278065.0
2010-02-14,18.313,19.261,18.165,18.514,278065.0
2010-02-15,18.559,19.479,18.539,19.376,83744.0
2010-02-16,19.553,19.553,18.674,19.442,110595.0
2010-02-17,19.434,19.631,19.204,19.413,59764.0
2010-02-18,19.335,19.503,18.884,19.434,74721.0
2010-02-19,19.253,19.446,19.048,19.232,52024.0
2010-02-20,19.253,19.446,19.048,19.232,52024.0
2010-02-21,19.253,19.446,19.048,19.232,52024.0
2010-02-22,19.245,19.335,18.884,18.888,54120.0
2010-02-23,18.945,19.044,18.161,18.35,175234.0
2010-02-24,18.284,18.76,17.98,18.625,146876.0
2010-02-25,18.432,18.658,18.026,18.136,93163.0
2010-02-26,18.169,18.691,18.169,18.555,85603.0
2010-02-27,18.169,18.691,18.169,18.555,85603.0
2010-02-28,18.169,18.691,18.169,18.555,85603.0
2010-03-01,18.76,18.884,18.391,18.74,102705.0
2010-03-02,18.711,18.875,18.391,18.678,42345.0
2010-03-03,18.645,18.879,18.395,18.74,67306.0
2010-03-04,18.67,18.879,18.067,18.65,114858.0
2010-03-05,18.744,19.175,18.555,18.801,79517.0
2010-03-06,18.744,19.175,18.555,18.801,79517.0
2010-03-07,18.744,19.175,18.555,18.801,79517.0
2010-03-08,19.13,19.13,18.452,18.473,49752.0
2010-03-09,18.391,18.654,18.391,18.535,71384.0
2010-03-10,18.428,19.089,18.424,19.068,133030.0
2010-03-11,19.007,19.429,18.896,19.253,100710.0
2010-03-12,19.245,19.536,18.888,19.13,101645.0
2010-03-13,19.245,19.536,18.888,19.13,101645.0
2010-03-14,19.245,19.536,18.888,19.13,101645.0
2010-03-15,19.015,19.056,18.756,18.884,119252.0
2010-03-16,18.9,19.499,18.884,19.253,119463.0
2010-03-17,19.36,19.553,19.015,19.417,70290.0
2010-03-18,19.343,19.7,19.019,19.196,45422.0
2010-03-19,19.072,19.343,18.654,18.654,152083.0
2010-03-20,19.072,19.343,18.654,18.654,152083.0
2010-03-21,19.072,19.343,18.654,18.654,152083.0
2010-03-22,18.572,18.994,18.526,18.92,62030.0
2010-03-23,18.818,19.696,18.818,19.54,104020.0
2010-03-24,19.561,19.668,19.294,19.618,91856.0
2010-03-25,19.536,19.705,19.462,19.524,53158.0
2010-03-26,19.429,19.643,19.31,19.347,45440.0
2010-03-27,19.429,19.643,19.31,19.347,45440.0
2010-03-28,19.429,19.643,19.31,19.347,45440.0
2010-03-29,19.364,19.622,18.949,19.048,110821.0
2010-03-30,19.064,19.13,18.613,18.974,128687.0
2010-03-31,18.884,19.089,18.793,19.019,47149.0
2010-04-01,19.003,19.442,18.896,19.191,77177.0
2010-04-02,19.003,19.442,18.896,19.191,77177.0
2010-04-03,19.003,19.442,18.896,19.191,77177.0
2010-04-04,19.003,19.442,18.896,19.191,77177.0
2010-04-05,19.003,19.442,18.896,19.191,77177.0
2010-04-06,19.216,19.606,18.916,19.056,86772.0
2010-04-07,19.044,19.249,18.879,19.101,64000.0
2010-04-08,18.925,20.329,18.925,20.329,235443.0
2010-04-09,20.292,20.911,20.074,20.509,190138.0
2010-04-10,20.292,20.911,20.074,20.509,190138.0
2010-04-11,20.292,20.911,20.074,20.509,190138.0
2010-04-12,20.702,20.854,20.152,20.279,110120.0
2010-04-13,20.099,20.353,19.815,20.074,81057.0
2010-04-14,20.033,21.466,20.033,21.347,159372.0
2010-04-15,21.244,22.439,21.244,22.176,287348.0
2010-04-16,21.938,22.324,21.798,21.798,158535.0
2010-04-17,21.938,22.324,21.798,21.798,158535.0
2010-04-18,21.938,22.324,21.798,21.798,158535.0
2010-04-19,21.601,22.274,21.552,22.044,119060.0
2010-04-20,22.163,22.414,22.081,22.225,169524.0
2010-04-21,22.205,22.328,22.044,22.085,93355.0
2010-04-22,21.893,22.504,21.893,22.11,88158.0
2010-04-23,22.09,22.521,21.737,22.381,98248.0
2010-04-24,22.09,22.521,21.737,22.381,98248.0
2010-04-25,22.09,22.521,21.737,22.381,98248.0
2010-04-26,22.484,22.701,22.127,22.549,73622.0
2010-04-27,22.402,22.463,21.765,22.122,128073.0
2010-04-28,21.934,22.139,20.443,21.244,202067.0
2010-04-29,21.191,21.585,20.981,21.301,49015.0
2010-04-30,21.195,22.233,21.195,21.597,78195.0
2010-05-01,21.195,22.233,21.195,21.597,78195.0
2010-05-02,21.195,22.233,21.195,21.597,78195.0
2010-05-03,21.507,21.671,20.751,20.961,103669.0
2010-05-04,20.702,21.285,20.443,20.575,114251.0
2010-05-05,20.567,20.883,20.349,20.686,96971.0
2010-05-06,20.452,20.583,20.017,20.246,103362.0
2010-05-07,19.869,20.402,19.015,19.705,203936.0
2010-05-08,19.869,20.402,19.015,19.705,203936.0
2010-05-09,19.869,20.402,19.015,19.705,203936.0
2010-05-10,20.23,21.31,20.074,20.846,152876.0
2010-05-11,20.599,21.716,20.591,20.989,78953.0
2010-05-12,20.838,21.252,20.694,21.215,63857.0
2010-05-13,21.33,21.531,20.879,20.952,31450.0
2010-05-14,20.772,20.944,19.967,20.349,57781.0
2010-05-15,20.772,20.944,19.967,20.349,57781.0
2010-05-16,20.772,20.944,19.967,20.349,57781.0
2010-05-17,20.251,20.251,19.795,19.967,38246.0
2010-05-18,20.14,20.398,19.815,20.049,47784.0
2010-05-19,19.861,20.185,19.048,19.622,108202.0
2010-05-20,19.581,19.778,19.196,19.339,90194.0
2010-05-21,19.175,19.705,19.175,19.483,133334.0
2010-05-22,19.175,19.705,19.175,19.483,133334.0
2010-05-23,19.175,19.705,19.175,19.483,133334.0
2010-05-24,19.598,19.951,19.446,19.819,37449.0
2010-05-25,19.335,19.672,19.294,19.507,149023.0
2010-05-26,19.631,20.197,19.429,19.906,150058.0
2010-05-27,20.033,21.199,19.828,20.55,93770.0
2010-05-28,20.645,20.973,20.587,20.69,109415.0
2010-05-29,20.645,20.973,20.587,20.69,109415.0
2010-05-30,20.645,20.973,20.587,20.69,109415.0
2010-05-31,20.731,21.141,20.501,20.866,28189.0
2010-06-01,20.669,20.846,20.074,20.801,79660.0
2010-06-02,20.579,21.01,20.107,20.829,70896.0
2010-06-03,21.154,21.441,21.026,21.17,38149.0
2010-06-04,21.166,21.511,20.78,20.78,82508.0
2010-06-05,21.166,21.511,20.78,20.78,82508.0
2010-06-06,21.166,21.511,20.78,20.78,82508.0
2010-06-07,20.361,21.322,20.361,20.977,71972.0
2010-06-08,21.022,21.133,20.279,20.411,45835.0
2010-06-09,20.509,20.792,20.464,20.665,102600.0
2010-06-10,20.591,21.482,20.591,21.244,107294.0
2010-06-11,21.293,22.032,21.207,21.905,175852.0
2010-06-12,21.293,22.032,21.207,21.905,175852.0
2010-06-13,21.293,22.032,21.207,21.905,175852.0
2010-06-14,22.143,22.434,21.494,21.757,182778.0
2010-06-15,21.691,21.954,21.527,21.954,84278.0
2010-06-16,21.934,22.036,21.474,21.966,131553.0
2010-06-17,21.765,22.369,21.765,22.344,99179.0
2010-06-18,22.283,23.272,22.016,22.968,225826.0
2010-06-19,22.283,23.272,22.016,22.968,225826.0
2010-06-20,22.283,23.272,22.016,22.968,225826.0
2010-06-21,23.37,23.37,22.455,22.882,119835.0
2010-06-22,22.726,22.907,22.246,22.553,92082.0
2010-06-23,22.307,22.779,22.299,22.578,159464.0
2010-06-24,22.673,22.677,22.283,22.677,158552.0
2010-06-25,22.451,22.845,22.135,22.209,67786.0
2010-06-26,22.451,22.845,22.135,22.209,67786.0
2010-06-27,22.451,22.845,22.135,22.209,67786.0
2010-06-28,22.184,22.759,22.131,22.57,15864.0
2010-06-29,22.336,22.681,21.585,21.585,124915.0
2010-06-30,21.601,22.114,21.273,21.503,153343.0
2010-07-01,21.203,21.347,20.542,20.575,132742.0
2010-07-02,20.583,21.359,20.583,21.002,169797.0
2010-07-03,20.583,21.359,20.583,21.002,169797.0
2010-07-04,20.583,21.359,20.583,21.002,169797.0
2010-07-05,21.108,21.646,21.108,21.207,61290.0
2010-07-06,21.334,21.757,21.334,21.593,179145.0
2010-07-07,21.568,23.03,21.568,22.939,166342.0
2010-07-08,23.108,23.239,22.787,22.89,133105.0
2010-07-09,23.001,23.81,23.001,23.465,101363.0
2010-07-10,23.001,23.81,23.001,23.465,101363.0
2010-07-11,23.001,23.81,23.001,23.465,101363.0
2010-07-12,23.436,24.019,23.395,23.416,269541.0
2010-07-13,23.35,23.555,23.268,23.288,194824.0
2010-07-14,23.645,23.711,22.89,23.087,190502.0
2010-07-15,23.046,24.31,22.742,23.219,404352.0
2010-07-16,23.173,23.699,23.046,23.112,190669.0
2010-07-17,23.173,23.699,23.046,23.112,190669.0
2010-07-18,23.173,23.699,23.046,23.112,190669.0
2010-07-19,23.149,23.498,22.816,22.89,133964.0
2010-07-20,22.964,23.268,22.681,22.857,115976.0
2010-07-21,23.034,23.37,22.705,22.808,181200.0
2010-07-22,22.648,23.346,22.648,22.956,165449.0
2010-07-23,22.96,23.395,22.808,22.931,154761.0
2010-07-24,22.96,23.395,22.808,22.931,154761.0
2010-07-25,22.96,23.395,22.808,22.931,154761.0
2010-07-26,23.05,23.276,22.907,23.046,79018.0
2010-07-27,23.05,23.728,23.05,23.588,136256.0
2010-07-28,23.686,23.686,22.849,23.071,46174.0
2010-07-29,23.034,23.186,22.783,22.907,55328.0
2010-07-30,22.89,23.206,22.841,22.841,53875.0
2010-07-31,22.89,23.206,22.841,22.841,53875.0
2010-08-01,22.89,23.206,22.841,22.841,53875.0
2010-08-02,23.034,23.342,22.989,23.243,52152.0
2010-08-03,23.255,23.292,22.923,22.923,50091.0
2010-08-04,22.882,23.346,22.812,23.136,78775.0
2010-08-05,23.186,23.555,22.907,22.915,65490.0
2010-08-06,22.989,23.079,22.233,22.25,87702.0
2010-08-07,22.989,23.079,22.233,22.25,87702.0
2010-08-08,22.989,23.079,22.233,22.25,87702.0
2010-08-09,22.619,23.145,22.389,22.841,77812.0
2010-08-10,22.767,22.931,22.422,22.455,71323.0
2010-08-11,22.283,22.636,21.942,21.979,88581.0
2010-08-12,21.917,22.738,21.917,22.283,139696.0
2010-08-13,22.324,22.574,22.106,22.209,36251.0
2010-08-14,22.324,22.574,22.106,22.209,36251.0
2010-08-15,22.324,22.574,22.106,22.209,36251.0
2010-08-16,22.139,22.492,21.995,22.291,34093.0
2010-08-17,22.414,22.763,22.336,22.668,27218.0
2010-08-18,22.582,22.783,22.061,22.176,59480.0
2010-08-19,22.155,22.882,22.155,22.159,37657.0
2010-08-20,22.2,22.377,21.79,21.856,29587.0
2010-08-21,22.2,22.377,21.79,21.856,29587.0
2010-08-22,22.2,22.377,21.79,21.856,29587.0
2010-08-23,21.893,22.545,21.798,22.094,60202.0
2010-08-24,21.938,22.049,21.486,21.486,55915.0
2010-08-25,21.511,21.975,21.511,21.757,131906.0
2010-08-26,21.852,22.205,21.852,22.044,62015.0
2010-08-27,22.024,22.631,21.971,22.406,34495.0
2010-08-28,22.024,22.631,21.971,22.406,34495.0
2010-08-29,22.024,22.631,21.971,22.406,34495.0
2010-08-30,22.48,22.586,22.315,22.315,11789.0
2010-08-31,22.241,22.455,21.958,22.414,59747.0
2010-09-01,22.525,23.313,22.488,22.964,99138.0
2010-09-02,22.956,23.251,22.775,22.792,72169.0
2010-09-03,22.824,24.048,22.824,23.613,128998.0
2010-09-04,22.824,24.048,22.824,23.613,128998.0
2010-09-05,22.824,24.048,22.824,23.613,128998.0
2010-09-06,23.691,24.138,23.424,23.793,37168.0
2010-09-07,23.67,23.92,23.514,23.678,79961.0
2010-09-08,23.592,24.089,23.473,23.818,84473.0
2010-09-09,23.814,24.076,23.629,23.629,128741.0
2010-09-10,23.588,23.966,23.251,23.251,67158.0
2010-09-11,23.588,23.966,23.251,23.251,67158.0
2010-09-12,23.588,23.966,23.251,23.251,67158.0
2010-09-13,23.247,23.637,23.063,23.473,69609.0
2010-09-14,23.465,23.998,23.465,23.514,34503.0
2010-09-15,23.51,23.604,23.165,23.333,30623.0
2010-09-16,23.346,23.547,23.153,23.301,31952.0
2010-09-17,23.297,23.875,22.718,22.734,218155.0
2010-09-18,23.297,23.875,22.718,22.734,218155.0
2010-09-19,23.297,23.875,22.718,22.734,218155.0
2010-09-20,22.738,23.177,22.738,23.005,33743.0
2010-09-21,23.005,23.461,22.939,23.284,44035.0
2010-09-22,23.288,23.6,23.177,23.416,67546.0
2010-09-23,23.272,23.686,23.19,23.268,43675.0
2010-09-24,23.28,23.596,23.214,23.514,57082.0
2010-09-25,23.28,23.596,23.214,23.514,57082.0
2010-09-26,23.28,23.596,23.214,23.514,57082.0
2010-09-27,23.51,23.945,23.51,23.728,95360.0
2010-09-28,23.728,24.466,23.453,24.13,78123.0
2010-09-29,24.163,24.581,24.035,24.179,71141.0
2010-09-30,24.2,24.438,24.007,24.031,58271.0
2010-10-01,24.031,24.454,24.031,24.138,103171.0
2010-10-02,24.031,24.454,24.031,24.138,103171.0
2010-10-03,24.031,24.454,24.031,24.138,103171.0
2010-10-04,24.138,24.75,24.138,24.228,66826.0
2010-10-05,24.228,24.774,24.228,24.774,91751.0
2010-10-06,24.655,24.943,23.703,24.13,195572.0
2010-10-07,24.138,24.319,22.471,23.399,327352.0
2010-10-08,23.502,23.604,23.219,23.251,84488.0
2010-10-09,23.502,23.604,23.219,23.251,84488.0
2010-10-10,23.502,23.604,23.219,23.251,84488.0
2010-10-11,23.231,23.6,23.017,23.457,126358.0
2010-10-12,23.453,23.58,23.239,23.325,85715.0
2010-10-13,23.317,23.645,23.087,23.219,167810.0
2010-10-14,23.223,23.498,23.157,23.383,61635.0
2010-10-15,23.354,23.908,23.354,23.645,130350.0
2010-10-16,23.354,23.908,23.354,23.645,130350.0
2010-10-17,23.354,23.908,23.354,23.645,130350.0
2010-10-18,23.641,24.352,23.641,24.064,71531.0
2010-10-19,24.048,24.154,23.284,23.317,103322.0
2010-10-20,23.317,23.645,23.21,23.342,70007.0
2010-10-21,23.342,23.645,23.177,23.177,94585.0
2010-10-22,23.173,23.641,23.173,23.284,59222.0
2010-10-23,23.173,23.641,23.173,23.284,59222.0
2010-10-24,23.173,23.641,23.173,23.284,59222.0
2010-10-25,23.28,23.391,22.882,22.972,160843.0
2010-10-26,22.968,23.12,22.865,22.907,124681.0
2010-10-27,22.89,23.28,22.751,22.751,113714.0
2010-10-28,22.751,23.292,22.751,22.972,57085.0
2010-10-29,22.976,23.494,22.976,23.268,89448.0
2010-10-30,22.976,23.494,22.976,23.268,89448.0
2010-10-31,22.976,23.494,22.976,23.268,89448.0
2010-11-01,23.297,23.81,22.989,22.989,75483.0
2010-11-02,22.993,23.494,22.993,23.153,45239.0
2010-11-03,23.153,23.301,22.923,23.013,46536.0
2010-11-04,23.05,23.539,23.05,23.194,58259.0
2010-11-05,23.214,23.383,23.116,23.366,26333.0
2010-11-06,23.214,23.383,23.116,23.366,26333.0
2010-11-07,23.214,23.383,23.116,23.366,26333.0
2010-11-08,23.235,23.317,23.12,23.128,24939.0
2010-11-09,23.116,23.243,22.989,23.173,61557.0
2010-11-10,23.112,23.227,23.038,23.128,99268.0
2010-11-11,23.136,23.477,22.989,23.063,72646.0
2010-11-12,23.067,23.317,22.907,22.997,81182.0
2010-11-13,23.067,23.317,22.907,22.997,81182.0
2010-11-14,23.067,23.317,22.907,22.997,81182.0
2010-11-15,22.964,23.67,22.964,23.567,96300.0
2010-11-16,23.424,23.686,23.153,23.194,60419.0
2010-11-17,23.194,23.752,23.013,23.604,80266.0
2010-11-18,23.6,23.941,23.297,23.436,46826.0
2010-11-19,23.333,23.793,23.333,23.489,82408.0
2010-11-20,23.333,23.793,23.333,23.489,82408.0
2010-11-21,23.333,23.793,23.333,23.489,82408.0
2010-11-22,23.654,23.797,23.321,23.333,43745.0
2010-11-23,23.333,23.465,22.882,23.005,42168.0
2010-11-24,23.005,23.005,22.324,22.586,76737.0
2010-11-25,22.59,23.395,22.578,23.354,52235.0
2010-11-26,23.288,23.76,23.214,23.489,68110.0
2010-11-27,23.288,23.76,23.214,23.489,68110.0
2010-11-28,23.288,23.76,23.214,23.489,68110.0
2010-11-29,23.489,23.723,22.927,23.038,45340.0
2010-11-30,23.034,23.362,22.907,23.087,69781.0
2010-12-01,23.087,23.822,23.087,23.822,59732.0
2010-12-02,23.691,23.703,23.35,23.44,87061.0
2010-12-03,23.436,23.481,23.194,23.251,167536.0
2010-12-04,23.436,23.481,23.194,23.251,167536.0
2010-12-05,23.436,23.481,23.194,23.251,167536.0
2010-12-06,23.251,23.317,22.907,23.169,73298.0
2010-12-07,23.169,23.399,22.997,23.186,110279.0
2010-12-08,23.186,23.801,23.091,23.67,116744.0
2010-12-09,23.67,23.888,22.989,23.539,68795.0
2010-12-10,23.535,24.183,23.448,23.908,64105.0
2010-12-11,23.535,24.183,23.448,23.908,64105.0
2010-12-12,23.535,24.183,23.448,23.908,64105.0
2010-12-13,23.908,24.487,23.908,24.302,71880.0
2010-12-14,24.302,24.38,23.966,24.31,54573.0
2010-12-15,24.315,25.267,24.224,25.07,169388.0
2010-12-16,24.93,25.23,24.93,25.082,78732.0
2010-12-17,25.07,25.558,25.07,25.263,191060.0
2010-12-18,25.07,25.558,25.07,25.263,191060.0
2010-12-19,25.07,25.558,25.07,25.263,191060.0
2010-12-20,25.127,25.452,25.127,25.452,59162.0
2010-12-21,25.37,25.641,25.263,25.263,51508.0
2010-12-22,25.267,25.994,25.267,25.78,57550.0
2010-12-23,25.846,26.503,25.714,26.117,116312.0
2010-12-24,25.846,26.503,25.714,26.117,116312.0
2010-12-25,25.846,26.503,25.714,26.117,116312.0
2010-12-26,25.846,26.503,25.714,26.117,116312.0
2010-12-27,26.117,26.429,26.002,26.215,27827.0
2010-12-28,26.219,26.663,26.219,26.453,99347.0
2010-12-29,26.453,26.626,25.879,25.879,49721.0
2010-12-30,25.883,27.086,25.883,27.086,36663.0
2010-12-31,25.883,27.086,25.883,27.086,36663.0
2011-01-01,25.883,27.086,25.883,27.086,36663.0
2011-01-02,25.883,27.086,25.883,27.086,36663.0
2011-01-03,26.921,27.303,26.523,26.65,62199.0
2011-01-04,26.646,27.057,26.297,26.355,52908.0
2011-01-05,26.347,26.511,25.862,26.355,103437.0
2011-01-06,26.359,26.515,26.273,26.437,56664.0
2011-01-07,26.371,26.745,26.141,26.223,35293.0
2011-01-08,26.371,26.745,26.141,26.223,35293.0
2011-01-09,26.371,26.745,26.141,26.223,35293.0
2011-01-10,26.215,26.572,26.031,26.511,62576.0
2011-01-11,26.486,26.642,26.232,26.232,38519.0
2011-01-12,26.236,28.038,26.236,27.562,151301.0
2011-01-13,27.57,27.915,26.995,27.061,71431.0
2011-01-14,27.061,27.874,26.93,27.356,59555.0
2011-01-15,27.061,27.874,26.93,27.356,59555.0
2011-01-16,27.061,27.874,26.93,27.356,59555.0
2011-01-17,27.356,27.664,27.061,27.061,33747.0
2011-01-18,27.057,27.525,26.942,27.176,41722.0
2011-01-19,27.176,27.529,26.568,26.79,66457.0
2011-01-20,26.761,26.761,26.067,26.24,59763.0
2011-01-21,26.26,26.347,25.058,25.361,138692.0
2011-01-22,26.26,26.347,25.058,25.361,138692.0
2011-01-23,26.26,26.347,25.058,25.361,138692.0
2011-01-24,25.37,25.575,24.692,25.222,104743.0
2011-01-25,25.222,25.616,25.193,25.509,84101.0
2011-01-26,25.505,25.698,25.283,25.394,53070.0
2011-01-27,25.394,25.645,25.164,25.214,31982.0
2011-01-28,25.156,25.497,25.156,25.246,43608.0
2011-01-29,25.156,25.497,25.156,25.246,43608.0
2011-01-30,25.156,25.497,25.156,25.246,43608.0
2011-01-31,25.246,25.452,24.163,24.729,183152.0
2011-02-01,24.729,26.425,24.729,26.384,85145.0
2011-02-02,26.244,26.979,26.026,26.109,76407.0
2011-02-03,26.109,26.109,25.304,25.641,113772.0
2011-02-04,25.641,25.825,25.214,25.361,77423.0
2011-02-05,25.641,25.825,25.214,25.361,77423.0
2011-02-06,25.641,25.825,25.214,25.361,77423.0
2011-02-07,25.361,25.936,25.361,25.706,64850.0
2011-02-08,25.624,25.628,24.898,25.123,120970.0
2011-02-09,25.131,25.238,24.516,24.565,167942.0
2011-02-10,24.561,25.624,24.561,25.526,210117.0
2011-02-11,25.378,25.682,24.955,24.984,195005.0
2011-02-12,25.378,25.682,24.955,24.984,195005.0
2011-02-13,25.378,25.682,24.955,24.984,195005.0
2011-02-14,24.984,25.944,24.984,25.854,166907.0
2011-02-15,25.854,25.961,25.333,25.665,66184.0
2011-02-16,25.665,26.252,25.575,25.911,78171.0
2011-02-17,25.916,26.794,25.731,25.751,145421.0
2011-02-18,25.723,25.916,25.214,25.665,76969.0
2011-02-19,25.723,25.916,25.214,25.665,76969.0
2011-02-20,25.723,25.916,25.214,25.665,76969.0
2011-02-21,25.665,25.854,25.374,25.501,53567.0
2011-02-22,25.62,26.318,25.185,25.928,111563.0
2011-02-23,25.854,26.675,25.854,26.1,126944.0
2011-02-24,25.862,26.396,25.862,26.067,107156.0
2011-02-25,26.211,26.971,26.055,26.56,95564.0
2011-02-26,26.211,26.971,26.055,26.56,95564.0
2011-02-27,26.211,26.971,26.055,26.56,95564.0
2011-02-28,26.646,27.34,26.273,26.297,100668.0
2011-03-01,26.646,27.254,26.314,26.478,160569.0
2011-03-02,26.601,26.601,25.78,26.256,81493.0
2011-03-03,26.531,26.568,26.215,26.503,33340.0
2011-03-04,26.338,26.934,26.338,26.355,62449.0
2011-03-05,26.338,26.934,26.338,26.355,62449.0
2011-03-06,26.338,26.934,26.338,26.355,62449.0
2011-03-07,26.338,26.597,26.158,26.273,51882.0
2011-03-08,26.338,27.012,26.207,26.49,96576.0
2011-03-09,26.416,26.843,26.396,26.691,57097.0
2011-03-10,26.527,27.036,26.527,26.708,60917.0
2011-03-11,26.81,26.827,26.281,26.314,84372.0
2011-03-12,26.81,26.827,26.281,26.314,84372.0
2011-03-13,26.81,26.827,26.281,26.314,84372.0
2011-03-14,25.144,26.65,24.725,25.862,91619.0
2011-03-15,25.349,25.768,24.163,25.107,178600.0
2011-03-16,25.234,25.862,24.442,24.692,56955.0
2011-03-17,24.692,25.452,24.631,24.877,87416.0
2011-03-18,25.567,25.567,24.902,24.918,94072.0
2011-03-19,25.567,25.567,24.902,24.918,94072.0
2011-03-20,25.567,25.567,24.902,24.918,94072.0
2011-03-21,24.914,25.944,24.914,25.542,45970.0
2011-03-22,25.546,25.772,25.39,25.517,40420.0
2011-03-23,25.411,25.534,25.209,25.46,40398.0
2011-03-24,25.427,25.665,25.427,25.558,57553.0
2011-03-25,25.665,25.821,25.501,25.583,38718.0
2011-03-26,25.665,25.821,25.501,25.583,38718.0
2011-03-27,25.665,25.821,25.501,25.583,38718.0
2011-03-28,25.583,25.772,25.46,25.501,58342.0
2011-03-29,25.653,25.846,25.407,25.591,32535.0
2011-03-30,25.653,26.236,25.595,26.109,57415.0
2011-03-31,26.022,26.724,26.022,26.429,78050.0
2011-04-01,26.371,27.258,26.371,26.757,89458.0
2011-04-02,26.371,27.258,26.371,26.757,89458.0
2011-04-03,26.371,27.258,26.371,26.757,89458.0
2011-04-04,26.634,27.406,26.634,26.971,40335.0
2011-04-05,26.971,27.402,26.958,27.242,39264.0
2011-04-06,27.34,27.406,26.876,26.88,71696.0
2011-04-07,26.888,27.837,26.798,27.184,92850.0
2011-04-08,27.159,27.656,27.098,27.365,44264.0
2011-04-09,27.159,27.656,27.098,27.365,44264.0
2011-04-10,27.159,27.656,27.098,27.365,44264.0
2011-04-11,27.455,27.455,26.527,26.527,60889.0
2011-04-12,26.63,26.897,26.355,26.884,56733.0
2011-04-13,26.888,27.578,26.732,27.27,47257.0
2011-04-14,27.488,27.529,27.065,27.102,71553.0
2011-04-15,27.177,27.235,26.689,27.085,74118.0
2011-04-16,27.177,27.235,26.689,27.085,74118.0
2011-04-17,27.177,27.235,26.689,27.085,74118.0
2011-04-18,27.235,27.235,26.81,27.102,61822.0
2011-04-19,27.235,27.235,26.502,27.027,63980.0
2011-04-20,27.235,27.706,27.027,27.327,70858.0
2011-04-21,27.431,27.702,26.981,27.169,57148.0
2011-04-22,27.431,27.702,26.981,27.169,57148.0
2011-04-23,27.431,27.702,26.981,27.169,57148.0
2011-04-24,27.431,27.702,26.981,27.169,57148.0
2011-04-25,27.431,27.702,26.981,27.169,57148.0
2011-04-26,27.431,27.431,26.648,26.935,87205.0
2011-04-27,27.181,27.181,26.677,26.989,85324.0
2011-04-28,27.206,27.285,26.481,26.564,159688.0
2011-04-29,26.91,27.244,26.564,27.169,45699.0
2011-04-30,26.91,27.244,26.564,27.169,45699.0
2011-05-01,26.91,27.244,26.564,27.169,45699.0
2011-05-02,27.294,27.844,27.114,27.394,58271.0
2011-05-03,27.294,27.444,26.985,27.294,56772.0
2011-05-04,27.294,27.456,27.181,27.352,46925.0
2011-05-05,27.406,27.59,27.035,27.365,43833.0
2011-05-06,27.327,27.752,27.035,27.035,47479.0
2011-05-07,27.327,27.752,27.035,27.035,47479.0
2011-05-08,27.327,27.752,27.035,27.035,47479.0
2011-05-09,27.064,27.919,27.064,27.844,44514.0
2011-05-10,27.802,28.211,27.802,28.123,58451.0
