,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity,DWNI GR Equity
2021-05-17,42.211,42.973,42.104,42.925,1266228.0
2021-05-18,42.885,45.269,42.622,44.517,2566378.0
2021-05-19,44.195,44.37,43.345,43.882,1839376.0
2021-05-20,43.999,44.37,43.638,44.195,1256970.0
2021-05-21,44.214,44.595,43.687,44.165,1240072.0
2021-05-22,44.214,44.595,43.687,44.165,1240072.0
2021-05-23,44.214,44.595,43.687,44.165,1240072.0
2021-05-24,44.204,48.747,44.204,48.356,1455.0
2021-05-25,50.994,51.443,50.329,50.72,18636735.0
2021-05-26,50.642,51.15,50.466,50.876,4682281.0
2021-05-27,50.876,51.15,50.72,51.052,2944537.0
2021-05-28,51.052,51.15,50.72,50.955,2408204.0
2021-05-29,51.052,51.15,50.72,50.955,2408204.0
2021-05-30,51.052,51.15,50.72,50.955,2408204.0
2021-05-31,51.013,51.111,50.896,50.974,1311353.0
2021-06-01,50.955,51.13,50.857,51.013,2125661.0
2021-06-02,51.063,51.362,50.943,51.123,2036294.0
2021-06-03,51.103,51.103,50.864,50.884,1903388.0
2021-06-04,50.844,51.163,50.804,50.983,1324729.0
2021-06-05,50.844,51.163,50.804,50.983,1324729.0
2021-06-06,50.844,51.163,50.804,50.983,1324729.0
2021-06-07,51.242,51.242,51.023,51.063,1149780.0
2021-06-08,51.043,51.282,50.904,50.963,2953339.0
2021-06-09,50.963,51.063,50.824,51.003,2499955.0
2021-06-10,51.123,51.88,50.943,51.541,1508337.0
2021-06-11,51.541,51.781,51.462,51.482,1755007.0
2021-06-12,51.541,51.781,51.462,51.482,1755007.0
2021-06-13,51.541,51.781,51.462,51.482,1755007.0
2021-06-14,51.462,51.681,51.442,51.501,667557.0
2021-06-15,51.581,51.721,51.501,51.561,618152.0
2021-06-16,51.621,51.761,51.561,51.641,1235826.0
2021-06-17,51.442,51.761,51.442,51.561,813923.0
2021-06-18,51.521,51.681,51.262,51.302,3454303.0
2021-06-19,51.521,51.681,51.262,51.302,3454303.0
2021-06-20,51.521,51.681,51.262,51.302,3454303.0
2021-06-21,51.023,51.561,51.023,51.462,988359.0
2021-06-22,51.482,51.541,51.302,51.342,779187.0
2021-06-23,51.362,51.482,51.322,51.402,1334565.0
2021-06-24,51.482,51.482,51.043,51.143,1425913.0
2021-06-25,51.302,51.342,51.222,51.262,710340.0
2021-06-26,51.302,51.342,51.222,51.262,710340.0
2021-06-27,51.302,51.342,51.222,51.262,710340.0
2021-06-28,51.362,51.422,51.242,51.282,1117922.0
2021-06-29,51.302,51.601,51.282,51.342,800251.0
2021-06-30,51.402,51.541,51.262,51.262,903957.0
2021-07-01,51.302,51.501,51.203,51.262,1160155.0
2021-07-02,51.302,51.521,51.222,51.402,550644.0
2021-07-03,51.302,51.521,51.222,51.402,550644.0
2021-07-04,51.302,51.521,51.222,51.402,550644.0
2021-07-05,51.322,51.521,51.222,51.362,656290.0
2021-07-06,51.242,51.561,51.222,51.422,1293370.0
2021-07-07,51.422,51.641,51.422,51.462,676756.0
2021-07-08,51.222,51.601,51.222,51.362,997168.0
2021-07-09,51.521,51.561,51.342,51.382,1263254.0
2021-07-10,51.521,51.561,51.342,51.382,1263254.0
2021-07-11,51.521,51.561,51.342,51.382,1263254.0
2021-07-12,51.262,51.581,51.262,51.322,1089384.0
2021-07-13,51.302,51.462,49.339,51.163,2893902.0
2021-07-14,51.043,51.422,51.003,51.282,771302.0
2021-07-15,51.262,51.501,51.242,51.442,683947.0
2021-07-16,51.442,51.561,51.362,51.462,1033595.0
2021-07-17,51.442,51.561,51.362,51.462,1033595.0
2021-07-18,51.442,51.561,51.362,51.462,1033595.0
2021-07-19,51.103,51.541,51.103,51.382,976558.0
2021-07-20,51.422,51.581,51.302,51.402,859834.0
2021-07-21,51.382,51.701,51.203,51.203,1278985.0
2021-07-22,51.222,51.402,50.565,50.704,1707822.0
2021-07-23,50.804,50.983,49.03,50.425,4275800.0
2021-07-24,50.804,50.983,49.03,50.425,4275800.0
2021-07-25,50.804,50.983,49.03,50.425,4275800.0
2021-07-26,49.648,52.099,48.99,51.601,2846897.0
2021-07-27,51.402,51.88,51.402,51.601,1310430.0
2021-07-28,51.621,52.817,51.561,52.319,1900572.0
2021-07-29,52.319,52.538,51.88,52.099,810452.0
2021-07-30,52.0,52.458,52.0,52.319,698032.0
2021-07-31,52.0,52.458,52.0,52.319,698032.0
2021-08-01,52.0,52.458,52.0,52.319,698032.0
2021-08-02,52.638,52.697,52.259,52.558,1248111.0
2021-08-03,52.737,52.737,52.478,52.478,884872.0
2021-08-04,52.458,52.737,52.378,52.498,1093466.0
2021-08-05,52.578,52.717,52.438,52.578,561149.0
2021-08-06,52.618,52.757,52.438,52.657,838740.0
2021-08-07,52.618,52.757,52.438,52.657,838740.0
2021-08-08,52.618,52.757,52.438,52.657,838740.0
2021-08-09,52.478,52.737,52.478,52.677,551339.0
2021-08-10,52.578,52.737,52.558,52.618,576079.0
2021-08-11,52.618,52.697,52.518,52.578,746590.0
2021-08-12,52.558,52.697,52.538,52.598,507068.0
2021-08-13,52.618,52.737,52.538,52.677,500559.0
2021-08-14,52.618,52.737,52.538,52.677,500559.0
2021-08-15,52.618,52.737,52.538,52.677,500559.0
2021-08-16,52.677,52.757,52.538,52.677,760697.0
2021-08-17,52.558,52.757,52.538,52.657,669984.0
2021-08-18,52.797,52.797,52.618,52.638,703249.0
2021-08-19,52.578,52.817,52.558,52.697,658597.0
2021-08-20,52.697,52.757,52.538,52.657,652707.0
2021-08-21,52.697,52.757,52.538,52.657,652707.0
2021-08-22,52.697,52.757,52.538,52.657,652707.0
2021-08-23,52.797,52.797,52.398,52.478,1342675.0
2021-08-24,52.458,52.598,52.378,52.438,807393.0
2021-08-25,52.378,52.538,52.159,52.159,1310120.0
2021-08-26,52.159,52.438,52.139,52.359,648376.0
2021-08-27,52.378,52.418,52.259,52.299,698349.0
2021-08-28,52.378,52.418,52.259,52.299,698349.0
2021-08-29,52.378,52.418,52.259,52.299,698349.0
2021-08-30,52.279,52.418,51.96,52.378,297975.0
2021-08-31,52.378,52.398,52.099,52.319,1498000.0
2021-09-01,52.339,52.478,52.199,52.319,786088.0
2021-09-02,52.219,52.398,52.139,52.319,855527.0
2021-09-03,52.279,52.359,52.06,52.159,1131498.0
2021-09-04,52.279,52.359,52.06,52.159,1131498.0
2021-09-05,52.279,52.359,52.06,52.159,1131498.0
2021-09-06,51.92,52.279,51.8,52.179,404324.0
2021-09-07,52.139,52.458,51.94,52.099,744797.0
2021-09-08,52.179,52.259,52.079,52.259,1098747.0
2021-09-09,52.0,52.538,52.0,52.398,2051498.0
2021-09-10,52.438,52.598,52.219,52.219,1576744.0
2021-09-11,52.438,52.598,52.219,52.219,1576744.0
2021-09-12,52.438,52.598,52.219,52.219,1576744.0
2021-09-13,52.438,52.857,52.299,52.737,1825791.0
2021-09-14,52.797,52.897,52.737,52.797,3718511.0
2021-09-15,52.797,52.857,52.717,52.817,1929495.0
2021-09-16,52.777,52.837,52.657,52.817,1384280.0
2021-09-17,52.857,52.877,52.558,52.677,14986631.0
2021-09-18,52.857,52.877,52.558,52.677,14986631.0
2021-09-19,52.857,52.877,52.558,52.677,14986631.0
2021-09-20,52.119,52.777,52.119,52.757,1829552.0
2021-09-21,52.777,52.777,52.598,52.697,1516812.0
2021-09-22,52.777,52.797,52.618,52.737,1064437.0
2021-09-23,52.797,52.817,52.657,52.697,1219429.0
2021-09-24,52.657,52.777,52.638,52.757,913730.0
2021-09-25,52.657,52.777,52.638,52.757,913730.0
2021-09-26,52.657,52.777,52.638,52.757,913730.0
2021-09-27,52.737,52.797,52.598,52.777,879102.0
2021-09-28,52.777,52.797,52.638,52.737,925618.0
2021-09-29,52.737,52.817,52.657,52.757,890210.0
2021-09-30,52.777,52.817,52.657,52.757,1329717.0
2021-10-01,52.558,52.817,52.538,52.737,727835.0
2021-10-02,52.558,52.817,52.538,52.737,727835.0
2021-10-03,52.558,52.817,52.538,52.737,727835.0
2021-10-04,52.657,52.817,52.538,52.717,702758.0
2021-10-05,52.757,52.817,52.518,52.618,278489.0
2021-10-06,52.638,52.817,52.458,52.777,520684.0
2021-10-07,52.757,52.817,52.657,52.657,475177.0
2021-10-08,52.657,52.817,52.598,52.638,957569.0
2021-10-09,52.657,52.817,52.598,52.638,957569.0
2021-10-10,52.657,52.817,52.598,52.638,957569.0
2021-10-11,52.797,52.797,52.598,52.677,7957579.0
2021-10-12,52.638,52.877,52.478,52.598,860502.0
2021-10-13,52.638,52.777,52.618,52.677,405022.0
2021-10-14,52.797,52.797,52.657,52.697,346296.0
2021-10-15,52.717,52.797,52.638,52.757,444373.0
2021-10-16,52.717,52.797,52.638,52.757,444373.0
2021-10-17,52.717,52.797,52.638,52.757,444373.0
2021-10-18,52.657,52.817,52.538,52.717,512313.0
2021-10-19,52.777,52.817,52.657,52.697,292730.0
2021-10-20,52.697,52.797,52.618,52.757,253991.0
2021-10-21,52.598,52.797,52.598,52.677,225234.0
2021-10-22,52.677,52.777,52.259,52.279,430115.0
2021-10-23,52.677,52.777,52.259,52.279,430115.0
2021-10-24,52.677,52.777,52.259,52.279,430115.0
2021-10-25,52.219,52.518,51.561,51.621,432494.0
2021-10-26,51.521,52.179,50.804,50.804,291421.0
2021-10-27,50.525,51.462,48.342,49.518,1298759.0
2021-10-28,49.538,49.718,45.652,46.11,16526225.0
2021-10-29,45.941,46.13,43.888,43.988,2498510.0
2021-10-30,45.941,46.13,43.888,43.988,2498510.0
2021-10-31,45.941,46.13,43.888,43.988,2498510.0
2021-11-01,43.718,44.755,43.21,43.35,1138675.0
2021-11-02,43.38,44.466,43.23,44.346,857193.0
2021-11-03,44.346,46.21,44.137,45.383,932193.0
2021-11-04,45.413,46.738,45.413,45.761,856267.0
2021-11-05,45.741,46.04,45.562,45.781,286757.0
2021-11-06,45.741,46.04,45.562,45.781,286757.0
2021-11-07,45.741,46.04,45.562,45.781,286757.0
2021-11-08,45.771,46.07,45.323,45.692,399957.0
2021-11-09,45.771,45.841,44.825,44.874,299914.0
2021-11-10,45.014,45.532,44.516,44.904,529851.0
2021-11-11,45.144,45.452,44.396,44.406,1049994.0
2021-11-12,44.476,45.153,44.197,44.855,749138.0
2021-11-13,44.476,45.153,44.197,44.855,749138.0
2021-11-14,44.476,45.153,44.197,44.855,749138.0
2021-11-15,44.825,45.423,44.615,45.064,163586.0
2021-11-16,45.253,45.841,45.034,45.433,193463.0
2021-11-17,45.522,45.522,44.805,44.805,184260.0
2021-11-18,44.954,45.144,44.516,44.546,259758.0
2021-11-19,44.795,45.173,44.257,44.595,367731.0
2021-11-20,44.795,45.173,44.257,44.595,367731.0
2021-11-21,44.795,45.173,44.257,44.595,367731.0
2021-11-22,44.855,45.223,43.828,43.898,268778.0
2021-11-23,43.938,44.037,42.303,42.433,463259.0
2021-11-24,42.313,43.958,42.074,43.509,465068.0
2021-11-25,43.509,43.569,42.901,43.31,268887.0
2021-11-26,43.15,43.15,41.357,41.357,259274.0
2021-11-27,43.15,43.15,41.357,41.357,259274.0
2021-11-28,43.15,43.15,41.357,41.357,259274.0
2021-11-29,41.486,42.254,40.719,40.908,420292.0
2021-11-30,40.769,40.769,38.855,39.204,720362.0
2021-12-01,39.663,40.38,39.274,39.573,487457.0
2021-12-02,39.553,40.071,39.184,39.204,331225.0
2021-12-03,39.473,40.36,39.254,39.672,335190.0
2021-12-04,39.473,40.36,39.254,39.672,335190.0
2021-12-05,39.473,40.36,39.254,39.672,335190.0
2021-12-06,40.131,40.679,39.862,40.171,320073.0
2021-12-07,40.131,40.569,39.254,40.171,206563.0
2021-12-08,40.231,40.45,39.354,39.692,199413.0
2021-12-09,39.852,39.852,38.865,39.533,216806.0
2021-12-10,39.473,39.692,38.865,39.483,130175.0
2021-12-11,39.473,39.692,38.865,39.483,130175.0
2021-12-12,39.473,39.692,38.865,39.483,130175.0
2021-12-13,38.616,40.151,38.616,39.722,156036.0
2021-12-14,39.672,39.942,38.835,39.005,320132.0
2021-12-15,39.314,39.393,37.919,38.417,265057.0
2021-12-16,38.526,39.144,36.922,38.377,419922.0
2021-12-17,38.556,38.855,38.158,38.596,1556899.0
2021-12-18,38.556,38.855,38.158,38.596,1556899.0
2021-12-19,38.556,38.855,38.158,38.596,1556899.0
2021-12-20,38.556,38.556,37.38,37.39,280806.0
2021-12-21,37.65,38.068,37.201,37.37,230151.0
2021-12-22,37.52,37.52,36.922,37.022,211299.0
2021-12-23,37.111,37.59,36.812,37.221,173865.0
2021-12-24,37.111,37.59,36.812,37.221,173865.0
2021-12-25,37.111,37.59,36.812,37.221,173865.0
2021-12-26,37.111,37.59,36.812,37.221,173865.0
2021-12-27,37.241,37.59,37.012,37.241,178422.0
2021-12-28,37.141,37.968,37.141,37.51,173775.0
2021-12-29,37.689,37.909,37.012,37.121,144412.0
2021-12-30,37.311,37.311,36.832,36.852,177691.0
2021-12-31,37.311,37.311,36.832,36.852,177691.0
2022-01-01,37.311,37.311,36.832,36.852,177691.0
2022-01-02,37.311,37.311,36.832,36.852,177691.0
2022-01-03,36.972,38.068,36.802,37.55,181011.0
2022-01-04,37.57,37.909,37.072,37.151,220820.0
2022-01-05,37.57,38.208,37.38,37.749,240321.0
2022-01-06,37.48,37.849,36.912,37.101,263334.0
2022-01-07,37.042,37.301,36.334,36.513,233624.0
2022-01-08,37.042,37.301,36.334,36.513,233624.0
2022-01-09,37.042,37.301,36.334,36.513,233624.0
2022-01-10,36.763,36.763,35.876,36.354,252541.0
2022-01-11,36.583,36.653,36.035,36.224,186701.0
2022-01-12,36.234,36.713,35.836,36.474,260807.0
2022-01-13,36.484,36.972,36.414,36.454,156326.0
2022-01-14,36.444,37.191,36.105,36.444,253434.0
2022-01-15,36.444,37.191,36.105,36.444,253434.0
2022-01-16,36.444,37.191,36.105,36.444,253434.0
2022-01-17,36.513,36.773,35.945,36.125,176027.0
2022-01-18,36.254,36.254,35.387,35.427,135811.0
2022-01-19,35.577,35.916,35.128,35.138,158705.0
2022-01-20,35.248,35.597,35.029,35.218,138189.0
2022-01-21,35.118,35.457,34.899,34.939,111291.0
2022-01-22,35.118,35.457,34.899,34.939,111291.0
2022-01-23,35.118,35.457,34.899,34.939,111291.0
2022-01-24,35.029,35.098,33.932,34.082,184725.0
2022-01-25,34.082,34.779,34.082,34.371,105134.0
2022-01-26,34.371,35.308,34.371,34.899,196713.0
2022-01-27,34.839,35.836,34.7,35.457,285249.0
2022-01-28,35.646,36.125,35.427,35.955,208079.0
2022-01-29,35.646,36.125,35.427,35.955,208079.0
2022-01-30,35.646,36.125,35.427,35.955,208079.0
2022-01-31,36.055,36.314,35.577,35.916,221349.0
2022-02-01,36.055,36.284,35.935,36.085,173532.0
2022-02-02,36.085,36.444,36.045,36.135,251218.0
2022-02-03,36.085,36.822,35.876,36.274,296069.0
2022-02-04,36.115,36.633,35.906,36.234,233071.0
2022-02-05,36.115,36.633,35.906,36.234,233071.0
2022-02-06,36.115,36.633,35.906,36.234,233071.0
2022-02-07,36.175,36.573,34.989,35.577,387099.0
2022-02-08,35.766,35.826,35.128,35.377,251914.0
2022-02-09,35.557,35.975,35.268,35.896,146813.0
2022-02-10,35.886,36.274,35.726,35.846,236350.0
2022-02-11,35.826,35.975,35.557,35.776,124906.0
2022-02-12,35.826,35.975,35.557,35.776,124906.0
2022-02-13,35.826,35.975,35.557,35.776,124906.0
2022-02-14,35.278,36.165,34.909,36.035,155446.0
2022-02-15,35.945,36.773,35.945,36.294,137767.0
2022-02-16,36.374,36.952,36.374,36.563,141762.0
2022-02-17,36.563,36.743,36.145,36.145,176163.0
2022-02-18,36.294,36.832,36.025,36.025,169342.0
2022-02-19,36.294,36.832,36.025,36.025,169342.0
2022-02-20,36.294,36.832,36.025,36.025,169342.0
2022-02-21,36.125,36.324,35.577,35.577,91459.0
2022-02-22,35.417,36.165,35.278,35.866,154549.0
2022-02-23,35.866,36.703,35.866,36.045,118716.0
2022-02-24,35.148,35.995,35.068,35.955,254228.0
2022-02-25,35.955,37.091,35.955,36.992,147928.0
2022-02-26,35.955,37.091,35.955,36.992,147928.0
2022-02-27,35.955,37.091,35.955,36.992,147928.0
2022-02-28,36.484,37.211,36.334,36.992,189895.0
2022-03-01,37.032,37.5,36.573,36.573,194278.0
2022-03-02,37.032,37.859,36.673,37.121,123494.0
2022-03-03,37.131,37.151,35.696,35.876,165544.0
2022-03-04,35.846,36.404,34.261,34.56,285241.0
2022-03-05,35.846,36.404,34.261,34.56,285241.0
2022-03-06,35.846,36.404,34.261,34.56,285241.0
2022-03-07,33.703,34.6,33.115,33.922,182325.0
2022-03-08,33.683,34.132,33.035,33.404,178128.0
2022-03-09,33.813,34.889,33.464,34.789,194122.0
2022-03-10,34.789,35.477,33.295,33.992,292368.0
2022-03-11,34.281,35.039,33.534,34.909,199048.0
2022-03-12,34.281,35.039,33.534,34.909,199048.0
2022-03-13,34.281,35.039,33.534,34.909,199048.0
2022-03-14,35.108,35.537,34.68,34.949,160948.0
2022-03-15,34.979,35.308,34.311,34.779,77164.0
2022-03-16,34.979,35.387,34.64,34.799,150771.0
2022-03-17,34.779,35.278,34.341,34.61,508479.0
2022-03-18,34.082,34.909,33.434,33.793,793160.0
2022-03-19,34.082,34.909,33.434,33.793,793160.0
2022-03-20,34.082,34.909,33.434,33.793,793160.0
2022-03-21,33.952,34.182,32.597,32.836,202226.0
2022-03-22,32.996,33.075,32.637,32.747,231001.0
2022-03-23,32.966,33.075,31.64,31.74,164527.0
2022-03-24,32.119,32.119,31.003,31.152,433211.0
2022-03-25,31.351,31.63,31.013,31.431,149901.0
2022-03-26,31.351,31.63,31.013,31.431,149901.0
2022-03-27,31.351,31.63,31.013,31.431,149901.0
2022-03-28,31.431,31.79,31.391,31.491,104318.0
2022-03-29,31.6,31.77,31.202,31.61,189456.0
2022-03-30,31.6,31.929,31.511,31.6,132201.0
2022-03-31,31.74,32.109,30.295,30.345,233911.0
2022-04-01,30.554,30.753,29.946,30.454,151948.0
2022-04-02,30.554,30.753,29.946,30.454,151948.0
2022-04-03,30.554,30.753,29.946,30.454,151948.0
2022-04-04,30.883,30.963,30.106,30.325,162166.0
2022-04-05,30.534,31.032,30.315,30.544,172672.0
2022-04-06,30.584,30.773,29.916,29.946,156840.0
2022-04-07,30.106,30.116,28.691,28.81,253643.0
2022-04-08,28.81,29.378,28.631,28.91,179275.0
2022-04-09,28.81,29.378,28.631,28.91,179275.0
2022-04-10,28.81,29.378,28.631,28.91,179275.0
2022-04-11,28.89,28.97,28.402,28.531,151254.0
2022-04-12,28.651,28.651,27.903,28.123,147821.0
2022-04-13,28.302,28.402,26.777,27.275,200647.0
2022-04-14,27.535,28.103,26.947,27.634,198992.0
2022-04-15,27.535,28.103,26.947,27.634,198992.0
2022-04-16,27.535,28.103,26.947,27.634,198992.0
2022-04-17,27.535,28.103,26.947,27.634,198992.0
2022-04-18,27.535,28.103,26.947,27.634,198992.0
2022-04-19,27.515,27.774,27.236,27.475,183970.0
2022-04-20,27.545,27.843,27.206,27.604,209367.0
2022-04-21,27.724,28.421,27.574,27.923,194222.0
2022-04-22,27.814,28.043,27.505,27.525,100586.0
2022-04-23,27.814,28.043,27.505,27.525,100586.0
2022-04-24,27.814,28.043,27.505,27.525,100586.0
2022-04-25,27.664,28.142,27.246,27.624,190030.0
2022-04-26,27.664,28.292,27.226,27.584,194731.0
2022-04-27,27.724,28.132,27.535,27.784,187414.0
2022-04-28,27.764,28.312,27.734,27.893,125679.0
2022-04-29,27.963,28.093,27.006,27.026,183566.0
2022-04-30,27.963,28.093,27.006,27.026,183566.0
2022-05-01,27.963,28.093,27.006,27.026,183566.0
2022-05-02,27.126,27.176,26.249,26.957,195328.0
2022-05-03,27.126,27.684,26.957,27.156,116276.0
2022-05-04,27.156,27.335,26.608,26.658,96102.0
2022-05-05,26.787,27.545,26.688,26.688,124075.0
2022-05-06,26.877,27.016,25.711,25.741,168945.0
2022-05-07,26.877,27.016,25.711,25.741,168945.0
2022-05-08,26.877,27.016,25.711,25.741,168945.0
2022-05-09,25.801,25.95,24.625,24.674,206566.0
2022-05-10,24.834,25.302,24.625,25.083,176270.0
2022-05-11,24.973,25.94,24.914,25.472,172755.0
2022-05-12,25.332,26.04,24.814,25.412,164519.0
2022-05-13,25.482,26.11,25.332,25.801,103527.0
2022-05-14,25.482,26.11,25.332,25.801,103527.0
2022-05-15,25.482,26.11,25.332,25.801,103527.0
2022-05-16,25.721,25.91,25.402,25.86,80572.0
2022-05-17,25.92,26.389,25.83,26.03,87472.0
2022-05-18,26.02,26.418,25.462,25.462,89929.0
2022-05-19,25.671,26.309,25.063,26.02,88259.0
2022-05-20,26.139,26.688,25.96,26.06,94540.0
2022-05-21,26.139,26.688,25.96,26.06,94540.0
2022-05-22,26.139,26.688,25.96,26.06,94540.0
2022-05-23,26.169,26.877,26.08,26.707,104684.0
2022-05-24,26.707,26.887,25.123,25.442,122326.0
2022-05-25,25.661,25.661,24.665,25.073,170540.0
2022-05-26,25.252,25.252,24.714,24.954,78091.0
2022-05-27,25.203,25.811,24.884,25.302,107227.0
2022-05-28,25.203,25.811,24.884,25.302,107227.0
2022-05-29,25.203,25.811,24.884,25.302,107227.0
2022-05-30,25.601,25.791,25.332,25.671,130924.0
2022-05-31,25.661,25.761,24.924,25.621,163132.0
2022-06-01,25.711,25.91,24.983,25.043,118777.0
2022-06-02,25.233,25.292,24.884,25.063,134286.0
2022-06-03,25.273,25.363,24.774,24.794,95361.0
2022-06-04,25.273,25.363,24.774,24.794,95361.0
2022-06-05,25.273,25.363,24.774,24.794,95361.0
2022-06-06,25.213,25.263,24.764,25.163,65464.0
2022-06-07,25.213,25.223,24.664,24.834,96380.0
2022-06-08,25.023,25.243,24.814,24.873,70498.0
2022-06-09,24.863,25.213,23.965,23.995,156697.0
2022-06-10,24.005,24.015,23.127,23.426,198719.0
2022-06-11,24.005,24.015,23.127,23.426,198719.0
2022-06-12,24.005,24.015,23.127,23.426,198719.0
2022-06-13,23.266,23.516,22.288,22.528,222528.0
2022-06-14,22.797,22.807,22.258,22.398,218175.0
2022-06-15,22.797,23.007,22.179,22.228,124830.0
2022-06-16,22.438,22.438,20.651,20.811,205988.0
2022-06-17,20.951,22.488,20.821,22.258,429872.0
2022-06-18,20.951,22.488,20.821,22.258,429872.0
2022-06-19,20.951,22.488,20.821,22.258,429872.0
2022-06-20,22.248,22.857,22.089,22.358,119656.0
2022-06-21,22.408,22.847,21.969,22.089,142704.0
2022-06-22,22.069,22.618,21.59,22.478,124623.0
2022-06-23,22.468,22.548,21.859,21.929,186726.0
2022-06-24,22.169,22.797,21.959,22.727,228787.0
2022-06-25,22.169,22.797,21.959,22.727,228787.0
2022-06-26,22.169,22.797,21.959,22.727,228787.0
2022-06-27,22.867,23.157,22.388,22.558,114783.0
2022-06-28,22.548,22.937,22.288,22.618,78475.0
2022-06-29,22.737,22.737,21.959,22.248,74880.0
2022-06-30,22.019,22.218,21.43,21.799,217153.0
2022-07-01,21.929,22.288,21.45,22.029,108870.0
2022-07-02,21.929,22.288,21.45,22.029,108870.0
2022-07-03,21.929,22.288,21.45,22.029,108870.0
2022-07-04,22.019,22.308,20.861,20.971,123634.0
2022-07-05,20.941,21.56,20.671,21.071,186099.0
2022-07-06,21.111,21.979,20.951,21.859,353385.0
2022-07-07,21.879,22.208,21.65,22.188,124725.0
2022-07-08,22.019,22.238,21.659,22.049,131195.0
2022-07-09,22.019,22.238,21.659,22.049,131195.0
2022-07-10,22.019,22.238,21.659,22.049,131195.0
2022-07-11,22.019,22.218,21.55,21.829,186815.0
2022-07-12,21.939,22.059,21.061,21.57,120834.0
2022-07-13,21.859,22.348,21.6,21.929,179145.0
2022-07-14,21.809,21.859,21.12,21.4,145615.0
2022-07-15,21.6,22.149,21.38,22.009,98124.0
2022-07-16,21.6,22.149,21.38,22.009,98124.0
2022-07-17,21.6,22.149,21.38,22.009,98124.0
2022-07-18,22.069,22.628,21.959,22.358,110252.0
2022-07-19,22.318,22.927,22.198,22.708,101376.0
2022-07-20,22.688,23.107,22.688,22.857,166774.0
2022-07-21,22.797,22.987,22.488,22.727,131967.0
2022-07-22,22.658,24.095,22.658,23.516,197143.0
2022-07-23,22.658,24.095,22.658,23.516,197143.0
2022-07-24,22.658,24.095,22.658,23.516,197143.0
2022-07-25,23.616,23.885,23.346,23.366,112912.0
2022-07-26,23.536,23.636,22.099,22.288,192509.0
2022-07-27,22.518,22.947,22.218,22.698,110742.0
2022-07-28,22.668,23.616,22.568,23.476,111064.0
2022-07-29,23.536,24.394,23.426,24.235,122422.0
2022-07-30,23.536,24.394,23.426,24.235,122422.0
2022-07-31,23.536,24.394,23.426,24.235,122422.0
2022-08-01,23.985,24.195,23.616,23.805,128281.0
2022-08-02,23.825,24.364,23.606,24.105,138226.0
2022-08-03,24.035,24.993,24.035,24.414,208727.0
2022-08-04,24.374,24.744,23.616,23.776,150248.0
2022-08-05,23.935,23.975,22.977,23.366,120324.0
2022-08-06,23.935,23.975,22.977,23.366,120324.0
2022-08-07,23.935,23.975,22.977,23.366,120324.0
2022-08-08,23.496,24.105,23.057,23.766,126732.0
2022-08-09,23.716,23.776,23.406,23.416,93775.0
2022-08-10,23.416,24.624,23.187,24.464,109645.0
2022-08-11,24.514,24.953,24.344,24.664,158940.0
2022-08-12,24.654,25.253,24.554,25.123,65585.0
2022-08-13,24.654,25.253,24.554,25.123,65585.0
2022-08-14,24.654,25.253,24.554,25.123,65585.0
2022-08-15,25.153,25.313,24.883,25.043,51828.0
2022-08-16,25.153,25.233,24.624,24.754,87416.0
2022-08-17,24.734,24.983,23.825,23.935,113726.0
2022-08-18,23.875,24.225,23.756,23.845,72794.0
2022-08-19,23.815,23.965,23.466,23.476,88503.0
2022-08-20,23.815,23.965,23.466,23.476,88503.0
2022-08-21,23.815,23.965,23.466,23.476,88503.0
2022-08-22,23.606,23.606,22.767,22.777,86572.0
2022-08-23,22.947,23.137,22.708,22.747,96598.0
2022-08-24,22.737,23.167,22.468,22.957,86869.0
2022-08-25,23.037,23.336,22.558,23.067,145869.0
2022-08-26,23.037,23.296,22.388,22.478,89560.0
2022-08-27,23.037,23.296,22.388,22.478,89560.0
2022-08-28,23.037,23.296,22.388,22.478,89560.0
2022-08-29,22.458,22.638,22.069,22.328,98636.0
2022-08-30,22.458,22.767,22.099,22.268,81892.0
2022-08-31,22.458,22.827,22.029,22.608,102723.0
2022-09-01,22.458,22.558,22.009,22.169,62854.0
2022-09-02,22.169,22.867,21.979,22.538,84238.0
2022-09-03,22.169,22.867,21.979,22.538,84238.0
2022-09-04,22.169,22.867,21.979,22.538,84238.0
2022-09-05,22.398,22.857,22.358,22.438,61364.0
2022-09-06,22.398,23.217,22.398,22.967,82954.0
2022-09-07,22.837,23.197,22.817,22.977,207501.0
2022-09-08,22.977,23.197,22.059,22.109,130389.0
2022-09-09,22.288,22.428,22.009,22.188,88297.0
2022-09-10,22.288,22.428,22.009,22.188,88297.0
2022-09-11,22.288,22.428,22.009,22.188,88297.0
2022-09-12,22.288,22.957,22.238,22.807,70787.0
2022-09-13,22.767,22.907,21.48,21.48,73290.0
2022-09-14,21.58,21.61,20.382,20.562,190520.0
2022-09-15,20.731,20.791,20.033,20.422,145828.0
2022-09-16,20.412,20.821,20.082,20.591,400958.0
2022-09-17,20.412,20.821,20.082,20.591,400958.0
2022-09-18,20.412,20.821,20.082,20.591,400958.0
2022-09-19,20.601,20.951,20.492,20.731,74242.0
2022-09-20,20.701,20.721,19.903,20.023,188380.0
2022-09-21,20.132,20.212,19.653,19.863,54411.0
2022-09-22,19.913,19.913,18.965,19.014,112859.0
2022-09-23,18.984,19.209,18.286,18.815,188848.0
