,DEC LN Equity
2020-08-13,59.6031
2020-08-14,61.8977
2020-08-15,61.8977
2020-08-16,61.8977
2020-08-17,66.3866
2020-08-18,62.1452
2020-08-19,62.4993
2020-08-20,61.0231
2020-08-21,61.5863
2020-08-22,61.5863
2020-08-23,61.5863
2020-08-24,61.5863
2020-08-25,61.2705
2020-08-26,62.657
2020-08-27,59.8091
2020-08-28,61.4215
2020-08-29,61.4215
2020-08-30,61.4215
2020-08-31,61.4215
2020-09-01,59.2692
2020-09-02,58.9639
2020-09-03,60.5019
2020-09-04,60.9268
2020-09-05,60.9268
2020-09-06,60.9268
2020-09-07,61.3569
2020-09-08,59.6586
2020-09-09,59.6586
2020-09-10,57.6108
2020-09-11,57.8602
2020-09-12,57.8602
2020-09-13,57.8602
2020-09-14,54.2297
2020-09-15,56.5379
2020-09-16,55.2567
2020-09-17,53.3796
2020-09-18,54.706
2020-09-19,54.706
2020-09-20,54.706
2020-09-21,52.2457
2020-09-22,51.3499
2020-09-23,57.3958
2020-09-24,55.8986
2020-09-25,51.9719
2020-09-26,51.9719
2020-09-27,51.9719
2020-09-28,53.6558
2020-09-29,53.6558
2020-09-30,53.3697
2020-10-01,51.3859
2020-10-02,49.2227
2020-10-03,49.2227
2020-10-04,49.2227
2020-10-05,55.3052
2020-10-06,56.3861
2020-10-07,53.6992
2020-10-08,52.4075
2020-10-09,54.8777
2020-10-10,54.8777
2020-10-11,54.8777
2020-10-12,55.9527
2020-10-13,53.3242
2020-10-14,52.558
2020-10-15,53.0235
2020-10-16,51.7112
2020-10-17,51.7112
2020-10-18,51.7112
2020-10-19,51.7112
2020-10-20,51.7112
2020-10-21,51.4294
2020-10-22,52.5006
2020-10-23,53.0363
2020-10-24,53.0363
2020-10-25,53.0363
2020-10-26,52.7287
2020-10-27,53.8366
2020-10-28,53.8366
2020-10-29,58.751
2020-10-30,60.3594
2020-10-31,60.3594
2020-11-01,60.3594
2020-11-02,63.3185
2020-11-03,63.7188
2020-11-04,59.677
2020-11-05,59.0314
2020-11-06,57.1139
2020-11-07,57.1139
2020-11-08,57.1139
2020-11-09,58.5082
2020-11-10,57.8595
2020-11-11,60.1449
2020-11-12,58.8248
2020-11-13,57.2014
2020-11-14,57.2014
2020-11-15,57.2014
2020-11-16,57.2014
2020-11-17,56.2054
2020-11-18,55.8699
2020-11-19,55.5271
2020-11-20,55.1768
2020-11-21,55.1768
2020-11-22,55.1768
2020-11-23,55.4674
2020-11-24,55.7641
2020-11-25,56.6601
2020-11-26,56.2621
2020-11-27,56.5816
2020-11-28,56.5816
2020-11-29,56.5816
2020-11-30,56.9073
2020-12-01,58.5167
2020-12-02,55.1099
2020-12-03,52.7282
2020-12-04,53.4223
2020-12-05,53.4223
2020-12-06,53.4223
2020-12-07,49.6512
2020-12-08,53.3949
2020-12-09,54.3524
2020-12-10,55.6104
2020-12-11,57.4309
2020-12-12,57.4309
2020-12-13,57.4309
2020-12-14,58.6017
2020-12-15,58.8942
2020-12-16,60.0614
2020-12-17,60.3526
2020-12-18,58.5852
2020-12-19,58.5852
2020-12-20,58.5852
2020-12-21,56.4477
2020-12-22,58.0317
2020-12-23,59.2581
2020-12-24,60.1613
2020-12-25,60.1613
2020-12-26,60.1613
2020-12-27,60.1613
2020-12-28,60.1613
2020-12-29,61.9084
2020-12-30,62.4758
2020-12-31,58.4242
2021-01-01,58.4242
2021-01-02,58.4242
2021-01-03,58.4242
2021-01-04,58.4242
2021-01-05,59.9677
2021-01-06,60.2728
2021-01-07,58.88
2021-01-08,57.5053
2021-01-09,57.5053
2021-01-10,57.5053
2021-01-11,54.4374
2021-01-12,55.1447
2021-01-13,55.8536
2021-01-14,56.9104
2021-01-15,54.6547
2021-01-16,54.6547
2021-01-17,54.6547
2021-01-18,55.0235
2021-01-19,57.5253
2021-01-20,57.0563
2021-01-21,57.4155
2021-01-22,55.0346
2021-01-23,55.0346
2021-01-24,55.0346
2021-01-25,53.6536
2021-01-26,57.6815
2021-01-27,59.6597
2021-01-28,59.6597
2021-01-29,59.1664
2021-01-30,59.1664
2021-01-31,59.1664
2021-02-01,63.5335
2021-02-02,64.9196
2021-02-03,59.7507
2021-02-04,60.635
2021-02-05,68.3159
2021-02-06,68.3159
2021-02-07,68.3159
2021-02-08,69.4714
2021-02-09,68.1852
2021-02-10,66.9039
2021-02-11,64.4001
2021-02-12,63.9873
2021-02-13,63.9873
2021-02-14,63.9873
2021-02-15,67.4421
2021-02-16,70.0434
2021-02-17,70.2192
2021-02-18,69.7955
2021-02-19,69.9829
2021-02-20,69.9829
2021-02-21,69.9829
2021-02-22,62.3763
2021-02-23,59.8952
2021-02-24,60.8165
2021-02-25,63.626
2021-02-26,60.5183
2021-02-27,60.5183
2021-02-28,60.5183
2021-03-01,63.2038
2021-03-02,60.8966
2021-03-03,65.3792
2021-03-04,63.554
2021-03-05,64.4568
2021-03-06,64.4568
2021-03-07,64.4568
2021-03-08,61.0171
2021-03-09,51.9006
2021-03-10,50.9997
2021-03-11,51.6509
2021-03-12,50.7212
2021-03-13,50.7212
2021-03-14,50.7212
2021-03-15,47.2055
2021-03-16,44.7965
2021-03-17,44.6002
2021-03-18,45.5865
2021-03-19,44.1632
2021-03-20,44.1632
2021-03-21,44.1632
2021-03-22,45.4223
2021-03-23,43.9858
2021-03-24,45.5137
2021-03-25,44.468
2021-03-26,46.0079
2021-03-27,46.0079
2021-03-28,46.0079
2021-03-29,45.5722
2021-03-30,46.6183
2021-03-31,44.6221
2021-04-01,47.2198
2021-04-02,47.2198
2021-04-03,47.2198
2021-04-04,47.2198
2021-04-05,47.2198
2021-04-06,49.1922
2021-04-07,48.2594
2021-04-08,46.2194
2021-04-09,46.737
2021-04-10,46.737
2021-04-11,46.737
2021-04-12,48.5305
2021-04-13,49.2876
2021-04-14,48.0685
2021-04-15,46.1781
2021-04-16,46.72
2021-04-17,46.72
2021-04-18,46.72
2021-04-19,46.996
2021-04-20,43.9348
2021-04-21,45.8978
2021-04-22,44.7403
2021-04-23,44.0508
2021-04-24,44.0508
2021-04-25,44.0508
2021-04-26,45.499
2021-04-27,46.0766
2021-04-28,50.673
2021-04-29,55.3093
2021-04-30,58.9054
2021-05-01,58.9054
2021-05-02,58.9054
2021-05-03,58.9054
2021-05-04,56.3017
2021-05-05,55.7915
2021-05-06,57.0008
2021-05-07,59.6641
2021-05-08,59.6641
2021-05-09,59.6641
2021-05-10,60.3893
2021-05-11,54.7854
2021-05-12,55.561
2021-05-13,53.4277
2021-05-14,53.4277
2021-05-15,53.4277
2021-05-16,53.4277
2021-05-17,52.2353
2021-05-18,56.2735
2021-05-19,55.0694
2021-05-20,56.2319
2021-05-21,45.8097
2021-05-22,45.8097
2021-05-23,45.8097
2021-05-24,47.5832
2021-05-25,45.528
2021-05-26,44.5331
2021-05-27,43.3859
2021-05-28,42.2337
2021-05-29,42.2337
2021-05-30,42.2337
2021-05-31,42.2337
2021-06-01,45.8468
2021-06-02,44.3283
2021-06-03,44.5395
2021-06-04,44.1927
2021-06-05,44.1927
2021-06-06,44.1927
2021-06-07,46.7652
2021-06-08,45.3243
2021-06-09,44.6133
2021-06-10,43.7264
2021-06-11,46.3734
2021-06-12,46.3734
2021-06-13,46.3734
2021-06-14,48.0584
2021-06-15,48.4771
2021-06-16,47.8782
2021-06-17,45.7352
2021-06-18,43.1899
2021-06-19,43.1899
2021-06-20,43.1899
2021-06-21,43.4226
2021-06-22,42.699
2021-06-23,42.699
2021-06-24,40.8766
2021-06-25,43.615
2021-06-26,43.615
2021-06-27,43.615
2021-06-28,42.1464
2021-06-29,44.7908
2021-06-30,46.1789
2021-07-01,49.4649
2021-07-02,50.9118
2021-07-03,50.9118
2021-07-04,50.9118
2021-07-05,51.3237
2021-07-06,49.6014
2021-07-07,46.0078
2021-07-08,45.8171
2021-07-09,44.855
2021-07-10,44.855
2021-07-11,44.855
2021-07-12,43.5313
2021-07-13,43.7765
2021-07-14,43.3867
2021-07-15,40.6706
2021-07-16,42.8405
2021-07-17,42.8405
2021-07-18,42.8405
2021-07-19,41.1024
2021-07-20,40.041
2021-07-21,42.1032
2021-07-22,41.3673
2021-07-23,43.2899
2021-07-24,43.2899
2021-07-25,43.2899
2021-07-26,47.339
2021-07-27,47.5668
2021-07-28,49.8127
2021-07-29,49.1592
2021-07-30,49.6151
2021-07-31,49.6151
2021-08-01,49.6151
2021-08-02,48.2718
2021-08-03,49.22
2021-08-04,49.932
2021-08-05,46.5555
2021-08-06,46.5555
2021-08-07,46.5555
2021-08-08,46.5555
2021-08-09,45.0347
2021-08-10,49.6528
2021-08-11,52.2728
2021-08-12,53.5238
2021-08-13,52.5734
2021-08-14,52.5734
2021-08-15,52.5734
2021-08-16,50.2653
2021-08-17,50.2653
2021-08-18,50.7283
2021-08-19,50.0059
2021-08-20,52.1217
2021-08-21,52.1217
2021-08-22,52.1217
2021-08-23,53.4795
2021-08-24,53.2193
2021-08-25,53.4536
2021-08-26,52.6355
2021-08-27,52.3592
2021-08-28,52.3592
2021-08-29,52.3592
2021-08-30,52.3592
2021-08-31,56.8153
2021-09-01,54.0621
2021-09-02,57.2557
2021-09-03,55.6021
2021-09-04,55.6021
2021-09-05,55.6021
2021-09-06,60.1644
2021-09-07,56.2638
2021-09-08,57.9557
2021-09-09,55.9649
2021-09-10,58.3688
2021-09-11,58.3688
2021-09-12,58.3688
2021-09-13,58.7274
2021-09-14,57.1984
2021-09-15,60.2331
2021-09-16,60.5733
2021-09-17,59.7797
2021-09-18,59.7797
2021-09-19,59.7797
2021-09-20,57.9472
2021-09-21,56.9159
2021-09-22,57.1133
2021-09-23,58.6801
2021-09-24,57.8601
2021-09-25,57.8601
2021-09-26,57.8601
2021-09-27,59.2351
2021-09-28,58.9508
2021-09-29,60.5189
2021-09-30,62.0198
2021-10-01,63.1079
2021-10-02,63.1079
2021-10-03,63.1079
2021-10-04,62.4905
2021-10-05,63.5957
2021-10-06,62.3292
2021-10-07,66.1633
2021-10-08,69.5186
2021-10-09,69.5186
2021-10-10,69.5186
2021-10-11,66.2675
2021-10-12,42.639
2021-10-13,43.7908
2021-10-14,47.3822
2021-10-15,47.3822
2021-10-16,47.3822
2021-10-17,47.3822
2021-10-18,51.0223
2021-10-19,53.4223
2021-10-20,52.8272
2021-10-21,52.6755
2021-10-22,52.8157
2021-10-23,52.8157
2021-10-24,52.8157
2021-10-25,53.2456
2021-10-26,53.9687
2021-10-27,54.2614
2021-10-28,53.9068
2021-10-29,52.6607
2021-10-30,52.6607
2021-10-31,52.6607
2021-11-01,53.7663
2021-11-02,45.3199
2021-11-03,47.9812
2021-11-04,45.6812
2021-11-05,44.3865
2021-11-06,44.3865
2021-11-07,44.3865
2021-11-08,43.4938
2021-11-09,43.6612
2021-11-10,42.237
2021-11-11,43.9563
2021-11-12,44.4692
2021-11-13,44.4692
2021-11-14,44.4692
2021-11-15,45.3319
2021-11-16,45.854
2021-11-17,47.9125
2021-11-18,48.2517
2021-11-19,46.832
2021-11-20,46.832
2021-11-21,46.832
2021-11-22,47.366
2021-11-23,48.9571
2021-11-24,47.7946
2021-11-25,47.7969
2021-11-26,44.6298
2021-11-27,44.6298
2021-11-28,44.6298
2021-11-29,46.3711
2021-11-30,44.2899
2021-12-01,45.0745
2021-12-02,44.2683
2021-12-03,43.8625
2021-12-04,43.8625
2021-12-05,43.8625
2021-12-06,44.4941
2021-12-07,47.2568
2021-12-08,49.9303
2021-12-09,49.1933
2021-12-10,47.7355
2021-12-11,47.7355
2021-12-12,47.7355
2021-12-13,46.6626
2021-12-14,46.1263
2021-12-15,45.5844
2021-12-16,49.6629
2021-12-17,47.2801
2021-12-18,47.2801
2021-12-19,47.2801
2021-12-20,46.3944
2021-12-21,47.4135
2021-12-22,49.2113
2021-12-23,50.19
2021-12-24,49.7929
2021-12-25,49.7929
2021-12-26,49.7929
2021-12-27,49.7929
2021-12-28,49.7929
2021-12-29,52.5131
2021-12-30,50.2981
2021-12-31,50.4945
2022-01-01,50.4945
2022-01-02,50.4945
2022-01-03,50.4945
2022-01-04,55.5784
2022-01-05,53.1581
2022-01-06,53.5072
2022-01-07,53.6857
2022-01-08,53.6857
2022-01-09,53.6857
2022-01-10,53.4733
2022-01-11,53.4733
2022-01-12,55.3632
2022-01-13,55.3632
2022-01-14,57.2227
2022-01-15,57.2227
2022-01-16,57.2227
2022-01-17,57.2227
2022-01-18,59.0484
2022-01-19,56.0774
2022-01-20,54.887
2022-01-21,51.9226
2022-01-22,51.9226
2022-01-23,51.9226
2022-01-24,47.8128
2022-01-25,50.2567
2022-01-26,51.6237
2022-01-27,50.3957
2022-01-28,50.7992
2022-01-29,50.7992
2022-01-30,50.7992
2022-01-31,49.9583
2022-02-01,49.7453
2022-02-02,50.8295
2022-02-03,49.5037
2022-02-04,50.8305
2022-02-05,50.8305
2022-02-06,50.8305
2022-02-07,53.9591
2022-02-08,51.2598
2022-02-09,55.6579
2022-02-10,57.8802
2022-02-11,59.6503
2022-02-12,59.6503
2022-02-13,59.6503
2022-02-14,56.1026
2022-02-15,55.0443
2022-02-16,56.733
2022-02-17,55.2306
2022-02-18,55.7501
2022-02-19,55.7501
2022-02-20,55.7501
2022-02-21,55.528
2022-02-22,55.0738
2022-02-23,54.6118
2022-02-24,53.226
2022-02-25,56.286
2022-02-26,56.286
2022-02-27,56.286
2022-02-28,58.894
2022-03-01,57.0172
2022-03-02,55.6415
2022-03-03,52.6901
2022-03-04,51.6086
2022-03-05,51.6086
2022-03-06,51.6086
2022-03-07,53.955
2022-03-08,55.979
2022-03-09,54.6241
2022-03-10,54.9997
2022-03-11,52.9591
2022-03-12,52.9591
2022-03-13,52.9591
2022-03-14,49.3793
2022-03-15,49.9964
2022-03-16,52.2062
2022-03-17,54.2957
2022-03-18,54.2957
2022-03-19,54.2957
2022-03-20,54.2957
2022-03-21,57.0366
2022-03-22,58.5785
2022-03-23,59.2509
2022-03-24,55.5216
2022-03-25,59.1765
2022-03-26,59.1765
2022-03-27,59.1765
2022-03-28,56.7638
2022-03-29,55.9064
2022-03-30,57.7231
2022-03-31,58.2089
2022-04-01,59.2582
2022-04-02,59.2582
2022-04-03,59.2582
2022-04-04,57.0909
2022-04-05,59.7367
2022-04-06,57.3001
2022-04-07,56.5409
2022-04-08,57.3755
2022-04-09,57.3755
2022-04-10,57.3755
2022-04-11,54.7645
2022-04-12,56.0574
2022-04-13,52.8293
2022-04-14,53.8058
2022-04-15,53.8058
2022-04-16,53.8058
2022-04-17,53.8058
2022-04-18,53.8058
2022-04-19,52.9806
2022-04-20,52.4605
2022-04-21,52.2482
2022-04-22,52.4473
2022-04-23,52.4473
2022-04-24,52.4473
2022-04-25,50.9106
2022-04-26,53.9044
2022-04-27,54.3841
2022-04-28,55.7188
2022-04-29,57.8163
2022-04-30,57.8163
2022-05-01,57.8163
2022-05-02,57.8163
2022-05-03,60.271
2022-05-04,61.1579
2022-05-05,58.1081
2022-05-06,58.6204
2022-05-07,58.6204
2022-05-08,58.6204
2022-05-09,51.5546
2022-05-10,52.1058
2022-05-11,53.6517
2022-05-12,51.7216
2022-05-13,54.6527
2022-05-14,54.6527
2022-05-15,54.6527
2022-05-16,56.0739
2022-05-17,54.5144
2022-05-18,51.8303
2022-05-19,54.5726
2022-05-20,55.5542
2022-05-21,55.5542
2022-05-22,55.5542
2022-05-23,58.3474
2022-05-24,54.8787
2022-05-25,55.962
2022-05-26,58.5986
2022-05-27,57.7786
2022-05-28,57.7786
2022-05-29,57.7786
2022-05-30,58.4552
2022-05-31,57.7111
2022-06-01,55.9228
2022-06-02,55.9228
2022-06-03,55.9228
2022-06-04,55.9228
2022-06-05,55.9228
2022-06-06,57.2919
2022-06-07,58.2391
2022-06-08,58.3187
2022-06-09,57.4121
2022-06-10,55.7314
2022-06-11,55.7314
2022-06-12,55.7314
2022-06-13,53.8821
2022-06-14,53.1312
2022-06-15,52.9132
2022-06-16,52.03
2022-06-17,45.3706
2022-06-18,45.3706
2022-06-19,45.3706
2022-06-20,47.3195
2022-06-21,47.9264
2022-06-22,45.487
2022-06-23,47.2362
2022-06-24,45.8921
2022-06-25,45.8921
2022-06-26,45.8921
2022-06-27,48.1315
2022-06-28,49.6978
2022-06-29,47.0347
2022-06-30,45.7236
2022-07-01,44.7768
2022-07-02,44.7768
2022-07-03,44.7768
2022-07-04,46.847
2022-07-05,45.352
2022-07-06,42.6207
2022-07-07,46.7431
2022-07-08,45.9927
2022-07-09,45.9927
2022-07-10,45.9927
2022-07-11,47.3527
2022-07-12,45.0078
2022-07-13,45.5063
2022-07-14,43.9405
2022-07-15,45.7692
2022-07-16,45.7692
2022-07-17,45.7692
2022-07-18,48.8385
2022-07-19,48.8385
2022-07-20,50.3423
2022-07-21,50.1517
2022-07-22,50.0537
2022-07-23,50.0537
2022-07-24,50.0537
2022-07-25,52.0882
2022-07-26,52.4697
2022-07-27,53.8016
2022-07-28,55.9017
2022-07-29,58.8467
2022-07-30,58.8467
2022-07-31,58.8467
2022-08-01,58.3858
2022-08-02,58.9677
2022-08-03,59.3873
2022-08-04,56.7458
2022-08-05,58.9766
2022-08-06,58.9766
2022-08-07,58.9766
2022-08-08,59.0606
2022-08-09,60.5644
2022-08-10,60.7302
2022-08-11,63.8727
2022-08-12,65.5822
2022-08-13,65.5822
2022-08-14,65.5822
2022-08-15,67.0603
2022-08-16,67.8396
2022-08-17,68.6079
2022-08-18,70.9971
2022-08-19,68.3081
2022-08-20,68.3081
2022-08-21,68.3081
2022-08-22,65.8567
2022-08-23,67.6876
2022-08-24,65.4346
2022-08-25,66.3987
2022-08-26,65.1455
2022-08-27,65.1455
2022-08-28,65.1455
2022-08-29,65.1455
2022-08-30,57.909
2022-08-31,56.9881
2022-09-01,54.1928
2022-09-02,56.2169
2022-09-03,56.2169
2022-09-04,56.2169
2022-09-05,57.5368
2022-09-06,56.3987
2022-09-07,55.067
2022-09-08,56.537
2022-09-09,57.8062
2022-09-10,57.8062
2022-09-11,57.8062
2022-09-12,58.1225
2022-09-13,57.2349
2022-09-14,57.653
2022-09-15,56.1757
2022-09-16,53.1416
2022-09-17,53.1416
2022-09-18,53.1416
2022-09-19,53.1416
2022-09-20,54.4151
2022-09-21,56.3438
2022-09-22,56.4305
2022-09-23,48.8976
2022-09-24,48.8976
2022-09-25,48.8976
2022-09-26,48.2754
2022-09-27,50.8627
2022-09-28,52.4446
2022-09-29,55.3368
2022-09-30,54.2639
2022-10-01,54.2639
2022-10-02,54.2639
2022-10-03,54.6771
2022-10-04,58.7627
2022-10-05,59.3351
2022-10-06,58.1863
2022-10-07,58.1863
2022-10-08,58.1863
2022-10-09,58.1863
2022-10-10,54.0148
2022-10-11,52.8672
2022-10-12,50.2883
2022-10-13,53.396
2022-10-14,51.2463
2022-10-15,51.2463
2022-10-16,51.2463
2022-10-17,51.8314
2022-10-18,48.6395
2022-10-19,49.8484
2022-10-20,51.2887
2022-10-21,50.5815
2022-10-22,50.5815
2022-10-23,50.5815
2022-10-24,50.8444
2022-10-25,51.2025
2022-10-26,51.5675
2022-10-27,50.3026
2022-10-28,48.0515
2022-10-29,48.0515
2022-10-30,48.0515
2022-10-31,48.7436
2022-11-01,50.4979
2022-11-02,51.5463
2022-11-03,52.3063
2022-11-04,52.6901
2022-11-05,52.6901
2022-11-06,52.6901
2022-11-07,53.2735
2022-11-08,51.2048
2022-11-09,50.458
2022-11-10,50.3495
2022-11-11,54.4999
2022-11-12,54.4999
2022-11-13,54.4999
2022-11-14,54.5957
2022-11-15,49.2357
2022-11-16,49.0365
2022-11-17,48.0313
2022-11-18,48.0313
2022-11-19,48.0313
2022-11-20,48.0313
2022-11-21,47.6135
2022-11-22,49.4335
2022-11-23,49.1026
2022-11-24,48.5639
2022-11-25,49.5445
2022-11-26,49.5445
2022-11-27,49.5445
2022-11-28,47.8916
2022-11-29,51.1434
2022-11-30,53.3731
2022-12-01,52.2628
2022-12-02,50.4532
2022-12-03,50.4532
2022-12-04,50.4532
2022-12-05,49.6237
2022-12-06,44.5377
2022-12-07,42.3408
2022-12-08,45.8262
2022-12-09,44.6703
2022-12-10,44.6703
2022-12-11,44.6703
2022-12-12,46.418
2022-12-13,46.9953
2022-12-14,46.071
2022-12-15,46.071
2022-12-16,42.8633
2022-12-17,42.8633
2022-12-18,42.8633
2022-12-19,45.4421
2022-12-20,43.9755
2022-12-21,45.3144
2022-12-22,44.514
2022-12-23,44.111
2022-12-24,44.111
2022-12-25,44.111
2022-12-26,44.111
2022-12-27,44.111
2022-12-28,45.6384
2022-12-29,44.0806
2022-12-30,43.9771
2022-12-31,43.9771
2023-01-01,43.9771
2023-01-02,43.9771
2023-01-03,41.6499
2023-01-04,40.4933
2023-01-05,42.0201
2023-01-06,43.1181
2023-01-07,43.1181
2023-01-08,43.1181
2023-01-09,43.0128
2023-01-10,42.3703
2023-01-11,41.4106
2023-01-12,44.7209
2023-01-13,46.8806
2023-01-14,46.8806
2023-01-15,46.8806
2023-01-16,45.952
2023-01-17,46.2275
2023-01-18,47.3381
2023-01-19,45.7496
2023-01-20,47.9725
2023-01-21,47.9725
2023-01-22,47.9725
2023-01-23,49.0522
2023-01-24,49.3242
2023-01-25,46.2586
2023-01-26,44.2436
2023-01-27,41.8057
2023-01-28,41.8057
2023-01-29,41.8057
2023-01-30,39.4545
2023-01-31,40.6554
2023-02-01,40.6554
2023-02-02,41.5854
2023-02-03,41.251
2023-02-04,41.251
2023-02-05,41.251
2023-02-06,40.7986
2023-02-07,39.2402
2023-02-08,41.708
2023-02-09,38.4748
2023-02-10,39.446
2023-02-11,39.446
2023-02-12,39.446
2023-02-13,37.5066
2023-02-14,37.5066
2023-02-15,36.1067
2023-02-16,36.0074
2023-02-17,35.1084
2023-02-18,35.1084
2023-02-19,35.1084
2023-02-20,34.034
2023-02-21,32.3578
2023-02-22,33.8556
2023-02-23,36.0527
2023-02-24,36.5974
2023-02-25,36.5974
2023-02-26,36.5974
2023-02-27,38.9293
2023-02-28,38.2575
2023-03-01,37.1521
2023-03-02,41.7352
2023-03-03,43.2527
2023-03-04,43.2527
2023-03-05,43.2527
2023-03-06,39.3102
2023-03-07,38.1818
2023-03-08,40.858
2023-03-09,40.0729
2023-03-10,38.3311
2023-03-11,38.3311
2023-03-12,38.3311
2023-03-13,34.721
2023-03-14,36.1501
2023-03-15,33.392
2023-03-16,32.4823
2023-03-17,36.0073
