,BUR LN Equity
2020-06-24,51.0762
2020-06-25,50.0671
2020-06-26,50.477
2020-06-27,50.477
2020-06-28,50.477
2020-06-29,48.9664
2020-06-30,48.5443
2020-07-01,48.0303
2020-07-02,52.2815
2020-07-03,50.9733
2020-07-04,50.9733
2020-07-05,50.9733
2020-07-06,53.3555
2020-07-07,54.2223
2020-07-08,53.7899
2020-07-09,53.2172
2020-07-10,52.0142
2020-07-11,52.0142
2020-07-12,52.0142
2020-07-13,53.7151
2020-07-14,53.0859
2020-07-15,53.9405
2020-07-16,54.9455
2020-07-17,54.5001
2020-07-18,54.5001
2020-07-19,54.5001
2020-07-20,55.0387
2020-07-21,56.1311
2020-07-22,55.6951
2020-07-23,55.1124
2020-07-24,54.5223
2020-07-25,54.5223
2020-07-26,54.5223
2020-07-27,54.9217
2020-07-28,56.0596
2020-07-29,59.7476
2020-07-30,54.6036
2020-07-31,52.4508
2020-08-01,52.4508
2020-08-02,52.4508
2020-08-03,53.4383
2020-08-04,54.982
2020-08-05,55.2777
2020-08-06,54.3544
2020-08-07,53.1828
2020-08-08,53.1828
2020-08-09,53.1828
2020-08-10,54.1451
2020-08-11,56.3128
2020-08-12,54.8285
2020-08-13,54.3268
2020-08-14,54.4705
2020-08-15,54.4705
2020-08-16,54.4705
2020-08-17,53.7953
2020-08-18,53.0396
2020-08-19,52.8603
2020-08-20,49.406
2020-08-21,49.5764
2020-08-22,49.5764
2020-08-23,49.5764
2020-08-24,52.2169
2020-08-25,53.5763
2020-08-26,55.1387
2020-08-27,54.2345
2020-08-28,54.0995
2020-08-29,54.0995
2020-08-30,54.0995
2020-08-31,54.0995
2020-09-01,55.9153
2020-09-02,57.4393
2020-09-03,52.1144
2020-09-04,53.0156
2020-09-05,53.0156
2020-09-06,53.0156
2020-09-07,54.2188
2020-09-08,53.8752
2020-09-09,53.1251
2020-09-10,54.5739
2020-09-11,52.4635
2020-09-12,52.4635
2020-09-13,52.4635
2020-09-14,53.8367
2020-09-15,55.1762
2020-09-16,58.0017
2020-09-17,56.5273
2020-09-18,55.3516
2020-09-19,55.3516
2020-09-20,55.3516
2020-09-21,51.2068
2020-09-22,51.6337
2020-09-23,54.7289
2020-09-24,52.8757
2020-09-25,54.1473
2020-09-26,54.1473
2020-09-27,54.1473
2020-09-28,53.8834
2020-09-29,51.9708
2020-09-30,57.393
2020-10-01,61.5466
2020-10-02,57.0474
2020-10-03,57.0474
2020-10-04,57.0474
2020-10-05,61.4162
2020-10-06,63.3044
2020-10-07,62.1538
2020-10-08,63.0748
2020-10-09,64.9869
2020-10-10,64.9869
2020-10-11,64.9869
2020-10-12,67.1111
2020-10-13,65.728
2020-10-14,61.9291
2020-10-15,60.2381
2020-10-16,60.4124
2020-10-17,60.4124
2020-10-18,60.4124
2020-10-19,62.966
2020-10-20,64.1014
2020-10-21,59.6506
2020-10-22,57.4603
2020-10-23,57.8678
2020-10-24,57.8678
2020-10-25,57.8678
2020-10-26,57.147
2020-10-27,55.413
2020-10-28,52.6427
2020-10-29,51.7506
2020-10-30,51.5129
2020-10-31,51.5129
2020-11-01,51.5129
2020-11-02,50.0853
2020-11-03,53.5479
2020-11-04,56.0928
2020-11-05,55.9921
2020-11-06,54.0344
2020-11-07,54.0344
2020-11-08,54.0344
2020-11-09,56.1879
2020-11-10,56.6634
2020-11-11,56.2947
2020-11-12,56.1328
2020-11-13,58.2845
2020-11-14,58.2845
2020-11-15,58.2845
2020-11-16,59.4325
2020-11-17,57.6773
2020-11-18,60.003
2020-11-19,58.372
2020-11-20,58.4927
2020-11-21,58.4927
2020-11-22,58.4927
2020-11-23,60.0894
2020-11-24,60.4045
2020-11-25,59.9759
2020-11-26,59.7878
2020-11-27,57.19
2020-11-28,57.19
2020-11-29,57.19
2020-11-30,55.8161
2020-12-01,57.4262
2020-12-02,55.5708
2020-12-03,53.55
2020-12-04,51.7158
2020-12-05,51.7158
2020-12-06,51.7158
2020-12-07,50.2587
2020-12-08,50.3658
2020-12-09,53.6217
2020-12-10,49.8621
2020-12-11,49.4015
2020-12-12,49.4015
2020-12-13,49.4015
2020-12-14,50.3505
2020-12-15,52.2053
2020-12-16,53.2099
2020-12-17,52.2443
2020-12-18,51.9005
2020-12-19,51.9005
2020-12-20,51.9005
2020-12-21,51.0318
2020-12-22,49.5449
2020-12-23,51.6201
2020-12-24,51.3837
2020-12-25,51.3837
2020-12-26,51.3837
2020-12-27,51.3837
2020-12-28,51.3837
2020-12-29,51.1415
2020-12-30,50.4647
2020-12-31,50.6489
2021-01-01,50.6489
2021-01-02,50.6489
2021-01-03,50.6489
2021-01-04,49.8182
2021-01-05,53.1221
2021-01-06,50.8148
2021-01-07,49.7591
2021-01-08,48.8936
2021-01-09,48.8936
2021-01-10,48.8936
2021-01-11,46.3897
2021-01-12,45.2482
2021-01-13,43.4243
2021-01-14,42.5111
2021-01-15,42.4568
2021-01-16,42.4568
2021-01-17,42.4568
2021-01-18,43.2076
2021-01-19,44.6278
2021-01-20,45.5179
2021-01-21,45.8928
2021-01-22,44.6841
2021-01-23,44.6841
2021-01-24,44.6841
2021-01-25,41.0356
2021-01-26,40.9241
2021-01-27,39.0577
2021-01-28,42.8634
2021-01-29,41.6852
2021-01-30,41.6852
2021-01-31,41.6852
2021-02-01,43.5946
2021-02-02,44.718
2021-02-03,42.7227
2021-02-04,42.7227
2021-02-05,41.8989
2021-02-06,41.8989
2021-02-07,41.8989
2021-02-08,41.1946
2021-02-09,43.4089
2021-02-10,47.7785
2021-02-11,46.5602
2021-02-12,46.2392
2021-02-13,46.2392
2021-02-14,46.2392
2021-02-15,49.4817
2021-02-16,54.412
2021-02-17,48.5099
2021-02-18,47.434
2021-02-19,47.3197
2021-02-20,47.3197
2021-02-21,47.3197
2021-02-22,46.2253
2021-02-23,48.2457
2021-02-24,48.8865
2021-02-25,47.8446
2021-02-26,44.0197
2021-02-27,44.0197
2021-02-28,44.0197
2021-03-01,44.2263
2021-03-02,42.6004
2021-03-03,44.7708
2021-03-04,42.6709
2021-03-05,41.8381
2021-03-06,41.8381
2021-03-07,41.8381
2021-03-08,42.9186
2021-03-09,44.9633
2021-03-10,44.9633
2021-03-11,45.8228
2021-03-12,45.7612
2021-03-13,45.7612
2021-03-14,45.7612
2021-03-15,45.9116
2021-03-16,45.2622
2021-03-17,42.9974
2021-03-18,46.0242
2021-03-19,45.7664
2021-03-20,45.7664
2021-03-21,45.7664
2021-03-22,45.7001
2021-03-23,43.9252
2021-03-24,43.7299
2021-03-25,42.3036
2021-03-26,42.7427
2021-03-27,42.7427
2021-03-28,42.7427
2021-03-29,45.8141
2021-03-30,48.2853
2021-03-31,49.5146
2021-04-01,57.7596
2021-04-02,57.7596
2021-04-03,57.7596
2021-04-04,57.7596
2021-04-05,57.7596
2021-04-06,62.6752
2021-04-07,61.9967
2021-04-08,60.1989
2021-04-09,59.8251
2021-04-10,59.8251
2021-04-11,59.8251
2021-04-12,59.9281
2021-04-13,59.7696
2021-04-14,60.366
2021-04-15,59.0488
2021-04-16,61.4422
2021-04-17,61.4422
2021-04-18,61.4422
2021-04-19,65.1748
2021-04-20,64.5943
2021-04-21,66.6571
2021-04-22,70.278
2021-04-23,69.0532
2021-04-24,69.0532
2021-04-25,69.0532
2021-04-26,70.6077
2021-04-27,72.8815
2021-04-28,73.9954
2021-04-29,74.9208
2021-04-30,76.2207
2021-05-01,76.2207
2021-05-02,76.2207
2021-05-03,76.2207
2021-05-04,70.2977
2021-05-05,69.6434
2021-05-06,68.113
2021-05-07,70.1488
2021-05-08,70.1488
2021-05-09,70.1488
2021-05-10,70.7618
2021-05-11,64.9652
2021-05-12,62.2642
2021-05-13,58.7391
2021-05-14,60.6225
2021-05-15,60.6225
2021-05-16,60.6225
2021-05-17,59.2521
2021-05-18,58.7938
2021-05-19,57.5279
2021-05-20,57.6992
2021-05-21,57.281
2021-05-22,57.281
2021-05-23,57.281
2021-05-24,54.9838
2021-05-25,56.0132
2021-05-26,56.3884
2021-05-27,56.0573
2021-05-28,57.7522
2021-05-29,57.7522
2021-05-30,57.7522
2021-05-31,57.7522
2021-06-01,56.5278
2021-06-02,55.6288
2021-06-03,54.2891
2021-06-04,54.505
2021-06-05,54.505
2021-06-06,54.505
2021-06-07,52.5783
2021-06-08,52.0078
2021-06-09,51.3039
2021-06-10,50.7228
2021-06-11,50.7869
2021-06-12,50.7869
2021-06-13,50.7869
2021-06-14,48.6286
2021-06-15,48.9685
2021-06-16,51.6807
2021-06-17,50.2652
2021-06-18,46.9699
2021-06-19,46.9699
2021-06-20,46.9699
2021-06-21,49.1581
2021-06-22,49.9989
2021-06-23,50.1301
2021-06-24,50.1301
2021-06-25,47.2748
2021-06-26,47.2748
2021-06-27,47.2748
2021-06-28,45.2296
2021-06-29,44.9855
2021-06-30,44.2446
2021-07-01,47.6627
2021-07-02,47.8066
2021-07-03,47.8066
2021-07-04,47.8066
2021-07-05,44.3968
2021-07-06,44.3968
2021-07-07,44.0852
2021-07-08,43.2685
2021-07-09,46.2029
2021-07-10,46.2029
2021-07-11,46.2029
2021-07-12,48.0801
2021-07-13,50.5096
2021-07-14,48.9756
2021-07-15,45.3488
2021-07-16,47.0159
2021-07-17,47.0159
2021-07-18,47.0159
2021-07-19,43.44
2021-07-20,44.6734
2021-07-21,50.1624
2021-07-22,49.4892
2021-07-23,50.3662
2021-07-24,50.3662
2021-07-25,50.3662
2021-07-26,50.4297
2021-07-27,48.3165
2021-07-28,48.1268
2021-07-29,52.6165
2021-07-30,51.952
2021-07-31,51.952
2021-08-01,51.952
2021-08-02,50.3725
2021-08-03,49.1488
2021-08-04,53.4581
2021-08-05,53.5163
2021-08-06,54.9163
2021-08-07,54.9163
2021-08-08,54.9163
2021-08-09,54.4217
2021-08-10,55.661
2021-08-11,57.6464
2021-08-12,58.1996
2021-08-13,57.271
2021-08-14,57.271
2021-08-15,57.271
2021-08-16,55.5887
2021-08-17,54.9812
2021-08-18,56.2187
2021-08-19,57.1328
2021-08-20,58.2159
2021-08-21,58.2159
2021-08-22,58.2159
2021-08-23,54.7946
2021-08-24,57.6114
2021-08-25,60.3316
2021-08-26,59.541
2021-08-27,60.6609
2021-08-28,60.6609
2021-08-29,60.6609
2021-08-30,60.6609
2021-08-31,62.9825
2021-09-01,60.1105
2021-09-02,59.1037
2021-09-03,54.8625
2021-09-04,54.8625
2021-09-05,54.8625
2021-09-06,54.8625
2021-09-07,53.7942
2021-09-08,53.7942
2021-09-09,50.7617
2021-09-10,46.5914
2021-09-11,46.5914
2021-09-12,46.5914
2021-09-13,46.3526
2021-09-14,45.2727
2021-09-15,45.1517
2021-09-16,44.842
2021-09-17,46.7321
2021-09-18,46.7321
2021-09-19,46.7321
2021-09-20,45.8863
2021-09-21,47.0306
2021-09-22,51.4881
2021-09-23,50.8556
2021-09-24,50.7839
2021-09-25,50.7839
2021-09-26,50.7839
2021-09-27,50.4163
2021-09-28,49.4533
2021-09-29,50.5065
2021-09-30,50.3514
2021-10-01,49.642
2021-10-02,49.642
2021-10-03,49.642
2021-10-04,50.602
2021-10-05,50.7638
2021-10-06,47.693
2021-10-07,46.0255
2021-10-08,46.3781
2021-10-09,46.3781
2021-10-10,46.3781
2021-10-11,45.0832
2021-10-12,44.7789
2021-10-13,45.8193
2021-10-14,48.9833
2021-10-15,49.7637
2021-10-16,49.7637
2021-10-17,49.7637
2021-10-18,48.3194
2021-10-19,47.3986
2021-10-20,47.0613
2021-10-21,49.744
2021-10-22,50.9845
2021-10-23,50.9845
2021-10-24,50.9845
2021-10-25,48.9318
2021-10-26,50.1064
2021-10-27,45.5997
2021-10-28,42.251
2021-10-29,41.905
2021-10-30,41.905
2021-10-31,41.905
2021-11-01,44.4466
2021-11-02,53.8784
2021-11-03,53.1138
2021-11-04,55.7758
2021-11-05,57.0673
2021-11-06,57.0673
2021-11-07,57.0673
2021-11-08,55.6268
2021-11-09,53.605
2021-11-10,51.8069
2021-11-11,55.2122
2021-11-12,53.3477
2021-11-13,53.3477
2021-11-14,53.3477
2021-11-15,54.6161
2021-11-16,52.7612
2021-11-17,51.3891
2021-11-18,48.8966
2021-11-19,47.5706
2021-11-20,47.5706
2021-11-21,47.5706
2021-11-22,47.1735
2021-11-23,47.2494
2021-11-24,47.6386
2021-11-25,48.0352
2021-11-26,44.3517
2021-11-27,44.3517
2021-11-28,44.3517
2021-11-29,45.8116
2021-11-30,44.8646
2021-12-01,46.0189
2021-12-02,44.1738
2021-12-03,43.2437
2021-12-04,43.2437
2021-12-05,43.2437
2021-12-06,48.6736
2021-12-07,48.1827
2021-12-08,46.788
2021-12-09,46.788
2021-12-10,46.2154
2021-12-11,46.2154
2021-12-12,46.2154
2021-12-13,44.4564
2021-12-14,43.2309
2021-12-15,44.1163
2021-12-16,46.1158
2021-12-17,44.6082
2021-12-18,44.6082
2021-12-19,44.6082
2021-12-20,41.4696
2021-12-21,47.4145
2021-12-22,46.4124
2021-12-23,48.2964
2021-12-24,48.5211
2021-12-25,48.5211
2021-12-26,48.5211
2021-12-27,48.5211
2021-12-28,48.5211
2021-12-29,46.2349
2021-12-30,46.7851
2021-12-31,48.9469
2022-01-01,48.9469
2022-01-02,48.9469
2022-01-03,48.9469
2022-01-04,53.5484
2022-01-05,49.2359
2022-01-06,49.1699
2022-01-07,48.8309
2022-01-08,48.8309
2022-01-09,48.8309
2022-01-10,47.2148
2022-01-11,46.0969
2022-01-12,45.0582
2022-01-13,44.3475
2022-01-14,42.5185
2022-01-15,42.5185
2022-01-16,42.5185
2022-01-17,44.2412
2022-01-18,43.2827
2022-01-19,42.8347
2022-01-20,40.9553
2022-01-21,40.2848
2022-01-22,40.2848
2022-01-23,40.2848
2022-01-24,35.8182
2022-01-25,36.9783
2022-01-26,37.1591
2022-01-27,37.104
2022-01-28,36.766
2022-01-29,36.766
2022-01-30,36.766
2022-01-31,38.9711
2022-02-01,41.5387
2022-02-02,43.7254
2022-02-03,43.5233
2022-02-04,42.5734
2022-02-05,42.5734
2022-02-06,42.5734
2022-02-07,42.0981
2022-02-08,40.8841
2022-02-09,45.2405
2022-02-10,45.2405
2022-02-11,44.5812
2022-02-12,44.5812
2022-02-13,44.5812
2022-02-14,43.3471
2022-02-15,44.1932
2022-02-16,45.7757
2022-02-17,44.6959
2022-02-18,42.475
2022-02-19,42.475
2022-02-20,42.475
2022-02-21,41.7595
2022-02-22,41.7595
2022-02-23,41.2391
2022-02-24,41.0125
2022-02-25,48.266
2022-02-26,48.266
2022-02-27,48.266
2022-02-28,51.5945
2022-03-01,47.5587
2022-03-02,46.6701
2022-03-03,43.2562
2022-03-04,40.7989
2022-03-05,40.7989
2022-03-06,40.7989
2022-03-07,39.375
2022-03-08,40.8868
2022-03-09,46.2681
2022-03-10,45.9404
2022-03-11,46.7212
2022-03-12,46.7212
2022-03-13,46.7212
2022-03-14,48.1167
2022-03-15,47.7573
2022-03-16,48.8638
2022-03-17,51.4473
2022-03-18,51.1329
2022-03-19,51.1329
2022-03-20,51.1329
2022-03-21,50.1811
2022-03-22,51.1222
2022-03-23,53.399
2022-03-24,56.2122
2022-03-25,54.4277
2022-03-26,54.4277
2022-03-27,54.4277
2022-03-28,54.6405
2022-03-29,54.6405
2022-03-30,53.3953
2022-03-31,47.0563
2022-04-01,48.248
2022-04-02,48.248
2022-04-03,48.248
2022-04-04,50.8425
2022-04-05,53.4687
2022-04-06,49.4096
2022-04-07,49.981
2022-04-08,50.3436
2022-04-09,50.3436
2022-04-10,50.3436
2022-04-11,49.3808
2022-04-12,49.3808
2022-04-13,48.6908
2022-04-14,48.535
2022-04-15,48.535
2022-04-16,48.535
2022-04-17,48.535
2022-04-18,48.535
2022-04-19,46.9039
2022-04-20,46.14
2022-04-21,46.4109
2022-04-22,44.8553
2022-04-23,44.8553
2022-04-24,44.8553
2022-04-25,44.4698
2022-04-26,44.862
2022-04-27,44.7802
2022-04-28,43.4685
2022-04-29,46.1214
2022-04-30,46.1214
2022-05-01,46.1214
2022-05-02,46.1214
2022-05-03,44.8649
2022-05-04,41.0826
2022-05-05,42.515
2022-05-06,38.9467
2022-05-07,38.9467
2022-05-08,38.9467
2022-05-09,36.3478
2022-05-10,35.5302
2022-05-11,38.397
2022-05-12,37.9605
2022-05-13,41.126
2022-05-14,41.126
2022-05-15,41.126
2022-05-16,41.4159
2022-05-17,42.9653
2022-05-18,41.6823
2022-05-19,40.2991
2022-05-20,41.4054
2022-05-21,41.4054
2022-05-22,41.4054
2022-05-23,45.3129
2022-05-24,44.7854
2022-05-25,46.084
2022-05-26,50.1014
2022-05-27,52.2624
2022-05-28,52.2624
2022-05-29,52.2624
2022-05-30,54.7407
2022-05-31,55.3224
2022-06-01,56.8983
2022-06-02,56.8983
2022-06-03,56.8983
2022-06-04,56.8983
2022-06-05,56.8983
2022-06-06,60.7993
2022-06-07,60.6101
2022-06-08,60.3189
2022-06-09,62.2574
2022-06-10,61.0629
2022-06-11,61.0629
2022-06-12,61.0629
2022-06-13,56.3986
2022-06-14,59.2935
2022-06-15,60.732
2022-06-16,54.2829
2022-06-17,55.0427
2022-06-18,55.0427
2022-06-19,55.0427
2022-06-20,54.4189
2022-06-21,54.7505
2022-06-22,53.6208
2022-06-23,53.2958
2022-06-24,57.1883
2022-06-25,57.1883
2022-06-26,57.1883
2022-06-27,61.5852
2022-06-28,66.8461
2022-06-29,66.3556
2022-06-30,60.9576
2022-07-01,61.0512
2022-07-02,61.0512
2022-07-03,61.0512
2022-07-04,62.0403
2022-07-05,59.2959
2022-07-06,59.8912
2022-07-07,60.5868
2022-07-08,62.046
2022-07-09,62.046
2022-07-10,62.046
2022-07-11,61.6525
2022-07-12,64.4947
2022-07-13,63.7733
2022-07-14,61.7872
2022-07-15,63.8817
2022-07-16,63.8817
2022-07-17,63.8817
2022-07-18,64.8128
2022-07-19,65.6417
2022-07-20,68.3982
2022-07-21,69.2975
2022-07-22,64.547
2022-07-23,64.547
2022-07-24,64.547
2022-07-25,63.0564
2022-07-26,63.1883
2022-07-27,62.4197
2022-07-28,62.7013
2022-07-29,61.9807
2022-07-30,61.9807
2022-07-31,61.9807
2022-08-01,61.6549
2022-08-02,57.3658
2022-08-03,62.7726
2022-08-04,62.1847
2022-08-05,59.5174
2022-08-06,59.5174
2022-08-07,59.5174
2022-08-08,60.4193
2022-08-09,57.8914
2022-08-10,55.876
2022-08-11,56.5026
2022-08-12,55.4838
2022-08-13,55.4838
2022-08-14,55.4838
2022-08-15,52.8546
2022-08-16,52.9699
2022-08-17,51.0337
2022-08-18,51.4012
2022-08-19,51.4012
2022-08-20,51.4012
2022-08-21,51.4012
2022-08-22,50.3233
2022-08-23,49.6501
2022-08-24,48.9724
2022-08-25,49.7528
2022-08-26,48.6336
2022-08-27,48.6336
2022-08-28,48.6336
2022-08-29,48.6336
2022-08-30,48.5629
2022-08-31,48.5629
2022-09-01,43.4324
2022-09-02,47.0849
2022-09-03,47.0849
2022-09-04,47.0849
2022-09-05,44.9578
2022-09-06,44.7732
2022-09-07,41.8681
2022-09-08,40.5354
2022-09-09,39.6647
2022-09-10,39.6647
2022-09-11,39.6647
2022-09-12,41.7674
2022-09-13,39.6768
2022-09-14,37.6747
2022-09-15,39.0613
2022-09-16,38.3347
2022-09-17,38.3347
2022-09-18,38.3347
2022-09-19,38.3347
2022-09-20,36.0551
2022-09-21,35.7681
2022-09-22,35.3317
2022-09-23,34.9397
2022-09-24,34.9397
2022-09-25,34.9397
2022-09-26,35.8599
2022-09-27,34.4002
2022-09-28,36.6093
2022-09-29,34.8875
2022-09-30,36.5225
2022-10-01,36.5225
2022-10-02,36.5225
2022-10-03,40.15
2022-10-04,42.5749
2022-10-05,45.0323
2022-10-06,44.0571
2022-10-07,44.5232
2022-10-08,44.5232
2022-10-09,44.5232
2022-10-10,42.8018
2022-10-11,37.4521
2022-10-12,35.8749
2022-10-13,36.5255
2022-10-14,38.9293
2022-10-15,38.9293
2022-10-16,38.9293
2022-10-17,41.5254
2022-10-18,43.357
2022-10-19,43.5764
2022-10-20,43.3448
2022-10-21,42.3553
2022-10-22,42.3553
2022-10-23,42.3553
2022-10-24,43.3779
2022-10-25,44.8569
2022-10-26,49.1258
2022-10-27,47.7013
2022-10-28,47.1231
2022-10-29,47.1231
2022-10-30,47.1231
2022-10-31,47.6339
2022-11-01,48.2981
2022-11-02,48.9677
2022-11-03,48.8136
2022-11-04,52.8945
2022-11-05,52.8945
2022-11-06,52.8945
2022-11-07,54.5673
2022-11-08,54.8328
2022-11-09,52.8366
2022-11-10,57.5093
2022-11-11,54.7424
2022-11-12,54.7424
2022-11-13,54.7424
2022-11-14,53.1265
2022-11-15,51.7615
2022-11-16,51.5452
2022-11-17,50.7408
2022-11-18,53.7287
2022-11-19,53.7287
2022-11-20,53.7287
2022-11-21,52.3113
2022-11-22,52.5159
2022-11-23,53.2082
2022-11-24,53.5584
2022-11-25,53.5584
2022-11-26,53.5584
2022-11-27,53.5584
2022-11-28,53.5584
2022-11-29,52.8576
2022-11-30,53.5647
2022-12-01,51.2667
2022-12-02,49.8211
2022-12-03,49.8211
2022-12-04,49.8211
2022-12-05,47.8504
2022-12-06,46.1964
2022-12-07,45.2714
2022-12-08,46.8316
2022-12-09,47.5594
2022-12-10,47.5594
2022-12-11,47.5594
2022-12-12,47.9281
2022-12-13,49.1305
2022-12-14,46.1618
2022-12-15,44.3403
2022-12-16,40.3973
2022-12-17,40.3973
2022-12-18,40.3973
2022-12-19,39.9298
2022-12-20,39.2583
2022-12-21,42.1753
2022-12-22,39.9835
2022-12-23,41.9345
2022-12-24,41.9345
2022-12-25,41.9345
2022-12-26,41.9345
2022-12-27,41.9345
2022-12-28,42.61
2022-12-29,42.7085
2022-12-30,42.4074
2022-12-31,42.4074
2023-01-01,42.4074
2023-01-02,42.4074
2023-01-03,49.499
2023-01-04,49.499
2023-01-05,51.6504
2023-01-06,52.6927
2023-01-07,52.6927
2023-01-08,52.6927
2023-01-09,51.804
2023-01-10,51.5342
2023-01-11,57.5551
2023-01-12,56.7246
2023-01-13,55.7082
2023-01-14,55.7082
2023-01-15,55.7082
2023-01-16,52.3559
2023-01-17,51.8463
2023-01-18,50.8228
2023-01-19,48.198
2023-01-20,49.2155
2023-01-21,49.2155
2023-01-22,49.2155
2023-01-23,51.2779
2023-01-24,56.1422
2023-01-25,52.6026
2023-01-26,54.0657
2023-01-27,50.8928
2023-01-28,50.8928
2023-01-29,50.8928
2023-01-30,53.4435
2023-01-31,51.427
2023-02-01,53.5104
2023-02-02,50.6813
2023-02-03,48.5698
2023-02-04,48.5698
2023-02-05,48.5698
2023-02-06,47.3198
2023-02-07,46.6015
2023-02-08,45.7524
2023-02-09,45.2278
2023-02-10,44.895
2023-02-11,44.895
2023-02-12,44.895
2023-02-13,45.5581
2023-02-14,45.6426
2023-02-15,46.4177
2023-02-16,45.0159
2023-02-17,45.4643
2023-02-18,45.4643
2023-02-19,45.4643
2023-02-20,43.1355
2023-02-21,42.7813
2023-02-22,42.0667
2023-02-23,44.3738
2023-02-24,44.0712
2023-02-25,44.0712
2023-02-26,44.0712
2023-02-27,45.792
2023-02-28,44.9963
2023-03-01,44.9963
2023-03-02,46.9685
2023-03-03,45.4512
2023-03-04,45.4512
2023-03-05,45.4512
2023-03-06,49.3097
2023-03-07,47.5284
2023-03-08,47.9912
2023-03-09,47.1312
2023-03-10,44.1826
2023-03-11,44.1826
2023-03-12,44.1826
2023-03-13,40.0759
2023-03-14,42.6863
2023-03-15,38.9188
2023-03-16,33.9954
2023-03-17,31.993
2023-03-18,31.993
