,USDPKR BGN Curncy
2010-05-31,85.2393
2010-06-01,85.3718
2010-06-02,85.3861
2010-06-03,85.235
2010-06-04,85.5363
2010-06-05,85.5363
2010-06-06,85.5363
2010-06-07,85.4635
2010-06-08,85.5534
2010-06-09,85.5035
2010-06-10,85.3
2010-06-11,85.222
2010-06-12,85.222
2010-06-13,85.222
2010-06-14,85.4058
2010-06-15,85.2789
2010-06-16,85.2328
2010-06-17,85.48
2010-06-18,85.4714
2010-06-19,85.4714
2010-06-20,85.4714
2010-06-21,85.4113
2010-06-22,85.42
2010-06-23,85.4809
2010-06-24,85.2778
2010-06-25,85.3202
2010-06-26,85.3202
2010-06-27,85.3202
2010-06-28,85.4388
2010-06-29,85.4448
2010-06-30,85.5378
2010-07-01,85.607
2010-07-02,85.4598
2010-07-03,85.4598
2010-07-04,85.4598
2010-07-05,85.4751
2010-07-06,85.5803
2010-07-07,85.697
2010-07-08,85.71
2010-07-09,85.7198
2010-07-10,85.7198
2010-07-11,85.7198
2010-07-12,85.7513
2010-07-13,85.7451
2010-07-14,85.5675
2010-07-15,85.575
2010-07-16,85.5375
2010-07-17,85.5375
2010-07-18,85.5375
2010-07-19,85.5404
2010-07-20,85.5335
2010-07-21,85.516
2010-07-22,85.5034
2010-07-23,85.4915
2010-07-24,85.4915
2010-07-25,85.4915
2010-07-26,85.5563
2010-07-27,85.4
2010-07-28,85.615
2010-07-29,85.6525
2010-07-30,85.7
2010-07-31,85.7
2010-08-01,85.7
2010-08-02,85.8045
2010-08-03,85.746
2010-08-04,85.6763
2010-08-05,85.6912
2010-08-06,85.755
2010-08-07,85.755
2010-08-08,85.755
2010-08-09,85.6354
2010-08-10,85.7375
2010-08-11,85.7209
2010-08-12,85.714
2010-08-13,85.5558
2010-08-14,85.5558
2010-08-15,85.5558
2010-08-16,85.623
2010-08-17,85.6083
2010-08-18,85.66
2010-08-19,85.5785
2010-08-20,85.6473
2010-08-21,85.6473
2010-08-22,85.6473
2010-08-23,85.558
2010-08-24,85.546
2010-08-25,85.5689
2010-08-26,85.3395
2010-08-27,85.5025
2010-08-28,85.5025
2010-08-29,85.5025
2010-08-30,85.3645
2010-08-31,85.4763
2010-09-01,85.64
2010-09-02,85.3848
2010-09-03,85.709
2010-09-04,85.709
2010-09-05,85.709
2010-09-06,85.7645
2010-09-07,86.0384
2010-09-08,85.6715
2010-09-09,85.6018
2010-09-10,85.6508
2010-09-11,85.6508
2010-09-12,85.6508
2010-09-13,85.5988
2010-09-14,85.7637
2010-09-15,85.6464
2010-09-16,85.7698
2010-09-17,85.651
2010-09-18,85.651
2010-09-19,85.651
2010-09-20,85.768
2010-09-21,85.9449
2010-09-22,85.9193
2010-09-23,85.948
2010-09-24,86.042
2010-09-25,86.042
2010-09-26,86.042
2010-09-27,86.066
2010-09-28,86.1948
2010-09-29,86.2243
2010-09-30,86.2953
2010-10-01,86.1957
2010-10-02,86.1957
2010-10-03,86.1957
2010-10-04,86.2313
2010-10-05,86.1331
2010-10-06,86.025
2010-10-07,85.82
2010-10-08,85.9591
2010-10-09,85.9591
2010-10-10,85.9591
2010-10-11,86.2308
2010-10-12,86.025
2010-10-13,85.975
2010-10-14,85.8936
2010-10-15,85.8817
2010-10-16,85.8817
2010-10-17,85.8817
2010-10-18,86.0825
2010-10-19,86.0363
2010-10-20,85.9754
2010-10-21,85.9675
2010-10-22,85.9354
2010-10-23,85.9354
2010-10-24,85.9354
2010-10-25,85.8057
2010-10-26,85.6773
2010-10-27,85.848
2010-10-28,85.835
2010-10-29,85.8525
2010-10-30,85.8525
2010-10-31,85.8525
2010-11-01,85.8888
2010-11-02,85.705
2010-11-03,85.6688
2010-11-04,85.615
2010-11-05,85.345
2010-11-06,85.345
2010-11-07,85.345
2010-11-08,85.31
2010-11-09,85.31
2010-11-10,85.4325
2010-11-11,85.41
2010-11-12,85.6563
2010-11-13,85.6563
2010-11-14,85.6563
2010-11-15,85.445
2010-11-16,85.4375
2010-11-17,85.41
2010-11-18,85.35
2010-11-19,85.4375
2010-11-20,85.4375
2010-11-21,85.4375
2010-11-22,85.5388
2010-11-23,85.4488
2010-11-24,85.5188
2010-11-25,85.5888
2010-11-26,85.755
2010-11-27,85.755
2010-11-28,85.755
2010-11-29,85.85
2010-11-30,85.7263
2010-12-01,85.6588
2010-12-02,85.8
2010-12-03,85.815
2010-12-04,85.815
2010-12-05,85.815
2010-12-06,85.85
2010-12-07,85.6463
2010-12-08,85.7025
2010-12-09,85.72
2010-12-10,85.7938
2010-12-11,85.7938
2010-12-12,85.7938
2010-12-13,85.8113
2010-12-14,85.8038
2010-12-15,85.8
2010-12-16,85.8
2010-12-17,85.8
2010-12-18,85.8
2010-12-19,85.8
2010-12-20,85.75
2010-12-21,85.7313
2010-12-22,85.7888
2010-12-23,85.73
2010-12-24,85.8725
2010-12-25,85.8725
2010-12-26,85.8725
2010-12-27,85.83
2010-12-28,85.75
2010-12-29,85.88
2010-12-30,85.715
2010-12-31,85.64
2011-01-01,85.64
2011-01-02,85.64
2011-01-03,85.68
2011-01-04,85.6713
2011-01-05,85.775
2011-01-06,85.7775
2011-01-07,85.76
2011-01-08,85.76
2011-01-09,85.76
2011-01-10,85.725
2011-01-11,85.7325
2011-01-12,85.7
2011-01-13,85.6425
2011-01-14,85.545
2011-01-15,85.545
2011-01-16,85.545
2011-01-17,85.5725
2011-01-18,85.8225
2011-01-19,85.6888
2011-01-20,85.7375
2011-01-21,85.875
2011-01-22,85.875
2011-01-23,85.875
2011-01-24,86.01
2011-01-25,85.9
2011-01-26,85.85
2011-01-27,85.845
2011-01-28,85.5288
2011-01-29,85.5288
2011-01-30,85.5288
2011-01-31,85.685
2011-02-01,85.5375
2011-02-02,85.515
2011-02-03,85.53
2011-02-04,85.5113
2011-02-05,85.5113
2011-02-06,85.5113
2011-02-07,85.53
2011-02-08,85.2875
2011-02-09,85.205
2011-02-10,85.14
2011-02-11,84.8075
2011-02-12,84.8075
2011-02-13,84.8075
2011-02-14,85.07
2011-02-15,85.2688
2011-02-16,85.2688
2011-02-17,85.34
2011-02-18,85.3925
2011-02-19,85.3925
2011-02-20,85.3925
2011-02-21,85.4688
2011-02-22,85.475
2011-02-23,85.43
2011-02-24,85.41
2011-02-25,85.4838
2011-02-26,85.4838
2011-02-27,85.4838
2011-02-28,85.685
2011-03-01,85.685
2011-03-02,85.5588
2011-03-03,85.55
2011-03-04,85.465
2011-03-05,85.465
2011-03-06,85.465
2011-03-07,85.365
2011-03-08,85.04
2011-03-09,85.22
2011-03-10,85.38
2011-03-11,85.31
2011-03-12,85.31
2011-03-13,85.31
2011-03-14,85.54
2011-03-15,85.4375
2011-03-16,85.51
2011-03-17,85.415
2011-03-18,85.36
2011-03-19,85.36
2011-03-20,85.36
2011-03-21,85.55
2011-03-22,85.41
2011-03-23,85.41
2011-03-24,85.3075
2011-03-25,85.1875
2011-03-26,85.1875
2011-03-27,85.1875
2011-03-28,85.37
2011-03-29,85.305
2011-03-30,85.3
2011-03-31,85.3625
2011-04-01,85.33
2011-04-02,85.33
2011-04-03,85.33
2011-04-04,85.43
2011-04-05,85.28
2011-04-06,85.16
2011-04-07,84.845
2011-04-08,84.8975
2011-04-09,84.8975
2011-04-10,84.8975
2011-04-11,84.765
2011-04-12,84.52
2011-04-13,84.35
2011-04-14,84.19
2011-04-15,84.2825
2011-04-16,84.2825
2011-04-17,84.2825
2011-04-18,84.27
2011-04-19,84.575
2011-04-20,84.45
2011-04-21,84.4
2011-04-22,84.275
2011-04-23,84.275
2011-04-24,84.275
2011-04-25,84.555
2011-04-26,84.69
2011-04-27,84.545
2011-04-28,84.55
2011-04-29,84.7275
2011-04-30,84.7275
2011-05-01,84.7275
2011-05-02,84.575
2011-05-03,84.36
2011-05-04,84.6775
2011-05-05,84.54
2011-05-06,84.7625
2011-05-07,84.7625
2011-05-08,84.7625
2011-05-09,84.9
2011-05-10,84.7625
2011-05-11,84.94
2011-05-12,84.77
2011-05-13,85.125
2011-05-14,85.125
2011-05-15,85.125
2011-05-16,85.4
2011-05-17,85.4625
2011-05-18,85.58
2011-05-19,85.59
2011-05-20,86.2275
2011-05-21,86.2275
2011-05-22,86.2275
2011-05-23,85.885
2011-05-24,85.62
2011-05-25,85.66
2011-05-26,85.7675
2011-05-27,85.675
2011-05-28,85.675
2011-05-29,85.675
2011-05-30,85.8125
2011-05-31,85.91
2011-06-01,85.91
2011-06-02,85.96
2011-06-03,85.9225
2011-06-04,85.9225
2011-06-05,85.9225
2011-06-06,85.965
2011-06-07,85.93
2011-06-08,85.89
2011-06-09,85.73
2011-06-10,85.65
2011-06-11,85.65
2011-06-12,85.65
2011-06-13,85.675
2011-06-14,85.725
2011-06-15,85.84
2011-06-16,85.85
2011-06-17,85.85
2011-06-18,85.85
2011-06-19,85.85
2011-06-20,85.7925
2011-06-21,85.675
2011-06-22,85.595
2011-06-23,85.925
2011-06-24,85.84
2011-06-25,85.84
2011-06-26,85.84
2011-06-27,86.1075
2011-06-28,86.06
2011-06-29,86.03
2011-06-30,85.97
2011-07-01,85.97
2011-07-02,85.97
2011-07-03,85.97
2011-07-04,85.955
2011-07-05,85.915
2011-07-06,85.85
2011-07-07,85.8425
2011-07-08,85.8925
2011-07-09,85.8925
2011-07-10,85.8925
2011-07-11,85.95
2011-07-12,85.825
2011-07-13,85.84
2011-07-14,85.925
2011-07-15,86.07
2011-07-16,86.07
2011-07-17,86.07
2011-07-18,86.2325
2011-07-19,86.2375
2011-07-20,86.2
2011-07-21,86.135
2011-07-22,86.1625
2011-07-23,86.1625
2011-07-24,86.1625
2011-07-25,86.35
2011-07-26,86.425
2011-07-27,86.525
2011-07-28,86.48
2011-07-29,86.555
2011-07-30,86.555
2011-07-31,86.555
2011-08-01,86.78
2011-08-02,86.78
2011-08-03,86.565
2011-08-04,86.25
2011-08-05,86.22
2011-08-06,86.22
2011-08-07,86.22
2011-08-08,86.45
2011-08-09,86.45
2011-08-10,86.36
2011-08-11,86.35
2011-08-12,86.485
2011-08-13,86.485
2011-08-14,86.485
2011-08-15,86.65
2011-08-16,86.65
2011-08-17,86.705
2011-08-18,86.85
2011-08-19,86.86
2011-08-20,86.86
2011-08-21,86.86
2011-08-22,87.05
2011-08-23,86.95
2011-08-24,86.79
2011-08-25,86.8199
2011-08-26,86.95
2011-08-27,86.95
2011-08-28,86.95
2011-08-29,87.235
2011-08-30,87.33
2011-08-31,87.32
2011-09-01,87.32
2011-09-02,87.245
2011-09-03,87.245
2011-09-04,87.245
2011-09-05,87.41
2011-09-06,87.4325
2011-09-07,87.5
2011-09-08,87.4675
2011-09-09,87.495
2011-09-10,87.495
2011-09-11,87.495
2011-09-12,87.5
2011-09-13,87.49
2011-09-14,87.53
2011-09-15,87.72
2011-09-16,87.375
2011-09-17,87.375
2011-09-18,87.375
2011-09-19,87.65
2011-09-20,87.73
2011-09-21,87.765
2011-09-22,87.525
2011-09-23,87.55
2011-09-24,87.55
2011-09-25,87.55
2011-09-26,87.535
2011-09-27,87.44
2011-09-28,87.415
2011-09-29,87.47
2011-09-30,87.5
2011-10-01,87.5
2011-10-02,87.5
2011-10-03,87.485
2011-10-04,87.265
2011-10-05,87.23
2011-10-06,87.2
2011-10-07,87.3
2011-10-08,87.3
2011-10-09,87.3
2011-10-10,87.47
2011-10-11,87.42
2011-10-12,87.235
2011-10-13,86.875
2011-10-14,86.54
2011-10-15,86.54
2011-10-16,86.54
2011-10-17,86.56
2011-10-18,86.6575
2011-10-19,86.67
2011-10-20,86.75
2011-10-21,86.74
2011-10-22,86.74
2011-10-23,86.74
2011-10-24,86.74
2011-10-25,86.83
2011-10-26,86.84
2011-10-27,86.8
2011-10-28,86.61
2011-10-29,86.61
2011-10-30,86.61
2011-10-31,86.5099
2011-11-01,85.93
2011-11-02,86.09
2011-11-03,86.155
2011-11-04,86.11
2011-11-05,86.11
2011-11-06,86.11
2011-11-07,86.11
2011-11-08,86.11
2011-11-09,86.11
2011-11-10,86.465
2011-11-11,86.63
2011-11-12,86.63
2011-11-13,86.63
2011-11-14,86.68
2011-11-15,86.81
2011-11-16,86.92
2011-11-17,87.065
2011-11-18,87.125
2011-11-19,87.125
2011-11-20,87.125
2011-11-21,87.28
2011-11-22,87.3199
2011-11-23,87.52
2011-11-24,87.665
2011-11-25,87.825
2011-11-26,87.825
2011-11-27,87.825
2011-11-28,88.0275
2011-11-29,88.24
2011-11-30,88.6949
2011-12-01,88.8
2011-12-02,89.42
2011-12-03,89.42
2011-12-04,89.42
2011-12-05,89.42
2011-12-06,89.42
2011-12-07,89.375
2011-12-08,89.0
2011-12-09,89.09
2011-12-10,89.09
2011-12-11,89.09
2011-12-12,89.15
2011-12-13,89.18
2011-12-14,89.62
2011-12-15,89.635
2011-12-16,89.565
2011-12-17,89.565
2011-12-18,89.565
2011-12-19,89.81
2011-12-20,90.0
2011-12-21,90.0
2011-12-22,89.6825
2011-12-23,89.1325
2011-12-24,89.1325
2011-12-25,89.1325
2011-12-26,89.43
2011-12-27,89.865
2011-12-28,89.99
2011-12-29,89.935
2011-12-30,89.955
2011-12-31,89.955
2012-01-01,89.955
2012-01-02,89.955
2012-01-03,90.13
2012-01-04,90.295
2012-01-05,90.41
2012-01-06,90.69
2012-01-07,90.69
2012-01-08,90.69
2012-01-09,90.78
2012-01-10,90.0
2012-01-11,90.0
2012-01-12,90.1
2012-01-13,90.3525
2012-01-14,90.3525
2012-01-15,90.3525
2012-01-16,90.315
2012-01-17,90.4
2012-01-18,90.24
2012-01-19,90.015
2012-01-20,90.165
2012-01-21,90.165
2012-01-22,90.165
2012-01-23,90.17
2012-01-24,90.21
2012-01-25,90.16
2012-01-26,90.24
2012-01-27,90.29
2012-01-28,90.29
2012-01-29,90.29
2012-01-30,90.405
2012-01-31,90.4
2012-02-01,90.42
2012-02-02,90.4125
2012-02-03,90.39
2012-02-04,90.39
2012-02-05,90.39
2012-02-06,90.5475
2012-02-07,90.62
2012-02-08,90.61
2012-02-09,90.71
2012-02-10,90.6825
2012-02-11,90.6825
2012-02-12,90.6825
2012-02-13,90.84
2012-02-14,90.85
2012-02-15,90.72
2012-02-16,90.73
2012-02-17,90.81
2012-02-18,90.81
2012-02-19,90.81
2012-02-20,90.8488
2012-02-21,90.8473
2012-02-22,90.805
2012-02-23,90.8075
2012-02-24,90.8696
2012-02-25,90.8696
2012-02-26,90.8696
2012-02-27,90.9475
2012-02-28,90.9098
2012-02-29,90.9507
2012-03-01,90.99
2012-03-02,91.0
2012-03-03,91.0
2012-03-04,91.0
2012-03-05,90.8693
2012-03-06,90.908
2012-03-07,90.8883
2012-03-08,90.8298
2012-03-09,90.7668
2012-03-10,90.7668
2012-03-11,90.7668
2012-03-12,90.7138
2012-03-13,90.7379
2012-03-14,90.765
2012-03-15,90.7863
2012-03-16,90.7902
2012-03-17,90.7902
2012-03-18,90.7902
2012-03-19,90.6555
2012-03-20,90.7659
2012-03-21,90.7663
2012-03-22,90.818
2012-03-23,90.995
2012-03-24,90.995
2012-03-25,90.995
2012-03-26,90.805
2012-03-27,90.84
2012-03-28,90.731
2012-03-29,90.709
2012-03-30,90.6529
2012-03-31,90.6529
2012-04-01,90.6529
2012-04-02,90.6505
2012-04-03,90.6498
2012-04-04,90.3783
2012-04-05,90.5895
2012-04-06,90.6575
2012-04-07,90.6575
2012-04-08,90.6575
2012-04-09,90.655
2012-04-10,90.71
2012-04-11,90.7238
2012-04-12,90.719
2012-04-13,90.6485
2012-04-14,90.6485
2012-04-15,90.6485
2012-04-16,90.7258
2012-04-17,90.7025
2012-04-18,90.725
2012-04-19,90.8235
2012-04-20,90.7103
2012-04-21,90.7103
2012-04-22,90.7103
2012-04-23,90.88
2012-04-24,90.91
2012-04-25,90.884
2012-04-26,90.8284
2012-04-27,90.89
2012-04-28,90.89
2012-04-29,90.89
2012-04-30,90.9985
2012-05-01,91.045
2012-05-02,90.9478
2012-05-03,90.795
2012-05-04,90.7634
2012-05-05,90.7634
2012-05-06,90.7634
2012-05-07,90.7844
2012-05-08,90.8938
2012-05-09,90.8299
2012-05-10,90.9315
2012-05-11,90.846
2012-05-12,90.846
2012-05-13,90.846
2012-05-14,90.8255
2012-05-15,90.873
2012-05-16,90.8928
2012-05-17,90.8808
2012-05-18,90.7668
2012-05-19,90.7668
2012-05-20,90.7668
2012-05-21,91.2934
2012-05-22,91.539
2012-05-23,92.0505
2012-05-24,91.97
2012-05-25,91.7847
2012-05-26,91.7847
2012-05-27,91.7847
2012-05-28,92.1795
2012-05-29,93.0121
2012-05-30,93.0759
2012-05-31,93.7392
2012-06-01,93.6635
2012-06-02,93.6635
2012-06-03,93.6635
2012-06-04,93.8858
2012-06-05,93.982
2012-06-06,94.1363
2012-06-07,94.13
2012-06-08,94.35
2012-06-09,94.35
2012-06-10,94.35
2012-06-11,94.35
2012-06-12,94.3975
2012-06-13,94.375
2012-06-14,94.43
2012-06-15,94.175
2012-06-16,94.175
2012-06-17,94.175
2012-06-18,94.0375
2012-06-19,93.95
2012-06-20,94.355
2012-06-21,94.39
2012-06-22,94.48
2012-06-23,94.48
2012-06-24,94.48
2012-06-25,94.4575
2012-06-26,94.53
2012-06-27,94.62
2012-06-28,94.59
2012-06-29,94.58
2012-06-30,94.58
2012-07-01,94.58
2012-07-02,94.0938
2012-07-03,94.685
2012-07-04,94.485
2012-07-05,94.305
2012-07-06,94.0375
2012-07-07,94.0375
2012-07-08,94.0375
2012-07-09,94.025
2012-07-10,94.3763
2012-07-11,94.3163
2012-07-12,94.3725
2012-07-13,94.425
2012-07-14,94.425
2012-07-15,94.425
2012-07-16,94.5175
2012-07-17,94.4438
2012-07-18,94.365
2012-07-19,94.63
2012-07-20,94.525
2012-07-21,94.525
2012-07-22,94.525
2012-07-23,95.335
2012-07-24,94.46
2012-07-25,94.605
2012-07-26,94.565
2012-07-27,94.595
2012-07-28,94.595
2012-07-29,94.595
2012-07-30,94.665
2012-07-31,94.7
2012-08-01,94.645
2012-08-02,94.44
2012-08-03,94.6267
2012-08-04,94.6267
2012-08-05,94.6267
2012-08-06,94.155
2012-08-07,94.245
2012-08-08,94.065
2012-08-09,94.045
2012-08-10,94.1725
2012-08-11,94.1725
2012-08-12,94.1725
2012-08-13,94.51
2012-08-14,94.5
2012-08-15,94.345
2012-08-16,94.1611
2012-08-17,94.485
2012-08-18,94.485
2012-08-19,94.485
2012-08-20,94.445
2012-08-21,94.485
2012-08-22,94.462
2012-08-23,94.711
2012-08-24,94.9167
2012-08-25,94.9167
2012-08-26,94.9167
2012-08-27,94.7099
2012-08-28,94.8698
2012-08-29,94.7717
2012-08-30,94.5192
2012-08-31,94.5643
2012-09-01,94.5643
2012-09-02,94.5643
2012-09-03,94.658
2012-09-04,94.795
2012-09-05,94.7085
2012-09-06,94.6327
2012-09-07,94.6608
2012-09-08,94.6608
2012-09-09,94.6608
2012-09-10,94.715
2012-09-11,94.6608
2012-09-12,94.5578
2012-09-13,94.5685
2012-09-14,94.5432
2012-09-15,94.5432
2012-09-16,94.5432
2012-09-17,94.5682
2012-09-18,94.5808
2012-09-19,94.5335
2012-09-20,94.5289
2012-09-21,94.649
2012-09-22,94.649
2012-09-23,94.649
2012-09-24,94.5648
2012-09-25,94.5334
2012-09-26,94.7027
2012-09-27,94.8033
2012-09-28,94.8337
2012-09-29,94.8337
2012-09-30,94.8337
2012-10-01,94.9441
2012-10-02,94.9613
2012-10-03,95.1599
2012-10-04,95.375
2012-10-05,95.4872
2012-10-06,95.4872
2012-10-07,95.4872
2012-10-08,95.53
2012-10-09,95.4975
2012-10-10,95.5225
2012-10-11,95.554
2012-10-12,95.5015
2012-10-13,95.5015
2012-10-14,95.5015
2012-10-15,95.42
2012-10-16,95.36
2012-10-17,95.408
2012-10-18,95.44
2012-10-19,95.35
2012-10-20,95.35
2012-10-21,95.35
2012-10-22,95.4125
2012-10-23,95.5648
2012-10-24,95.6297
2012-10-25,95.8114
2012-10-26,95.8462
2012-10-27,95.8462
2012-10-28,95.8462
2012-10-29,95.8514
2012-10-30,95.87
2012-10-31,95.9025
2012-11-01,95.82
2012-11-02,95.7757
2012-11-03,95.7757
2012-11-04,95.7757
2012-11-05,95.99
2012-11-06,96.285
2012-11-07,95.96
2012-11-08,95.99
2012-11-09,96.0217
2012-11-10,96.0217
2012-11-11,96.0217
2012-11-12,95.9325
2012-11-13,95.8828
2012-11-14,95.905
2012-11-15,95.85
2012-11-16,95.94
2012-11-17,95.94
2012-11-18,95.94
2012-11-19,96.0375
2012-11-20,96.29
2012-11-21,96.025
2012-11-22,96.05
2012-11-23,96.05
2012-11-24,96.05
2012-11-25,96.05
2012-11-26,96.2
2012-11-27,96.23
2012-11-28,96.4921
2012-11-29,96.561
2012-11-30,96.565
2012-12-01,96.565
2012-12-02,96.565
2012-12-03,96.585
2012-12-04,96.63
2012-12-05,96.675
2012-12-06,96.5453
2012-12-07,96.73
2012-12-08,96.73
2012-12-09,96.73
2012-12-10,96.955
2012-12-11,97.245
2012-12-12,97.195
2012-12-13,97.41
2012-12-14,97.65
2012-12-15,97.65
2012-12-16,97.65
2012-12-17,97.8219
2012-12-18,97.8655
2012-12-19,97.74
2012-12-20,97.3778
2012-12-21,97.525
2012-12-22,97.525
2012-12-23,97.525
2012-12-24,97.4763
2012-12-25,97.72
2012-12-26,97.31
2012-12-27,97.6125
2012-12-28,97.225
2012-12-29,97.225
2012-12-30,97.225
2012-12-31,97.1375
2013-01-01,97.255
2013-01-02,97.37
2013-01-03,97.479
2013-01-04,97.55
2013-01-05,97.55
2013-01-06,97.55
2013-01-07,97.4648
2013-01-08,97.4293
2013-01-09,97.29
2013-01-10,97.32
2013-01-11,97.2758
2013-01-12,97.2758
2013-01-13,97.2758
2013-01-14,97.3076
2013-01-15,97.54
2013-01-16,97.645
2013-01-17,97.625
2013-01-18,97.7103
2013-01-19,97.7103
2013-01-20,97.7103
2013-01-21,97.735
2013-01-22,97.725
2013-01-23,97.72
2013-01-24,97.7085
2013-01-25,97.6888
2013-01-26,97.6888
2013-01-27,97.6888
2013-01-28,97.708
2013-01-29,97.6633
2013-01-30,97.7075
2013-01-31,97.74
2013-02-01,97.775
2013-02-02,97.775
2013-02-03,97.775
2013-02-04,97.845
2013-02-05,97.755
2013-02-06,97.8813
2013-02-07,97.955
2013-02-08,97.975
2013-02-09,97.975
2013-02-10,97.975
2013-02-11,97.995
2013-02-12,98.1339
2013-02-13,98.0555
2013-02-14,98.07
2013-02-15,98.08
2013-02-16,98.08
2013-02-17,98.08
2013-02-18,98.185
2013-02-19,98.22
2013-02-20,98.0388
2013-02-21,98.09
2013-02-22,98.16
2013-02-23,98.16
2013-02-24,98.16
2013-02-25,98.166
2013-02-26,98.17
2013-02-27,98.195
2013-02-28,98.19
2013-03-01,98.224
2013-03-02,98.224
2013-03-03,98.224
2013-03-04,98.1367
2013-03-05,98.1439
2013-03-06,98.113
2013-03-07,98.0075
2013-03-08,97.785
2013-03-09,97.785
2013-03-10,97.785
2013-03-11,97.8627
2013-03-12,97.8597
2013-03-13,97.882
2013-03-14,97.9033
2013-03-15,98.0393
2013-03-16,98.0393
2013-03-17,98.0393
2013-03-18,98.1033
2013-03-19,98.0513
2013-03-20,98.1697
2013-03-21,98.21
2013-03-22,98.2353
2013-03-23,98.2353
2013-03-24,98.2353
2013-03-25,98.1682
2013-03-26,98.41
2013-03-27,98.4105
2013-03-28,98.4204
2013-03-29,98.4325
2013-03-30,98.4325
2013-03-31,98.4325
2013-04-01,98.3975
2013-04-02,98.2833
2013-04-03,98.3328
2013-04-04,98.36
2013-04-05,98.37
2013-04-06,98.37
2013-04-07,98.37
2013-04-08,98.4038
2013-04-09,98.42
2013-04-10,98.3183
2013-04-11,98.2055
2013-04-12,98.27
2013-04-13,98.27
2013-04-14,98.27
2013-04-15,98.33
2013-04-16,98.3508
2013-04-17,98.425
2013-04-18,98.3699
2013-04-19,98.3788
2013-04-20,98.3788
2013-04-21,98.3788
2013-04-22,98.3552
2013-04-23,98.3587
2013-04-24,98.4253
2013-04-25,98.3945
2013-04-26,98.4195
2013-04-27,98.4195
2013-04-28,98.4195
2013-04-29,98.4767
2013-04-30,98.45
2013-05-01,98.4753
2013-05-02,98.3952
2013-05-03,98.3382
2013-05-04,98.3382
