,USDMXN BGN Curncy
2010-04-10,12.1871
2010-04-11,12.1871
2010-04-12,12.1575
2010-04-13,12.1786
2010-04-14,12.2015
2010-04-15,12.1666
2010-04-16,12.2756
2010-04-17,12.2756
2010-04-18,12.2756
2010-04-19,12.2388
2010-04-20,12.2212
2010-04-21,12.179
2010-04-22,12.21
2010-04-23,12.1795
2010-04-24,12.1795
2010-04-25,12.1795
2010-04-26,12.1519
2010-04-27,12.3801
2010-04-28,12.3438
2010-04-29,12.2055
2010-04-30,12.3109
2010-05-01,12.3109
2010-05-02,12.3109
2010-05-03,12.2628
2010-05-04,12.545
2010-05-05,12.7352
2010-05-06,12.9959
2010-05-07,12.8702
2010-05-08,12.8702
2010-05-09,12.8702
2010-05-10,12.4589
2010-05-11,12.5104
2010-05-12,12.365
2010-05-13,12.4306
2010-05-14,12.5899
2010-05-15,12.5899
2010-05-16,12.5899
2010-05-17,12.6011
2010-05-18,12.745
2010-05-19,12.8347
2010-05-20,13.1457
2010-05-21,12.9491
2010-05-22,12.9491
2010-05-23,12.9491
2010-05-24,13.03
2010-05-25,13.0444
2010-05-26,13.1152
2010-05-27,12.8138
2010-05-28,12.9604
2010-05-29,12.9604
2010-05-30,12.9604
2010-05-31,12.9346
2010-06-01,12.97
2010-06-02,12.7817
2010-06-03,12.7823
2010-06-04,12.9561
2010-06-05,12.9561
2010-06-06,12.9561
2010-06-07,12.9641
2010-06-08,12.8826
2010-06-09,12.8641
2010-06-10,12.6931
2010-06-11,12.6548
2010-06-12,12.6548
2010-06-13,12.6548
2010-06-14,12.6882
2010-06-15,12.5763
2010-06-16,12.5985
2010-06-17,12.587
2010-06-18,12.51
2010-06-19,12.51
2010-06-20,12.51
2010-06-21,12.5351
2010-06-22,12.6115
2010-06-23,12.6451
2010-06-24,12.7333
2010-06-25,12.6491
2010-06-26,12.6491
2010-06-27,12.6491
2010-06-28,12.7333
2010-06-29,12.8838
2010-06-30,12.9409
2010-07-01,13.009
2010-07-02,13.0828
2010-07-03,13.0828
2010-07-04,13.0828
2010-07-05,13.0624
2010-07-06,12.9675
2010-07-07,12.8367
2010-07-08,12.7648
2010-07-09,12.7693
2010-07-10,12.7693
2010-07-11,12.7693
2010-07-12,12.8349
2010-07-13,12.6724
2010-07-14,12.7152
2010-07-15,12.772
2010-07-16,12.9351
2010-07-17,12.9351
2010-07-18,12.9351
2010-07-19,12.9021
2010-07-20,12.7743
2010-07-21,12.8725
2010-07-22,12.7714
2010-07-23,12.7317
2010-07-24,12.7317
2010-07-25,12.7317
2010-07-26,12.6715
2010-07-27,12.6843
2010-07-28,12.7163
2010-07-29,12.7185
2010-07-30,12.6453
2010-07-31,12.6453
2010-08-01,12.6453
2010-08-02,12.5824
2010-08-03,12.5809
2010-08-04,12.5228
2010-08-05,12.5641
2010-08-06,12.6925
2010-08-07,12.6925
2010-08-08,12.6925
2010-08-09,12.6239
2010-08-10,12.6017
2010-08-11,12.7508
2010-08-12,12.735
2010-08-13,12.7278
2010-08-14,12.7278
2010-08-15,12.7278
2010-08-16,12.6625
2010-08-17,12.596
2010-08-18,12.6315
2010-08-19,12.705
2010-08-20,12.7652
2010-08-21,12.7652
2010-08-22,12.7652
2010-08-23,12.9084
2010-08-24,12.9736
2010-08-25,12.983
2010-08-26,13.0693
2010-08-27,13.0097
2010-08-28,13.0097
2010-08-29,13.0097
2010-08-30,13.1495
2010-08-31,13.2046
2010-09-01,13.0683
2010-09-02,13.033
2010-09-03,12.9335
2010-09-04,12.9335
2010-09-05,12.9335
2010-09-06,12.9386
2010-09-07,13.0624
2010-09-08,13.0523
2010-09-09,13.0125
2010-09-10,12.9269
2010-09-11,12.9269
2010-09-12,12.9269
2010-09-13,12.8579
2010-09-14,12.8362
2010-09-15,12.7986
2010-09-16,12.7929
2010-09-17,12.7994
2010-09-18,12.7994
2010-09-19,12.7994
2010-09-20,12.7739
2010-09-21,12.7183
2010-09-22,12.6287
2010-09-23,12.6573
2010-09-24,12.5397
2010-09-25,12.5397
2010-09-26,12.5397
2010-09-27,12.5803
2010-09-28,12.4982
2010-09-29,12.539
2010-09-30,12.5936
2010-10-01,12.5253
2010-10-02,12.5253
2010-10-03,12.5253
2010-10-04,12.5921
2010-10-05,12.4753
2010-10-06,12.4762
2010-10-07,12.5505
2010-10-08,12.4142
2010-10-09,12.4142
2010-10-10,12.4142
2010-10-11,12.4516
2010-10-12,12.4047
2010-10-13,12.3839
2010-10-14,12.4125
2010-10-15,12.4343
2010-10-16,12.4343
2010-10-17,12.4343
2010-10-18,12.4095
2010-10-19,12.5245
2010-10-20,12.3963
2010-10-21,12.3908
2010-10-22,12.3372
2010-10-23,12.3372
2010-10-24,12.3372
2010-10-25,12.3612
2010-10-26,12.4136
2010-10-27,12.4516
2010-10-28,12.3619
2010-10-29,12.345
2010-10-30,12.345
2010-10-31,12.345
2010-11-01,12.3366
2010-11-02,12.2959
2010-11-03,12.2462
2010-11-04,12.2368
2010-11-05,12.2024
2010-11-06,12.2024
2010-11-07,12.2024
2010-11-08,12.2254
2010-11-09,12.3032
2010-11-10,12.2189
2010-11-11,12.2602
2010-11-12,12.3434
2010-11-13,12.3434
2010-11-14,12.3434
2010-11-15,12.3067
2010-11-16,12.4176
2010-11-17,12.3688
2010-11-18,12.2729
2010-11-19,12.2603
2010-11-20,12.2603
2010-11-21,12.2603
2010-11-22,12.3005
2010-11-23,12.4778
2010-11-24,12.3732
2010-11-25,12.3838
2010-11-26,12.4888
2010-11-27,12.4888
2010-11-28,12.4888
2010-11-29,12.4937
2010-11-30,12.4877
2010-12-01,12.4018
2010-12-02,12.3267
2010-12-03,12.3369
2010-12-04,12.3369
2010-12-05,12.3369
2010-12-06,12.3675
2010-12-07,12.4941
2010-12-08,12.4032
2010-12-09,12.4753
2010-12-10,12.4523
2010-12-11,12.4523
2010-12-12,12.4523
2010-12-13,12.4015
2010-12-14,12.388
2010-12-15,12.4571
2010-12-16,12.4113
2010-12-17,12.4035
2010-12-18,12.4035
2010-12-19,12.4035
2010-12-20,12.4119
2010-12-21,12.3526
2010-12-22,12.3036
2010-12-23,12.3584
2010-12-24,12.3648
2010-12-25,12.3648
2010-12-26,12.3648
2010-12-27,12.363
2010-12-28,12.3868
2010-12-29,12.3674
2010-12-30,12.4015
2010-12-31,12.3401
2011-01-01,12.3401
2011-01-02,12.3401
2011-01-03,12.2488
2011-01-04,12.2276
2011-01-05,12.1875
2011-01-06,12.2213
2011-01-07,12.2323
2011-01-08,12.2323
2011-01-09,12.2323
2011-01-10,12.2142
2011-01-11,12.1348
2011-01-12,12.0736
2011-01-13,12.1241
2011-01-14,12.0473
2011-01-15,12.0473
2011-01-16,12.0473
2011-01-17,11.9733
2011-01-18,12.0182
2011-01-19,12.0841
2011-01-20,12.0496
2011-01-21,12.0642
2011-01-22,12.0642
2011-01-23,12.0642
2011-01-24,12.0498
2011-01-25,12.0945
2011-01-26,11.9968
2011-01-27,12.0371
2011-01-28,12.2062
2011-01-29,12.2062
2011-01-30,12.2062
2011-01-31,12.1219
2011-02-01,12.0001
2011-02-02,12.0122
2011-02-03,12.0029
2011-02-04,11.9863
2011-02-05,11.9863
2011-02-06,11.9863
2011-02-07,12.0158
2011-02-08,12.04
2011-02-09,12.0807
2011-02-10,12.0753
2011-02-11,12.0305
2011-02-12,12.0305
2011-02-13,12.0305
2011-02-14,12.0508
2011-02-15,12.1516
2011-02-16,12.0611
2011-02-17,12.0199
2011-02-18,12.0331
2011-02-19,12.0331
2011-02-20,12.0331
2011-02-21,12.0748
2011-02-22,12.1316
2011-02-23,12.1855
2011-02-24,12.1473
2011-02-25,12.1265
2011-02-26,12.1265
2011-02-27,12.1265
2011-02-28,12.1016
2011-03-01,12.1208
2011-03-02,12.0898
2011-03-03,12.0055
2011-03-04,12.0075
2011-03-05,12.0075
2011-03-06,12.0075
2011-03-07,12.0482
2011-03-08,12.0054
2011-03-09,11.9291
2011-03-10,11.9818
2011-03-11,11.9075
2011-03-12,11.9075
2011-03-13,11.9075
2011-03-14,11.8951
2011-03-15,11.9944
2011-03-16,12.1503
2011-03-17,12.093
2011-03-18,12.0527
2011-03-19,12.0527
2011-03-20,12.0527
2011-03-21,11.987
2011-03-22,11.9915
2011-03-23,12.0221
2011-03-24,11.9472
2011-03-25,11.9922
2011-03-26,11.9922
2011-03-27,11.9922
2011-03-28,11.9747
2011-03-29,11.9552
2011-03-30,11.9179
2011-03-31,11.9048
2011-04-01,11.8385
2011-04-02,11.8385
2011-04-03,11.8385
2011-04-04,11.8499
2011-04-05,11.8181
2011-04-06,11.8064
2011-04-07,11.773
2011-04-08,11.7305
2011-04-09,11.7305
2011-04-10,11.7305
2011-04-11,11.7496
2011-04-12,11.8381
2011-04-13,11.7756
2011-04-14,11.7125
2011-04-15,11.6631
2011-04-16,11.6631
2011-04-17,11.6631
2011-04-18,11.7528
2011-04-19,11.6792
2011-04-20,11.5935
2011-04-21,11.6133
2011-04-22,11.6048
2011-04-23,11.6048
2011-04-24,11.6048
2011-04-25,11.6039
2011-04-26,11.5779
2011-04-27,11.5238
2011-04-28,11.5585
2011-04-29,11.4959
2011-04-30,11.4959
2011-05-01,11.4959
2011-05-02,11.5259
2011-05-03,11.571
2011-05-04,11.644
2011-05-05,11.7289
2011-05-06,11.637
2011-05-07,11.637
2011-05-08,11.637
2011-05-09,11.6089
2011-05-10,11.5459
2011-05-11,11.6479
2011-05-12,11.6255
2011-05-13,11.7278
2011-05-14,11.7278
2011-05-15,11.7278
2011-05-16,11.7727
2011-05-17,11.716
2011-05-18,11.7056
2011-05-19,11.6295
2011-05-20,11.6473
2011-05-21,11.6473
2011-05-22,11.6473
2011-05-23,11.7455
2011-05-24,11.6922
2011-05-25,11.6704
2011-05-26,11.6682
2011-05-27,11.6035
2011-05-28,11.6035
2011-05-29,11.6035
2011-05-30,11.6084
2011-05-31,11.5693
2011-06-01,11.7091
2011-06-02,11.632
2011-06-03,11.6638
2011-06-04,11.6638
2011-06-05,11.6638
2011-06-06,11.7469
2011-06-07,11.7569
2011-06-08,11.8453
2011-06-09,11.773
2011-06-10,11.9065
2011-06-11,11.9065
2011-06-12,11.9065
2011-06-13,11.8583
2011-06-14,11.7972
2011-06-15,11.9152
2011-06-16,11.9515
2011-06-17,11.9023
2011-06-18,11.9023
2011-06-19,11.9023
2011-06-20,11.867
2011-06-21,11.7775
2011-06-22,11.7945
2011-06-23,11.8625
2011-06-24,11.9001
2011-06-25,11.9001
2011-06-26,11.9001
2011-06-27,11.8904
2011-06-28,11.8067
2011-06-29,11.7538
2011-06-30,11.7135
2011-07-01,11.6071
2011-07-02,11.6071
2011-07-03,11.6071
2011-07-04,11.5893
2011-07-05,11.6355
2011-07-06,11.6267
2011-07-07,11.541
2011-07-08,11.6256
2011-07-09,11.6256
2011-07-10,11.6256
2011-07-11,11.7618
2011-07-12,11.7927
2011-07-13,11.6839
2011-07-14,11.7215
2011-07-15,11.742
2011-07-16,11.742
2011-07-17,11.742
2011-07-18,11.7213
2011-07-19,11.6578
2011-07-20,11.6509
2011-07-21,11.591
2011-07-22,11.6366
2011-07-23,11.6366
2011-07-24,11.6366
2011-07-25,11.6438
2011-07-26,11.6252
2011-07-27,11.6459
2011-07-28,11.7108
2011-07-29,11.7354
2011-07-30,11.7354
2011-07-31,11.7354
2011-08-01,11.7199
2011-08-02,11.8458
2011-08-03,11.8193
2011-08-04,12.0522
2011-08-05,11.9914
2011-08-06,11.9914
2011-08-07,11.9914
2011-08-08,12.3252
2011-08-09,12.0391
2011-08-10,12.5536
2011-08-11,12.2748
2011-08-12,12.3087
2011-08-13,12.3087
2011-08-14,12.3087
2011-08-15,12.2296
2011-08-16,12.2575
2011-08-17,12.1689
2011-08-18,12.2633
2011-08-19,12.298
2011-08-20,12.298
2011-08-21,12.298
2011-08-22,12.3571
2011-08-23,12.3131
2011-08-24,12.4811
2011-08-25,12.51
2011-08-26,12.4549
2011-08-27,12.4549
2011-08-28,12.4549
2011-08-29,12.4622
2011-08-30,12.5322
2011-08-31,12.3327
2011-09-01,12.2908
2011-09-02,12.4079
2011-09-03,12.4079
2011-09-04,12.4079
2011-09-05,12.5372
2011-09-06,12.5119
2011-09-07,12.4638
2011-09-08,12.5146
2011-09-09,12.6919
2011-09-10,12.6919
2011-09-11,12.6919
2011-09-12,12.8429
2011-09-13,12.884
2011-09-14,12.9331
2011-09-15,12.9456
2011-09-16,13.0464
2011-09-17,13.0464
2011-09-18,13.0464
2011-09-19,13.1227
2011-09-20,13.2299
2011-09-21,13.7056
2011-09-22,14.0944
2011-09-23,13.56
2011-09-24,13.56
2011-09-25,13.56
2011-09-26,13.5402
2011-09-27,13.3658
2011-09-28,13.5563
2011-09-29,13.71
2011-09-30,13.8973
2011-10-01,13.8973
2011-10-02,13.8973
2011-10-03,14.0332
2011-10-04,13.7439
2011-10-05,13.5536
2011-10-06,13.4214
2011-10-07,13.4598
2011-10-08,13.4598
2011-10-09,13.4598
2011-10-10,13.2374
2011-10-11,13.3988
2011-10-12,13.2874
2011-10-13,13.428
2011-10-14,13.243
2011-10-15,13.243
2011-10-16,13.243
2011-10-17,13.4856
2011-10-18,13.3809
2011-10-19,13.4595
2011-10-20,13.698
2011-10-21,13.6752
2011-10-22,13.6752
2011-10-23,13.6752
2011-10-24,13.3708
2011-10-25,13.5191
2011-10-26,13.4023
2011-10-27,13.1342
2011-10-28,12.9989
2011-10-29,12.9989
2011-10-30,12.9989
2011-10-31,13.3517
2011-11-01,13.6136
2011-11-02,13.5378
2011-11-03,13.3333
2011-11-04,13.4901
2011-11-05,13.4901
2011-11-06,13.4901
2011-11-07,13.4148
2011-11-08,13.3336
2011-11-09,13.677
2011-11-10,13.5387
2011-11-11,13.5395
2011-11-12,13.5395
2011-11-13,13.5395
2011-11-14,13.5105
2011-11-15,13.6039
2011-11-16,13.6457
2011-11-17,13.7219
2011-11-18,13.7267
2011-11-19,13.7267
2011-11-20,13.7267
2011-11-21,14.0165
2011-11-22,13.9785
2011-11-23,14.1788
2011-11-24,14.205
2011-11-25,14.2305
2011-11-26,14.2305
2011-11-27,14.2305
2011-11-28,14.0258
2011-11-29,13.823
2011-11-30,13.6251
2011-12-01,13.6125
2011-12-02,13.6363
2011-12-03,13.6363
2011-12-04,13.6363
2011-12-05,13.529
2011-12-06,13.4823
2011-12-07,13.5107
2011-12-08,13.7118
2011-12-09,13.5744
2011-12-10,13.5744
2011-12-11,13.5744
2011-12-12,13.8176
2011-12-13,13.869
2011-12-14,13.8923
2011-12-15,13.9153
2011-12-16,13.8775
2011-12-17,13.8775
2011-12-18,13.8775
2011-12-19,13.9116
2011-12-20,13.7845
2011-12-21,13.8272
2011-12-22,13.8198
2011-12-23,13.845
2011-12-24,13.845
2011-12-25,13.845
2011-12-26,13.8632
2011-12-27,14.0101
2011-12-28,13.988
2011-12-29,13.9966
2011-12-30,13.9357
2011-12-31,13.9357
2012-01-01,13.9357
2012-01-02,13.9187
2012-01-03,13.6468
2012-01-04,13.7
2012-01-05,13.7661
2012-01-06,13.7391
2012-01-07,13.7391
2012-01-08,13.7391
2012-01-09,13.6968
2012-01-10,13.6329
2012-01-11,13.6087
2012-01-12,13.5323
2012-01-13,13.5985
2012-01-14,13.5985
2012-01-15,13.5985
2012-01-16,13.5528
2012-01-17,13.4381
2012-01-18,13.3089
2012-01-19,13.221
2012-01-20,13.1813
2012-01-21,13.1813
2012-01-22,13.1813
2012-01-23,13.1685
2012-01-24,13.0998
2012-01-25,13.019
2012-01-26,12.9913
2012-01-27,12.9169
2012-01-28,12.9169
2012-01-29,12.9169
2012-01-30,12.9776
2012-01-31,13.0456
2012-02-01,12.8923
2012-02-02,12.8013
2012-02-03,12.6596
2012-02-04,12.6596
2012-02-05,12.6596
2012-02-06,12.6683
2012-02-07,12.675
2012-02-08,12.7185
2012-02-09,12.6708
2012-02-10,12.8021
2012-02-11,12.8021
2012-02-12,12.8021
2012-02-13,12.6982
2012-02-14,12.7605
2012-02-15,12.8791
2012-02-16,12.8174
2012-02-17,12.7593
2012-02-18,12.7593
2012-02-19,12.7593
2012-02-20,12.6934
2012-02-21,12.7929
2012-02-22,12.8447
2012-02-23,12.822
2012-02-24,12.9041
2012-02-25,12.9041
2012-02-26,12.9041
2012-02-27,12.8907
2012-02-28,12.8444
2012-02-29,12.8624
2012-03-01,12.7241
2012-03-02,12.7599
2012-03-03,12.7599
2012-03-04,12.7599
2012-03-05,12.8354
2012-03-06,13.0011
2012-03-07,12.8732
2012-03-08,12.6785
2012-03-09,12.6425
2012-03-10,12.6425
2012-03-11,12.6425
2012-03-12,12.6602
2012-03-13,12.5592
2012-03-14,12.7265
2012-03-15,12.6575
2012-03-16,12.6692
2012-03-17,12.6692
2012-03-18,12.6692
2012-03-19,12.6453
2012-03-20,12.6502
2012-03-21,12.7066
2012-03-22,12.8122
2012-03-23,12.7474
2012-03-24,12.7474
2012-03-25,12.7474
2012-03-26,12.6672
2012-03-27,12.7025
2012-03-28,12.7549
2012-03-29,12.8028
2012-03-30,12.8107
2012-03-31,12.8107
2012-04-01,12.8107
2012-04-02,12.7326
2012-04-03,12.7632
2012-04-04,12.7846
2012-04-05,12.8732
2012-04-06,12.9842
2012-04-07,12.9842
2012-04-08,12.9842
2012-04-09,12.9712
2012-04-10,13.1578
2012-04-11,13.1668
2012-04-12,13.0309
2012-04-13,13.1775
2012-04-14,13.1775
2012-04-15,13.1775
2012-04-16,13.2129
2012-04-17,13.107
2012-04-18,13.1808
2012-04-19,13.198
2012-04-20,13.101
2012-04-21,13.101
2012-04-22,13.101
2012-04-23,13.1756
2012-04-24,13.1567
2012-04-25,13.1639
2012-04-26,13.1731
2012-04-27,12.9678
2012-04-28,12.9678
2012-04-29,12.9678
2012-04-30,13.0127
2012-05-01,12.9162
2012-05-02,12.9378
2012-05-03,13.0057
2012-05-04,13.168
2012-05-05,13.168
2012-05-06,13.168
2012-05-07,13.1632
2012-05-08,13.3673
2012-05-09,13.4993
2012-05-10,13.514
2012-05-11,13.5745
2012-05-12,13.5745
2012-05-13,13.5745
2012-05-14,13.7344
2012-05-15,13.8363
2012-05-16,13.7662
2012-05-17,13.8393
2012-05-18,13.8158
2012-05-19,13.8158
2012-05-20,13.8158
2012-05-21,13.6936
2012-05-22,13.9031
2012-05-23,13.9887
2012-05-24,14.0153
2012-05-25,14.0288
2012-05-26,14.0288
2012-05-27,14.0288
2012-05-28,13.9498
2012-05-29,13.8832
2012-05-30,14.1431
2012-05-31,14.3755
2012-06-01,14.3129
2012-06-02,14.3129
2012-06-03,14.3129
2012-06-04,14.2241
2012-06-05,14.2188
2012-06-06,14.0255
2012-06-07,14.0678
2012-06-08,13.9212
2012-06-09,13.9212
2012-06-10,13.9212
2012-06-11,14.094
2012-06-12,13.9767
2012-06-13,14.0384
2012-06-14,13.9003
2012-06-15,13.92
2012-06-16,13.92
2012-06-17,13.92
2012-06-18,13.8284
2012-06-19,13.6846
2012-06-20,13.7092
2012-06-21,13.9241
2012-06-22,13.8624
2012-06-23,13.8624
2012-06-24,13.8624
2012-06-25,13.9212
2012-06-26,13.76
2012-06-27,13.5627
2012-06-28,13.6163
2012-06-29,13.3608
2012-06-30,13.3608
2012-07-01,13.3608
2012-07-02,13.3386
2012-07-03,13.3311
2012-07-04,13.3337
2012-07-05,13.4205
2012-07-06,13.3909
2012-07-07,13.3909
2012-07-08,13.3909
2012-07-09,13.3552
2012-07-10,13.3792
2012-07-11,13.3063
2012-07-12,13.459
2012-07-13,13.2904
2012-07-14,13.2904
2012-07-15,13.2904
2012-07-16,13.2192
2012-07-17,13.1579
2012-07-18,13.1696
2012-07-19,13.2242
2012-07-20,13.362
2012-07-21,13.362
2012-07-22,13.362
2012-07-23,13.5877
2012-07-24,13.709
2012-07-25,13.5957
2012-07-26,13.4138
2012-07-27,13.2393
2012-07-28,13.2393
2012-07-29,13.2393
2012-07-30,13.2649
2012-07-31,13.3291
2012-08-01,13.3848
2012-08-02,13.3547
2012-08-03,13.1349
2012-08-04,13.1349
2012-08-05,13.1349
2012-08-06,13.1985
2012-08-07,13.2298
2012-08-08,13.1452
2012-08-09,13.0864
2012-08-10,13.0833
2012-08-11,13.0833
2012-08-12,13.0833
2012-08-13,13.1498
2012-08-14,13.1801
2012-08-15,13.1342
2012-08-16,13.1752
2012-08-17,13.1225
2012-08-18,13.1225
2012-08-19,13.1225
2012-08-20,13.1059
2012-08-21,13.1444
2012-08-22,13.0739
2012-08-23,13.1613
2012-08-24,13.1731
2012-08-25,13.1731
2012-08-26,13.1731
2012-08-27,13.188
2012-08-28,13.1899
2012-08-29,13.3088
2012-08-30,13.3478
2012-08-31,13.191
2012-09-01,13.191
2012-09-02,13.191
2012-09-03,13.1867
2012-09-04,13.1782
2012-09-05,13.116
2012-09-06,13.0563
2012-09-07,12.9808
2012-09-08,12.9808
2012-09-09,12.9808
2012-09-10,13.0844
2012-09-11,12.9874
2012-09-12,13.0143
2012-09-13,12.8164
2012-09-14,12.7149
2012-09-15,12.7149
2012-09-16,12.7149
2012-09-17,12.7713
2012-09-18,12.7962
2012-09-19,12.8587
2012-09-20,12.8598
2012-09-21,12.8585
2012-09-22,12.8585
2012-09-23,12.8585
2012-09-24,12.9126
2012-09-25,12.8622
2012-09-26,12.8698
2012-09-27,12.8267
2012-09-28,12.8585
2012-09-29,12.8585
2012-09-30,12.8585
2012-10-01,12.8279
2012-10-02,12.8563
2012-10-03,12.8167
2012-10-04,12.7565
2012-10-05,12.7948
2012-10-06,12.7948
2012-10-07,12.7948
2012-10-08,12.8043
2012-10-09,12.8759
2012-10-10,12.9774
2012-10-11,12.9128
2012-10-12,12.8682
2012-10-13,12.8682
2012-10-14,12.8682
2012-10-15,12.8035
2012-10-16,12.8337
2012-10-17,12.7875
2012-10-18,12.8438
2012-10-19,12.8853
2012-10-20,12.8853
2012-10-21,12.8853
2012-10-22,12.8582
2012-10-23,12.9752
2012-10-24,12.9943
2012-10-25,13.0092
2012-10-26,12.9897
2012-10-27,12.9897
2012-10-28,12.9897
2012-10-29,13.0734
2012-10-30,13.0747
2012-10-31,13.0949
2012-11-01,13.0067
2012-11-02,13.0367
2012-11-03,13.0367
2012-11-04,13.0367
2012-11-05,13.0412
2012-11-06,12.9607
2012-11-07,13.0711
2012-11-08,13.1784
2012-11-09,13.2003
2012-11-10,13.2003
2012-11-11,13.2003
2012-11-12,13.2113
2012-11-13,13.2477
2012-11-14,13.2773
2012-11-15,13.2085
2012-11-16,13.1322
2012-11-17,13.1322
2012-11-18,13.1322
2012-11-19,13.0579
2012-11-20,13.0044
2012-11-21,13.06
2012-11-22,13.0298
2012-11-23,12.9647
2012-11-24,12.9647
2012-11-25,12.9647
2012-11-26,13.016
2012-11-27,13.0403
2012-11-28,12.9723
2012-11-29,12.9469
2012-11-30,12.9667
2012-12-01,12.9667
2012-12-02,12.9667
2012-12-03,12.9972
2012-12-04,12.946
2012-12-05,12.9277
2012-12-06,12.8702
2012-12-07,12.8505
2012-12-08,12.8505
2012-12-09,12.8505
2012-12-10,12.809
2012-12-11,12.7334
2012-12-12,12.7426
2012-12-13,12.8025
2012-12-14,12.7423
2012-12-15,12.7423
2012-12-16,12.7423
2012-12-17,12.7205
2012-12-18,12.7186
2012-12-19,12.7664
2012-12-20,12.7612
2012-12-21,12.9268
2012-12-22,12.9268
2012-12-23,12.9268
2012-12-24,12.987
2012-12-25,12.9902
2012-12-26,13.0097
2012-12-27,12.9759
2012-12-28,13.0245
2012-12-29,13.0245
2012-12-30,13.0245
2012-12-31,12.8533
2013-01-01,12.89
2013-01-02,12.7465
2013-01-03,12.8066
2013-01-04,12.7417
2013-01-05,12.7417
2013-01-06,12.7417
2013-01-07,12.7683
2013-01-08,12.803
2013-01-09,12.7223
2013-01-10,12.6058
2013-01-11,12.6551
2013-01-12,12.6551
2013-01-13,12.6551
2013-01-14,12.5938
2013-01-15,12.611
2013-01-16,12.6215
2013-01-17,12.5867
2013-01-18,12.6621
2013-01-19,12.6621
2013-01-20,12.6621
2013-01-21,12.7
2013-01-22,12.6194
2013-01-23,12.6922
2013-01-24,12.6358
2013-01-25,12.7063
2013-01-26,12.7063
2013-01-27,12.7063
2013-01-28,12.7668
2013-01-29,12.7202
2013-01-30,12.7208
2013-01-31,12.7087
2013-02-01,12.6062
2013-02-02,12.6062
2013-02-03,12.6062
2013-02-04,12.7107
2013-02-05,12.6316
2013-02-06,12.6819
2013-02-07,12.7299
2013-02-08,12.7239
2013-02-09,12.7239
2013-02-10,12.7239
2013-02-11,12.7337
2013-02-12,12.695
2013-02-13,12.6857
2013-02-14,12.6958
2013-02-15,12.6899
2013-02-16,12.6899
2013-02-17,12.6899
2013-02-18,12.6854
2013-02-19,12.6304
2013-02-20,12.7253
2013-02-21,12.7464
2013-02-22,12.7037
2013-02-23,12.7037
2013-02-24,12.7037
2013-02-25,12.7992
2013-02-26,12.8435
2013-02-27,12.7652
2013-02-28,12.7793
2013-03-01,12.7584
2013-03-02,12.7584
2013-03-03,12.7584
2013-03-04,12.7454
2013-03-05,12.7027
2013-03-06,12.7828
2013-03-07,12.7587
2013-03-08,12.6279
2013-03-09,12.6279
2013-03-10,12.6279
2013-03-11,12.5402
2013-03-12,12.4451
2013-03-13,12.4324
2013-03-14,12.4235
2013-03-15,12.4342
2013-03-16,12.4342
2013-03-17,12.4342
2013-03-18,12.4151
