,USDINR BGN Curncy
2010-07-09,46.6644
2010-07-10,46.6644
2010-07-11,46.6644
2010-07-12,46.78
2010-07-13,46.78
2010-07-14,46.6981
2010-07-15,46.605
2010-07-16,46.7725
2010-07-17,46.7725
2010-07-18,46.7725
2010-07-19,47.125
2010-07-20,47.3638
2010-07-21,47.1669
2010-07-22,47.1275
2010-07-23,46.945
2010-07-24,46.945
2010-07-25,46.945
2010-07-26,47.0475
2010-07-27,46.675
2010-07-28,46.7663
2010-07-29,46.5406
2010-07-30,46.4075
2010-07-31,46.4075
2010-08-01,46.4075
2010-08-02,46.25
2010-08-03,46.1725
2010-08-04,46.165
2010-08-05,46.185
2010-08-06,46.16
2010-08-07,46.16
2010-08-08,46.16
2010-08-09,46.1325
2010-08-10,46.3975
2010-08-11,46.6975
2010-08-12,46.78
2010-08-13,46.765
2010-08-14,46.765
2010-08-15,46.765
2010-08-16,46.8025
2010-08-17,46.6463
2010-08-18,46.575
2010-08-19,46.575
2010-08-20,46.675
2010-08-21,46.675
2010-08-22,46.675
2010-08-23,46.6475
2010-08-24,46.9163
2010-08-25,46.9125
2010-08-26,46.8488
2010-08-27,46.8875
2010-08-28,46.8875
2010-08-29,46.8875
2010-08-30,46.915
2010-08-31,47.075
2010-09-01,46.8125
2010-09-02,46.7125
2010-09-03,46.64
2010-09-04,46.64
2010-09-05,46.64
2010-09-06,46.545
2010-09-07,46.8375
2010-09-08,46.64
2010-09-09,46.4785
2010-09-10,46.4785
2010-09-11,46.4785
2010-09-12,46.4785
2010-09-13,46.3975
2010-09-14,46.445
2010-09-15,46.3613
2010-09-16,46.155
2010-09-17,45.84
2010-09-18,45.84
2010-09-19,45.84
2010-09-20,45.705
2010-09-21,45.675
2010-09-22,45.585
2010-09-23,45.6575
2010-09-24,45.255
2010-09-25,45.255
2010-09-26,45.255
2010-09-27,45.0188
2010-09-28,45.1575
2010-09-29,44.945
2010-09-30,44.945
2010-10-01,44.48
2010-10-02,44.48
2010-10-03,44.48
2010-10-04,44.58
2010-10-05,44.69
2010-10-06,44.515
2010-10-07,44.195
2010-10-08,44.435
2010-10-09,44.435
2010-10-10,44.435
2010-10-11,44.4088
2010-10-12,44.6675
2010-10-13,44.51
2010-10-14,44.1225
2010-10-15,44.105
2010-10-16,44.105
2010-10-17,44.105
2010-10-18,44.365
2010-10-19,44.35
2010-10-20,44.3575
2010-10-21,44.305
2010-10-22,44.59
2010-10-23,44.59
2010-10-24,44.59
2010-10-25,44.3563
2010-10-26,44.44
2010-10-27,44.455
2010-10-28,44.5238
2010-10-29,44.4275
2010-10-30,44.4275
2010-10-31,44.4275
2010-11-01,44.48
2010-11-02,44.38
2010-11-03,44.355
2010-11-04,44.2113
2010-11-05,44.215
2010-11-06,44.215
2010-11-07,44.215
2010-11-08,44.3825
2010-11-09,44.325
2010-11-10,44.3138
2010-11-11,44.31
2010-11-12,44.83
2010-11-13,44.83
2010-11-14,44.83
2010-11-15,45.235
2010-11-16,45.315
2010-11-17,45.315
2010-11-18,45.23
2010-11-19,45.29
2010-11-20,45.29
2010-11-21,45.29
2010-11-22,45.4088
2010-11-23,45.575
2010-11-24,45.705
2010-11-25,45.5175
2010-11-26,45.855
2010-11-27,45.855
2010-11-28,45.855
2010-11-29,45.935
2010-11-30,45.885
2010-12-01,45.3813
2010-12-02,45.2944
2010-12-03,45.105
2010-12-04,45.105
2010-12-05,45.105
2010-12-06,44.95
2010-12-07,44.645
2010-12-08,45.085
2010-12-09,45.225
2010-12-10,45.0575
2010-12-11,45.0575
2010-12-12,45.0575
2010-12-13,45.1375
2010-12-14,44.9475
2010-12-15,45.3975
2010-12-16,45.355
2010-12-17,45.355
2010-12-18,45.355
2010-12-19,45.355
2010-12-20,45.475
2010-12-21,45.235
2010-12-22,45.095
2010-12-23,45.165
2010-12-24,45.1225
2010-12-25,45.1225
2010-12-26,45.1225
2010-12-27,45.2444
2010-12-28,45.095
2010-12-29,45.045
2010-12-30,44.965
2010-12-31,44.705
2011-01-01,44.705
2011-01-02,44.705
2011-01-03,44.715
2011-01-04,44.985
2011-01-05,45.33
2011-01-06,45.2525
2011-01-07,45.385
2011-01-08,45.385
2011-01-09,45.385
2011-01-10,45.4456
2011-01-11,45.165
2011-01-12,45.135
2011-01-13,45.2406
2011-01-14,45.365
2011-01-15,45.365
2011-01-16,45.365
2011-01-17,45.5188
2011-01-18,45.4275
2011-01-19,45.46
2011-01-20,45.535
2011-01-21,45.62
2011-01-22,45.62
2011-01-23,45.62
2011-01-24,45.6788
2011-01-25,45.7063
2011-01-26,45.7063
2011-01-27,45.565
2011-01-28,45.7563
2011-01-29,45.7563
2011-01-30,45.7563
2011-01-31,45.905
2011-02-01,45.7663
2011-02-02,45.6275
2011-02-03,45.615
2011-02-04,45.6
2011-02-05,45.6
2011-02-06,45.6
2011-02-07,45.4864
2011-02-08,45.305
2011-02-09,45.485
2011-02-10,45.7325
2011-02-11,45.685
2011-02-12,45.685
2011-02-13,45.685
2011-02-14,45.505
2011-02-15,45.515
2011-02-16,45.515
2011-02-17,45.3475
2011-02-18,45.21
2011-02-19,45.21
2011-02-20,45.21
2011-02-21,44.9925
2011-02-22,45.265
2011-02-23,45.1338
2011-02-24,45.475
2011-02-25,45.325
2011-02-26,45.325
2011-02-27,45.325
2011-02-28,45.2708
2011-03-01,44.9575
2011-03-02,44.9575
2011-03-03,45.045
2011-03-04,44.9875
2011-03-05,44.9875
2011-03-06,44.9875
2011-03-07,45.0525
2011-03-08,45.0875
2011-03-09,45.005
2011-03-10,45.185
2011-03-11,45.2425
2011-03-12,45.2425
2011-03-13,45.2425
2011-03-14,45.0663
2011-03-15,45.2456
2011-03-16,45.1175
2011-03-17,45.185
2011-03-18,45.1256
2011-03-19,45.1256
2011-03-20,45.1256
2011-03-21,45.0138
2011-03-22,44.9638
2011-03-23,44.8525
2011-03-24,44.7563
2011-03-25,44.675
2011-03-26,44.675
2011-03-27,44.675
2011-03-28,44.8375
2011-03-29,44.7825
2011-03-30,44.755
2011-03-31,44.585
2011-04-01,44.585
2011-04-02,44.585
2011-04-03,44.585
2011-04-04,44.585
2011-04-05,44.4163
2011-04-06,44.17
2011-04-07,44.205
2011-04-08,44.0769
2011-04-09,44.0769
2011-04-10,44.0769
2011-04-11,44.395
2011-04-12,44.395
2011-04-13,44.505
2011-04-14,44.505
2011-04-15,44.335
2011-04-16,44.335
2011-04-17,44.335
2011-04-18,44.4575
2011-04-19,44.485
2011-04-20,44.3275
2011-04-21,44.3675
2011-04-22,44.3675
2011-04-23,44.3675
2011-04-24,44.3675
2011-04-25,44.49
2011-04-26,44.52
2011-04-27,44.435
2011-04-28,44.4343
2011-04-29,44.2194
2011-04-30,44.2194
2011-05-01,44.2194
2011-05-02,44.335
2011-05-03,44.515
2011-05-04,44.4675
2011-05-05,44.7625
2011-05-06,44.795
2011-05-07,44.795
2011-05-08,44.795
2011-05-09,44.715
2011-05-10,44.7575
2011-05-11,44.695
2011-05-12,45.0
2011-05-13,44.865
2011-05-14,44.865
2011-05-15,44.865
2011-05-16,45.1588
2011-05-17,45.1588
2011-05-18,45.0575
2011-05-19,44.9763
2011-05-20,45.0163
2011-05-21,45.0163
2011-05-22,45.0163
2011-05-23,45.235
2011-05-24,45.2088
2011-05-25,45.3325
2011-05-26,45.3081
2011-05-27,45.1675
2011-05-28,45.1675
2011-05-29,45.1675
2011-05-30,45.0795
2011-05-31,45.06
2011-06-01,44.8431
2011-06-02,44.8294
2011-06-03,44.8188
2011-06-04,44.8188
2011-06-05,44.8188
2011-06-06,44.7625
2011-06-07,44.6763
2011-06-08,44.7025
2011-06-09,44.735
2011-06-10,44.7214
2011-06-11,44.7214
2011-06-12,44.7214
2011-06-13,44.8588
2011-06-14,44.7412
2011-06-15,44.7725
2011-06-16,44.9075
2011-06-17,44.8662
2011-06-18,44.8662
2011-06-19,44.8662
2011-06-20,45.0063
2011-06-21,44.845
2011-06-22,44.895
2011-06-23,44.955
2011-06-24,44.995
2011-06-25,44.995
2011-06-26,44.995
2011-06-27,45.035
2011-06-28,45.04
2011-06-29,44.8663
2011-06-30,44.6981
2011-07-01,44.5825
2011-07-02,44.5825
2011-07-03,44.5825
2011-07-04,44.425
2011-07-05,44.4375
2011-07-06,44.4898
2011-07-07,44.4225
2011-07-08,44.3275
2011-07-09,44.3275
2011-07-10,44.3275
2011-07-11,44.485
2011-07-12,44.7113
2011-07-13,44.525
2011-07-14,44.4956
2011-07-15,44.5175
2011-07-16,44.5175
2011-07-17,44.5175
2011-07-18,44.575
2011-07-19,44.5
2011-07-20,44.4563
2011-07-21,44.51
2011-07-22,44.355
2011-07-23,44.355
2011-07-24,44.355
2011-07-25,44.4006
2011-07-26,44.185
2011-07-27,44.085
2011-07-28,44.0762
2011-07-29,44.1881
2011-07-30,44.1881
2011-07-31,44.1881
2011-08-01,44.0756
2011-08-02,44.2762
2011-08-03,44.3137
2011-08-04,44.5525
2011-08-05,44.74
2011-08-06,44.74
2011-08-07,44.74
2011-08-08,44.9769
2011-08-09,45.2112
2011-08-10,45.2537
2011-08-11,45.4037
2011-08-12,45.3375
2011-08-13,45.3375
2011-08-14,45.3375
2011-08-15,45.3375
2011-08-16,45.3869
2011-08-17,45.41
2011-08-18,45.7475
2011-08-19,45.7475
2011-08-20,45.7475
2011-08-21,45.7475
2011-08-22,45.6712
2011-08-23,45.6337
2011-08-24,45.995
2011-08-25,46.0575
2011-08-26,46.155
2011-08-27,46.155
2011-08-28,46.155
2011-08-29,46.0537
2011-08-30,46.095
2011-08-31,46.095
2011-09-01,46.095
2011-09-02,45.7875
2011-09-03,45.7875
2011-09-04,45.7875
2011-09-05,45.9887
2011-09-06,46.1081
2011-09-07,46.1675
2011-09-08,46.1962
2011-09-09,46.565
2011-09-10,46.565
2011-09-11,46.565
2011-09-12,47.225
2011-09-13,47.5975
2011-09-14,47.65
2011-09-15,47.555
2011-09-16,47.2675
2011-09-17,47.2675
2011-09-18,47.2675
2011-09-19,47.82
2011-09-20,48.0562
2011-09-21,48.335
2011-09-22,49.575
2011-09-23,49.4337
2011-09-24,49.4337
2011-09-25,49.4337
2011-09-26,49.46
2011-09-27,49.075
2011-09-28,48.7525
2011-09-29,48.9737
2011-09-30,48.9737
2011-10-01,48.9737
2011-10-02,48.9737
2011-10-03,49.1575
2011-10-04,49.4027
2011-10-05,49.3475
2011-10-06,49.3475
2011-10-07,49.155
2011-10-08,49.155
2011-10-09,49.155
2011-10-10,48.9762
2011-10-11,49.3275
2011-10-12,48.96
2011-10-13,49.125
2011-10-14,49.0237
2011-10-15,49.0237
2011-10-16,49.0237
2011-10-17,48.9462
2011-10-18,49.295
2011-10-19,49.1525
2011-10-20,49.8075
2011-10-21,50.025
2011-10-22,50.025
2011-10-23,50.025
2011-10-24,49.8312
2011-10-25,49.5075
2011-10-26,49.5075
2011-10-27,49.5075
2011-10-28,48.7662
2011-10-29,48.7662
2011-10-30,48.7662
2011-10-31,48.695
2011-11-01,49.265
2011-11-02,49.1875
2011-11-03,49.1387
2011-11-04,49.1112
2011-11-05,49.1112
2011-11-06,49.1112
2011-11-07,49.1112
2011-11-08,49.48
2011-11-09,50.175
2011-11-10,50.175
2011-11-11,50.115
2011-11-12,50.115
2011-11-13,50.115
2011-11-14,50.29
2011-11-15,50.6737
2011-11-16,50.7387
2011-11-17,50.905
2011-11-18,51.335
2011-11-19,51.335
2011-11-20,51.335
2011-11-21,52.145
2011-11-22,52.3225
2011-11-23,52.375
2011-11-24,52.0737
2011-11-25,52.255
2011-11-26,52.255
2011-11-27,52.255
2011-11-28,51.965
2011-11-29,52.0187
2011-11-30,52.2112
2011-12-01,51.4675
2011-12-02,51.2062
2011-12-03,51.2062
2011-12-04,51.2062
2011-12-05,51.4162
2011-12-06,51.4162
2011-12-07,51.7175
2011-12-08,51.76
2011-12-09,52.0425
2011-12-10,52.0425
2011-12-11,52.0425
2011-12-12,52.835
2011-12-13,53.225
2011-12-14,53.715
2011-12-15,53.645
2011-12-16,52.745
2011-12-17,52.745
2011-12-18,52.745
2011-12-19,52.885
2011-12-20,52.89
2011-12-21,52.485
2011-12-22,52.7275
2011-12-23,52.9588
2011-12-24,52.9588
2011-12-25,52.9588
2011-12-26,52.7113
2011-12-27,53.03
2011-12-28,53.0563
2011-12-29,53.0563
2011-12-30,53.065
2011-12-31,53.065
2012-01-01,53.065
2012-01-02,53.3075
2012-01-03,53.225
2012-01-04,52.9775
2012-01-05,52.985
2012-01-06,52.7225
2012-01-07,52.7225
2012-01-08,52.7225
2012-01-09,52.515
2012-01-10,51.705
2012-01-11,51.895
2012-01-12,51.5837
2012-01-13,51.5288
2012-01-14,51.5288
2012-01-15,51.5288
2012-01-16,51.395
2012-01-17,50.7138
2012-01-18,50.415
2012-01-19,50.2375
2012-01-20,50.335
2012-01-21,50.335
2012-01-22,50.335
2012-01-23,50.0825
2012-01-24,50.0687
2012-01-25,50.1075
2012-01-26,50.1075
2012-01-27,49.3162
2012-01-28,49.3162
2012-01-29,49.3162
2012-01-30,49.8
2012-01-31,49.455
2012-02-01,49.2738
2012-02-02,49.16
2012-02-03,48.695
2012-02-04,48.695
2012-02-05,48.695
2012-02-06,49.055
2012-02-07,49.2138
2012-02-08,49.15
2012-02-09,49.505
2012-02-10,49.41
2012-02-11,49.41
2012-02-12,49.41
2012-02-13,49.1963
2012-02-14,49.3681
2012-02-15,49.2887
2012-02-16,49.2887
2012-02-17,49.275
2012-02-18,49.275
2012-02-19,49.275
2012-02-20,49.275
2012-02-21,49.3069
2012-02-22,49.232
2012-02-23,49.1988
2012-02-24,48.945
2012-02-25,48.945
2012-02-26,48.945
2012-02-27,49.235
2012-02-28,49.0781
2012-02-29,49.0238
2012-03-01,49.22
2012-03-02,49.5
2012-03-03,49.5
2012-03-04,49.5
2012-03-05,49.8538
2012-03-06,50.3763
2012-03-07,50.2869
2012-03-08,50.2869
2012-03-09,49.855
2012-03-10,49.855
2012-03-11,49.855
2012-03-12,49.9831
2012-03-13,49.9363
2012-03-14,49.905
2012-03-15,50.3863
2012-03-16,50.1912
2012-03-17,50.1912
2012-03-18,50.1912
2012-03-19,50.2344
2012-03-20,50.395
2012-03-21,50.6581
2012-03-22,51.2175
2012-03-23,51.2175
2012-03-24,51.2175
2012-03-25,51.2175
2012-03-26,51.27
2012-03-27,50.715
2012-03-28,50.785
2012-03-29,51.395
2012-03-30,50.8763
2012-03-31,50.8763
2012-04-01,50.8763
2012-04-02,50.88
2012-04-03,50.715
2012-04-04,51.105
2012-04-05,51.105
2012-04-06,51.105
2012-04-07,51.105
2012-04-08,51.105
2012-04-09,51.145
2012-04-10,51.475
2012-04-11,51.425
2012-04-12,51.5887
2012-04-13,51.3025
2012-04-14,51.3025
2012-04-15,51.3025
2012-04-16,51.6775
2012-04-17,51.485
2012-04-18,51.78
2012-04-19,52.145
2012-04-20,52.085
2012-04-21,52.085
2012-04-22,52.085
2012-04-23,52.525
2012-04-24,52.6975
2012-04-25,52.545
2012-04-26,52.555
2012-04-27,52.5425
2012-04-28,52.5425
2012-04-29,52.5425
2012-04-30,52.7363
2012-05-01,52.7363
2012-05-02,52.955
2012-05-03,53.415
2012-05-04,53.475
2012-05-05,53.475
2012-05-06,53.475
2012-05-07,52.915
2012-05-08,53.1462
2012-05-09,53.8275
2012-05-10,53.425
2012-05-11,53.635
2012-05-12,53.635
2012-05-13,53.635
2012-05-14,53.9575
2012-05-15,53.795
2012-05-16,54.495
2012-05-17,54.485
2012-05-18,54.425
2012-05-19,54.425
2012-05-20,54.425
2012-05-21,55.035
2012-05-22,55.395
2012-05-23,56.005
2012-05-24,55.655
2012-05-25,55.375
2012-05-26,55.375
2012-05-27,55.375
2012-05-28,55.1863
2012-05-29,55.6762
2012-05-30,56.2325
2012-05-31,56.11
2012-06-01,55.585
2012-06-02,55.585
2012-06-03,55.585
2012-06-04,55.665
2012-06-05,55.645
2012-06-06,55.365
2012-06-07,54.945
2012-06-08,55.455
2012-06-09,55.455
2012-06-10,55.455
2012-06-11,55.73
2012-06-12,55.8162
2012-06-13,55.6862
2012-06-14,55.815
2012-06-15,55.4963
2012-06-16,55.4963
2012-06-17,55.4963
2012-06-18,55.92
2012-06-19,55.97
2012-06-20,56.1488
2012-06-21,56.3075
2012-06-22,57.155
2012-06-23,57.155
2012-06-24,57.155
2012-06-25,57.015
2012-06-26,57.035
2012-06-27,57.135
2012-06-28,56.8075
2012-06-29,55.6375
2012-06-30,55.6375
2012-07-01,55.6375
2012-07-02,55.4275
2012-07-03,54.3725
2012-07-04,54.495
2012-07-05,54.955
2012-07-06,55.455
2012-07-07,55.455
2012-07-08,55.455
2012-07-09,55.935
2012-07-10,55.395
2012-07-11,55.635
2012-07-12,55.925
2012-07-13,55.145
2012-07-14,55.145
2012-07-15,55.145
2012-07-16,55.3262
2012-07-17,55.1175
2012-07-18,55.495
2012-07-19,55.135
2012-07-20,55.3275
2012-07-21,55.3275
2012-07-22,55.3275
2012-07-23,55.9737
2012-07-24,56.12
2012-07-25,56.16
2012-07-26,55.515
2012-07-27,55.3413
2012-07-28,55.3413
2012-07-29,55.3413
2012-07-30,55.585
2012-07-31,55.655
2012-08-01,55.4738
2012-08-02,55.835
2012-08-03,55.755
2012-08-04,55.755
2012-08-05,55.755
2012-08-06,55.5225
2012-08-07,55.0687
2012-08-08,55.415
2012-08-09,55.295
2012-08-10,55.285
2012-08-11,55.285
2012-08-12,55.285
2012-08-13,55.3438
2012-08-14,55.66
2012-08-15,55.66
2012-08-16,55.775
2012-08-17,55.745
2012-08-18,55.745
2012-08-19,55.745
2012-08-20,55.745
2012-08-21,55.575
2012-08-22,55.4912
2012-08-23,55.255
2012-08-24,55.495
2012-08-25,55.495
2012-08-26,55.495
2012-08-27,55.6888
2012-08-28,55.675
2012-08-29,55.625
2012-08-30,55.6337
2012-08-31,55.5275
2012-09-01,55.5275
2012-09-02,55.5275
2012-09-03,55.535
2012-09-04,55.6612
2012-09-05,55.9125
2012-09-06,55.6488
2012-09-07,55.395
2012-09-08,55.395
2012-09-09,55.395
2012-09-10,55.445
2012-09-11,55.345
2012-09-12,55.2288
2012-09-13,55.415
2012-09-14,54.3063
2012-09-15,54.3063
2012-09-16,54.3063
2012-09-17,54.0075
2012-09-18,53.995
2012-09-19,53.995
2012-09-20,54.385
2012-09-21,53.465
2012-09-22,53.465
2012-09-23,53.465
2012-09-24,53.475
2012-09-25,53.375
2012-09-26,53.5225
2012-09-27,53.0263
2012-09-28,52.86
2012-09-29,52.86
2012-09-30,52.86
2012-10-01,52.395
2012-10-02,52.395
2012-10-03,52.165
2012-10-04,51.745
2012-10-05,51.855
2012-10-06,51.855
2012-10-07,51.855
2012-10-08,52.645
2012-10-09,52.7363
2012-10-10,53.0588
2012-10-11,52.685
2012-10-12,52.82
2012-10-13,52.82
2012-10-14,52.82
2012-10-15,53.015
2012-10-16,52.885
2012-10-17,52.8787
2012-10-18,53.415
2012-10-19,53.84
2012-10-20,53.84
2012-10-21,53.84
2012-10-22,53.4762
2012-10-23,53.735
2012-10-24,53.735
2012-10-25,53.575
2012-10-26,53.575
2012-10-27,53.575
2012-10-28,53.575
2012-10-29,54.0725
2012-10-30,53.9662
2012-10-31,53.8138
2012-11-01,53.705
2012-11-02,53.8112
2012-11-03,53.8112
2012-11-04,53.8112
2012-11-05,54.6075
2012-11-06,54.435
2012-11-07,54.215
2012-11-08,54.375
2012-11-09,54.755
2012-11-10,54.755
2012-11-11,54.755
2012-11-12,54.875
2012-11-13,54.875
2012-11-14,54.875
2012-11-15,54.685
2012-11-16,55.175
2012-11-17,55.175
2012-11-18,55.175
2012-11-19,55.065
2012-11-20,55.095
2012-11-21,55.125
2012-11-22,55.21
2012-11-23,55.515
2012-11-24,55.515
2012-11-25,55.515
2012-11-26,55.725
2012-11-27,55.455
2012-11-28,55.455
2012-11-29,54.825
2012-11-30,54.265
2012-12-01,54.265
2012-12-02,54.265
2012-12-03,54.765
2012-12-04,54.685
2012-12-05,54.5563
2012-12-06,54.1375
2012-12-07,54.475
2012-12-08,54.475
2012-12-09,54.475
2012-12-10,54.505
2012-12-11,54.275
2012-12-12,54.32
2012-12-13,54.465
2012-12-14,54.485
2012-12-15,54.485
2012-12-16,54.485
2012-12-17,54.855
2012-12-18,54.8512
2012-12-19,54.5575
2012-12-20,54.8544
2012-12-21,55.0687
2012-12-22,55.0687
2012-12-23,55.0687
2012-12-24,54.955
2012-12-25,54.955
2012-12-26,54.845
2012-12-27,54.9375
2012-12-28,54.775
2012-12-29,54.775
2012-12-30,54.775
2012-12-31,54.995
2013-01-01,54.685
2013-01-02,54.36
2013-01-03,54.49
2013-01-04,55.075
2013-01-05,55.075
2013-01-06,55.075
2013-01-07,55.225
2013-01-08,55.005
2013-01-09,54.755
2013-01-10,54.575
2013-01-11,54.7625
2013-01-12,54.7625
2013-01-13,54.7625
2013-01-14,54.5
2013-01-15,54.625
2013-01-16,54.6937
2013-01-17,54.39
2013-01-18,53.7062
2013-01-19,53.7062
2013-01-20,53.7062
2013-01-21,53.755
2013-01-22,53.8063
2013-01-23,53.6737
2013-01-24,53.685
2013-01-25,53.685
2013-01-26,53.685
2013-01-27,53.685
2013-01-28,53.915
2013-01-29,53.775
2013-01-30,53.305
2013-01-31,53.225
2013-02-01,53.1975
2013-02-02,53.1975
2013-02-03,53.1975
2013-02-04,53.285
2013-02-05,53.135
2013-02-06,53.165
2013-02-07,53.22
2013-02-08,53.5056
2013-02-09,53.5056
2013-02-10,53.5056
2013-02-11,53.855
2013-02-12,53.8512
2013-02-13,53.8187
2013-02-14,53.93
2013-02-15,54.225
2013-02-16,54.225
2013-02-17,54.225
2013-02-18,54.2
2013-02-19,54.2
2013-02-20,54.0675
2013-02-21,54.48
2013-02-22,54.185
2013-02-23,54.185
2013-02-24,54.185
2013-02-25,53.8762
2013-02-26,54.095
2013-02-27,53.875
2013-02-28,54.36
2013-03-01,54.905
2013-03-02,54.905
2013-03-03,54.905
2013-03-04,54.865
2013-03-05,54.925
2013-03-06,54.72
2013-03-07,54.565
2013-03-08,54.2913
2013-03-09,54.2913
2013-03-10,54.2913
2013-03-11,54.4125
2013-03-12,54.1925
2013-03-13,54.3063
2013-03-14,54.3662
2013-03-15,54.025
2013-03-16,54.025
2013-03-17,54.025
2013-03-18,54.175
2013-03-19,54.375
2013-03-20,54.3675
2013-03-21,54.2825
2013-03-22,54.3413
2013-03-23,54.3413
2013-03-24,54.3413
2013-03-25,54.18
2013-03-26,54.365
2013-03-27,54.365
2013-03-28,54.28
2013-03-29,54.28
2013-03-30,54.28
2013-03-31,54.28
2013-04-01,54.28
2013-04-02,54.2688
2013-04-03,54.44
2013-04-04,54.885
2013-04-05,54.8125
2013-04-06,54.8125
2013-04-07,54.8125
2013-04-08,54.575
2013-04-09,54.585
2013-04-10,54.525
2013-04-11,54.525
2013-04-12,54.525
2013-04-13,54.525
2013-04-14,54.525
2013-04-15,54.6287
2013-04-16,54.145
2013-04-17,54.205
2013-04-18,53.9725
2013-04-19,53.9725
2013-04-20,53.9725
2013-04-21,53.9725
2013-04-22,54.1463
2013-04-23,54.385
2013-04-24,54.385
2013-04-25,54.225
2013-04-26,54.375
2013-04-27,54.375
2013-04-28,54.375
2013-04-29,54.245
2013-04-30,53.8088
2013-05-01,53.8088
2013-05-02,53.815
2013-05-03,53.935
2013-05-04,53.935
2013-05-05,53.935
