,USDTRY BGN Curncy
2019-08-28,5.8151
2019-08-29,5.8382
2019-08-30,5.8324
2019-08-31,5.8324
2019-09-01,5.8324
2019-09-02,5.8065
2019-09-03,5.729
2019-09-04,5.6646
2019-09-05,5.6917
2019-09-06,5.7118
2019-09-07,5.7118
2019-09-08,5.7118
2019-09-09,5.7492
2019-09-10,5.7693
2019-09-11,5.7495
2019-09-12,5.6579
2019-09-13,5.6873
2019-09-14,5.6873
2019-09-15,5.6873
2019-09-16,5.7285
2019-09-17,5.7009
2019-09-18,5.6768
2019-09-19,5.7187
2019-09-20,5.743
2019-09-21,5.743
2019-09-22,5.743
2019-09-23,5.7177
2019-09-24,5.6979
2019-09-25,5.6697
2019-09-26,5.6672
2019-09-27,5.6726
2019-09-28,5.6726
2019-09-29,5.6726
2019-09-30,5.6504
2019-10-01,5.7231
2019-10-02,5.701
2019-10-03,5.6948
2019-10-04,5.6989
2019-10-05,5.6989
2019-10-06,5.6989
2019-10-07,5.8324
2019-10-08,5.8302
2019-10-09,5.8702
2019-10-10,5.8361
2019-10-11,5.8833
2019-10-12,5.8833
2019-10-13,5.8833
2019-10-14,5.9276
2019-10-15,5.9158
2019-10-16,5.887
2019-10-17,5.8312
2019-10-18,5.7896
2019-10-19,5.7896
2019-10-20,5.7896
2019-10-21,5.8579
2019-10-22,5.8083
2019-10-23,5.7354
2019-10-24,5.7645
2019-10-25,5.7738
2019-10-26,5.7738
2019-10-27,5.7738
2019-10-28,5.7314
2019-10-29,5.7373
2019-10-30,5.7011
2019-10-31,5.7136
2019-11-01,5.7127
2019-11-02,5.7127
2019-11-03,5.7127
2019-11-04,5.7384
2019-11-05,5.7535
2019-11-06,5.7498
2019-11-07,5.7526
2019-11-08,5.7662
2019-11-09,5.7662
2019-11-10,5.7662
2019-11-11,5.7715
2019-11-12,5.7769
2019-11-13,5.7396
2019-11-14,5.748
2019-11-15,5.7477
2019-11-16,5.7477
2019-11-17,5.7477
2019-11-18,5.7357
2019-11-19,5.699
2019-11-20,5.6998
2019-11-21,5.697
2019-11-22,5.713
2019-11-23,5.713
2019-11-24,5.713
2019-11-25,5.7418
2019-11-26,5.7593
2019-11-27,5.7745
2019-11-28,5.7572
2019-11-29,5.7504
2019-11-30,5.7504
2019-12-01,5.7504
2019-12-02,5.741
2019-12-03,5.7421
2019-12-04,5.749
2019-12-05,5.7486
2019-12-06,5.7758
2019-12-07,5.7758
2019-12-08,5.7758
2019-12-09,5.8094
2019-12-10,5.8054
2019-12-11,5.8035
2019-12-12,5.7914
2019-12-13,5.8061
2019-12-14,5.8061
2019-12-15,5.8061
2019-12-16,5.8496
2019-12-17,5.8864
2019-12-18,5.9269
2019-12-19,5.9417
2019-12-20,5.938
2019-12-21,5.938
2019-12-22,5.938
2019-12-23,5.9488
2019-12-24,5.9498
2019-12-25,5.9399
2019-12-26,5.9324
2019-12-27,5.9494
2019-12-28,5.9494
2019-12-29,5.9494
2019-12-30,5.9478
2019-12-31,5.9511
2020-01-01,5.9466
2020-01-02,5.9574
2020-01-03,5.9716
2020-01-04,5.9716
2020-01-05,5.9716
2020-01-06,5.9692
2020-01-07,5.9724
2020-01-08,5.9082
2020-01-09,5.8745
2020-01-10,5.8808
2020-01-11,5.8808
2020-01-12,5.8808
2020-01-13,5.8675
2020-01-14,5.8815
2020-01-15,5.8751
2020-01-16,5.8595
2020-01-17,5.8862
2020-01-18,5.8862
2020-01-19,5.8862
2020-01-20,5.9156
2020-01-21,5.938
2020-01-22,5.9249
2020-01-23,5.9345
2020-01-24,5.939
2020-01-25,5.939
2020-01-26,5.939
2020-01-27,5.9438
2020-01-28,5.9408
2020-01-29,5.9594
2020-01-30,5.9696
2020-01-31,5.9829
2020-02-01,5.9829
2020-02-02,5.9829
2020-02-03,5.985
2020-02-04,5.9805
2020-02-05,5.9827
2020-02-06,5.9878
2020-02-07,6.0146
2020-02-08,6.0146
2020-02-09,6.0146
2020-02-10,6.0114
2020-02-11,6.0153
2020-02-12,6.0445
2020-02-13,6.0396
2020-02-14,6.0587
2020-02-15,6.0587
2020-02-16,6.0587
2020-02-17,6.0449
2020-02-18,6.0639
2020-02-19,6.0832
2020-02-20,6.0963
2020-02-21,6.0953
2020-02-22,6.0953
2020-02-23,6.0953
2020-02-24,6.1178
2020-02-25,6.1439
2020-02-26,6.1581
2020-02-27,6.209
2020-02-28,6.2469
2020-02-29,6.2469
2020-03-01,6.2469
2020-03-02,6.1795
2020-03-03,6.108
2020-03-04,6.0772
2020-03-05,6.1095
2020-03-06,6.0916
2020-03-07,6.0916
2020-03-08,6.0916
2020-03-09,6.1467
2020-03-10,6.1574
2020-03-11,6.2099
2020-03-12,6.3169
2020-03-13,6.3331
2020-03-14,6.3331
2020-03-15,6.3331
2020-03-16,6.4311
2020-03-17,6.3974
2020-03-18,6.4819
2020-03-19,6.5434
2020-03-20,6.5508
2020-03-21,6.5508
2020-03-22,6.5508
2020-03-23,6.5618
2020-03-24,6.4191
2020-03-25,6.4171
2020-03-26,6.3983
2020-03-27,6.4542
2020-03-28,6.4542
2020-03-29,6.4542
2020-03-30,6.5739
2020-03-31,6.6152
2020-04-01,6.7026
2020-04-02,6.6058
2020-04-03,6.7309
2020-04-04,6.7309
2020-04-05,6.7309
2020-04-06,6.7789
2020-04-07,6.7645
2020-04-08,6.774
2020-04-09,6.6731
2020-04-10,6.7044
2020-04-11,6.7044
2020-04-12,6.7044
2020-04-13,6.7701
2020-04-14,6.8166
2020-04-15,6.9123
2020-04-16,6.9387
2020-04-17,6.9294
2020-04-18,6.9294
2020-04-19,6.9294
2020-04-20,6.9403
2020-04-21,6.9809
2020-04-22,6.9821
2020-04-23,6.9462
2020-04-24,6.9727
2020-04-25,6.9727
2020-04-26,6.9727
2020-04-27,6.9861
2020-04-28,6.9868
2020-04-29,6.952
2020-04-30,6.9867
2020-05-01,7.0122
2020-05-02,7.0122
2020-05-03,7.0122
2020-05-04,7.0453
2020-05-05,7.0739
2020-05-06,7.1914
2020-05-07,7.1167
2020-05-08,7.0875
2020-05-09,7.0875
2020-05-10,7.0875
2020-05-11,7.073
2020-05-12,6.9971
2020-05-13,6.9743
2020-05-14,6.9218
2020-05-15,6.9013
2020-05-16,6.9013
2020-05-17,6.9013
2020-05-18,6.8843
2020-05-19,6.7773
2020-05-20,6.7907
2020-05-21,6.7947
2020-05-22,6.8138
2020-05-23,6.8138
2020-05-24,6.8138
2020-05-25,6.812
2020-05-26,6.7293
2020-05-27,6.7744
2020-05-28,6.8137
2020-05-29,6.824
2020-05-30,6.824
2020-05-31,6.824
2020-06-01,6.8117
2020-06-02,6.7144
2020-06-03,6.7404
2020-06-04,6.7534
2020-06-05,6.77
2020-06-06,6.77
2020-06-07,6.77
2020-06-08,6.7876
2020-06-09,6.797
2020-06-10,6.7765
2020-06-11,6.8416
2020-06-12,6.814
2020-06-13,6.814
2020-06-14,6.814
2020-06-15,6.8143
2020-06-16,6.8415
2020-06-17,6.8455
2020-06-18,6.8569
2020-06-19,6.8525
2020-06-20,6.8525
2020-06-21,6.8525
2020-06-22,6.8477
2020-06-23,6.8507
2020-06-24,6.8559
2020-06-25,6.8552
2020-06-26,6.86
2020-06-27,6.86
2020-06-28,6.86
2020-06-29,6.8549
2020-06-30,6.8529
2020-07-01,6.8483
2020-07-02,6.8519
2020-07-03,6.8623
2020-07-04,6.8623
2020-07-05,6.8623
2020-07-06,6.8614
2020-07-07,6.8588
2020-07-08,6.8589
2020-07-09,6.8618
2020-07-10,6.8659
2020-07-11,6.8659
2020-07-12,6.8659
2020-07-13,6.8603
2020-07-14,6.8652
2020-07-15,6.8565
2020-07-16,6.8582
2020-07-17,6.8638
2020-07-18,6.8638
2020-07-19,6.8638
2020-07-20,6.8582
2020-07-21,6.8236
2020-07-22,6.8511
2020-07-23,6.8441
2020-07-24,6.8464
2020-07-25,6.8464
2020-07-26,6.8464
2020-07-27,6.87
2020-07-28,6.9352
2020-07-29,6.9784
2020-07-30,6.9939
2020-07-31,6.9725
2020-08-01,6.9725
2020-08-02,6.9725
2020-08-03,6.9512
2020-08-04,6.8974
2020-08-05,7.0477
2020-08-06,7.2534
2020-08-07,7.2796
2020-08-08,7.2796
2020-08-09,7.2796
2020-08-10,7.2835
2020-08-11,7.2246
2020-08-12,7.3326
2020-08-13,7.3384
2020-08-14,7.3702
2020-08-15,7.3702
2020-08-16,7.3702
2020-08-17,7.3821
2020-08-18,7.3739
2020-08-19,7.2876
2020-08-20,7.2981
2020-08-21,7.3163
2020-08-22,7.3163
2020-08-23,7.3163
2020-08-24,7.3764
2020-08-25,7.3901
2020-08-26,7.368
2020-08-27,7.3576
2020-08-28,7.3302
2020-08-29,7.3302
2020-08-30,7.3302
2020-08-31,7.3443
2020-09-01,7.3688
2020-09-02,7.3872
2020-09-03,7.4324
2020-09-04,7.4383
2020-09-05,7.4383
2020-09-06,7.4383
2020-09-07,7.4501
2020-09-08,7.4849
2020-09-09,7.4879
2020-09-10,7.4494
2020-09-11,7.4761
2020-09-12,7.4761
2020-09-13,7.4761
2020-09-14,7.4885
2020-09-15,7.4919
2020-09-16,7.5024
2020-09-17,7.5509
2020-09-18,7.5625
2020-09-19,7.5625
2020-09-20,7.5625
2020-09-21,7.6272
2020-09-22,7.6648
2020-09-23,7.7008
2020-09-24,7.6228
2020-09-25,7.6639
2020-09-26,7.6639
2020-09-27,7.6639
2020-09-28,7.8062
2020-09-29,7.8066
2020-09-30,7.7157
2020-10-01,7.7433
2020-10-02,7.7748
2020-10-03,7.7748
2020-10-04,7.7748
2020-10-05,7.7615
2020-10-06,7.799
2020-10-07,7.8851
2020-10-08,7.9449
2020-10-09,7.8745
2020-10-10,7.8745
2020-10-11,7.8745
2020-10-12,7.8957
2020-10-13,7.9182
2020-10-14,7.9105
2020-10-15,7.9354
2020-10-16,7.9223
2020-10-17,7.9223
2020-10-18,7.9223
2020-10-19,7.8836
2020-10-20,7.8658
2020-10-21,7.8123
2020-10-22,7.935
2020-10-23,7.9615
2020-10-24,7.9615
2020-10-25,7.9615
2020-10-26,8.086
2020-10-27,8.1866
2020-10-28,8.2662
2020-10-29,8.291
2020-10-30,8.3449
2020-10-31,8.3449
2020-11-01,8.3449
2020-11-02,8.4264
2020-11-03,8.3965
2020-11-04,8.4321
2020-11-05,8.4228
2020-11-06,8.5153
2020-11-07,8.5153
2020-11-08,8.5153
2020-11-09,8.0684
2020-11-10,8.1588
2020-11-11,7.8021
2020-11-12,7.6931
2020-11-13,7.6553
2020-11-14,7.6553
2020-11-15,7.6553
2020-11-16,7.7059
2020-11-17,7.7025
2020-11-18,7.7063
2020-11-19,7.5531
2020-11-20,7.6381
2020-11-21,7.6381
2020-11-22,7.6381
2020-11-23,7.8836
2020-11-24,7.9989
2020-11-25,7.9287
2020-11-26,7.8753
2020-11-27,7.8363
2020-11-28,7.8363
2020-11-29,7.8363
2020-11-30,7.8235
2020-12-01,7.8343
2020-12-02,7.8619
2020-12-03,7.7717
2020-12-04,7.8011
2020-12-05,7.8011
2020-12-06,7.8011
2020-12-07,7.806
2020-12-08,7.8155
2020-12-09,7.8251
2020-12-10,7.8841
2020-12-11,7.8452
2020-12-12,7.8452
2020-12-13,7.8452
2020-12-14,7.854
2020-12-15,7.8346
2020-12-16,7.8
2020-12-17,7.7021
2020-12-18,7.6232
2020-12-19,7.6232
2020-12-20,7.6232
2020-12-21,7.6526
2020-12-22,7.6565
2020-12-23,7.6428
2020-12-24,7.5859
2020-12-25,7.5529
2020-12-26,7.5529
2020-12-27,7.5529
2020-12-28,7.4383
2020-12-29,7.3869
2020-12-30,7.3841
2020-12-31,7.4404
2021-01-01,7.4392
2021-01-02,7.4392
2021-01-03,7.4392
2021-01-04,7.4261
2021-01-05,7.3908
2021-01-06,7.3091
2021-01-07,7.3201
2021-01-08,7.3521
2021-01-09,7.3521
2021-01-10,7.3521
2021-01-11,7.4779
2021-01-12,7.4517
2021-01-13,7.403
2021-01-14,7.365
2021-01-15,7.4726
2021-01-16,7.4726
2021-01-17,7.4726
2021-01-18,7.479
2021-01-19,7.4718
2021-01-20,7.4248
2021-01-21,7.371
2021-01-22,7.417
2021-01-23,7.417
2021-01-24,7.417
2021-01-25,7.4064
2021-01-26,7.3478
2021-01-27,7.3987
2021-01-28,7.3463
2021-01-29,7.3075
2021-01-30,7.3075
2021-01-31,7.3075
2021-02-01,7.1929
2021-02-02,7.1866
2021-02-03,7.1573
2021-02-04,7.138
2021-02-05,7.058
2021-02-06,7.058
2021-02-07,7.058
2021-02-08,7.0731
2021-02-09,7.0667
2021-02-10,7.0589
2021-02-11,7.0224
2021-02-12,7.0349
2021-02-13,7.0349
2021-02-14,7.0349
2021-02-15,6.9642
2021-02-16,6.985
2021-02-17,6.9794
2021-02-18,6.9803
2021-02-19,6.9652
2021-02-20,6.9652
2021-02-21,6.9652
2021-02-22,7.0189
2021-02-23,7.1083
2021-02-24,7.1655
2021-02-25,7.3515
2021-02-26,7.4273
2021-02-27,7.4273
2021-02-28,7.4273
2021-03-01,7.2895
2021-03-02,7.3584
2021-03-03,7.4612
2021-03-04,7.5172
2021-03-05,7.5325
2021-03-06,7.5325
2021-03-07,7.5325
2021-03-08,7.7633
2021-03-09,7.6195
2021-03-10,7.5029
2021-03-11,7.4832
2021-03-12,7.5602
2021-03-13,7.5602
2021-03-14,7.5602
2021-03-15,7.5375
2021-03-16,7.4933
2021-03-17,7.5029
2021-03-18,7.3226
2021-03-19,7.2185
2021-03-20,7.2185
2021-03-21,7.2185
2021-03-22,7.8016
2021-03-23,7.9336
2021-03-24,7.9377
2021-03-25,7.9446
2021-03-26,8.1076
2021-03-27,8.1076
2021-03-28,8.1076
2021-03-29,8.2104
2021-03-30,8.336
2021-03-31,8.2519
2021-04-01,8.1233
2021-04-02,8.1672
2021-04-03,8.1672
2021-04-04,8.1672
2021-04-05,8.1145
2021-04-06,8.1444
2021-04-07,8.1605
2021-04-08,8.1415
2021-04-09,8.1747
2021-04-10,8.1747
2021-04-11,8.1747
2021-04-12,8.157
2021-04-13,8.1198
2021-04-14,8.0829
2021-04-15,8.0178
2021-04-16,8.0656
2021-04-17,8.0656
2021-04-18,8.0656
2021-04-19,8.0971
2021-04-20,8.1153
2021-04-21,8.1892
2021-04-22,8.3215
2021-04-23,8.3907
2021-04-24,8.3907
2021-04-25,8.3907
2021-04-26,8.2846
2021-04-27,8.2196
2021-04-28,8.1995
2021-04-29,8.219
2021-04-30,8.2948
2021-05-01,8.2948
2021-05-02,8.2948
2021-05-03,8.2506
2021-05-04,8.3281
2021-05-05,8.326
2021-05-06,8.2821
2021-05-07,8.2409
2021-05-08,8.2409
2021-05-09,8.2409
2021-05-10,8.2761
2021-05-11,8.2846
2021-05-12,8.4311
2021-05-13,8.505
2021-05-14,8.451
2021-05-15,8.451
2021-05-16,8.451
2021-05-17,8.3137
2021-05-18,8.3563
2021-05-19,8.4139
2021-05-20,8.3806
2021-05-21,8.4162
2021-05-22,8.4162
2021-05-23,8.4162
2021-05-24,8.3876
2021-05-25,8.4655
2021-05-26,8.458
2021-05-27,8.5015
2021-05-28,8.5625
2021-05-29,8.5625
2021-05-30,8.5625
2021-05-31,8.4918
2021-06-01,8.5381
2021-06-02,8.592
2021-06-03,8.7023
2021-06-04,8.6685
2021-06-05,8.6685
2021-06-06,8.6685
2021-06-07,8.6139
2021-06-08,8.605
2021-06-09,8.5872
2021-06-10,8.4261
2021-06-11,8.3931
2021-06-12,8.3931
2021-06-13,8.3931
2021-06-14,8.4657
2021-06-15,8.5567
2021-06-16,8.6074
2021-06-17,8.721
2021-06-18,8.7352
2021-06-19,8.7352
2021-06-20,8.7352
2021-06-21,8.7722
2021-06-22,8.6531
2021-06-23,8.6431
2021-06-24,8.7077
2021-06-25,8.7652
2021-06-26,8.7652
2021-06-27,8.7652
2021-06-28,8.6915
2021-06-29,8.7388
2021-06-30,8.7076
2021-07-01,8.665
2021-07-02,8.6924
2021-07-03,8.6924
2021-07-04,8.6924
2021-07-05,8.6709
2021-07-06,8.6893
2021-07-07,8.6907
2021-07-08,8.6904
2021-07-09,8.6615
2021-07-10,8.6615
2021-07-11,8.6615
2021-07-12,8.6398
2021-07-13,8.6262
2021-07-14,8.5908
2021-07-15,8.5676
2021-07-16,8.5277
2021-07-17,8.5277
2021-07-18,8.5277
2021-07-19,8.5885
2021-07-20,8.5753
2021-07-21,8.5654
2021-07-22,8.5609
2021-07-23,8.5529
2021-07-24,8.5529
2021-07-25,8.5529
2021-07-26,8.5586
2021-07-27,8.5649
2021-07-28,8.5542
2021-07-29,8.4585
2021-07-30,8.4539
2021-07-31,8.4539
2021-08-01,8.4539
2021-08-02,8.3545
2021-08-03,8.4093
2021-08-04,8.4789
2021-08-05,8.5311
2021-08-06,8.6317
2021-08-07,8.6317
2021-08-08,8.6317
2021-08-09,8.6603
2021-08-10,8.609
2021-08-11,8.6315
2021-08-12,8.5634
2021-08-13,8.5237
2021-08-14,8.5237
2021-08-15,8.5237
2021-08-16,8.4609
2021-08-17,8.4331
2021-08-18,8.4642
2021-08-19,8.5282
2021-08-20,8.4956
2021-08-21,8.4956
2021-08-22,8.4956
2021-08-23,8.4272
2021-08-24,8.4113
2021-08-25,8.3784
2021-08-26,8.3916
2021-08-27,8.3512
2021-08-28,8.3512
2021-08-29,8.3512
2021-08-30,8.3792
2021-08-31,8.3179
2021-09-01,8.2955
2021-09-02,8.2785
2021-09-03,8.3242
2021-09-04,8.3242
2021-09-05,8.3242
2021-09-06,8.2823
2021-09-07,8.3526
2021-09-08,8.4734
2021-09-09,8.4359
2021-09-10,8.4722
2021-09-11,8.4722
2021-09-12,8.4722
2021-09-13,8.4286
2021-09-14,8.4419
2021-09-15,8.435
2021-09-16,8.5332
2021-09-17,8.641
2021-09-18,8.641
2021-09-19,8.641
2021-09-20,8.6722
2021-09-21,8.6287
2021-09-22,8.655
2021-09-23,8.7654
2021-09-24,8.8861
2021-09-25,8.8861
2021-09-26,8.8861
2021-09-27,8.822
2021-09-28,8.8749
2021-09-29,8.9236
2021-09-30,8.8933
2021-10-01,8.8587
2021-10-02,8.8587
2021-10-03,8.8587
2021-10-04,8.858
2021-10-05,8.8722
2021-10-06,8.8803
2021-10-07,8.8785
2021-10-08,8.9694
2021-10-09,8.9694
2021-10-10,8.9694
2021-10-11,9.0024
2021-10-12,9.0425
2021-10-13,9.0884
2021-10-14,9.187
2021-10-15,9.2595
2021-10-16,9.2595
2021-10-17,9.2595
2021-10-18,9.3344
2021-10-19,9.3011
2021-10-20,9.219
2021-10-21,9.5177
2021-10-22,9.6085
2021-10-23,9.6085
2021-10-24,9.6085
2021-10-25,9.5929
2021-10-26,9.5432
2021-10-27,9.5018
2021-10-28,9.5449
2021-10-29,9.6069
2021-10-30,9.6069
2021-10-31,9.6069
2021-11-01,9.5398
2021-11-02,9.6039
2021-11-03,9.6447
2021-11-04,9.7039
2021-11-05,9.6922
2021-11-06,9.6922
2021-11-07,9.6922
2021-11-08,9.6853
2021-11-09,9.735
2021-11-10,9.847
2021-11-11,9.9062
2021-11-12,9.9992
2021-11-13,9.9992
2021-11-14,9.9992
2021-11-15,10.0626
2021-11-16,10.3172
2021-11-17,10.6294
2021-11-18,11.0635
2021-11-19,11.2884
2021-11-20,11.2884
2021-11-21,11.2884
2021-11-22,11.3853
2021-11-23,12.8238
2021-11-24,11.9535
2021-11-25,11.9928
2021-11-26,12.3373
2021-11-27,12.3373
2021-11-28,12.3373
2021-11-29,12.8196
2021-11-30,13.4776
2021-12-01,13.248
2021-12-02,13.6831
2021-12-03,13.703
2021-12-04,13.703
2021-12-05,13.703
2021-12-06,13.8047
2021-12-07,13.4914
2021-12-08,13.6765
2021-12-09,13.7884
2021-12-10,13.8783
2021-12-11,13.8783
2021-12-12,13.8783
2021-12-13,13.8239
2021-12-14,14.3883
2021-12-15,14.8113
2021-12-16,15.6652
2021-12-17,16.41
2021-12-18,16.41
2021-12-19,16.41
2021-12-20,13.3274
2021-12-21,12.4883
2021-12-22,12.0395
2021-12-23,11.3568
2021-12-24,10.6386
2021-12-25,10.6386
2021-12-26,10.6386
2021-12-27,11.5205
2021-12-28,11.7886
2021-12-29,12.6373
2021-12-30,13.149
2021-12-31,13.304
2022-01-01,13.304
2022-01-02,13.304
2022-01-03,13.1278
2022-01-04,13.4082
2022-01-05,13.6746
2022-01-06,13.861
2022-01-07,13.8697
2022-01-08,13.8697
2022-01-09,13.8697
2022-01-10,13.8148
2022-01-11,13.8039
2022-01-12,13.2848
2022-01-13,13.5912
2022-01-14,13.5302
2022-01-15,13.5302
2022-01-16,13.5302
2022-01-17,13.4407
2022-01-18,13.5321
2022-01-19,13.4276
2022-01-20,13.3534
2022-01-21,13.4541
2022-01-22,13.4541
2022-01-23,13.4541
2022-01-24,13.4548
2022-01-25,13.4832
2022-01-26,13.5775
2022-01-27,13.6109
2022-01-28,13.5539
2022-01-29,13.5539
2022-01-30,13.5539
2022-01-31,13.3042
2022-02-01,13.3794
2022-02-02,13.4618
2022-02-03,13.5678
2022-02-04,13.5484
2022-02-05,13.5484
2022-02-06,13.5484
2022-02-07,13.5968
2022-02-08,13.5658
2022-02-09,13.5361
2022-02-10,13.4996
2022-02-11,13.4906
2022-02-12,13.4906
2022-02-13,13.4906
2022-02-14,13.5978
2022-02-15,13.6043
2022-02-16,13.5984
2022-02-17,13.5808
2022-02-18,13.6577
2022-02-19,13.6577
2022-02-20,13.6577
2022-02-21,13.6916
2022-02-22,13.7913
2022-02-23,13.821
2022-02-24,14.0395
2022-02-25,13.8202
2022-02-26,13.8202
2022-02-27,13.8202
2022-02-28,13.8455
2022-03-01,13.9076
2022-03-02,14.0249
2022-03-03,14.1183
2022-03-04,14.2004
2022-03-05,14.2004
2022-03-06,14.2004
2022-03-07,14.3851
2022-03-08,14.4962
2022-03-09,14.6574
2022-03-10,14.8424
2022-03-11,14.7668
2022-03-12,14.7668
2022-03-13,14.7668
2022-03-14,14.8057
2022-03-15,14.6976
2022-03-16,14.6245
2022-03-17,14.6971
2022-03-18,14.8053
2022-03-19,14.8053
2022-03-20,14.8053
2022-03-21,14.8278
2022-03-22,14.8236
2022-03-23,14.8368
2022-03-24,14.8232
2022-03-25,14.8434
2022-03-26,14.8434
2022-03-27,14.8434
2022-03-28,14.8198
2022-03-29,14.5929
2022-03-30,14.6549
2022-03-31,14.6724
2022-04-01,14.6873
2022-04-02,14.6873
2022-04-03,14.6873
2022-04-04,14.6853
2022-04-05,14.7199
2022-04-06,14.7123
2022-04-07,14.7394
2022-04-08,14.7505
2022-04-09,14.7505
2022-04-10,14.7505
2022-04-11,14.6654
2022-04-12,14.599
2022-04-13,14.5998
2022-04-14,14.6094
2022-04-15,14.6384
2022-04-16,14.6384
2022-04-17,14.6384
2022-04-18,14.6405
2022-04-19,14.6577
2022-04-20,14.6701
2022-04-21,14.7066
2022-04-22,14.7422
2022-04-23,14.7422
2022-04-24,14.7422
2022-04-25,14.7777
2022-04-26,14.8038
2022-04-27,14.8123
2022-04-28,14.7897
2022-04-29,14.8541
2022-04-30,14.8541
2022-05-01,14.8541
2022-05-02,14.886
2022-05-03,14.8175
2022-05-04,14.7363
2022-05-05,14.8622
2022-05-06,14.9516
2022-05-07,14.9516
2022-05-08,14.9516
2022-05-09,15.0829
2022-05-10,15.2536
2022-05-11,15.3194
2022-05-12,15.3815
2022-05-13,15.4815
2022-05-14,15.4815
2022-05-15,15.4815
2022-05-16,15.5477
2022-05-17,15.8431
2022-05-18,15.947
2022-05-19,15.8878
2022-05-20,15.909
2022-05-21,15.909
2022-05-22,15.909
2022-05-23,15.9244
2022-05-24,16.0914
2022-05-25,16.352
2022-05-26,16.3485
2022-05-27,16.2228
2022-05-28,16.2228
2022-05-29,16.2228
2022-05-30,16.3851
2022-05-31,16.404
2022-06-01,16.3983
2022-06-02,16.4697
2022-06-03,16.4468
2022-06-04,16.4468
2022-06-05,16.4468
2022-06-06,16.5839
2022-06-07,16.7637
2022-06-08,17.1457
2022-06-09,17.1175
2022-06-10,17.1143
2022-06-11,17.1143
2022-06-12,17.1143
2022-06-13,17.2641
2022-06-14,17.2693
2022-06-15,17.2393
2022-06-16,17.3022
2022-06-17,17.3308
2022-06-18,17.3308
2022-06-19,17.3308
2022-06-20,17.3333
2022-06-21,17.332
2022-06-22,17.3444
2022-06-23,17.3522
2022-06-24,16.9258
2022-06-25,16.9258
2022-06-26,16.9258
2022-06-27,16.5573
2022-06-28,16.6725
2022-06-29,16.633
2022-06-30,16.6985
2022-07-01,16.7495
2022-07-02,16.7495
2022-07-03,16.7495
2022-07-04,16.8113
2022-07-05,17.0054
2022-07-06,17.2242
2022-07-07,17.2662
2022-07-08,17.2592
2022-07-09,17.2592
2022-07-10,17.2592
2022-07-11,17.377
2022-07-12,17.3126
2022-07-13,17.4251
2022-07-14,17.44
2022-07-15,17.3624
2022-07-16,17.3624
2022-07-17,17.3624
2022-07-18,17.4618
2022-07-19,17.5586
2022-07-20,17.6025
2022-07-21,17.698
2022-07-22,17.7308
2022-07-23,17.7308
2022-07-24,17.7308
2022-07-25,17.8005
2022-07-26,17.8559
2022-07-27,17.885
2022-07-28,17.9243
2022-07-29,17.9196
2022-07-30,17.9196
2022-07-31,17.9196
2022-08-01,17.8969
2022-08-02,17.9472
2022-08-03,17.9361
2022-08-04,17.92
2022-08-05,17.9199
2022-08-06,17.9199
2022-08-07,17.9199
2022-08-08,17.9351
2022-08-09,17.8939
2022-08-10,17.848
2022-08-11,17.9468
2022-08-12,17.9469
2022-08-13,17.9469
2022-08-14,17.9469
2022-08-15,17.954
2022-08-16,17.9322
2022-08-17,17.9531
2022-08-18,18.0594
2022-08-19,18.1012
2022-08-20,18.1012
2022-08-21,18.1012
2022-08-22,18.0706
2022-08-23,18.114
2022-08-24,18.1543
2022-08-25,18.171
2022-08-26,18.1639
2022-08-27,18.1639
2022-08-28,18.1639
2022-08-29,18.182
2022-08-30,18.1847
2022-08-31,18.1948
2022-09-01,18.2093
2022-09-02,18.1931
2022-09-03,18.1931
2022-09-04,18.1931
2022-09-05,18.219
2022-09-06,18.222
2022-09-07,18.2232
2022-09-08,18.2336
2022-09-09,18.2234
2022-09-10,18.2234
2022-09-11,18.2234
2022-09-12,18.2244
2022-09-13,18.2509
2022-09-14,18.2348
2022-09-15,18.2626
2022-09-16,18.2586
2022-09-17,18.2586
2022-09-18,18.2586
2022-09-19,18.2873
2022-09-20,18.3081
2022-09-21,18.3288
2022-09-22,18.34
2022-09-23,18.4144
2022-09-24,18.4144
2022-09-25,18.4144
2022-09-26,18.4539
2022-09-27,18.4439
2022-09-28,18.51
2022-09-29,18.503
2022-09-30,18.5287
2022-10-01,18.5287
2022-10-02,18.5287
2022-10-03,18.519
2022-10-04,18.5758
2022-10-05,18.5692
2022-10-06,18.5748
2022-10-07,18.5715
2022-10-08,18.5715
2022-10-09,18.5715
2022-10-10,18.5731
2022-10-11,18.5619
2022-10-12,18.5535
2022-10-13,18.5527
2022-10-14,18.49
2022-10-15,18.49
2022-10-16,18.49
2022-10-17,18.5819
2022-10-18,18.5834
2022-10-19,18.5827
2022-10-20,18.5994
2022-10-21,18.588
2022-10-22,18.588
2022-10-23,18.588
2022-10-24,18.5673
2022-10-25,18.6063
2022-10-26,18.6074
2022-10-27,18.5959
2022-10-28,18.5916
2022-10-29,18.5916
2022-10-30,18.5916
2022-10-31,18.6134
2022-11-01,18.5821
2022-11-02,18.6169
2022-11-03,18.6172
2022-11-04,18.5669
2022-11-05,18.5669
2022-11-06,18.5669
2022-11-07,18.4491
2022-11-08,18.5338
2022-11-09,18.5875
2022-11-10,18.4894
2022-11-11,18.5786
2022-11-12,18.5786
2022-11-13,18.5786
2022-11-14,18.5912
2022-11-15,18.6075
