,USDHKD BGN Curncy
2022-11-12,7.8364
2022-11-13,7.8364
2022-11-14,7.8361
2022-11-15,7.8193
2022-11-16,7.8243
2022-11-17,7.8262
2022-11-18,7.8219
2022-11-19,7.8219
2022-11-20,7.8219
2022-11-21,7.8035
2022-11-22,7.8168
2022-11-23,7.8182
2022-11-24,7.8083
2022-11-25,7.8134
2022-11-26,7.8134
2022-11-27,7.8134
2022-11-28,7.8138
2022-11-29,7.8105
2022-11-30,7.8098
2022-12-01,7.7798
2022-12-02,7.7887
2022-12-03,7.7887
2022-12-04,7.7887
2022-12-05,7.768
2022-12-06,7.7764
2022-12-07,7.7922
2022-12-08,7.7861
2022-12-09,7.7863
2022-12-10,7.7863
2022-12-11,7.7863
2022-12-12,7.7763
2022-12-13,7.7738
2022-12-14,7.773
2022-12-15,7.7767
2022-12-16,7.784
2022-12-17,7.784
2022-12-18,7.784
2022-12-19,7.7814
2022-12-20,7.7874
2022-12-21,7.7969
2022-12-22,7.7947
2022-12-23,7.8051
2022-12-24,7.8051
2022-12-25,7.8051
2022-12-26,7.8068
2022-12-27,7.8006
2022-12-28,7.7949
2022-12-29,7.7962
2022-12-30,7.8016
2022-12-31,7.8016
2023-01-01,7.8016
2023-01-02,7.8065
2023-01-03,7.8134
2023-01-04,7.8168
2023-01-05,7.814
2023-01-06,7.8072
2023-01-07,7.8072
2023-01-08,7.8072
2023-01-09,7.8038
2023-01-10,7.8088
2023-01-11,7.8133
2023-01-12,7.8087
2023-01-13,7.8098
2023-01-14,7.8098
2023-01-15,7.8098
2023-01-16,7.8107
2023-01-17,7.8166
2023-01-18,7.8248
2023-01-19,7.8301
2023-01-20,7.8292
2023-01-21,7.8292
2023-01-22,7.8292
2023-01-23,7.8313
2023-01-24,7.8305
2023-01-25,7.8307
2023-01-26,7.8286
2023-01-27,7.8296
2023-01-28,7.8296
2023-01-29,7.8296
2023-01-30,7.8353
2023-01-31,7.8405
2023-02-01,7.8428
2023-02-02,7.8444
2023-02-03,7.8464
2023-02-04,7.8464
2023-02-05,7.8464
2023-02-06,7.8462
2023-02-07,7.8487
2023-02-08,7.8498
2023-02-09,7.8498
2023-02-10,7.8498
2023-02-11,7.8498
2023-02-12,7.8498
2023-02-13,7.8499
2023-02-14,7.85
2023-02-15,7.8479
2023-02-16,7.8492
2023-02-17,7.845
2023-02-18,7.845
2023-02-19,7.845
2023-02-20,7.8342
2023-02-21,7.8448
2023-02-22,7.8465
2023-02-23,7.8469
2023-02-24,7.8485
2023-02-25,7.8485
2023-02-26,7.8485
2023-02-27,7.844
2023-02-28,7.8494
2023-03-01,7.8496
2023-03-02,7.8497
2023-03-03,7.8495
2023-03-04,7.8495
2023-03-05,7.8495
2023-03-06,7.8495
2023-03-07,7.8498
2023-03-08,7.8499
2023-03-09,7.8498
2023-03-10,7.8466
2023-03-11,7.8466
2023-03-12,7.8466
2023-03-13,7.8446
2023-03-14,7.8485
2023-03-15,7.8496
2023-03-16,7.8497
2023-03-17,7.8494
2023-03-18,7.8494
2023-03-19,7.8494
2023-03-20,7.8413
2023-03-21,7.846
2023-03-22,7.8475
2023-03-23,7.8495
2023-03-24,7.8498
2023-03-25,7.8498
2023-03-26,7.8498
2023-03-27,7.8498
2023-03-28,7.8499
2023-03-29,7.8499
2023-03-30,7.8499
2023-03-31,7.8498
2023-04-01,7.8498
2023-04-02,7.8498
2023-04-03,7.8499
2023-04-04,7.8494
2023-04-05,7.8497
2023-04-06,7.85
2023-04-07,7.8498
2023-04-08,7.8498
2023-04-09,7.8498
2023-04-10,7.8498
2023-04-11,7.8498
2023-04-12,7.8499
2023-04-13,7.8497
2023-04-14,7.8495
2023-04-15,7.8495
2023-04-16,7.8495
2023-04-17,7.8494
2023-04-18,7.8499
2023-04-19,7.8497
2023-04-20,7.8498
2023-04-21,7.8477
2023-04-22,7.8477
2023-04-23,7.8477
2023-04-24,7.8491
2023-04-25,7.8499
2023-04-26,7.8496
2023-04-27,7.8497
2023-04-28,7.8496
2023-04-29,7.8496
2023-04-30,7.8496
2023-05-01,7.8498
2023-05-02,7.8499
2023-05-03,7.85
2023-05-04,7.8474
2023-05-05,7.8478
2023-05-06,7.8478
2023-05-07,7.8478
2023-05-08,7.849
2023-05-09,7.8413
2023-05-10,7.8317
2023-05-11,7.8358
2023-05-12,7.841
2023-05-13,7.841
2023-05-14,7.841
2023-05-15,7.8384
2023-05-16,7.838
2023-05-17,7.83
2023-05-18,7.8269
2023-05-19,7.8165
2023-05-20,7.8165
2023-05-21,7.8165
2023-05-22,7.8281
2023-05-23,7.8375
2023-05-24,7.8292
2023-05-25,7.8349
2023-05-26,7.8337
2023-05-27,7.8337
2023-05-28,7.8337
2023-05-29,7.8281
2023-05-30,7.8346
2023-05-31,7.8297
2023-06-01,7.8296
2023-06-02,7.8376
2023-06-03,7.8376
2023-06-04,7.8376
2023-06-05,7.8383
2023-06-06,7.8434
2023-06-07,7.8422
2023-06-08,7.837
2023-06-09,7.8389
2023-06-10,7.8389
2023-06-11,7.8389
2023-06-12,7.8353
2023-06-13,7.8336
2023-06-14,7.8313
2023-06-15,7.8214
2023-06-16,7.8199
2023-06-17,7.8199
2023-06-18,7.8199
2023-06-19,7.8166
2023-06-20,7.8258
2023-06-21,7.828
2023-06-22,7.8305
2023-06-23,7.8298
2023-06-24,7.8298
2023-06-25,7.8298
2023-06-26,7.8302
2023-06-27,7.8338
2023-06-28,7.8328
2023-06-29,7.8384
2023-06-30,7.8365
2023-07-01,7.8365
2023-07-02,7.8365
2023-07-03,7.834
2023-07-04,7.8308
2023-07-05,7.8225
2023-07-06,7.8218
2023-07-07,7.8275
2023-07-08,7.8275
2023-07-09,7.8275
2023-07-10,7.8277
2023-07-11,7.8268
2023-07-12,7.826
2023-07-13,7.8218
2023-07-14,7.8149
2023-07-15,7.8149
2023-07-16,7.8149
2023-07-17,7.814
2023-07-18,7.8134
2023-07-19,7.8092
2023-07-20,7.8137
2023-07-21,7.8174
2023-07-22,7.8174
2023-07-23,7.8174
2023-07-24,7.8128
2023-07-25,7.8119
2023-07-26,7.8025
2023-07-27,7.8025
2023-07-28,7.7968
2023-07-29,7.7968
2023-07-30,7.7968
2023-07-31,7.7984
2023-08-01,7.7936
2023-08-02,7.8015
2023-08-03,7.8061
2023-08-04,7.8114
2023-08-05,7.8114
2023-08-06,7.8114
2023-08-07,7.8071
2023-08-08,7.8142
2023-08-09,7.821
2023-08-10,7.8193
2023-08-11,7.8174
2023-08-12,7.8174
2023-08-13,7.8174
2023-08-14,7.8197
2023-08-15,7.8232
2023-08-16,7.8313
2023-08-17,7.8294
2023-08-18,7.8326
2023-08-19,7.8326
2023-08-20,7.8326
2023-08-21,7.8378
2023-08-22,7.8372
2023-08-23,7.8416
2023-08-24,7.8426
2023-08-25,7.8435
2023-08-26,7.8435
2023-08-27,7.8435
2023-08-28,7.846
2023-08-29,7.8468
2023-08-30,7.8476
2023-08-31,7.8418
2023-09-01,7.8443
2023-09-02,7.8443
2023-09-03,7.8443
2023-09-04,7.8344
2023-09-05,7.8413
2023-09-06,7.8426
2023-09-07,7.8392
2023-09-08,7.8399
2023-09-09,7.8399
2023-09-10,7.8399
2023-09-11,7.8322
2023-09-12,7.827
2023-09-13,7.826
2023-09-14,7.8285
2023-09-15,7.8271
2023-09-16,7.8271
2023-09-17,7.8271
2023-09-18,7.8183
2023-09-19,7.8206
2023-09-20,7.8234
2023-09-21,7.8209
2023-09-22,7.8207
2023-09-23,7.8207
2023-09-24,7.8207
2023-09-25,7.8165
2023-09-26,7.8216
2023-09-27,7.8208
2023-09-28,7.8296
2023-09-29,7.8306
2023-09-30,7.8306
2023-10-01,7.8306
2023-10-02,7.8323
2023-10-03,7.8322
2023-10-04,7.8288
2023-10-05,7.8306
2023-10-06,7.8316
2023-10-07,7.8316
2023-10-08,7.8316
2023-10-09,7.8293
2023-10-10,7.8193
2023-10-11,7.82
2023-10-12,7.8238
2023-10-13,7.8246
2023-10-14,7.8246
2023-10-15,7.8246
2023-10-16,7.8171
2023-10-17,7.8241
2023-10-18,7.8298
2023-10-19,7.8239
2023-10-20,7.824
2023-10-21,7.824
2023-10-22,7.824
2023-10-23,7.824
2023-10-24,7.8232
2023-10-25,7.8218
2023-10-26,7.8209
2023-10-27,7.8211
2023-10-28,7.8211
2023-10-29,7.8211
2023-10-30,7.8206
2023-10-31,7.8239
2023-11-01,7.8236
2023-11-02,7.8249
2023-11-03,7.8244
2023-11-04,7.8244
2023-11-05,7.8244
2023-11-06,7.8208
2023-11-07,7.8195
2023-11-08,7.815
2023-11-09,7.8092
2023-11-10,7.8089
2023-11-11,7.8089
2023-11-12,7.8089
2023-11-13,7.8083
2023-11-14,7.8058
2023-11-15,7.8067
2023-11-16,7.8014
2023-11-17,7.7964
2023-11-18,7.7964
2023-11-19,7.7964
2023-11-20,7.7934
2023-11-21,7.7961
2023-11-22,7.7966
2023-11-23,7.7989
2023-11-24,7.7918
2023-11-25,7.7918
2023-11-26,7.7918
2023-11-27,7.7913
2023-11-28,7.7966
2023-11-29,7.8043
2023-11-30,7.8104
2023-12-01,7.8144
2023-12-02,7.8144
2023-12-03,7.8144
2023-12-04,7.8159
2023-12-05,7.8194
2023-12-06,7.8112
2023-12-07,7.8114
2023-12-08,7.8085
2023-12-09,7.8085
2023-12-10,7.8085
2023-12-11,7.8049
2023-12-12,7.8091
2023-12-13,7.811
2023-12-14,7.8073
2023-12-15,7.8033
2023-12-16,7.8033
2023-12-17,7.8033
2023-12-18,7.7956
2023-12-19,7.7993
2023-12-20,7.8075
2023-12-21,7.8094
2023-12-22,7.8116
2023-12-23,7.8116
2023-12-24,7.8116
2023-12-25,7.809
2023-12-26,7.8082
2023-12-27,7.8111
2023-12-28,7.814
2023-12-29,7.8115
2023-12-30,7.8115
2023-12-31,7.8115
2024-01-01,7.8115
2024-01-02,7.8157
2024-01-03,7.8069
2024-01-04,7.8084
2024-01-05,7.8119
2024-01-06,7.8119
2024-01-07,7.8119
2024-01-08,7.8068
2024-01-09,7.8161
2024-01-10,7.8195
2024-01-11,7.8184
2024-01-12,7.8208
2024-01-13,7.8208
2024-01-14,7.8208
2024-01-15,7.8237
2024-01-16,7.8263
2024-01-17,7.8212
2024-01-18,7.8209
2024-01-19,7.8181
2024-01-20,7.8181
2024-01-21,7.8181
2024-01-22,7.8174
2024-01-23,7.8218
2024-01-24,7.8182
2024-01-25,7.8182
2024-01-26,7.8145
2024-01-27,7.8145
2024-01-28,7.8145
2024-01-29,7.8137
2024-01-30,7.818
2024-01-31,7.8181
2024-02-01,7.82
2024-02-02,7.8209
2024-02-03,7.8209
2024-02-04,7.8209
2024-02-05,7.8217
2024-02-06,7.8226
2024-02-07,7.819
2024-02-08,7.8213
2024-02-09,7.8195
2024-02-10,7.8195
2024-02-11,7.8195
2024-02-12,7.8168
2024-02-13,7.8193
2024-02-14,7.8183
2024-02-15,7.8194
2024-02-16,7.822
2024-02-17,7.822
2024-02-18,7.822
2024-02-19,7.8208
2024-02-20,7.8209
2024-02-21,7.8209
2024-02-22,7.8223
2024-02-23,7.8243
2024-02-24,7.8243
2024-02-25,7.8243
2024-02-26,7.8241
2024-02-27,7.8243
2024-02-28,7.8279
2024-02-29,7.829
2024-03-01,7.828
2024-03-02,7.828
2024-03-03,7.828
2024-03-04,7.8247
2024-03-05,7.8241
2024-03-06,7.8251
2024-03-07,7.8208
2024-03-08,7.8202
2024-03-09,7.8202
2024-03-10,7.8202
2024-03-11,7.8217
2024-03-12,7.8235
2024-03-13,7.8236
2024-03-14,7.8227
2024-03-15,7.8223
2024-03-16,7.8223
2024-03-17,7.8223
2024-03-18,7.8192
2024-03-19,7.8232
2024-03-20,7.8228
2024-03-21,7.8214
2024-03-22,7.8216
2024-03-23,7.8216
2024-03-24,7.8216
2024-03-25,7.8219
2024-03-26,7.8237
2024-03-27,7.8238
2024-03-28,7.8263
2024-03-29,7.8247
2024-03-30,7.8247
2024-03-31,7.8247
2024-04-01,7.8256
2024-04-02,7.8292
2024-04-03,7.8288
2024-04-04,7.8288
2024-04-05,7.8287
2024-04-06,7.8287
2024-04-07,7.8287
2024-04-08,7.8318
