,USDAUD BGN Curncy
2019-08-26,1.4759
2019-08-27,1.481
2019-08-28,1.4852
2019-08-29,1.4863
2019-08-30,1.4847
2019-08-31,1.4847
2019-09-01,1.4847
2019-09-02,1.489
2019-09-03,1.4788
2019-09-04,1.4712
2019-09-05,1.4675
2019-09-06,1.4602
2019-09-07,1.4602
2019-09-08,1.4602
2019-09-09,1.4572
2019-09-10,1.4576
2019-09-11,1.4569
2019-09-12,1.4566
2019-09-13,1.4534
2019-09-14,1.4534
2019-09-15,1.4534
2019-09-16,1.4561
2019-09-17,1.4564
2019-09-18,1.4646
2019-09-19,1.4721
2019-09-20,1.478
2019-09-21,1.478
2019-09-22,1.478
2019-09-23,1.4767
2019-09-24,1.4703
2019-09-25,1.4815
2019-09-26,1.4818
2019-09-27,1.4782
2019-09-28,1.4782
2019-09-29,1.4782
2019-09-30,1.4809
2019-10-01,1.4917
2019-10-02,1.4909
2019-10-03,1.4832
2019-10-04,1.4769
2019-10-05,1.4769
2019-10-06,1.4769
2019-10-07,1.4853
2019-10-08,1.4862
2019-10-09,1.4873
2019-10-10,1.4791
2019-10-11,1.4724
2019-10-12,1.4724
2019-10-13,1.4724
2019-10-14,1.4758
2019-10-15,1.4809
2019-10-16,1.4795
2019-10-17,1.4654
2019-10-18,1.4584
2019-10-19,1.4584
2019-10-20,1.4584
2019-10-21,1.4561
2019-10-22,1.4586
2019-10-23,1.4592
2019-10-24,1.4669
2019-10-25,1.4656
2019-10-26,1.4656
2019-10-27,1.4656
2019-10-28,1.4623
2019-10-29,1.4568
2019-10-30,1.4486
2019-10-31,1.4505
2019-11-01,1.4464
2019-11-02,1.4464
2019-11-03,1.4464
2019-11-04,1.4526
2019-11-05,1.4507
2019-11-06,1.4526
2019-11-07,1.4497
2019-11-08,1.4573
2019-11-09,1.4573
2019-11-10,1.4573
2019-11-11,1.4597
2019-11-12,1.4618
2019-11-13,1.4624
2019-11-14,1.4735
2019-11-15,1.4666
2019-11-16,1.4666
2019-11-17,1.4666
2019-11-18,1.4687
2019-11-19,1.4647
2019-11-20,1.4699
2019-11-21,1.4734
2019-11-22,1.4735
2019-11-23,1.4735
2019-11-24,1.4735
2019-11-25,1.4752
2019-11-26,1.4735
2019-11-27,1.4758
2019-11-28,1.4771
2019-11-29,1.4787
2019-11-30,1.4787
2019-12-01,1.4787
2019-12-02,1.4665
2019-12-03,1.4604
2019-12-04,1.4602
2019-12-05,1.4636
2019-12-06,1.4616
2019-12-07,1.4616
2019-12-08,1.4616
2019-12-09,1.4656
2019-12-10,1.4683
2019-12-11,1.4542
2019-12-12,1.4474
2019-12-13,1.4544
2019-12-14,1.4544
2019-12-15,1.4544
2019-12-16,1.4525
2019-12-17,1.4595
2019-12-18,1.459
2019-12-19,1.4523
2019-12-20,1.4495
2019-12-21,1.4495
2019-12-22,1.4495
2019-12-23,1.4446
2019-12-24,1.4447
2019-12-25,1.4459
2019-12-26,1.4399
2019-12-27,1.4327
2019-12-28,1.4327
2019-12-29,1.4327
2019-12-30,1.4298
2019-12-31,1.4252
2020-01-01,1.425
2020-01-02,1.4302
2020-01-03,1.4389
2020-01-04,1.4389
2020-01-05,1.4389
2020-01-06,1.4409
2020-01-07,1.4557
2020-01-08,1.4565
2020-01-09,1.458
2020-01-10,1.4492
2020-01-11,1.4492
2020-01-12,1.4492
2020-01-13,1.4485
2020-01-14,1.4489
2020-01-15,1.4479
2020-01-16,1.4498
2020-01-17,1.4547
2020-01-18,1.4547
2020-01-19,1.4547
2020-01-20,1.455
2020-01-21,1.4609
2020-01-22,1.461
2020-01-23,1.4602
2020-01-24,1.4638
2020-01-25,1.4638
2020-01-26,1.4638
2020-01-27,1.4792
2020-01-28,1.4788
2020-01-29,1.4806
2020-01-30,1.4879
2020-01-31,1.4951
2020-02-01,1.4951
2020-02-02,1.4951
2020-02-03,1.4942
2020-02-04,1.484
2020-02-05,1.4822
2020-02-06,1.4856
2020-02-07,1.4984
2020-02-08,1.4984
2020-02-09,1.4984
2020-02-10,1.4955
2020-02-11,1.4893
2020-02-12,1.4843
2020-02-13,1.4882
2020-02-14,1.4894
2020-02-15,1.4894
2020-02-16,1.4894
2020-02-17,1.4895
2020-02-18,1.4952
2020-02-19,1.4975
2020-02-20,1.5119
2020-02-21,1.5092
2020-02-22,1.5092
2020-02-23,1.5092
2020-02-24,1.514
2020-02-25,1.5148
2020-02-26,1.528
2020-02-27,1.5223
2020-02-28,1.5363
2020-02-29,1.5363
2020-03-01,1.5363
2020-03-02,1.5298
2020-03-03,1.519
2020-03-04,1.5091
2020-03-05,1.5121
2020-03-06,1.5064
2020-03-07,1.5064
2020-03-08,1.5064
2020-03-09,1.5188
2020-03-10,1.5372
2020-03-11,1.5422
2020-03-12,1.6037
2020-03-13,1.6179
2020-03-14,1.6179
2020-03-15,1.6179
2020-03-16,1.6349
2020-03-17,1.6671
2020-03-18,1.7324
2020-03-19,1.7408
2020-03-20,1.7258
2020-03-21,1.7258
2020-03-22,1.7258
2020-03-23,1.7165
2020-03-24,1.6786
2020-03-25,1.6782
2020-03-26,1.6499
2020-03-27,1.6225
2020-03-28,1.6225
2020-03-29,1.6225
2020-03-30,1.6206
2020-03-31,1.6292
2020-04-01,1.6466
2020-04-02,1.65
2020-04-03,1.6672
2020-04-04,1.6672
2020-04-05,1.6672
2020-04-06,1.6426
2020-04-07,1.6207
2020-04-08,1.6052
2020-04-09,1.5777
2020-04-10,1.5749
2020-04-11,1.5749
2020-04-12,1.5749
2020-04-13,1.5669
2020-04-14,1.5523
2020-04-15,1.5826
2020-04-16,1.581
2020-04-17,1.5712
2020-04-18,1.5712
2020-04-19,1.5712
2020-04-20,1.5783
2020-04-21,1.592
2020-04-22,1.5818
2020-04-23,1.5698
2020-04-24,1.5644
2020-04-25,1.5644
2020-04-26,1.5644
2020-04-27,1.5469
2020-04-28,1.5406
2020-04-29,1.5252
2020-04-30,1.5356
2020-05-01,1.5579
2020-05-02,1.5579
2020-05-03,1.5579
2020-05-04,1.5562
2020-05-05,1.5544
2020-05-06,1.5625
2020-05-07,1.5396
2020-05-08,1.5308
2020-05-09,1.5308
2020-05-10,1.5308
2020-05-11,1.541
2020-05-12,1.5451
2020-05-13,1.5491
2020-05-14,1.5475
2020-05-15,1.5593
2020-05-16,1.5593
2020-05-17,1.5593
2020-05-18,1.5328
2020-05-19,1.5297
2020-05-20,1.5159
2020-05-21,1.5231
2020-05-22,1.5298
2020-05-23,1.5298
2020-05-24,1.5298
2020-05-25,1.5277
2020-05-26,1.5024
2020-05-27,1.5097
2020-05-28,1.5068
2020-05-29,1.4995
2020-05-30,1.4995
2020-05-31,1.4995
2020-06-01,1.4711
2020-06-02,1.45
2020-06-03,1.4448
2020-06-04,1.4403
2020-06-05,1.4349
2020-06-06,1.4349
2020-06-07,1.4349
2020-06-08,1.4243
2020-06-09,1.4366
2020-06-10,1.429
2020-06-11,1.4589
2020-06-12,1.4565
2020-06-13,1.4565
2020-06-14,1.4565
2020-06-15,1.4452
2020-06-16,1.4516
2020-06-17,1.4526
2020-06-18,1.4594
2020-06-19,1.4629
2020-06-20,1.4629
2020-06-21,1.4629
2020-06-22,1.4475
2020-06-23,1.443
2020-06-24,1.4558
2020-06-25,1.4519
2020-06-26,1.4567
2020-06-27,1.4567
2020-06-28,1.4567
2020-06-29,1.4562
2020-06-30,1.4486
2020-07-01,1.446
2020-07-02,1.4443
2020-07-03,1.4408
2020-07-04,1.4408
2020-07-05,1.4408
2020-07-06,1.4341
2020-07-07,1.4395
2020-07-08,1.4325
2020-07-09,1.436
2020-07-10,1.439
2020-07-11,1.439
2020-07-12,1.439
2020-07-13,1.4409
2020-07-14,1.4334
2020-07-15,1.4269
2020-07-16,1.4343
2020-07-17,1.4296
2020-07-18,1.4296
2020-07-19,1.4296
2020-07-20,1.4252
2020-07-21,1.4029
2020-07-22,1.4005
2020-07-23,1.4087
2020-07-24,1.4074
2020-07-25,1.4074
2020-07-26,1.4074
2020-07-27,1.3986
2020-07-28,1.397
2020-07-29,1.3913
2020-07-30,1.3899
2020-07-31,1.3999
2020-08-01,1.3999
2020-08-02,1.3999
2020-08-03,1.4038
2020-08-04,1.3964
2020-08-05,1.3906
2020-08-06,1.3821
2020-08-07,1.3972
2020-08-08,1.3972
2020-08-09,1.3972
2020-08-10,1.3988
2020-08-11,1.4
2020-08-12,1.3962
2020-08-13,1.3988
2020-08-14,1.3946
2020-08-15,1.3946
2020-08-16,1.3946
2020-08-17,1.3861
2020-08-18,1.3806
2020-08-19,1.3924
2020-08-20,1.3904
2020-08-21,1.3965
2020-08-22,1.3965
2020-08-23,1.3965
2020-08-24,1.3962
2020-08-25,1.3899
2020-08-26,1.3825
2020-08-27,1.3776
2020-08-28,1.3576
2020-08-29,1.3576
2020-08-30,1.3576
2020-08-31,1.3558
2020-09-01,1.3564
2020-09-02,1.3626
2020-09-03,1.3748
2020-09-04,1.3733
2020-09-05,1.3733
2020-09-06,1.3733
2020-09-07,1.3742
2020-09-08,1.3862
2020-09-09,1.3731
2020-09-10,1.3778
2020-09-11,1.3729
2020-09-12,1.3729
2020-09-13,1.3729
2020-09-14,1.372
2020-09-15,1.3695
2020-09-16,1.3688
2020-09-17,1.3676
2020-09-18,1.3716
2020-09-19,1.3716
2020-09-20,1.3716
2020-09-21,1.3844
2020-09-22,1.3949
2020-09-23,1.414
2020-09-24,1.4189
2020-09-25,1.4229
2020-09-26,1.4229
2020-09-27,1.4229
2020-09-28,1.4143
2020-09-29,1.4027
2020-09-30,1.3962
2020-10-01,1.3923
2020-10-02,1.3964
2020-10-03,1.3964
2020-10-04,1.3964
2020-10-05,1.3926
2020-10-06,1.4081
2020-10-07,1.4008
2020-10-08,1.3949
2020-10-09,1.3808
2020-10-10,1.3808
2020-10-11,1.3808
2020-10-12,1.3872
2020-10-13,1.3964
2020-10-14,1.3962
2020-10-15,1.4096
2020-10-16,1.4126
2020-10-17,1.4126
2020-10-18,1.4126
2020-10-19,1.4148
2020-10-20,1.4189
2020-10-21,1.4049
2020-10-22,1.405
2020-10-23,1.401
2020-10-24,1.401
2020-10-25,1.401
2020-10-26,1.4038
2020-10-27,1.4028
2020-10-28,1.4194
2020-10-29,1.4229
2020-10-30,1.4228
2020-10-31,1.4228
2020-11-01,1.4228
2020-11-02,1.417
2020-11-03,1.3958
2020-11-04,1.3932
2020-11-05,1.373
2020-11-06,1.3774
2020-11-07,1.3774
2020-11-08,1.3774
2020-11-09,1.3736
2020-11-10,1.3726
2020-11-11,1.3735
2020-11-12,1.3826
2020-11-13,1.3752
2020-11-14,1.3752
2020-11-15,1.3752
2020-11-16,1.3659
2020-11-17,1.3698
2020-11-18,1.3687
2020-11-19,1.3729
2020-11-20,1.3692
2020-11-21,1.3692
2020-11-22,1.3692
2020-11-23,1.3725
2020-11-24,1.3584
2020-11-25,1.3576
2020-11-26,1.3585
2020-11-27,1.3534
2020-11-28,1.3534
2020-11-29,1.3534
2020-11-30,1.3617
2020-12-01,1.3564
2020-12-02,1.3484
2020-12-03,1.3437
2020-12-04,1.3465
2020-12-05,1.3465
2020-12-06,1.3465
2020-12-07,1.3479
2020-12-08,1.3497
2020-12-09,1.3436
2020-12-10,1.3272
2020-12-11,1.3271
2020-12-12,1.3271
2020-12-13,1.3271
2020-12-14,1.3275
2020-12-15,1.3232
2020-12-16,1.3197
2020-12-17,1.3113
2020-12-18,1.312
2020-12-19,1.312
2020-12-20,1.312
2020-12-21,1.318
2020-12-22,1.3295
2020-12-23,1.3198
2020-12-24,1.3173
2020-12-25,1.3149
2020-12-26,1.3149
2020-12-27,1.3149
2020-12-28,1.319
2020-12-29,1.3146
2020-12-30,1.3012
2020-12-31,1.2999
2021-01-01,1.2998
2021-01-02,1.2998
2021-01-03,1.2998
2021-01-04,1.3044
2021-01-05,1.2885
2021-01-06,1.2814
2021-01-07,1.2875
2021-01-08,1.2876
2021-01-09,1.2876
2021-01-10,1.2876
2021-01-11,1.2994
2021-01-12,1.2865
2021-01-13,1.2931
2021-01-14,1.2856
2021-01-15,1.2982
2021-01-16,1.2982
2021-01-17,1.2982
2021-01-18,1.3019
2021-01-19,1.2993
2021-01-20,1.2909
2021-01-21,1.2878
2021-01-22,1.2962
2021-01-23,1.2962
2021-01-24,1.2962
2021-01-25,1.2965
2021-01-26,1.2907
2021-01-27,1.305
2021-01-28,1.3028
2021-01-29,1.3082
2021-01-30,1.3082
2021-01-31,1.3082
2021-02-01,1.3122
2021-02-02,1.3145
2021-02-03,1.3125
2021-02-04,1.3157
2021-02-05,1.3025
2021-02-06,1.3025
2021-02-07,1.3025
2021-02-08,1.2979
2021-02-09,1.2921
2021-02-10,1.295
2021-02-11,1.2896
2021-02-12,1.2885
2021-02-13,1.2885
2021-02-14,1.2885
2021-02-15,1.2852
2021-02-16,1.2897
2021-02-17,1.2903
2021-02-18,1.2871
2021-02-19,1.2708
2021-02-20,1.2708
2021-02-21,1.2708
2021-02-22,1.2633
2021-02-23,1.264
2021-02-24,1.255
2021-02-25,1.2703
2021-02-26,1.2978
2021-02-27,1.2978
2021-02-28,1.2978
2021-03-01,1.2864
2021-03-02,1.2789
2021-03-03,1.2862
2021-03-04,1.295
2021-03-05,1.3011
2021-03-06,1.3011
2021-03-07,1.3011
2021-03-08,1.3075
2021-03-09,1.2951
2021-03-10,1.2927
2021-03-11,1.2838
2021-03-12,1.2882
2021-03-13,1.2882
2021-03-14,1.2882
2021-03-15,1.2894
2021-03-16,1.2911
2021-03-17,1.2825
2021-03-18,1.2888
2021-03-19,1.2914
2021-03-20,1.2914
2021-03-21,1.2914
2021-03-22,1.291
2021-03-23,1.3113
2021-03-24,1.3189
2021-03-25,1.3193
2021-03-26,1.3093
2021-03-27,1.3093
2021-03-28,1.3093
2021-03-29,1.3104
2021-03-30,1.3164
2021-03-31,1.3166
2021-04-01,1.3128
2021-04-02,1.3141
2021-04-03,1.3141
2021-04-04,1.3141
2021-04-05,1.3065
2021-04-06,1.3049
2021-04-07,1.3137
2021-04-08,1.3066
2021-04-09,1.3125
2021-04-10,1.3125
2021-04-11,1.3125
2021-04-12,1.3117
2021-04-13,1.3082
2021-04-14,1.2948
2021-04-15,1.2901
2021-04-16,1.2928
2021-04-17,1.2928
2021-04-18,1.2928
2021-04-19,1.289
2021-04-20,1.2947
2021-04-21,1.2897
2021-04-22,1.2975
2021-04-23,1.2909
2021-04-24,1.2909
2021-04-25,1.2909
2021-04-26,1.2821
2021-04-27,1.2875
2021-04-28,1.2835
2021-04-29,1.2878
2021-04-30,1.2966
2021-05-01,1.2966
2021-05-02,1.2966
2021-05-03,1.2884
2021-05-04,1.2971
2021-05-05,1.2907
2021-05-06,1.2845
2021-05-07,1.2749
2021-05-08,1.2749
2021-05-09,1.2749
2021-05-10,1.2772
2021-05-11,1.2755
2021-05-12,1.2945
2021-05-13,1.2938
2021-05-14,1.2849
2021-05-15,1.2849
2021-05-16,1.2849
2021-05-17,1.2874
2021-05-18,1.2837
2021-05-19,1.2942
2021-05-20,1.2861
2021-05-21,1.2938
2021-05-22,1.2938
2021-05-23,1.2938
2021-05-24,1.2898
2021-05-25,1.2897
2021-05-26,1.2915
2021-05-27,1.2915
2021-05-28,1.2963
2021-05-29,1.2963
2021-05-30,1.2963
2021-05-31,1.293
2021-06-01,1.2898
2021-06-02,1.2901
2021-06-03,1.3055
2021-06-04,1.2917
2021-06-05,1.2917
2021-06-06,1.2917
2021-06-07,1.2894
2021-06-08,1.2923
2021-06-09,1.2933
2021-06-10,1.2898
2021-06-11,1.2979
2021-06-12,1.2979
2021-06-13,1.2979
2021-06-14,1.2968
2021-06-15,1.3008
2021-06-16,1.3141
2021-06-17,1.3242
2021-06-18,1.3371
2021-06-19,1.3371
2021-06-20,1.3371
2021-06-21,1.3264
2021-06-22,1.3238
2021-06-23,1.3197
2021-06-24,1.3187
2021-06-25,1.3173
2021-06-26,1.3173
2021-06-27,1.3173
2021-06-28,1.3215
2021-06-29,1.3312
2021-06-30,1.3335
2021-07-01,1.3385
2021-07-02,1.3286
2021-07-03,1.3286
2021-07-04,1.3286
2021-07-05,1.3281
2021-07-06,1.3342
2021-07-07,1.3365
2021-07-08,1.3455
2021-07-09,1.3349
2021-07-10,1.3349
2021-07-11,1.3349
2021-07-12,1.3368
2021-07-13,1.3429
2021-07-14,1.3369
2021-07-15,1.3473
2021-07-16,1.3516
2021-07-17,1.3516
2021-07-18,1.3516
2021-07-19,1.3615
2021-07-20,1.3643
2021-07-21,1.3592
2021-07-22,1.3548
2021-07-23,1.3576
2021-07-24,1.3576
2021-07-25,1.3576
2021-07-26,1.3549
2021-07-27,1.3588
2021-07-28,1.3562
2021-07-29,1.3521
2021-07-30,1.3615
2021-07-31,1.3615
2021-08-01,1.3615
2021-08-02,1.3579
2021-08-03,1.3523
2021-08-04,1.3551
2021-08-05,1.3504
2021-08-06,1.3595
2021-08-07,1.3595
2021-08-08,1.3595
2021-08-09,1.3641
2021-08-10,1.3608
2021-08-11,1.3562
2021-08-12,1.363
2021-08-13,1.3564
2021-08-14,1.3564
2021-08-15,1.3564
2021-08-16,1.3631
2021-08-17,1.3782
2021-08-18,1.382
2021-08-19,1.3992
2021-08-20,1.4013
2021-08-21,1.4013
2021-08-22,1.4013
2021-08-23,1.3871
2021-08-24,1.3777
2021-08-25,1.3743
2021-08-26,1.3819
2021-08-27,1.3675
2021-08-28,1.3675
2021-08-29,1.3675
2021-08-30,1.3706
2021-08-31,1.367
2021-09-01,1.3574
2021-09-02,1.3511
2021-09-03,1.3412
2021-09-04,1.3412
2021-09-05,1.3412
2021-09-06,1.3441
2021-09-07,1.3539
2021-09-08,1.3578
2021-09-09,1.3571
2021-09-10,1.3602
2021-09-11,1.3602
2021-09-12,1.3602
2021-09-13,1.3569
2021-09-14,1.3659
2021-09-15,1.3635
2021-09-16,1.3712
2021-09-17,1.3754
2021-09-18,1.3754
2021-09-19,1.3754
2021-09-20,1.3789
2021-09-21,1.3827
2021-09-22,1.3812
2021-09-23,1.3707
2021-09-24,1.3779
2021-09-25,1.3779
2021-09-26,1.3779
2021-09-27,1.3725
2021-09-28,1.3816
2021-09-29,1.3937
2021-09-30,1.3837
2021-10-01,1.3768
2021-10-02,1.3768
2021-10-03,1.3768
2021-10-04,1.372
2021-10-05,1.3718
2021-10-06,1.375
2021-10-07,1.3674
2021-10-08,1.3684
2021-10-09,1.3684
2021-10-10,1.3684
2021-10-11,1.3611
2021-10-12,1.3607
2021-10-13,1.3553
2021-10-14,1.3485
2021-10-15,1.3474
2021-10-16,1.3474
2021-10-17,1.3474
2021-10-18,1.3492
2021-10-19,1.338
2021-10-20,1.3306
2021-10-21,1.3392
2021-10-22,1.3391
2021-10-23,1.3391
2021-10-24,1.3391
2021-10-25,1.3348
2021-10-26,1.3332
2021-10-27,1.3301
2021-10-28,1.3256
2021-10-29,1.3301
2021-10-30,1.3301
2021-10-31,1.3301
2021-11-01,1.3294
2021-11-02,1.3459
2021-11-03,1.3428
2021-11-04,1.3513
2021-11-05,1.3513
2021-11-06,1.3513
2021-11-07,1.3513
2021-11-08,1.3471
2021-11-09,1.3554
2021-11-10,1.3649
2021-11-11,1.3711
2021-11-12,1.364
2021-11-13,1.364
2021-11-14,1.364
2021-11-15,1.3612
2021-11-16,1.3692
2021-11-17,1.3761
2021-11-18,1.3741
2021-11-19,1.3824
2021-11-20,1.3824
2021-11-21,1.3824
2021-11-22,1.3841
2021-11-23,1.3836
2021-11-24,1.3897
2021-11-25,1.3908
2021-11-26,1.404
2021-11-27,1.404
2021-11-28,1.404
2021-11-29,1.4
2021-11-30,1.403
2021-12-01,1.4073
2021-12-02,1.4099
2021-12-03,1.429
2021-12-04,1.429
2021-12-05,1.429
2021-12-06,1.4181
2021-12-07,1.4046
2021-12-08,1.3943
2021-12-09,1.3993
2021-12-10,1.3944
2021-12-11,1.3944
2021-12-12,1.3944
2021-12-13,1.402
2021-12-14,1.4075
2021-12-15,1.3943
2021-12-16,1.392
2021-12-17,1.4036
2021-12-18,1.4036
2021-12-19,1.4036
2021-12-20,1.4062
2021-12-21,1.3977
2021-12-22,1.3863
2021-12-23,1.3803
2021-12-24,1.3847
2021-12-25,1.3847
2021-12-26,1.3847
2021-12-27,1.3814
2021-12-28,1.3836
2021-12-29,1.3796
2021-12-30,1.3793
2021-12-31,1.3769
2022-01-01,1.3769
2022-01-02,1.3769
2022-01-03,1.3907
2022-01-04,1.381
2022-01-05,1.3848
2022-01-06,1.3958
2022-01-07,1.3926
2022-01-08,1.3926
2022-01-09,1.3926
2022-01-10,1.3938
2022-01-11,1.3869
2022-01-12,1.3729
2022-01-13,1.3733
2022-01-14,1.3867
2022-01-15,1.3867
2022-01-16,1.3867
2022-01-17,1.3868
2022-01-18,1.3919
2022-01-19,1.3868
2022-01-20,1.3838
2022-01-21,1.3924
2022-01-22,1.3924
2022-01-23,1.3924
2022-01-24,1.3997
2022-01-25,1.3981
2022-01-26,1.4055
2022-01-27,1.4217
2022-01-28,1.4305
2022-01-29,1.4305
2022-01-30,1.4305
2022-01-31,1.4147
2022-02-01,1.4028
2022-02-02,1.4015
2022-02-03,1.4006
2022-02-04,1.4139
2022-02-05,1.4139
2022-02-06,1.4139
2022-02-07,1.4033
2022-02-08,1.3993
2022-02-09,1.3929
2022-02-10,1.3953
2022-02-11,1.4013
2022-02-12,1.4013
2022-02-13,1.4013
2022-02-14,1.4031
2022-02-15,1.3983
2022-02-16,1.3899
2022-02-17,1.3913
2022-02-18,1.3933
2022-02-19,1.3933
2022-02-20,1.3933
2022-02-21,1.3908
2022-02-22,1.3853
2022-02-23,1.3825
2022-02-24,1.3961
2022-02-25,1.3825
2022-02-26,1.3825
2022-02-27,1.3825
2022-02-28,1.377
2022-03-01,1.3786
2022-03-02,1.3703
2022-03-03,1.3645
2022-03-04,1.3561
2022-03-05,1.3561
2022-03-06,1.3561
2022-03-07,1.3668
2022-03-08,1.3753
2022-03-09,1.3658
2022-03-10,1.359
2022-03-11,1.3714
2022-03-12,1.3714
2022-03-13,1.3714
2022-03-14,1.3912
2022-03-15,1.3899
2022-03-16,1.3715
2022-03-17,1.3556
2022-03-18,1.3488
2022-03-19,1.3488
2022-03-20,1.3488
2022-03-21,1.3513
2022-03-22,1.3387
2022-03-23,1.3335
2022-03-24,1.331
2022-03-25,1.3307
2022-03-26,1.3307
2022-03-27,1.3307
2022-03-28,1.3349
2022-03-29,1.332
2022-03-30,1.3316
2022-03-31,1.3362
2022-04-01,1.3331
2022-04-02,1.3331
2022-04-03,1.3331
2022-04-04,1.3258
2022-04-05,1.3197
2022-04-06,1.3319
2022-04-07,1.3371
2022-04-08,1.3406
2022-04-09,1.3406
2022-04-10,1.3406
2022-04-11,1.3481
2022-04-12,1.3415
2022-04-13,1.3415
2022-04-14,1.3482
2022-04-15,1.3523
2022-04-16,1.3523
2022-04-17,1.3523
2022-04-18,1.3606
2022-04-19,1.3557
2022-04-20,1.3421
2022-04-21,1.3567
2022-04-22,1.3805
2022-04-23,1.3805
2022-04-24,1.3805
2022-04-25,1.393
2022-04-26,1.4038
2022-04-27,1.4033
2022-04-28,1.4089
2022-04-29,1.4162
2022-04-30,1.4162
2022-05-01,1.4162
2022-05-02,1.4182
2022-05-03,1.4093
2022-05-04,1.3779
2022-05-05,1.4059
2022-05-06,1.4135
2022-05-07,1.4135
2022-05-08,1.4135
2022-05-09,1.4389
2022-05-10,1.4411
2022-05-11,1.4414
2022-05-12,1.4588
2022-05-13,1.4412
2022-05-14,1.4412
2022-05-15,1.4412
2022-05-16,1.4346
2022-05-17,1.4229
2022-05-18,1.438
2022-05-19,1.4189
2022-05-20,1.4202
2022-05-21,1.4202
2022-05-22,1.4202
2022-05-23,1.4067
2022-05-24,1.4069
2022-05-25,1.4109
2022-05-26,1.4087
2022-05-27,1.3963
2022-05-28,1.3963
2022-05-29,1.3963
2022-05-30,1.3894
2022-05-31,1.3933
2022-06-01,1.3939
2022-06-02,1.3765
2022-06-03,1.3873
2022-06-04,1.3873
2022-06-05,1.3873
2022-06-06,1.3901
2022-06-07,1.3829
2022-06-08,1.3908
2022-06-09,1.409
2022-06-10,1.4195
2022-06-11,1.4195
2022-06-12,1.4195
2022-06-13,1.4439
2022-06-14,1.455
2022-06-15,1.428
2022-06-16,1.4192
2022-06-17,1.4419
2022-06-18,1.4419
2022-06-19,1.4419
2022-06-20,1.4384
2022-06-21,1.4342
2022-06-22,1.4438
2022-06-23,1.4507
2022-06-24,1.4407
2022-06-25,1.4407
2022-06-26,1.4407
2022-06-27,1.444
2022-06-28,1.4481
2022-06-29,1.4538
2022-06-30,1.4483
2022-07-01,1.467
2022-07-02,1.467
2022-07-03,1.467
2022-07-04,1.4566
2022-07-05,1.4703
2022-07-06,1.4746
2022-07-07,1.4621
2022-07-08,1.4583
2022-07-09,1.4583
2022-07-10,1.4583
2022-07-11,1.4847
2022-07-12,1.4797
2022-07-13,1.4799
2022-07-14,1.482
2022-07-15,1.4721
2022-07-16,1.4721
2022-07-17,1.4721
2022-07-18,1.4681
2022-07-19,1.4499
2022-07-20,1.4518
2022-07-21,1.4422
2022-07-22,1.4433
2022-07-23,1.4433
2022-07-24,1.4433
2022-07-25,1.4377
2022-07-26,1.441
2022-07-27,1.4301
2022-07-28,1.4307
2022-07-29,1.4315
2022-07-30,1.4315
2022-07-31,1.4315
2022-08-01,1.4238
2022-08-02,1.4452
2022-08-03,1.4393
2022-08-04,1.4345
2022-08-05,1.447
2022-08-06,1.447
2022-08-07,1.447
2022-08-08,1.431
2022-08-09,1.4355
2022-08-10,1.4105
2022-08-11,1.4074
2022-08-12,1.4042
2022-08-13,1.4042
2022-08-14,1.4042
2022-08-15,1.424
2022-08-16,1.4241
2022-08-17,1.4421
2022-08-18,1.4457
2022-08-19,1.4546
2022-08-20,1.4546
2022-08-21,1.4546
2022-08-22,1.4542
2022-08-23,1.4429
2022-08-24,1.4474
2022-08-25,1.4325
2022-08-26,1.4499
2022-08-27,1.4499
2022-08-28,1.4499
2022-08-29,1.4486
2022-08-30,1.4591
2022-08-31,1.4617
2022-09-01,1.4732
2022-09-02,1.4681
2022-09-03,1.4681
2022-09-04,1.4681
2022-09-05,1.4713
2022-09-06,1.4847
2022-09-07,1.4773
2022-09-08,1.4812
2022-09-09,1.4618
2022-09-10,1.4618
2022-09-11,1.4618
2022-09-12,1.4517
2022-09-13,1.4859
2022-09-14,1.4819
2022-09-15,1.492
2022-09-16,1.4891
2022-09-17,1.4891
2022-09-18,1.4891
2022-09-19,1.4866
2022-09-20,1.495
2022-09-21,1.5083
2022-09-22,1.5049
2022-09-23,1.5319
2022-09-24,1.5319
2022-09-25,1.5319
2022-09-26,1.549
2022-09-27,1.5541
2022-09-28,1.5332
2022-09-29,1.5384
2022-09-30,1.5624
2022-10-01,1.5624
2022-10-02,1.5624
2022-10-03,1.5348
2022-10-04,1.5381
2022-10-05,1.5414
2022-10-06,1.5612
2022-10-07,1.5687
2022-10-08,1.5687
2022-10-09,1.5687
2022-10-10,1.5866
2022-10-11,1.5943
2022-10-12,1.593
2022-10-13,1.5877
2022-10-14,1.613
2022-10-15,1.613
2022-10-16,1.613
2022-10-17,1.5897
2022-10-18,1.585
2022-10-19,1.5948
2022-10-20,1.5922
2022-10-21,1.5677
2022-10-22,1.5677
2022-10-23,1.5677
2022-10-24,1.5842
2022-10-25,1.5639
2022-10-26,1.5392
2022-10-27,1.5499
2022-10-28,1.5598
2022-10-29,1.5598
2022-10-30,1.5598
2022-10-31,1.5627
2022-11-01,1.5637
2022-11-02,1.5744
2022-11-03,1.5901
2022-11-04,1.5457
2022-11-05,1.5457
2022-11-06,1.5457
2022-11-07,1.5435
2022-11-08,1.5369
2022-11-09,1.555
2022-11-10,1.5109
