,USDBRL BGN Curncy
2022-11-13,5.3265
2022-11-14,5.326
2022-11-15,5.326
2022-11-16,5.3932
2022-11-17,5.4058
2022-11-18,5.3765
2022-11-19,5.3765
2022-11-20,5.3765
2022-11-21,5.3087
2022-11-22,5.3643
2022-11-23,5.351
2022-11-24,5.3123
2022-11-25,5.3985
2022-11-26,5.3985
2022-11-27,5.3985
2022-11-28,5.3656
2022-11-29,5.2836
2022-11-30,5.1907
2022-12-01,5.1918
2022-12-02,5.2194
2022-12-03,5.2194
2022-12-04,5.2194
2022-12-05,5.2835
2022-12-06,5.2378
2022-12-07,5.2161
2022-12-08,5.2167
2022-12-09,5.247
2022-12-10,5.247
2022-12-11,5.247
2022-12-12,5.2931
2022-12-13,5.3046
2022-12-14,5.2896
2022-12-15,5.3134
2022-12-16,5.3068
2022-12-17,5.3068
2022-12-18,5.3068
2022-12-19,5.2989
2022-12-20,5.2032
2022-12-21,5.2012
2022-12-22,5.1729
2022-12-23,5.1612
2022-12-24,5.1612
2022-12-25,5.1612
2022-12-26,5.2192
2022-12-27,5.2931
2022-12-28,5.2634
2022-12-29,5.2785
2022-12-30,5.286
2022-12-31,5.286
2023-01-01,5.286
2023-01-02,5.3597
2023-01-03,5.4627
2023-01-04,5.4313
2023-01-05,5.3523
2023-01-06,5.2256
2023-01-07,5.2256
2023-01-08,5.2256
2023-01-09,5.258
2023-01-10,5.2042
2023-01-11,5.1646
2023-01-12,5.1007
2023-01-13,5.1023
2023-01-14,5.1023
2023-01-15,5.1023
2023-01-16,5.1522
2023-01-17,5.1042
2023-01-18,5.1816
2023-01-19,5.1765
2023-01-20,5.2071
2023-01-21,5.2071
2023-01-22,5.2071
2023-01-23,5.1957
2023-01-24,5.1424
2023-01-25,5.0768
2023-01-26,5.0696
2023-01-27,5.1091
2023-01-28,5.1091
2023-01-29,5.1091
2023-01-30,5.1211
2023-01-31,5.0758
2023-02-01,5.0518
2023-02-02,5.0437
2023-02-03,5.1333
2023-02-04,5.1333
2023-02-05,5.1333
2023-02-06,5.1504
2023-02-07,5.2049
2023-02-08,5.2009
2023-02-09,5.2756
2023-02-10,5.2143
2023-02-11,5.2143
2023-02-12,5.2143
2023-02-13,5.1706
2023-02-14,5.1885
2023-02-15,5.2172
2023-02-16,5.2196
2023-02-17,5.1623
2023-02-18,5.1623
2023-02-19,5.1623
2023-02-20,5.1623
2023-02-21,5.1623
2023-02-22,5.1598
2023-02-23,5.1318
2023-02-24,5.2006
2023-02-25,5.2006
2023-02-26,5.2006
2023-02-27,5.2012
2023-02-28,5.2364
2023-03-01,5.1808
2023-03-02,5.2108
2023-03-03,5.1981
2023-03-04,5.1981
2023-03-05,5.1981
2023-03-06,5.1584
2023-03-07,5.1917
2023-03-08,5.1428
2023-03-09,5.1659
2023-03-10,5.214
2023-03-11,5.214
2023-03-12,5.214
2023-03-13,5.2473
2023-03-14,5.2538
2023-03-15,5.2884
2023-03-16,5.2321
2023-03-17,5.279
2023-03-18,5.279
2023-03-19,5.279
2023-03-20,5.2369
2023-03-21,5.2427
2023-03-22,5.2371
2023-03-23,5.2985
2023-03-24,5.2463
2023-03-25,5.2463
2023-03-26,5.2463
2023-03-27,5.1987
2023-03-28,5.1667
2023-03-29,5.1353
2023-03-30,5.0943
2023-03-31,5.064
2023-04-01,5.064
2023-04-02,5.064
2023-04-03,5.0649
2023-04-04,5.0726
2023-04-05,5.0346
2023-04-06,5.0568
2023-04-07,5.0568
2023-04-08,5.0568
2023-04-09,5.0568
2023-04-10,5.0669
2023-04-11,5.0062
2023-04-12,4.919
2023-04-13,4.9273
2023-04-14,4.9082
2023-04-15,4.9082
2023-04-16,4.9082
2023-04-17,4.9433
2023-04-18,4.9855
2023-04-19,5.0747
2023-04-20,5.0504
2023-04-21,5.0504
2023-04-22,5.0504
2023-04-23,5.0504
2023-04-24,5.0366
2023-04-25,5.0533
2023-04-26,5.045
2023-04-27,4.9778
2023-04-28,4.9878
2023-04-29,4.9878
2023-04-30,4.9878
2023-05-01,4.9878
2023-05-02,5.0382
2023-05-03,4.9948
2023-05-04,4.9837
2023-05-05,4.9514
2023-05-06,4.9514
2023-05-07,4.9514
2023-05-08,5.01
2023-05-09,4.9858
2023-05-10,4.9444
2023-05-11,4.9324
2023-05-12,4.9218
2023-05-13,4.9218
2023-05-14,4.9218
2023-05-15,4.8909
2023-05-16,4.941
2023-05-17,4.9373
2023-05-18,4.965
2023-05-19,4.9986
2023-05-20,4.9986
2023-05-21,4.9986
2023-05-22,4.9678
2023-05-23,4.972
2023-05-24,4.9598
2023-05-25,5.0421
2023-05-26,4.9955
2023-05-27,4.9955
2023-05-28,4.9955
2023-05-29,5.0173
2023-05-30,5.0376
2023-05-31,5.0555
2023-06-01,5.0138
2023-06-02,4.9587
2023-06-03,4.9587
2023-06-04,4.9587
2023-06-05,4.9327
2023-06-06,4.9111
2023-06-07,4.9262
2023-06-08,4.9262
2023-06-09,4.8811
2023-06-10,4.8811
2023-06-11,4.8811
2023-06-12,4.8645
2023-06-13,4.8634
2023-06-14,4.8115
2023-06-15,4.8134
2023-06-16,4.8239
2023-06-17,4.8239
2023-06-18,4.8239
2023-06-19,4.7778
2023-06-20,4.7882
2023-06-21,4.7635
2023-06-22,4.7697
2023-06-23,4.7842
2023-06-24,4.7842
2023-06-25,4.7842
2023-06-26,4.7683
2023-06-27,4.8123
2023-06-28,4.85
2023-06-29,4.8555
2023-06-30,4.7875
2023-07-01,4.7875
2023-07-02,4.7875
2023-07-03,4.8099
2023-07-04,4.8405
2023-07-05,4.85
2023-07-06,4.918
2023-07-07,4.8712
2023-07-08,4.8712
2023-07-09,4.8712
2023-07-10,4.8988
2023-07-11,4.8543
2023-07-12,4.8206
2023-07-13,4.8014
2023-07-14,4.7916
2023-07-15,4.7916
2023-07-16,4.7916
2023-07-17,4.8086
2023-07-18,4.8134
2023-07-19,4.7916
2023-07-20,4.7979
2023-07-21,4.7808
2023-07-22,4.7808
2023-07-23,4.7808
2023-07-24,4.7299
2023-07-25,4.7526
2023-07-26,4.7378
2023-07-27,4.7439
2023-07-28,4.7311
2023-07-29,4.7311
2023-07-30,4.7311
2023-07-31,4.7269
2023-08-01,4.7921
2023-08-02,4.8105
2023-08-03,4.9156
2023-08-04,4.8746
2023-08-05,4.8746
2023-08-06,4.8746
2023-08-07,4.8989
2023-08-08,4.898
2023-08-09,4.9046
2023-08-10,4.893
2023-08-11,4.9077
2023-08-12,4.9077
2023-08-13,4.9077
2023-08-14,4.9635
2023-08-15,4.9837
2023-08-16,4.991
2023-08-17,4.9771
2023-08-18,4.9698
2023-08-19,4.9698
2023-08-20,4.9698
2023-08-21,4.979
2023-08-22,4.937
2023-08-23,4.8572
2023-08-24,4.8834
2023-08-25,4.874
2023-08-26,4.874
2023-08-27,4.874
2023-08-28,4.8734
2023-08-29,4.8551
2023-08-30,4.8885
2023-08-31,4.9553
2023-09-01,4.9487
2023-09-02,4.9487
2023-09-03,4.9487
2023-09-04,4.9377
2023-09-05,4.9712
2023-09-06,4.9774
2023-09-07,4.9774
2023-09-08,4.985
2023-09-09,4.985
2023-09-10,4.985
2023-09-11,4.93
2023-09-12,4.9491
2023-09-13,4.9158
2023-09-14,4.8706
2023-09-15,4.8647
2023-09-16,4.8647
2023-09-17,4.8647
2023-09-18,4.8542
2023-09-19,4.8674
2023-09-20,4.88
2023-09-21,4.9349
2023-09-22,4.9363
2023-09-23,4.9363
2023-09-24,4.9363
2023-09-25,4.9636
2023-09-26,4.9905
2023-09-27,5.045
2023-09-28,5.0334
2023-09-29,5.0325
2023-09-30,5.0325
2023-10-01,5.0325
2023-10-02,5.0611
2023-10-03,5.1679
2023-10-04,5.1579
2023-10-05,5.1671
2023-10-06,5.1486
2023-10-07,5.1486
2023-10-08,5.1486
2023-10-09,5.1362
2023-10-10,5.0544
2023-10-11,5.0507
2023-10-12,5.0507
2023-10-13,5.0784
2023-10-14,5.0784
2023-10-15,5.0784
2023-10-16,5.0401
2023-10-17,5.0388
2023-10-18,5.0571
2023-10-19,5.0633
2023-10-20,5.0352
2023-10-21,5.0352
2023-10-22,5.0352
2023-10-23,5.0131
2023-10-24,4.9928
2023-10-25,4.9956
2023-10-26,4.9877
2023-10-27,5.0148
2023-10-28,5.0148
2023-10-29,5.0148
2023-10-30,5.0436
2023-10-31,5.0378
2023-11-01,4.9564
2023-11-02,4.9564
2023-11-03,4.903
2023-11-04,4.903
2023-11-05,4.903
2023-11-06,4.8874
2023-11-07,4.8793
2023-11-08,4.9099
2023-11-09,4.9394
2023-11-10,4.9097
2023-11-11,4.9097
2023-11-12,4.9097
2023-11-13,4.9103
2023-11-14,4.8637
2023-11-15,4.8637
2023-11-16,4.8685
2023-11-17,4.9094
2023-11-18,4.9094
2023-11-19,4.9094
2023-11-20,4.8539
2023-11-21,4.8994
2023-11-22,4.9079
2023-11-23,4.9044
2023-11-24,4.9021
2023-11-25,4.9021
2023-11-26,4.9021
2023-11-27,4.899
2023-11-28,4.8717
2023-11-29,4.9054
2023-11-30,4.92
2023-12-01,4.8824
2023-12-02,4.8824
2023-12-03,4.8824
2023-12-04,4.9446
2023-12-05,4.9289
2023-12-06,4.9028
2023-12-07,4.9058
2023-12-08,4.9311
2023-12-09,4.9311
2023-12-10,4.9311
2023-12-11,4.9381
2023-12-12,4.9662
2023-12-13,4.919
2023-12-14,4.9109
2023-12-15,4.9434
2023-12-16,4.9434
2023-12-17,4.9434
2023-12-18,4.9033
2023-12-19,4.8647
2023-12-20,4.9139
2023-12-21,4.8813
2023-12-22,4.8611
2023-12-23,4.8611
2023-12-24,4.8611
2023-12-25,4.8611
2023-12-26,4.821
2023-12-27,4.8329
2023-12-28,4.8568
2023-12-29,4.8525
2023-12-30,4.8525
2023-12-31,4.8525
2024-01-01,4.8525
2024-01-02,4.9171
2024-01-03,4.9191
2024-01-04,4.9007
2024-01-05,4.8756
2024-01-06,4.8756
2024-01-07,4.8756
2024-01-08,4.8745
2024-01-09,4.907
2024-01-10,4.893
2024-01-11,4.8714
2024-01-12,4.8546
2024-01-13,4.8546
2024-01-14,4.8546
2024-01-15,4.8653
2024-01-16,4.9269
2024-01-17,4.9316
2024-01-18,4.93
2024-01-19,4.9289
2024-01-20,4.9289
2024-01-21,4.9289
2024-01-22,4.9849
2024-01-23,4.951
2024-01-24,4.9321
2024-01-25,4.9172
2024-01-26,4.9107
2024-01-27,4.9107
2024-01-28,4.9107
2024-01-29,4.9472
2024-01-30,4.9502
2024-01-31,4.9554
2024-02-01,4.9125
2024-02-02,4.9692
2024-02-03,4.9692
2024-02-04,4.9692
2024-02-05,4.9822
2024-02-06,4.9594
2024-02-07,4.9711
2024-02-08,4.9964
2024-02-09,4.9552
2024-02-10,4.9552
2024-02-11,4.9552
2024-02-12,4.9552
2024-02-13,4.9552
2024-02-14,4.9739
2024-02-15,4.9741
2024-02-16,4.9664
2024-02-17,4.9664
2024-02-18,4.9664
2024-02-19,4.9605
2024-02-20,4.9274
2024-02-21,4.9379
2024-02-22,4.9642
2024-02-23,4.9942
2024-02-24,4.9942
2024-02-25,4.9942
2024-02-26,4.9805
2024-02-27,4.9342
2024-02-28,4.971
2024-02-29,4.9703
2024-03-01,4.9547
2024-03-02,4.9547
2024-03-03,4.9547
2024-03-04,4.9476
2024-03-05,4.9583
2024-03-06,4.9457
2024-03-07,4.935
2024-03-08,4.9838
2024-03-09,4.9838
2024-03-10,4.9838
2024-03-11,4.9782
2024-03-12,4.9721
2024-03-13,4.9717
2024-03-14,4.9899
2024-03-15,4.9959
2024-03-16,4.9959
2024-03-17,4.9959
2024-03-18,5.0253
2024-03-19,5.0308
2024-03-20,4.9684
2024-03-21,4.9794
2024-03-22,5.0012
2024-03-23,5.0012
2024-03-24,5.0012
2024-03-25,4.9754
2024-03-26,4.9816
2024-03-27,4.9852
2024-03-28,5.0145
2024-03-29,5.0145
2024-03-30,5.0145
2024-03-31,5.0145
2024-04-01,5.0548
2024-04-02,5.0584
2024-04-03,5.0385
2024-04-04,5.0553
2024-04-05,5.0665
2024-04-06,5.0665
2024-04-07,5.0665
2024-04-08,5.0299
