,USDIDR BGN Curncy
2010-06-16,9150.0
2010-06-17,9158.0
2010-06-18,9103.0
2010-06-19,9103.0
2010-06-20,9103.0
2010-06-21,9015.0
2010-06-22,9019.0
2010-06-23,9035.0
2010-06-24,9061.0
2010-06-25,9060.0
2010-06-26,9060.0
2010-06-27,9060.0
2010-06-28,9029.0
2010-06-29,9064.0
2010-06-30,9074.0
2010-07-01,9071.0
2010-07-02,9061.0
2010-07-03,9061.0
2010-07-04,9061.0
2010-07-05,9060.0
2010-07-06,9060.0
2010-07-07,9070.0
2010-07-08,9065.0
2010-07-09,9048.0
2010-07-10,9048.0
2010-07-11,9048.0
2010-07-12,9054.0
2010-07-13,9048.0
2010-07-14,9049.0
2010-07-15,9046.0
2010-07-16,9042.0
2010-07-17,9042.0
2010-07-18,9042.0
2010-07-19,9064.0
2010-07-20,9045.0
2010-07-21,9049.0
2010-07-22,9050.0
2010-07-23,9040.0
2010-07-24,9040.0
2010-07-25,9040.0
2010-07-26,9030.0
2010-07-27,9015.0
2010-07-28,9006.0
2010-07-29,8987.0
2010-07-30,8949.0
2010-07-31,8949.0
2010-08-01,8949.0
2010-08-02,8942.0
2010-08-03,8941.0
2010-08-04,8948.0
2010-08-05,8938.0
2010-08-06,8940.0
2010-08-07,8940.0
2010-08-08,8940.0
2010-08-09,8937.0
2010-08-10,8953.0
2010-08-11,8973.0
2010-08-12,9005.0
2010-08-13,8978.0
2010-08-14,8978.0
2010-08-15,8978.0
2010-08-16,8980.0
2010-08-17,8958.0
2010-08-18,8969.0
2010-08-19,8964.0
2010-08-20,8973.0
2010-08-21,8973.0
2010-08-22,8973.0
2010-08-23,8970.0
2010-08-24,8980.0
2010-08-25,8976.0
2010-08-26,8992.0
2010-08-27,9016.0
2010-08-28,9016.0
2010-08-29,9016.0
2010-08-30,9015.0
2010-08-31,9045.0
2010-09-01,9010.0
2010-09-02,9013.0
2010-09-03,9004.0
2010-09-04,9004.0
2010-09-05,9004.0
2010-09-06,8999.0
2010-09-07,9019.0
2010-09-08,9003.0
2010-09-09,8973.0
2010-09-10,8963.0
2010-09-11,8963.0
2010-09-12,8963.0
2010-09-13,8933.0
2010-09-14,8979.0
2010-09-15,8990.0
2010-09-16,8983.0
2010-09-17,8973.0
2010-09-18,8973.0
2010-09-19,8973.0
2010-09-20,8978.0
2010-09-21,8968.0
2010-09-22,8956.0
2010-09-23,8961.0
2010-09-24,8958.0
2010-09-25,8958.0
2010-09-26,8958.0
2010-09-27,8951.0
2010-09-28,8954.0
2010-09-29,8935.0
2010-09-30,8908.0
2010-10-01,8918.0
2010-10-02,8918.0
2010-10-03,8918.0
2010-10-04,8928.0
2010-10-05,8943.0
2010-10-06,8924.0
2010-10-07,8923.0
2010-10-08,8933.0
2010-10-09,8933.0
2010-10-10,8933.0
2010-10-11,8928.0
2010-10-12,8938.0
2010-10-13,8923.0
2010-10-14,8918.0
2010-10-15,8919.0
2010-10-16,8919.0
2010-10-17,8919.0
2010-10-18,8933.0
2010-10-19,8928.0
2010-10-20,8938.0
2010-10-21,8928.0
2010-10-22,8943.0
2010-10-23,8943.0
2010-10-24,8943.0
2010-10-25,8908.0
2010-10-26,8913.0
2010-10-27,8940.0
2010-10-28,8937.0
2010-10-29,8938.0
2010-10-30,8938.0
2010-10-31,8938.0
2010-11-01,8923.0
2010-11-02,8925.0
2010-11-03,8918.0
2010-11-04,8911.0
2010-11-05,8893.0
2010-11-06,8893.0
2010-11-07,8893.0
2010-11-08,8908.0
2010-11-09,8908.0
2010-11-10,8890.0
2010-11-11,8903.0
2010-11-12,8928.0
2010-11-13,8928.0
2010-11-14,8928.0
2010-11-15,8978.0
2010-11-16,8948.0
2010-11-17,9023.0
2010-11-18,8943.0
2010-11-19,8933.0
2010-11-20,8933.0
2010-11-21,8933.0
2010-11-22,8933.0
2010-11-23,8983.0
2010-11-24,8963.0
2010-11-25,8961.0
2010-11-26,8993.0
2010-11-27,8993.0
2010-11-28,8993.0
2010-11-29,9013.0
2010-11-30,9041.0
2010-12-01,9019.0
2010-12-02,9018.0
2010-12-03,9013.0
2010-12-04,9013.0
2010-12-05,9013.0
2010-12-06,9011.0
2010-12-07,9003.0
2010-12-08,9024.0
2010-12-09,9020.0
2010-12-10,9018.0
2010-12-11,9018.0
2010-12-12,9018.0
2010-12-13,9023.0
2010-12-14,9012.0
2010-12-15,9023.0
2010-12-16,9038.0
2010-12-17,9035.0
2010-12-18,9035.0
2010-12-19,9035.0
2010-12-20,9048.0
2010-12-21,9043.0
2010-12-22,9044.0
2010-12-23,9048.0
2010-12-24,9033.0
2010-12-25,9033.0
2010-12-26,9033.0
2010-12-27,9038.0
2010-12-28,9027.0
2010-12-29,9002.0
2010-12-30,8995.0
2010-12-31,8996.0
2011-01-01,8996.0
2011-01-02,8996.0
2011-01-03,8988.0
2011-01-04,8983.0
2011-01-05,8983.0
2011-01-06,8998.0
2011-01-07,9023.0
2011-01-08,9023.0
2011-01-09,9023.0
2011-01-10,9073.0
2011-01-11,9068.0
2011-01-12,9063.0
2011-01-13,9068.0
2011-01-14,9054.0
2011-01-15,9054.0
2011-01-16,9054.0
2011-01-17,9063.0
2011-01-18,9055.0
2011-01-19,9058.0
2011-01-20,9063.0
2011-01-21,9063.0
2011-01-22,9063.0
2011-01-23,9063.0
2011-01-24,9068.0
2011-01-25,9039.0
2011-01-26,9034.0
2011-01-27,9029.0
2011-01-28,9031.0
2011-01-29,9031.0
2011-01-30,9031.0
2011-01-31,9049.0
2011-02-01,9038.0
2011-02-02,9018.0
2011-02-03,9014.0
2011-02-04,8993.0
2011-02-05,8993.0
2011-02-06,8993.0
2011-02-07,8953.0
2011-02-08,8918.0
2011-02-09,8930.0
2011-02-10,8933.0
2011-02-11,8935.0
2011-02-12,8935.0
2011-02-13,8935.0
2011-02-14,8918.0
2011-02-15,8908.0
2011-02-16,8892.0
2011-02-17,8886.0
2011-02-18,8870.0
2011-02-19,8870.0
2011-02-20,8870.0
2011-02-21,8858.0
2011-02-22,8879.0
2011-02-23,8855.0
2011-02-24,8873.0
2011-02-25,8838.0
2011-02-26,8838.0
2011-02-27,8838.0
2011-02-28,8821.0
2011-03-01,8808.0
2011-03-02,8812.0
2011-03-03,8808.0
2011-03-04,8792.0
2011-03-05,8792.0
2011-03-06,8792.0
2011-03-07,8788.0
2011-03-08,8788.0
2011-03-09,8784.0
2011-03-10,8783.0
2011-03-11,8782.0
2011-03-12,8782.0
2011-03-13,8782.0
2011-03-14,8763.0
2011-03-15,8778.0
2011-03-16,8779.0
2011-03-17,8783.0
2011-03-18,8773.0
2011-03-19,8773.0
2011-03-20,8773.0
2011-03-21,8733.0
2011-03-22,8716.0
2011-03-23,8723.0
2011-03-24,8718.0
2011-03-25,8717.0
2011-03-26,8717.0
2011-03-27,8717.0
2011-03-28,8718.0
2011-03-29,8711.0
2011-03-30,8720.0
2011-03-31,8708.0
2011-04-01,8696.0
2011-04-02,8696.0
2011-04-03,8696.0
2011-04-04,8663.0
2011-04-05,8658.0
2011-04-06,8653.0
2011-04-07,8668.0
2011-04-08,8653.0
2011-04-09,8653.0
2011-04-10,8653.0
2011-04-11,8653.0
2011-04-12,8663.0
2011-04-13,8658.0
2011-04-14,8666.0
2011-04-15,8668.0
2011-04-16,8668.0
2011-04-17,8668.0
2011-04-18,8678.0
2011-04-19,8688.0
2011-04-20,8652.0
2011-04-21,8630.0
2011-04-22,8623.0
2011-04-23,8623.0
2011-04-24,8623.0
2011-04-25,8623.0
2011-04-26,8643.0
2011-04-27,8628.0
2011-04-28,8581.0
2011-04-29,8563.0
2011-04-30,8563.0
2011-05-01,8563.0
2011-05-02,8543.0
2011-05-03,8546.0
2011-05-04,8553.0
2011-05-05,8572.0
2011-05-06,8588.0
2011-05-07,8588.0
2011-05-08,8588.0
2011-05-09,8553.0
2011-05-10,8553.0
2011-05-11,8531.0
2011-05-12,8565.0
2011-05-13,8546.0
2011-05-14,8546.0
2011-05-15,8546.0
2011-05-16,8579.0
2011-05-17,8578.0
2011-05-18,8563.0
2011-05-19,8553.0
2011-05-20,8536.0
2011-05-21,8536.0
2011-05-22,8536.0
2011-05-23,8593.0
2011-05-24,8571.0
2011-05-25,8603.0
2011-05-26,8582.0
2011-05-27,8565.0
2011-05-28,8565.0
2011-05-29,8565.0
2011-05-30,8548.0
2011-05-31,8543.0
2011-06-01,8538.0
2011-06-02,8543.0
2011-06-03,8528.0
2011-06-04,8528.0
2011-06-05,8528.0
2011-06-06,8513.0
2011-06-07,8513.0
2011-06-08,8515.0
2011-06-09,8521.0
2011-06-10,8520.0
2011-06-11,8520.0
2011-06-12,8520.0
2011-06-13,8543.0
2011-06-14,8534.0
2011-06-15,8548.0
2011-06-16,8598.0
2011-06-17,8608.0
2011-06-18,8608.0
2011-06-19,8608.0
2011-06-20,8618.0
2011-06-21,8601.0
2011-06-22,8593.0
2011-06-23,8600.0
2011-06-24,8599.0
2011-06-25,8599.0
2011-06-26,8599.0
2011-06-27,8623.0
2011-06-28,8623.0
2011-06-29,8608.0
2011-06-30,8579.0
2011-07-01,8547.0
2011-07-02,8547.0
2011-07-03,8547.0
2011-07-04,8524.0
2011-07-05,8533.0
2011-07-06,8544.0
2011-07-07,8537.0
2011-07-08,8514.0
2011-07-09,8514.0
2011-07-10,8514.0
2011-07-11,8529.0
2011-07-12,8578.0
2011-07-13,8549.0
2011-07-14,8535.0
2011-07-15,8544.0
2011-07-16,8544.0
2011-07-17,8544.0
2011-07-18,8559.0
2011-07-19,8550.0
2011-07-20,8541.0
2011-07-21,8541.0
2011-07-22,8524.0
2011-07-23,8524.0
2011-07-24,8524.0
2011-07-25,8524.0
2011-07-26,8507.0
2011-07-27,8487.0
2011-07-28,8494.0
2011-07-29,8504.0
2011-07-30,8504.0
2011-07-31,8504.0
2011-08-01,8464.0
2011-08-02,8476.0
2011-08-03,8489.0
2011-08-04,8502.0
2011-08-05,8548.0
2011-08-06,8548.0
2011-08-07,8548.0
2011-08-08,8525.0
2011-08-09,8559.0
2011-08-10,8534.0
2011-08-11,8549.0
2011-08-12,8554.0
2011-08-13,8554.0
2011-08-14,8554.0
2011-08-15,8544.0
2011-08-16,8531.0
2011-08-17,8526.0
2011-08-18,8553.0
2011-08-19,8558.0
2011-08-20,8558.0
2011-08-21,8558.0
2011-08-22,8547.0
2011-08-23,8544.0
2011-08-24,8553.0
2011-08-25,8595.0
2011-08-26,8565.0
2011-08-27,8565.0
2011-08-28,8565.0
2011-08-29,8544.0
2011-08-30,8549.0
2011-08-31,8534.0
2011-09-01,8508.0
2011-09-02,8519.0
2011-09-03,8519.0
2011-09-04,8519.0
2011-09-05,8542.0
2011-09-06,8558.0
2011-09-07,8557.0
2011-09-08,8564.0
2011-09-09,8578.0
2011-09-10,8578.0
2011-09-11,8578.0
2011-09-12,8613.0
2011-09-13,8663.0
2011-09-14,8884.0
2011-09-15,8804.0
2011-09-16,8803.0
2011-09-17,8803.0
2011-09-18,8803.0
2011-09-19,8893.0
2011-09-20,8893.0
2011-09-21,9018.0
2011-09-22,9024.0
2011-09-23,8941.0
2011-09-24,8941.0
2011-09-25,8941.0
2011-09-26,9125.0
2011-09-27,8930.0
2011-09-28,8890.0
2011-09-29,8856.0
2011-09-30,8875.0
2011-10-01,8875.0
2011-10-02,8875.0
2011-10-03,8903.0
2011-10-04,9004.0
2011-10-05,8918.0
2011-10-06,8945.0
2011-10-07,8965.0
2011-10-08,8965.0
2011-10-09,8965.0
2011-10-10,8950.0
2011-10-11,8965.0
2011-10-12,8915.0
2011-10-13,8870.0
2011-10-14,8846.0
2011-10-15,8846.0
2011-10-16,8846.0
2011-10-17,8818.0
2011-10-18,8884.0
2011-10-19,8823.0
2011-10-20,8878.0
2011-10-21,8908.0
2011-10-22,8908.0
2011-10-23,8908.0
2011-10-24,8853.0
2011-10-25,8838.0
2011-10-26,8873.0
2011-10-27,8836.0
2011-10-28,8815.0
2011-10-29,8815.0
2011-10-30,8815.0
2011-10-31,8853.0
2011-11-01,8945.0
2011-11-02,8975.0
2011-11-03,8977.0
2011-11-04,8938.0
2011-11-05,8938.0
2011-11-06,8938.0
2011-11-07,8955.0
2011-11-08,8920.0
2011-11-09,8890.0
2011-11-10,9000.0
2011-11-11,8967.0
2011-11-12,8967.0
2011-11-13,8967.0
2011-11-14,8965.0
2011-11-15,8995.0
2011-11-16,8998.0
2011-11-17,9000.0
2011-11-18,9020.0
2011-11-19,9020.0
2011-11-20,9020.0
2011-11-21,9053.0
2011-11-22,9045.0
2011-11-23,9110.0
2011-11-24,8993.0
2011-11-25,9058.0
2011-11-26,9058.0
2011-11-27,9058.0
2011-11-28,9118.0
2011-11-29,9158.0
2011-11-30,9113.0
2011-12-01,8998.0
2011-12-02,9025.0
2011-12-03,9025.0
2011-12-04,9025.0
2011-12-05,9038.0
2011-12-06,9036.0
2011-12-07,9038.0
2011-12-08,9000.0
2011-12-09,9050.0
2011-12-10,9050.0
2011-12-11,9050.0
2011-12-12,9051.0
2011-12-13,9105.0
2011-12-14,9089.0
2011-12-15,9091.0
2011-12-16,9035.0
2011-12-17,9035.0
2011-12-18,9035.0
2011-12-19,9068.0
2011-12-20,9080.0
2011-12-21,9071.0
2011-12-22,9068.0
2011-12-23,9100.0
2011-12-24,9100.0
2011-12-25,9100.0
2011-12-26,9055.0
2011-12-27,9075.0
2011-12-28,9073.0
2011-12-29,9075.0
2011-12-30,9069.0
2011-12-31,9069.0
2012-01-01,9069.0
2012-01-02,9080.0
2012-01-03,9126.0
2012-01-04,9145.0
2012-01-05,9163.0
2012-01-06,9098.0
2012-01-07,9098.0
2012-01-08,9098.0
2012-01-09,9185.0
2012-01-10,9170.0
2012-01-11,9180.0
2012-01-12,9170.0
2012-01-13,9180.0
2012-01-14,9180.0
2012-01-15,9180.0
2012-01-16,9138.0
2012-01-17,9113.0
2012-01-18,9048.0
2012-01-19,8999.0
2012-01-20,8948.0
2012-01-21,8948.0
2012-01-22,8948.0
2012-01-23,8960.0
2012-01-24,8970.0
2012-01-25,8888.0
2012-01-26,8956.0
2012-01-27,8976.0
2012-01-28,8976.0
2012-01-29,8976.0
2012-01-30,8990.0
2012-01-31,8998.0
2012-02-01,8985.0
2012-02-02,8955.0
2012-02-03,8983.0
2012-02-04,8983.0
2012-02-05,8983.0
2012-02-06,8989.0
2012-02-07,8953.0
2012-02-08,8950.0
2012-02-09,8956.0
2012-02-10,8985.0
2012-02-11,8985.0
2012-02-12,8985.0
2012-02-13,9014.0
2012-02-14,9049.0
2012-02-15,8958.0
2012-02-16,9093.0
2012-02-17,9030.0
2012-02-18,9030.0
2012-02-19,9030.0
2012-02-20,9011.0
2012-02-21,9050.0
2012-02-22,9052.0
2012-02-23,9045.0
2012-02-24,9048.0
2012-02-25,9048.0
2012-02-26,9048.0
2012-02-27,9169.0
2012-02-28,9128.0
2012-02-29,9023.0
2012-03-01,9103.0
2012-03-02,9088.0
2012-03-03,9088.0
2012-03-04,9088.0
2012-03-05,9124.0
2012-03-06,9189.0
2012-03-07,9118.0
2012-03-08,9135.0
2012-03-09,9136.0
2012-03-10,9136.0
2012-03-11,9136.0
2012-03-12,9169.0
2012-03-13,9179.0
2012-03-14,9173.0
2012-03-15,9180.0
2012-03-16,9133.0
2012-03-17,9133.0
2012-03-18,9133.0
2012-03-19,9128.0
2012-03-20,9160.0
2012-03-21,9182.0
2012-03-22,9189.0
2012-03-23,9197.0
2012-03-24,9197.0
2012-03-25,9197.0
2012-03-26,9204.0
2012-03-27,9184.0
2012-03-28,9149.0
2012-03-29,9183.0
2012-03-30,9146.0
2012-03-31,9146.0
2012-04-01,9146.0
2012-04-02,9140.0
2012-04-03,9133.0
2012-04-04,9165.0
2012-04-05,9166.0
2012-04-06,9169.0
2012-04-07,9169.0
2012-04-08,9169.0
2012-04-09,9150.0
2012-04-10,9168.0
2012-04-11,9173.0
2012-04-12,9182.0
2012-04-13,9177.0
2012-04-14,9177.0
2012-04-15,9177.0
2012-04-16,9188.0
2012-04-17,9174.0
2012-04-18,9179.0
2012-04-19,9181.0
2012-04-20,9184.0
2012-04-21,9184.0
2012-04-22,9184.0
2012-04-23,9187.0
2012-04-24,9199.0
2012-04-25,9199.0
2012-04-26,9192.0
2012-04-27,9189.0
2012-04-28,9189.0
2012-04-29,9189.0
2012-04-30,9177.0
2012-05-01,9189.0
2012-05-02,9204.0
2012-05-03,9231.0
2012-05-04,9214.0
2012-05-05,9214.0
2012-05-06,9214.0
2012-05-07,9228.0
2012-05-08,9238.0
2012-05-09,9259.0
2012-05-10,9258.0
2012-05-11,9218.0
2012-05-12,9218.0
2012-05-13,9218.0
2012-05-14,9250.0
2012-05-15,9274.0
2012-05-16,9305.0
2012-05-17,9324.0
2012-05-18,9350.0
2012-05-19,9350.0
2012-05-20,9350.0
2012-05-21,9354.0
2012-05-22,9302.0
2012-05-23,9359.0
2012-05-24,9426.0
2012-05-25,9454.0
2012-05-26,9454.0
2012-05-27,9454.0
2012-05-28,9408.0
2012-05-29,9487.0
2012-05-30,9540.0
2012-05-31,9480.0
2012-06-01,9390.0
2012-06-02,9390.0
2012-06-03,9390.0
2012-06-04,9427.0
2012-06-05,9449.0
2012-06-06,9329.0
2012-06-07,9459.0
2012-06-08,9388.0
2012-06-09,9388.0
2012-06-10,9388.0
2012-06-11,9410.0
2012-06-12,9449.0
2012-06-13,9430.0
2012-06-14,9449.0
2012-06-15,9398.0
2012-06-16,9398.0
2012-06-17,9398.0
2012-06-18,9450.0
2012-06-19,9408.0
2012-06-20,9430.0
2012-06-21,9482.0
2012-06-22,9494.0
2012-06-23,9494.0
2012-06-24,9494.0
2012-06-25,9509.0
2012-06-26,9508.0
2012-06-27,9490.0
2012-06-28,9494.0
2012-06-29,9433.0
2012-06-30,9433.0
2012-07-01,9433.0
2012-07-02,9382.0
2012-07-03,9379.0
2012-07-04,9367.0
2012-07-05,9381.0
2012-07-06,9405.0
2012-07-07,9405.0
2012-07-08,9405.0
2012-07-09,9449.0
2012-07-10,9433.0
2012-07-11,9436.0
2012-07-12,9448.0
2012-07-13,9448.0
2012-07-14,9448.0
2012-07-15,9448.0
2012-07-16,9489.0
2012-07-17,9456.0
2012-07-18,9453.0
2012-07-19,9460.0
2012-07-20,9458.0
2012-07-21,9458.0
2012-07-22,9458.0
2012-07-23,9503.0
2012-07-24,9509.0
2012-07-25,9508.0
2012-07-26,9503.0
2012-07-27,9494.0
2012-07-28,9494.0
2012-07-29,9494.0
2012-07-30,9492.0
2012-07-31,9467.0
2012-08-01,9469.0
2012-08-02,9476.0
2012-08-03,9476.0
2012-08-04,9476.0
2012-08-05,9476.0
2012-08-06,9469.0
2012-08-07,9472.0
2012-08-08,9479.0
2012-08-09,9478.0
2012-08-10,9485.0
2012-08-11,9485.0
2012-08-12,9485.0
2012-08-13,9494.0
2012-08-14,9488.0
2012-08-15,9513.0
2012-08-16,9512.0
2012-08-17,9519.0
2012-08-18,9519.0
2012-08-19,9519.0
2012-08-20,9517.0
2012-08-21,9503.0
2012-08-22,9505.0
2012-08-23,9494.0
2012-08-24,9519.0
2012-08-25,9519.0
2012-08-26,9519.0
2012-08-27,9534.0
2012-08-28,9549.0
2012-08-29,9581.0
2012-08-30,9582.0
2012-08-31,9572.0
2012-09-01,9572.0
2012-09-02,9572.0
2012-09-03,9535.0
2012-09-04,9588.0
2012-09-05,9599.0
2012-09-06,9591.0
2012-09-07,9591.0
2012-09-08,9591.0
2012-09-09,9591.0
2012-09-10,9579.0
2012-09-11,9581.0
2012-09-12,9577.0
2012-09-13,9599.0
2012-09-14,9520.0
2012-09-15,9520.0
2012-09-16,9520.0
2012-09-17,9464.0
2012-09-18,9505.0
2012-09-19,9549.0
2012-09-20,9574.0
2012-09-21,9552.0
2012-09-22,9552.0
2012-09-23,9552.0
2012-09-24,9565.0
2012-09-25,9582.0
2012-09-26,9624.0
2012-09-27,9599.0
2012-09-28,9591.0
2012-09-29,9591.0
2012-09-30,9591.0
2012-10-01,9579.0
2012-10-02,9591.0
2012-10-03,9599.0
2012-10-04,9595.0
2012-10-05,9594.0
2012-10-06,9594.0
2012-10-07,9594.0
2012-10-08,9604.0
2012-10-09,9614.0
2012-10-10,9594.0
2012-10-11,9634.0
2012-10-12,9585.0
2012-10-13,9585.0
2012-10-14,9585.0
2012-10-15,9623.0
2012-10-16,9598.0
2012-10-17,9606.0
2012-10-18,9599.0
2012-10-19,9629.0
2012-10-20,9629.0
2012-10-21,9629.0
2012-10-22,9611.0
2012-10-23,9617.0
2012-10-24,9629.0
2012-10-25,9617.0
2012-10-26,9618.0
2012-10-27,9618.0
2012-10-28,9618.0
2012-10-29,9610.0
2012-10-30,9623.0
2012-10-31,9624.0
2012-11-01,9622.0
2012-11-02,9631.0
2012-11-03,9631.0
2012-11-04,9631.0
2012-11-05,9633.0
2012-11-06,9626.0
2012-11-07,9629.0
2012-11-08,9632.0
2012-11-09,9634.0
2012-11-10,9634.0
2012-11-11,9634.0
2012-11-12,9638.0
2012-11-13,9634.0
2012-11-14,9630.0
2012-11-15,9629.0
2012-11-16,9629.0
2012-11-17,9629.0
2012-11-18,9629.0
2012-11-19,9632.0
2012-11-20,9640.0
2012-11-21,9654.0
2012-11-22,9644.0
2012-11-23,9649.0
2012-11-24,9649.0
2012-11-25,9649.0
2012-11-26,9600.0
2012-11-27,9639.0
2012-11-28,9644.0
2012-11-29,9634.0
2012-11-30,9618.0
2012-12-01,9618.0
2012-12-02,9618.0
2012-12-03,9614.0
2012-12-04,9624.0
2012-12-05,9644.0
2012-12-06,9649.0
2012-12-07,9708.0
2012-12-08,9708.0
2012-12-09,9708.0
2012-12-10,9633.0
2012-12-11,9695.0
2012-12-12,9670.0
2012-12-13,9689.0
2012-12-14,9694.0
2012-12-15,9694.0
2012-12-16,9694.0
2012-12-17,9699.0
2012-12-18,9706.0
2012-12-19,9691.0
2012-12-20,9655.0
2012-12-21,9728.0
2012-12-22,9728.0
2012-12-23,9728.0
2012-12-24,9796.0
2012-12-25,9794.0
2012-12-26,9799.0
2012-12-27,9731.0
2012-12-28,9679.0
2012-12-29,9679.0
2012-12-30,9679.0
2012-12-31,9793.0
2013-01-01,9795.0
2013-01-02,9653.0
2013-01-03,9653.0
2013-01-04,9788.0
2013-01-05,9788.0
2013-01-06,9788.0
2013-01-07,9670.0
2013-01-08,9827.0
2013-01-09,9663.0
2013-01-10,9867.0
2013-01-11,9866.0
2013-01-12,9866.0
2013-01-13,9866.0
2013-01-14,9635.0
2013-01-15,9868.0
2013-01-16,9668.0
2013-01-17,9650.0
2013-01-18,9828.0
2013-01-19,9828.0
2013-01-20,9828.0
2013-01-21,9618.0
2013-01-22,9620.0
2013-01-23,9625.0
2013-01-24,9760.0
2013-01-25,9653.0
2013-01-26,9653.0
2013-01-27,9653.0
2013-01-28,9832.0
2013-01-29,9684.0
2013-01-30,9688.0
2013-01-31,9744.0
2013-02-01,9727.0
2013-02-02,9727.0
2013-02-03,9727.0
2013-02-04,9664.0
2013-02-05,9662.0
2013-02-06,9700.0
2013-02-07,9677.0
2013-02-08,9657.0
2013-02-09,9657.0
2013-02-10,9657.0
2013-02-11,9620.0
2013-02-12,9625.0
2013-02-13,9635.0
2013-02-14,9656.0
2013-02-15,9670.0
2013-02-16,9670.0
2013-02-17,9670.0
2013-02-18,9685.0
2013-02-19,9709.0
2013-02-20,9684.0
2013-02-21,9723.0
2013-02-22,9707.0
2013-02-23,9707.0
2013-02-24,9707.0
2013-02-25,9703.0
2013-02-26,9707.0
2013-02-27,9680.0
2013-02-28,9669.0
2013-03-01,9682.0
2013-03-02,9682.0
2013-03-03,9682.0
2013-03-04,9714.0
2013-03-05,9696.0
2013-03-06,9693.0
2013-03-07,9695.0
2013-03-08,9685.0
