,USDPHP BGN Curncy
2010-06-17,46.186
2010-06-18,45.899
2010-06-19,45.899
2010-06-20,45.899
2010-06-21,45.45
2010-06-22,45.685
2010-06-23,46.047
2010-06-24,46.355
2010-06-25,46.465
2010-06-26,46.465
2010-06-27,46.465
2010-06-28,46.388
2010-06-29,46.41
2010-06-30,46.355
2010-07-01,46.48
2010-07-02,46.525
2010-07-03,46.525
2010-07-04,46.525
2010-07-05,46.45
2010-07-06,46.4
2010-07-07,46.555
2010-07-08,46.435
2010-07-09,46.18
2010-07-10,46.18
2010-07-11,46.18
2010-07-12,46.27
2010-07-13,46.44
2010-07-14,46.255
2010-07-15,46.314
2010-07-16,46.315
2010-07-17,46.315
2010-07-18,46.315
2010-07-19,46.425
2010-07-20,46.428
2010-07-21,46.47
2010-07-22,46.495
2010-07-23,46.308
2010-07-24,46.308
2010-07-25,46.308
2010-07-26,46.145
2010-07-27,45.925
2010-07-28,45.815
2010-07-29,45.7
2010-07-30,45.54
2010-07-31,45.54
2010-08-01,45.54
2010-08-02,45.3
2010-08-03,45.115
2010-08-04,45.23
2010-08-05,45.02
2010-08-06,44.89
2010-08-07,44.89
2010-08-08,44.89
2010-08-09,44.915
2010-08-10,44.913
2010-08-11,45.215
2010-08-12,45.399
2010-08-13,45.3
2010-08-14,45.3
2010-08-15,45.3
2010-08-16,45.45
2010-08-17,45.14
2010-08-18,45.07
2010-08-19,44.93
2010-08-20,45.065
2010-08-21,45.065
2010-08-22,45.065
2010-08-23,45.04
2010-08-24,45.52
2010-08-25,45.275
2010-08-26,45.17
2010-08-27,45.2
2010-08-28,45.2
2010-08-29,45.2
2010-08-30,45.1
2010-08-31,45.31
2010-09-01,45.097
2010-09-02,44.9
2010-09-03,44.68
2010-09-04,44.68
2010-09-05,44.68
2010-09-06,44.38
2010-09-07,44.555
2010-09-08,44.33
2010-09-09,44.115
2010-09-10,44.05
2010-09-11,44.05
2010-09-12,44.05
2010-09-13,44.14
2010-09-14,44.265
2010-09-15,44.285
2010-09-16,44.32
2010-09-17,44.16
2010-09-18,44.16
2010-09-19,44.16
2010-09-20,44.06
2010-09-21,43.98
2010-09-22,43.89
2010-09-23,44.115
2010-09-24,43.99
2010-09-25,43.99
2010-09-26,43.99
2010-09-27,43.885
2010-09-28,44.067
2010-09-29,43.988
2010-09-30,43.85
2010-10-01,43.84
2010-10-02,43.84
2010-10-03,43.84
2010-10-04,43.798
2010-10-05,43.76
2010-10-06,43.5
2010-10-07,43.38
2010-10-08,43.45
2010-10-09,43.45
2010-10-10,43.45
2010-10-11,43.57
2010-10-12,43.735
2010-10-13,43.46
2010-10-14,43.22
2010-10-15,43.21
2010-10-16,43.21
2010-10-17,43.21
2010-10-18,43.278
2010-10-19,43.395
2010-10-20,43.375
2010-10-21,43.2
2010-10-22,43.33
2010-10-23,43.33
2010-10-24,43.33
2010-10-25,43.04
2010-10-26,43.12
2010-10-27,43.19
2010-10-28,43.11
2010-10-29,43.06
2010-10-30,43.06
2010-10-31,43.06
2010-11-01,42.829
2010-11-02,42.725
2010-11-03,42.49
2010-11-04,42.51
2010-11-05,42.723
2010-11-06,42.723
2010-11-07,42.723
2010-11-08,43.2
2010-11-09,43.4
2010-11-10,43.278
2010-11-11,43.848
2010-11-12,43.773
2010-11-13,43.773
2010-11-14,43.773
2010-11-15,43.755
2010-11-16,43.6
2010-11-17,43.92
2010-11-18,43.605
2010-11-19,43.82
2010-11-20,43.82
2010-11-21,43.82
2010-11-22,43.933
2010-11-23,44.252
2010-11-24,44.045
2010-11-25,44.03
2010-11-26,44.196
2010-11-27,44.196
2010-11-28,44.196
2010-11-29,44.12
2010-11-30,44.095
2010-12-01,43.7
2010-12-02,43.865
2010-12-03,43.85
2010-12-04,43.85
2010-12-05,43.85
2010-12-06,43.77
2010-12-07,43.59
2010-12-08,43.75
2010-12-09,43.659
2010-12-10,43.665
2010-12-11,43.665
2010-12-12,43.665
2010-12-13,43.88
2010-12-14,43.818
2010-12-15,43.96
2010-12-16,44.14
2010-12-17,44.23
2010-12-18,44.23
2010-12-19,44.23
2010-12-20,44.451
2010-12-21,44.35
2010-12-22,44.22
2010-12-23,44.1
2010-12-24,44.1
2010-12-25,44.1
2010-12-26,44.1
2010-12-27,43.985
2010-12-28,43.925
2010-12-29,43.885
2010-12-30,43.805
2010-12-31,43.8
2011-01-01,43.8
2011-01-02,43.8
2011-01-03,43.771
2011-01-04,43.688
2011-01-05,43.81
2011-01-06,43.875
2011-01-07,44.21
2011-01-08,44.21
2011-01-09,44.21
2011-01-10,44.32
2011-01-11,44.118
2011-01-12,44.016
2011-01-13,44.155
2011-01-14,44.22
2011-01-15,44.22
2011-01-16,44.22
2011-01-17,44.515
2011-01-18,44.53
2011-01-19,44.288
2011-01-20,44.473
2011-01-21,44.455
2011-01-22,44.455
2011-01-23,44.455
2011-01-24,44.59
2011-01-25,44.486
2011-01-26,44.34
2011-01-27,44.19
2011-01-28,44.12
2011-01-29,44.12
2011-01-30,44.12
2011-01-31,44.313
2011-02-01,44.253
2011-02-02,43.965
2011-02-03,43.875
2011-02-04,43.78
2011-02-05,43.78
2011-02-06,43.78
2011-02-07,43.545
2011-02-08,43.399
2011-02-09,43.535
2011-02-10,43.711
2011-02-11,43.828
2011-02-12,43.828
2011-02-13,43.828
2011-02-14,43.695
2011-02-15,43.71
2011-02-16,43.543
2011-02-17,43.41
2011-02-18,43.333
2011-02-19,43.333
2011-02-20,43.333
2011-02-21,43.425
2011-02-22,43.745
2011-02-23,43.558
2011-02-24,43.84
2011-02-25,43.778
2011-02-26,43.778
2011-02-27,43.778
2011-02-28,43.585
2011-03-01,43.43
2011-03-02,43.5
2011-03-03,43.375
2011-03-04,43.271
2011-03-05,43.271
2011-03-06,43.271
2011-03-07,43.305
2011-03-08,43.485
2011-03-09,43.38
2011-03-10,43.515
2011-03-11,43.65
2011-03-12,43.65
2011-03-13,43.65
2011-03-14,43.59
2011-03-15,43.82
2011-03-16,43.743
2011-03-17,43.888
2011-03-18,43.72
2011-03-19,43.72
2011-03-20,43.72
2011-03-21,43.51
2011-03-22,43.305
2011-03-23,43.435
2011-03-24,43.345
2011-03-25,43.328
2011-03-26,43.328
2011-03-27,43.328
2011-03-28,43.435
2011-03-29,43.45
2011-03-30,43.423
2011-03-31,43.358
2011-04-01,43.36
2011-04-02,43.36
2011-04-03,43.36
2011-04-04,43.3
2011-04-05,43.4
2011-04-06,43.15
2011-04-07,43.085
2011-04-08,42.955
2011-04-09,42.955
2011-04-10,42.955
2011-04-11,43.12
2011-04-12,43.16
2011-04-13,43.25
2011-04-14,43.242
2011-04-15,43.24
2011-04-16,43.24
2011-04-17,43.24
2011-04-18,43.295
2011-04-19,43.34
2011-04-20,43.204
2011-04-21,43.103
2011-04-22,43.14
2011-04-23,43.14
2011-04-24,43.14
2011-04-25,43.165
2011-04-26,43.235
2011-04-27,43.195
2011-04-28,42.915
2011-04-29,42.735
2011-04-30,42.735
2011-05-01,42.735
2011-05-02,42.616
2011-05-03,42.866
2011-05-04,42.871
2011-05-05,42.955
2011-05-06,43.15
2011-05-07,43.15
2011-05-08,43.15
2011-05-09,42.885
2011-05-10,42.969
2011-05-11,42.818
2011-05-12,43.06
2011-05-13,43.13
2011-05-14,43.13
2011-05-15,43.13
2011-05-16,43.365
2011-05-17,43.231
2011-05-18,43.186
2011-05-19,43.183
2011-05-20,43.125
2011-05-21,43.125
2011-05-22,43.125
2011-05-23,43.409
2011-05-24,43.385
2011-05-25,43.559
2011-05-26,43.477
2011-05-27,43.31
2011-05-28,43.31
2011-05-29,43.31
2011-05-30,43.315
2011-05-31,43.255
2011-06-01,43.099
2011-06-02,43.24
2011-06-03,43.199
2011-06-04,43.199
2011-06-05,43.199
2011-06-06,43.212
2011-06-07,43.185
2011-06-08,43.3
2011-06-09,43.305
2011-06-10,43.325
2011-06-11,43.325
2011-06-12,43.325
2011-06-13,43.36
2011-06-14,43.37
2011-06-15,43.49
2011-06-16,43.598
2011-06-17,43.705
2011-06-18,43.705
2011-06-19,43.705
2011-06-20,43.708
2011-06-21,43.477
2011-06-22,43.482
2011-06-23,43.465
2011-06-24,43.408
2011-06-25,43.408
2011-06-26,43.408
2011-06-27,43.593
2011-06-28,43.575
2011-06-29,43.437
2011-06-30,43.385
2011-07-01,43.175
2011-07-02,43.175
2011-07-03,43.175
2011-07-04,43.065
2011-07-05,43.055
2011-07-06,42.915
2011-07-07,42.88
2011-07-08,42.812
2011-07-09,42.812
2011-07-10,42.812
2011-07-11,42.94
2011-07-12,43.212
2011-07-13,43.045
2011-07-14,42.895
2011-07-15,42.944
2011-07-16,42.944
2011-07-17,42.944
2011-07-18,43.031
2011-07-19,42.838
2011-07-20,42.715
2011-07-21,42.625
2011-07-22,42.423
2011-07-23,42.423
2011-07-24,42.423
2011-07-25,42.409
2011-07-26,42.245
2011-07-27,42.115
2011-07-28,42.19
2011-07-29,42.138
2011-07-30,42.138
2011-07-31,42.138
2011-08-01,41.965
2011-08-02,42.193
2011-08-03,42.235
2011-08-04,42.309
2011-08-05,42.63
2011-08-06,42.63
2011-08-07,42.63
2011-08-08,42.527
2011-08-09,42.5
2011-08-10,42.432
2011-08-11,42.522
2011-08-12,42.6
2011-08-13,42.6
2011-08-14,42.6
2011-08-15,42.348
2011-08-16,42.392
2011-08-17,42.417
2011-08-18,42.5
2011-08-19,42.615
2011-08-20,42.615
2011-08-21,42.615
2011-08-22,42.471
2011-08-23,42.32
2011-08-24,42.43
2011-08-25,42.465
2011-08-26,42.5
2011-08-27,42.5
2011-08-28,42.5
2011-08-29,42.32
2011-08-30,42.34
2011-08-31,42.25
2011-09-01,42.361
2011-09-02,42.165
2011-09-03,42.165
2011-09-04,42.165
2011-09-05,42.225
2011-09-06,42.409
2011-09-07,42.213
2011-09-08,42.455
2011-09-09,42.535
2011-09-10,42.535
2011-09-11,42.535
2011-09-12,42.795
2011-09-13,43.117
2011-09-14,43.29
2011-09-15,43.355
2011-09-16,43.325
2011-09-17,43.325
2011-09-18,43.325
2011-09-19,43.52
2011-09-20,43.475
2011-09-21,43.575
2011-09-22,43.817
2011-09-23,43.622
2011-09-24,43.622
2011-09-25,43.622
2011-09-26,43.802
2011-09-27,43.4
2011-09-28,43.455
2011-09-29,43.635
2011-09-30,43.774
2011-10-01,43.774
2011-10-02,43.774
2011-10-03,43.978
2011-10-04,44.09
2011-10-05,43.79
2011-10-06,43.655
2011-10-07,43.492
2011-10-08,43.492
2011-10-09,43.492
2011-10-10,43.369
2011-10-11,43.474
2011-10-12,43.381
2011-10-13,43.405
2011-10-14,43.35
2011-10-15,43.35
2011-10-16,43.35
2011-10-17,43.042
2011-10-18,43.288
2011-10-19,43.175
2011-10-20,43.33
2011-10-21,43.45
2011-10-22,43.45
2011-10-23,43.45
2011-10-24,43.285
2011-10-25,43.145
2011-10-26,43.224
2011-10-27,42.817
2011-10-28,42.628
2011-10-29,42.628
2011-10-30,42.628
2011-10-31,42.657
2011-11-01,42.927
2011-11-02,42.825
2011-11-03,43.137
2011-11-04,42.935
2011-11-05,42.935
2011-11-06,42.935
2011-11-07,42.9
2011-11-08,43.13
2011-11-09,43.045
2011-11-10,43.32
2011-11-11,43.265
2011-11-12,43.265
2011-11-13,43.265
2011-11-14,43.237
2011-11-15,43.415
2011-11-16,43.38
2011-11-17,43.395
2011-11-18,43.395
2011-11-19,43.395
2011-11-20,43.395
2011-11-21,43.368
2011-11-22,43.235
2011-11-23,43.485
2011-11-24,43.655
2011-11-25,43.957
2011-11-26,43.957
2011-11-27,43.957
2011-11-28,43.745
2011-11-29,43.63
2011-11-30,43.584
2011-12-01,43.281
2011-12-02,43.26
2011-12-03,43.26
2011-12-04,43.26
2011-12-05,43.24
2011-12-06,43.439
2011-12-07,43.285
2011-12-08,43.29
2011-12-09,43.589
2011-12-10,43.589
2011-12-11,43.589
2011-12-12,43.605
2011-12-13,43.875
2011-12-14,44.13
2011-12-15,44.097
2011-12-16,43.878
2011-12-17,43.878
2011-12-18,43.878
2011-12-19,43.975
2011-12-20,43.815
2011-12-21,43.655
2011-12-22,43.615
2011-12-23,43.495
2011-12-24,43.495
2011-12-25,43.495
2011-12-26,43.585
2011-12-27,43.795
2011-12-28,44.005
2011-12-29,43.842
2011-12-30,43.84
2011-12-31,43.84
2012-01-01,43.84
2012-01-02,43.905
2012-01-03,43.765
2012-01-04,43.822
2012-01-05,44.117
2012-01-06,44.09
2012-01-07,44.09
2012-01-08,44.09
2012-01-09,44.1
2012-01-10,43.995
2012-01-11,43.955
2012-01-12,43.98
2012-01-13,43.765
2012-01-14,43.765
2012-01-15,43.765
2012-01-16,43.86
2012-01-17,43.607
2012-01-18,43.44
2012-01-19,43.431
2012-01-20,43.315
2012-01-21,43.315
2012-01-22,43.315
2012-01-23,43.275
2012-01-24,43.163
2012-01-25,43.15
2012-01-26,42.859
2012-01-27,42.845
2012-01-28,42.845
2012-01-29,42.845
2012-01-30,43.09
2012-01-31,42.783
2012-02-01,42.865
2012-02-02,42.68
2012-02-03,42.555
2012-02-04,42.555
2012-02-05,42.555
2012-02-06,42.595
2012-02-07,42.41
2012-02-08,42.214
2012-02-09,42.19
2012-02-10,42.425
2012-02-11,42.425
2012-02-12,42.425
2012-02-13,42.43
2012-02-14,42.675
2012-02-15,42.665
2012-02-16,42.89
2012-02-17,42.665
2012-02-18,42.665
2012-02-19,42.665
2012-02-20,42.553
2012-02-21,42.608
2012-02-22,42.675
2012-02-23,42.737
2012-02-24,42.755
2012-02-25,42.755
2012-02-26,42.755
2012-02-27,43.08
2012-02-28,42.88
2012-02-29,42.725
2012-03-01,42.85
2012-03-02,42.695
2012-03-03,42.695
2012-03-04,42.695
2012-03-05,42.808
2012-03-06,43.038
2012-03-07,42.917
2012-03-08,42.595
2012-03-09,42.643
2012-03-10,42.643
2012-03-11,42.643
2012-03-12,42.709
2012-03-13,42.695
2012-03-14,42.86
2012-03-15,43.035
2012-03-16,43.051
2012-03-17,43.051
2012-03-18,43.051
2012-03-19,42.94
2012-03-20,43.045
2012-03-21,43.005
2012-03-22,43.035
2012-03-23,42.945
2012-03-24,42.945
2012-03-25,42.945
2012-03-26,43.072
2012-03-27,42.903
2012-03-28,42.894
2012-03-29,42.98
2012-03-30,42.91
2012-03-31,42.91
2012-04-01,42.91
2012-04-02,42.71
2012-04-03,42.71
2012-04-04,42.869
2012-04-05,42.795
2012-04-06,42.75
2012-04-07,42.75
2012-04-08,42.75
2012-04-09,42.905
2012-04-10,42.815
2012-04-11,42.741
2012-04-12,42.69
2012-04-13,42.666
2012-04-14,42.666
2012-04-15,42.666
2012-04-16,42.785
2012-04-17,42.645
2012-04-18,42.626
2012-04-19,42.632
2012-04-20,42.63
2012-04-21,42.63
2012-04-22,42.63
2012-04-23,42.685
2012-04-24,42.732
2012-04-25,42.665
2012-04-26,42.49
2012-04-27,42.336
2012-04-28,42.336
2012-04-29,42.336
2012-04-30,42.193
2012-05-01,42.125
2012-05-02,42.22
2012-05-03,42.215
2012-05-04,42.35
2012-05-05,42.35
2012-05-06,42.35
2012-05-07,42.39
2012-05-08,42.267
2012-05-09,42.535
2012-05-10,42.445
2012-05-11,42.54
2012-05-12,42.54
2012-05-13,42.54
2012-05-14,42.745
2012-05-15,42.698
2012-05-16,43.0
2012-05-17,42.911
2012-05-18,43.165
2012-05-19,43.165
2012-05-20,43.165
2012-05-21,43.175
2012-05-22,43.135
2012-05-23,43.477
2012-05-24,43.74
2012-05-25,43.778
2012-05-26,43.778
2012-05-27,43.778
2012-05-28,43.54
2012-05-29,43.259
2012-05-30,43.52
2012-05-31,43.415
2012-06-01,43.47
2012-06-02,43.47
2012-06-03,43.47
2012-06-04,43.5
2012-06-05,43.526
2012-06-06,43.2
2012-06-07,43.17
2012-06-08,43.34
2012-06-09,43.34
2012-06-10,43.34
2012-06-11,42.905
2012-06-12,42.964
2012-06-13,42.64
2012-06-14,42.635
2012-06-15,42.257
2012-06-16,42.257
2012-06-17,42.257
2012-06-18,42.33
2012-06-19,42.37
2012-06-20,42.135
2012-06-21,42.375
2012-06-22,42.497
2012-06-23,42.497
2012-06-24,42.497
2012-06-25,42.648
2012-06-26,42.495
2012-06-27,42.395
2012-06-28,42.385
2012-06-29,42.145
2012-06-30,42.145
2012-07-01,42.145
2012-07-02,41.967
2012-07-03,41.686
2012-07-04,41.736
2012-07-05,41.7
2012-07-06,41.85
2012-07-07,41.85
2012-07-08,41.85
2012-07-09,42.016
2012-07-10,41.835
2012-07-11,41.865
2012-07-12,42.075
2012-07-13,41.955
2012-07-14,41.955
2012-07-15,41.955
2012-07-16,41.85
2012-07-17,41.7
2012-07-18,41.665
2012-07-19,41.75
2012-07-20,41.863
2012-07-21,41.863
2012-07-22,41.863
2012-07-23,42.048
2012-07-24,42.03
2012-07-25,42.135
2012-07-26,42.15
2012-07-27,41.97
2012-07-28,41.97
2012-07-29,41.97
2012-07-30,41.864
2012-07-31,41.755
2012-08-01,41.76
2012-08-02,41.825
2012-08-03,41.83
2012-08-04,41.83
2012-08-05,41.83
2012-08-06,41.82
2012-08-07,41.689
2012-08-08,41.739
2012-08-09,41.78
2012-08-10,41.855
2012-08-11,41.855
2012-08-12,41.855
2012-08-13,41.93
2012-08-14,41.985
2012-08-15,42.22
2012-08-16,42.229
2012-08-17,42.357
2012-08-18,42.357
2012-08-19,42.357
2012-08-20,42.355
2012-08-21,42.275
2012-08-22,42.275
2012-08-23,42.065
2012-08-24,42.225
2012-08-25,42.225
2012-08-26,42.225
2012-08-27,42.23
2012-08-28,42.251
2012-08-29,42.325
2012-08-30,42.24
2012-08-31,42.038
2012-09-01,42.038
2012-09-02,42.038
2012-09-03,41.965
2012-09-04,41.875
2012-09-05,42.021
2012-09-06,41.845
2012-09-07,41.665
2012-09-08,41.665
2012-09-09,41.665
2012-09-10,41.554
2012-09-11,41.54
2012-09-12,41.581
2012-09-13,41.735
2012-09-14,41.385
2012-09-15,41.385
2012-09-16,41.385
2012-09-17,41.58
2012-09-18,41.739
2012-09-19,41.635
2012-09-20,41.73
2012-09-21,41.643
2012-09-22,41.643
2012-09-23,41.643
2012-09-24,41.782
2012-09-25,41.898
2012-09-26,41.947
2012-09-27,41.878
2012-09-28,41.742
2012-09-29,41.742
2012-09-30,41.742
2012-10-01,41.81
2012-10-02,41.594
2012-10-03,41.57
2012-10-04,41.485
2012-10-05,41.45
2012-10-06,41.45
2012-10-07,41.45
2012-10-08,41.485
2012-10-09,41.445
2012-10-10,41.535
2012-10-11,41.558
2012-10-12,41.42
2012-10-13,41.42
2012-10-14,41.42
2012-10-15,41.435
2012-10-16,41.33
2012-10-17,41.19
2012-10-18,41.28
2012-10-19,41.405
2012-10-20,41.405
2012-10-21,41.405
2012-10-22,41.378
2012-10-23,41.314
2012-10-24,41.455
2012-10-25,41.195
2012-10-26,41.305
2012-10-27,41.305
2012-10-28,41.305
2012-10-29,41.3
2012-10-30,41.193
2012-10-31,41.165
2012-11-01,41.205
2012-11-02,41.176
2012-11-03,41.176
2012-11-04,41.176
2012-11-05,41.255
2012-11-06,41.215
2012-11-07,40.997
2012-11-08,41.055
2012-11-09,41.068
2012-11-10,41.068
2012-11-11,41.068
2012-11-12,41.102
2012-11-13,41.165
2012-11-14,41.13
2012-11-15,41.25
2012-11-16,41.332
2012-11-17,41.332
2012-11-18,41.332
2012-11-19,41.175
2012-11-20,41.171
2012-11-21,41.135
2012-11-22,41.085
2012-11-23,41.05
2012-11-24,41.05
2012-11-25,41.05
2012-11-26,41.003
2012-11-27,40.84
2012-11-28,40.88
2012-11-29,40.822
2012-11-30,40.795
2012-12-01,40.795
2012-12-02,40.795
2012-12-03,40.9
2012-12-04,40.88
2012-12-05,40.866
2012-12-06,40.93
2012-12-07,40.945
2012-12-08,40.945
2012-12-09,40.945
2012-12-10,40.95
2012-12-11,40.941
2012-12-12,41.01
2012-12-13,41.053
2012-12-14,41.088
2012-12-15,41.088
2012-12-16,41.088
2012-12-17,41.06
2012-12-18,41.08
2012-12-19,41.04
2012-12-20,41.095
2012-12-21,41.135
2012-12-22,41.135
2012-12-23,41.135
2012-12-24,41.129
2012-12-25,41.129
2012-12-26,41.15
2012-12-27,41.125
2012-12-28,41.005
2012-12-29,41.005
2012-12-30,41.005
2012-12-31,41.005
2013-01-01,41.005
2013-01-02,40.852
2013-01-03,40.735
2013-01-04,40.925
2013-01-05,40.925
2013-01-06,40.925
2013-01-07,40.913
2013-01-08,40.82
2013-01-09,40.79
2013-01-10,40.675
2013-01-11,40.6
2013-01-12,40.6
2013-01-13,40.6
2013-01-14,40.68
2013-01-15,40.585
2013-01-16,40.7
2013-01-17,40.623
2013-01-18,40.581
2013-01-19,40.581
2013-01-20,40.581
2013-01-21,40.75
2013-01-22,40.605
2013-01-23,40.63
2013-01-24,40.638
2013-01-25,40.655
2013-01-26,40.655
2013-01-27,40.655
2013-01-28,40.965
2013-01-29,40.722
2013-01-30,40.625
2013-01-31,40.665
2013-02-01,40.675
2013-02-02,40.675
2013-02-03,40.675
2013-02-04,40.62
2013-02-05,40.635
2013-02-06,40.68
2013-02-07,40.66
2013-02-08,40.702
2013-02-09,40.702
2013-02-10,40.702
2013-02-11,40.701
2013-02-12,40.7
2013-02-13,40.673
2013-02-14,40.63
2013-02-15,40.61
2013-02-16,40.61
2013-02-17,40.61
2013-02-18,40.64
2013-02-19,40.63
2013-02-20,40.62
2013-02-21,40.767
2013-02-22,40.72
2013-02-23,40.72
2013-02-24,40.72
2013-02-25,40.68
2013-02-26,40.755
2013-02-27,40.74
2013-02-28,40.66
2013-03-01,40.686
2013-03-02,40.686
2013-03-03,40.686
2013-03-04,40.8
2013-03-05,40.72
2013-03-06,40.725
2013-03-07,40.76
2013-03-08,40.675
2013-03-09,40.675
2013-03-10,40.675
2013-03-11,40.67
2013-03-12,40.625
2013-03-13,40.555
2013-03-14,40.605
2013-03-15,40.62
2013-03-16,40.62
2013-03-17,40.62
2013-03-18,40.665
2013-03-19,40.71
2013-03-20,40.735
2013-03-21,40.725
2013-03-22,40.865
2013-03-23,40.865
2013-03-24,40.865
2013-03-25,40.815
2013-03-26,40.927
2013-03-27,40.795
2013-03-28,40.82
2013-03-29,40.81
2013-03-30,40.81
2013-03-31,40.81
2013-04-01,40.84
2013-04-02,40.885
2013-04-03,40.905
2013-04-04,41.232
2013-04-05,41.18
2013-04-06,41.18
2013-04-07,41.18
2013-04-08,41.303
2013-04-09,41.183
2013-04-10,40.993
2013-04-11,40.965
2013-04-12,41.315
2013-04-13,41.315
2013-04-14,41.315
2013-04-15,41.255
2013-04-16,41.316
2013-04-17,41.235
2013-04-18,41.235
2013-04-19,41.105
2013-04-20,41.105
2013-04-21,41.105
2013-04-22,41.275
2013-04-23,41.375
2013-04-24,41.285
2013-04-25,41.24
2013-04-26,41.265
2013-04-27,41.265
2013-04-28,41.265
2013-04-29,41.14
2013-04-30,41.19
2013-05-01,41.13
2013-05-02,40.935
2013-05-03,40.85
2013-05-04,40.85
2013-05-05,40.85
2013-05-06,40.925
2013-05-07,40.895
2013-05-08,40.785
2013-05-09,40.825
2013-05-10,41.12
2013-05-11,41.12
2013-05-12,41.12
2013-05-13,41.155
2013-05-14,41.115
2013-05-15,41.225
2013-05-16,41.285
2013-05-17,41.195
2013-05-18,41.195
2013-05-19,41.195
2013-05-20,41.185
2013-05-21,41.205
2013-05-22,41.235
2013-05-23,41.713
2013-05-24,41.605
2013-05-25,41.605
2013-05-26,41.605
2013-05-27,41.645
2013-05-28,41.935
2013-05-29,42.485
2013-05-30,42.285
2013-05-31,42.265
2013-06-01,42.265
2013-06-02,42.265
2013-06-03,42.065
2013-06-04,41.955
2013-06-05,41.993
2013-06-06,42.09
2013-06-07,42.295
2013-06-08,42.295
2013-06-09,42.295
2013-06-10,42.855
2013-06-11,43.085
2013-06-12,42.915
2013-06-13,43.035
2013-06-14,42.81
2013-06-15,42.81
2013-06-16,42.81
2013-06-17,42.885
2013-06-18,43.115
2013-06-19,43.145
2013-06-20,43.875
2013-06-21,43.72
2013-06-22,43.72
